lga_code16,ss_ns_none_mng,ss_ns_none_pro,ss_ns_none_tectw,ss_ns_none_copsw,ss_ns_none_claw,ss_ns_none_swks,ss_ns_none_maopdv,ss_ns_none_lab,ss_ns_none_idns,ss_ns_none_tot,ss_ns_1_15_mng,ss_ns_1_15_pro,ss_ns_1_15_tectw,ss_ns_1_15_copsw,ss_ns_1_15_claw,ss_ns_1_15_swks,ss_ns_1_15_maopdv,ss_ns_1_15_lab,ss_ns_1_15_idns,ss_ns_1_15_tot,ss_ns_16_24_mng,ss_ns_16_24_pro,ss_ns_16_24_tectw,ss_ns_16_24_copsw,ss_ns_16_24_claw,ss_ns_16_24_swks,ss_ns_16_24_maopdv,ss_ns_16_24_lab,ss_ns_16_24_idns,ss_ns_16_24_tot,ss_ns_25_34_mng,ss_ns_25_34_pro,ss_ns_25_34_tectw,ss_ns_25_34_copsw,ss_ns_25_34_claw,ss_ns_25_34_swks,ss_ns_25_34_maopdv,ss_ns_25_34_lab,ss_ns_25_34_idns,ss_ns_25_34_tot,ss_ns_35_39_mng,ss_ns_35_39_pro,ss_ns_35_39_tectw,ss_ns_35_39_copsw,ss_ns_35_39_claw,ss_ns_35_39_swks,ss_ns_35_39_maopdv,ss_ns_35_39_lab,ss_ns_35_39_idns,ss_ns_35_39_tot,ss_ns_40_mng,ss_ns_40_pro,ss_ns_40_tectw,ss_ns_40_copsw,ss_ns_40_claw,ss_ns_40_swks,ss_ns_40_maopdv,ss_ns_40_lab,ss_ns_40_idns,ss_ns_40_tot,ss_ns_41_48_mng,ss_ns_41_48_pro,ss_ns_41_48_tectw,ss_ns_41_48_copsw,ss_ns_41_48_claw,ss_ns_41_48_swks,ss_ns_41_48_maopdv,ss_ns_41_48_lab,ss_ns_41_48_idns,ss_ns_41_48_tot,ss_ns_49mo_mng,ss_ns_49mo_pro,ss_ns_49mo_tectw,ss_ns_49mo_copsw,ss_ns_49mo_claw,ss_ns_49mo_swks,ss_ns_49mo_maopdv,ss_ns_49mo_lab,ss_ns_49mo_idns,ss_ns_49mo_tot,ss_ns_ns_mng,ss_ns_ns_pro,ss_ns_ns_tectw,ss_ns_ns_copsw,ss_ns_ns_claw,ss_ns_ns_swks,ss_ns_ns_maopdv,ss_ns_ns_lab,ss_ns_ns_idns,ss_ns_ns_tot,ss_ns_tot_mng,ss_ns_tot_pro,ss_ns_tot_tectw,ss_ns_tot_copsw,ss_ns_tot_claw,ss_ns_tot_swks,ss_ns_tot_maopdv,ss_ns_tot_lab,ss_ns_tot_inad_des_tot,ss_ns_tot_tot,tot_none_mng,tot_none_pro,tot_none_tectw,tot_none_copsw,tot_none_claw,tot_none_swks,tot_none_maopdv,tot_none_lab,tot_none_idns,tot_none_tot,tot_1_15_mng,tot_1_15_pro,tot_1_15_tectw,tot_1_15_copsw,tot_1_15_claw,tot_1_15_swks,tot_1_15_maopdv,tot_1_15_lab,tot_1_15_idns,tot_1_15_tot,tot_16_24_mng,tot_16_24_pro,tot_16_24_tectw,tot_16_24_copsw,tot_16_24_claw,tot_16_24_swks,tot_16_24_maopdv,tot_16_24_lab,tot_16_24_idns,tot_16_24_tot,tot_25_34_mng,tot_25_34_pro,tot_25_34_tectw,tot_25_34_copsw,tot_25_34_claw,tot_25_34_swks,tot_25_34_maopdv,tot_25_34_lab,tot_25_34_idns,tot_25_34_tot,tot_35_39_mng,tot_35_39_pro,tot_35_39_tectw,tot_35_39_copsw,tot_35_39_claw,tot_35_39_swks,tot_35_39_maopdv,tot_35_39_lab,tot_35_39_idns,tot_35_39_tot,tot_40_mng,tot_40_pro,tot_40_tectw,tot_40_copsw,tot_40_claw,tot_40_swks,tot_40_maopdv,tot_40_lab,tot_40_idns,tot_40_tot,tot_41_48_mng,tot_41_48_pro,tot_41_48_tectw,tot_41_48_copsw,tot_41_48_claw,tot_41_48_swks,tot_41_48_maopdv,tot_41_48_lab,tot_41_48_idns,tot_41_48_tot,tot_49mo_mng,tot_49mo_pro,tot_49mo_tectw,tot_49mo_copsw,tot_49mo_claw,tot_49mo_swks,tot_49mo_maopdv,tot_49mo_lab,tot_49mo_idns,tot_49mo_tot,tot_ns_mng,tot_ns_pro,tot_ns_tectw,tot_ns_copsw,tot_ns_claw,tot_ns_swks,tot_ns_maopdv,tot_ns_lab,tot_ns_idns,tot_ns_tot,tot_tot_mng,tot_tot_pro,tot_tot_tectw,tot_tot_copsw,tot_tot_claw,tot_tot_swks,tot_tot_maopdv,tot_tot_lab,tot_tot_inad_des_tot,tot_tot_tot,lga_name16
20570,0,0,0,0,0,5,0,0,0,3,0,0,3,3,3,3,0,3,0,16,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,9,0,3,0,0,0,0,12,0,0,5,0,3,0,0,0,0,16,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,10,22,6,11,12,0,7,3,72,7,7,4,52,3,65,0,35,3,178,28,77,57,572,73,1065,15,438,20,2343,13,32,23,146,39,168,17,78,4,515,9,16,21,57,25,50,7,21,3,202,7,17,106,26,23,14,0,5,0,202,4,8,105,9,9,5,3,0,0,142,4,8,36,7,7,3,0,9,0,68,0,9,17,6,3,4,0,5,3,50,0,0,15,32,8,33,0,10,26,124,73,173,380,910,180,1412,41,600,58,3823,Ballarat (C)
20660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,5,0,3,0,20,3,7,6,21,9,33,0,13,3,100,27,94,45,538,141,1024,23,327,12,2230,14,22,37,142,43,168,14,87,3,525,12,18,22,47,21,42,0,20,0,185,7,10,61,22,5,7,0,5,3,135,8,23,93,13,4,4,0,3,0,142,0,11,25,3,5,3,0,0,0,47,0,4,15,3,0,3,3,3,0,29,0,0,10,14,3,19,0,7,19,74,67,192,303,808,231,1304,50,464,39,3462,Banyule (C)
20740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,3,0,4,0,3,0,17,0,0,0,11,0,25,3,8,0,51,6,5,12,90,10,212,0,86,0,430,0,0,3,13,3,22,0,11,0,55,0,0,9,7,0,3,0,3,0,23,0,0,22,4,0,3,0,0,0,37,0,5,26,4,0,0,0,0,0,34,0,0,9,0,0,0,0,3,0,16,0,0,6,0,0,0,0,4,0,7,0,0,8,3,0,7,0,0,7,23,10,9,98,136,13,275,8,124,7,682,Bass Coast (S)
20830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,3,3,0,3,3,21,0,0,0,12,0,10,0,6,0,33,13,15,21,150,25,272,6,241,4,745,3,4,8,33,13,49,0,34,0,142,0,4,5,22,0,15,0,12,0,53,3,3,47,11,10,3,0,7,0,84,6,3,42,8,3,0,0,3,0,60,0,0,12,3,0,0,0,0,0,16,6,3,6,0,0,0,0,0,0,15,3,0,0,3,0,5,0,8,10,41,29,27,148,240,51,349,10,319,17,1197,Baw Baw (S)
20910,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,6,0,0,0,30,3,4,4,39,0,32,3,9,0,101,21,92,35,704,132,577,24,200,11,1789,11,26,38,177,52,123,11,82,4,531,10,8,13,73,17,37,0,9,0,168,3,7,42,21,11,9,0,4,0,107,0,13,47,17,5,0,0,0,0,84,0,3,20,8,3,3,3,0,0,40,0,0,4,5,0,0,0,0,0,17,4,0,0,14,0,15,0,3,13,55,57,146,202,1056,232,802,45,323,32,2888,Bayside (C)
21010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,12,0,0,0,4,0,7,0,3,0,18,3,0,12,28,0,70,0,46,0,157,0,0,0,3,0,4,0,9,0,18,0,0,0,4,0,0,0,0,0,13,0,0,16,3,0,0,0,3,0,23,0,0,12,0,0,0,0,0,0,15,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,8,7,3,41,53,4,89,0,56,3,268,Benalla (RC)
21110,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,3,5,6,0,5,3,0,0,27,0,12,4,68,27,68,4,23,3,204,51,315,94,1278,318,1218,53,429,20,3770,23,86,67,378,156,308,29,164,14,1223,21,30,22,118,47,94,4,27,3,361,12,35,53,28,31,24,0,8,4,197,11,53,65,15,19,23,3,3,0,191,8,14,36,16,7,12,0,0,0,98,3,10,19,10,7,0,0,3,0,51,3,10,10,34,12,30,3,12,44,153,139,556,362,1939,621,1777,92,670,90,6249,Boroondara (C)
21180,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,7,0,9,0,23,0,0,0,0,0,5,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,10,0,3,0,0,0,0,16,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,0,3,11,7,11,17,3,14,4,71,0,0,4,25,13,62,4,21,3,144,41,126,46,381,115,1322,56,485,21,2593,31,33,48,118,82,292,99,219,9,926,23,12,22,53,28,83,12,44,5,272,9,17,104,25,20,20,13,8,5,214,10,14,151,8,13,11,4,4,4,229,8,6,42,4,3,9,0,3,0,72,3,6,32,10,5,7,4,4,0,68,3,4,8,10,5,42,4,16,47,145,126,220,465,633,280,1853,193,803,95,4669,Brimbank (C)
21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,16,3,25,0,47,0,89,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,18,3,31,0,53,0,119,Buloke (S)
21370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,3,0,4,0,23,0,0,0,9,0,27,3,9,0,55,9,12,14,90,17,284,7,143,4,572,0,0,6,19,4,25,0,17,0,71,3,7,7,14,3,16,0,3,0,49,5,7,60,11,3,3,0,4,3,96,3,8,33,3,3,0,0,3,0,57,3,4,12,0,0,0,0,3,0,28,3,0,8,0,0,0,0,3,0,16,0,0,3,4,0,12,0,10,3,33,22,38,145,150,35,366,11,199,13,969,Campaspe (S)
21450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,3,4,8,0,7,5,36,0,3,3,13,3,25,3,26,0,74,16,17,29,233,60,677,45,365,5,1448,9,13,22,71,10,128,5,64,3,333,3,6,9,34,4,34,4,11,0,107,6,8,65,21,11,7,0,4,0,127,4,3,92,4,8,7,0,0,0,114,4,0,33,3,0,3,0,3,0,43,3,0,18,6,0,7,3,5,0,40,0,0,3,12,0,16,0,6,14,46,42,57,267,396,100,899,58,482,23,2337,Cardinia (S)
21610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,7,0,0,7,16,4,3,6,3,3,27,0,7,6,55,3,7,14,35,13,110,0,40,0,220,41,106,82,703,161,2267,56,831,32,4282,30,30,54,221,52,471,42,206,9,1113,23,15,35,116,27,141,6,45,3,408,18,17,139,53,21,48,3,10,0,320,11,17,145,19,6,15,0,3,0,211,3,5,61,10,3,10,0,0,0,101,7,0,26,12,5,4,0,0,3,64,4,0,8,18,5,41,0,13,39,135,136,202,572,1198,297,3105,115,1155,78,6854,Casey (C)
21670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,11,0,0,0,9,0,0,4,24,5,86,0,35,0,162,0,0,3,7,0,11,0,10,0,29,0,0,0,4,0,0,0,3,0,4,0,0,6,0,0,3,0,0,0,14,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,5,3,0,7,0,3,0,10,0,8,27,39,6,119,0,49,3,248,Central Goldfields (S)
21750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,11,0,0,3,8,0,13,0,6,0,26,9,0,18,59,9,162,0,98,5,360,3,0,3,16,0,9,0,13,0,48,3,0,7,3,0,0,0,3,0,15,0,6,24,9,3,0,0,5,0,47,4,0,14,0,3,0,0,0,0,24,0,0,11,0,0,0,0,0,0,13,0,0,3,0,0,0,5,0,0,7,0,0,4,0,0,0,0,0,3,14,20,7,91,95,19,193,7,129,9,563,Colac-Otway (S)
21830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,12,0,10,0,14,0,28,15,0,8,41,7,103,9,79,0,260,0,0,3,13,0,8,0,9,0,35,0,3,0,5,3,3,0,6,0,17,0,0,4,4,0,0,0,0,0,11,0,0,24,3,0,0,0,3,0,32,0,0,7,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,0,4,3,0,3,0,0,7,0,11,6,24,19,3,49,79,11,130,7,124,4,429,Corangamite (S)
21890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,6,3,3,15,0,9,3,32,3,3,8,29,16,60,8,15,0,139,19,135,48,467,141,1221,41,350,14,2444,18,29,44,163,54,300,44,172,5,823,13,14,17,53,26,83,8,23,0,246,8,11,64,27,17,17,4,5,0,148,3,6,74,14,11,7,0,9,0,126,4,3,32,3,5,5,3,0,0,54,0,3,10,5,0,0,0,0,0,30,3,3,10,27,7,30,3,11,30,121,74,211,301,777,278,1727,105,584,57,4120,Darebin (C)
22110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,4,0,0,3,0,0,0,8,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,6,0,4,0,0,0,27,0,0,5,5,0,22,0,10,0,47,4,4,10,82,8,239,8,122,9,480,0,0,5,13,3,24,0,8,0,63,0,0,9,25,0,9,0,3,0,42,6,3,37,6,9,9,0,0,0,66,3,0,26,8,5,3,0,5,0,41,0,3,17,0,3,4,0,0,0,21,0,0,3,4,0,3,0,0,0,8,0,0,7,3,3,7,0,3,14,34,15,19,104,145,22,315,9,161,19,812,East Gippsland (S)
22170,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,14,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,3,7,7,3,13,0,14,4,41,3,0,5,22,3,50,0,22,0,107,27,38,36,416,83,1124,45,498,14,2266,20,19,26,93,33,237,16,89,4,548,10,23,11,49,15,54,3,26,0,186,7,12,88,31,11,12,0,10,0,184,6,11,112,13,8,9,0,5,0,161,0,5,35,5,3,4,0,4,0,53,3,5,21,5,0,8,0,0,0,43,3,0,10,13,7,29,0,10,27,101,74,109,345,641,164,1523,69,668,54,3647,Frankston (C)
22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,3,0,0,0,10,4,0,0,24,0,51,0,30,0,119,0,0,3,0,3,3,0,4,0,13,0,0,0,3,0,0,0,0,0,5,0,0,8,0,4,0,0,0,0,16,0,0,5,0,3,0,0,0,0,16,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,5,7,28,30,11,62,0,44,3,185,Gannawarra (S)
22830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,3,12,5,4,3,0,9,0,39,0,0,3,18,10,43,4,12,3,91,7,15,15,142,50,584,6,245,8,1080,3,14,8,23,11,45,0,34,3,141,3,12,4,27,3,25,0,7,3,88,5,21,73,23,11,4,0,3,0,151,3,12,82,14,11,0,0,0,0,122,4,4,30,4,3,3,0,4,0,44,4,4,12,3,0,0,0,0,0,26,3,0,3,6,0,23,3,9,25,67,32,82,229,262,106,733,16,316,41,1814,Greater Shepparton (C)
22910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,6,0,3,0,19,0,0,0,50,4,44,0,37,0,140,0,0,3,13,3,5,0,3,0,27,0,0,7,12,0,0,0,0,0,14,0,0,10,0,0,0,0,0,0,9,0,0,12,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,3,34,91,10,63,0,42,0,248,Hepburn (S)
22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,3,4,0,25,0,18,0,44,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,12,3,27,0,27,0,86,Hindmarsh (S)
23110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,7,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,5,0,20,0,0,4,20,3,26,3,11,0,69,10,40,25,260,74,516,21,220,3,1181,10,12,28,71,24,128,32,64,3,368,3,3,10,24,12,28,7,9,0,98,4,5,62,20,9,5,3,3,0,109,0,9,67,9,4,3,3,14,0,101,0,0,29,5,0,0,0,0,0,37,0,0,17,3,0,3,0,3,0,33,3,0,5,8,3,9,3,3,22,55,32,71,245,421,122,718,72,332,32,2043,Hobsons Bay (C)
23190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,13,0,0,0,3,0,9,0,4,0,24,4,0,8,58,3,146,3,111,0,336,0,0,5,9,3,13,0,9,0,39,3,6,3,5,0,9,0,3,0,31,0,5,15,0,9,3,0,3,0,30,0,9,25,0,0,0,0,4,0,34,0,0,11,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,5,0,0,3,4,0,6,0,4,5,19,7,23,66,81,21,189,4,140,10,538,Horsham (RC)
23270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,8,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,4,0,6,0,3,8,0,0,3,3,0,0,16,3,0,9,0,0,0,3,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,4,0,17,3,0,14,7,9,9,73,4,3,14,23,9,83,6,38,3,179,35,85,60,444,113,1461,85,621,25,2919,26,34,58,190,81,407,115,268,13,1190,15,6,30,68,34,107,24,48,4,337,13,27,139,22,29,24,18,20,6,298,22,14,167,29,26,12,13,18,6,302,7,6,55,9,16,8,3,4,0,101,6,9,27,13,7,6,3,3,0,73,7,4,21,18,10,50,6,16,53,187,127,183,570,817,307,2155,261,1041,105,5571,Hume (C)
23350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,3,8,0,15,3,0,6,52,0,75,0,37,0,176,0,0,0,0,0,6,0,6,0,18,0,0,0,3,0,0,0,5,0,11,0,0,6,0,3,0,0,0,0,17,3,0,12,0,0,0,0,0,0,17,0,3,3,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,9,5,3,32,65,9,91,3,60,3,276,Indigo (S)
23430,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,9,0,0,4,0,3,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,0,0,3,0,0,0,0,0,3,13,0,0,11,8,7,12,0,7,3,56,0,5,11,30,6,97,9,37,3,201,36,144,66,721,139,1859,86,614,22,3701,34,32,64,218,71,430,69,205,7,1130,12,12,34,54,27,121,7,40,0,303,15,21,127,27,16,18,8,9,3,250,11,10,147,12,7,4,3,8,0,201,6,12,61,5,7,6,5,3,0,96,9,3,24,3,3,8,3,4,0,49,0,3,9,19,10,37,0,13,38,133,125,239,534,1085,291,2576,191,949,72,6066,Kingston (C) (Vic.)
23670,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,11,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,9,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,12,5,0,16,3,3,4,45,3,0,12,23,6,70,14,42,0,165,43,123,65,671,118,1688,61,641,20,3431,39,37,56,175,56,339,44,189,4,945,17,3,24,85,21,82,10,23,0,271,8,22,123,30,12,26,9,10,3,250,10,20,157,10,13,5,3,8,0,227,0,5,56,8,10,3,0,4,0,83,3,7,22,3,0,7,0,0,0,42,0,0,14,12,5,35,3,12,32,115,131,220,527,1022,241,2255,146,934,62,5523,Knox (C)
