yr,est_p_inc_emply_inc_num,est_p_inc_emply_inc_med_age_yrs,est_p_inc_tot_emply_inc_aud,est_p_inc_med_emply_inc_aud,est_p_inc_avg_emply_inc_aud,est_p_inc_emply_inc_mn_src_inc_pr100,est_p_inc_own_unincorportd_bsns_inc_num,est_p_inc_own_unincorportd_bsns_inc_med_age_yrs,est_p_inc_tot_own_unincorportd_bsns_inc_aud,est_p_inc_med_own_unincorportd_bsns_inc_aud,est_p_inc_avg_own_unincorportd_bsns_inc_aud,est_p_inc_own_unincorportd_bsns_inc_mn_src_inc_pr100,est_p_inc_investment_inc_num,est_p_inc_investment_inc_med_age_yrs,est_p_inc_tot_investment_inc_aud,est_p_inc_med_investment_inc_aud,est_p_inc_avg_investment_inc_aud,est_p_inc_investment_inc_mn_src_inc_pr100,est_p_inc_super_annuity_inc_num,est_p_inc_super_annuity_inc_med_age_yrs,est_p_inc_tot_super_annuity_inc_aud,est_p_inc_med_super_annuity_inc_aud,est_p_inc_avg_super_annuity_inc_aud,est_p_inc_super_annuity_inc_mn_src_inc_pr100,est_p_inc_tot_inc_excl_gov_pnsn_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_med_age_yrs,est_p_inc_tot_inc_excl_gov_pnsn_aud,est_p_inc_med_tot_inc_excl_gov_pnsn_aud,est_p_inc_avg_tot_inc_excl_gov_pnsn_aud,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p20_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p20_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p10_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_gini_coefficient_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_1_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_5_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_10_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_loest_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_second_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_third_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_hi_quartile_pr100,gcg_rptd_by_taxpayers_gcg_p_num,gcg_rptd_by_taxpayers_gcg_amount_audm,gcg_rptd_by_taxpayers_gcg_med_aud,gcg_rptd_by_taxpayers_gcg_avg_aud,slct_gov_pnsn_alwn_age_pension_centrelink_num,slct_gov_pnsn_alwn_age_pension_dva_num,slct_gov_pnsn_alwn_pension_dva_num,slct_gov_pnsn_alwn_inc_supp_supplement_dva_num,slct_gov_pnsn_alwn_carer_payment_num,slct_gov_pnsn_alwn_carer_alloance_num,slct_gov_pnsn_alwn_dsblty_supp_pension_num,slct_gov_pnsn_alwn_newstart_alloance_num,slct_gov_pnsn_alwn_prnting_payment_single_num,slct_gov_pnsn_alwn_prnting_payment_prtred_num,slct_gov_pnsn_alwn_yth_alloance_full_time_studts_aprtc_num,slct_gov_pnsn_alwn_yth_alloance_oth_num,slct_gov_pnsn_alwn_fam_tax_bft_num,slct_gov_pnsn_alwn_fam_tax_bft_b_num,slct_gov_pnsn_alwn_commonwealth_rent_asst_num,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1_aud499wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud500_aud999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1000_aud1999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud2000_aud2999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud3000_plswk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_nil_inc_pr100,tot_p_inc_wk_p_ov_15_yrs_p_negative_inc_pr100,eq_t_hs_inc_fam_lone_grp_hslds_med_eq_t_hs_inc_wk_aud,lga_code18,lga_name18,ogc_fid
2013,322.0,42.0,11817813.0,26961.0,36701.0,44.8,290.0,53.0,9957812.0,24235.0,34337.0,33.0,422.0,51.0,4137335.0,1691.0,9804.0,20.7,,,,,,,530.0,49.0,25205419.0,39857.0,47557.0,8.11,1.97,0.24,0.04,0.578,6.0,20.2,33.7,32.8,23.2,21.1,23.0,62.0,2.7,1398.0,43205.0,75.0,,4.0,,,,,,,,,,66.0,52.0,,,,,,,,,,58890.0,West Arthur (S),30.0
2012,295.0,42.0,11408095.0,27433.0,38672.0,45.1,281.0,53.0,10943031.0,21612.0,38943.0,34.2,393.0,51.0,3842684.0,1984.0,9778.0,19.5,,,,,,,505.0,49.0,26072467.0,37921.0,51629.0,10.93,2.39,0.22,0.06,0.607,6.8,21.3,35.0,32.6,22.7,15.9,28.8,65.0,2.9,5730.0,44673.0,,,,,,,,,,,,,,,,,,,,,,,,58890.0,West Arthur (S),31.0
2011,292.0,42.0,10706456.0,26977.0,36666.0,47.7,287.0,51.0,5687039.0,9900.0,19815.0,29.2,384.0,51.0,3587157.0,2054.0,9342.0,21.3,,,,,,,505.0,48.0,19255670.0,29850.0,38130.0,17.37,2.41,0.14,,,6.9,23.0,40.0,38.6,22.5,18.1,20.9,77.0,2.4,5054.0,31425.0,,,,,,,,,,,,,,,,,,,,,,,586.0,58890.0,West Arthur (S),32.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47697.0,,,,5717.0,13903.0,15005.0,14513.0,6337.0,1654.0,2140.0,2770.0,32557.0,26220.0,34644.0,,,,,,,,,35010.0,Moreton Bay (R),33.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47195.0,105.0,3629.0,1303.0,5305.0,,14739.0,14240.0,6508.0,1871.0,2436.0,2803.0,33356.0,26622.0,,,,,,,,,,35010.0,Moreton Bay (R),34.0
2016,212792.0,39.0,11871597545.0,48322.0,55790.0,80.4,26353.0,46.0,521837357.0,10468.0,19802.0,6.1,147965.0,45.0,773211536.0,106.0,5226.0,10.7,9082.0,58.0,233946677.0,19813.0,25759.0,2.2,228254.0,42.0,12827130551.0,47407.0,56197.0,4.44,1.77,0.4,0.17,0.434,6.2,18.2,29.0,23.9,26.4,27.4,22.3,12283.0,325.8,2619.0,26526.0,46649.0,98.0,3901.0,1356.0,5049.0,,14976.0,14023.0,6498.0,,2735.0,2669.0,33720.0,27769.0,,29.3,25.8,22.7,4.0,1.8,7.8,0.4,834.0,35010.0,Moreton Bay (R),35.0
2015,210047.0,39.0,11465116399.0,47030.0,54584.0,80.6,25822.0,46.0,488426483.0,9965.0,18915.0,6.0,144871.0,45.0,765072010.0,126.0,5281.0,10.6,8855.0,58.0,238733163.0,19829.0,26960.0,2.1,223609.0,42.0,12391378589.0,46504.0,55415.0,4.36,1.77,0.41,0.18,0.436,6.3,18.6,29.4,24.0,26.4,27.4,22.2,12735.0,387.3,3233.0,30410.0,44583.0,99.0,4049.0,1431.0,4819.0,,15287.0,14241.0,6697.0,,2742.0,3033.0,33969.0,29578.0,,,,,,,,,,35010.0,Moreton Bay (R),36.0
2014,200910.0,39.0,10751807617.0,45872.0,53516.0,81.1,25162.0,46.0,477124275.0,10112.0,18962.0,6.0,137838.0,46.0,718553707.0,147.0,5213.0,10.2,8463.0,58.0,210659907.0,19025.0,24892.0,2.1,216295.0,42.0,11796167766.0,45503.0,54537.0,4.39,1.78,0.4,0.18,0.43700000000000006,6.3,18.6,29.5,24.1,26.3,27.1,22.5,11764.0,253.1,2516.0,21517.0,42214.0,106.0,4224.0,1478.0,4545.0,,15383.0,13031.0,6642.0,,2755.0,2935.0,34189.0,29561.0,,,,,,,,,,35010.0,Moreton Bay (R),37.0
2013,195882.0,39.0,10192420212.0,44736.0,52033.0,81.1,24982.0,46.0,457092821.0,9977.0,18297.0,6.0,134516.0,46.0,649009010.0,167.0,4825.0,10.1,8277.0,58.0,199756672.0,18312.0,24134.0,2.0,211676.0,42.0,11212616739.0,44287.0,52971.0,4.36,1.78,0.41,0.18,0.434,6.2,18.4,29.2,23.9,26.7,27.2,22.3,10306.0,191.0,1382.0,18532.0,40434.0,104.0,4318.0,1541.0,3900.0,,14789.0,11975.0,6281.0,,2479.0,2885.0,34310.0,29178.0,,,,,,,,,,35010.0,Moreton Bay (R),38.0
2012,189842.0,39.0,9528617808.0,43389.0,50192.0,81.1,25461.0,46.0,472457731.0,9877.0,18556.0,6.2,132875.0,45.0,604041738.0,191.0,4546.0,10.0,8027.0,58.0,183684308.0,18121.0,22883.0,2.0,208725.0,42.0,10579392341.0,42631.0,50686.0,4.58,1.78,0.39,0.17,0.436,6.3,18.4,29.2,24.1,26.3,27.1,22.4,8504.0,178.7,1554.0,21008.0,,,,,,,,,,,,,,,,,,,,,,,,35010.0,Moreton Bay (R),39.0
2011,183171.0,39.0,8650971586.0,41543.0,47229.0,80.7,25780.0,46.0,454997940.0,9266.0,17649.0,6.5,127009.0,45.0,559818462.0,205.0,4408.0,10.2,7868.0,58.0,169937278.0,17726.0,21599.0,2.0,204457.0,41.0,9671744359.0,40346.0,47305.0,4.74,1.77,0.37,0.16,0.43799999999999994,6.3,18.2,28.9,24.4,26.1,27.4,22.1,10618.0,235.8,1936.0,22207.0,,,,,,,,,,,,,,,,,,,,,,,747.0,35010.0,Moreton Bay (R),40.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,10.0,17.0,31.0,26.0,7.0,,,,52.0,38.0,15.0,,,,,,,,,33100.0,Etheridge (S),41.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,11.0,,27.0,26.0,8.0,,,,57.0,40.0,,,,,,,,,,33100.0,Etheridge (S),42.0
2016,261.0,38.0,11086262.0,33800.0,42476.0,50.5,228.0,49.0,-6206936.0,12180.0,-27223.0,33.9,279.0,49.0,1098735.0,382.0,3938.0,12.9,,,,,,,409.0,47.0,5780810.0,32184.0,14134.0,11.04,2.27,0.21,,,,73.7,109.0,38.0,24.4,20.0,17.6,36.0,0.3,3763.0,9390.0,89.0,,,,12.0,,31.0,30.0,,,,,60.0,46.0,,34.7,24.4,14.3,2.6,3.4,5.1,3.1,628.0,33100.0,Etheridge (S),43.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,17.0,63.0,13.0,7.0,,,53.0,51.0,,,,,,,,,,59250.0,Wiluna (S),945.0
2014,323.0,35.0,12788287.0,31626.0,39592.0,59.5,242.0,49.0,-7958411.0,4759.0,-32886.0,22.7,311.0,47.0,1694323.0,313.0,5448.0,15.4,,,,,,,460.0,45.0,5969215.0,26952.0,12977.0,10.12,2.42,0.24,,,,46.6,75.9,42.0,27.3,16.9,13.9,26.0,3.3,2808.0,127059.0,77.0,,,,,,36.0,26.0,,,,,62.0,55.0,,,,,,,,,,33100.0,Etheridge (S),45.0
2013,312.0,37.0,11953878.0,30898.0,38314.0,57.5,250.0,49.0,-3992707.0,6616.0,-15971.0,23.9,316.0,47.0,1780187.0,285.0,5634.0,15.9,,,,,,,463.0,45.0,7604026.0,28085.0,16423.0,17.62,2.24,0.13,,,,41.0,64.7,43.1,23.5,19.0,14.4,22.0,1.3,1746.0,58386.0,79.0,,,,,,31.0,28.0,,,,,61.0,49.0,,,,,,,,,,33100.0,Etheridge (S),46.0
2012,313.0,37.0,11415680.0,30130.0,36472.0,60.6,243.0,47.0,77459.0,8531.0,319.0,25.4,328.0,46.0,2263580.0,396.0,6901.0,11.8,,,,,,,463.0,43.0,13896066.0,27630.0,30013.0,8.12,2.18,0.27,0.03,,,29.3,45.8,38.3,28.6,17.8,15.3,25.0,3.6,5778.0,145265.0,,,,,,,,,,,,,,,,,,,,,,,,33100.0,Etheridge (S),47.0
2011,318.0,36.0,11087124.0,29891.0,34865.0,57.8,255.0,47.0,3173384.0,8868.0,12445.0,26.8,299.0,46.0,2065580.0,522.0,6908.0,13.5,,,,,,,467.0,43.0,16103329.0,27195.0,34483.0,9.85,2.09,0.21,,,,27.1,40.8,37.0,28.9,18.8,15.2,20.0,0.1,719.0,4635.0,,,,,,,,,,,,,,,,,,,,,,,533.0,33100.0,Etheridge (S),48.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,7.0,18.0,27.0,15.0,,,,,36.0,31.0,25.0,,,,,,,,,58540.0,Victoria Plains (S),49.0
2016,368.0,36.0,13310468.0,31687.0,36170.0,91.3,29.0,42.0,422002.0,8767.0,14552.0,5.2,134.0,38.0,-39906.0,6.0,-298.0,1.5,,,,,,,347.0,38.0,13479713.0,33227.0,38846.0,5.05,1.75,0.35,0.21,0.425,,16.5,28.0,33.7,38.7,17.7,9.9,,,,,184.0,,5.0,,40.0,,61.0,468.0,224.0,,,98.0,692.0,619.0,,46.3,22.5,7.0,0.9,0.5,7.3,0.6,454.0,36960.0,Torres Strait Island (R),75.0
2015,593.0,37.0,23517102.0,36324.0,39658.0,91.3,43.0,43.0,845764.0,9099.0,19669.0,5.8,,,,,,,,,,,,,576.0,39.0,23869538.0,37233.0,41440.0,3.97,1.72,0.43,0.21,0.395,3.7,15.1,26.2,27.6,40.3,20.4,11.7,,,,,181.0,,7.0,,45.0,,64.0,510.0,214.0,,,101.0,655.0,588.0,,,,,,,,,,36960.0,Torres Strait Island (R),76.0
2014,585.0,37.0,21223202.0,31654.0,36279.0,92.1,53.0,42.0,509299.0,6130.0,9609.0,5.4,166.0,39.0,-105051.0,5.0,-633.0,1.1,,,,,,,553.0,39.0,20690865.0,34115.0,37416.0,4.62,1.64,0.36,0.19,0.415,3.9,15.9,27.2,31.9,39.8,19.1,9.2,,,,,181.0,,6.0,,41.0,,66.0,351.0,189.0,,,84.0,628.0,553.0,,,,,,,,,,36960.0,Torres Strait Island (R),77.0
2013,619.0,37.0,21278546.0,29489.0,34376.0,91.4,48.0,44.0,650789.0,7575.0,13558.0,6.6,163.0,41.0,-34458.0,6.0,-211.0,0.9,,,,,,,558.0,39.0,21154932.0,33042.0,37912.0,3.38,1.58,0.47,0.26,0.391,4.4,16.3,27.4,28.1,45.9,15.9,10.0,,,,,179.0,,,,42.0,,71.0,306.0,195.0,,,78.0,669.0,571.0,,,,,,,,,,36960.0,Torres Strait Island (R),78.0
2012,658.0,36.0,20150156.0,26089.0,30623.0,89.2,63.0,41.0,784548.0,5860.0,12453.0,7.2,179.0,40.0,-51831.0,9.0,-290.0,1.6,,,,,,,612.0,38.0,20603919.0,28285.0,33667.0,4.68,1.81,0.39,0.17,0.43700000000000006,5.5,17.6,29.5,34.9,40.6,14.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,36960.0,Torres Strait Island (R),79.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,24.0,8.0,,,,,47.0,30.0,,,,,,,,,,58540.0,Victoria Plains (S),50.0
2011,660.0,36.0,16141840.0,17332.0,24457.0,91.4,61.0,40.0,860211.0,6112.0,14102.0,7.2,108.0,40.0,-91608.0,11.0,-848.0,0.5,,,,,,,578.0,38.0,16652927.0,20668.0,28811.0,4.94,2.08,0.42,0.19,0.473,5.1,20.0,32.9,42.9,36.9,11.7,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,36960.0,Torres Strait Island (R),80.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2582.0,,,,232.0,469.0,587.0,497.0,73.0,21.0,16.0,27.0,553.0,388.0,633.0,,,,,,,,,48830.0,Yorke Peninsula (DC),81.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2580.0,,162.0,50.0,221.0,,587.0,486.0,87.0,32.0,17.0,33.0,609.0,442.0,,,,,,,,,,48830.0,Yorke Peninsula (DC),82.0
2016,3503.0,46.0,147971789.0,35279.0,42241.0,54.2,1775.0,55.0,48991920.0,14325.0,27601.0,19.7,4093.0,55.0,40171358.0,772.0,9815.0,21.8,300.0,60.0,7782268.0,18402.0,25941.0,3.8,5167.0,53.0,238664353.0,35788.0,46190.0,8.0,2.11,0.26,0.07,0.542,6.4,21.4,34.2,35.2,27.0,20.0,17.7,452.0,7.6,1460.0,16894.0,2587.0,,171.0,55.0,211.0,,607.0,504.0,77.0,,28.0,44.0,630.0,471.0,,42.0,24.9,15.5,2.0,1.2,5.5,0.6,583.0,48830.0,Yorke Peninsula (DC),83.0
2015,3811.0,45.0,156600281.0,32821.0,41092.0,54.4,1911.0,54.0,68253981.0,17480.0,35716.0,21.2,4356.0,54.0,49154285.0,887.0,11284.0,20.4,286.0,61.0,9084795.0,21951.0,31765.0,3.3,5497.0,52.0,278216260.0,36935.0,50612.0,6.71,2.09,0.31,0.1,0.535,8.5,23.8,36.2,33.5,26.5,20.9,19.1,483.0,18.7,2541.0,38721.0,2566.0,,177.0,57.0,194.0,,650.0,503.0,71.0,,,45.0,663.0,511.0,,,,,,,,,,48830.0,Yorke Peninsula (DC),84.0
2014,3746.0,46.0,147757965.0,32323.0,39444.0,54.8,1866.0,54.0,64210167.0,17050.0,34411.0,19.9,4291.0,54.0,40757607.0,970.0,9498.0,21.5,275.0,60.0,6793091.0,18038.0,24702.0,3.2,5428.0,52.0,255433505.0,36252.0,47058.0,7.03,2.05,0.29,0.09,0.516,6.5,21.2,33.8,33.4,27.3,20.6,18.7,462.0,11.1,1920.0,24051.0,2470.0,,196.0,64.0,187.0,,670.0,475.0,81.0,,28.0,52.0,699.0,543.0,,,,,,,,,,48830.0,Yorke Peninsula (DC),85.0
2013,3651.0,45.0,141171617.0,32543.0,38667.0,54.0,1886.0,54.0,54067625.0,13549.0,28668.0,19.5,4293.0,54.0,39513505.0,975.0,9204.0,22.2,303.0,60.0,6743308.0,15361.0,22255.0,3.4,5399.0,51.0,238883601.0,34519.0,44246.0,7.27,2.05,0.28,0.07,0.524,6.4,20.9,33.5,34.2,27.4,20.5,17.9,843.0,27.4,7641.0,32526.0,2438.0,,208.0,68.0,180.0,,684.0,452.0,87.0,,35.0,45.0,714.0,553.0,,,,,,,,,,48830.0,Yorke Peninsula (DC),86.0
2012,3617.0,45.0,133892336.0,30837.0,37018.0,54.4,1927.0,53.0,65310787.0,16289.0,33892.0,21.3,4240.0,54.0,39830530.0,1053.0,9394.0,20.5,286.0,60.0,6034677.0,16154.0,21100.0,3.1,5432.0,51.0,243240198.0,34122.0,44779.0,7.39,2.05,0.28,0.08,0.524,7.1,21.9,34.2,33.9,25.6,21.4,19.2,506.0,15.7,4064.0,31054.0,,,,,,,,,,,,,,,,,,,,,,,,48830.0,Yorke Peninsula (DC),87.0
2013,546.0,36.0,16376143.0,20033.0,29993.0,96.7,,,,,,,128.0,36.0,-79334.0,63.0,-620.0,0.5,,,,,,,420.0,37.0,16014691.0,28778.0,38130.0,6.24,2.24,0.36,0.19,0.452,,16.2,28.3,37.0,32.7,15.2,15.2,,,,,192.0,,,,112.0,,821.0,1419.0,348.0,,,254.0,1697.0,1574.0,,,,,,,,,,71300.0,East Arnhem (R),1597.0
2016,369.0,40.0,16861566.0,36073.0,45695.0,56.9,197.0,51.0,8761406.0,25653.0,44474.0,25.0,355.0,49.0,2800708.0,598.0,7889.0,16.8,,,,,,,512.0,46.0,28041061.0,40004.0,54768.0,7.33,2.11,0.29,0.05,0.552,5.3,21.0,35.3,32.9,22.7,22.1,22.3,25.0,1.1,2118.0,43413.0,85.0,,,,5.0,,24.0,13.0,6.0,,,,57.0,46.0,,25.9,24.9,22.8,2.8,2.3,8.7,0.9,797.0,58540.0,Victoria Plains (S),51.0
2011,3644.0,44.0,124990505.0,28858.0,34300.0,53.9,1916.0,53.0,74275527.0,19183.0,38766.0,22.0,4164.0,54.0,34697447.0,1171.0,8333.0,20.4,286.0,60.0,5912594.0,16571.0,20673.0,3.1,5456.0,51.0,238638291.0,33051.0,43739.0,7.81,2.07,0.27,0.09,0.524,7.2,22.0,34.6,32.5,27.0,20.5,20.0,659.0,13.7,2837.0,20733.0,,,,,,,,,,,,,,,,,,,,,,,512.0,48830.0,Yorke Peninsula (DC),88.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3312.0,,,,337.0,772.0,1997.0,2475.0,364.0,165.0,2187.0,157.0,2292.0,1982.0,4237.0,,,,,,,,,24600.0,Melbourne (C),89.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313.0,5.0,86.0,31.0,326.0,,2017.0,2496.0,374.0,206.0,2387.0,193.0,2351.0,2073.0,,,,,,,,,,24600.0,Melbourne (C),90.0
2016,82783.0,30.0,4740734977.0,40179.0,57267.0,82.0,9348.0,37.0,332146642.0,8289.0,35531.0,5.3,56407.0,33.0,773966361.0,261.0,13721.0,11.5,1103.0,59.0,36832724.0,20674.0,33393.0,0.6,78681.0,32.0,5515073959.0,47273.0,70094.0,6.51,2.04,0.31,0.14,0.55,14.4,29.0,40.3,29.0,21.3,22.0,27.7,5258.0,601.4,3448.0,114383.0,3362.0,,97.0,32.0,338.0,,2103.0,2452.0,360.0,,2757.0,181.0,2326.0,2050.0,,19.1,16.3,21.5,6.3,4.7,18.8,0.8,970.0,24600.0,Melbourne (C),91.0
2015,77741.0,30.0,4341535615.0,39955.0,55846.0,82.2,8364.0,38.0,305030295.0,8103.0,36469.0,5.1,52027.0,33.0,692736376.0,301.0,13315.0,11.4,1160.0,59.0,36107967.0,18618.0,31128.0,0.7,72498.0,32.0,5007527761.0,47334.0,69071.0,6.21,1.99,0.32,0.15,0.5429999999999999,14.0,28.7,39.9,28.4,21.2,22.6,27.9,5033.0,612.5,4873.0,121693.0,3273.0,4.0,95.0,35.0,326.0,,2132.0,2586.0,341.0,,2835.0,222.0,2239.0,2096.0,,,,,,,,,,24600.0,Melbourne (C),92.0
2014,70726.0,30.0,3906371672.0,39170.0,55232.0,83.0,7648.0,38.0,295304495.0,8440.0,38612.0,5.1,46898.0,33.0,659706109.0,363.0,14067.0,10.7,1104.0,59.0,32597676.0,17906.0,29527.0,0.7,66318.0,31.0,4678239470.0,47829.0,70543.0,5.96,1.95,0.33,0.16,0.5479999999999999,15.6,30.1,41.0,27.4,21.0,23.1,28.6,4461.0,330.3,3426.0,74049.0,3063.0,4.0,95.0,39.0,313.0,,2096.0,2423.0,339.0,,3054.0,187.0,2200.0,2031.0,,,,,,,,,,24600.0,Melbourne (C),93.0
2013,66120.0,29.0,3519188002.0,38726.0,53224.0,82.8,7320.0,38.0,269402857.0,7957.0,36804.0,5.1,44414.0,33.0,591094576.0,396.0,13309.0,10.7,1153.0,58.0,33701974.0,16111.0,29230.0,0.7,62723.0,31.0,4236422955.0,47005.0,67542.0,5.95,1.95,0.33,0.16,0.5329999999999999,13.1,28.0,39.3,27.1,21.0,23.0,29.0,3768.0,372.4,2273.0,98829.0,3001.0,,96.0,43.0,262.0,,2118.0,2285.0,339.0,,2962.0,184.0,2169.0,2025.0,,,,,,,,,,24600.0,Melbourne (C),94.0
2012,59518.0,29.0,3133649105.0,39101.0,52650.0,82.6,6733.0,39.0,251200860.0,7555.0,37309.0,5.0,41477.0,33.0,572048718.0,477.0,13792.0,11.1,1089.0,58.0,33707258.0,16690.0,30952.0,0.7,58003.0,31.0,3862564428.0,45937.0,66592.0,6.16,1.94,0.32,0.15,0.542,13.8,28.9,40.2,26.5,20.8,23.2,29.5,3272.0,194.0,2688.0,59300.0,,,,,,,,,,,,,,,,,,,,,,,,24600.0,Melbourne (C),95.0
2015,460.0,42.0,21325551.0,37769.0,46360.0,55.1,275.0,51.0,17640232.0,32983.0,64146.0,29.4,444.0,49.0,6307053.0,1041.0,14205.0,13.8,,,,,,,633.0,46.0,44372012.0,48774.0,70098.0,6.01,2.19,0.36,0.11,0.537,8.9,24.1,37.5,25.8,21.5,23.1,29.6,52.0,3.5,1860.0,66875.0,85.0,,,,,,27.0,,,,,,60.0,49.0,,,,,,,,,,58540.0,Victoria Plains (S),52.0
2011,54825.0,29.0,2870366701.0,38689.0,52355.0,82.3,6436.0,39.0,245069602.0,7494.0,38078.0,5.1,38174.0,33.0,616444892.0,501.0,16148.0,11.3,1052.0,58.0,27152381.0,15445.0,25810.0,0.7,54361.0,31.0,3662877352.0,44649.0,67381.0,5.97,1.95,0.33,0.15,0.556,16.5,31.3,42.1,25.1,21.2,22.9,30.8,3740.0,254.4,3652.0,68011.0,,,,,,,,,,,,,,,,,,,,,,,1013.0,24600.0,Melbourne (C),96.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.0,,,,152.0,332.0,539.0,529.0,132.0,54.0,50.0,31.0,778.0,582.0,728.0,,,,,,,,,48340.0,Wattle Range (DC),97.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594.0,,62.0,37.0,147.0,,536.0,508.0,140.0,54.0,56.0,41.0,802.0,597.0,,,,,,,,,,48340.0,Wattle Range (DC),98.0
2016,5250.0,43.0,242098387.0,40300.0,46114.0,70.8,1579.0,54.0,61997006.0,14409.0,39263.0,15.1,4071.0,51.0,35673447.0,297.0,8763.0,11.7,234.0,59.0,5655352.0,16302.0,24168.0,2.0,6056.0,47.0,333132300.0,43626.0,55009.0,5.2,1.88,0.36,0.14,0.478,7.5,20.9,32.4,27.5,26.6,24.4,21.4,372.0,11.0,2313.0,29579.0,1642.0,,67.0,41.0,154.0,,545.0,524.0,130.0,,66.0,43.0,861.0,665.0,,35.5,25.6,17.8,2.9,1.5,6.3,0.6,667.0,48340.0,Wattle Range (DC),99.0
2015,5422.0,43.0,241570199.0,38260.0,44554.0,69.5,1751.0,54.0,52983192.0,13398.0,30259.0,15.0,4302.0,51.0,34787165.0,383.0,8086.0,13.3,214.0,59.0,5506120.0,16721.0,25730.0,1.7,6285.0,47.0,322108953.0,42008.0,51250.0,4.94,1.88,0.38,0.13,0.473,6.1,19.4,30.8,27.8,27.6,24.4,20.1,401.0,8.4,2897.0,20873.0,1607.0,,70.0,43.0,152.0,,561.0,497.0,129.0,,67.0,47.0,905.0,758.0,,,,,,,,,,48340.0,Wattle Range (DC),100.0
2014,5316.0,43.0,227517941.0,37801.0,42799.0,70.2,1786.0,54.0,41726472.0,8971.0,23363.0,13.8,4225.0,51.0,35742888.0,419.0,8460.0,13.7,211.0,59.0,4768755.0,13560.0,22601.0,1.7,6285.0,47.0,302302464.0,39896.0,48099.0,5.22,1.87,0.36,0.13,0.48100000000000004,6.8,19.6,31.1,29.1,28.1,24.1,18.7,389.0,8.9,2624.0,22811.0,1540.0,,77.0,48.0,145.0,,569.0,526.0,127.0,,70.0,44.0,933.0,777.0,,,,,,,,,,48340.0,Wattle Range (DC),101.0
2013,5234.0,42.0,218630078.0,36777.0,41771.0,70.3,1768.0,53.0,27913405.0,5441.0,15788.0,12.7,4295.0,50.0,31109422.0,416.0,7243.0,13.9,241.0,59.0,5782185.0,12470.0,23992.0,1.8,6306.0,46.0,277517857.0,37034.0,44009.0,5.73,1.9,0.33,0.11,0.498,6.4,19.2,30.8,31.1,27.5,23.8,17.6,437.0,5.4,1454.0,12294.0,1522.0,,77.0,52.0,138.0,,563.0,469.0,124.0,,71.0,49.0,964.0,788.0,,,,,,,,,,48340.0,Wattle Range (DC),102.0
