lga_code16,m_negnilinc_e,m_negnilinc_om_ie,m_negnilinc_om_uie,m_negnilinc_cfw,m_negnilinc_es_ns,m_negnilinc_tot,m_1_149_e,m_1_149_om_ie,m_1_149_om_uie,m_1_149_cfw,m_1_149_es_ns,m_1_149_tot,m_150_299_e,m_150_299_om_ie,m_150_299_om_uie,m_150_299_cfw,m_150_299_es_ns,m_150_299_tot,m_300_399_e,m_300_399_om_ie,m_300_399_om_uie,m_300_399_cfw,m_300_399_es_ns,m_300_399_tot,m_400_499_e,m_400_499_om_ie,m_400_499_om_uie,m_400_499_cfw,m_400_499_es_ns,m_400_499_tot,m_500_649_e,m_500_649_om_ie,m_500_649_om_uie,m_500_649_cfw,m_500_649_es_ns,m_500_649_tot,m_650_799_e,m_650_799_om_ie,m_650_799_om_uie,m_650_799_cfw,m_650_799_es_ns,m_650_799_tot,m_800_999_e,m_800_999_om_ie,m_800_999_om_uie,m_800_999_cfw,m_800_999_es_ns,m_800_999_tot,m_1000_1249_e,m_1000_1249_om_ie,m_1000_1249_om_uie,m_1000_1249_cfw,m_1000_1249_es_ns,m_1000_1249_tot,m_1250_1499_e,m_1250_1499_om_ie,m_1250_1499_om_uie,m_1250_1499_cfw,m_1250_1499_es_ns,m_1250_1499_tot,m_1500_1749_e,m_1500_1749_om_ie,m_1500_1749_om_uie,m_1500_1749_cfw,m_1500_1749_es_ns,m_1500_1749_tot,m_1750_1999_e,m_1750_1999_om_ie,m_1750_1999_om_uie,m_1750_1999_cfw,m_1750_1999_es_ns,m_1750_1999_tot,m_2000_2999_e,m_2000_2999_om_ie,m_2000_2999_om_uie,m_2000_2999_cfw,m_2000_2999_es_ns,m_2000_2999_tot,m_3000mor_e,m_3000mor_om_ie,m_3000mor_om_uie,m_3000mor_cfw,m_3000mor_es_ns,m_3000mor_tot,m_persinc_ns_e,m_persinc_ns_om_ie,m_persinc_ns_om_uie,m_persinc_ns_cfw,m_persinc_ns_es_ns,m_persinc_ns_tot,m_tot_e,m_tot_om_ie,m_tot_om_uie,m_tot_cfw,m_tot_es_ns,m_tot_tot,f_negnilinc_e,f_negnilinc_om_ie,f_negnilinc_om_uie,f_negnilinc_cfw,f_negnilinc_es_ns,f_negnilinc_tot,f_1_149_e,f_1_149_om_ie,f_1_149_om_uie,f_1_149_cfw,f_1_149_es_ns,f_1_149_tot,f_150_299_e,f_150_299_om_ie,f_150_299_om_uie,f_150_299_cfw,f_150_299_es_ns,f_150_299_tot,f_300_399_e,f_300_399_om_ie,f_300_399_om_uie,f_300_399_cfw,f_300_399_es_ns,f_300_399_tot,f_400_499_e,f_400_499_om_ie,f_400_499_om_uie,f_400_499_cfw,f_400_499_es_ns,f_400_499_tot,f_500_649_e,f_500_649_om_ie,f_500_649_om_uie,f_500_649_cfw,f_500_649_es_ns,f_500_649_tot,f_650_799_e,f_650_799_om_ie,f_650_799_om_uie,f_650_799_cfw,f_650_799_es_ns,f_650_799_tot,f_800_999_e,f_800_999_om_ie,f_800_999_om_uie,f_800_999_cfw,f_800_999_es_ns,f_800_999_tot,f_1000_1249_e,f_1000_1249_om_ie,f_1000_1249_om_uie,f_1000_1249_cfw,f_1000_1249_es_ns,f_1000_1249_tot,f_1250_1499_e,f_1250_1499_om_ie,f_1250_1499_om_uie,f_1250_1499_cfw,f_1250_1499_es_ns,f_1250_1499_tot,f_1500_1749_e,f_1500_1749_om_ie,f_1500_1749_om_uie,f_1500_1749_cfw,f_1500_1749_es_ns,f_1500_1749_tot,f_1750_1999_e,f_1750_1999_om_ie,f_1750_1999_om_uie,f_1750_1999_cfw,f_1750_1999_es_ns,f_1750_1999_tot,f_2000_2999_e,f_2000_2999_om_ie,f_2000_2999_om_uie,f_2000_2999_cfw,f_2000_2999_es_ns,f_2000_2999_tot,f_3000mor_e,f_3000mor_om_ie,f_3000mor_om_uie,f_3000mor_cfw,f_3000mor_es_ns,f_3000mor_tot,f_persinc_ns_e,f_persinc_ns_om_ie,f_persinc_ns_om_uie,f_persinc_ns_cfw,f_persinc_ns_es_ns,f_persinc_ns_tot,f_tot_e,f_tot_om_ie,f_tot_om_uie,f_tot_cfw,f_tot_es_ns,f_tot_tot,p_negnilinc_e,p_negnilinc_om_ie,p_negnilinc_om_uie,p_negnilinc_cfw,p_negnilinc_es_ns,p_negnilinc_tot,p_1_149_e,p_1_149_om_ie,lga_name16
14170,94,24,32,94,7,240,591,23,62,16,5,698,725,39,116,26,13,919,967,82,196,38,33,1317,1130,99,228,36,15,1513,1685,201,393,33,37,2351,2446,296,379,45,29,3189,3186,406,442,31,49,4120,3569,535,472,31,49,4659,2521,416,336,14,22,3317,2014,498,251,20,11,2797,1516,346,151,5,17,2036,2294,576,248,15,7,3151,929,672,196,21,6,1823,308,53,47,5,39,454,23980,4279,3555,422,346,32583,107,20,33,89,9,264,870,20,113,28,4,1041,1248,52,171,36,21,1530,1433,76,192,30,13,1748,1620,74,229,34,11,1975,2551,136,293,41,23,3046,3073,178,297,31,28,3610,3347,204,287,29,31,3896,3176,224,309,22,22,3757,2146,174,206,14,17,2552,1620,187,176,16,4,1999,1134,133,128,4,6,1417,1401,233,150,17,5,1816,427,229,125,9,3,791,296,26,35,7,23,385,24455,1974,2751,418,226,29823,196,50,63,188,8,508,1460,43,Inner West (A)
14200,4,7,13,22,3,49,78,3,6,12,3,99,60,4,32,23,3,129,76,12,42,19,3,146,95,8,41,24,9,176,200,16,60,13,6,302,372,25,51,7,3,458,549,29,47,10,10,643,389,34,43,5,3,473,159,21,32,6,5,216,123,8,20,0,3,155,93,11,11,3,0,118,94,12,21,3,0,128,28,21,21,0,0,73,37,0,5,11,13,69,2363,207,451,156,67,3247,15,0,9,30,0,45,116,3,8,17,0,148,131,3,25,15,0,172,153,12,33,18,3,223,199,7,32,22,7,266,389,16,45,9,9,459,424,24,33,4,6,491,353,11,33,7,7,419,243,13,21,5,3,289,138,7,10,3,3,161,114,9,10,3,0,128,97,6,6,3,0,115,49,5,8,3,0,71,13,7,10,0,0,27,33,0,4,5,6,59,2470,117,286,143,50,3074,18,6,18,50,3,95,194,3,Inverell (A)
14400,3,3,5,8,0,16,123,0,4,4,3,135,89,10,15,12,0,127,72,11,24,9,3,118,92,8,25,7,0,133,140,23,48,5,0,218,176,17,45,0,10,251,198,31,68,4,3,301,225,37,55,8,4,333,142,30,50,3,9,228,115,34,33,7,5,187,66,18,26,0,0,114,80,40,30,0,4,160,27,51,22,5,0,105,21,6,8,0,0,36,1578,321,453,78,37,2466,9,3,3,12,0,21,190,5,23,11,0,226,188,7,30,13,5,241,186,7,30,11,3,239,247,10,44,16,4,322,319,22,59,3,0,406,319,26,43,3,0,391,271,23,28,7,7,331,197,16,24,8,0,245,107,14,19,0,0,145,74,12,13,3,0,103,54,10,3,0,0,66,38,19,15,3,4,76,13,17,14,4,0,43,16,7,8,4,3,36,2217,199,357,96,30,2897,8,6,9,19,0,42,317,7,Kiama (A)
14500,43,25,14,46,4,127,472,15,43,18,0,552,436,22,45,17,0,522,376,54,55,21,0,506,380,51,79,13,3,528,477,108,113,23,10,723,584,135,117,27,5,874,883,202,160,19,10,1272,974,209,190,23,7,1401,724,215,111,22,6,1072,686,238,125,13,3,1066,554,191,75,10,6,835,984,336,148,21,6,1503,657,596,223,27,9,1521,105,48,28,4,21,207,8336,2447,1524,300,103,12709,51,11,19,74,4,152,900,22,106,24,4,1053,838,45,114,21,9,1033,775,48,121,21,5,966,889,61,127,20,9,1112,1240,104,146,23,11,1526,1453,100,130,14,8,1704,1634,147,161,10,12,1964,1795,141,123,19,14,2088,1183,135,93,11,3,1426,1066,106,97,13,3,1287,891,79,70,4,3,1048,998,157,102,9,8,1279,334,163,96,31,3,624,187,18,22,10,8,244,14239,1328,1526,310,109,17509,91,41,32,115,5,280,1371,38,Ku-ring-gai (A)
14550,3,0,9,20,0,34,31,0,9,8,0,47,29,0,29,20,0,80,29,4,33,15,5,90,59,13,32,7,3,120,89,6,60,13,3,172,139,3,36,7,3,189,144,10,32,5,3,197,134,13,28,6,3,186,78,7,18,4,3,113,58,9,16,0,0,84,36,3,6,0,0,46,54,10,16,0,0,73,16,13,13,0,3,46,8,0,0,9,3,18,911,105,334,113,31,1497,5,0,8,12,0,24,46,0,10,16,0,66,63,3,23,17,3,103,68,3,22,12,0,107,80,5,34,10,4,126,132,4,36,12,0,180,137,8,21,8,3,170,105,6,9,0,0,125,90,6,7,0,0,105,38,5,6,3,0,58,40,5,3,0,0,53,29,0,4,0,0,32,20,0,3,0,0,23,7,6,7,0,0,17,11,3,4,3,3,23,867,60,186,89,17,1225,15,0,10,37,0,63,72,3,Kyogle (A)
14600,3,0,10,20,3,36,6,0,3,3,0,15,13,5,10,6,0,34,23,3,13,8,7,48,28,7,18,18,0,60,67,8,26,16,0,118,100,5,27,7,0,147,131,18,40,12,6,207,113,18,31,10,9,178,63,14,15,6,0,99,61,8,13,0,6,88,36,9,8,0,0,53,48,4,20,3,0,76,16,13,17,3,0,53,10,3,9,11,3,35,711,110,263,116,35,1239,3,0,4,7,0,22,29,0,3,6,0,40,33,3,4,0,5,49,66,3,4,7,7,85,74,3,12,11,3,104,141,0,11,8,0,161,135,5,10,4,0,161,113,4,9,5,0,130,85,5,15,11,5,117,51,4,5,0,0,61,41,6,3,0,0,52,36,3,0,0,0,41,26,4,8,0,0,38,0,3,12,3,0,17,13,0,3,7,3,29,855,40,119,77,21,1112,7,0,14,29,3,55,36,0,Lachlan (A)
14650,64,17,34,66,5,185,1015,12,54,16,5,1102,732,31,118,39,12,932,773,60,137,31,18,1030,888,85,155,31,27,1179,1396,151,255,30,29,1856,2239,222,274,23,26,2785,3118,276,309,24,35,3753,3422,385,348,23,25,4201,2100,301,216,20,12,2657,1759,339,189,16,19,2322,1314,188,95,3,7,1602,1727,304,122,8,11,2166,727,331,136,9,9,1212,323,42,26,12,32,437,21597,2734,2462,354,272,27424,96,8,23,95,3,226,1570,18,106,43,13,1760,1586,53,199,60,23,1921,1780,87,216,58,31,2162,2186,77,198,25,22,2510,3495,122,252,31,33,3934,3920,166,232,20,36,4379,3602,158,197,24,23,3997,3173,126,182,11,22,3515,1722,92,97,14,8,1938,1252,99,63,9,10,1437,825,47,48,3,0,915,720,75,63,8,5,869,169,98,48,5,3,327,373,16,22,17,21,446,26481,1250,1942,416,247,30335,158,21,60,158,10,411,2586,32,Lake Macquarie (C)
14700,18,7,10,15,0,39,147,7,8,3,0,171,151,10,28,7,4,194,156,20,18,0,0,195,162,10,31,8,3,216,254,39,38,5,3,343,391,47,51,3,0,487,706,57,64,9,10,841,915,84,74,3,9,1080,725,76,40,4,0,851,592,85,48,7,5,740,502,65,36,0,0,606,1081,132,49,5,3,1275,802,244,91,7,3,1151,75,17,6,0,6,109,6668,900,596,86,52,8301,26,3,5,21,0,56,207,4,16,8,0,234,267,11,29,5,0,318,303,18,25,8,3,352,301,14,30,3,3,349,509,19,44,3,7,589,613,27,55,3,3,706,831,44,54,0,4,930,997,46,35,7,7,1091,722,40,29,5,4,803,558,42,34,9,0,647,379,38,32,3,3,449,556,40,36,9,4,645,282,83,52,7,0,426,79,7,8,3,8,102,6630,433,478,90,47,7682,44,13,13,33,0,98,354,11,Lane Cove (A)
14750,0,0,4,10,0,17,34,3,8,3,0,52,31,0,10,14,8,64,32,3,21,20,0,72,63,10,19,6,3,98,111,12,20,10,0,157,238,26,33,10,3,307,380,27,43,3,9,465,349,22,35,7,5,420,223,12,14,5,4,259,162,8,23,0,0,195,136,10,4,3,0,157,119,9,9,0,0,145,32,14,10,0,0,53,38,3,4,6,0,45,1946,171,247,100,44,2504,3,0,3,11,0,19,75,0,3,3,0,84,65,3,9,14,0,93,85,7,22,8,0,124,118,3,15,8,4,147,215,5,13,5,0,242,329,12,22,6,9,378,272,8,18,3,4,303,244,10,8,3,0,263,125,8,7,3,0,139,89,0,8,0,0,96,57,0,3,0,0,55,61,4,0,0,0,65,11,3,3,0,0,11,36,0,0,4,0,39,1777,63,137,75,21,2074,7,0,3,26,3,37,116,3,Leeton (A)
14850,25,4,21,30,0,80,261,0,32,25,5,328,224,9,56,28,7,329,223,28,105,21,13,392,347,18,103,26,12,504,618,32,139,20,17,825,989,53,147,17,15,1223,1198,83,158,18,14,1466,1106,71,120,4,7,1313,633,46,70,4,3,759,516,71,57,3,7,650,388,40,37,3,0,466,481,50,55,3,3,598,186,70,87,0,0,341,86,10,26,12,11,147,7281,579,1214,202,132,9417,23,0,8,30,0,68,408,3,29,14,10,469,404,10,63,31,3,514,465,16,87,19,4,595,665,24,96,20,10,810,1133,35,107,17,9,1311,1385,29,88,19,16,1536,1428,32,85,9,19,1573,1204,25,56,5,10,1307,742,15,33,3,0,794,582,22,22,8,3,644,375,7,14,3,0,399,355,13,19,4,0,392,73,16,26,3,3,118,104,0,14,13,11,145,9356,255,757,198,110,10672,52,4,33,61,0,145,673,3,Lismore (C)
14870,4,0,6,12,0,29,80,0,5,4,0,93,62,4,13,12,0,96,79,9,21,7,3,118,99,13,28,13,3,159,151,11,36,14,4,209,264,15,32,9,3,326,366,21,42,6,4,441,397,27,49,8,4,472,333,30,32,3,3,397,313,20,13,0,0,341,296,10,11,0,3,318,605,26,5,5,3,646,228,25,17,0,0,271,57,8,5,0,9,71,3328,215,309,89,42,3987,9,5,3,21,0,36,128,4,18,10,3,165,185,8,23,7,3,230,215,8,25,8,3,259,246,13,18,9,4,294,397,15,35,7,7,455,387,24,27,6,4,445,407,13,21,5,6,453,331,16,12,3,3,370,234,11,9,3,0,253,158,5,11,3,3,181,118,3,3,0,0,127,92,4,6,0,0,106,22,4,3,4,0,35,34,0,3,3,4,44,2968,132,221,92,45,3452,16,7,10,33,0,69,212,4,Lithgow (C)
14900,126,21,27,73,6,262,667,18,28,23,16,748,847,47,92,30,22,1041,916,79,133,30,29,1178,1068,120,194,38,38,1459,1648,235,270,39,49,2238,2748,354,293,26,49,3472,4240,444,306,30,67,5085,4514,552,300,22,51,5440,3401,375,176,18,30,3999,2759,337,130,11,21,3257,2013,182,81,3,12,2297,2654,315,90,3,21,3086,990,369,117,12,14,1501,456,53,37,19,43,607,29057,3502,2266,368,467,35663,137,11,18,91,5,268,1073,15,69,37,16,1212,1505,43,128,47,19,1741,1517,74,143,45,23,1804,1733,78,159,40,32,2039,3037,152,199,36,44,3471,3839,120,189,26,34,4212,4126,134,158,22,34,4475,3963,146,107,14,28,4255,2670,111,68,7,18,2871,2025,84,52,10,8,2173,1375,51,12,7,5,1454,1217,66,33,0,9,1322,314,83,29,7,0,434,426,16,19,10,20,501,28952,1189,1383,382,306,32221,270,25,48,168,16,521,1745,34,Liverpool (C)
14920,3,0,10,13,0,30,19,0,3,3,0,33,15,3,6,7,0,37,26,3,15,11,0,61,25,3,11,0,3,41,51,12,28,11,0,102,105,9,31,9,3,156,159,12,34,13,0,222,177,9,31,3,3,232,83,16,24,0,0,128,106,5,18,0,3,135,81,4,9,0,0,91,99,12,12,3,3,119,37,19,10,4,3,71,18,0,6,8,4,33,1006,111,261,90,28,1494,4,3,0,9,3,26,32,0,9,7,3,45,50,0,11,4,0,59,73,3,12,9,3,99,77,3,16,5,5,100,132,10,30,4,3,174,148,8,15,4,0,168,122,6,22,6,3,149,86,5,6,5,0,107,48,4,7,0,0,67,28,0,9,0,0,38,25,0,4,0,0,36,24,0,7,4,0,35,5,3,4,3,0,22,19,0,4,4,4,30,871,40,151,71,25,1163,8,6,8,28,3,53,51,0,Liverpool Plains (A)
14950,0,0,0,3,0,9,0,0,0,3,0,3,6,0,11,7,0,25,7,0,3,5,0,20,14,3,10,3,0,31,16,8,12,10,0,47,21,6,24,4,0,59,36,3,18,7,0,69,45,8,13,4,0,68,16,3,10,4,0,41,11,5,13,3,0,32,8,0,5,3,0,25,10,6,4,0,0,17,0,3,7,3,0,12,3,0,5,0,0,8,200,47,150,65,8,468,3,0,0,4,0,5,11,0,0,7,0,13,14,0,6,0,0,25,25,0,0,9,0,36,27,0,0,5,0,33,37,0,10,3,0,55,43,0,12,7,0,69,42,0,10,3,0,53,31,0,11,3,0,45,5,0,0,0,0,12,13,0,3,0,0,23,8,0,4,0,0,15,11,0,0,0,0,15,0,0,0,0,0,3,3,0,3,0,3,7,277,13,65,41,11,411,3,0,0,9,0,14,11,0,Lockhart (A)
15050,24,4,8,36,0,76,455,5,16,9,7,486,307,11,42,13,3,377,305,24,38,10,9,382,365,28,51,8,5,460,575,61,86,10,3,738,975,88,82,8,13,1166,1491,102,130,12,17,1759,1598,163,85,9,15,1872,1154,109,87,0,4,1360,936,129,42,4,5,1116,719,76,37,3,7,842,981,117,46,5,3,1159,382,139,52,4,4,581,156,21,14,8,3,200,10424,1067,818,142,103,12553,47,3,9,59,0,117,703,9,49,19,6,793,708,17,94,23,8,856,861,20,73,18,18,994,918,26,78,26,12,1063,1551,53,112,10,11,1734,1806,53,94,11,10,1982,1772,56,84,9,10,1932,1469,61,60,7,14,1617,907,40,47,4,6,999,689,46,23,3,8,759,474,21,14,4,0,509,418,42,20,5,5,487,98,39,18,3,3,157,172,9,7,8,0,198,12599,486,782,216,118,14199,75,8,19,95,3,196,1156,12,Maitland (C)
15240,37,6,22,60,6,130,425,12,37,21,13,501,265,22,108,66,8,476,357,41,159,57,33,641,450,39,184,37,27,738,919,102,263,37,27,1352,1385,127,245,26,40,1810,1587,133,241,19,24,2008,1315,143,183,24,28,1692,773,89,145,9,13,1024,534,85,88,13,4,731,463,39,57,3,8,574,486,92,68,8,7,664,145,112,73,3,11,339,160,24,36,15,26,262,9290,1065,1903,410,272,12939,52,0,18,78,7,161,592,4,53,36,24,706,573,23,129,78,22,815,793,45,130,66,34,1066,1130,52,152,50,27,1405,1747,69,174,34,32,2052,1869,78,125,18,29,2115,1633,55,122,12,21,1853,1141,52,69,11,15,1286,699,41,52,9,10,807,497,34,29,4,5,568,376,19,15,7,5,420,262,26,28,4,0,325,67,32,21,5,4,133,184,11,29,10,8,245,11606,546,1143,427,235,13955,91,5,46,140,14,294,1016,17,Mid-Coast (A)
15270,13,0,20,38,0,66,98,0,11,15,4,124,73,5,41,19,0,139,90,16,36,21,7,171,127,11,39,18,4,202,208,22,70,23,10,334,345,25,60,14,3,451,421,43,69,10,10,545,453,62,69,9,13,597,314,36,48,5,5,406,315,32,27,3,0,378,319,22,20,3,0,372,800,49,23,7,10,882,332,46,23,6,3,415,80,0,13,8,10,104,3980,371,555,207,86,5191,16,0,12,31,5,64,177,0,22,19,3,215,197,11,47,28,3,288,262,14,43,24,11,353,325,16,45,17,9,407,495,14,73,14,6,608,562,27,46,10,3,645,419,22,36,7,3,491,319,29,34,5,4,390,199,12,16,3,0,239,168,15,9,0,4,198,130,13,0,0,0,142,114,18,18,3,4,154,29,15,9,3,0,53,52,0,12,7,9,84,3460,216,414,172,74,4336,33,3,32,63,8,134,270,0,Mid-Western Regional (A)
15300,4,3,13,26,3,45,42,0,4,4,0,55,36,3,13,5,3,52,51,8,9,10,0,85,68,9,19,5,3,103,130,9,35,13,10,195,229,24,45,5,4,307,335,26,58,6,8,438,416,40,53,6,3,513,260,28,37,4,4,336,197,32,46,0,6,277,108,15,21,3,4,149,132,26,23,4,4,183,45,55,46,6,0,153,57,10,12,8,12,91,2099,289,428,108,66,2991,16,0,9,27,0,50,51,0,12,5,0,72,89,4,11,13,0,114,115,6,10,10,0,142,132,15,21,6,3,176,264,6,21,10,3,306,313,21,26,5,3,371,293,20,32,13,3,356,258,13,26,3,3,301,188,7,9,6,3,217,124,15,20,0,0,164,92,3,9,3,0,116,78,10,14,5,3,102,17,9,22,8,0,53,47,8,8,4,3,74,2080,137,240,113,34,2613,19,4,20,51,3,99,97,3,Moree Plains (A)
15350,11,6,6,7,0,37,103,3,14,8,0,125,113,9,15,9,0,137,96,16,17,0,3,133,140,18,22,6,0,193,173,19,35,4,4,238,242,40,40,3,4,323,315,56,46,10,10,431,354,66,66,10,3,494,231,84,61,4,10,389,218,76,49,6,0,350,175,69,40,5,0,290,242,117,57,5,6,423,135,257,74,24,0,489,30,21,10,0,6,62,2568,851,544,110,45,4112,21,4,4,22,0,50,156,5,25,9,0,197,236,15,31,4,3,289,223,16,40,3,0,278,259,11,38,3,3,316,332,22,42,6,6,409,377,27,42,6,0,456,447,47,44,0,0,539,469,46,45,8,0,578,303,40,39,8,3,388,249,42,35,4,0,340,152,36,16,3,0,207,200,47,33,11,0,294,70,89,41,17,0,216,42,9,8,0,3,69,3535,469,487,100,28,4626,38,12,13,29,0,87,254,10,Mosman (A)
15520,4,3,16,26,0,43,51,6,8,21,5,89,43,6,22,13,3,93,55,8,23,21,3,105,70,12,18,23,8,130,136,33,43,26,3,237,207,41,35,13,8,307,307,37,41,10,5,407,278,30,48,16,0,373,137,24,48,3,4,217,80,20,19,0,0,129,49,21,15,4,4,97,60,12,12,3,0,83,14,12,10,3,0,40,31,3,15,11,8,65,1513,281,370,187,52,2407,6,0,3,31,0,46,90,4,4,9,3,105,106,5,14,13,4,151,122,7,17,11,5,165,146,11,17,8,4,195,253,15,15,22,0,301,209,21,13,14,3,261,197,13,16,5,3,232,137,11,22,3,0,173,58,4,12,0,0,80,42,8,7,3,4,63,41,5,3,0,0,51,30,3,3,6,0,45,7,4,13,7,0,27,19,0,8,8,3,33,1472,120,165,128,38,1927,8,4,20,54,0,91,143,6,Murray River (A)
15560,0,0,7,10,0,14,9,0,0,5,0,10,11,5,6,3,0,33,17,8,3,6,3,34,12,0,15,6,5,36,36,12,12,7,0,70,76,13,15,8,7,115,110,20,18,4,3,152,107,26,24,9,0,168,63,16,11,3,3,86,41,17,19,0,0,75,25,8,4,3,0,40,30,11,8,0,0,51,7,7,7,0,0,26,11,3,6,0,0,16,560,137,151,67,24,932,4,0,0,9,0,16,12,0,4,4,0,21,19,3,7,3,0,34,35,0,7,0,4,47,46,0,8,7,3,64,77,4,10,0,0,89,72,8,10,6,6,98,66,9,10,0,0,89,53,15,5,3,3,82,36,3,3,3,0,54,17,3,4,3,0,33,17,0,0,0,0,24,9,4,3,0,0,18,3,3,3,0,0,9,5,0,4,4,0,12,477,65,68,45,21,674,3,0,7,19,0,30,22,0,Murrumbidgee (A)
15650,10,4,8,5,0,20,93,0,4,4,0,102,39,3,8,8,0,65,54,4,23,9,0,84,74,4,16,7,3,96,159,12,28,4,3,208,249,11,32,4,8,299,394,12,21,0,11,444,588,27,20,7,0,638,502,24,20,3,0,551,526,24,14,0,3,572,547,13,9,3,3,571,1675,16,5,0,4,1711,520,25,16,3,3,561,93,3,5,7,8,116,5518,173,219,65,59,6034,11,0,0,12,3,34,156,0,10,5,0,172,161,3,11,17,4,194,210,4,26,12,0,244,227,10,21,3,3,272,374,3,22,4,4,406,408,6,18,0,4,433,446,4,13,0,3,461,328,13,16,5,6,375,209,5,10,0,0,226,174,8,6,0,0,182,144,0,3,0,0,149,167,13,10,0,0,185,42,9,3,0,0,59,53,3,3,0,0,64,3103,76,173,64,38,3461,19,4,6,19,3,52,243,3,Muswellbrook (A)
15700,9,0,9,16,0,41,68,0,5,12,0,84,65,4,28,13,7,116,84,4,42,19,5,154,100,10,50,15,10,181,155,14,54,22,4,249,255,28,61,6,6,364,329,22,46,8,4,408,347,14,35,5,3,408,190,15,25,3,7,238,120,14,28,3,3,170,109,9,16,0,3,138,118,7,14,5,0,141,52,15,17,0,0,87,37,3,9,3,4,57,2048,162,442,119,62,2826,9,0,7,12,0,26,97,0,16,9,3,127,108,0,43,16,6,167,118,8,43,13,8,184,212,13,35,15,0,278,354,11,39,12,6,421,377,24,30,3,4,437,311,12,36,8,3,371,184,9,15,0,0,208,128,5,12,0,0,146,93,7,5,0,0,111,77,0,6,3,0,84,61,0,4,4,0,65,20,9,7,0,0,33,38,3,5,0,3,49,2181,105,296,89,38,2708,18,0,19,31,0,68,166,0,Nambucca (A)
15750,7,0,6,30,0,43,73,0,7,8,0,95,32,4,21,8,0,69,56,11,18,10,0,95,61,7,17,10,5,103,144,20,36,14,4,222,201,17,29,19,3,279,295,33,47,11,6,390,359,41,57,3,15,471,297,30,32,3,3,364,283,29,18,7,3,347,275,13,17,3,0,306,511,14,20,6,5,556,202,35,14,3,3,262,50,10,11,10,8,81,2850,274,349,146,59,3679,7,0,7,27,0,39,96,0,5,12,3,117,91,3,14,8,4,117,116,9,16,4,3,152,141,10,23,12,9,196,293,11,21,12,4,343,313,7,23,6,6,362,302,15,26,12,3,352,249,12,25,8,6,300,170,9,17,3,0,204,116,19,12,8,3,153,89,6,10,0,0,108,77,4,9,5,0,90,17,12,10,0,3,44,38,0,3,10,4,60,2130,130,213,122,43,2627,8,3,14,50,3,83,170,0,Narrabri (A)
15800,0,0,3,6,0,16,13,0,0,3,3,15,10,0,8,3,0,25,11,6,9,4,0,33,31,3,14,4,0,51,53,14,21,5,3,96,97,8,29,12,3,148,116,9,25,10,3,167,117,19,26,7,0,169,83,8,18,3,0,112,65,6,15,3,0,95,42,6,9,0,0,57,28,7,8,5,0,49,9,7,12,3,0,31,13,0,8,4,0,19,689,90,206,79,16,1083,0,0,0,4,0,12,31,0,8,0,0,43,37,0,6,15,0,57,48,6,9,3,0,70,76,4,5,4,4,97,137,9,8,3,3,164,131,6,13,5,0,160,91,3,9,7,0,114,74,7,9,6,0,98,44,3,3,0,0,56,41,0,9,0,3,48,27,0,3,0,0,32,17,3,9,3,0,32,8,8,0,0,0,13,5,0,3,4,0,16,777,50,102,57,13,1007,5,0,7,15,0,22,39,0,Narrandera (A)
15850,3,0,8,22,0,28,9,0,3,6,3,22,10,3,5,4,4,33,7,9,18,10,0,52,37,4,13,16,5,74,64,10,21,10,0,106,105,17,24,4,3,144,99,15,32,9,3,159,107,14,25,10,0,162,95,11,18,6,0,137,85,9,15,3,3,110,65,13,11,3,0,96,69,8,14,0,0,94,17,8,14,7,0,40,14,0,6,3,5,34,796,121,230,111,32,1286,3,0,0,14,0,17,34,0,3,6,0,45,40,0,8,8,0,59,29,3,7,9,0,56,52,0,12,10,0,74,99,9,17,6,4,133,104,4,8,8,3,121,102,10,20,0,0,128,86,3,12,4,0,113,65,4,4,4,0,73,43,6,4,0,0,51,35,3,3,0,0,42,28,3,8,0,0,38,8,0,3,3,0,11,18,0,3,0,4,21,731,44,107,80,14,975,5,0,8,31,0,42,46,0,Narromine (A)
15900,93,17,19,45,4,177,1148,12,42,14,20,1223,1022,28,96,31,15,1193,1037,47,136,28,23,1260,1352,73,149,22,26,1620,2101,132,212,26,35,2511,3193,202,275,27,39,3731,4762,277,333,24,43,5438,5769,383,312,24,36,6528,4562,323,220,6,27,5141,4413,333,179,10,28,4959,3445,195,105,3,9,3751,5791,414,183,5,17,6415,2304,538,271,15,14,3143,511,39,30,15,40,645,41504,3018,2553,302,376,47740,119,4,8,83,4,225,1677,20,95,36,15,1843,1849,36,166,30,25,2107,2189,66,175,23,20,2474,2839,56,207,45,22,3163,4716,110,260,32,42,5158,5937,132,224,31,26,6345,6554,140,189,19,29,6935,6635,156,174,18,27,7012,4407,114,98,7,29,4650,3364,111,71,8,9,3567,2101,60,51,3,10,2226,2264,119,71,3,8,2469,563,136,77,14,8,796,530,20,26,10,36,619,45738,1280,1889,355,317,49581,212,20,27,128,13,398,2825,26,Newcastle (C)
