lga_code_2016,num_pns_pres_cen_ngt_1_fam_hh,nu_pn_pre_cen_ngt_1_no_fam_hh,num_pns_pres_cen_ngt_1_tot,num_pns_pres_cen_ngt_2_fam_hh,nu_pn_pre_cen_ngt_2_no_fam_hh,num_pns_pres_cen_ngt_2_tot,num_pns_pres_cen_ngt_3_fam_hh,nu_pn_pre_cen_ngt_3_no_fam_hh,num_pns_pres_cen_ngt_3_tot,num_pns_pres_cen_ngt_4_fam_hh,nu_pn_pre_cen_ngt_4_no_fam_hh,num_pns_pres_cen_ngt_4_tot,num_pns_pres_cen_ngt_5_fam_hh,nu_pn_pre_cen_nt_5_non_fam_hh,nu_pn_pre_cen_ngt_5_tot,num_pn_pres_cen_ngt_6_fam_hh,nu_pn_pre_ce_ngt_6_no_fam_hh,num_pns_pres_cen_ngt_6_tot,tot_family_households,tot_non_family_households,tot_tot,lga_name16
35760,65,1354,1425,1368,519,1886,465,117,584,352,80,430,212,44,256,113,30,139,2572,2153,4726,North Burnett (R)
35780,6,249,255,109,87,199,77,14,92,97,13,107,76,7,88,173,4,176,530,375,908,Northern Peninsula Area (R)
35790,0,65,61,69,22,86,56,5,62,62,0,62,51,0,51,171,0,174,405,95,496,Palm Island (S)
35800,14,262,275,195,115,314,93,9,102,45,11,52,22,3,33,20,5,24,390,412,799,Paroo (S)
36070,0,65,69,63,10,68,35,0,32,38,0,39,16,0,16,27,0,27,173,78,250,Pormpuraaw (S)
36150,6,131,138,99,44,150,37,3,44,31,4,34,8,0,8,11,0,8,201,180,383,Quilpie (S)
36250,1033,11019,12051,16626,2194,18821,8441,521,8958,8609,351,8957,3574,127,3705,1890,61,1955,40171,14269,54440,Redland (C)
36300,12,102,113,89,67,153,36,8,43,35,7,45,17,4,20,12,0,10,195,184,388,Richmond (S)
36370,696,7870,8569,8242,1920,10163,4373,537,4906,3806,314,4118,1773,130,1908,1000,59,1060,19890,10825,30719,Rockhampton (R)
36510,284,3272,3556,4806,893,5701,2003,222,2232,1991,159,2151,928,70,1000,582,35,621,10591,4667,15252,Scenic Rim (R)
36580,147,2068,2217,2832,619,3455,1226,154,1382,1108,91,1197,595,81,673,408,33,435,6315,3041,9360,Somerset (R)
36630,220,3611,3831,4290,967,5261,1495,183,1677,1257,80,1333,673,50,716,441,26,465,8368,4911,13284,South Burnett (R)
36660,241,3904,4146,4624,752,5379,1701,188,1884,1490,108,1599,733,44,774,485,26,513,9278,5011,14293,Southern Downs (R)
36720,2304,26235,28542,35935,8118,44051,15660,1896,17558,15198,979,16171,6350,374,6725,3193,177,3373,78641,37781,116419,Sunshine Coast (R)
36820,248,2853,3098,3234,972,4199,1160,158,1314,1019,97,1120,473,49,525,337,32,364,6468,4155,10625,Tablelands (R)
36910,1143,15925,17068,18408,3325,21733,8031,852,8887,7357,539,7895,3764,257,4022,2244,111,2349,40943,21014,61957,Toowoomba (R)
36950,17,245,260,148,124,274,104,38,143,123,30,150,74,14,94,147,18,166,611,469,1082,Torres (S)
36960,0,210,205,142,56,204,140,18,159,133,9,139,121,3,128,244,11,252,782,308,1090,Torres Strait Island (R)
37010,1843,16808,18650,18888,5219,24106,10370,1365,11736,9095,753,9846,4127,334,4458,2344,145,2486,46667,24614,71282,Townsville (C)
37310,242,3304,3545,3572,1009,4583,1561,258,1822,1458,172,1627,809,85,896,438,40,480,8081,4873,12954,Western Downs (R)
37340,300,3699,3994,3475,1731,5211,1591,331,1924,1349,231,1578,641,112,751,318,72,391,7678,6178,13860,Whitsunday (R)
40070,161,4072,4238,2328,1375,3699,687,548,1235,383,230,611,100,51,152,43,25,71,3696,6302,10004,Adelaide (C)
40120,355,2671,3027,4662,458,5122,2181,104,2290,2385,103,2489,915,20,944,404,15,423,10908,3383,14293,Adelaide Hills (DC)
40220,241,2933,3177,3972,513,4487,1187,101,1287,1136,93,1229,444,28,474,196,12,208,7172,3682,10859,Alexandrina (DC)
41010,36,671,703,399,165,567,174,32,205,139,17,157,73,9,73,51,3,52,867,895,1760,Ceduna (DC)
41060,822,13495,14319,13107,2334,15444,6287,703,6989,5991,375,6366,2055,108,2165,962,55,1014,29220,17078,46300,Charles Sturt (C)
30900,3,73,79,43,53,96,15,8,16,10,0,12,9,0,9,9,4,10,82,136,218,Boulia (S)
31000,7914,100097,108018,109529,27573,137099,61511,10659,72169,60771,5618,66395,26070,2219,28289,13467,1220,14686,279271,147378,426648,Brisbane (C)
33980,158,1843,1998,1638,817,2455,918,155,1075,1049,135,1183,552,72,619,256,26,282,4568,3042,7611,Isaac (R)
34420,0,48,50,51,6,54,42,9,44,37,0,37,33,0,33,39,0,39,197,60,261,Kowanyama (S)
34530,402,3144,3545,4207,1297,5504,1818,200,2023,1651,119,1767,802,55,858,430,34,460,9311,4848,14163,Livingstone (S)
34570,3,60,63,16,33,49,23,3,26,18,4,24,14,0,14,45,3,44,113,103,214,Lockhart River (S)
34580,244,2874,3119,4118,830,4951,1878,276,2159,1685,197,1880,938,106,1052,705,99,805,9577,4380,13963,Lockyer Valley (R)
31750,0,57,58,38,22,60,19,0,21,8,0,8,3,0,5,9,0,9,81,85,165,Bulloo (S)
31820,701,9723,10426,12416,3149,15562,4676,573,5250,3996,316,4312,1843,179,2023,1099,71,1173,24730,14018,38742,Bundaberg (R)
31900,103,2016,2119,2167,542,2713,901,78,978,811,59,867,370,23,389,171,16,185,4521,2731,7252,Burdekin (S)
31950,0,59,60,21,95,113,6,5,15,13,3,11,7,3,16,4,5,16,57,169,231,Burke (S)
32080,1409,15941,17354,15945,5078,21019,8332,1348,9684,7308,839,8149,3346,322,3665,2194,202,2393,38534,23732,62267,Cairns (R)
32250,24,248,269,184,467,652,78,19,95,66,17,76,41,8,44,48,8,54,444,760,1197,Carpentaria (S)
32260,197,3288,3486,3538,1549,5084,1402,257,1665,1163,170,1328,576,84,662,368,33,407,7245,5382,12623,Cassowary Coast (R)
32270,212,2641,2852,2495,1355,3850,1277,255,1528,1394,177,1574,727,111,832,383,32,415,6479,4570,11051,Central Highlands (R) (Qld)
32310,115,1401,1514,1310,591,1900,524,112,638,488,57,545,234,30,264,160,14,178,2822,2206,5027,Charters Towers (R)
34590,1530,18325,19856,26156,5008,31160,16758,1737,18502,16164,1149,17307,8319,590,8914,6869,335,7200,75792,27138,102934,Logan (C)
41560,117,1862,1983,2169,389,2557,656,67,724,555,40,593,218,11,232,111,3,116,3841,2368,6210,Copper Coast (DC)
41750,11,152,165,150,45,200,43,7,49,50,3,56,17,0,17,12,0,19,285,210,497,Elliston (DC)
32330,0,46,46,40,6,40,44,0,45,31,3,43,51,0,51,70,0,70,229,61,286,Cherbourg (S)
32450,23,399,420,222,333,551,141,25,167,90,26,114,62,12,75,52,11,60,590,802,1389,Cloncurry (S)
32500,30,715,749,379,551,924,136,92,223,146,75,221,80,33,112,69,19,90,843,1484,2326,Cook (S)
32600,3,33,42,28,37,67,3,5,9,6,7,14,6,0,6,10,0,6,60,79,144,Croydon (S)
37300,20,288,308,294,141,440,189,28,222,231,36,265,89,5,92,71,10,84,896,514,1406,Weipa (T)
32750,3,50,54,20,49,75,13,8,19,13,9,15,3,0,4,4,3,7,59,113,171,Diamantina (S)
41140,74,1094,1169,1298,201,1496,413,34,446,350,30,376,225,13,234,73,0,77,2431,1371,3805,Clare and Gilbert Valleys (DC)
47490,15,246,264,283,96,379,78,11,91,95,9,99,48,3,51,24,0,20,536,362,895,Streaky Bay (DC)
47630,40,725,760,826,148,976,303,35,333,283,27,312,160,12,172,68,12,80,1673,967,2637,Tatiara (DC)
47700,679,8267,8946,12094,1221,13307,5933,272,6200,5844,187,6027,2115,68,2183,871,26,893,27536,10030,37567,Tea Tree Gully (C)
47800,47,644,689,753,128,878,251,23,275,225,11,236,111,6,117,50,5,56,1434,823,2260,The Coorong (DC)
47910,38,378,413,384,91,471,105,13,120,99,5,112,61,3,65,19,0,18,703,493,1190,Tumby Bay (DC)
32770,0,40,40,27,12,38,27,8,30,36,0,40,30,0,30,112,0,112,230,58,282,Doomadgee (S)
32810,100,1354,1460,1343,1033,2370,555,169,722,474,141,611,170,62,234,90,50,145,2733,2802,5539,Douglas (S)
33100,11,255,263,78,146,224,29,17,44,31,8,37,16,0,16,13,3,12,178,427,603,Etheridge (S)
33200,21,205,227,196,98,293,76,13,90,60,9,66,30,4,35,19,0,19,393,327,725,Flinders (S) (Qld)
33220,735,10993,11732,14332,3867,18194,4879,662,5545,4058,367,4424,1922,147,2071,1171,92,1263,27099,16130,43228,Fraser Coast (R)
33360,573,5238,5811,6521,1981,8502,3349,409,3758,3265,262,3526,1398,96,1496,778,43,819,15882,8021,23905,Gladstone (R)
33430,3865,49000,52871,58965,16318,75283,31122,4779,35900,29099,2683,31781,11922,937,12858,6513,447,6957,141486,74160,215645,Gold Coast (C)
33610,69,1134,1209,1253,375,1625,521,88,604,454,66,518,251,23,273,110,9,118,2655,1699,4348,Goondiwindi (R)
33620,354,5400,5751,6485,1634,8116,2457,316,2774,1992,187,2187,1014,79,1094,682,43,728,12988,7663,20647,Gympie (R)
33800,70,1337,1406,1551,473,2024,537,53,597,476,34,506,195,14,208,87,11,95,2924,1918,4843,Hinchinbrook (S)
33830,0,52,52,38,15,57,46,6,52,29,0,28,36,0,36,37,3,34,180,82,259,Hope Vale (S)
33960,1127,13362,14497,17152,3486,20638,11016,1123,12135,10471,737,11207,5050,318,5365,3729,163,3889,48539,19181,67725,Ipswich (C)
37400,12,205,214,146,218,365,41,18,60,36,15,51,21,3,25,11,0,8,271,457,725,Winton (S)
51610,20,96,110,162,47,210,81,11,92,69,8,77,35,9,39,10,0,16,380,171,548,Chapman Valley (S)
37550,0,64,64,37,5,48,37,0,41,37,0,34,21,0,21,49,0,47,188,70,258,Woorabinda (S)
40250,0,171,169,61,52,113,60,8,64,52,8,59,62,3,68,139,0,136,367,238,610,Anangu Pitjantjatjara (AC)
37570,0,14,15,17,0,20,14,0,16,10,0,10,12,0,12,12,0,12,66,20,82,Wujal Wujal (S)
37600,0,55,55,50,15,70,57,0,57,49,11,64,53,0,53,194,0,194,408,76,490,Yarrabah (S)
40310,192,2322,2513,3117,373,3489,1215,85,1303,1230,74,1302,557,20,577,196,9,206,6504,2879,9382,Barossa (DC)
40430,7,366,373,429,77,505,104,17,115,85,3,83,44,0,44,9,0,9,679,462,1141,Barunga West (DC)
40520,77,1415,1491,1402,243,1646,520,59,579,463,41,498,212,19,230,108,6,117,2780,1784,4558,Berri and Barmera (DC)
52870,68,561,626,808,155,957,264,29,293,246,26,268,119,13,128,53,6,66,1561,782,2343,Donnybrook-Balingup (S)
40700,359,4709,5068,4952,675,5623,2301,179,2484,2626,115,2743,1042,54,1097,367,18,382,11644,5746,17390,Burnside (C)
40910,358,5152,5510,5662,706,6369,2934,225,3155,3083,131,3214,1104,59,1154,428,27,454,13556,6299,19852,Campbelltown (C) (SA)
41190,14,228,246,198,123,324,72,32,100,90,13,104,57,9,58,24,4,29,451,407,858,Cleve (DC)
41330,12,408,423,170,122,290,71,25,89,58,9,71,21,3,21,14,0,17,351,569,922,Coober Pedy (DC)
41830,31,280,312,230,62,296,80,7,82,52,3,58,22,0,23,19,0,19,429,353,778,Flinders Ranges (DC)
41960,6,159,167,187,95,278,45,11,56,58,8,68,28,7,32,12,0,15,332,279,613,Franklin Harbour (DC)
42030,183,2728,2915,2860,419,3283,1305,100,1406,1141,53,1191,463,23,480,209,5,220,6161,3330,9498,Gawler (T)
42110,31,559,592,572,134,709,167,19,187,161,9,165,89,4,94,41,3,47,1063,734,1797,Goyder (DC)
42250,53,582,636,965,126,1091,351,24,372,467,27,496,193,3,198,83,3,86,2110,766,2874,Grant (DC)
42600,353,5402,5761,4710,925,5631,1736,199,1937,1611,90,1696,544,28,574,157,13,166,9106,6664,15762,Holdfast Bay (C)
42750,51,666,718,645,146,787,202,31,230,153,30,180,94,7,106,25,4,30,1169,891,2054,Kangaroo Island (DC)
43080,7,132,142,142,21,168,60,0,56,44,0,43,28,3,30,13,0,13,287,161,446,Karoonda East Murray (DC)
43220,7,118,122,130,25,156,40,5,46,44,0,47,36,3,38,13,0,8,274,153,429,Kimba (DC)
43360,18,313,332,366,44,411,103,10,115,99,7,109,44,6,52,8,0,8,636,383,1019,Kingston (DC) (SA)
43650,100,965,1069,1578,176,1749,789,52,841,904,29,927,458,17,475,181,3,184,4007,1238,5243,Light (RegC)
43710,55,498,548,686,130,818,239,20,254,273,16,296,122,7,132,64,3,68,1444,679,2115,Lower Eyre Peninsula (DC)
43790,81,1326,1404,1607,253,1854,579,46,623,533,32,567,210,23,228,110,5,114,3115,1683,4796,Loxton Waikerie (DC)
43920,51,663,714,926,164,1093,505,48,555,470,27,494,234,22,250,128,3,135,2305,935,3242,Mallala (DC)
44000,0,0,0,4,0,6,0,0,0,0,0,0,5,0,5,3,0,3,14,0,15,Maralinga Tjarutja (AC)
44060,707,10415,11122,10360,1816,12173,5231,612,5848,4775,270,5048,1579,102,1680,704,55,765,23363,13270,36635,Marion (C)
44210,65,1242,1302,1321,269,1589,359,58,419,300,19,322,167,13,176,42,3,49,2258,1596,3848,Mid Murray (DC)
44340,536,5743,6275,7165,951,8114,3499,310,3809,4122,173,4294,1473,94,1570,502,34,535,17304,7301,24607,Mitcham (C)
44550,279,2736,3013,3769,505,4277,1956,154,2107,1944,98,2038,825,26,852,311,11,327,9086,3529,12616,Mount Barker (DC)
44620,208,3413,3622,3139,535,3673,1346,121,1468,1261,55,1321,500,35,534,264,7,269,6720,4162,10889,Mount Gambier (C)
44830,35,380,414,454,102,556,126,8,131,93,5,97,64,3,62,26,0,26,794,493,1287,Mount Remarkable (DC)
45040,122,2361,2481,2563,442,3001,1087,114,1200,916,65,977,422,30,457,248,34,280,5359,3041,8401,Murray Bridge (RC)
45090,76,886,965,1060,140,1208,383,35,425,384,30,415,186,12,200,79,18,97,2182,1123,3301,Naracoorte and Lucindale (DC)
45120,50,599,652,647,119,767,202,15,217,163,10,180,110,12,121,39,0,40,1220,754,1975,Northern Areas (DC)
45290,297,5285,5582,4095,997,5086,1883,313,2194,1757,150,1903,556,47,606,171,20,192,8753,6817,15568,Norwood Payneham St Peters (C)
45340,1300,15940,17240,20165,2798,22957,10063,693,10758,9287,412,9701,3531,160,3693,1406,57,1466,45751,20061,65816,Onkaparinga (C)
45400,14,128,145,134,33,165,29,7,35,31,3,37,13,0,14,8,0,8,229,178,412,Orroroo/Carrieton (DC)
45540,18,340,357,242,77,315,68,4,72,49,7,53,28,0,28,8,0,8,407,429,836,Peterborough (DC)
45680,512,8501,9015,8656,1747,10397,4958,547,5505,4448,309,4756,2100,149,2249,1594,101,1696,22277,11347,33622,Playford (C)
45890,821,14527,15345,12629,2507,15138,6857,792,7647,6108,446,6552,2368,187,2553,1417,152,1572,30207,18603,48811,Port Adelaide Enfield (C)
46090,117,1727,1840,1509,425,1935,712,81,799,569,46,615,257,29,284,142,11,153,3307,2320,5624,Port Augusta (C)
46300,132,1738,1868,1679,387,2067,699,88,783,626,54,676,269,33,299,114,4,117,3512,2292,5805,Port Lincoln (C)
46450,118,2417,2535,2193,315,2505,902,75,980,725,45,767,335,20,358,191,11,199,4468,2880,7344,Port Pirie City and Dists (M)
46510,145,2224,2364,2038,435,2470,1138,170,1309,1194,98,1293,444,32,477,161,15,180,5115,2976,8094,Prospect (C)
46670,71,1125,1198,1257,260,1516,469,51,528,398,34,426,180,17,200,99,13,116,2468,1501,3971,Renmark Paringa (DC)
46860,9,197,208,209,65,273,58,14,70,45,7,46,21,0,23,11,0,11,354,279,634,Robe (DC)
46970,40,301,336,296,75,368,179,17,199,204,18,226,119,10,129,47,3,53,886,418,1308,Roxby Downs (M)
47140,801,12339,13139,13961,2240,16199,8106,707,8812,7246,363,7612,3280,189,3471,2269,92,2361,35663,15930,51594,Salisbury (C)
47290,10,239,245,257,56,318,92,11,106,90,7,101,47,8,49,17,0,16,509,328,836,Southern Mallee (DC)
47980,331,4600,4931,4177,879,5056,1973,270,2241,2034,139,2177,738,49,780,196,9,212,9451,5947,15395,Unley (C)
48050,114,2101,2215,2616,301,2911,629,42,668,479,33,517,208,11,220,82,9,91,4127,2487,6615,Victor Harbor (C)
48130,56,803,855,845,135,979,318,32,350,281,14,298,160,8,168,97,4,107,1759,998,2758,Wakefield (DC)
51960,31,428,463,319,78,398,182,23,209,158,25,183,85,4,93,45,0,46,819,568,1387,Coolgardie (S)
52030,15,159,177,179,39,217,34,8,39,28,3,33,12,0,14,12,0,12,282,212,491,Coorow (S)
48260,63,939,1001,871,177,1046,358,58,413,395,22,416,141,16,154,65,6,69,1888,1220,3107,Walkerville (M)
48340,107,1398,1506,1551,219,1778,566,44,612,480,38,518,271,13,281,107,3,107,3083,1718,4802,Wattle Range (DC)
48410,465,7585,8049,6295,1404,7701,3288,532,3816,2893,263,3152,1025,102,1128,430,49,476,14399,9931,24329,West Torrens (C)
48540,156,3119,3281,2634,476,3105,1152,117,1271,994,84,1081,420,40,456,194,10,205,5551,3849,9400,Whyalla (C)
48640,8,164,168,158,46,208,46,4,52,58,6,63,36,7,46,5,0,5,318,222,537,Wudinna (DC)
48750,51,700,752,830,152,979,213,23,235,180,11,196,76,6,86,54,0,51,1401,901,2296,Yankalilla (DC)
48830,106,1662,1762,1824,332,2155,433,32,462,341,27,369,200,10,211,72,4,77,2974,2055,5027,Yorke Peninsula (DC)
49399,19,644,663,278,421,705,105,37,142,99,50,150,40,16,49,50,14,58,584,1177,1764,Unincorporated SA
50080,316,3865,4180,4501,766,5265,1726,163,1894,1664,92,1756,775,40,813,410,15,423,9379,4949,14327,Albany (C)
50210,641,5871,6512,7885,1320,9211,4909,406,5310,4349,253,4597,1988,104,2091,1281,47,1324,21051,7997,29048,Armadale (C)
50250,58,665,722,437,559,998,283,70,344,370,59,429,147,21,170,90,6,95,1386,1376,2763,Ashburton (S)
50280,174,1340,1519,1606,397,1999,778,106,884,730,87,814,297,31,324,92,14,109,3678,1977,5655,Augusta-Margaret River (S)
50350,142,1747,1883,1719,314,2034,862,84,950,773,41,812,315,15,333,148,11,157,3963,2211,6172,Bassendean (T)
50420,627,7175,7805,7287,1615,8908,3720,502,4223,3261,254,3521,1180,101,1285,622,54,675,16695,9712,26413,Bayswater (C)
50490,337,4914,5256,3980,1302,5288,2053,445,2496,1652,247,1895,740,124,863,482,63,540,9246,7096,16335,Belmont (C)
50560,26,220,245,245,55,301,86,6,93,59,9,62,25,6,27,12,0,17,453,293,748,Beverley (S)
50630,18,171,189,224,36,255,88,9,92,89,6,99,47,4,50,14,0,14,470,229,699,Boddington (S)
50770,14,208,222,243,38,286,78,8,84,69,4,73,38,0,38,14,0,14,460,254,717,Boyup Brook (S)
50840,51,608,659,683,114,793,198,26,226,176,14,191,91,5,101,47,5,54,1258,768,2020,Bridgetown-Greenbushes (S)
50910,6,119,130,131,27,163,47,9,51,31,4,38,18,3,21,9,0,9,248,162,412,Brookton (S)
50980,141,1697,1838,1260,2163,3416,734,269,997,697,190,890,427,93,519,312,52,369,3571,4458,8031,Broome (S)
51080,12,88,94,127,28,154,39,12,52,44,12,47,23,4,27,28,4,26,268,140,412,Broomehill-Tambellup (S)
51120,17,125,145,133,23,153,34,4,40,31,7,34,20,0,25,12,0,12,244,156,402,Bruce Rock (S)
51190,354,4029,4383,3971,768,4744,1662,195,1855,1365,122,1487,545,45,589,256,21,276,8151,5186,13333,Bunbury (C)
51260,384,3123,3508,4434,752,5188,1919,200,2120,1875,136,2016,743,51,789,318,28,344,9672,4295,13960,Busselton (C)
51310,230,2230,2459,2511,381,2901,1390,149,1535,1803,86,1884,781,40,824,207,10,221,6921,2905,9826,Cambridge (T)
51330,560,6527,7093,7875,1416,9296,5015,732,5747,5366,496,5867,2328,265,2597,1382,171,1549,22536,9612,32146,Canning (C)
51400,163,898,1059,1715,252,1967,985,60,1043,1068,57,1122,462,31,488,212,8,218,4595,1299,5897,Capel (S)
51470,8,82,91,73,24,96,24,7,29,21,4,23,8,0,8,7,4,9,138,119,259,Carnamah (S)
51540,41,798,834,487,1109,1595,271,87,358,209,94,306,104,28,130,81,16,96,1194,2129,3324,Carnarvon (S)
51680,56,300,357,653,94,744,267,22,283,263,22,289,135,9,147,98,3,99,1466,456,1922,Chittering (S)
51750,114,1315,1433,1115,254,1374,499,79,574,474,39,513,217,15,231,53,3,58,2477,1703,4178,Claremont (T)
51820,902,7979,8878,10417,1894,12314,6222,582,6800,6485,375,6861,2461,154,2616,1173,57,1228,27661,11039,38701,Cockburn (C)
51890,61,997,1058,1050,160,1215,447,43,488,415,30,443,208,16,223,77,6,86,2270,1245,3519,Collie (S)
52100,6,129,137,156,21,179,52,9,64,39,3,37,19,3,28,6,0,13,287,172,458,Corrigin (S)
52170,103,772,873,825,183,1004,359,67,426,391,29,424,205,12,220,56,4,60,1937,1067,3006,Cottesloe (T)
52240,9,107,119,152,16,167,55,9,66,42,7,47,18,3,18,9,0,9,285,139,422,Cranbrook (S)
52310,7,93,102,129,26,155,26,7,33,26,8,37,14,3,19,11,0,11,216,133,350,Cuballing (S)
52380,0,56,58,18,39,58,6,8,14,0,7,6,6,0,5,0,0,0,34,111,145,Cue (S)
52450,9,157,174,142,25,166,67,14,81,57,6,61,39,8,44,13,0,13,335,204,540,Cunderdin (S)
52520,13,142,158,152,48,198,72,13,84,54,7,59,39,0,40,22,3,23,344,220,565,Dalwallinu (S)
52590,48,390,439,471,158,627,133,26,163,139,17,149,45,4,46,17,3,20,855,589,1447,Dandaragan (S)
52660,136,1014,1153,1581,242,1817,797,61,855,753,38,796,333,22,351,165,7,180,3769,1381,5149,Dardanup (S)
52730,70,650,722,816,188,1003,282,35,320,232,29,261,94,14,105,41,7,44,1538,912,2453,Denmark (S)
52800,44,704,748,427,592,1023,267,77,338,268,82,349,184,32,217,296,26,322,1488,1518,3001,Derby-West Kimberley (S)
52940,3,78,82,100,19,116,30,0,30,27,3,28,20,0,16,10,0,6,187,102,290,Dowerin (S)
53010,5,96,98,100,22,122,31,5,34,31,0,34,8,0,12,3,0,3,179,122,302,Dumbleyung (S)
53080,8,253,261,89,101,185,20,3,27,14,5,13,10,0,10,4,0,4,148,363,509,Dundas (S)
53150,83,724,806,779,129,909,407,40,444,455,28,478,174,5,177,49,0,48,1942,929,2865,East Fremantle (T)
53220,38,588,625,367,325,696,206,53,256,264,42,303,164,24,185,155,7,161,1189,1037,2228,East Pilbara (S)
53290,130,1432,1560,1546,453,1994,662,130,791,620,92,718,290,31,322,171,16,186,3417,2153,5572,Esperance (S)
53360,31,445,471,255,822,1077,130,73,202,141,58,200,56,21,74,36,14,46,654,1418,2075,Exmouth (S)
53430,383,4089,4474,3384,891,4279,1584,284,1875,1235,145,1378,426,36,466,150,17,170,7170,5467,12637,Fremantle (C)
53570,59,535,592,687,187,877,224,46,261,206,23,231,101,11,114,64,24,88,1335,823,2163,Gingin (S)
53640,12,130,141,154,50,196,46,11,57,47,0,52,22,0,24,19,4,15,300,190,490,Gnowangerup (S)
54280,256,2961,3218,2606,768,3367,1553,240,1790,1523,169,1687,734,65,792,430,31,463,7101,4223,11321,Kalgoorlie/Boulder (C)
54310,139,1615,1750,1509,826,2337,1005,200,1201,1134,120,1254,565,58,629,371,34,404,4722,2859,7576,Karratha (C)
53710,11,135,149,132,27,156,51,3,50,37,3,46,21,0,21,12,3,15,266,175,439,Goomalling (S)
53780,742,7995,8731,10208,1668,11870,6713,563,7279,6583,377,6959,3338,203,3537,2328,106,2435,29898,10913,40809,Gosnells (C)
53800,443,3781,4224,4218,908,5134,2009,216,2221,1868,159,2027,848,79,922,447,26,474,9844,5165,15008,Greater Geraldton (C)
53920,6,297,304,118,235,359,87,45,129,82,41,124,52,15,71,134,29,165,483,669,1152,Halls Creek (S)
53990,262,1876,2136,2867,428,3297,1467,141,1611,1476,101,1576,661,46,709,307,19,329,7044,2610,9655,Harvey (S)
54060,49,428,477,522,129,654,183,25,204,133,6,140,74,4,80,31,3,30,987,603,1587,Irwin (S)
54130,6,128,136,139,44,179,55,14,71,40,4,53,26,7,33,4,0,4,276,199,474,Jerramungup (S)
54170,1403,9450,10857,16648,1747,18400,9424,556,9981,10418,391,10809,3985,154,4133,1401,44,1448,43282,12343,55631,Joondalup (C)
54200,548,4240,4788,6358,844,7203,3210,242,3454,3239,147,3384,1445,68,1518,726,29,751,15528,5572,21097,Kalamunda (S)
54340,31,433,464,436,120,552,168,42,213,141,31,173,94,15,105,74,13,88,950,645,1596,Katanning (S)
54410,6,143,146,163,29,196,70,7,73,46,0,42,16,3,23,17,0,17,319,182,494,Kellerberrin (S)
54480,5,62,64,58,18,80,30,3,38,25,5,30,13,0,12,3,0,3,135,90,228,Kent (S)
54550,19,224,240,256,36,290,93,8,103,92,10,100,50,6,50,13,3,20,521,286,808,Kojonup (S)
54620,12,87,97,110,28,134,51,13,62,26,3,34,11,0,11,9,0,11,217,135,346,Kondinin (S)
54690,8,58,67,62,8,74,14,0,20,21,0,21,9,0,9,3,0,3,120,68,184,Koorda (S)
54760,16,100,114,101,18,120,34,7,42,28,0,29,19,3,24,4,0,4,206,127,333,Kulin (S)
54830,301,2882,3182,3579,730,4308,2283,215,2504,2066,123,2188,950,58,1009,599,31,629,9774,4048,13822,Kwinana (C)
54900,17,184,197,141,26,165,60,6,67,52,3,58,24,9,36,7,0,7,300,232,527,Lake Grace (S)
54970,10,89,98,47,26,70,21,3,25,12,4,20,13,0,15,19,0,18,116,131,243,Laverton (S)
55040,8,158,171,79,67,149,40,12,52,32,4,36,19,3,25,17,3,17,202,251,452,Leonora (S)
55110,918,8162,9081,10528,1589,12116,4274,378,4650,3714,208,3924,1602,82,1685,799,36,841,21835,10460,32297,Mandurah (C)
55180,88,1059,1142,1231,248,1476,433,64,490,386,43,429,190,22,212,99,8,100,2414,1431,3847,Manjimup (S)
55250,3,109,116,57,38,100,20,14,32,22,11,33,13,3,21,16,0,21,132,183,316,Meekatharra (S)
55320,802,8663,9465,10760,1451,12215,5696,476,6169,5862,310,6175,2255,123,2375,926,56,982,26304,11079,37377,Melville (C)
55950,3,53,54,87,16,105,17,3,23,27,3,30,5,0,5,7,0,7,153,68,222,Mukinbudin (S)
55390,0,50,50,17,20,39,5,0,9,10,0,8,3,0,3,12,0,16,45,72,119,Menzies (S)
55460,28,404,433,393,81,473,150,33,181,138,11,148,81,3,79,36,15,50,822,538,1363,Merredin (S)
55530,9,73,81,53,44,100,34,6,33,17,3,26,4,0,4,4,0,5,127,134,254,Mingenew (S)
56090,376,2633,3012,4210,482,4688,2130,138,2269,2033,95,2125,885,38,919,440,20,455,10069,3401,13471,Mundaring (S)
55670,4,98,100,78,25,99,34,10,38,28,3,31,17,0,14,16,0,16,173,130,303,Morawa (S)
55600,20,309,320,275,58,327,113,12,126,109,16,122,57,8,65,24,4,30,604,396,998,Moora (S)
56860,3,34,40,34,5,36,16,0,16,11,0,9,4,0,4,7,0,7,66,41,102,Nungarin (S)
56930,10,114,117,156,29,183,75,11,81,91,13,107,35,3,36,25,0,25,386,166,554,Peppermint Grove (S)
55740,88,1125,1219,928,209,1136,405,45,450,448,22,469,223,10,232,59,3,59,2142,1417,3566,Mosman Park (T)
55810,0,94,97,42,52,97,11,10,19,12,5,13,9,3,10,12,3,13,88,169,254,Mount Magnet (S)
55880,0,71,72,77,13,83,26,3,30,22,5,28,10,3,16,3,0,3,139,97,235,Mount Marshall (S)
65210,28,360,385,384,80,464,87,9,97,62,10,73,31,3,38,12,3,15,613,463,1076,Tasman (M)
65410,109,1668,1773,1882,254,2135,717,56,776,608,34,644,225,13,237,127,3,129,3670,2022,5687,Waratah/Wynyard (M)
65610,30,765,798,552,123,677,224,24,253,144,22,167,56,7,65,26,3,31,1047,946,1988,West Coast (M)
