lga_code16,hq_nni_mng,hq_nni_pro,hq_nni_tectw,hq_nni_copsw,hq_nni_claw,hq_nni_swks,hq_nni_maopdv,hq_nni_lab,hq_nni_idns,hq_nni_tot,hq_1_149_mng,hq_1_149_pro,hq_1_149_tectw,hq_1_149_copsw,hq_1_149_claw,hq_1_149_swks,hq_1_149_maopdv,hq_1_149_lab,hq_1_149_idns,hq_1_149_tot,hq_150_299_mng,hq_150_299_pro,hq_150_299_tectw,hq_150_299_copsw,hq_150_299_claw,hq_150_299_swks,hq_150_299_maopdv,hq_150_299_lab,hq_150_299_idns,hq_150_299_tot,hq_300_399_mng,hq_300_399_pro,hq_300_399_tectw,hq_300_399_copsw,hq_300_399_claw,hq_300_399_swks,hq_300_399_maopdv,hq_300_399_lab,hq_300_399_idns,hq_300_399_tot,hq_400_499_mng,hq_400_499_pro,hq_400_499_tectw,hq_400_499_copsw,hq_400_499_claw,hq_400_499_swks,hq_400_499_maopdv,hq_400_499_lab,hq_400_499_idns,hq_400_499_tot,hq_500_649_mng,hq_500_649_pro,hq_500_649_tectw,hq_500_649_copsw,hq_500_649_claw,hq_500_649_swks,hq_500_649_maopdv,hq_500_649_lab,hq_500_649_idns,hq_500_649_tot,hq_650_799_mng,hq_650_799_pro,hq_650_799_tectw,hq_650_799_copsw,hq_650_799_claw,hq_650_799_swks,hq_650_799_maopdv,hq_650_799_lab,hq_650_799_idns,hq_650_799_tot,hq_800_999_mng,hq_800_999_pro,hq_800_999_tectw,hq_800_999_copsw,hq_800_999_claw,hq_800_999_swks,hq_800_999_maopdv,hq_800_999_lab,hq_800_999_idns,hq_800_999_tot,hq_1000_1249_mng,hq_1000_1249_pro,hq_1000_1249_tectw,hq_1000_1249_copsw,hq_1000_1249_claw,hq_1000_1249_swks,hq_1000_1249_maopdv,hq_1000_1249_lab,hq_1000_1249_idns,hq_1000_1249_tot,hq_1250_1499_mng,hq_1250_1499_pro,hq_1250_1499_tectw,hq_1250_1499_copsw,hq_1250_1499_claw,hq_1250_1499_swks,hq_1250_1499_maopdv,hq_1250_1499_lab,hq_1250_1499_idns,hq_1250_1499_tot,hq_1500_1749_mng,hq_1500_1749_pro,hq_1500_1749_tectw,hq_1500_1749_copsw,hq_1500_1749_claw,hq_1500_1749_swks,hq_1500_1749_maopdv,hq_1500_1749_lab,hq_1500_1749_idns,hq_1500_1749_tot,hq_1750_1999_mng,hq_1750_1999_pro,hq_1750_1999_tectw,hq_1750_1999_copsw,hq_1750_1999_claw,hq_1750_1999_swks,hq_1750_1999_maopdv,hq_1750_1999_lab,hq_1750_1999_idns,hq_1750_1999_tot,hq_2000_2999_mng,hq_2000_2999_pro,hq_2000_2999_tectw,hq_2000_2999_copsw,hq_2000_2999_claw,hq_2000_2999_swks,hq_2000_2999_maopdv,hq_2000_2999_lab,hq_2000_2999_idns,hq_2000_2999_tot,hq_3000mo_mng,hq_3000mo_pro,hq_3000mo_tectw,hq_3000mo_copsw,hq_3000mo_claw,hq_3000mo_swks,hq_3000mo_maopdv,hq_3000mo_lab,hq_3000mo_idns,hq_3000mo_tot,hq_pins_mng,hq_pins_pro,hq_pins_tectw,hq_pins_copsw,hq_pins_claw,hq_pins_swks,hq_pins_maopdv,hq_pins_lab,hq_pins_idns,hq_pins_tot,hq_tot_mng,hq_tot_pro,hq_tot_tectw,hq_tot_copsw,hq_tot_claw,hq_tot_swks,hq_tot_maopdv,hq_tot_lab,hq_tot_idns,hq_tot_tot,cl_nfd_nni_mng,cl_nfd_nni_pro,cl_nfd_nni_tectw,cl_nfd_nni_copsw,cl_nfd_nni_claw,cl_nfd_nni_swks,cl_nfd_nni_maopdv,cl_nfd_nni_lab,cl_nfd_nni_idns,cl_nfd_nni_tot,cl_nfd_1_149_mng,cl_nfd_1_149_pro,cl_nfd_1_149_tectw,cl_nfd_1_149_copsw,cl_nfd_1_149_claw,cl_nfd_1_149_swks,cl_nfd_1_149_maopdv,cl_nfd_1_149_lab,cl_nfd_1_149_idns,cl_nfd_1_149_tot,cl_nfd_150_299_mng,cl_nfd_150_299_pro,cl_nfd_150_299_tectw,cl_nfd_150_299_copsw,cl_nfd_150_299_claw,cl_nfd_150_299_swks,cl_nfd_150_299_maopdv,cl_nfd_150_299_lab,cl_nfd_150_299_idns,cl_nfd_150_299_tot,cl_nfd_300_399_mng,cl_nfd_300_399_pro,cl_nfd_300_399_tectw,cl_nfd_300_399_copsw,cl_nfd_300_399_claw,cl_nfd_300_399_swks,cl_nfd_300_399_maopdv,cl_nfd_300_399_lab,cl_nfd_300_399_idns,cl_nfd_300_399_tot,lga_name16
10050,10,12,0,0,3,0,3,0,0,34,5,11,0,15,10,3,0,5,0,51,7,31,9,35,25,20,0,9,0,138,18,40,14,55,33,23,4,16,0,199,11,63,18,84,46,47,15,20,0,304,39,155,29,141,107,57,7,31,3,574,46,255,54,156,130,56,17,28,6,755,80,413,65,181,172,46,17,22,8,1008,129,593,91,114,184,40,6,14,6,1177,104,657,53,75,122,35,11,5,9,1070,121,587,35,62,91,22,3,3,14,926,111,469,23,60,47,11,9,0,13,747,294,496,28,76,60,15,6,0,16,982,116,233,3,4,20,14,0,0,0,391,16,44,4,7,8,5,0,0,6,96,1096,4067,421,1066,1054,398,98,164,84,8446,0,0,0,0,0,0,0,0,0,3,0,3,3,5,5,3,0,0,0,16,0,3,0,3,0,7,3,3,0,21,5,3,0,10,11,4,3,4,0,36,Albury (C)
10130,25,7,0,0,3,5,0,3,4,45,7,25,3,7,6,6,0,10,0,67,14,49,7,26,22,15,0,10,0,141,10,44,14,36,22,12,4,14,3,170,31,68,12,46,34,28,7,9,0,239,33,108,15,66,65,15,4,54,3,367,52,143,26,70,68,29,7,48,3,459,56,211,26,73,82,16,3,17,3,490,104,333,32,70,121,3,3,12,9,680,58,313,31,48,96,5,4,8,3,569,84,387,28,44,66,4,0,5,3,627,50,370,6,28,27,4,0,3,0,497,178,483,10,31,31,6,0,0,3,745,85,169,0,0,12,5,0,0,0,274,9,25,0,8,12,0,0,3,5,59,798,2739,230,563,664,166,38,194,44,5431,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,10,3,0,3,4,3,0,0,0,0,12,0,0,0,3,3,10,0,0,0,18,Armidale Regional (A)
10250,16,10,3,0,9,3,0,0,0,40,10,17,4,11,4,0,0,3,3,53,9,36,5,25,19,10,3,9,0,108,14,60,11,53,26,18,3,16,3,210,24,65,19,52,33,28,0,21,0,248,28,131,26,114,60,20,7,34,5,431,52,177,28,112,63,32,11,34,4,522,84,242,41,103,78,39,4,19,0,610,85,305,40,78,102,29,6,10,5,655,83,289,24,34,40,9,3,5,3,484,79,327,21,39,24,8,0,3,4,498,51,343,15,32,30,7,3,3,3,478,148,283,7,34,27,7,0,5,3,510,86,144,4,0,9,8,0,3,4,257,8,20,0,7,4,5,0,0,4,46,772,2441,249,691,503,231,50,164,54,5161,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,0,0,6,0,0,3,3,3,3,0,0,0,16,0,0,0,9,8,3,3,3,0,29,Ballina (A)
10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,6,0,3,0,0,0,0,0,13,4,4,3,3,0,0,0,0,0,17,10,5,3,3,0,0,0,0,0,19,3,4,0,3,0,0,0,0,0,20,0,19,0,0,0,0,0,0,0,20,4,7,0,6,0,0,0,0,0,20,3,4,0,7,0,0,0,0,0,12,8,3,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,64,10,29,12,0,0,5,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Balranald (A)
10470,11,3,0,3,7,3,0,0,0,34,4,14,0,14,0,3,0,3,0,35,15,26,11,35,17,22,5,14,3,136,10,41,11,35,11,17,3,8,0,139,13,50,9,57,32,15,0,20,3,197,24,106,20,78,58,26,3,21,3,343,54,171,31,82,66,31,9,27,5,469,54,238,33,98,88,36,12,19,3,590,91,338,41,101,114,22,8,22,9,751,82,375,34,48,83,13,7,5,6,656,104,400,35,65,55,10,3,11,3,680,76,437,28,45,43,7,0,6,3,642,202,408,17,64,41,10,3,6,7,762,105,144,5,0,15,3,0,3,0,275,13,17,0,8,11,6,0,0,3,64,848,2763,286,742,634,229,53,170,51,5783,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,11,0,0,0,6,0,3,0,5,0,22,3,0,3,3,3,3,0,3,0,26,Bathurst Regional (A)
10550,11,7,0,0,0,0,0,3,0,23,9,9,0,0,15,3,0,5,0,48,29,33,7,37,16,16,0,6,3,153,17,31,12,32,20,15,0,9,0,147,27,47,15,38,29,23,3,8,0,195,39,101,21,67,41,25,8,10,3,305,45,123,17,63,45,24,3,11,5,335,53,169,27,73,61,9,7,16,0,423,63,228,17,46,64,10,3,18,5,450,48,215,14,23,39,11,5,9,0,366,35,234,12,13,21,3,0,6,3,338,43,206,12,22,12,6,0,3,0,308,93,153,10,31,7,0,0,3,3,302,28,80,0,5,3,0,0,0,0,120,3,16,3,5,3,0,0,0,0,36,553,1644,166,473,382,153,27,115,34,3560,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,13,3,0,0,0,5,5,0,0,0,15,0,0,3,8,3,0,0,3,0,23,Bega Valley (A)
10600,13,0,0,0,0,0,0,0,0,14,0,6,0,4,3,0,0,0,0,23,12,8,8,8,10,4,0,3,0,58,11,19,4,10,12,9,4,0,0,68,12,25,11,17,8,9,3,6,0,90,16,35,6,23,23,8,0,3,0,114,19,51,12,37,16,4,0,10,0,147,22,53,10,23,15,9,3,5,3,129,27,75,4,17,15,3,3,7,3,143,25,70,3,3,3,3,6,4,0,113,10,71,0,9,3,3,0,0,0,95,15,62,3,8,3,0,0,3,0,86,32,45,0,5,5,3,0,0,3,96,13,27,3,0,0,0,0,0,0,46,8,7,0,3,5,0,0,0,0,24,228,558,60,160,107,53,22,41,21,1248,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,Bellingen (A)
10650,3,3,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,8,9,0,4,4,0,0,0,3,0,23,10,8,3,4,7,3,0,3,0,32,3,5,0,10,3,0,0,0,0,23,6,20,4,14,5,3,3,3,0,56,12,18,7,12,9,3,0,3,0,61,23,15,3,15,13,5,0,0,0,77,21,40,3,16,6,0,0,6,0,91,16,28,0,0,8,0,4,5,0,60,15,27,4,0,3,0,3,0,3,53,14,32,0,3,3,0,0,0,0,49,33,22,0,8,0,0,0,0,0,62,6,10,0,0,0,0,0,0,0,11,5,3,0,0,0,0,0,0,0,9,178,235,34,81,56,12,11,24,8,639,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,8,Berrigan (A)
10750,36,48,14,18,24,16,9,8,23,202,12,87,16,52,44,44,19,28,11,307,44,192,30,179,127,161,32,83,16,860,53,200,67,192,147,161,92,123,15,1046,89,244,78,248,187,201,130,121,29,1323,142,446,132,408,317,280,200,183,25,2121,184,721,223,513,475,253,393,259,37,3055,331,1146,346,583,712,276,537,244,61,4240,561,1985,433,547,872,213,472,185,64,5333,511,2150,279,336,524,133,251,109,42,4342,584,2155,215,235,345,120,140,56,34,3882,519,1980,153,187,189,74,62,26,14,3206,1502,1881,182,188,250,137,52,38,37,4255,1122,689,38,20,90,73,10,4,8,2055,60,135,22,39,34,23,22,13,45,397,5755,14063,2221,3743,4338,2167,2403,1476,465,36630,0,0,0,3,4,3,4,0,0,18,0,0,0,11,7,3,0,4,0,30,3,3,6,11,5,15,0,11,0,69,5,8,5,31,27,17,9,12,0,118,Blacktown (C)
10800,5,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,10,0,3,0,4,3,0,0,0,0,13,3,3,0,0,0,0,0,0,0,10,10,8,0,4,3,0,0,6,0,27,10,14,3,7,15,0,0,6,0,46,3,12,5,5,5,4,0,3,0,42,20,23,3,3,7,0,0,0,0,53,13,34,0,3,5,0,0,3,0,63,8,30,4,3,7,0,0,0,0,55,11,28,0,4,6,0,3,0,0,52,6,16,0,3,0,0,0,0,0,33,24,35,7,4,0,0,5,0,0,77,17,25,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,6,136,222,31,56,45,11,17,17,3,532,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,Bland (A)
10850,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,10,11,8,3,5,4,3,0,8,0,34,3,3,4,4,3,4,0,0,0,20,4,9,0,3,0,3,0,0,0,26,6,4,0,6,0,4,3,3,0,28,11,26,0,7,9,0,0,0,0,62,13,23,0,3,12,0,3,3,0,52,22,28,4,4,8,3,3,3,0,74,15,32,7,3,3,3,6,3,0,61,20,34,9,3,4,0,4,3,0,70,15,41,3,8,5,0,8,3,0,73,33,55,14,3,3,0,10,0,3,124,35,30,5,0,0,0,0,0,0,78,3,3,0,0,0,0,0,0,0,9,193,294,50,57,46,17,38,28,5,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,Blayney (A)
10900,14,15,0,8,4,0,0,3,3,52,7,50,12,28,18,13,0,29,0,154,11,109,22,85,50,25,8,39,3,353,43,118,23,86,46,41,6,44,9,415,32,158,31,106,50,60,6,31,0,475,63,238,40,163,84,64,13,50,5,714,63,270,56,163,100,37,7,34,3,733,93,343,56,176,112,33,12,28,13,866,119,441,60,130,105,36,10,17,6,920,108,436,47,74,68,26,9,4,6,761,87,431,26,49,38,15,0,4,11,665,66,457,18,44,15,14,0,5,5,625,187,352,15,42,34,4,3,4,4,656,76,147,3,8,14,5,0,0,7,258,13,32,8,16,9,3,0,0,10,91,979,3591,405,1167,750,373,89,296,91,7744,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,17,3,3,0,4,10,11,0,4,0,36,3,0,3,13,7,5,0,3,0,35,Blue Mountains (C)
10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,3,4,0,3,0,0,0,0,0,10,4,3,0,0,0,0,0,3,3,16,5,3,0,7,4,3,0,0,0,21,3,13,0,4,5,0,0,3,0,32,13,16,3,7,7,0,0,4,0,43,3,14,0,3,0,0,0,0,0,24,9,14,0,4,3,0,0,0,0,36,8,12,0,3,3,0,0,0,0,26,7,25,3,3,0,0,0,0,0,36,14,8,3,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,7,73,117,11,43,25,4,9,8,5,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bogan (A)
11100,11,14,5,12,7,13,3,3,8,83,7,22,4,18,16,28,7,7,6,107,10,31,11,45,30,70,14,30,9,251,21,47,20,89,42,108,39,91,4,462,27,52,32,102,74,140,56,113,13,608,46,97,55,154,145,179,101,151,15,936,87,155,106,241,228,231,152,175,21,1407,196,328,193,357,430,251,216,203,45,2213,299,643,224,360,578,207,164,123,47,2630,289,689,195,258,385,120,97,49,36,2114,333,764,146,220,262,84,43,29,31,1917,346,694,145,135,167,79,25,19,25,1626,1028,1283,249,117,238,118,18,23,38,3099,1219,1297,123,19,127,52,3,4,12,2862,27,58,12,20,26,19,13,10,29,213,3945,6173,1512,2136,2757,1693,957,1021,329,20525,0,0,0,5,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,3,0,0,3,0,3,0,3,0,15,0,0,3,7,3,4,0,3,0,25,Botany Bay (C)
11150,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,4,3,0,0,5,0,0,0,3,0,12,4,7,0,4,3,0,0,0,0,9,8,8,0,3,6,0,0,3,0,30,8,25,3,16,3,4,0,0,0,49,0,26,0,8,5,0,0,0,0,34,3,25,0,11,6,0,0,0,0,49,7,21,0,19,0,0,0,0,0,48,17,15,0,14,3,0,0,0,0,54,4,3,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,5,65,126,4,81,27,10,0,9,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bourke (A)
11200,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,8,5,3,0,0,0,0,0,0,0,10,0,4,0,7,0,0,0,0,0,14,5,7,0,6,0,0,0,0,0,21,0,13,0,0,0,0,0,0,0,14,0,21,0,4,0,0,0,0,0,26,3,3,0,3,0,0,0,0,0,14,12,3,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,9,39,67,0,29,4,0,0,5,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brewarrina (A)
14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,9,0,0,0,0,0,3,0,0,0,11,3,3,0,3,3,0,0,4,0,18,3,3,0,3,7,0,0,4,0,18,4,3,0,4,4,0,0,0,0,24,13,6,3,6,6,0,0,6,0,41,13,13,0,12,9,3,0,12,0,60,7,33,0,10,14,4,0,0,0,67,22,33,3,9,0,0,0,0,0,69,14,20,0,8,5,0,0,0,0,52,3,22,0,5,0,0,0,0,0,35,16,16,0,6,0,0,3,0,0,44,7,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,128,165,9,60,53,6,8,31,0,456,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,Junee (A)
14350,6,3,0,0,3,3,0,0,0,14,4,7,0,7,4,4,0,3,0,21,8,16,7,10,13,3,0,6,0,69,12,22,3,14,5,6,0,11,0,77,5,27,3,23,10,11,0,4,3,91,16,53,4,44,26,11,5,9,0,165,22,71,9,51,38,14,0,5,4,218,29,113,8,42,38,4,5,5,0,245,30,198,18,47,36,6,0,9,4,344,28,175,7,23,25,4,4,6,0,276,33,192,0,35,6,3,0,0,3,278,40,174,6,38,3,0,0,0,0,262,88,121,6,37,12,0,5,0,0,268,31,60,0,6,0,0,0,3,0,107,6,10,0,3,0,0,0,0,0,25,360,1251,74,369,220,69,23,61,22,2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,3,3,0,0,3,0,13,0,0,3,3,3,0,0,3,0,17,Kempsey (A)
11250,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,4,0,3,0,11,3,14,0,8,7,0,0,0,0,39,4,12,3,6,0,6,0,7,0,35,0,12,3,11,3,4,3,0,0,32,4,28,0,8,8,10,0,4,0,67,9,35,8,34,20,6,3,5,0,113,10,47,7,40,16,5,0,0,0,130,18,117,11,41,23,4,0,3,4,219,13,155,3,28,17,4,0,0,4,221,23,158,6,29,15,4,0,3,3,234,30,136,0,19,11,0,3,0,0,202,91,145,10,32,14,0,3,0,0,295,36,51,3,0,0,0,0,0,0,90,0,6,0,3,0,0,0,0,0,14,230,910,66,262,129,48,22,28,17,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,3,0,8,3,0,0,4,3,3,0,0,0,13,Broken Hill (C)
13910,16,0,0,0,4,0,0,3,0,29,10,3,0,0,3,3,0,3,0,25,7,7,3,9,9,3,0,6,0,42,11,22,5,6,12,3,0,8,4,68,21,13,0,8,11,0,3,7,0,58,28,42,4,21,19,3,0,9,0,140,34,48,9,35,31,11,3,11,0,177,38,62,11,36,21,0,0,20,0,193,57,106,14,18,36,6,3,6,0,249,46,100,3,0,11,10,0,0,0,170,42,80,6,18,11,3,0,3,0,173,35,94,4,18,6,0,5,0,0,169,66,84,3,16,0,0,0,0,0,177,55,38,0,0,0,0,0,3,0,101,9,4,0,3,0,3,0,0,0,17,482,702,68,192,176,46,16,87,13,1784,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,4,0,11,4,0,0,0,6,4,0,3,0,8,Hilltops (A)
14000,39,42,9,8,23,14,4,6,6,141,20,115,12,56,43,32,7,26,3,306,45,181,33,151,94,101,10,47,5,667,57,204,60,180,135,116,20,59,5,842,58,214,59,221,114,132,31,80,14,915,98,406,80,303,196,154,32,78,20,1357,122,564,122,323,260,132,52,127,17,1714,211,728,168,337,337,138,74,113,12,2117,289,1199,189,252,320,116,50,66,17,2500,244,1100,126,141,202,46,44,33,25,1965,270,1214,98,125,138,49,27,25,23,1958,231,1159,42,64,98,35,22,13,9,1672,602,1301,85,66,125,48,13,12,22,2274,440,571,21,12,64,43,0,3,15,1164,22,70,15,29,21,12,3,3,22,189,2734,9061,1109,2272,2166,1160,391,690,212,19798,0,3,0,0,0,0,0,0,0,8,3,3,0,7,3,9,0,8,0,27,5,3,5,16,9,4,3,7,0,54,3,4,7,13,13,12,0,3,0,59,Hornsby (A)
14100,6,0,0,3,0,3,0,0,0,17,3,8,0,5,0,0,0,0,0,20,4,20,4,14,11,12,0,6,0,74,3,22,4,23,18,11,3,7,0,91,3,32,6,36,7,7,0,11,0,110,7,48,3,40,20,14,4,14,6,155,7,85,15,54,37,10,0,10,4,220,30,106,24,63,35,16,0,13,4,293,35,153,25,37,45,16,0,10,4,336,37,157,13,34,29,8,0,0,3,280,33,150,4,14,27,8,0,0,0,237,31,140,4,13,11,0,0,0,3,198,68,189,7,8,24,3,0,0,3,310,79,103,4,0,11,9,0,0,4,215,3,13,3,8,3,0,0,0,0,24,354,1234,126,350,284,114,12,70,29,2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,Hunters Hill (A)
14170,61,67,14,16,25,21,3,5,18,223,25,135,22,65,47,39,8,27,9,373,56,226,75,192,94,110,30,78,13,874,78,280,104,243,120,177,65,147,22,1234,91,332,106,334,146,173,88,148,23,1450,176,588,201,443,261,241,140,183,25,2246,227,806,247,504,417,337,154,201,31,2924,386,1236,339,561,567,316,147,183,39,3779,623,1764,414,463,594,227,135,110,55,4393,481,1608,226,284,410,161,58,47,51,3321,512,1574,130,199,272,98,52,28,32,2890,417,1383,78,150,184,69,18,14,19,2327,1055,1818,93,164,243,105,16,17,40,3556,777,913,39,31,82,60,7,7,32,1941,43,119,15,29,28,14,8,3,40,309,5008,12844,2101,3683,3491,2150,935,1191,449,31844,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,10,0,3,0,18,12,11,0,7,0,45,4,4,5,9,12,15,0,4,0,57,Inner West (A)
14200,7,3,0,0,4,0,0,0,0,17,7,3,0,5,3,3,0,3,0,23,14,10,0,7,7,4,0,3,0,44,17,14,3,10,8,4,0,4,3,64,11,15,0,13,4,6,0,3,0,63,15,33,8,18,12,7,3,15,3,104,13,46,0,26,16,4,3,17,0,124,26,65,10,24,29,6,3,11,3,172,35,87,6,21,32,5,0,4,4,199,22,75,9,12,4,0,0,3,0,130,21,101,3,10,14,3,0,0,0,155,16,119,5,16,3,0,0,0,3,165,38,75,4,13,3,3,0,0,0,139,18,33,0,0,4,0,0,0,0,54,3,4,3,0,0,0,0,0,0,11,262,692,46,181,146,45,11,73,15,1463,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,4,0,0,4,3,0,0,0,0,10,3,0,0,4,0,3,0,6,0,14,Inverell (A)
14400,9,3,3,0,4,3,0,0,0,19,8,11,7,4,11,9,0,8,0,48,5,16,4,15,9,12,3,8,3,81,10,13,7,25,10,7,0,5,0,88,14,28,3,25,19,6,0,11,3,112,25,37,9,38,29,11,4,14,3,168,18,65,17,37,18,11,3,3,0,176,22,69,16,29,34,6,0,7,5,183,35,115,12,15,27,11,3,6,10,240,27,71,16,15,15,5,0,3,0,157,28,90,3,13,11,3,0,3,0,156,18,81,3,3,3,3,0,3,3,121,56,75,7,9,7,9,0,4,3,160,30,57,0,0,10,4,0,0,5,112,4,3,0,0,7,0,0,0,0,19,319,743,104,225,206,99,17,75,35,1832,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,11,0,3,0,4,3,3,0,0,0,11,0,6,0,0,3,4,0,0,0,14,Kiama (A)
14500,43,52,4,10,20,12,0,0,12,153,30,111,12,55,39,24,7,13,3,302,32,162,21,104,73,50,5,35,6,488,39,201,39,142,110,75,9,58,4,667,59,203,60,192,145,68,5,53,14,799,87,362,58,247,179,94,7,60,12,1121,113,455,79,268,226,110,15,60,15,1339,179,694,109,299,302,94,16,52,20,1763,227,1061,138,217,326,105,14,41,30,2156,189,1039,85,82,218,56,3,20,14,1704,224,1143,67,63,145,50,8,14,20,1724,202,1098,31,47,89,43,3,4,10,1522,554,1436,46,47,121,66,4,7,27,2302,607,946,28,14,78,69,0,7,49,1794,31,100,10,14,29,13,0,3,21,220,2622,9070,791,1800,2088,923,93,413,258,18058,0,0,0,0,0,0,0,0,0,10,0,0,3,7,3,3,0,0,0,14,4,3,0,11,3,8,0,6,0,30,0,0,0,12,5,6,0,5,0,35,Ku-ring-gai (A)
14550,9,0,0,0,0,0,0,0,0,11,4,0,0,0,4,0,0,0,0,13,6,7,0,7,7,6,0,3,0,40,11,13,3,4,5,4,0,3,3,51,17,21,0,8,7,0,0,9,0,69,21,19,0,4,7,3,4,6,0,60,19,23,4,7,11,0,0,4,0,74,14,35,4,3,13,4,0,0,0,68,12,60,3,9,7,0,0,0,0,95,10,36,3,0,3,0,0,0,0,58,9,48,0,5,5,3,0,3,0,72,15,33,0,0,0,0,0,0,0,57,27,15,0,5,0,0,0,0,0,50,11,16,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,180,338,25,62,65,25,12,33,7,744,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Kyogle (A)
