lga_code_2014,lga_name_2014,year,land_area_ha,pa_indig_area,pa_nat_park,pa_nat_res,pa_oth_pa,pa_tot,pa_indig_area_ha,pa_nat_park_ha,pa_nat_res_ha,pa_oth_pa_ha,pa_tot_ha,pa_indig_area_pc,pa_nat_park_pc,pa_nat_res_pc,pa_oth_pa_pc,pa_tot_pc,solar_panel_system,solar_water_heater
47630,Tatiara (DC),2014,652720.2,,,,92.0,92.0,,,,91536.0,91536.0,,,,14.0,14.0,714.0,149.0
47980,Unley (C),2014,1427.1,,,,,,,,,,,,,,,,2948.0,440.0
48050,Victor Harbor (C),2014,38462.1,,,,60.0,60.0,,,,2950.0,2950.0,,,,7.7,7.7,3055.0,691.0
48130,Wakefield (DC),2014,346848.8,,,,9.0,9.0,,,,961.0,961.0,,,,0.3,0.3,921.0,209.0
48640,Wudinna (DC),2014,539392.2,,,,40.0,40.0,,,,101074.0,101074.0,,,,18.7,18.7,157.0,37.0
48260,Walkerville (M),2014,353.0,,,,,,,,,,,,,,,,626.0,99.0
48340,Wattle Range (DC),2014,392634.3,,,,65.0,65.0,,,,20437.0,20437.0,,,,5.2,5.2,1118.0,141.0
48410,West Torrens (C),2014,3704.0,,,,,,,,,,,,,,,,4527.0,699.0
48540,Whyalla (C),2014,106959.2,,,,3.0,3.0,,,,2181.0,2181.0,,,,2.0,2.0,2845.0,1060.0
48750,Yankalilla (DC),2014,75125.8,,1.0,,35.0,36.0,,4388.0,,1501.0,5889.0,,5.8,,2.0,7.8,1104.0,359.0
48830,Yorke Peninsula (DC),2014,589960.8,,1.0,,53.0,54.0,,9419.0,,22484.0,31903.0,,1.6,,3.8,5.4,2802.0,458.0
49399,Unincorporated SA,2014,62348304.1,3.0,7.0,,112.0,122.0,942852.0,527619.0,,18695854.0,20166325.0,1.5,0.8,,30.0,32.3,197.0,124.0
50080,Albany (C),2014,430993.8,,8.0,42.0,3.0,53.0,,18236.0,19134.0,,37370.0,,4.2,4.4,,8.7,1807.0,1686.0
50210,Armadale (C),2014,55991.6,,5.0,6.0,,11.0,,5089.0,438.0,,5527.0,,9.1,0.8,,9.9,6242.0,5121.0
51680,Chittering (S),2014,121990.4,,2.0,11.0,,13.0,,10.0,1874.0,,1884.0,,,1.5,,1.5,573.0,734.0
51750,Claremont (T),2014,495.6,,,,,,,,,,,,,,,,501.0,280.0
51820,Cockburn (C),2014,16793.8,,5.0,4.0,,9.0,,439.0,858.0,,1297.0,,2.6,5.1,,7.7,8208.0,5309.0
51890,Collie (S),2014,171002.3,,5.0,1.0,,6.0,,39421.0,7.0,,39428.0,,23.1,,,23.1,816.0,783.0
52100,Corrigin (S),2014,268059.6,,,14.0,2.0,16.0,,,2988.0,277.0,3264.0,,,1.1,0.1,1.2,110.0,128.0
52170,Cottesloe (T),2014,385.6,,,,,,,,,,,,,,,,271.0,239.0
52240,Cranbrook (S),2014,327746.6,,3.0,27.0,,30.0,,30992.0,14377.0,,45369.0,,9.5,4.4,,13.8,45.0,72.0
52310,Cuballing (S),2014,119494.8,,,10.0,1.0,11.0,,,1105.0,85.0,1190.0,,,0.9,0.1,1.0,78.0,72.0
52380,Cue (S),2014,1358487.8,,2.0,,,2.0,,51513.0,,,51513.0,,3.8,,,3.8,17.0,16.0
52450,Cunderdin (S),2014,186244.6,,,2.0,,2.0,,,44.0,,44.0,,,,,,73.0,94.0
52520,Dalwallinu (S),2014,722722.3,,1.0,14.0,,15.0,,3.0,7674.0,,7677.0,,,1.1,,1.1,81.0,169.0
52590,Dandaragan (S),2014,671148.9,,10.0,30.0,7.0,47.0,,72559.0,48229.0,1158.0,121946.0,,10.8,7.2,0.2,18.2,353.0,372.0
52660,Dardanup (S),2014,52591.8,,2.0,1.0,1.0,4.0,,9181.0,12.0,683.0,9876.0,,17.5,,1.3,18.8,1304.0,791.0
52730,Denmark (S),2014,185989.8,,7.0,11.0,6.0,24.0,,99712.0,7150.0,1085.0,107947.0,,53.6,3.8,0.6,58.0,451.0,595.0
52940,Dowerin (S),2014,186308.5,,,12.0,2.0,14.0,,,1841.0,51.0,1892.0,,,1.0,,1.0,42.0,41.0
53010,Dumbleyung (S),2014,254127.5,,,27.0,,27.0,,,11051.0,,11051.0,,,4.3,,4.3,37.0,60.0
53080,Dundas (S),2014,9258721.8,,1.0,5.0,,6.0,,3431.0,889623.0,,893054.0,,,9.6,,9.6,24.0,20.0
53150,East Fremantle (T),2014,313.9,,,,,,,,,,,,,,,,370.0,270.0
53220,East Pilbara (S),2014,37124404.4,4.0,2.0,,,6.0,4920630.0,1521499.0,,,6442129.0,13.3,4.1,,,17.4,79.0,746.0
53290,Esperance (S),2014,4503879.2,,6.0,63.0,4.0,73.0,,373079.0,626836.0,3774.0,1003689.0,,8.3,13.9,0.1,22.3,536.0,642.0
53360,Exmouth (S),2014,648807.0,,4.0,2.0,,6.0,,284434.0,1440.0,,285874.0,,43.8,0.2,,44.1,126.0,261.0
53430,Fremantle (C),2014,1901.0,,,,,,,,,,,,,,,,1808.0,1205.0
53570,Gingin (S),2014,320844.2,,3.0,23.0,,26.0,,20047.0,31891.0,,51938.0,,6.2,9.9,,16.2,740.0,771.0
53640,Gnowangerup (S),2014,426556.9,,2.0,11.0,,13.0,,37474.0,3428.0,,40901.0,,8.8,0.8,,9.6,75.0,130.0
54280,Kalgoorlie/Boulder (C),2014,9515152.6,,2.0,3.0,6.0,11.0,,15949.0,273122.0,65448.0,354518.0,,0.2,2.9,0.7,3.7,888.0,579.0
54310,Karratha (C),2014,1523579.8,,5.0,5.0,5.0,15.0,,9676.0,11299.0,28.0,21004.0,,0.6,0.7,,1.4,229.0,490.0
53710,Goomalling (S),2014,183542.9,,,3.0,,3.0,,,411.0,,411.0,,,0.2,,0.2,62.0,67.0
54900,Lake Grace (S),2014,1188582.9,,1.0,38.0,,39.0,,53127.0,145917.0,,199044.0,,4.5,12.3,,16.7,53.0,75.0
53780,Gosnells (C),2014,12719.9,,1.0,2.0,,3.0,,551.0,66.0,,617.0,,4.3,0.5,,4.8,10581.0,5211.0
53800,Greater Geraldton (C),2014,988911.2,,3.0,18.0,,21.0,,48097.0,22313.0,,70410.0,,4.9,2.3,,7.1,2634.0,3370.0
53920,Halls Creek (S),2014,13306138.0,3.0,3.0,,2.0,8.0,1359398.0,324147.0,,569510.0,2253055.0,10.2,2.4,,4.3,16.9,21.0,160.0
53990,Harvey (S),2014,172787.8,,4.0,11.0,3.0,18.0,,4492.0,1231.0,74.0,5796.0,,2.6,0.7,,3.4,2225.0,1535.0
54060,Irwin (S),2014,237196.1,,,5.0,,5.0,,,29278.0,,29278.0,,,12.3,,12.3,338.0,474.0
54340,Katanning (S),2014,151829.3,,,8.0,1.0,9.0,,,4908.0,59.0,4967.0,,,3.2,,3.3,154.0,360.0
54410,Kellerberrin (S),2014,191557.8,,,13.0,,13.0,,,3016.0,,3016.0,,,1.6,,1.6,88.0,60.0
54480,Kent (S),2014,563010.6,,1.0,26.0,3.0,30.0,,1302.0,113933.0,867.0,116101.0,,0.2,20.2,0.2,20.6,19.0,42.0
54550,Kojonup (S),2014,293114.1,,,19.0,,19.0,,,2050.0,,2050.0,,,0.7,,0.7,86.0,156.0
54620,Kondinin (S),2014,742208.6,,,28.0,,28.0,,,29060.0,,29060.0,,,3.9,,3.9,37.0,89.0
54690,Koorda (S),2014,283235.2,,,13.0,1.0,14.0,,,6507.0,4.0,6511.0,,,2.3,,2.3,13.0,29.0
54760,Kulin (S),2014,471686.1,,,45.0,,45.0,,,28768.0,,28768.0,,,6.1,,6.1,74.0,61.0
54830,Kwinana (C),2014,12001.2,,1.0,2.0,,3.0,,12.0,468.0,,480.0,,0.1,3.9,,4.0,2983.0,2223.0
54970,Laverton (S),2014,17989217.6,2.0,,4.0,,6.0,13598.0,,1179933.0,,1193531.0,0.1,,6.6,,6.6,11.0,25.0
56520,Narrogin (T),2014,1312.7,,,,,,,,,,,,,,,,211.0,195.0
56580,Nedlands (C),2014,1994.7,,,,,,,,,,,,,,,,881.0,608.0
55040,Leonora (S),2014,3189320.7,,,1.0,,1.0,,,45800.0,,45800.0,,,1.4,,1.4,214.0,82.0
55110,Mandurah (C),2014,17422.5,,2.0,5.0,1.0,8.0,,4757.0,320.0,7.0,5083.0,,27.3,1.8,,29.2,9623.0,5531.0
55180,Manjimup (S),2014,702574.8,,22.0,17.0,5.0,44.0,,329204.0,36984.0,193.0,366380.0,,46.9,5.3,,52.1,530.0,758.0
55250,Meekatharra (S),2014,10012081.3,,2.0,,1.0,3.0,,637095.0,,189139.0,826234.0,,6.4,,1.9,8.3,38.0,87.0
55320,Melville (C),2014,5281.8,,,1.0,1.0,2.0,,,11.0,2.0,13.0,,,0.2,,0.2,6866.0,4151.0
56620,Ngaanyatjarraku (S),2014,16037806.6,4.0,,1.0,,5.0,10344551.0,,1842021.0,,12186572.0,64.5,,11.5,,76.0,5.0,27.0
55390,Menzies (S),2014,12457715.4,,4.0,4.0,,8.0,,269661.0,2849153.0,,3118814.0,,2.2,22.9,,25.0,7.0,5.0
55460,Merredin (S),2014,329439.3,,1.0,21.0,,22.0,,258.0,7271.0,,7528.0,,0.1,2.2,,2.3,231.0,271.0
55530,Mingenew (S),2014,193485.6,,1.0,3.0,,4.0,,755.0,1014.0,,1769.0,,0.4,0.5,,0.9,26.0,41.0
55600,Moora (S),2014,376298.0,,1.0,13.0,1.0,15.0,,12004.0,1451.0,1.0,13456.0,,3.2,0.4,,3.6,156.0,170.0
55670,Morawa (S),2014,351255.0,,2.0,10.0,,12.0,,47155.0,2424.0,,49579.0,,13.4,0.7,,14.1,35.0,62.0
56930,Peppermint Grove (S),2014,106.8,,,,1.0,1.0,,,,3.0,3.0,,,,3.0,3.0,54.0,48.0
55740,Mosman Park (T),2014,434.7,,,,,,,,,,,,,,,,327.0,230.0
55810,Mount Magnet (S),2014,1387288.5,,1.0,,,1.0,,9.0,,,9.0,,,,,,40.0,34.0
55880,Mount Marshall (S),2014,1018592.1,,,17.0,,17.0,,,301450.0,,301450.0,,,29.6,,29.6,19.0,46.0
57080,Perth (C),2014,1202.1,,,,1.0,1.0,,,,2.0,2.0,,,,0.2,0.2,224.0,97.0
57140,Pingelly (S),2014,129404.7,,,20.0,1.0,21.0,,,7590.0,2.0,7592.0,,,5.9,,5.9,67.0,87.0
55950,Mukinbudin (S),2014,343499.0,,,15.0,1.0,16.0,,,18112.0,3.0,18115.0,,,5.3,,5.3,37.0,46.0
56090,Mundaring (S),2014,64325.2,,6.0,5.0,1.0,12.0,,8084.0,156.0,46.0,8285.0,,12.6,0.2,0.1,12.9,3306.0,3927.0
57210,Plantagenet (S),2014,487646.5,,4.0,21.0,1.0,26.0,,138168.0,4921.0,511.0,143601.0,,28.3,1.0,0.1,29.4,293.0,351.0
57280,Port Hedland (T),2014,1843110.9,,,2.0,1.0,3.0,,,71.0,,71.0,,,,,,179.0,592.0
57350,Quairading (S),2014,201692.7,,,20.0,2.0,22.0,,,2632.0,14.0,2647.0,,,1.3,,1.3,106.0,102.0
57420,Ravensthorpe (S),2014,982899.9,,4.0,13.0,1.0,18.0,,163995.0,29797.0,716.0,194508.0,,16.7,3.0,0.1,19.8,103.0,108.0
57490,Rockingham (C),2014,25689.1,,2.0,3.0,1.0,6.0,,156.0,707.0,11.0,875.0,,0.6,2.8,,3.4,12180.0,6577.0
56160,Murchison (S),2014,4503017.0,,3.0,1.0,,4.0,,326232.0,9427.0,,335658.0,,7.2,0.2,,7.5,4.0,14.0
56230,Murray (S),2014,171004.8,,3.0,18.0,1.0,22.0,,2535.0,3249.0,16.0,5799.0,,1.5,1.9,,3.4,2206.0,1888.0
56300,Nannup (S),2014,305370.8,,10.0,3.0,5.0,18.0,,79698.0,6059.0,432.0,86188.0,,26.1,2.0,0.1,28.2,141.0,115.0
61510,Derwent Valley (M),2014,410810.6,,3.0,,37.0,40.0,,18881.0,,300848.0,319728.0,,4.6,,73.2,77.8,405.0,94.0
61610,Devonport (C),2014,11125.8,,,,9.0,9.0,,,,302.0,302.0,,,,2.7,2.7,962.0,156.0
61810,Dorset (M),2014,322759.7,,1.0,4.0,52.0,57.0,,5004.0,29.0,55079.0,60111.0,,1.6,,17.1,18.6,377.0,108.0
62010,Flinders (M),2014,199662.4,5.0,3.0,8.0,71.0,87.0,10519.0,9888.0,11328.0,47560.0,79296.0,5.3,5.0,5.7,23.8,39.7,115.0,92.0
62210,George Town (M),2014,65343.8,,,,20.0,20.0,,,,7805.0,7805.0,,,,11.9,11.9,382.0,81.0
62410,Glamorgan/Spring Bay (M),2014,259134.7,,3.0,11.0,119.0,133.0,,19402.0,4438.0,50281.0,74120.0,,7.5,1.7,19.4,28.6,397.0,80.0
62610,Glenorchy (C),2014,12114.9,,1.0,,4.0,5.0,,4109.0,,37.0,4145.0,,33.9,,0.3,34.2,1713.0,369.0
62810,Hobart (C),2014,7791.1,,1.0,,5.0,6.0,,1722.0,,100.0,1823.0,,22.1,,1.3,23.4,2007.0,802.0
56370,Narembeen (S),2014,383325.5,,,13.0,1.0,14.0,,,4388.0,44.0,4431.0,,,1.1,,1.2,37.0,71.0
56450,Narrogin (S),2014,161835.4,,,21.0,2.0,23.0,,,6397.0,35.0,6433.0,,,4.0,,4.0,52.0,49.0
63010,Huon Valley (M),2014,550735.6,,3.0,2.0,71.0,76.0,,13857.0,20.0,387188.0,401066.0,,2.5,,70.3,72.8,1120.0,306.0
63210,Kentish (M),2014,115596.5,,,,36.0,36.0,,,,28980.0,28980.0,,,,25.1,25.1,333.0,94.0
63410,King Island (M),2014,109576.4,,2.0,6.0,35.0,43.0,,7744.0,175.0,9194.0,17113.0,,7.1,0.2,8.4,15.6,185.0,138.0
63610,Kingborough (M),2014,72010.3,1.0,3.0,5.0,78.0,87.0,13.0,8278.0,177.0,9672.0,18140.0,,11.5,0.2,13.4,25.2,2167.0,787.0
63810,Latrobe (M),2014,60046.4,,1.0,1.0,17.0,19.0,,3039.0,49.0,3810.0,6898.0,,5.1,0.1,6.3,11.5,539.0,113.0
64010,Launceston (C),2014,141362.3,,,1.0,57.0,58.0,,,108.0,8045.0,8153.0,,,0.1,5.7,5.8,2566.0,679.0
64210,Meander Valley (M),2014,333033.9,,7.0,1.0,100.0,108.0,,7191.0,43.0,118906.0,126141.0,,2.2,,35.7,37.9,969.0,244.0
64610,Northern Midlands (M),2014,513650.1,,4.0,2.0,114.0,120.0,,18893.0,1281.0,48521.0,68695.0,,3.7,0.2,9.4,13.4,593.0,176.0
64810,Sorell (M),2014,58367.6,,,7.0,30.0,37.0,,,1191.0,2455.0,3646.0,,,2.0,4.2,6.2,852.0,156.0
65010,Southern Midlands (M),2014,261542.1,,,8.0,75.0,83.0,,,1259.0,17272.0,18531.0,,,0.5,6.6,7.1,298.0,49.0
56730,Northam (S),2014,143122.1,,1.0,13.0,,14.0,,2626.0,4061.0,,6687.0,,1.8,2.8,,4.7,853.0,804.0
56790,Northampton (S),2014,1261768.5,,2.0,13.0,2.0,17.0,,229330.0,1299.0,692.0,231321.0,,18.2,0.1,0.1,18.3,270.0,249.0
56860,Nungarin (S),2014,116300.8,,,5.0,1.0,6.0,,,10083.0,856.0,10939.0,,,8.7,0.7,9.4,11.0,22.0
57000,Perenjori (S),2014,830044.8,,4.0,9.0,,13.0,,297055.0,1625.0,,298679.0,,35.8,0.2,,36.0,26.0,51.0
57630,Sandstone (S),2014,3266648.8,,4.0,1.0,,5.0,,367071.0,52.0,,367123.0,,11.2,,,11.2,19.0,10.0
57700,Serpentine-Jarrahdale (S),2014,90407.3,,3.0,8.0,1.0,12.0,,4390.0,609.0,2.0,5001.0,,4.9,0.7,,5.5,2170.0,2309.0
57770,Shark Bay (S),2014,2414016.1,,5.0,3.0,5.0,13.0,,291554.0,459785.0,162992.0,914331.0,,12.1,19.0,6.8,37.9,98.0,53.0
57840,South Perth (C),2014,1981.2,,,1.0,,1.0,,,4.0,,4.0,,,0.2,,0.2,1866.0,918.0
57910,Stirling (C),2014,10472.6,,,1.0,3.0,4.0,,,5.0,2.0,7.0,,,0.1,,0.1,10482.0,6811.0
57980,Subiaco (C),2014,697.6,,,,1.0,1.0,,,,17.0,17.0,,,,2.4,2.4,690.0,418.0
58050,Swan (C),2014,104321.9,,3.0,15.0,4.0,22.0,,4500.0,2596.0,2346.0,9442.0,,4.3,2.5,2.2,9.1,10647.0,6834.0
58190,Tammin (S),2014,110169.2,,,9.0,,9.0,,,1600.0,,1600.0,,,1.5,,1.5,26.0,46.0
58260,Three Springs (S),2014,265291.0,,,10.0,1.0,11.0,,,5002.0,131.0,5133.0,,,1.9,,1.9,28.0,46.0
65210,Tasman (M),2014,66049.6,,2.0,1.0,50.0,53.0,,12257.0,41.0,4829.0,17127.0,,18.6,0.1,7.3,25.9,185.0,66.0
65410,Waratah/Wynyard (M),2014,353104.3,,3.0,,39.0,42.0,,4031.0,,159531.0,163563.0,,1.1,,45.2,46.3,598.0,100.0
65610,West Coast (M),2014,958977.6,,2.0,1.0,40.0,43.0,,10355.0,139.0,805758.0,816251.0,,1.1,,84.0,85.1,124.0,8.0
65810,West Tamar (M),2014,69114.5,,1.0,,34.0,35.0,,1009.0,,4247.0,5256.0,,1.5,,6.1,7.6,1436.0,366.0
70200,Alice Springs (T),2014,32751.0,,,,4.0,4.0,,,,5023.0,5023.0,,,,15.3,15.3,1092.0,2196.0
58330,Toodyay (S),2014,169164.9,,1.0,15.0,2.0,18.0,,2167.0,5649.0,3628.0,11445.0,,1.3,3.3,2.1,6.8,633.0,508.0
72800,Palmerston (C),2014,5265.4,,,,,,,,,,,,,,,,671.0,3417.0
73600,Roper Gulf (R),2014,18528663.0,2.0,3.0,,5.0,10.0,393835.0,528810.0,,1451625.0,2374270.0,2.1,2.9,,7.8,12.8,37.0,128.0
74050,Tiwi Islands (R),2014,746256.8,,,,,,,,,,,,,,,,15.0,35.0
58400,Trayning (S),2014,165094.4,,,7.0,1.0,8.0,,,3044.0,3.0,3047.0,,,1.8,,1.8,8.0,42.0
74550,Victoria Daly (R),2014,15009295.9,2.0,1.0,,10.0,13.0,225055.0,178114.0,,1551063.0,1954232.0,1.5,1.2,,10.3,13.0,20.0,52.0
58470,Upper Gascoyne (S),2014,5788343.3,,7.0,,2.0,9.0,,764617.0,,123450.0,888067.0,,13.2,,2.1,15.3,15.0,10.0
58510,Victoria Park (T),2014,1793.1,,,,,,,,,,,,,,,,1455.0,789.0
58540,Victoria Plains (S),2014,255094.5,,,11.0,,11.0,,,1038.0,,1038.0,,,0.4,,0.4,49.0,59.0
74560,Wagait (S),2014,563.5,,,,,,,,,,,,,,,,,5.0
58570,Vincent (C),2014,1137.7,,,,,,,,,,,,,,,,1010.0,480.0
58610,Wagin (S),2014,194573.1,,,20.0,,20.0,,,5330.0,,5330.0,,,2.7,,2.7,143.0,141.0
58680,Wandering (S),2014,189962.2,,2.0,4.0,,6.0,,16468.0,415.0,,16884.0,,8.7,0.2,,8.9,25.0,33.0
58760,Wanneroo (C),2014,68506.1,,2.0,4.0,1.0,7.0,,3852.0,1797.0,11.0,5660.0,,5.6,2.6,,8.3,15039.0,8835.0
58820,Waroona (S),2014,83184.7,,4.0,3.0,1.0,8.0,,17944.0,555.0,,18500.0,,21.6,0.7,,22.2,352.0,620.0
58890,West Arthur (S),2014,283264.8,,2.0,17.0,2.0,21.0,,7607.0,3075.0,200.0,10882.0,,2.7,1.1,0.1,3.8,60.0,63.0
74660,West Arnhem (R),2014,4969247.9,2.0,2.0,,,4.0,1739193.0,1773000.0,,,3512192.0,35.0,35.7,,,70.7,37.0,76.0
74680,West Daly (R),2014,1723058.9,1.0,,,,1.0,67359.0,,,,67359.0,3.9,,,,3.9,17.0,41.0
79399,Unincorporated NT,2014,1978517.0,2.0,,,7.0,9.0,237.0,,,331347.0,331583.0,,,,16.7,16.8,43.0,253.0
89399,Unincorporated ACT,2014,235794.6,,4.0,45.0,2.0,51.0,,77777.0,23488.0,28953.0,130219.0,,33.0,10.0,12.3,55.2,15476.0,7843.0
99399,Unincorp. Other Territories,2014,21765.1,,4.0,,1.0,5.0,,14143.0,,67.0,14211.0,,65.0,,0.3,65.3,85.0,39.0
59030,Westonia (S),2014,331400.7,,,18.0,,18.0,,,27500.0,,27500.0,,,8.3,,8.3,22.0,27.0
59100,Wickepin (S),2014,203983.6,,,21.0,1.0,22.0,,,3762.0,138.0,3900.0,,,1.8,0.1,1.9,52.0,57.0
59170,Williams (S),2014,230448.1,,1.0,6.0,,7.0,,1115.0,663.0,,1778.0,,0.5,0.3,,0.8,53.0,84.0
59250,Wiluna (S),2014,18129437.2,1.0,3.0,2.0,,6.0,6499759.0,611550.0,10453.0,,7121762.0,35.9,3.4,0.1,,39.3,3.0,32.0
59310,Wongan-Ballidu (S),2014,336506.7,,,23.0,,23.0,,,5405.0,,5405.0,,,1.6,,1.6,53.0,107.0
59320,Woodanilling (S),2014,112835.0,,,11.0,,11.0,,,1328.0,,1328.0,,,1.2,,1.2,32.0,51.0
59330,Wyalkatchem (S),2014,159435.4,,,18.0,,18.0,,,1437.0,,1437.0,,,0.9,,0.9,40.0,29.0
59340,Wyndham-East Kimberley (S),2014,11202282.0,4.0,7.0,7.0,4.0,22.0,3643909.0,1166472.0,112732.0,1104.0,4924217.0,32.5,10.4,1.0,,44.0,196.0,423.0
59350,Yalgoo (S),2014,2793635.3,1.0,8.0,,,9.0,46870.0,594404.0,,,641274.0,1.7,21.3,,,23.0,13.0,40.0
59360,Yilgarn (S),2014,3037633.8,,1.0,24.0,,25.0,,121547.0,348282.0,,469829.0,,4.0,11.5,,15.5,29.0,86.0
59370,York (S),2014,213159.1,,2.0,6.0,,8.0,,30536.0,421.0,,30957.0,,14.3,0.2,,14.5,387.0,408.0
60210,Break O'Day (M),2014,352577.0,,3.0,2.0,120.0,125.0,,30578.0,11.0,51554.0,82143.0,,8.7,,14.6,23.3,504.0,113.0
60410,Brighton (M),2014,17126.2,,,1.0,7.0,8.0,,,4.0,835.0,839.0,,,,4.9,4.9,836.0,141.0
60610,Burnie (C),2014,61095.3,,,,13.0,13.0,,,,4368.0,4368.0,,,,7.1,7.1,552.0,117.0
60810,Central Coast (M),2014,93308.8,,1.0,2.0,29.0,32.0,,61.0,129.0,9154.0,9344.0,,0.1,0.1,9.8,10.0,1011.0,199.0
61010,Central Highlands (M),2014,798241.5,,1.0,7.0,90.0,98.0,,11069.0,1470.0,282547.0,295086.0,,1.4,0.2,35.4,37.0,96.0,20.0
61210,Circular Head (M),2014,489765.2,1.0,5.0,4.0,87.0,97.0,529.0,10745.0,137.0,172914.0,184325.0,0.1,2.2,,35.3,37.6,216.0,33.0
61410,Clarence (C),2014,37795.5,1.0,1.0,4.0,34.0,40.0,79.0,88.0,372.0,3168.0,3706.0,0.2,0.2,1.0,8.4,9.8,2703.0,691.0
70420,Barkly (R),2014,32278884.3,1.0,1.0,,8.0,10.0,1207125.0,2164.0,,295624.0,1504912.0,3.7,,,0.9,4.7,81.0,148.0
70540,Belyuen (S),2014,4140.5,,,,,,,,,,,,,,,,,
70620,Central Desert (R),2014,28131138.2,2.0,,,6.0,8.0,13022090.0,,,380903.0,13402994.0,46.3,,,1.4,47.6,20.0,81.0
70700,Coomalie (S),2014,205734.4,,,,2.0,2.0,,,,11677.0,11677.0,,,,5.7,5.7,42.0,87.0
71000,Darwin (C),2014,11151.1,,,,3.0,3.0,,,,660.0,660.0,,,,5.9,5.9,1111.0,4973.0
71300,East Arnhem (R),2014,3329559.7,4.0,,,,4.0,870362.0,,,,870362.0,26.1,,,,26.1,44.0,161.0
72200,Katherine (T),2014,741664.4,1.0,,,3.0,4.0,18.0,,,1923.0,1941.0,,,,0.3,0.3,140.0,460.0
72300,Litchfield (M),2014,290319.2,,,,11.0,11.0,,,,15134.0,15134.0,,,,5.2,5.2,518.0,1271.0
72330,MacDonnell (R),2014,26833661.4,4.0,1.0,,17.0,22.0,320427.0,133372.0,,584519.0,1038317.0,1.2,0.5,,2.2,3.9,29.0,128.0
