lga_code16,p_oth_svc_15_19_yr,p_oth_svc_20_24_yr,p_oth_svc_25_34_yr,p_oth_svc_35_44_yr,p_oth_svc_45_54_yr,p_oth_svc_55_64_yr,p_oth_svc_65_74_yr,p_oth_svc_75_84_yr,p_oth_svc_85_yr_over,p_oth_svc_tot,p_inad_desc_ns_15_19,p_inad_desc_ns_20_24,p_inad_desc_ns_25_34,p_inad_desc_ns_35_44,p_inad_desc_ns_45_54,p_inad_desc_ns_55_64,p_inad_desc_ns_65_74,p_inad_desc_ns_75_84,p_inad_desc_ns_85,p_inad_desc_ns_tot,p_tot_15_19_yr,p_tot_20_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,lga_name16
26670,0,8,18,12,28,21,4,0,0,93,5,5,12,12,30,22,12,4,3,101,127,131,322,391,654,625,270,57,14,2590,Towong (S)
26700,18,51,89,85,101,63,25,3,0,434,35,41,78,90,112,91,35,10,3,500,779,916,2009,2496,2985,2537,643,135,24,12520,Wangaratta (RC)
26730,17,73,114,118,104,88,26,3,0,553,35,55,106,85,140,86,29,13,3,549,1185,1590,3084,3012,3504,2548,518,66,13,15518,Warrnambool (C)
26810,32,81,135,120,123,112,31,0,0,635,43,73,144,113,151,133,61,18,5,738,996,1441,3317,3358,3929,3595,955,165,39,17783,Wellington (S)
26890,4,7,13,0,6,11,5,0,0,38,5,5,12,4,18,17,8,0,0,64,70,122,273,275,443,408,164,55,8,1811,West Wimmera (S)
26980,65,276,584,563,625,438,141,19,0,2714,96,280,739,634,702,409,155,38,12,3060,3397,7101,16671,16810,16549,10590,2783,321,40,74267,Whitehorse (C)
27070,97,392,985,898,697,384,86,6,0,3542,195,470,1319,1086,1061,605,135,25,5,4907,3856,8489,24147,21557,17530,10698,1780,153,31,88238,Whittlesea (C)
27170,47,111,174,133,123,90,25,0,0,705,54,70,120,152,142,86,32,3,0,655,1288,1986,4059,3662,3823,2722,547,47,12,18144,Wodonga (C)
27260,113,317,909,814,571,339,73,0,0,3145,149,494,1494,1289,868,499,111,13,5,4914,3935,8258,28301,27058,18580,9891,1669,95,28,97819,Wyndham (C)
27350,16,129,558,269,202,154,44,9,0,1373,31,164,777,405,266,177,66,4,3,1886,847,4633,21176,10654,6978,4443,1471,117,29,50334,Yarra (C)
27450,153,350,726,701,790,551,132,16,3,3419,191,372,684,743,912,668,197,36,9,3811,4191,6659,13946,15406,17103,12602,3089,326,39,73367,Yarra Ranges (S)
27630,3,3,23,12,21,18,11,0,0,89,0,7,12,9,31,19,12,3,4,96,94,182,387,390,636,642,178,58,3,2577,Yarriambiack (S)
29399,3,13,15,17,17,15,0,0,0,82,6,33,31,27,26,13,9,0,3,146,223,766,937,903,778,513,154,13,3,4293,Unincorporated Vic
30250,0,4,10,13,7,3,0,0,0,35,0,0,3,5,0,6,0,0,0,16,15,23,57,65,61,42,5,0,0,277,Aurukun (S)
30300,4,14,13,22,12,11,5,0,0,80,10,5,10,21,25,22,4,0,0,95,110,152,398,416,495,405,150,30,6,2155,Balonne (S)
30370,20,31,63,50,36,29,9,0,0,247,15,22,40,57,58,39,21,4,0,260,415,603,1563,1636,1719,1304,401,111,8,7774,Banana (S)
30410,3,10,3,4,11,7,0,0,0,38,7,7,12,12,11,5,3,4,0,59,70,123,257,257,361,287,93,25,0,1470,Barcaldine (R)
30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,11,19,24,25,60,44,18,0,0,203,Barcoo (S)
30760,0,4,4,3,0,0,3,0,0,15,3,0,12,4,5,13,9,4,0,42,36,53,170,184,173,212,76,16,3,931,Blackall-Tambo (R)
34710,8,15,10,8,11,17,3,0,0,80,11,10,19,13,11,20,9,4,0,101,144,177,348,357,454,488,136,30,3,2145,Longreach (R)
34770,196,345,623,521,469,322,68,4,0,2548,121,197,410,418,521,332,117,33,12,2164,3195,4407,10532,10799,11819,8150,1679,243,31,50861,Mackay (R)
34800,0,0,0,0,0,0,0,0,0,10,0,0,4,0,3,3,0,0,0,21,23,64,218,232,196,155,45,8,0,938,McKinlay (S)
34830,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4,10,13,18,18,26,7,0,0,96,Mapoon (S)
34860,20,31,57,39,33,30,14,0,0,225,22,33,59,70,65,53,20,9,0,334,330,571,1509,1337,1449,1079,371,104,18,6771,Maranoa (R)
34880,26,25,67,53,62,46,16,0,0,291,27,29,50,65,87,65,26,3,0,358,476,558,1312,1616,2087,1624,470,83,8,8243,Mareeba (S)
35010,444,874,1838,1713,1695,1095,258,24,3,7955,519,870,1604,1894,1941,1192,376,79,19,8495,12476,17682,37140,43070,43090,27241,5562,445,60,186760,Moreton Bay (R)
35250,3,7,3,7,6,3,0,0,0,26,0,0,0,0,0,0,0,0,0,8,18,33,86,82,70,41,11,0,0,343,Mornington (S)
35300,32,41,102,72,52,33,20,0,0,355,22,39,69,68,57,60,15,0,0,323,493,936,2494,1937,1859,1109,276,27,0,9135,Mount Isa (C)
35600,3,3,16,9,17,16,5,0,0,62,4,11,17,18,13,15,7,0,0,90,111,182,410,392,442,433,106,18,0,2087,Murweh (S)
35670,0,3,3,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,10,0,18,37,37,44,20,8,0,0,168,Napranum (S)
35740,49,82,186,215,243,142,35,3,0,960,61,85,117,229,286,210,89,18,0,1107,1390,1333,3093,4812,6078,4845,1395,161,11,23111,Noosa (S)
35760,21,9,19,28,22,21,8,0,0,130,16,19,43,38,31,38,15,4,0,210,228,307,747,769,1030,898,379,91,14,4461,North Burnett (R)
35780,14,17,24,15,13,10,0,0,0,88,3,3,6,3,5,10,0,0,0,34,57,102,249,194,198,168,21,3,0,982,Northern Peninsula Area (R)
35790,3,4,12,10,11,4,3,0,0,46,3,0,0,0,3,0,0,0,0,4,25,41,113,107,151,94,11,0,0,539,Palm Island (S)
35800,0,3,3,0,6,7,5,0,0,21,0,3,6,7,3,9,5,5,0,36,17,52,141,125,165,195,70,16,0,785,Paroo (S)
36070,0,0,4,7,11,0,0,0,0,21,0,0,0,3,0,0,0,0,0,9,13,24,42,58,64,38,7,0,0,244,Pormpuraaw (S)
36150,0,3,5,0,0,0,0,0,0,11,0,0,0,3,3,9,7,0,0,18,19,42,108,76,110,85,32,7,3,482,Quilpie (S)
36250,143,340,635,573,696,485,124,15,0,3014,175,257,512,674,715,529,140,29,5,3047,4793,6228,12249,14619,16732,11873,2466,219,34,69207,Redland (C)
36300,0,0,7,0,0,0,0,0,0,9,0,3,9,0,8,0,5,0,0,23,27,49,123,65,101,89,26,4,0,483,Richmond (S)
36370,87,206,362,256,276,233,48,7,0,1477,79,139,266,220,238,147,44,21,3,1162,2409,3499,7642,6763,7223,5110,1062,145,19,33869,Rockhampton (R)
36510,43,63,125,154,147,122,32,5,0,690,49,72,102,191,192,150,49,28,0,834,1083,1236,2503,3592,4309,3283,1031,183,17,17229,Scenic Rim (R)
36580,31,29,55,71,72,61,20,0,0,344,27,35,72,77,111,79,33,14,3,452,538,680,1574,1880,2167,1762,491,66,11,9171,Somerset (R)
36630,34,42,74,93,90,58,31,6,0,432,38,30,66,103,104,85,58,19,0,509,769,933,1889,2241,2705,2174,706,150,11,11583,South Burnett (R)
36660,47,57,106,118,103,102,37,3,0,564,45,44,93,104,113,112,50,11,12,579,1012,1108,2146,2647,3282,2837,859,162,29,14083,Southern Downs (R)
36720,244,542,1067,1103,1234,773,206,27,0,5193,357,465,989,1264,1316,955,329,85,24,5779,8500,10758,23181,28221,31106,21911,5196,539,75,129487,Sunshine Coast (R)
36820,36,26,59,73,76,65,28,3,0,359,25,29,64,70,92,78,45,24,0,421,633,629,1398,1742,2356,2146,679,118,14,9715,Tablelands (R)
36910,213,400,679,502,547,402,127,16,3,2880,179,227,510,490,497,430,160,67,9,2572,4829,6847,14335,14061,15273,11615,3146,430,63,70593,Toowoomba (R)
36950,5,3,10,12,8,11,3,0,0,51,3,11,19,20,8,13,4,0,0,82,54,130,401,344,310,252,57,10,0,1558,Torres (S)
36960,3,18,29,37,22,14,3,0,0,130,0,0,7,12,6,3,0,0,0,35,28,100,254,254,227,139,18,0,0,1024,Torres Strait Island (R)
37010,189,439,842,641,607,422,117,9,0,3266,186,304,570,616,594,440,127,38,9,2877,5724,10085,19340,18002,17687,12003,2458,238,32,85565,Townsville (C)
37300,3,4,24,12,10,0,0,0,0,50,8,18,10,17,17,11,3,0,0,75,98,161,635,591,598,296,38,3,0,2419,Weipa (T)
37310,46,73,103,106,100,77,33,3,0,534,42,52,140,122,136,110,51,17,5,677,930,1335,3197,3260,3359,2485,849,188,29,15634,Western Downs (R)
37340,30,58,149,129,123,91,25,3,0,625,41,74,162,166,170,138,43,17,3,817,828,1640,3958,3584,3628,2941,785,111,11,17486,Whitsunday (R)
30900,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,12,21,31,51,25,53,51,19,3,0,258,Boulia (S)
31000,831,2308,5223,4123,3732,2403,675,84,0,19380,896,2349,5749,4922,4096,2458,809,193,64,21535,27983,62165,146049,128310,112591,69462,16713,1784,215,565274,Brisbane (C)
33800,20,19,31,36,43,22,13,0,0,177,11,11,21,19,39,51,22,15,4,197,281,298,630,787,1128,959,343,92,12,4530,Hinchinbrook (S)
33830,0,10,13,14,8,4,0,0,0,51,0,3,0,0,0,0,0,0,0,8,9,27,68,68,55,34,5,0,0,253,Hope Vale (S)
33960,179,394,922,744,603,365,79,6,0,3292,217,459,946,886,849,453,117,19,4,3949,5040,8861,20778,18997,17352,10324,1855,163,20,83390,Ipswich (C)
31750,0,0,0,4,0,0,0,0,0,8,0,0,0,3,4,3,0,0,0,16,9,18,57,66,78,82,15,0,4,326,Bulloo (S)
31820,80,134,263,254,270,230,65,3,0,1293,91,136,265,252,310,221,88,35,15,1403,2381,2887,6018,6681,7972,6295,1421,209,26,33893,Bundaberg (R)
31900,28,50,41,52,65,43,17,4,0,307,14,25,32,65,65,68,32,10,4,316,505,688,1279,1520,1791,1570,426,88,10,7866,Burdekin (S)
31950,0,0,3,5,0,0,0,0,0,9,0,0,8,4,3,4,4,0,0,26,9,25,42,39,43,86,23,5,0,272,Burke (S)
32080,142,327,724,748,615,424,151,6,0,3135,152,261,587,650,628,414,170,49,8,2927,4094,5934,15150,16931,16970,11936,3026,321,51,74410,Cairns (R)
32250,0,0,0,5,4,7,3,0,0,19,7,6,7,8,10,22,3,0,0,59,51,84,159,175,224,238,83,3,0,1015,Carpentaria (S)
32260,33,55,85,89,92,74,22,6,0,452,42,70,124,109,132,100,33,10,0,621,708,1068,2227,2198,2858,2597,720,141,15,12542,Cassowary Coast (R)
32270,43,94,170,121,95,64,21,0,0,611,25,49,102,109,108,70,31,3,0,498,730,1301,3589,3428,3255,2192,509,80,13,15102,Central Highlands (R) (Qld)
32310,15,33,36,33,25,26,11,6,0,184,17,20,25,34,41,36,15,3,0,196,334,370,813,980,1058,853,259,44,8,4728,Charters Towers (R)
33980,29,33,118,78,77,35,12,0,0,386,14,21,87,65,77,63,9,7,0,348,489,973,3708,3614,3164,1839,297,34,9,14132,Isaac (R)
34420,0,0,3,0,8,5,0,0,0,17,0,3,3,0,3,0,0,0,0,5,7,25,52,54,62,47,7,0,0,263,Kowanyama (S)
34530,56,85,128,148,122,103,18,5,0,678,37,43,93,114,109,89,28,9,3,517,1063,1145,2381,3105,3697,2833,574,97,8,14902,Livingstone (S)
34570,4,3,7,5,3,7,0,0,0,34,0,0,9,3,0,0,3,0,0,23,18,13,56,45,48,35,9,0,0,229,Lockhart River (S)
32330,0,5,0,5,7,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,5,27,35,27,30,0,0,0,126,Cherbourg (S)
32450,3,0,11,12,8,11,0,0,0,47,0,6,13,17,20,15,10,0,0,76,72,174,576,521,488,361,90,10,0,2292,Cloncurry (S)
32500,7,13,16,31,15,17,3,0,0,102,6,12,26,22,20,23,13,0,0,126,79,216,536,481,529,523,146,20,0,2522,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,7,17,25,21,37,23,7,3,0,138,Croydon (S)
34580,30,60,124,101,122,102,29,7,0,580,37,64,152,142,145,99,44,13,3,703,1065,1532,2924,3072,3624,2547,653,102,11,15520,Lockyer Valley (R)
34590,328,709,1387,1260,1141,805,171,19,0,5818,367,922,1774,1698,1470,966,254,47,13,7505,7927,13332,29246,29587,27582,18658,3803,262,23,130420,Logan (C)
32750,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,14,14,43,33,58,49,24,0,0,227,Diamantina (S)
41140,8,15,38,30,35,33,7,3,0,170,3,5,20,20,39,36,21,8,0,144,176,252,677,714,996,921,291,56,7,4104,Clare and Gilbert Valleys (DC)
41010,3,13,9,22,17,19,0,0,0,86,3,3,10,10,17,16,4,0,0,68,79,139,299,324,429,354,127,13,0,1769,Ceduna (DC)
41060,68,225,509,420,530,347,111,11,3,2225,60,141,363,352,375,292,79,21,5,1692,2386,4909,11733,10680,11509,7877,1751,200,30,51070,Charles Sturt (C)
32770,3,7,16,15,10,3,0,0,0,53,0,0,0,3,0,0,0,0,0,6,12,32,82,92,59,39,3,0,0,313,Doomadgee (S)
32810,11,16,58,54,62,51,17,0,0,263,11,18,66,66,75,75,32,7,0,356,260,427,1483,1597,1675,1581,543,91,13,7667,Douglas (S)
33100,0,0,0,3,3,0,0,0,0,10,0,0,0,0,4,0,0,0,0,7,24,28,78,55,112,95,42,5,0,442,Etheridge (S)
33200,0,7,4,6,8,6,0,0,0,27,3,3,7,3,6,13,3,0,0,36,44,71,130,123,189,165,87,21,3,838,Flinders (S) (Qld)
33220,92,120,268,277,308,242,45,3,0,1351,83,133,196,282,312,257,100,33,3,1403,2131,2412,5294,6831,8046,6462,1357,186,31,32752,Fraser Coast (R)
33360,59,141,216,220,189,114,28,3,0,971,62,108,252,268,296,139,42,5,0,1171,1660,2327,5781,6291,6479,3960,749,76,6,27327,Gladstone (R)
33430,424,1039,2587,2435,2123,1435,435,34,3,10512,638,1204,2747,2860,2794,1882,658,150,29,12954,15192,25012,56794,58573,56584,38752,11028,1160,128,263219,Gold Coast (C)
33610,10,28,50,26,50,29,8,0,0,201,10,17,41,43,36,38,15,9,7,216,245,382,947,954,1087,910,286,64,18,4897,Goondiwindi (R)
33620,54,93,146,169,159,114,21,0,0,756,74,64,133,140,194,151,59,26,4,842,1136,1298,2749,3424,4334,3427,874,147,23,17403,Gympie (R)
37400,0,0,7,3,3,5,0,0,0,17,3,0,3,8,10,4,0,0,0,28,28,47,116,94,152,166,62,10,6,671,Winton (S)
41560,12,18,55,49,55,37,9,0,0,228,11,15,32,30,33,28,13,3,8,164,332,397,836,867,1199,1019,218,51,13,4927,Copper Coast (DC)
41750,0,0,0,0,3,3,0,0,0,8,0,0,3,3,6,3,0,0,0,16,13,26,81,99,150,142,32,3,0,539,Elliston (DC)
37550,4,0,13,3,7,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,15,26,35,39,44,29,4,0,0,196,Woorabinda (S)
47140,74,278,632,496,446,335,61,9,0,2323,113,263,603,530,492,310,77,17,7,2415,2650,5903,14068,12732,12118,8032,1375,102,14,56992,Salisbury (C)
47290,4,0,4,6,6,3,0,0,0,25,0,3,8,4,4,3,0,0,0,29,53,58,180,179,219,207,75,9,0,974,Southern Mallee (DC)
47490,0,6,6,6,9,3,4,0,0,38,0,4,3,3,10,13,8,3,0,50,40,66,151,190,211,236,66,19,3,975,Streaky Bay (DC)
47630,8,25,30,17,34,14,8,0,0,136,9,13,19,18,21,25,14,6,0,124,212,234,572,669,778,619,217,35,5,3350,Tatiara (DC)
47700,80,217,400,470,437,366,99,9,0,2081,66,123,215,285,308,203,63,16,3,1279,2631,4113,9242,10097,10867,7825,1629,126,11,46531,Tea Tree Gully (C)
47800,3,14,9,5,13,16,0,0,0,54,3,4,8,17,11,16,6,0,5,74,113,163,329,410,547,507,182,27,5,2280,The Coorong (DC)
47910,3,7,12,8,7,4,0,0,0,43,0,0,3,3,7,10,5,0,0,35,47,74,177,216,295,275,71,13,0,1169,Tumby Bay (DC)
37570,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,7,11,17,15,9,0,0,0,66,Wujal Wujal (S)
37600,3,11,18,9,10,0,0,0,0,49,3,5,4,5,0,0,0,0,0,24,13,46,88,77,88,40,6,0,0,350,Yarrabah (S)
50980,19,47,102,109,71,51,11,3,0,417,26,33,88,87,98,76,33,7,0,450,308,575,2151,2039,2016,1705,475,49,4,9331,Broome (S)
40070,11,43,79,64,70,46,24,5,0,333,15,34,87,55,71,38,16,11,3,324,331,1356,3519,2136,2006,1538,638,92,15,11636,Adelaide (C)
40120,43,65,96,134,168,144,33,4,0,684,40,27,60,124,167,116,47,13,3,604,992,1439,2361,3869,5101,3976,1197,119,22,19078,Adelaide Hills (DC)
40220,15,46,68,91,101,72,22,4,0,417,16,22,56,54,82,62,34,12,3,336,507,682,1380,1902,2436,2208,624,104,13,9851,Alexandrina (DC)
40250,0,9,8,10,6,0,3,0,0,49,0,3,13,4,12,3,0,0,0,35,12,68,139,115,128,112,27,4,3,601,Anangu Pitjantjatjara (AC)
40310,17,30,71,69,80,65,19,4,0,367,21,20,59,72,80,86,28,3,3,362,617,769,1775,2354,2648,2192,541,80,15,10999,Barossa (DC)
40430,0,3,3,4,4,0,0,0,0,23,0,3,0,4,3,4,6,0,0,27,36,45,125,159,220,218,59,11,0,881,Barunga West (DC)
40520,9,19,32,30,44,39,10,0,0,188,11,9,32,18,43,26,9,0,0,161,233,363,735,814,1013,896,228,26,4,4315,Berri and Barmera (DC)
51540,3,8,11,12,12,14,9,0,0,66,8,7,25,25,34,33,5,3,0,140,106,194,595,581,671,609,181,36,3,2982,Carnarvon (S)
51610,3,8,4,0,10,7,0,0,0,29,0,0,0,7,15,4,5,0,0,27,41,33,83,124,177,117,43,10,4,624,Chapman Valley (S)
40700,27,46,91,110,126,122,45,5,0,561,20,28,92,128,129,116,48,10,3,581,952,1574,3021,4095,4871,3736,1358,198,24,19836,Burnside (C)
40910,28,111,217,246,254,147,56,14,0,1063,21,66,148,132,152,110,51,15,0,690,1052,2063,4799,5000,5381,3483,869,110,11,22767,Campbelltown (C) (SA)
41190,3,7,6,6,11,13,3,0,0,44,0,0,7,4,10,11,6,0,0,49,37,66,190,201,267,259,69,11,3,1096,Cleve (DC)
41330,0,0,0,3,4,5,0,0,0,14,0,0,7,5,17,13,4,0,0,43,11,43,171,138,158,164,61,10,0,765,Coober Pedy (DC)
41830,0,4,5,3,0,6,0,0,0,21,0,0,3,7,8,8,0,0,0,25,27,44,97,110,162,167,50,4,0,658,Flinders Ranges (DC)
41960,0,0,9,0,4,3,0,0,0,16,0,0,3,0,6,3,0,0,0,21,22,45,96,108,163,126,52,6,0,618,Franklin Harbour (DC)
42030,16,59,88,69,75,68,18,0,0,394,20,27,67,70,59,52,8,6,0,317,592,970,1960,1801,2305,1756,295,35,3,9719,Gawler (T)
42110,3,3,7,12,14,4,3,0,0,48,0,3,7,11,5,15,10,6,0,71,53,115,227,319,394,417,101,29,5,1665,Goyder (DC)
42250,8,14,20,31,43,26,8,0,0,151,6,11,3,33,32,32,10,8,0,129,262,237,511,757,1026,744,229,51,15,3832,Grant (DC)
52730,3,8,15,16,22,9,4,0,0,74,16,8,12,15,25,12,20,0,0,101,157,95,258,431,632,533,212,30,3,2356,Denmark (S)
52800,14,24,64,48,42,27,7,3,0,219,3,16,37,20,42,29,12,0,0,164,80,233,693,601,585,628,172,8,3,3010,Derby-West Kimberley (S)
52870,8,6,18,19,20,17,5,0,0,86,7,6,14,13,31,23,7,3,0,109,116,119,330,458,586,578,187,20,7,2406,Donnybrook-Balingup (S)
42600,20,53,114,109,142,110,59,6,0,604,16,51,94,99,102,88,42,11,8,509,786,1520,3197,3332,3868,3212,861,101,17,16896,Holdfast Bay (C)
42750,5,3,12,13,17,7,3,0,0,63,3,5,8,11,14,13,6,0,0,60,101,119,321,380,517,492,187,30,4,2151,Kangaroo Island (DC)
43080,3,3,3,3,0,4,3,0,0,23,0,0,0,6,3,4,3,0,0,19,19,28,51,95,124,103,52,12,0,478,Karoonda East Murray (DC)
43220,0,3,3,3,6,0,0,0,0,17,3,3,0,4,3,3,3,0,0,21,29,34,122,102,121,106,34,7,0,557,Kimba (DC)
43360,0,3,11,5,3,7,3,6,0,40,4,0,0,3,5,13,3,0,0,33,52,67,167,176,192,247,88,22,0,1027,Kingston (DC) (SA)
43650,15,30,53,58,53,40,8,0,0,254,16,26,24,28,54,40,20,3,0,205,429,608,1132,1569,1811,1268,302,49,5,7177,Light (RegC)
43710,4,5,21,16,26,17,3,3,0,95,9,9,12,20,14,12,3,7,3,85,135,138,386,539,657,493,121,21,5,2500,Lower Eyre Peninsula (DC)
43790,17,19,33,34,41,25,3,0,0,177,23,20,21,38,40,23,17,9,0,189,297,383,797,948,1187,1017,304,60,19,5010,Loxton Waikerie (DC)
43920,11,21,29,23,40,22,4,0,0,150,8,14,32,39,43,31,14,0,0,188,192,342,638,827,1103,696,183,22,3,4019,Mallala (DC)
55460,6,6,21,13,15,8,3,0,0,78,3,0,13,6,10,9,3,3,0,49,86,146,285,283,327,276,90,19,0,1509,Merredin (S)
44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,4,3,4,0,0,0,12,Maralinga Tjarutja (AC)
44060,41,191,375,320,323,262,64,5,0,1589,51,116,244,264,239,182,57,13,3,1176,1986,4186,9692,8971,8436,6505,1292,111,27,41203,Marion (C)
44210,3,10,18,21,34,18,3,0,0,107,9,10,17,25,34,37,4,3,0,140,156,216,443,542,875,748,221,41,3,3250,Mid Murray (DC)
44340,34,88,155,215,247,203,72,14,0,1035,32,47,153,180,192,119,50,30,5,817,1625,2656,5158,6784,7298,5277,1407,178,24,30407,Mitcham (C)
44550,25,71,168,156,135,128,32,9,0,716,29,30,87,98,121,98,21,8,3,498,999,1415,2990,3471,3814,2697,673,82,19,16149,Mount Barker (DC)
44620,30,55,119,97,78,82,21,0,0,487,28,43,77,74,76,60,21,9,3,381,788,1057,2327,2308,2591,1987,391,56,8,11506,Mount Gambier (C)
44830,0,4,11,9,7,6,0,0,0,35,0,3,0,3,5,8,4,8,0,32,49,65,137,181,323,344,105,26,3,1230,Mount Remarkable (DC)
45040,20,45,79,56,70,52,15,3,0,334,23,34,59,65,58,34,14,8,3,297,518,904,1749,1546,1918,1369,345,61,5,8417,Murray Bridge (RC)
45090,11,13,21,25,34,30,6,0,0,145,9,7,25,23,36,19,14,6,3,149,224,313,741,859,921,744,276,58,14,4151,Naracoorte and Lucindale (DC)
45120,0,7,9,10,7,22,5,0,0,66,3,3,10,6,7,12,5,4,0,57,86,157,313,367,432,440,163,27,9,1994,Northern Areas (DC)
45290,17,53,124,107,138,97,40,4,0,577,23,48,117,101,88,73,23,6,3,478,630,1595,4032,3546,3516,2601,761,93,6,16769,Norwood Payneham St Peters (C)
45340,122,332,751,725,743,488,122,7,0,3302,95,226,495,472,518,330,126,18,10,2291,4090,6868,15096,15820,16776,12314,2501,170,29,73659,Onkaparinga (C)
45400,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,9,19,61,61,77,115,35,7,3,393,Orroroo/Carrieton (DC)
45540,0,0,4,0,3,0,0,0,0,10,5,0,5,4,3,0,5,0,0,29,27,29,74,73,100,156,30,5,0,497,Peterborough (DC)
45680,51,180,373,263,225,146,38,3,0,1274,71,198,350,299,288,163,39,11,7,1424,1743,3796,8220,6514,6877,4398,670,59,13,32287,Playford (C)
45890,69,211,586,459,484,314,69,4,0,2187,66,190,526,383,383,243,75,24,6,1893,2022,4512,14005,12002,10526,7156,1350,111,16,51697,Port Adelaide Enfield (C)
46090,10,28,44,25,40,28,8,0,0,188,8,11,25,30,43,20,8,4,0,144,299,513,1095,955,1246,966,205,14,5,5301,Port Augusta (C)
46300,10,32,58,60,46,37,13,0,0,255,15,8,43,40,43,32,10,4,0,200,421,530,1301,1233,1324,1031,221,30,3,6098,Port Lincoln (C)
46450,8,24,38,43,43,50,19,3,0,227,7,20,23,26,44,33,18,5,0,184,420,607,1257,1298,1636,1194,236,14,4,6670,Port Pirie City and Dists (M)
46510,9,37,90,69,91,65,24,0,0,385,9,37,78,52,59,34,9,0,0,292,430,1011,2485,2179,2185,1746,306,25,0,10373,Prospect (C)
46670,13,19,24,22,20,23,6,0,0,131,4,19,28,28,36,33,6,3,3,154,223,369,791,743,946,821,183,37,9,4109,Renmark Paringa (DC)
46860,0,3,4,3,3,7,0,0,0,24,0,3,3,0,3,5,0,0,0,22,33,61,108,122,147,139,60,12,4,686,Robe (DC)
46970,0,6,14,16,6,7,3,0,0,52,3,9,13,3,6,4,0,0,0,36,75,221,830,705,552,287,28,3,4,2704,Roxby Downs (M)
47980,19,42,123,91,132,105,43,8,0,557,14,34,118,115,79,72,39,9,4,484,782,1646,3917,3891,3978,3019,889,90,11,18213,Unley (C)
48050,10,17,30,30,47,35,12,0,0,179,7,8,24,22,25,26,14,10,0,135,263,308,665,842,1049,1033,321,52,6,4530,Victor Harbor (C)
48130,4,9,13,15,21,12,5,0,0,77,14,4,18,21,12,9,9,3,0,93,127,231,454,524,631,549,176,28,3,2723,Wakefield (DC)
51960,3,0,14,3,11,8,5,0,0,44,4,0,12,9,10,11,0,0,0,50,53,129,446,389,441,244,46,5,0,1761,Coolgardie (S)
52030,0,0,0,3,4,0,0,0,0,10,0,0,3,6,5,6,3,0,0,21,4,17,60,63,103,121,42,7,0,424,Coorow (S)
48260,3,8,13,17,20,10,4,0,0,82,8,6,29,22,22,16,13,9,0,123,132,309,606,648,804,643,236,42,3,3430,Walkerville (M)
48340,9,20,27,26,36,35,3,0,0,164,25,14,13,39,32,29,13,3,0,170,266,356,683,931,1261,991,332,51,17,4892,Wattle Range (DC)
48410,35,123,298,213,205,153,41,13,0,1079,28,69,250,137,153,110,41,18,10,818,1230,2805,7417,5938,5461,3638,825,127,17,27463,West Torrens (C)
48540,4,27,66,46,78,45,17,3,0,276,14,25,53,48,70,36,12,4,0,258,403,753,1788,1735,2087,1307,206,23,3,8309,Whyalla (C)
48640,0,3,3,3,3,5,0,0,0,19,3,6,3,0,7,3,0,0,0,23,25,53,106,139,153,141,55,5,0,677,Wudinna (DC)
48750,3,4,11,10,9,11,3,0,0,55,5,3,9,16,14,11,5,3,0,66,109,124,254,313,483,531,149,22,3,1989,Yankalilla (DC)
48830,6,17,26,20,29,27,10,3,0,142,11,4,13,20,28,36,16,7,3,132,151,231,570,642,971,1023,308,60,10,3971,Yorke Peninsula (DC)
49399,0,0,16,18,21,10,6,0,0,80,0,3,25,16,24,19,6,5,0,101,61,180,655,606,816,625,135,17,0,3084,Unincorporated SA
50080,43,80,124,132,160,121,40,3,0,718,56,58,111,92,135,120,48,20,5,638,1090,1226,2609,3112,3706,3042,830,117,20,15746,Albany (C)
50210,82,201,444,340,276,206,61,3,0,1621,83,209,461,406,389,201,55,11,3,1813,1825,3420,9480,7963,6903,4696,1025,96,5,35421,Armadale (C)
50250,3,19,53,52,34,25,6,0,0,188,4,36,207,206,191,108,9,0,0,754,93,703,4894,4560,4015,2185,208,8,0,16658,Ashburton (S)
50280,13,14,54,53,53,27,5,0,0,214,12,15,50,78,72,62,14,10,3,307,344,324,1326,1707,1493,1189,345,57,8,6800,Augusta-Margaret River (S)
50350,10,31,71,79,53,34,9,0,0,296,19,18,78,60,66,47,15,0,0,299,311,541,1671,1663,1535,1092,280,21,4,7112,Bassendean (T)
