lga_code16,p_oth_svc_15_19_yr,p_oth_svc_20_24_yr,p_oth_svc_25_34_yr,p_oth_svc_35_44_yr,p_oth_svc_45_54_yr,p_oth_svc_55_64_yr,p_oth_svc_65_74_yr,p_oth_svc_75_84_yr,p_oth_svc_85_yr_over,p_oth_svc_tot,p_inad_desc_ns_15_19,p_inad_desc_ns_20_24,p_inad_desc_ns_25_34,p_inad_desc_ns_35_44,p_inad_desc_ns_45_54,p_inad_desc_ns_55_64,p_inad_desc_ns_65_74,p_inad_desc_ns_75_84,p_inad_desc_ns_85,p_inad_desc_ns_tot,p_tot_15_19_yr,p_tot_20_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,lga_name16
50420,37,145,394,257,279,190,54,6,0,1369,39,152,434,334,304,191,65,9,0,1520,1178,2946,8912,7065,6033,4341,1095,95,11,31674,Bayswater (C)
50490,27,97,276,162,138,94,24,0,3,824,34,112,301,199,165,88,34,9,0,932,660,2032,5796,3904,3108,2246,533,57,4,18343,Belmont (C)
50560,0,0,3,4,0,4,0,0,0,16,0,3,5,3,4,5,4,0,0,29,16,34,86,116,147,166,63,18,0,629,Beverley (S)
50630,3,6,11,16,12,6,0,0,0,54,0,0,6,0,5,9,0,3,0,22,27,85,271,316,328,200,36,14,0,1275,Boddington (S)
50770,0,0,0,6,5,3,0,0,0,13,0,0,3,9,4,6,3,0,0,35,18,22,84,174,162,149,87,21,0,722,Boyup Brook (S)
50840,8,3,5,17,18,7,8,0,0,66,15,5,6,4,19,31,16,4,0,92,126,81,190,350,493,473,162,25,0,1902,Bridgetown-Greenbushes (S)
50910,0,3,3,0,3,3,0,0,0,13,0,3,3,0,3,3,3,0,0,18,12,29,56,67,105,73,58,8,0,407,Brookton (S)
51080,0,0,4,0,0,0,0,0,0,9,3,0,0,10,6,0,3,0,0,27,13,25,83,89,111,92,29,4,0,440,Broomehill-Tambellup (S)
51120,0,0,7,0,3,0,0,0,0,9,0,0,0,4,4,0,3,0,0,15,13,20,89,76,78,88,39,8,3,404,Bruce Rock (S)
51190,26,73,137,111,113,96,26,0,0,593,34,59,117,117,112,92,28,4,0,557,730,1158,2813,2707,3008,2454,553,54,6,13492,Bunbury (C)
51260,40,51,98,143,126,96,21,0,0,572,24,50,104,137,125,104,49,10,3,613,985,1050,2621,3697,3724,2684,715,87,11,15578,Busselton (C)
51310,15,44,61,56,69,70,18,5,0,336,27,34,72,121,135,79,24,7,3,511,651,1104,2192,2774,3161,2138,550,124,14,12709,Cambridge (T)
51330,67,173,397,313,319,264,74,4,0,1609,74,241,547,415,372,247,75,12,0,1995,2059,4802,10239,8651,8238,5842,1435,121,7,41387,Canning (C)
51400,37,31,51,65,83,37,13,0,0,318,22,17,49,74,79,40,12,0,0,297,611,557,1294,1820,1996,1138,239,25,4,7683,Capel (S)
51470,0,3,0,0,0,3,0,0,0,10,0,0,0,5,4,3,0,0,0,15,3,23,49,56,61,70,16,3,0,275,Carnamah (S)
51680,3,7,13,27,26,22,10,3,0,110,10,12,13,38,50,21,3,0,0,154,134,160,299,529,677,467,139,26,5,2429,Chittering (S)
51750,7,13,25,17,24,16,8,0,0,107,11,21,31,45,44,25,17,3,4,195,186,429,853,769,969,727,338,77,5,4350,Claremont (T)
51820,103,258,568,470,437,260,59,9,0,2158,127,225,573,613,556,277,88,20,0,2480,2642,4631,12208,12160,10706,6598,1412,121,16,50496,Cockburn (C)
51890,14,18,28,27,25,15,6,0,0,132,4,14,28,20,27,14,8,0,0,127,204,299,595,618,793,576,117,11,3,3216,Collie (S)
52100,0,4,0,0,5,3,0,0,0,15,4,0,0,0,0,3,3,4,0,15,12,37,84,91,110,124,48,7,0,516,Corrigin (S)
52170,3,13,19,8,10,8,6,0,0,72,8,14,37,32,38,24,13,3,0,166,145,281,717,637,829,679,254,32,6,3583,Cottesloe (T)
52240,0,0,4,0,3,0,0,0,0,10,0,0,0,4,3,7,4,4,0,21,20,28,81,96,107,99,48,8,3,486,Cranbrook (S)
52310,0,0,0,0,7,0,3,0,0,10,0,0,0,0,3,8,0,0,0,14,14,11,50,63,94,67,36,0,3,338,Cuballing (S)
52380,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,7,0,6,25,23,33,44,8,0,0,143,Cue (S)
52450,4,0,0,3,4,7,0,0,0,19,3,0,5,4,4,0,0,0,0,24,33,49,119,139,109,124,41,3,0,611,Cunderdin (S)
52520,3,0,6,4,0,5,0,0,0,22,0,4,13,12,12,10,3,0,0,44,12,61,156,145,134,131,48,19,0,708,Dalwallinu (S)
52590,3,0,7,10,10,6,0,0,0,45,4,4,6,12,21,10,4,0,0,55,49,101,283,296,361,329,117,20,3,1558,Dandaragan (S)
52660,25,39,85,55,50,35,9,5,0,297,15,23,50,46,37,40,10,8,0,224,450,568,1284,1332,1376,937,195,26,7,6183,Dardanup (S)
52940,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,12,12,17,52,64,69,61,23,3,3,300,Dowerin (S)
53010,0,0,3,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,6,4,18,70,64,64,72,24,4,0,327,Dumbleyung (S)
53080,0,0,0,0,0,0,0,0,0,10,3,3,3,6,9,8,3,0,0,33,15,36,134,95,143,130,32,6,0,592,Dundas (S)
53150,3,13,13,13,28,22,0,0,0,90,4,12,33,31,36,28,4,0,0,148,170,316,545,732,951,725,179,22,0,3644,East Fremantle (T)
53220,11,42,150,89,43,13,4,0,0,351,3,17,53,53,40,18,9,0,0,186,121,617,3278,2709,2245,1209,165,13,0,10342,East Pilbara (S)
53290,19,40,68,67,66,41,8,0,0,305,19,29,42,46,68,37,17,4,4,255,391,505,1103,1275,1526,1059,315,54,11,6242,Esperance (S)
53360,8,3,19,11,15,10,0,0,0,67,3,3,22,21,13,26,12,0,0,100,69,117,426,408,437,427,96,15,0,1995,Exmouth (S)
53430,16,31,96,85,84,60,25,0,0,392,26,54,159,150,154,99,28,4,0,674,547,1031,3297,2912,3054,2280,699,69,7,13895,Fremantle (C)
53570,6,5,9,20,13,13,0,0,0,57,12,6,22,13,25,23,11,4,0,115,82,147,371,360,499,441,168,40,0,2105,Gingin (S)
53640,0,0,4,6,3,3,0,0,0,22,0,0,4,9,8,8,0,3,0,35,15,54,111,117,109,132,41,13,0,593,Gnowangerup (S)
54280,65,110,170,175,132,80,16,0,0,745,42,67,121,144,132,89,24,3,0,614,848,1331,3738,3346,3186,2089,400,34,7,14976,Kalgoorlie/Boulder (C)
54310,26,49,127,98,72,42,7,3,0,419,28,65,199,195,145,82,17,4,0,729,424,890,3480,3282,2630,1409,207,22,6,12354,Karratha (C)
53710,0,3,0,0,4,3,0,0,0,15,0,0,3,0,3,8,0,0,0,15,9,26,81,79,96,98,34,14,0,436,Goomalling (S)
53780,109,266,569,522,505,324,64,12,0,2363,153,318,785,657,595,337,97,21,3,2967,2739,5085,12711,12192,10582,6979,1524,113,12,51931,Gosnells (C)
53800,61,105,152,150,145,89,28,4,0,732,44,67,134,143,176,94,37,17,0,718,1119,1345,3022,3358,3932,2742,623,87,7,16241,Greater Geraldton (C)
53920,0,4,7,9,22,4,0,0,0,46,0,5,7,9,15,12,9,0,0,58,22,97,218,173,178,183,42,0,0,911,Halls Creek (S)
53990,33,61,85,102,101,44,18,0,0,429,34,33,82,98,105,86,33,6,0,469,764,831,2117,2509,2711,1834,408,61,3,11233,Harvey (S)
54060,3,3,11,12,8,9,0,0,0,50,0,5,10,12,16,21,10,7,0,74,63,68,199,292,353,317,107,19,3,1420,Irwin (S)
54130,0,0,0,3,0,0,0,0,0,6,0,0,7,0,6,3,5,0,0,20,11,39,115,105,147,123,39,3,3,577,Jerramungup (S)
54170,148,335,601,585,670,509,145,6,0,3008,161,306,536,660,805,528,173,22,10,3201,4812,7290,13095,16049,18827,13880,3159,209,27,77344,Joondalup (C)
54200,86,188,280,246,280,184,52,5,0,1320,84,121,250,265,269,227,49,17,0,1287,1604,2419,5029,5720,6092,4333,1145,120,4,26474,Kalamunda (S)
54340,3,14,9,9,19,16,4,0,0,79,6,11,6,15,16,12,10,3,0,77,100,183,324,339,395,317,86,16,0,1756,Katanning (S)
54410,0,0,3,3,0,0,0,0,0,11,0,0,5,4,6,3,0,5,0,28,14,25,84,78,131,90,42,14,0,478,Kellerberrin (S)
54480,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,10,43,78,70,55,22,3,0,291,Kent (S)
54550,3,8,12,3,7,0,0,0,0,31,0,0,0,5,0,3,0,6,0,25,24,54,163,161,238,199,77,26,5,947,Kojonup (S)
54620,0,0,0,4,0,0,0,0,0,7,0,0,0,7,8,3,3,0,0,22,3,23,132,143,128,120,45,16,0,611,Kondinin (S)
54690,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,3,0,0,0,12,6,6,26,44,29,48,9,5,0,184,Koorda (S)
54760,0,0,3,0,3,0,0,0,0,9,0,3,3,0,4,5,4,0,0,14,8,18,60,93,101,66,37,5,0,392,Kulin (S)
54830,24,86,209,147,106,63,15,0,0,645,50,119,241,196,170,100,22,3,0,896,851,1689,4858,3855,3007,1697,277,17,7,16259,Kwinana (C)
54900,5,5,4,5,0,3,4,0,0,27,0,3,4,3,10,6,0,0,0,28,18,46,133,153,156,150,50,15,0,719,Lake Grace (S)
54970,0,3,11,3,3,5,0,0,0,28,0,3,5,8,13,9,0,0,0,27,14,113,467,376,393,228,26,0,0,1620,Laverton (S)
55040,0,3,15,4,6,5,0,0,0,33,3,3,3,3,3,4,0,0,0,13,13,89,457,347,317,193,26,0,0,1450,Leonora (S)
55110,73,142,250,215,238,147,42,11,0,1121,81,123,245,237,277,179,77,26,3,1243,1939,2730,5471,6047,7094,5046,1152,150,18,29643,Mandurah (C)
55180,13,15,27,18,39,20,11,0,0,138,13,13,33,25,37,44,10,5,0,190,247,269,609,738,1041,891,294,61,11,4160,Manjimup (S)
55250,0,0,3,3,3,3,0,0,0,13,0,0,0,11,7,4,0,0,0,21,4,49,262,215,202,113,35,0,0,883,Meekatharra (S)
55320,60,167,310,262,319,257,70,12,5,1461,88,172,381,437,430,340,117,29,3,1987,2529,4499,8510,9355,10407,8078,2212,245,23,45859,Melville (C)
55950,0,3,3,0,0,0,0,0,0,12,0,0,0,0,0,7,0,0,0,10,6,10,60,53,47,62,23,9,3,267,Mukinbudin (S)
55390,4,0,11,3,3,12,0,0,0,30,0,3,3,0,3,3,0,0,0,10,11,46,172,131,122,75,9,0,0,561,Menzies (S)
55530,0,0,3,0,0,0,0,0,0,3,0,0,0,8,3,4,3,0,0,14,11,16,55,54,54,60,17,0,0,267,Mingenew (S)
56090,54,80,152,160,175,146,42,3,0,807,51,72,116,153,228,131,44,13,0,808,1058,1329,2502,3252,4446,3351,855,93,3,16896,Mundaring (S)
55670,0,0,0,0,0,0,0,0,0,6,0,0,0,5,4,3,3,0,0,20,12,26,43,70,68,65,20,4,0,312,Morawa (S)
55600,9,8,8,5,6,6,5,0,0,51,6,3,9,8,7,10,0,0,0,45,46,81,177,250,267,219,98,25,0,1159,Moora (S)
56860,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,3,15,10,12,22,34,0,0,0,105,Nungarin (S)
56930,3,3,3,0,5,0,0,0,0,12,0,3,0,6,8,11,3,4,0,35,54,74,86,87,165,131,59,15,0,676,Peppermint Grove (S)
55740,4,8,26,26,24,9,8,0,0,110,3,5,34,47,35,24,15,7,3,169,154,336,845,781,926,618,258,43,0,3974,Mosman Park (T)
55810,0,0,0,0,3,0,0,0,0,3,0,3,4,3,9,4,0,0,0,23,8,13,59,45,70,48,21,0,0,263,Mount Magnet (S)
55880,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,12,9,10,49,62,75,52,16,10,0,278,Mount Marshall (S)
57490,115,276,532,450,405,225,43,7,0,2059,121,263,547,574,525,323,59,11,14,2424,3396,5623,11921,11891,12050,6830,1095,112,18,52937,Rockingham (C)
65010,3,14,24,21,24,24,3,0,0,111,9,10,12,12,33,24,14,7,0,119,144,189,411,458,662,519,130,25,3,2535,Southern Midlands (M)
56160,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,5,4,7,18,19,0,0,0,66,Murchison (S)
56230,13,37,49,48,46,38,13,0,0,245,23,33,51,62,70,42,18,4,0,301,390,513,982,1232,1535,1118,311,40,6,6134,Murray (S)
56300,0,0,4,0,3,0,0,0,0,10,3,3,3,3,0,8,3,0,0,23,12,22,54,93,134,153,57,11,0,534,Nannup (S)
65210,0,0,3,3,3,3,3,0,0,15,0,0,0,0,10,4,0,3,0,24,15,33,111,134,170,207,63,10,0,750,Tasman (M)
65410,8,27,40,27,47,34,7,0,0,184,18,23,31,35,51,36,16,0,0,215,308,440,899,987,1425,1057,209,26,7,5351,Waratah/Wynyard (M)
65610,0,10,8,5,13,19,0,0,0,51,10,4,3,3,16,6,4,3,0,43,54,155,318,325,424,340,62,5,3,1693,West Coast (M)
65810,27,39,63,70,89,81,15,5,0,394,29,20,62,65,81,55,18,7,0,329,582,753,1525,1921,2439,1921,430,52,7,9637,West Tamar (M)
56370,0,3,3,0,0,4,0,0,0,10,0,3,6,0,3,4,3,0,0,16,6,28,99,51,90,94,25,11,3,407,Narembeen (S)
56460,10,17,14,28,12,8,5,0,0,99,8,12,12,9,21,22,9,3,3,99,89,191,347,381,488,441,128,18,6,2090,Narrogin (S)
56580,15,22,31,40,32,47,9,3,0,189,14,29,40,74,83,69,43,17,0,365,524,936,1292,1847,2402,1855,743,126,11,9738,Nedlands (C)
56620,0,5,0,0,8,5,0,0,0,22,0,0,0,3,3,3,0,0,0,9,10,28,82,77,73,72,20,0,0,365,Ngaanyatjarraku (S)
56730,14,18,21,42,25,45,10,3,0,179,14,29,24,43,40,49,17,0,0,219,222,343,722,832,924,942,248,29,6,4277,Northam (S)
56790,4,3,9,15,5,14,5,0,0,53,4,4,7,8,13,10,6,0,0,61,53,97,219,270,386,372,154,12,0,1554,Northampton (S)
57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,13,22,6,0,0,58,Sandstone (S)
57700,42,107,173,116,112,69,13,0,0,636,41,71,130,150,147,83,25,3,0,650,745,1293,3157,2637,2680,1610,348,35,8,12509,Serpentine-Jarrahdale (S)
57770,0,3,4,0,7,4,0,0,0,23,0,5,10,0,7,14,4,0,0,46,9,41,125,140,166,204,56,14,0,754,Shark Bay (S)
57840,18,70,168,99,116,96,48,7,0,632,27,75,229,167,176,134,62,17,3,879,877,2209,5226,3977,3953,3163,1005,92,16,20510,South Perth (C)
57910,127,391,1247,755,707,510,174,18,0,3924,137,388,1268,1037,847,595,202,59,16,4542,3862,9068,29232,22230,19255,13514,3632,461,57,101306,Stirling (C)
57980,5,32,52,41,37,30,8,5,0,208,9,31,96,60,59,51,25,3,0,338,364,883,2414,1849,1686,1307,506,69,4,9089,Subiaco (C)
58050,122,366,785,629,576,337,81,8,0,2907,137,335,756,672,674,400,107,23,3,3119,3354,6217,14708,13848,13477,8312,1743,155,14,61830,Swan (C)
58190,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,8,5,19,27,31,53,20,6,5,0,169,Tammin (S)
58260,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,8,7,16,51,66,67,49,23,0,0,280,Three Springs (S)
57000,3,0,3,0,3,0,0,0,0,14,0,0,3,7,5,3,0,0,0,22,6,32,173,129,161,122,28,3,0,651,Perenjori (S)
57080,6,42,160,40,46,43,13,0,0,347,11,63,239,125,99,54,38,4,3,634,279,1379,5425,2421,1892,1375,412,52,4,13244,Perth (C)
57140,0,0,0,0,3,3,0,0,0,6,0,4,0,3,4,6,0,0,0,17,12,23,64,66,91,108,38,5,3,413,Pingelly (S)
57210,11,7,14,22,12,7,0,0,0,73,7,10,14,16,14,20,6,4,0,90,117,123,260,376,522,440,169,30,9,2043,Plantagenet (S)
57280,8,39,129,58,45,24,6,0,0,306,14,39,87,58,87,46,5,0,0,337,259,639,2609,2027,1803,1050,149,13,5,8550,Port Hedland (T)
57350,0,3,0,0,3,0,0,0,0,9,0,0,0,0,6,3,3,0,0,14,16,17,61,44,93,99,24,6,0,363,Quairading (S)
57420,0,3,0,6,7,3,0,0,0,18,0,0,8,3,5,3,5,0,0,27,17,56,184,198,212,180,67,8,0,927,Ravensthorpe (S)
58330,6,9,0,10,19,17,5,0,0,66,7,3,12,6,22,16,12,4,0,90,83,100,193,264,497,461,160,22,0,1769,Toodyay (S)
59030,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,16,39,60,38,43,11,5,0,221,Westonia (S)
58400,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,13,13,26,39,29,17,4,0,138,Trayning (S)
72800,38,89,183,132,103,52,9,0,0,607,43,106,222,207,149,58,16,0,3,802,864,1849,4997,4263,3170,1622,266,18,3,17051,Palmerston (C)
73600,3,8,45,33,29,21,3,0,0,142,8,23,34,27,18,22,13,0,0,150,60,162,478,411,469,395,105,13,0,2090,Roper Gulf (R)
58470,0,0,0,0,3,3,0,0,0,5,0,0,4,0,0,3,0,0,0,5,0,12,27,19,23,27,6,0,0,115,Upper Gascoyne (S)
58510,24,71,215,121,91,59,23,4,0,609,21,89,242,137,120,73,31,7,3,723,579,1902,5788,3745,2801,1832,487,38,13,17185,Victoria Park (T)
70200,35,46,138,116,124,78,17,0,0,555,30,37,121,88,100,84,24,5,0,493,624,919,3049,2705,2898,2313,539,49,0,13100,Alice Springs (T)
74050,3,4,29,19,16,0,0,0,0,77,5,7,13,9,12,5,0,0,0,47,5,51,146,124,131,89,12,5,0,552,Tiwi Islands (R)
74550,3,16,15,7,7,16,3,0,0,64,4,11,12,9,10,5,3,0,0,62,69,129,213,144,172,170,51,4,0,940,Victoria Daly (R)
58540,0,0,0,4,8,4,0,0,0,22,0,0,5,0,4,8,0,0,0,23,11,16,71,78,133,96,38,7,0,450,Victoria Plains (S)
74680,3,8,23,16,14,14,3,0,0,77,0,0,9,10,0,4,0,0,0,27,9,41,149,125,105,81,14,0,0,521,West Daly (R)
79399,3,19,19,32,25,19,4,0,0,125,11,11,51,43,37,27,6,7,0,185,127,335,1127,1053,999,737,183,13,4,4580,Unincorporated NT
58570,14,60,201,110,97,91,15,4,0,602,14,62,257,173,158,57,27,5,0,758,436,1622,6525,4085,3158,1971,490,57,8,18361,Vincent (C)
58610,0,3,8,10,6,3,3,0,0,32,0,0,0,0,9,10,4,0,0,27,36,45,100,144,163,168,60,7,0,717,Wagin (S)
58680,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,5,11,22,47,65,41,14,12,0,208,Wandering (S)
58760,204,502,1150,967,859,444,88,11,0,4215,215,471,997,957,921,492,133,22,0,4208,5267,8737,20922,20587,19030,9983,2059,184,17,86785,Wanneroo (C)
58820,4,5,14,16,9,13,0,0,0,56,5,11,11,8,14,15,0,0,0,66,97,114,243,293,399,305,74,11,3,1558,Waroona (S)
58890,0,0,0,0,5,0,0,0,0,8,0,0,0,3,3,6,0,0,4,28,8,14,48,63,110,100,40,11,6,401,West Arthur (S)
62410,0,0,4,13,4,5,3,0,0,39,3,7,5,17,21,10,9,3,3,80,61,85,259,301,409,422,119,21,3,1692,Glamorgan/Spring Bay (M)
62610,28,90,202,180,144,138,24,4,0,811,39,73,172,146,145,107,25,8,6,727,1091,1785,4315,3995,4214,3110,546,44,16,19111,Glenorchy (C)
62810,9,50,133,131,150,108,49,14,0,644,33,54,133,115,112,95,48,17,3,610,1050,2539,5551,5107,5376,3984,1077,137,14,24833,Hobart (C)
63010,17,33,63,37,67,44,11,3,0,264,17,23,37,50,62,43,16,3,3,246,290,422,1035,1313,1586,1270,318,39,5,6284,Huon Valley (M)
63210,6,8,18,20,38,20,3,0,0,110,12,11,20,17,24,24,4,3,0,111,164,166,388,482,668,490,123,18,8,2501,Kentish (M)
59100,0,0,0,0,3,0,0,0,0,8,0,0,0,0,5,5,5,0,0,9,11,14,62,61,93,65,43,5,3,351,Wickepin (S)
74560,0,0,0,3,5,0,0,0,0,12,3,0,3,3,0,0,0,0,0,14,11,8,17,54,66,49,15,0,0,216,Wagait (S)
74660,3,18,39,30,32,20,9,0,0,155,13,24,33,42,26,13,6,0,0,161,60,167,487,438,434,345,58,7,3,1998,West Arnhem (R)
59170,0,3,3,0,0,7,0,0,0,14,0,0,0,0,4,0,0,3,0,9,10,34,98,86,94,115,51,12,0,496,Williams (S)
59250,0,0,4,5,0,3,0,0,0,10,0,0,9,0,3,3,3,0,0,17,9,66,285,191,166,127,30,0,0,875,Wiluna (S)
89399,343,799,1522,1311,1158,730,232,21,5,6116,307,619,1390,1213,965,559,212,40,19,5342,10776,20880,52416,48187,41957,24893,5814,575,75,205582,Unincorporated ACT
99399,0,3,15,15,24,11,3,0,0,70,3,5,12,22,30,21,14,0,0,119,77,150,426,499,573,501,224,30,4,2485,Unincorp. Other Territories
63410,0,0,12,4,0,3,4,0,0,24,0,0,5,6,8,4,0,0,0,25,21,47,164,127,184,169,46,15,3,780,King Island (M)
63610,18,46,119,132,127,110,31,3,0,591,21,37,81,78,89,77,27,9,0,425,885,1204,2924,3589,3892,2878,624,69,3,16067,Kingborough (M)
63810,6,19,36,40,29,21,3,0,0,159,16,9,19,32,39,31,12,5,3,173,258,344,737,894,1060,862,191,34,10,4390,Latrobe (M) (Tas.)
64010,48,146,235,201,212,143,34,3,0,1036,53,88,204,182,196,158,49,6,3,936,1653,2921,5550,5572,6191,4591,1002,112,16,27615,Launceston (C)
64210,24,31,61,56,59,45,16,0,0,288,15,28,39,49,85,49,18,3,4,286,493,678,1386,1611,2110,1594,386,51,12,8325,Meander Valley (M)
64610,10,22,48,40,45,38,13,3,0,220,16,16,42,45,52,43,15,5,0,238,278,465,861,1012,1329,1137,275,61,3,5432,Northern Midlands (M)
64810,15,38,48,54,52,39,8,0,0,256,7,20,38,50,54,33,18,3,0,213,332,487,1221,1242,1469,1139,243,23,0,6162,Sorell (M)
59310,0,0,9,8,6,3,0,0,0,21,3,3,9,4,7,3,0,0,0,29,15,36,135,127,145,149,49,16,0,668,Wongan-Ballidu (S)
59320,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,9,14,32,42,50,45,3,0,0,194,Woodanilling (S)
59330,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,14,29,25,49,37,18,5,0,191,Wyalkatchem (S)
59340,10,14,49,33,33,27,7,0,0,172,11,22,48,47,31,37,12,3,0,223,153,325,1005,879,969,834,205,23,0,4401,Wyndham-East Kimberley (S)
59350,0,0,4,0,0,0,0,0,0,5,0,0,8,3,3,4,0,0,0,16,3,41,146,117,151,82,7,3,0,546,Yalgoo (S)
72300,47,52,88,89,123,71,14,0,0,476,38,50,122,163,179,127,35,3,0,710,611,1113,2698,3066,3378,2139,480,43,3,13526,Litchfield (M)
59360,0,3,3,3,7,6,0,0,0,22,0,0,7,6,3,6,4,0,0,25,10,49,220,212,285,193,51,4,0,1032,Yilgarn (S)
59370,0,3,3,9,17,14,8,0,0,47,3,3,5,9,18,18,6,3,0,65,76,86,170,225,335,329,119,17,0,1353,York (S)
60210,0,10,3,11,15,11,3,0,0,53,4,0,4,9,20,11,10,0,0,59,83,113,252,355,499,497,113,13,0,1930,Break O'Day (M)
60410,17,38,83,71,46,35,10,0,0,299,14,37,56,55,54,40,0,0,0,252,388,631,1470,1539,1368,988,160,14,0,6557,Brighton (M)
60610,12,40,74,55,84,47,16,0,0,321,16,26,52,50,50,40,13,0,3,256,604,739,1419,1523,1805,1274,248,26,4,7635,Burnie (C)
60810,13,36,62,75,88,67,18,0,0,365,19,27,54,57,73,56,25,9,3,316,556,684,1343,1675,2202,1731,334,51,10,8588,Central Coast (M) (Tas.)
61010,0,0,5,3,5,3,0,0,0,19,0,0,3,5,12,4,0,0,0,33,29,59,153,161,195,187,70,15,0,870,Central Highlands (M) (Tas.)
61210,17,10,23,30,23,16,0,0,0,124,15,17,22,30,21,27,9,3,0,147,212,348,640,680,795,670,163,36,8,3544,Circular Head (M)
61410,44,90,214,170,250,143,50,11,0,973,42,46,116,132,148,87,36,17,9,631,1293,1945,4689,5246,5749,4388,909,112,11,24352,Clarence (C)
61510,6,25,18,36,27,17,5,0,0,134,8,18,32,39,45,15,17,10,0,181,194,309,662,801,945,716,158,22,5,3825,Derwent Valley (M)
61610,19,55,101,90,94,55,15,0,0,436,16,28,77,75,73,58,26,9,6,359,624,807,1859,1930,2257,1614,363,48,9,9508,Devonport (C)
61810,3,9,15,18,15,11,7,0,0,74,10,8,22,8,15,35,4,6,0,113,99,218,404,441,580,571,149,25,4,2495,Dorset (M)
62010,3,4,0,4,3,0,0,0,0,13,0,0,4,0,4,7,0,0,0,17,6,28,53,73,99,117,46,7,0,445,Flinders (M) (Tas.)
62210,5,10,7,9,10,10,3,4,0,62,7,7,17,25,21,31,9,4,0,118,97,153,324,413,593,477,89,22,3,2172,George Town (M)
70420,6,12,27,18,22,21,3,0,0,114,9,10,36,22,28,33,4,0,0,142,123,223,520,371,439,424,116,12,3,2233,Barkly (R)
70540,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,12,Belyuen (S)
70620,5,8,18,19,5,6,0,0,0,61,0,3,16,10,11,12,4,0,0,54,23,99,321,292,270,213,44,0,0,1266,Central Desert (R)
70700,0,0,0,0,4,5,4,0,0,19,4,9,13,3,9,6,0,3,0,48,23,49,93,77,154,153,41,4,0,598,Coomalie (S)
71000,68,126,375,298,260,176,59,8,0,1373,103,181,480,381,395,243,70,14,3,1878,1709,3696,12523,9802,8703,6184,1535,156,11,44314,Darwin (C)
71300,3,23,44,53,48,30,7,0,0,208,11,12,36,30,16,16,0,3,0,124,37,121,410,378,345,264,56,8,0,1616,East Arnhem (R)
72200,3,22,44,27,32,33,10,0,0,168,8,12,27,33,34,34,14,6,0,165,191,390,1188,869,955,748,219,27,3,4594,Katherine (T)
72330,4,7,39,33,23,13,11,0,0,126,0,11,21,9,15,18,8,0,0,77,32,126,357,296,313,296,71,14,0,1521,MacDonnell (R)
