lga_code16,nfans_75ov_ewft,nfans_75ov_ewpt,nfans_75ov_eafw,nfans_75ov_ehw_ns,nfans_75ov_tot,nfans_tot_ewft,nfans_tot_ewpt,nfans_tot_eafw,nfans_tot_ehw_ns,nfans_tot_tot,tot_15_19_ewft,tot_15_19_ewpt,tot_15_19_eafw,tot_15_19_ehw_ns,tot_15_19_tot,tot_20_24_ewft,tot_20_24_ewpt,tot_20_24_eafw,tot_20_24_ehw_ns,tot_20_24_tot,tot_25_29_ewft,tot_25_29_ewpt,tot_25_29_eafw,tot_25_29_ehw_ns,tot_25_29_tot,tot_30_34_ewft,tot_30_34_ewpt,tot_30_34_eafw,tot_30_34_ehw_ns,tot_30_34_tot,tot_35_39_ewft,tot_35_39_ewpt,tot_35_39_eafw,tot_35_39_ehw_ns,tot_35_39_tot,tot_40_44_ewft,tot_40_44_ewpt,tot_40_44_eafw,tot_40_44_ehw_ns,tot_40_44_tot,tot_45_49_ewft,tot_45_49_ewpt,tot_45_49_eafw,tot_45_49_ehw_ns,tot_45_49_tot,tot_50_54_ewft,tot_50_54_ewpt,tot_50_54_eafw,tot_50_54_ehw_ns,tot_50_54_tot,tot_55_59_ewft,tot_55_59_ewpt,tot_55_59_eafw,tot_55_59_ehw_ns,tot_55_59_tot,tot_60_64_ewft,tot_60_64_ewpt,tot_60_64_eafw,tot_60_64_ehw_ns,tot_60_64_tot,tot_65_69_ewft,tot_65_69_ewpt,tot_65_69_eafw,tot_65_69_ehw_ns,tot_65_69_tot,tot_70_74_ewft,tot_70_74_ewpt,tot_70_74_eafw,tot_70_74_ehw_ns,tot_70_74_tot,tot_75ov_ewft,tot_75ov_ewpt,tot_75ov_eafw,tot_75ov_ehw_ns,tot_75ov_tot,tot_tot_ewft,tot_tot_ewpt,tot_tot_eafw,tot_tot_ehw_ns,tot_tot_tot,lga_name16
12000,0,0,0,0,0,6,0,0,3,11,12,58,0,0,70,61,21,0,0,90,51,15,0,0,70,51,18,4,0,73,50,33,5,7,94,69,27,0,3,99,92,34,3,6,133,83,43,3,8,131,86,38,4,4,132,58,33,7,0,94,25,16,3,0,53,19,16,3,0,41,18,13,0,4,31,674,366,35,33,1111,Coolamon (A)
12150,0,0,0,0,0,19,10,0,0,31,18,28,3,4,48,58,28,4,8,99,88,28,4,3,121,102,25,15,3,145,55,35,3,4,98,78,31,7,12,132,123,46,9,5,177,117,27,6,4,156,113,50,10,3,178,96,35,6,4,138,39,27,0,0,71,24,11,0,3,45,19,8,4,3,29,929,380,62,55,1432,Coonamble (A)
12350,0,0,0,3,3,40,32,0,3,78,95,190,10,6,301,272,124,12,6,408,214,106,22,6,347,225,115,16,5,364,263,112,5,9,396,283,139,9,6,447,336,160,9,6,512,340,160,17,7,527,282,144,15,9,451,258,140,16,7,422,116,90,4,6,212,49,48,3,3,105,31,30,3,11,75,2755,1562,152,96,4569,Cowra (A)
12380,3,0,0,0,3,499,203,15,61,776,591,1722,85,116,2513,3267,2611,121,258,6261,5593,2107,197,257,8161,6231,2069,292,232,8823,5837,1950,178,209,8172,5886,1829,136,156,8005,5911,1723,111,190,7940,5857,1531,144,156,7690,4743,1436,152,111,6443,2893,1073,135,76,4178,994,644,65,31,1730,255,269,14,15,554,67,101,7,15,194,48128,19072,1640,1828,70670,Cumberland (A)
12700,0,0,0,0,0,13,9,0,0,26,40,95,3,6,144,59,54,10,5,130,72,29,10,7,115,68,59,5,4,142,89,76,7,0,171,120,69,4,6,207,140,84,4,4,235,154,99,9,6,266,171,104,11,4,288,101,99,14,4,215,51,59,5,0,117,31,30,3,3,66,28,33,3,0,59,1122,895,90,52,2155,Dungog (A)
12730,0,0,0,0,5,39,35,3,0,69,56,140,5,4,205,194,81,11,9,298,184,105,11,0,300,180,96,12,3,294,193,92,12,0,300,277,124,12,9,421,245,105,6,9,364,285,130,9,11,431,288,120,23,6,434,203,106,30,13,351,74,82,13,6,164,35,31,3,3,75,23,20,0,3,50,2215,1242,160,76,3693,Edward River (A)
12750,0,0,0,0,0,89,89,3,7,187,142,577,38,30,789,363,337,29,30,765,423,289,30,16,761,479,342,43,17,877,516,401,34,18,967,721,471,24,27,1245,842,498,34,23,1394,859,625,60,22,1571,843,673,75,23,1615,522,641,70,16,1252,167,280,33,14,486,41,109,11,5,167,26,48,5,9,94,5947,5298,473,257,11982,Eurobodalla (A)
12850,0,0,0,0,0,435,180,15,64,696,574,1940,99,108,2721,2730,2369,104,212,5416,4262,1489,147,203,6097,4337,1599,201,205,6349,4059,1611,138,143,5960,4323,1812,103,143,6390,4417,1756,87,162,6428,4488,1744,125,165,6523,3825,1486,114,108,5534,2280,1094,118,84,3573,853,578,51,29,1509,196,197,18,16,431,62,83,9,12,165,36421,17762,1316,1592,57091,Fairfield (C)
12870,0,0,0,0,0,36,20,3,4,71,79,189,14,5,287,235,124,23,11,389,283,93,12,8,398,270,123,21,9,421,267,130,8,8,417,341,125,15,13,489,380,164,12,14,563,402,150,26,3,581,384,151,39,6,587,231,172,29,7,441,96,89,7,13,204,44,39,12,7,100,15,25,4,7,55,3023,1565,225,114,4935,Federation (A)
12900,0,0,0,0,0,38,21,0,5,61,79,127,20,6,226,234,71,10,15,329,241,87,24,8,361,211,104,25,10,343,224,118,5,6,356,237,103,11,8,355,262,114,9,6,389,311,119,16,5,450,271,110,17,4,407,191,98,13,5,307,90,53,3,0,154,34,36,6,4,81,35,26,8,15,87,2419,1179,160,102,3855,Forbes (A)
12930,0,0,0,0,3,212,155,9,28,402,269,1665,96,57,2088,1708,1952,91,114,3867,3096,1290,165,122,4668,3121,1343,232,103,4797,2702,1421,177,81,4376,2964,1585,98,78,4724,3027,1558,100,74,4756,3035,1483,108,86,4709,2427,1454,112,72,4064,1321,1098,95,46,2556,537,661,46,29,1267,134,288,20,10,447,59,154,10,5,229,24385,15942,1340,877,42550,Georges River (A)
12950,4,0,0,0,4,22,11,0,3,38,6,54,0,6,62,69,37,5,3,117,86,40,7,3,139,61,32,11,3,105,77,44,0,7,127,91,38,3,3,128,118,32,0,3,156,129,53,10,3,193,120,65,5,3,199,87,49,11,0,148,51,28,3,6,84,34,11,0,4,52,35,17,0,0,53,977,492,58,48,1570,Gilgandra (A)
13010,0,3,0,0,0,25,20,0,3,47,49,120,5,3,183,133,61,11,8,219,128,63,10,0,204,126,78,6,4,219,162,85,6,13,268,181,85,3,6,281,197,111,19,6,336,218,111,10,3,339,238,135,20,6,396,137,104,13,3,261,92,60,12,7,170,51,44,7,5,108,32,32,8,6,78,1747,1108,124,83,3059,Glen Innes Severn (A)
13310,0,0,0,0,0,117,60,10,4,193,200,520,32,27,781,601,325,35,23,992,702,283,59,20,1060,666,352,51,23,1095,714,295,29,27,1065,812,337,26,25,1196,901,345,40,15,1303,922,409,35,18,1384,772,352,64,13,1202,469,311,35,11,828,172,182,27,6,390,57,97,4,4,169,28,50,8,11,97,7020,3870,442,226,11561,Goulburn Mulwaree (A)
13340,0,0,0,0,0,28,19,0,5,52,59,100,10,12,182,121,62,7,5,193,166,51,10,6,231,181,75,13,5,276,156,76,11,4,244,192,89,9,0,293,238,110,3,6,359,276,119,18,9,423,248,122,22,6,405,186,108,11,10,312,101,67,13,4,190,59,47,11,6,114,39,36,12,7,92,2027,1064,151,75,3316,Greater Hume Shire (A)
13450,0,4,0,0,4,115,58,7,5,189,295,476,44,29,837,751,267,28,38,1090,995,288,49,32,1357,841,327,55,27,1247,742,350,39,18,1152,833,340,32,17,1217,909,340,24,26,1307,902,338,28,27,1297,790,308,33,24,1161,516,269,34,17,830,188,149,34,10,387,60,91,10,6,158,24,51,3,11,92,7842,3599,407,278,12132,Griffith (C)
13510,0,0,0,0,0,35,29,3,3,69,89,143,10,7,246,193,103,5,13,309,201,77,12,11,295,209,104,15,13,345,220,141,15,11,385,247,140,11,10,408,298,124,8,3,440,330,153,18,13,517,305,151,16,5,481,210,127,17,11,368,80,79,4,9,176,32,42,3,6,85,28,35,3,6,78,2457,1423,139,105,4134,Gundagai (A)
13550,3,0,0,0,4,42,27,0,5,73,105,200,16,7,325,258,124,16,9,410,327,91,20,3,443,285,148,15,12,465,312,126,17,10,466,320,129,10,10,467,309,159,15,10,488,340,132,16,12,499,373,144,10,16,546,270,128,16,7,415,99,82,3,0,185,34,42,5,5,84,33,23,4,9,66,3058,1535,169,103,4859,Gunnedah (A)
13660,0,0,0,0,0,14,7,0,0,25,24,41,4,3,76,74,26,3,0,109,85,42,3,0,126,79,41,11,0,128,96,37,0,6,144,118,52,5,4,176,161,58,3,0,221,174,57,9,3,244,136,47,8,6,200,101,45,11,5,161,62,41,5,6,116,43,26,0,4,73,29,19,7,4,55,1184,533,67,44,1826,Gwydir (A)
13800,0,4,0,0,4,160,82,4,24,274,541,1188,52,38,1819,1435,930,58,71,2496,1701,577,75,60,2414,1502,613,89,54,2250,1488,645,61,38,2230,1687,815,51,47,2600,1773,814,60,34,2687,1753,765,48,40,2603,1536,709,62,34,2344,863,540,54,27,1479,324,371,38,18,742,95,165,6,7,272,53,81,3,15,155,14741,8222,660,473,24093,Hawkesbury (C)
13850,0,0,0,0,0,15,5,0,0,21,29,45,6,3,78,80,29,0,0,107,63,25,0,4,93,66,24,7,6,102,51,31,0,4,87,72,39,4,0,114,97,28,0,3,130,127,47,4,5,191,108,42,14,5,166,63,31,4,3,108,28,26,12,3,61,7,9,6,0,26,10,10,0,0,23,808,390,57,38,1288,Hay (A)
16380,4,3,0,3,8,190,120,18,33,358,335,1307,114,44,1794,1038,741,67,59,1904,1340,708,82,44,2177,1368,755,115,40,2285,1477,886,88,38,2493,2039,988,57,56,3137,2148,1130,78,61,3412,2102,1179,105,46,3427,1916,1192,135,53,3297,1022,990,96,30,2131,354,480,36,23,897,95,232,26,22,366,56,111,9,17,187,15288,10687,1002,537,27509,Port Macquarie-Hastings (A)
16400,0,3,0,0,3,186,102,9,17,310,329,1239,72,31,1673,1358,834,73,57,2324,1931,560,106,48,2657,1813,639,119,33,2600,1729,689,65,45,2530,1986,832,84,47,2947,2053,776,82,38,2947,1980,798,89,38,2906,1588,788,103,34,2517,892,613,57,28,1592,266,321,31,13,628,65,154,17,14,245,35,84,8,12,138,16030,8340,906,451,25725,Port Stephens (A)
16490,0,4,0,0,3,119,57,5,14,192,254,734,33,26,1049,832,456,36,37,1357,1168,336,41,25,1574,1080,343,56,36,1510,1006,308,44,17,1369,1106,414,42,23,1585,1208,392,41,28,1665,1088,359,41,23,1512,859,405,48,24,1327,543,342,53,10,946,230,226,19,5,481,68,114,11,3,203,47,67,4,8,130,9481,4490,471,265,14709,Queanbeyan-Palerang Regional (A)
16550,4,0,0,0,3,305,171,11,32,520,172,1002,62,62,1303,1479,2447,115,130,4169,3708,1799,166,133,5805,3957,1550,289,111,5905,3550,1534,217,96,5395,3333,1514,129,78,5053,3335,1327,79,78,4818,3200,1192,99,78,4566,2628,1159,112,58,3962,1633,1007,91,46,2781,664,642,71,30,1410,209,322,25,14,570,69,155,13,15,251,27939,15654,1462,939,45988,Randwick (C)
16610,0,3,0,0,3,66,45,4,5,119,123,324,14,12,476,290,215,20,11,536,302,165,33,13,517,290,186,33,23,527,381,190,16,9,604,442,226,21,17,709,488,269,17,13,787,488,304,19,13,826,476,301,29,10,815,346,280,30,13,671,116,138,7,13,274,44,51,3,3,109,32,35,5,14,83,3820,2690,253,170,6931,Richmond Valley (A)
16650,3,3,0,0,6,174,94,11,19,300,230,764,57,29,1084,1162,1232,53,81,2524,1926,963,83,81,3055,1987,1004,124,79,3195,1835,857,90,61,2839,1908,937,95,48,2983,1967,885,58,60,2966,1772,889,60,56,2779,1553,676,85,40,2354,867,636,72,23,1599,358,353,45,18,777,91,133,19,10,246,31,78,3,3,116,15694,9399,844,586,26525,Rockdale (C)
16700,0,4,0,3,7,539,212,24,39,818,383,2126,120,90,2717,3185,3583,187,207,7163,6874,1968,234,240,9317,9002,1923,485,193,11607,8861,1990,366,157,11374,8749,1912,221,122,11004,7602,1730,133,128,9598,6662,1599,126,99,8480,4839,1510,134,94,6583,2612,1217,117,82,4024,903,740,58,21,1721,225,266,28,10,538,63,186,15,20,279,59972,20755,2221,1460,84410,Ryde (C)
16900,0,0,0,0,3,99,85,6,10,203,304,1188,55,26,1574,915,997,56,42,2008,1006,541,67,27,1640,1005,604,95,37,1746,1023,658,61,29,1774,1127,738,41,27,1939,1184,701,60,21,1964,1085,672,59,22,1835,886,614,68,17,1582,452,435,51,9,954,112,176,8,8,308,34,63,4,14,118,17,28,3,5,56,9150,7414,644,290,17489,Shellharbour (C)
16950,0,0,0,0,4,244,191,20,37,485,467,1565,96,91,2223,1614,1125,85,78,2901,1907,885,145,75,3002,1828,1011,140,48,3036,1800,1078,109,43,3030,2165,1252,80,52,3547,2264,1298,113,68,3748,2424,1374,136,66,4004,2153,1540,159,71,3929,1186,1187,129,50,2547,351,654,66,26,1100,109,243,24,18,391,49,119,12,31,204,18326,13323,1302,713,33662,Shoalhaven (C)
17000,0,0,0,0,0,131,48,4,13,194,347,435,30,27,838,930,341,46,31,1344,1304,291,69,27,1697,1496,330,89,38,1952,1412,379,69,34,1897,1378,408,61,40,1880,1304,358,55,39,1753,1208,308,64,28,1612,943,293,66,26,1327,464,214,36,12,728,165,122,19,5,304,48,62,3,3,119,33,27,4,7,65,11025,3572,603,322,15521,Singleton (A)
17040,0,0,0,0,3,91,65,0,9,166,230,372,19,22,644,750,348,7,32,1150,716,253,24,26,1028,531,213,37,14,797,448,231,19,16,714,652,253,21,18,940,690,284,21,28,1019,753,282,33,11,1077,607,300,44,16,969,376,262,41,14,697,196,154,18,8,376,102,93,10,8,214,67,51,9,10,136,6128,3103,307,222,9761,Snowy Monaro Regional (A)
17080,0,0,0,0,0,60,38,4,9,105,98,182,10,8,296,246,116,9,11,391,308,107,17,9,446,310,169,27,21,526,301,177,13,14,513,428,179,10,10,633,436,168,19,15,640,493,202,19,12,729,489,175,44,20,735,318,157,30,10,516,130,109,20,9,261,57,51,10,8,121,43,38,4,8,94,3676,1835,232,154,5895,Snowy Valleys (A)
17420,3,3,0,0,5,370,215,11,53,649,701,3572,189,79,4540,3101,3323,170,143,6736,4657,1534,191,146,6528,4918,1688,261,133,6993,4834,1947,184,118,7086,5078,2257,123,119,7572,4698,2044,103,109,6954,4309,1796,114,96,6315,3329,1522,104,66,5023,1894,1363,104,38,3403,815,880,66,29,1785,220,393,25,22,652,57,190,17,18,279,38604,22508,1649,1115,63867,The Hills Shire (A)
17550,0,0,0,3,3,196,181,16,29,425,278,1406,61,70,1815,965,1047,52,61,2131,1269,711,72,50,2110,1383,892,115,65,2455,1391,1107,66,42,2606,1724,1192,66,65,3052,1950,1188,75,59,3280,1983,1255,88,50,3373,1872,1350,133,61,3414,1112,1070,120,47,2350,376,572,52,16,1014,112,203,10,11,336,69,128,10,19,225,14489,12119,940,614,28163,Tweed (A)
17620,0,0,0,0,0,51,26,5,3,83,93,197,14,9,318,256,128,8,7,401,321,119,19,10,467,325,138,20,8,496,258,151,14,7,429,338,166,8,13,527,324,160,21,0,512,343,166,18,16,544,322,162,17,8,511,231,157,21,11,423,105,97,6,7,209,46,47,3,3,96,43,49,6,6,102,3011,1742,176,111,5041,Upper Hunter Shire (A)
17640,0,0,0,0,0,16,26,3,3,46,45,88,3,3,139,94,56,7,8,153,97,47,10,9,157,109,57,9,4,178,87,60,6,3,150,140,66,3,4,214,137,82,9,3,231,188,94,4,7,292,214,98,4,0,317,144,93,3,3,238,108,78,3,4,196,62,38,0,3,102,56,48,0,7,110,1472,901,62,47,2487,Upper Lachlan Shire (A)
17650,0,0,0,0,0,13,6,0,0,24,6,35,3,3,51,45,36,0,5,91,57,18,3,0,82,61,41,0,4,106,74,41,3,0,118,70,38,3,3,116,104,37,4,3,145,116,48,4,0,169,104,53,8,3,166,76,40,8,3,135,48,35,0,3,80,26,22,0,0,49,21,17,4,4,45,805,470,49,31,1351,Uralla (A)
17750,4,4,0,4,10,264,114,9,19,408,772,1306,74,86,2236,2254,1230,96,107,3695,2435,781,141,49,3412,2180,820,160,55,3218,2020,796,112,36,2956,2175,815,66,45,3097,2199,760,57,40,3057,2101,734,91,30,2960,1882,751,101,40,2769,1126,633,93,27,1885,369,388,43,20,821,114,143,24,10,295,73,102,5,23,197,19701,9264,1060,572,30602,Wagga Wagga (C)
17850,0,0,0,0,0,20,5,0,0,25,10,39,3,3,58,53,22,6,3,92,56,15,3,4,76,50,28,6,0,92,74,25,0,0,104,81,41,3,0,125,101,38,3,3,139,129,38,3,0,173,101,47,7,5,157,85,44,3,0,136,67,38,3,7,109,41,19,3,0,65,18,21,3,0,39,871,419,45,22,1365,Walcha (A)
17900,0,0,0,0,0,15,12,0,3,29,27,32,3,3,61,90,45,5,5,143,141,52,4,0,199,125,50,14,7,192,125,54,8,4,186,120,39,5,7,176,147,69,4,5,226,146,73,9,7,230,151,65,9,11,230,122,57,9,8,196,63,34,3,6,112,35,24,7,3,69,18,13,0,3,43,1313,605,74,69,2053,Walgett (A)
17950,0,0,0,0,0,9,5,0,3,12,14,8,3,0,30,50,12,3,0,67,79,15,7,0,100,74,25,11,3,107,58,34,0,0,91,80,20,0,3,105,90,19,0,0,114,102,21,0,3,130,113,27,7,3,150,55,19,6,0,79,33,14,9,5,57,19,9,0,0,30,14,15,3,3,38,781,251,38,24,1092,Warren (A)
18020,0,0,0,0,0,31,18,3,7,59,28,51,8,5,88,105,62,12,3,182,127,59,5,11,200,106,77,6,7,204,157,88,3,13,261,183,88,3,5,276,213,116,10,3,342,256,122,3,12,395,239,105,14,8,365,179,125,19,4,321,101,61,12,6,183,61,40,3,3,101,50,36,6,11,99,1797,1042,104,81,3020,Warrumbungle Shire (A)
18050,0,0,0,0,3,144,101,11,19,268,121,914,52,29,1123,1162,1848,71,72,3150,2169,1331,80,75,3659,2192,980,110,70,3359,1685,861,74,42,2656,1469,806,61,47,2374,1356,771,29,38,2192,1176,662,27,29,1888,943,551,43,19,1551,569,487,37,17,1103,314,428,25,11,772,123,183,13,7,318,42,131,11,8,193,13313,9953,618,461,24340,Waverley (A)
18100,3,0,0,0,3,6,6,0,3,17,15,30,0,9,48,40,14,0,0,53,50,12,3,4,64,50,22,9,0,78,80,30,3,3,116,71,44,0,3,126,93,34,3,6,131,98,48,3,0,149,109,49,3,3,158,95,40,4,0,139,55,33,3,7,91,21,22,5,5,45,22,20,3,0,38,786,380,35,35,1244,Weddin (A)
18200,0,0,0,0,0,27,11,0,5,36,31,58,0,7,91,119,62,0,10,194,159,56,4,3,229,148,47,11,12,218,180,52,5,4,244,208,69,3,8,296,207,78,8,8,299,275,57,14,7,351,248,79,16,6,350,162,88,26,3,274,59,53,3,3,125,17,22,3,0,42,15,13,0,6,32,1823,739,108,74,2750,Wentworth (A)
18230,0,7,0,0,11,196,84,8,27,314,403,875,56,42,1371,1303,539,54,48,1946,1673,482,98,52,2307,1482,640,140,34,2292,1372,580,64,34,2047,1577,533,46,33,2183,1693,544,45,39,2313,1690,530,55,40,2321,1532,558,75,26,2192,905,478,76,23,1483,386,282,36,21,726,122,140,11,10,289,77,110,10,23,217,14220,6298,763,427,21701,Western Plains Regional (A)
18250,4,3,0,3,7,364,157,13,42,572,309,1583,91,52,2030,2626,2855,150,128,5757,5803,1632,200,150,7780,6236,1530,364,136,8257,5382,1534,248,120,7282,4901,1602,127,80,6715,4335,1415,75,84,5914,3988,1366,108,72,5530,3233,1240,98,69,4634,1878,1040,90,47,3054,778,755,46,25,1606,185,362,37,10,594,77,193,15,18,300,39728,17098,1642,976,59443,Willoughby (C)
18350,0,3,0,0,3,154,103,7,10,275,269,981,54,20,1324,870,561,29,32,1491,944,459,52,27,1488,836,452,68,21,1388,869,494,40,25,1427,1081,646,37,35,1798,1278,670,45,30,2022,1345,682,49,28,2100,1154,687,56,25,1928,728,624,41,19,1407,333,487,33,7,863,106,292,8,10,423,79,151,11,16,257,9894,7197,528,294,17915,Wingecarribee (A)
18400,0,0,0,0,0,101,39,11,11,159,237,494,21,17,769,602,300,20,28,955,740,226,43,18,1034,769,303,43,13,1136,839,312,29,28,1208,882,380,30,21,1314,849,340,28,23,1246,796,321,25,21,1163,724,296,48,29,1092,413,234,41,18,704,158,145,16,7,324,47,57,5,0,111,22,39,5,12,80,7076,3447,365,240,11134,Wollondilly (A)
18450,0,0,0,3,7,489,305,31,55,879,901,3437,181,125,4641,3772,4147,226,214,8362,4878,2403,332,140,7758,4977,2497,408,132,8011,4886,2712,322,91,8016,5809,3011,224,100,9147,6018,2657,201,133,9009,6069,2768,281,115,9229,5113,2412,327,86,7943,2390,1859,250,65,4561,690,922,92,37,1745,164,309,23,24,523,65,138,16,39,265,45745,29280,2885,1310,79222,Wollongong (C)
18500,0,0,0,0,0,117,83,6,8,216,102,470,22,37,627,875,1170,47,53,2146,1818,846,50,39,2764,1682,677,93,48,2496,1293,635,64,26,2018,1246,611,32,30,1926,1193,593,27,22,1833,1136,557,23,14,1727,936,519,39,17,1512,666,543,33,20,1257,341,513,26,14,893,132,297,14,12,453,78,219,7,9,318,11503,7644,488,335,19972,Woollahra (A)
18710,0,0,0,0,0,25,23,0,0,56,43,211,13,4,281,160,134,14,6,317,181,84,5,3,276,200,82,19,0,299,190,103,5,10,309,232,136,4,11,377,232,138,11,15,384,246,132,14,3,401,227,138,14,0,385,160,131,10,7,314,99,115,17,4,233,54,54,12,4,124,42,38,8,4,91,2073,1500,139,81,3787,Yass Valley (A)
19399,0,0,0,0,0,11,0,0,5,17,11,7,0,3,15,29,11,3,3,45,43,9,3,3,56,37,11,5,3,56,45,14,7,3,70,40,15,3,0,56,27,4,3,0,36,48,15,4,0,63,40,16,0,0,54,39,10,5,3,57,29,8,4,0,38,13,6,0,0,22,3,3,0,3,11,392,122,39,20,573,Unincorporated NSW
20110,0,0,0,0,0,29,32,0,3,69,50,232,16,7,301,154,107,16,9,291,196,81,7,3,292,162,100,17,3,289,192,124,9,5,336,301,193,14,11,512,338,189,13,8,554,372,200,23,18,610,352,239,30,6,627,214,183,33,10,438,92,109,14,11,223,22,45,3,3,77,23,26,5,5,57,2480,1823,203,110,4613,Alpine (S)
20260,0,0,0,0,0,34,26,3,10,69,86,183,11,11,299,173,136,14,15,337,290,117,23,6,435,245,110,21,10,382,300,120,13,9,437,311,130,12,5,459,392,170,12,10,587,375,158,19,10,560,320,179,36,8,543,252,154,29,7,439,98,102,22,3,224,24,39,10,3,86,35,32,5,5,80,2907,1640,230,96,4870,Ararat (RC)
20570,0,3,0,0,4,332,254,32,30,651,493,2231,99,91,2912,2235,2266,169,136,4811,3062,1413,188,65,4723,2742,1434,268,87,4526,2702,1587,184,69,4543,3041,1707,145,69,4963,3178,1603,129,78,4987,3228,1566,175,71,5039,2749,1517,199,60,4527,1552,1214,166,49,2983,446,653,81,33,1217,98,214,26,8,352,57,102,9,22,193,25587,17522,1847,834,45788,Ballarat (C)
20660,0,3,0,0,3,278,189,16,31,518,222,1724,52,42,2044,1524,2013,94,67,3709,2918,1217,156,91,4384,2718,1252,275,90,4339,2239,1464,147,70,3921,2376,1736,118,65,4296,2665,1813,101,65,4648,2544,1578,114,65,4291,2198,1539,153,61,3948,1431,1249,127,37,2846,504,708,70,21,1306,128,264,15,6,420,41,139,12,14,198,21501,16712,1451,687,40356,Banyule (C)
20740,0,0,0,0,0,82,70,6,9,162,85,496,51,24,656,325,334,33,24,715,458,263,52,21,796,437,352,55,25,869,474,347,44,11,878,608,418,42,18,1091,699,454,42,17,1214,597,496,63,21,1175,598,538,72,16,1230,334,468,70,19,890,139,238,35,19,427,56,106,6,6,182,39,82,10,8,131,4864,4594,591,213,10258,Bass Coast (S)
20830,0,3,0,0,3,124,95,4,13,242,243,811,18,34,1111,814,559,36,36,1449,887,389,62,29,1357,818,505,82,38,1440,752,524,56,32,1360,921,563,44,21,1557,1019,685,50,27,1790,991,630,62,33,1718,913,606,85,36,1636,615,569,64,19,1274,256,291,33,20,598,117,139,23,11,287,85,107,14,6,216,8441,6374,620,344,15789,Baw Baw (S)
20910,0,5,0,0,5,159,138,13,24,326,134,1261,60,24,1480,1017,1757,71,69,2907,1945,885,74,58,2965,1980,787,122,54,2944,1612,950,84,43,2690,1729,1234,69,49,3079,1937,1400,60,52,3447,2001,1232,58,44,3337,1560,1118,80,31,2782,939,945,63,27,1977,392,737,50,25,1201,106,348,20,6,482,41,184,8,13,243,15388,12839,826,487,29537,Bayside (C)
21010,0,0,0,0,0,36,32,0,5,75,50,210,12,12,285,209,133,21,16,369,226,97,11,3,334,237,102,20,6,371,239,133,10,3,385,280,161,14,13,468,352,178,14,4,554,426,198,36,14,667,403,237,37,9,691,264,206,24,19,509,126,117,23,4,264,47,47,4,3,95,34,37,9,5,80,2885,1846,234,112,5075,Benalla (RC)
21110,0,9,0,3,13,422,267,16,48,759,205,2458,97,71,2826,2528,3997,176,161,6865,5961,2252,232,155,8593,6088,2028,384,144,8645,4940,2136,287,110,7472,4969,2490,145,108,7711,5020,2550,126,109,7799,4479,2324,126,105,7039,3735,2184,166,65,6153,2209,1863,146,55,4269,937,1397,96,46,2468,302,640,46,29,1019,102,348,27,32,507,41477,26658,2057,1192,71382,Boroondara (C)
21180,3,3,0,3,7,526,254,20,77,872,441,2316,94,88,2940,2785,2838,130,219,5979,5353,1912,213,226,7704,5731,1978,276,219,8206,5201,1975,225,172,7578,5313,2138,172,178,7805,5420,2052,126,169,7773,4864,1853,152,144,7014,3968,1725,166,135,5983,2187,1207,149,50,3593,666,634,56,27,1373,141,204,20,12,386,52,85,8,14,161,42128,20914,1792,1660,66496,Brimbank (C)
21270,0,0,0,0,0,20,9,0,0,27,13,96,3,0,116,94,28,5,0,129,115,34,10,4,156,105,47,9,0,163,105,52,0,3,164,116,93,10,3,224,185,99,9,5,297,202,98,7,6,314,209,110,14,3,344,164,86,24,5,276,71,57,17,3,150,26,23,3,0,53,22,24,7,8,60,1419,852,112,53,2442,Buloke (S)
21370,0,3,0,3,4,140,90,7,16,249,260,689,48,44,1039,741,376,39,38,1202,839,310,63,22,1235,790,379,62,21,1250,726,415,57,23,1217,1042,512,48,24,1629,1162,514,50,27,1756,1209,577,62,29,1875,1121,567,94,29,1812,670,510,71,35,1292,255,265,47,13,578,87,116,5,17,228,52,92,9,23,181,8950,5337,653,347,15291,Campaspe (S)
21450,0,0,0,0,4,141,101,12,23,270,348,1525,59,46,1980,1230,1041,48,63,2382,1575,637,76,82,2371,1477,786,116,55,2441,1321,832,68,47,2266,1417,928,46,40,2433,1583,885,58,38,2564,1401,782,52,37,2270,1205,691,80,35,2010,668,605,40,20,1338,261,334,28,9,630,110,140,6,11,272,67,90,8,18,186,12666,9277,697,508,23143,Cardinia (S)
21610,0,3,0,0,3,389,283,22,51,750,602,4283,172,96,5155,3126,3621,170,193,7114,4581,1925,215,161,6881,4457,2318,336,157,7261,3993,2464,189,131,6777,4101,2593,138,116,6954,4399,2608,145,136,7290,3913,2067,177,114,6274,3009,1841,166,80,5096,1751,1421,139,63,3371,589,708,66,21,1376,150,263,30,24,468,54,139,3,13,212,34730,26254,1950,1311,64240,Casey (C)
21670,0,0,0,0,0,30,26,0,7,63,43,207,13,15,275,169,136,11,13,324,181,103,15,7,312,158,128,11,4,305,170,113,17,5,310,247,153,15,8,418,281,199,10,10,499,318,178,16,12,523,257,197,22,7,490,195,168,19,5,391,61,92,12,3,165,14,37,3,0,52,16,26,6,3,56,2107,1749,170,91,4116,Central Goldfields (S)
