lga_code16,nfans_75ov_ewft,nfans_75ov_ewpt,nfans_75ov_eafw,nfans_75ov_ehw_ns,nfans_75ov_tot,nfans_tot_ewft,nfans_tot_ewpt,nfans_tot_eafw,nfans_tot_ehw_ns,nfans_tot_tot,tot_15_19_ewft,tot_15_19_ewpt,tot_15_19_eafw,tot_15_19_ehw_ns,tot_15_19_tot,tot_20_24_ewft,tot_20_24_ewpt,tot_20_24_eafw,tot_20_24_ehw_ns,tot_20_24_tot,tot_25_29_ewft,tot_25_29_ewpt,tot_25_29_eafw,tot_25_29_ehw_ns,tot_25_29_tot,tot_30_34_ewft,tot_30_34_ewpt,tot_30_34_eafw,tot_30_34_ehw_ns,tot_30_34_tot,tot_35_39_ewft,tot_35_39_ewpt,tot_35_39_eafw,tot_35_39_ehw_ns,tot_35_39_tot,tot_40_44_ewft,tot_40_44_ewpt,tot_40_44_eafw,tot_40_44_ehw_ns,tot_40_44_tot,tot_45_49_ewft,tot_45_49_ewpt,tot_45_49_eafw,tot_45_49_ehw_ns,tot_45_49_tot,tot_50_54_ewft,tot_50_54_ewpt,tot_50_54_eafw,tot_50_54_ehw_ns,tot_50_54_tot,tot_55_59_ewft,tot_55_59_ewpt,tot_55_59_eafw,tot_55_59_ehw_ns,tot_55_59_tot,tot_60_64_ewft,tot_60_64_ewpt,tot_60_64_eafw,tot_60_64_ehw_ns,tot_60_64_tot,tot_65_69_ewft,tot_65_69_ewpt,tot_65_69_eafw,tot_65_69_ehw_ns,tot_65_69_tot,tot_70_74_ewft,tot_70_74_ewpt,tot_70_74_eafw,tot_70_74_ehw_ns,tot_70_74_tot,tot_75ov_ewft,tot_75ov_ewpt,tot_75ov_eafw,tot_75ov_ehw_ns,tot_75ov_tot,tot_tot_ewft,tot_tot_ewpt,tot_tot_eafw,tot_tot_ehw_ns,tot_tot_tot,lga_name16
53710,0,0,0,0,0,3,0,0,0,3,3,3,0,0,9,9,7,0,0,13,19,10,0,0,32,27,8,4,0,37,18,7,0,4,27,18,17,0,0,34,26,9,0,0,32,27,9,3,0,40,22,12,3,0,42,23,18,6,0,40,7,13,0,0,22,3,3,0,0,9,4,8,0,0,17,204,131,20,3,355,Goomalling (S)
53780,0,0,0,0,4,178,91,14,20,302,319,1202,34,30,1587,1186,1072,62,66,2383,1659,767,83,67,2575,1727,803,97,50,2677,1495,874,77,52,2488,1649,886,57,40,2636,1709,889,87,24,2709,1494,789,65,35,2389,1255,741,79,22,2099,876,683,78,20,1651,315,396,49,0,758,83,153,10,7,254,22,63,6,10,101,13784,9318,786,420,24306,Gosnells (C)
53800,0,0,0,0,0,96,58,5,8,167,315,760,33,16,1124,863,359,62,20,1307,938,340,73,20,1369,927,441,96,23,1493,916,474,66,28,1489,1125,533,48,23,1739,1284,594,67,28,1977,1197,534,78,35,1836,988,459,94,24,1565,633,395,60,19,1112,215,201,32,14,457,43,87,13,4,151,28,39,5,11,88,9476,5227,722,271,15703,Greater Geraldton (C)
53920,0,0,0,0,0,4,3,0,0,9,18,3,0,3,23,66,21,0,8,95,92,18,5,3,120,81,20,12,3,108,70,25,4,3,95,64,14,0,3,91,57,18,3,3,83,83,16,0,3,102,64,12,8,0,82,50,12,3,0,68,14,4,0,0,19,9,3,0,0,11,0,0,0,0,0,660,158,41,41,901,Halls Creek (S)
53990,0,0,0,0,3,58,32,4,5,93,99,309,24,10,443,279,148,9,14,453,417,164,18,10,609,372,208,27,13,624,407,246,30,5,687,463,255,14,13,749,538,249,21,9,818,502,253,30,19,803,405,209,47,16,675,243,170,32,9,448,73,103,14,6,200,29,47,3,6,85,12,36,7,3,48,3836,2390,272,133,6632,Harvey (S)
54340,0,0,0,0,0,14,6,0,4,30,48,47,0,4,97,132,42,4,4,178,129,48,4,4,187,120,37,13,3,172,113,57,6,0,179,108,40,5,3,156,117,51,0,3,166,167,57,10,3,241,129,49,9,3,192,80,51,15,0,145,20,31,0,0,54,18,11,0,0,39,7,5,5,0,14,1193,523,69,32,1826,Katanning (S)
54410,0,0,0,0,0,4,0,0,0,7,3,4,0,0,15,12,13,3,0,25,24,5,3,0,35,20,10,0,0,34,21,20,0,3,44,16,15,3,0,35,34,15,3,3,60,40,16,0,0,52,33,12,6,0,51,26,9,0,0,35,10,14,3,0,22,10,9,0,0,17,0,5,0,0,6,244,148,17,14,432,Kellerberrin (S)
65410,0,0,0,0,0,35,33,3,4,70,59,152,12,8,231,206,105,9,3,330,210,73,17,3,302,218,108,16,9,350,205,108,15,8,325,236,136,9,5,395,262,154,16,9,440,302,167,13,8,491,250,160,22,12,447,151,141,14,10,318,45,55,8,0,108,13,27,3,4,48,10,13,0,3,28,2164,1402,159,84,3808,Waratah/Wynyard (M)
65610,0,0,0,0,0,13,8,0,8,32,14,34,11,5,60,102,46,5,6,164,135,42,7,5,193,141,35,17,4,196,119,44,6,4,171,140,55,8,3,202,182,49,11,14,259,160,61,9,6,241,141,68,10,6,229,73,38,15,4,129,21,22,3,0,47,4,7,4,0,16,3,0,0,3,9,1238,509,111,61,1912,West Coast (M)
65810,0,0,0,0,0,28,30,4,5,66,40,206,12,4,265,155,124,11,5,292,169,91,22,5,284,146,102,8,12,267,155,108,16,3,274,193,165,7,12,372,230,187,19,10,450,227,194,22,11,454,237,199,29,11,468,153,184,30,3,366,55,89,18,5,169,20,47,0,0,71,5,20,3,0,31,1779,1718,196,70,3762,West Tamar (M)
63210,0,0,0,0,0,11,11,0,3,23,30,46,4,5,85,46,19,3,7,80,53,31,6,0,91,59,31,4,6,91,59,30,6,3,98,75,59,12,3,141,92,56,11,0,162,103,60,11,4,172,98,67,14,9,185,49,54,9,0,117,23,33,5,0,63,5,20,0,0,26,12,13,0,0,28,723,518,83,36,1358,Kentish (M)
54480,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,10,0,0,0,10,13,0,0,3,16,22,3,0,0,26,30,12,0,0,48,15,9,0,0,27,28,4,0,0,32,28,4,0,0,34,21,6,0,0,22,15,9,0,0,27,8,5,0,0,17,7,0,0,0,10,7,3,0,0,10,199,63,4,6,283,Kent (S)
54550,0,0,0,0,0,14,0,0,0,14,11,10,0,0,30,34,16,3,0,56,41,14,0,0,59,56,23,5,3,85,54,24,0,3,82,47,20,0,0,74,72,32,3,0,111,87,35,11,3,136,79,24,5,0,107,55,32,10,3,97,33,19,4,0,54,18,9,0,3,29,10,10,3,3,28,601,271,54,26,949,Kojonup (S)
58890,0,0,0,0,0,3,0,0,0,10,6,6,0,0,14,17,0,0,0,18,9,3,0,0,17,16,13,0,3,31,10,8,0,0,28,22,11,0,0,30,32,19,0,0,48,34,15,3,0,48,40,14,0,0,59,24,14,0,3,39,13,10,0,0,22,5,9,0,0,18,12,6,4,0,24,233,128,12,8,378,West Arthur (S)
63410,0,0,0,0,0,7,5,0,0,9,12,5,0,0,16,34,14,3,0,52,46,20,4,0,63,59,20,13,3,94,41,19,7,3,68,37,17,3,0,59,49,28,3,0,78,74,15,6,0,102,55,17,3,0,79,47,29,8,0,86,18,20,9,0,41,0,5,0,0,6,6,10,0,0,19,480,221,54,12,765,King Island (M)
63610,0,0,0,0,0,48,50,3,7,108,96,553,27,13,685,325,388,29,13,750,466,216,35,20,735,478,282,31,8,806,463,297,28,3,801,525,367,21,6,917,561,342,26,12,934,482,350,31,11,870,451,408,37,20,914,252,311,40,3,608,80,187,12,3,279,25,71,7,9,110,5,42,3,3,54,4221,3815,315,115,8465,Kingborough (M)
63810,0,0,0,0,3,31,30,0,3,66,51,135,12,5,199,127,100,8,3,236,149,88,12,0,257,179,94,16,3,296,170,116,18,7,307,201,129,6,11,350,214,159,20,10,401,256,139,19,4,420,214,149,15,7,385,132,120,19,6,277,44,70,11,3,122,16,37,3,3,62,16,16,0,0,28,1770,1348,161,66,3345,Latrobe (M) (Tas.)
54620,0,0,0,0,0,7,0,0,0,11,3,3,0,0,8,24,5,3,3,38,55,5,0,0,70,62,19,0,3,85,58,13,4,0,77,76,20,0,0,95,61,14,3,0,75,47,14,3,0,64,64,8,0,4,76,36,10,3,0,52,26,4,0,0,27,6,6,0,0,17,14,6,0,0,23,533,124,20,14,700,Kondinin (S)
54690,0,0,0,0,0,7,0,0,0,8,0,3,0,0,4,5,6,0,0,8,7,0,0,0,12,8,3,0,0,9,13,4,0,0,16,19,6,0,0,25,10,3,0,0,8,20,0,0,0,18,20,3,0,4,30,16,5,0,0,19,10,3,0,0,7,0,3,0,0,3,4,5,0,0,7,123,45,5,5,181,Koorda (S)
73600,0,0,0,0,0,16,14,8,16,55,24,11,0,13,56,100,31,7,24,168,166,50,13,21,247,143,41,13,18,217,126,46,11,20,196,105,51,7,13,171,138,31,10,10,187,147,25,18,4,201,133,26,12,9,179,58,25,0,3,84,33,14,0,0,47,5,5,0,3,17,3,3,0,3,9,1178,347,102,151,1778,Roper Gulf (R)
74050,0,0,0,0,0,3,0,0,0,9,0,3,0,3,5,19,24,0,5,45,46,25,3,3,75,39,31,0,3,78,32,25,0,4,58,36,23,3,7,68,28,25,4,3,64,22,26,0,6,56,44,13,3,3,57,21,11,0,0,38,9,0,0,0,13,3,0,0,0,3,0,0,0,0,5,298,215,17,38,572,Tiwi Islands (R)
74550,0,0,0,0,0,12,6,5,4,22,36,7,0,4,48,55,16,0,3,84,61,23,8,0,90,51,25,0,5,85,49,18,0,3,67,46,15,3,4,66,60,17,0,3,76,67,13,0,0,84,56,16,0,3,79,40,7,0,3,52,23,8,0,0,26,8,3,0,0,12,3,4,0,0,9,559,175,27,36,790,Victoria Daly (R)
54760,0,0,0,0,0,0,0,0,0,6,4,5,0,0,8,12,0,0,0,12,19,0,3,0,17,20,13,0,0,31,29,14,0,0,43,27,10,0,0,38,31,7,0,0,37,42,7,8,0,58,31,3,8,0,42,24,9,3,0,41,19,4,0,3,27,8,3,0,0,15,4,0,0,0,6,280,79,19,4,382,Kulin (S)
54970,0,0,0,0,0,15,0,3,0,20,9,3,0,3,15,98,8,13,4,122,290,17,23,9,334,287,17,28,4,337,253,21,25,7,300,254,20,32,5,314,234,14,32,12,290,227,25,31,7,285,167,11,20,5,206,101,4,11,8,124,29,0,3,0,35,3,0,0,0,3,0,0,0,0,4,1954,138,226,53,2378,Laverton (S)
64010,4,4,0,0,5,275,194,25,25,515,399,1563,69,64,2099,1697,1535,118,66,3421,2035,988,127,52,3201,1954,1052,190,46,3241,1836,1198,129,48,3218,2230,1328,106,51,3715,2628,1289,110,66,4090,2510,1233,130,42,3919,2211,1181,158,57,3604,1212,1009,128,40,2387,334,530,58,19,942,81,183,15,10,291,34,101,9,8,153,19162,13196,1344,572,34271,Launceston (C)
64210,0,0,0,0,0,43,35,3,0,80,86,195,11,14,306,216,177,14,10,417,265,133,16,11,426,249,186,28,3,464,296,189,13,8,507,323,193,25,10,552,421,245,19,8,690,400,221,21,16,651,361,224,36,16,634,259,182,32,6,480,89,98,19,14,222,37,51,3,0,92,27,29,0,3,60,3036,2118,238,105,5500,Meander Valley (M)
64610,0,0,0,0,7,29,23,3,0,62,73,145,6,3,225,248,161,23,9,437,265,104,21,3,402,291,115,18,8,436,291,103,3,4,404,343,154,14,9,510,371,160,11,5,554,382,156,18,5,567,332,166,26,11,537,234,127,15,5,384,76,93,10,8,184,24,44,0,0,72,17,31,6,5,62,2957,1557,178,71,4765,Northern Midlands (M)
64810,0,0,0,0,0,16,24,0,0,40,18,179,11,3,213,80,87,8,3,183,122,64,11,4,205,109,92,15,4,224,95,112,10,0,215,135,107,6,5,247,159,106,3,3,268,150,117,17,8,295,169,134,11,3,321,80,101,10,0,188,41,53,5,5,95,6,24,4,0,40,7,12,0,0,24,1176,1188,117,37,2521,Sorell (M)
55040,0,0,0,0,0,11,0,0,0,17,13,6,0,0,23,89,16,3,3,118,261,21,24,5,313,322,27,34,3,384,261,19,21,6,302,229,17,21,9,277,243,25,17,5,287,198,18,15,3,240,152,14,18,6,191,75,12,12,3,108,33,0,3,0,33,5,0,0,0,11,0,0,0,0,0,1879,182,170,48,2275,Leonora (S)
55110,0,3,0,0,3,132,123,11,13,275,330,1479,60,34,1905,1005,1027,57,54,2140,1105,674,77,44,1905,1005,835,86,44,1964,999,843,60,28,1929,1285,949,65,44,2345,1335,925,79,48,2385,1333,973,95,34,2437,999,844,72,25,1945,573,749,76,16,1415,185,393,39,3,618,45,136,18,7,198,12,86,9,5,121,10210,9918,779,397,21307,Mandurah (C)
55180,0,0,0,0,0,28,17,0,7,50,89,149,10,8,249,170,76,11,7,262,191,75,12,10,296,153,104,21,6,283,200,104,16,0,319,255,142,9,10,418,307,153,26,5,486,326,181,33,3,549,301,167,32,14,511,197,142,33,7,376,101,90,11,0,202,40,50,11,7,102,24,36,5,11,75,2358,1461,230,85,4129,Manjimup (S)
55250,0,0,0,0,0,11,0,0,0,14,3,0,0,3,9,59,3,3,5,73,146,11,18,0,172,162,16,16,0,198,114,12,20,3,151,108,12,13,4,137,108,12,11,3,134,122,6,11,5,152,82,4,13,5,107,51,7,3,3,64,18,3,0,0,27,10,3,0,0,11,0,0,0,0,0,986,92,101,47,1227,Meekatharra (S)
55320,0,3,0,0,3,204,155,12,15,378,255,2114,73,43,2490,1691,2391,139,95,4315,2917,1302,178,86,4481,2638,1386,243,75,4340,2332,1494,160,59,4048,2331,1592,109,52,4075,2538,1586,109,54,4291,2399,1564,109,60,4128,2046,1427,155,40,3667,1168,1214,83,32,2506,389,695,52,20,1157,95,267,18,7,391,42,135,8,0,192,20853,17166,1448,619,40084,Melville (C)
71000,0,0,0,0,0,404,139,29,65,638,579,1262,59,67,1973,2576,1232,111,142,4060,4474,1240,229,152,6095,4557,1158,349,125,6190,4065,1093,224,96,5476,3821,925,170,80,4993,3909,844,154,82,4996,3416,681,171,90,4363,2809,681,183,55,3726,1802,555,111,39,2506,705,338,60,24,1129,158,144,23,9,333,52,67,7,10,135,32929,10216,1848,984,45984,Darwin (C)
71300,0,0,0,0,0,27,38,3,62,125,21,12,4,19,57,97,44,7,13,160,178,56,13,20,258,220,91,18,26,351,191,92,18,18,317,229,76,22,12,337,223,70,13,11,311,210,78,19,15,317,176,57,18,12,257,108,31,8,3,153,33,18,0,0,53,9,11,0,0,19,4,0,0,3,10,1700,623,136,137,2592,East Arnhem (R)
72200,0,0,0,0,0,51,8,3,3,74,66,117,11,11,204,316,60,22,6,398,507,77,24,8,614,448,82,28,5,567,327,67,20,10,430,325,66,14,9,415,372,59,21,7,464,358,55,10,6,431,289,61,21,4,367,196,43,14,4,264,86,50,6,0,142,32,16,4,0,53,15,5,0,0,22,3341,756,192,81,4368,Katherine (T)
72300,0,0,0,0,3,144,27,6,21,198,176,243,22,40,476,1229,150,128,44,1549,1882,173,122,46,2219,1911,190,141,42,2285,1578,187,90,33,1886,1467,168,79,27,1747,1373,178,79,33,1664,1243,151,78,31,1508,887,168,77,30,1156,534,115,45,23,717,177,87,15,5,285,47,24,0,4,72,18,13,3,3,41,12523,1841,893,353,15611,Litchfield (M)
55390,0,0,0,0,0,3,0,0,0,3,6,0,0,0,8,45,0,5,0,51,82,6,3,0,101,100,9,7,3,122,69,6,7,0,80,74,4,0,3,88,51,10,10,0,69,61,0,10,0,70,56,0,0,0,57,31,4,3,0,37,6,3,0,0,10,0,0,0,0,0,0,3,0,0,4,577,46,46,17,685,Menzies (S)
55460,0,0,0,0,0,13,9,0,3,21,34,51,3,0,95,105,29,9,3,140,101,17,9,3,132,84,53,9,0,150,77,32,6,0,117,97,46,5,3,146,104,36,8,3,160,123,26,15,0,170,113,46,3,3,175,67,26,9,0,101,29,21,3,0,57,20,17,0,0,33,17,4,0,0,23,968,410,78,22,1475,Merredin (S)
55530,0,0,0,0,0,3,0,0,0,3,5,0,0,0,5,12,0,0,0,16,21,4,0,0,26,9,6,0,0,22,13,5,0,0,23,16,9,0,4,30,17,5,0,0,18,30,5,0,0,31,21,7,3,0,31,17,9,0,0,27,4,3,0,0,5,3,6,0,0,10,0,0,0,0,0,167,56,5,5,241,Mingenew (S)
56090,0,0,0,0,0,49,36,4,3,93,97,444,9,12,564,370,315,21,18,728,493,188,19,8,713,467,236,32,7,744,457,274,17,16,759,560,347,17,7,935,638,362,31,17,1052,643,343,43,10,1043,516,351,36,12,917,351,317,33,6,716,128,212,25,3,364,32,88,3,3,129,4,50,3,0,61,4765,3531,304,137,8739,Mundaring (S)
55670,0,0,0,0,0,0,0,0,0,3,7,7,0,0,11,20,7,0,0,23,17,8,0,0,20,20,9,0,0,31,12,4,0,0,22,26,10,0,0,38,27,12,0,0,40,29,10,0,0,36,27,13,0,0,40,31,3,7,0,40,3,3,0,0,10,5,3,3,0,11,0,5,0,0,4,225,89,9,6,335,Morawa (S)
55600,0,0,0,0,0,8,9,0,0,20,14,24,0,3,48,49,17,4,4,76,49,24,0,4,82,71,22,7,0,98,74,29,3,4,112,94,36,0,4,136,69,28,7,4,113,110,25,4,5,145,96,30,6,0,137,51,39,11,4,104,36,19,4,0,63,7,22,5,0,38,14,11,0,0,25,749,334,50,27,1160,Moora (S)
55880,0,0,0,0,0,4,0,0,0,3,3,6,0,0,6,7,3,0,0,10,14,0,3,0,16,22,5,0,0,23,15,8,0,0,23,21,7,0,0,37,31,4,0,0,32,29,8,0,0,39,20,10,0,0,26,15,0,0,4,25,10,3,0,0,14,3,4,0,0,7,3,4,0,0,11,192,67,14,12,275,Mount Marshall (S)
56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,5,0,0,0,7,3,3,0,0,6,6,0,0,0,6,5,0,0,0,9,11,0,0,0,12,3,6,0,0,12,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,52,21,0,0,70,Nungarin (S)
56620,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,16,9,3,3,22,21,6,0,3,37,25,16,4,3,55,23,16,3,3,39,16,14,0,0,35,26,10,0,0,35,19,8,0,3,28,25,4,4,0,37,18,8,0,0,24,10,0,0,0,15,3,0,0,0,6,0,0,0,0,0,210,94,17,12,344,Ngaanyatjarraku (S)
55740,0,0,0,0,0,8,8,0,3,24,18,130,6,3,153,69,139,3,12,216,171,108,5,3,282,166,101,12,0,282,95,85,4,5,189,122,90,7,3,221,159,119,7,7,288,130,119,9,3,259,109,105,5,0,223,64,84,4,7,151,31,54,3,0,88,6,33,0,0,42,0,21,0,0,23,1147,1179,61,40,2427,Mosman Park (T)
55810,0,0,0,0,0,3,0,0,0,3,3,0,0,0,7,15,5,0,0,19,26,5,4,0,39,37,3,7,0,44,20,6,0,0,31,28,6,0,0,30,31,5,0,0,36,39,8,7,4,49,27,7,0,0,41,11,0,0,0,11,8,4,3,0,16,4,0,0,0,4,0,0,0,0,0,252,44,19,8,330,Mount Magnet (S)
56160,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,9,0,0,0,9,0,0,0,0,0,0,3,0,0,4,3,3,0,0,7,12,0,0,0,11,8,0,0,0,12,11,0,0,0,13,3,3,0,0,9,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,53,8,0,0,67,Murchison (S)
56230,0,0,0,0,0,36,17,3,0,62,76,203,6,9,295,198,151,12,9,366,272,85,15,9,389,327,105,25,6,463,330,151,13,12,506,441,179,18,7,641,537,178,24,11,748,475,158,33,9,681,411,157,37,17,623,238,151,20,3,412,75,90,11,0,175,24,33,3,0,57,17,27,0,0,48,3421,1667,216,99,5406,Murray (S)
56300,0,0,0,0,0,3,0,0,0,3,4,6,0,0,14,11,12,0,0,24,10,4,0,0,12,24,8,0,0,32,23,9,0,0,36,27,15,0,0,43,32,24,3,3,58,35,22,4,0,58,37,22,5,0,61,39,23,3,0,69,18,29,3,0,44,3,7,0,0,15,5,7,0,0,10,258,185,20,8,474,Nannup (S)
56790,0,0,0,0,0,7,10,0,0,15,9,27,0,0,40,33,24,3,0,66,45,20,3,0,66,48,22,0,0,72,52,30,3,0,88,59,50,4,7,118,82,52,12,0,144,92,56,5,4,161,83,60,7,0,153,80,50,10,3,138,23,32,4,4,68,14,15,0,0,40,6,3,0,0,12,636,433,63,28,1155,Northampton (S)
56370,0,0,0,0,0,8,0,0,0,8,4,3,0,0,7,17,3,0,0,23,32,9,3,0,43,31,15,3,3,47,13,8,0,0,21,22,0,0,0,25,22,16,0,0,38,32,6,3,0,41,41,9,3,0,57,24,11,4,0,41,12,3,0,0,14,9,4,0,0,12,4,3,0,0,11,272,96,20,10,395,Narembeen (S)
57770,0,0,0,0,0,9,3,0,0,11,3,3,0,0,11,19,9,0,0,30,30,8,0,0,42,24,13,4,0,42,35,14,0,0,42,30,14,0,0,42,27,9,0,0,41,27,16,0,3,52,27,15,0,0,47,24,15,0,0,36,9,6,0,0,20,3,0,0,3,7,0,0,0,0,0,265,128,11,6,420,Shark Bay (S)
57840,0,0,0,0,3,59,45,7,4,112,69,533,19,21,640,450,732,35,27,1245,828,462,42,28,1369,934,512,70,22,1540,758,444,56,19,1269,800,483,32,15,1330,808,491,29,12,1340,783,470,30,15,1298,729,448,39,14,1231,451,380,36,7,880,173,283,20,3,481,38,119,14,3,167,12,41,8,3,62,6847,5408,422,182,12856,South Perth (C)
57910,3,3,0,0,3,436,292,25,31,781,625,2904,130,91,3748,3447,3670,181,163,7454,6063,2324,277,158,8826,6182,2428,363,124,9099,5059,2532,256,126,7962,5285,2551,173,117,8125,5311,2563,151,104,8125,4967,2297,194,112,7568,4080,2084,213,62,6447,2502,1914,183,57,4659,897,1255,96,29,2275,212,525,46,18,801,81,276,20,17,391,44716,27325,2280,1170,75495,Stirling (C)
57980,0,0,0,0,3,109,78,10,17,208,111,757,60,23,949,1146,1343,87,53,2633,2426,873,126,64,3481,2435,961,224,41,3664,1898,987,143,41,3066,1816,928,84,19,2852,1731,833,56,39,2663,1627,656,59,19,2362,1277,665,58,28,2026,787,547,72,6,1412,298,383,16,11,713,69,166,7,3,244,28,80,3,4,122,15646,9178,1004,355,26182,Subiaco (C)
58050,0,3,0,0,4,368,189,22,29,601,696,2510,101,71,3378,2952,2299,133,120,5505,4303,1521,210,111,6143,4410,1519,237,107,6273,3885,1489,169,79,5626,4183,1648,143,108,6091,4448,1612,163,108,6327,4283,1443,172,84,5980,3221,1341,188,62,4808,1960,1085,139,44,3231,660,598,70,18,1349,179,299,23,10,508,48,122,13,7,189,35219,17491,1751,937,55407,Swan (C)
58190,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,8,5,0,0,19,14,7,0,0,23,5,5,0,0,11,11,10,0,0,19,3,6,0,0,9,14,4,0,0,23,19,11,0,0,26,13,3,0,0,16,3,3,0,0,8,5,0,0,0,8,0,0,0,0,0,3,0,0,0,5,106,54,9,3,174,Tammin (S)
56460,0,4,0,0,4,7,15,3,5,28,32,41,3,3,85,129,43,14,9,197,126,45,23,3,196,107,56,19,4,190,112,76,10,0,198,129,77,16,0,227,182,80,11,3,277,177,89,13,0,278,187,79,18,4,287,143,63,7,6,221,56,38,10,3,102,12,34,0,6,49,6,17,3,3,25,1388,745,144,46,2332,Narrogin (S)
56580,0,0,0,0,0,127,95,3,12,236,55,393,13,9,474,815,779,60,34,1690,1836,597,125,34,2589,1714,681,178,33,2605,1309,725,101,32,2173,1243,773,66,31,2110,1336,752,75,23,2181,1365,682,57,17,2119,1182,620,85,17,1910,738,587,76,20,1420,302,351,44,8,697,74,152,4,6,236,26,88,6,4,120,11989,7178,887,275,20327,Nedlands (C)
58260,0,0,0,0,0,0,3,0,0,7,8,0,0,0,8,9,0,0,0,14,13,4,3,0,22,28,8,4,0,38,24,6,0,0,28,21,11,0,3,33,25,3,3,0,30,30,8,0,0,37,17,3,0,0,25,19,7,0,0,27,12,8,0,0,22,0,3,0,0,4,0,5,0,0,5,201,63,17,3,281,Three Springs (S)
56730,0,0,0,0,0,38,17,0,0,60,77,127,7,5,212,201,87,14,13,311,240,78,18,9,342,249,114,12,6,375,259,105,8,6,370,287,127,8,4,426,360,133,17,5,512,331,153,21,8,516,344,186,31,8,568,249,145,24,13,430,88,85,10,0,183,28,38,3,0,71,8,21,3,3,40,2719,1397,162,84,4359,Northam (S)
56930,0,0,0,0,0,10,4,0,0,11,3,78,3,4,88,30,112,4,3,152,77,35,3,3,124,70,43,8,0,120,58,26,0,0,90,63,32,3,0,90,65,33,0,0,100,74,39,4,0,114,57,30,4,3,91,34,32,0,0,66,9,26,0,0,37,0,7,0,0,11,3,11,0,0,10,549,507,24,12,1094,Peppermint Grove (S)
57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,5,3,0,0,9,4,3,0,0,13,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,32,8,0,0,46,Sandstone (S)
57700,0,0,0,0,0,39,18,0,7,61,67,206,12,10,292,252,150,11,13,424,303,146,13,13,477,264,157,22,10,454,251,176,4,12,444,302,161,16,12,482,325,173,17,5,511,361,146,22,5,529,258,140,21,4,423,149,138,28,3,317,57,65,13,0,133,22,36,7,0,65,9,20,0,3,32,2606,1711,181,82,4585,Serpentine-Jarrahdale (S)
57000,0,0,0,0,0,4,3,0,0,9,3,3,0,0,5,19,3,0,0,25,90,6,9,3,110,92,5,3,0,100,54,11,8,0,74,67,9,5,0,84,82,9,7,3,97,74,14,9,0,95,66,9,9,0,81,50,5,7,3,64,12,5,0,3,18,4,3,0,0,10,4,0,0,0,4,615,84,52,19,770,Perenjori (S)
57080,0,0,0,0,3,847,243,47,66,1202,531,1452,70,90,2140,5590,3813,263,244,9907,13304,2983,620,271,17183,15317,3421,1223,237,20192,13064,3393,877,175,17506,11926,2961,454,140,15485,11673,2427,400,159,14662,9646,1930,379,136,12093,7444,1733,397,94,9667,4341,1535,278,67,6220,1380,950,130,44,2495,269,339,46,17,668,80,161,13,26,281,94572,27092,5143,1710,128511,Perth (C)
57140,0,0,0,0,0,0,3,0,0,3,4,7,0,0,9,10,0,0,0,10,21,6,0,0,23,14,6,0,0,25,16,10,0,0,19,16,11,0,0,32,30,10,0,0,48,23,15,0,0,39,21,13,0,0,37,30,21,3,0,44,6,11,0,0,21,6,10,0,0,17,0,4,0,0,3,201,113,10,3,336,Pingelly (S)
58330,0,0,0,0,0,10,8,0,0,15,8,45,3,3,57,28,26,0,0,57,23,13,0,0,46,30,25,3,0,61,23,14,0,0,42,30,31,0,0,62,63,36,4,0,108,57,37,11,0,101,61,50,3,3,122,44,34,8,0,93,21,38,7,3,68,15,21,0,0,30,7,12,0,0,18,421,372,49,16,856,Toodyay (S)
74560,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,7,3,0,0,0,8,10,0,0,0,13,3,0,0,0,3,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,21,22,9,0,47,Wagait (S)
74660,0,0,0,3,3,38,0,6,5,52,29,20,4,9,62,103,30,9,19,157,168,29,4,17,215,162,51,8,9,229,139,36,7,9,195,158,38,14,10,217,151,35,15,12,210,142,22,13,10,193,116,25,13,5,162,69,19,10,4,97,21,10,0,3,34,3,3,3,0,6,0,0,0,3,8,1260,314,93,116,1780,West Arnhem (R)
74680,0,0,0,0,0,7,0,0,0,7,11,0,0,0,10,33,14,3,0,45,55,10,0,0,67,65,16,0,7,90,35,20,0,3,66,42,13,0,3,60,43,15,0,4,60,43,3,3,4,57,34,10,3,3,43,29,6,0,0,40,12,0,0,0,14,0,0,0,0,0,0,0,0,0,0,403,108,19,23,551,West Daly (R)
