LGA_MAIN11,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total,LGA_NAME11
22750,1011,940,672,325,86,17,3890,52,584,840,774,669,234,59,15,3227,1565,5614,4671,3452,2723,1214,456,136,19831,893,2378,3061,2843,2617,1418,674,167,14051,293,413,450,501,466,265,101,50,2539,3399,5877,6081,5875,4322,2505,1382,383,29824,577,474,316,294,211,84,31,17,2004,4269,6764,6847,6670,4999,2854,1514,450,34367,104,209,258,325,337,273,195,69,1770,2168,1662,1872,2144,2136,2383,2549,1415,16329,9115,17986,18560,17148,14153,8701,5533,2269,93465,Greater Geelong (C)
22830,146,152,119,38,10,0,612,18,143,161,191,119,26,3,0,661,267,1097,850,680,590,151,72,21,3728,172,554,693,606,545,275,110,26,2981,50,111,132,123,94,26,17,6,559,984,1582,1669,1570,1061,513,253,52,7684,177,145,119,96,48,22,4,0,611,1211,1838,1920,1789,1203,561,274,58,8854,35,67,62,80,66,48,39,19,416,828,612,684,740,667,703,674,413,5321,2537,4452,4516,4238,3309,1802,1182,537,22573,Greater Shepparton (C)
22910,73,107,105,55,8,3,367,4,31,74,77,115,37,5,0,343,24,194,323,312,357,132,49,6,1397,30,115,200,242,240,145,46,18,1036,9,22,21,35,39,24,5,6,161,157,281,409,409,357,205,72,19,1909,24,29,27,23,20,4,0,0,127,190,332,457,467,416,233,77,25,2197,0,7,11,22,42,30,12,7,131,122,78,128,167,236,229,183,72,1215,370,773,1266,1394,1511,861,380,131,6686,Hepburn (S)
22980,11,7,5,3,0,0,37,0,9,13,14,12,7,0,0,55,12,71,57,60,45,27,13,0,285,15,31,53,53,45,15,11,3,226,6,11,8,4,15,7,3,0,54,56,121,133,193,106,46,31,4,690,10,13,16,16,3,3,3,0,64,72,145,157,213,124,56,37,4,808,0,0,8,13,8,11,3,7,50,47,21,38,64,75,75,77,46,443,146,288,337,424,314,194,141,60,1904,Hindmarsh (S)
23110,848,627,299,101,19,6,2845,21,293,505,453,236,64,11,0,1583,689,3336,2968,1763,886,288,98,27,10055,542,1321,1413,1145,684,306,129,35,5575,85,168,214,194,105,51,29,5,851,894,1693,1928,1952,1263,691,447,122,8990,141,151,116,106,60,22,9,0,605,1120,2012,2258,2252,1428,764,485,127,10446,43,137,117,133,99,62,44,12,647,968,920,962,862,932,814,839,440,6737,3414,8933,9071,7235,4564,2399,1625,647,37888,Hobsons Bay (C)
23190,57,44,40,13,3,0,204,6,48,65,60,51,21,4,0,255,84,321,300,230,217,84,41,13,1290,56,198,251,242,240,112,57,15,1171,16,33,49,44,37,16,6,3,204,404,547,548,611,389,176,72,17,2764,63,53,39,26,24,9,3,0,217,483,633,636,681,450,201,81,20,3185,12,19,9,35,30,11,22,0,138,192,127,159,175,206,211,266,189,1525,836,1390,1477,1467,1234,653,474,237,7768,Horsham (RC)
23270,580,405,211,55,15,0,2135,40,355,370,289,201,51,16,0,1322,1163,3830,2688,1784,941,323,108,17,10854,1012,2514,2269,1879,1052,378,129,16,9249,231,380,451,354,241,87,20,7,1771,2566,4227,4234,4017,2318,1107,442,66,18977,427,446,347,231,111,35,9,0,1606,3224,5053,5032,4602,2670,1229,471,73,22354,116,251,284,249,181,103,36,7,1227,2599,1945,2022,1933,1676,1349,984,332,12840,8201,14770,13245,11141,6932,3488,1759,445,59981,Hume (C)
23350,59,82,108,35,6,3,320,0,30,69,98,81,21,3,0,302,21,193,321,295,322,128,42,14,1336,21,84,192,271,253,131,41,10,1003,9,19,35,49,47,23,6,3,191,160,326,515,579,418,211,67,14,2290,33,29,29,36,28,10,3,3,171,202,374,579,664,493,244,76,20,2652,9,7,22,30,42,26,7,3,146,155,99,145,197,200,216,185,112,1309,411,811,1387,1637,1499,801,360,162,7068,Indigo (S)
23430,1227,817,524,229,55,12,4214,35,524,816,608,423,127,39,7,2579,1260,5431,5057,3042,1742,751,337,94,17714,926,2417,2946,2205,1657,845,417,121,11534,136,265,395,361,323,163,95,49,1787,1596,2877,3627,3455,2429,1471,852,274,16581,217,212,220,201,143,42,28,5,1068,1949,3354,4242,4017,2895,1676,975,328,19436,97,191,269,255,227,165,122,37,1363,1376,1160,1360,1409,1384,1429,1503,838,10459,5701,14369,15917,12353,8852,5222,3448,1437,67299,Kingston (C)
23670,994,884,500,129,50,13,3476,38,442,560,541,377,133,28,8,2127,1388,4834,4014,2971,1967,724,235,73,16206,960,2226,2571,2476,1867,839,325,111,11375,210,281,394,430,363,172,79,31,1960,2168,3837,4179,4335,3223,1763,765,193,20463,268,277,222,241,160,61,22,4,1255,2646,4395,4795,5006,3746,1996,866,228,23678,84,162,236,281,247,162,109,40,1321,1224,788,1021,1169,1253,1246,1123,695,8519,6380,13713,14191,13328,9957,5229,2736,1168,66702,Knox (C)
23810,170,161,157,57,19,0,712,18,148,190,192,167,53,11,3,782,385,1144,840,817,632,256,97,25,4196,264,600,706,824,639,358,134,31,3556,111,148,165,163,152,73,26,8,846,1385,2420,2261,2567,1886,937,467,113,12036,262,210,149,112,64,21,12,0,830,1758,2778,2575,2842,2102,1031,505,121,13712,54,85,67,123,125,92,49,13,608,915,639,719,793,916,900,786,324,5992,3400,5536,5267,5752,4738,2747,1601,517,29558,Latrobe (C)
23940,8,13,12,7,0,0,43,0,8,17,17,14,6,0,0,62,17,67,92,78,83,37,12,0,386,12,53,48,73,85,43,12,7,333,7,21,16,28,29,5,0,0,106,51,118,187,280,204,110,42,4,996,5,10,15,13,9,5,0,0,57,63,149,218,321,242,120,42,4,1159,3,7,10,16,14,11,14,3,78,68,40,75,80,125,145,123,48,704,166,324,468,598,575,369,203,62,2765,Loddon (S)
24130,252,308,217,102,17,6,996,8,105,266,275,235,61,14,8,972,167,733,1226,966,725,377,97,16,4307,158,328,725,793,699,355,105,28,3191,35,56,91,117,118,63,16,7,503,587,899,1382,1370,941,499,180,44,5902,86,64,78,63,49,16,0,0,356,708,1019,1551,1550,1108,578,196,51,6761,18,24,58,91,80,65,24,8,368,352,150,300,404,463,395,306,176,2546,1417,2447,4378,4387,3527,1933,759,293,19141,Macedon Ranges (S)
24210,1312,1195,860,427,86,20,5021,46,321,586,613,476,195,54,11,2302,1600,4536,4510,3741,2590,1372,494,134,18977,601,1289,1834,1898,1700,1241,516,143,9222,89,120,258,379,294,200,102,24,1466,862,1175,1782,2070,1378,1434,690,152,9543,125,96,107,134,95,56,25,7,645,1076,1391,2147,2583,1767,1690,817,183,11654,62,92,171,222,219,203,113,39,1121,824,548,670,828,956,1196,1067,708,6797,4296,9211,11230,11080,8568,6324,3147,1238,55094,Manningham (C)
24250,12,21,28,19,6,5,103,0,14,20,30,41,12,0,0,117,16,122,132,120,139,62,25,10,626,24,81,104,117,122,77,31,9,565,7,10,15,17,25,12,9,0,95,117,195,239,321,274,143,50,13,1352,10,17,11,19,11,0,3,0,71,134,222,265,357,310,155,62,13,1518,0,9,12,13,18,19,8,0,79,63,44,48,86,99,112,81,38,571,237,504,593,744,757,456,213,75,3579,Mansfield (S)
24330,1083,474,195,30,11,6,3513,33,536,580,368,134,23,6,0,1680,1076,5022,3358,1347,616,169,50,13,11651,759,1645,1271,766,387,93,55,18,4994,75,153,202,142,77,23,7,3,682,667,1394,1248,1004,638,282,182,92,5507,120,119,105,69,42,3,4,0,462,862,1666,1555,1215,757,308,193,95,6651,44,140,119,97,55,34,22,6,517,1256,1596,1057,942,703,558,528,268,6908,4143,12206,9023,5209,2847,1215,865,406,35914,Maribyrnong (C)
22310,2262,1519,1006,328,126,40,8341,61,691,1097,1036,649,174,42,14,3764,2007,7619,6959,4780,3072,1075,540,186,26238,864,2075,2436,2113,1701,810,449,174,10622,90,165,304,304,259,152,80,25,1379,887,1651,1824,1907,1406,822,597,279,9373,150,100,111,101,89,29,18,10,608,1127,1916,2239,2312,1754,1003,695,314,11360,76,196,198,200,223,145,101,74,1213,1128,1314,1073,1109,1108,1041,1336,1106,9215,5480,16654,16264,13069,9513,4576,3289,1908,70753,Glen Eira (C)
24410,711,514,392,150,45,8,2511,21,453,612,492,397,145,41,6,2167,885,3691,3012,2004,1379,665,261,71,11968,591,1661,1896,1654,1361,736,351,64,8314,121,207,288,312,276,153,66,21,1444,1479,2782,2952,2790,1890,1178,618,185,13874,193,201,138,154,99,39,10,6,840,1793,3190,3378,3256,2265,1370,694,212,16158,59,140,136,170,182,133,88,38,946,830,584,722,768,783,855,1041,826,6409,4206,10383,10467,8858,6759,4054,2521,1225,48473,Maroondah (C)
24600,1788,1084,875,435,133,23,9225,119,1058,562,382,293,93,29,3,2539,5201,12653,3433,1802,1430,717,238,58,25532,1569,2049,971,640,628,322,145,36,6360,128,167,102,89,77,37,6,6,612,852,1455,657,512,369,193,72,26,4136,120,119,65,41,32,12,3,3,395,1100,1741,824,642,478,242,81,35,5143,195,199,111,75,90,59,24,13,766,3155,3555,1577,1122,911,609,376,194,11499,11795,25686,9266,5747,4705,2477,1026,362,61064,Melbourne (C)
24650,594,241,125,30,9,4,1640,26,300,335,180,95,32,6,0,974,623,3326,2578,1116,641,161,36,3,8484,552,1934,1743,1036,574,201,56,7,6103,163,377,342,248,172,39,17,3,1361,1726,3854,3361,2385,1634,588,193,54,13795,255,324,203,143,97,14,3,3,1042,2144,4555,3906,2776,1903,641,213,60,16198,87,204,190,135,139,61,32,9,857,1572,1567,1535,1234,1080,702,496,229,8415,5032,12495,10881,6718,4557,1828,848,312,42671,Melton (S)
24780,80,87,58,22,3,0,314,3,88,133,137,97,27,4,0,489,193,755,754,593,372,151,54,12,2884,125,385,591,543,454,214,59,24,2395,73,85,117,98,93,32,14,3,515,857,1320,1406,1375,886,484,188,47,6563,186,166,106,83,42,17,0,0,600,1116,1571,1629,1556,1021,533,202,50,7678,19,37,78,58,87,62,30,8,379,647,467,542,591,641,620,629,295,4432,2103,3367,3807,3565,2730,1629,981,389,18571,Mildura (RC)
24850,94,86,61,24,7,0,321,8,65,108,105,76,21,0,3,386,111,466,469,353,288,152,52,14,1905,127,334,455,412,305,133,49,8,1823,54,78,81,71,57,27,17,5,390,655,1080,1230,1137,775,349,112,28,5366,107,97,57,58,34,11,3,0,367,816,1255,1368,1266,866,387,132,33,6123,20,44,44,55,52,23,12,4,254,467,312,377,447,412,342,298,96,2751,1549,2525,2915,2724,2060,1082,550,158,13563,Mitchell (S)
24900,40,37,25,15,7,0,141,6,43,44,62,68,27,3,3,256,65,284,308,260,217,111,38,11,1294,64,196,240,290,257,152,63,21,1283,28,44,60,54,55,37,7,4,289,387,711,808,872,662,399,179,34,4052,60,71,48,42,35,15,4,3,278,475,826,916,968,752,451,190,41,4619,9,21,40,46,53,58,26,8,261,268,201,271,315,358,515,454,197,2579,887,1588,1859,1978,1730,1329,781,281,10433,Moira (S)
24970,2628,2077,1146,575,173,27,10223,72,611,906,855,610,263,68,7,3392,3398,8589,6786,5048,3145,1464,680,172,29282,1819,2742,2751,2564,1977,1464,683,160,14160,122,165,312,377,321,220,131,25,1673,1340,2012,2541,2591,1901,1551,1041,280,13257,202,144,179,142,117,63,38,9,894,1664,2321,3032,3110,2339,1834,1210,314,15824,110,216,262,331,257,250,171,57,1654,1908,1451,1156,1216,1306,1550,1663,1124,11374,9241,19257,17521,15201,10780,7400,4648,1861,85909,Monash (C)
25060,1138,906,585,145,37,9,4295,48,555,726,662,469,108,30,3,2601,1529,5481,4394,2920,1697,487,160,51,16719,662,1633,1784,1480,1114,521,204,68,7466,108,193,276,278,193,95,48,20,1211,1002,1928,2073,1903,1395,940,532,189,9962,144,155,139,128,77,20,7,6,676,1254,2276,2488,2309,1665,1055,587,215,11849,65,140,146,157,128,86,63,24,809,1096,1199,1079,1012,1042,1116,1123,586,8253,4729,12684,11755,9446,6700,3518,2204,956,51992,Moonee Valley (C)
25150,99,117,90,30,11,0,399,3,58,97,104,105,25,6,3,401,107,461,500,404,285,133,31,10,1931,93,292,393,396,335,165,52,12,1738,24,44,62,76,64,16,11,3,300,456,795,1014,961,654,300,77,32,4289,63,74,70,50,42,9,3,0,311,543,913,1146,1087,760,325,91,35,4900,9,23,47,60,46,38,27,0,250,307,159,243,310,330,280,231,99,1959,1065,1955,2525,2478,1951,996,449,159,11578,Moorabool (S)
25250,2199,1213,610,147,30,10,7327,62,1097,1179,833,396,73,22,6,3668,2288,9805,5907,2802,1371,389,134,31,22727,1187,3277,2356,1475,863,329,194,41,9722,148,280,356,282,157,62,40,13,1338,1537,2960,2675,2225,1379,768,621,239,12404,203,244,192,121,60,18,14,6,858,1888,3484,3223,2628,1596,848,675,258,14600,96,253,216,172,123,74,72,24,1030,1850,2341,1652,1460,1243,1421,1701,995,12663,7543,23203,16732,10583,6202,3281,2828,1365,71737,Moreland (C)
25340,527,559,562,392,125,27,2420,15,249,526,548,551,237,68,10,2204,526,2047,3028,2501,2195,1536,702,162,12697,476,1261,2206,2143,2138,1668,791,189,10872,162,191,338,397,373,298,121,53,1933,2011,3474,4401,4380,3293,2377,1242,339,21517,281,248,265,234,172,94,37,10,1341,2454,3913,5004,5011,3838,2769,1400,402,24791,75,116,238,255,274,251,159,63,1431,1435,746,1331,1529,1691,2154,2219,1444,12549,4995,8546,12860,12546,11249,9007,5464,2297,66964,Mornington Peninsula (S)
25430,101,127,139,68,14,3,486,0,33,122,143,133,57,15,0,503,42,208,401,376,399,250,78,12,1766,28,87,211,273,323,220,76,21,1239,13,26,25,49,48,26,12,3,202,200,259,411,565,476,258,102,32,2303,33,29,26,27,36,6,0,3,160,246,314,462,641,560,290,114,38,2665,4,8,24,36,45,29,17,3,166,202,225,252,248,272,254,262,209,1924,522,909,1573,1844,1871,1168,576,286,8749,Mount Alexander (S)
25490,40,38,50,19,7,0,182,3,38,53,62,42,17,0,0,215,48,231,299,227,193,92,35,3,1128,40,130,223,226,212,112,29,10,982,13,34,23,41,32,22,3,3,171,251,449,496,507,300,138,51,19,2211,31,23,41,22,15,9,0,0,141,295,506,560,570,347,169,54,22,2523,7,13,19,32,20,21,8,0,120,139,81,116,198,226,174,167,90,1191,535,1024,1310,1353,1090,604,300,125,6341,Moyne (S)
25620,30,39,41,28,9,0,160,3,16,41,42,52,22,3,0,179,46,178,232,195,227,123,42,0,1043,29,110,181,206,207,147,32,14,926,13,19,40,35,39,22,8,3,179,158,336,459,500,384,241,86,21,2185,22,31,24,15,17,11,0,0,120,193,386,523,550,440,274,94,24,2484,3,12,20,28,31,15,6,7,122,122,80,160,186,197,210,143,76,1174,396,795,1187,1246,1195,819,329,121,6088,Murrindindi (S)
25710,539,592,480,201,42,7,2081,19,209,438,488,386,98,17,0,1655,579,1488,2151,1942,1413,439,102,23,8137,369,628,1155,1296,1052,425,92,27,5044,67,72,142,219,158,59,17,12,746,917,1072,1717,2030,1230,587,188,41,7782,94,45,82,69,69,18,3,0,380,1078,1189,1941,2318,1457,664,208,53,8908,36,47,84,123,109,66,30,8,503,484,235,368,460,474,369,237,187,2814,2580,4001,6676,7219,5371,2262,728,305,29142,Nillumbik (S)
25810,10,12,23,10,0,0,72,3,14,27,32,44,10,5,0,135,37,126,121,102,130,52,17,6,591,31,78,115,132,131,73,31,7,598,9,20,24,32,29,11,0,3,128,157,266,325,384,323,174,66,16,1711,42,22,30,22,24,6,0,0,146,208,308,379,438,376,191,66,19,1985,3,14,17,17,24,8,18,0,101,104,60,95,141,172,175,156,63,966,386,617,764,874,900,519,293,95,4448,Northern Grampians (S)
25900,2024,1264,920,369,64,6,7328,46,854,915,619,430,125,30,3,3022,1669,10393,5879,2929,1959,790,285,80,23984,621,2387,1818,1179,975,501,178,46,7705,85,245,246,167,141,68,16,6,974,707,2143,1351,1023,651,359,204,63,6501,105,202,109,47,46,26,7,0,542,897,2590,1706,1237,838,453,227,69,8017,49,217,177,127,115,101,48,17,851,930,2309,1588,1119,1012,840,673,430,8901,4327,21316,14107,8474,6249,3179,1505,651,59808,Port Phillip (C)
25990,7,15,10,6,0,0,44,0,7,12,14,26,11,0,0,70,11,59,78,71,81,44,8,0,352,11,32,76,69,84,50,16,5,343,0,10,20,23,14,17,6,3,93,63,121,155,194,216,123,32,4,908,9,18,13,11,12,4,0,0,67,72,149,188,228,242,144,38,7,1068,3,3,3,15,22,8,3,0,57,51,64,91,105,141,111,89,32,684,148,320,455,517,606,374,154,44,2618,Pyrenees (S)
26080,21,30,34,26,8,3,134,0,10,6,19,28,18,8,3,92,11,52,81,89,100,95,47,16,491,7,17,33,54,81,87,42,13,334,0,0,4,11,9,6,6,3,39,20,31,40,57,63,40,39,9,299,7,0,3,0,5,4,0,0,19,27,31,47,68,77,50,45,12,357,0,0,3,3,8,9,9,4,36,14,14,23,18,41,52,52,26,240,59,136,214,281,369,337,211,77,1684,Queenscliffe (B)
26170,57,70,92,51,16,3,318,5,44,81,92,111,45,6,3,387,59,315,395,368,409,219,73,20,1858,57,210,296,306,395,229,73,20,1586,46,42,55,60,63,43,12,3,324,422,787,920,929,718,400,163,53,4392,62,58,48,47,50,11,4,0,280,530,887,1023,1036,831,454,179,56,4996,7,27,25,36,57,36,14,12,214,240,142,196,268,347,352,305,161,2011,901,1651,2073,2176,2242,1386,666,275,11370,South Gippsland (S)
26260,58,32,40,10,7,3,176,6,36,55,60,40,8,0,0,205,69,265,258,238,244,84,29,13,1200,33,138,185,188,222,104,53,17,940,25,24,41,40,38,25,3,4,200,302,374,466,556,381,162,89,24,2354,38,33,25,26,16,3,6,0,147,365,431,532,622,435,190,98,28,2701,9,18,15,35,30,28,23,8,166,129,83,87,146,182,216,241,106,1190,611,997,1190,1321,1193,640,451,175,6578,Southern Grampians (S)
26350,1737,1352,1060,510,180,48,7577,53,801,722,602,450,196,53,12,2889,2297,8870,4928,3513,2680,1397,636,216,24537,749,1924,1482,1193,1242,807,417,134,7948,79,175,161,168,155,104,49,21,912,664,1338,820,705,511,380,223,79,4720,95,101,63,48,40,28,7,5,387,838,1614,1044,921,706,512,279,105,6019,57,154,123,135,126,107,80,54,836,1144,1727,1013,889,865,849,843,611,7941,5291,17627,11049,8605,7129,4378,2488,1180,57747,Stonnington (C)
26430,23,19,25,18,7,0,104,0,15,17,36,35,21,0,0,124,15,102,101,104,140,78,26,8,574,27,73,100,127,134,103,35,12,611,6,11,21,24,28,8,3,3,104,95,186,244,291,290,180,80,17,1383,31,24,21,18,10,14,0,0,118,132,221,286,333,328,202,83,20,1605,0,8,9,11,21,15,13,6,83,76,47,78,116,170,152,159,80,878,250,478,614,746,853,589,323,126,3979,Strathbogie (S)
26490,199,162,151,77,5,4,688,4,68,163,174,146,64,8,3,630,162,703,1002,676,559,249,93,25,3469,99,256,478,499,462,272,102,32,2200,19,40,50,70,86,37,20,8,330,347,579,837,792,558,285,148,35,3581,24,35,25,32,27,10,0,0,153,390,654,912,894,671,332,168,43,4064,8,7,34,45,50,39,16,6,205,209,125,247,253,288,224,213,103,1662,876,1899,3035,2703,2327,1257,605,216,12918,Surf Coast (S)
26610,25,16,20,8,4,0,96,4,26,42,42,44,9,7,3,177,88,345,260,172,152,58,30,4,1109,70,210,193,192,177,83,34,9,968,30,26,40,35,38,9,3,0,181,368,564,512,550,403,152,68,16,2633,60,47,49,25,16,4,0,0,201,458,637,601,610,457,165,71,16,3015,4,19,23,27,22,21,15,5,136,301,223,249,261,266,267,230,123,1920,925,1483,1393,1320,1138,611,391,160,7421,Swan Hill (RC)
26670,9,11,18,9,0,0,47,0,10,10,22,21,8,0,3,74,13,58,84,78,77,31,15,7,363,11,29,73,97,84,64,20,0,378,8,3,10,25,20,6,4,0,76,56,130,230,240,169,103,36,10,974,20,16,16,17,17,7,0,0,93,84,149,256,282,206,116,40,10,1143,6,3,10,14,12,9,11,6,71,42,23,34,49,85,75,74,39,421,156,272,476,553,503,312,160,65,2497,Towong (S)
26700,65,77,59,20,7,3,277,3,48,106,128,109,29,8,3,434,72,438,444,408,369,152,48,19,1950,83,224,344,390,340,213,84,14,1692,25,45,68,59,47,25,8,3,280,447,755,832,890,630,315,145,42,4056,91,61,59,45,29,13,3,0,301,563,861,959,994,706,353,156,45,4637,12,20,28,44,47,33,44,12,240,186,146,193,232,286,328,381,224,1976,919,1783,2139,2273,1916,1128,728,320,11206,Wangaratta (RC)
26730,88,114,86,39,6,3,385,9,81,127,118,102,24,8,0,469,178,726,591,470,424,132,55,11,2587,110,309,386,431,344,171,65,21,1837,47,64,76,68,44,24,7,6,336,687,1066,946,830,532,260,141,36,4498,123,90,60,44,27,11,3,3,361,857,1220,1082,942,603,295,151,45,5195,23,38,45,55,41,41,27,7,277,358,240,289,325,339,342,473,309,2675,1542,2656,2608,2455,1939,1044,785,396,13425,Warrnambool (C)
26810,78,84,80,25,7,0,346,6,72,98,140,119,33,8,0,476,158,636,498,486,472,153,59,25,2487,103,313,422,487,517,252,95,26,2215,41,66,72,89,93,46,23,0,430,695,1254,1266,1415,1112,585,231,57,6615,105,103,63,81,50,9,3,3,417,841,1423,1401,1585,1255,640,257,60,7462,26,46,40,59,82,46,17,16,332,521,619,540,513,627,509,475,200,4004,1659,3177,3077,3354,3152,1658,918,327,17322,Wellington (S)
26890,5,9,3,3,3,0,23,0,5,12,6,8,3,0,0,34,20,49,52,53,46,16,7,0,243,3,36,56,48,48,26,11,4,232,6,4,13,10,9,3,0,0,45,57,86,116,132,99,48,11,0,549,9,8,9,9,6,6,0,0,47,72,98,138,151,114,57,11,0,641,0,3,4,10,6,7,0,4,34,28,16,29,45,47,57,75,28,325,123,207,296,322,272,169,107,36,1532,West Wimmera (S)
26980,2196,1631,999,471,163,43,8142,52,644,1175,1023,780,281,94,17,4066,2350,7482,6849,4610,2977,1367,723,192,26550,1392,2146,2621,2487,1999,1355,728,226,12954,121,172,304,364,335,200,121,54,1671,1227,1908,2447,2437,1679,1378,941,285,12302,200,129,142,167,113,54,30,8,843,1548,2209,2893,2968,2127,1632,1092,347,14816,84,177,196,258,233,213,182,61,1404,1450,1092,1022,1118,1049,1317,1763,1343,10154,7046,16219,16952,14095,10164,6636,4745,2229,78086,Whitehorse (C)
27070,760,423,197,70,6,3,2810,57,421,402,251,163,40,11,3,1348,1289,5100,3069,1629,940,276,72,11,12386,1119,2960,2469,1551,855,332,93,12,9391,214,403,470,368,206,58,19,6,1744,2286,4641,4207,3370,2243,998,421,71,18237,286,395,260,199,109,23,6,0,1278,2786,5439,4937,3937,2558,1079,446,77,21259,113,239,274,233,173,74,27,3,1136,1972,1679,1628,1660,1587,1194,1058,503,11281,7396,17129,13539,9684,6473,3065,1713,612,59611,Whittlesea (C)
27170,95,95,73,20,4,3,350,12,80,134,99,88,41,0,0,454,136,678,591,410,331,118,31,7,2302,139,405,542,496,400,159,50,11,2202,57,90,89,100,77,25,10,0,448,813,1359,1233,1022,758,333,150,44,5712,186,147,97,71,47,12,0,0,560,1056,1596,1419,1193,882,370,160,44,6720,24,25,48,65,65,39,28,8,302,389,258,279,297,303,278,329,163,2296,1760,3098,3108,2655,2142,1025,602,236,14626,Wodonga (RC)
27260,1508,582,258,83,17,3,5318,41,633,579,371,198,52,15,0,1889,1172,6556,4451,2078,1040,302,58,21,15678,969,3104,2878,1873,1090,362,102,23,10401,206,391,468,354,204,84,10,7,1724,2281,4747,4562,3638,2093,890,302,74,18587,325,429,327,180,90,26,3,3,1383,2812,5567,5357,4172,2387,1000,315,84,21694,94,368,303,261,168,94,31,17,1336,2030,2254,2123,1707,1457,952,636,258,11417,7185,21282,17199,11044,6598,2845,1174,406,67733,Wyndham (C)
27350,1668,1191,909,385,76,17,6349,64,994,817,537,484,108,20,3,3027,1776,9587,4173,2031,1430,623,177,49,19846,435,1762,1068,707,605,265,93,33,4968,44,171,131,110,74,33,13,4,580,540,1474,897,619,341,202,108,40,4221,86,124,77,44,40,13,4,0,388,670,1769,1105,773,455,248,125,44,5189,32,133,87,77,70,66,24,5,494,890,1737,1162,832,705,509,444,175,6454,3970,17982,10080,6148,4658,2204,959,326,46327,Yarra (C)
27450,625,571,546,226,58,9,2368,33,350,565,579,544,200,23,6,2300,815,2791,2997,2461,2072,869,229,64,12298,823,1859,2340,2268,1972,977,303,61,10603,193,272,388,461,398,206,75,18,2011,2701,4430,5094,4989,3520,1757,666,126,23283,353,347,230,252,186,59,16,3,1446,3247,5049,5712,5702,4104,2022,757,147,26740,62,126,230,285,289,208,76,28,1304,1362,832,1163,1303,1383,1189,1091,642,8965,6365,11317,13632,13169,10910,5691,2537,957,64578,Yarra Ranges (S)
27630,15,11,4,0,0,0,38,0,7,11,20,19,7,0,0,64,15,56,71,67,75,19,12,0,315,19,41,69,82,64,55,12,8,350,8,9,14,16,14,7,0,0,68,77,132,176,265,160,82,44,5,941,17,13,9,13,14,0,0,0,66,102,154,199,294,188,89,44,5,1075,6,0,6,15,7,9,8,3,54,80,30,82,112,126,95,155,107,787,222,296,453,601,483,274,231,123,2683,Yarriambiack (S)
