lga_code16,p_pg_deg_35_44_yr,p_pg_deg_45_54_yr,p_pg_deg_55_64_yr,p_pg_deg_65_74_yr,p_pg_deg_75_84_yr,p_pg_deg_85_yr_over,p_pguate_deg_tot,p_grad_dip_cer_15_24,p_grad_dip_cer_25_34,p_grad_dip_cer_35_44,p_grad_dip_cer_45_54,p_grad_dip_cer_55_64,p_grad_dip_cer_65_74,p_grad_dip_cer_75_84,p_grad_dip_cer_85_over,p_grad_dip_cer_tot,p_b_deg_15_24_yr,p_b_deg_25_34_yr,p_b_deg_35_44_yr,p_b_deg_45_54_yr,p_b_deg_55_64_yr,p_b_deg_65_74_yr,p_b_deg_75_84_yr,p_b_deg_85_yr_over,p_b_deg_tot,p_adv_dip_dip_15_24,p_adv_dip_dip_25_34,p_adv_dip_dip_35_44,p_adv_dip_dip_45_54,p_adv_dip_dip_55_64,p_adv_dip_dip_65_74,p_adv_dip_dip_75_84,p_adv_dip_dip_85_over,p_adv_dip_dip_total,p_cer_iii_iv_15_24_yr,p_cer_iii_iv_25_34_yr,p_cer_iii_iv_35_44_yr,p_cer_iii_iv_45_54_yr,p_cer_iii_iv_55_64_yr,p_cer_iii_iv_65_74_yr,p_cer_iii_iv_75_84_yr,p_cer_iii_iv_85_yr,p_cer_iii_iv_tot,p_cer_i_ii_15_24_yr,p_cer_i_ii_25_34_yr,p_cer_i_ii_35_44_yr,p_cer_i_ii_45_54_yr,p_cer_i_ii_55_64_yr,p_cer_i_ii_65_74_yr,p_cer_i_ii_75_84_yr,p_cer_i_ii_85_yr_over,p_cer_i_ii_tot,p_cer_nfd_15_24_yr,p_cer_nfd_25_34_yr,p_cer_nfd_35_44_yr,p_cer_nfd_45_54_yr,p_cer_nfd_55_64_yr,p_cer_nfd_65_74_yr,p_cer_nfd_75_84_yr,p_cer_nfd_85_yr_over,p_cer_nfd_tot,p_cer_tot_15_24_yr,p_cer_tot_25_34_yr,p_cer_tot_35_44_yr,p_cer_tot_45_54_yr,p_cer_tot_55_64_yr,p_cer_tot_65_74_yr,p_cer_tot_75_84_yr,p_cer_tot_85_yr_over,p_cer_tot_tot,p_lvl_educ_inad_desc_15_24,p_lvl_educ_inad_desc_25_34,p_lvl_educ_inad_desc_35_44,p_lvl_educ_inad_desc_45_54,p_lvl_educ_inad_desc_55_64,p_lvl_educ_inad_desc_65_74,p_lvl_educ_inad_desc_75_84,p_lvl_educ_inad_desc_85,p_lvl_educ_inad_desc_tot,p_lvl_educ_ns_15_24,p_lvl_educ_ns_25_34,p_lvl_educ_ns_35_44,p_lvl_educ_ns_45_54,p_lvl_educ_ns_55_64,p_lvl_educ_ns_65_74,p_lvl_educ_ns_75_84,p_lvl_educ_ns_85,p_lvl_educ_ns_tot,p_tot_15_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,lga_name16
16700,3337,1843,1109,520,135,33,11582,43,471,485,410,365,172,54,7,2020,2434,8140,5848,3738,2584,1289,513,196,24742,822,1805,1917,1916,1420,842,380,190,9286,753,1490,1551,1744,1348,862,529,228,8507,105,110,108,125,118,83,32,7,688,116,173,261,414,413,287,157,89,1913,973,1776,1925,2280,1869,1235,724,328,11112,89,210,217,201,213,168,83,35,1217,856,1144,895,840,815,616,646,603,6411,5444,17932,14626,11224,8383,4835,2545,1387,66365,Ryde (C)
16900,252,180,188,73,12,0,911,31,133,140,105,128,54,14,3,597,316,1071,1048,715,603,290,91,14,4158,364,925,1083,1018,760,350,97,28,4624,1302,2577,2396,2409,1931,1098,503,140,12359,186,141,155,141,101,56,8,3,794,126,171,219,328,311,175,70,22,1423,1614,2895,2770,2886,2338,1332,583,162,14577,34,43,73,82,108,91,36,13,466,571,462,498,612,653,778,635,442,4650,2935,5713,5865,5603,4775,2968,1467,666,29991,Shellharbour (C)
16950,313,353,426,341,104,19,1787,21,169,212,228,357,225,56,8,1282,250,1208,1345,1165,1502,1035,374,94,6963,232,759,1169,1424,1565,1146,475,107,6878,1414,2843,2710,3137,3253,2510,1255,365,17492,246,229,189,199,204,124,38,9,1233,112,174,253,399,505,478,191,73,2189,1764,3246,3158,3739,3964,3114,1480,444,20914,27,66,70,94,156,203,83,29,719,1136,975,946,1174,1476,1835,1488,930,9960,3446,6651,7205,8175,9446,7901,4057,1630,48513,Shoalhaven (C)
17000,87,61,42,25,3,0,278,4,23,54,49,39,14,4,0,193,91,377,351,253,223,103,46,19,1453,79,229,276,342,241,102,37,12,1314,576,1012,973,923,601,255,99,24,4467,72,74,61,62,23,8,3,0,300,41,50,58,118,82,44,25,7,426,688,1135,1098,1102,709,308,125,26,5196,9,10,18,33,17,13,10,3,117,254,230,268,283,288,243,148,60,1774,1126,2072,2148,2123,1553,812,371,116,10321,Singleton (A)
17040,264,255,260,205,35,0,1170,10,61,114,103,175,93,15,0,572,245,857,936,747,737,464,106,24,4119,112,367,484,549,450,309,88,17,2376,549,980,911,984,794,466,188,39,4913,89,50,53,56,62,23,6,0,344,44,83,65,94,131,99,38,9,559,680,1111,1027,1139,987,587,230,48,5816,13,32,22,19,36,34,11,8,180,651,753,803,780,734,602,291,130,4749,1718,3321,3648,3595,3382,2292,791,234,18987,Snowy Monaro Regional (A)
17080,29,22,34,21,3,0,132,0,14,28,24,39,14,5,0,123,43,215,205,151,133,92,38,14,886,28,94,159,154,199,118,50,15,828,192,413,404,457,405,237,94,23,2219,29,32,21,36,21,24,6,0,166,15,42,46,45,45,32,12,5,240,231,483,472,546,474,294,111,29,2627,0,5,8,3,12,9,7,0,43,197,199,236,263,294,257,198,137,1785,508,1029,1133,1165,1184,798,410,202,6420,Snowy Valleys (A)
17420,3507,2495,1582,677,179,25,10685,26,303,688,667,607,295,60,8,2658,2024,5848,7607,5518,4020,2110,561,116,27811,850,1829,3034,3354,2473,1522,499,130,13683,1349,2208,2897,3337,2409,1742,777,193,14920,134,128,216,217,171,132,23,6,1023,156,241,468,690,707,594,196,49,3096,1639,2577,3577,4250,3290,2473,999,247,19046,54,138,242,283,311,251,111,34,1437,747,676,809,887,845,900,554,348,5775,5472,13462,19479,17447,13129,8225,2971,917,81094,The Hills Shire (A)
17550,346,336,352,234,57,19,1552,8,133,244,240,324,173,41,8,1177,254,1380,1847,1437,1392,935,354,99,7693,242,888,1225,1478,1449,1034,422,115,6858,1055,2175,2616,2838,2880,2077,1124,334,15108,149,142,163,154,160,98,25,6,897,105,197,247,338,459,376,186,76,1990,1308,2515,3026,3334,3496,2553,1341,420,17985,26,47,68,97,122,142,107,33,648,843,700,826,1091,1439,1664,1515,1056,9151,2695,5866,7583,8006,8581,6737,3836,1759,45059,Tweed (A)
17620,28,30,46,12,7,6,149,0,19,20,20,31,10,3,0,108,46,249,207,157,146,80,30,13,931,31,105,191,154,162,83,44,12,778,230,537,433,451,364,217,71,22,2326,31,28,34,29,16,3,3,0,147,17,41,40,53,41,38,8,4,251,276,598,505,537,423,255,87,33,2723,3,7,10,10,18,12,4,3,70,189,190,218,208,246,192,171,112,1535,548,1199,1187,1119,1064,656,341,177,6285,Upper Hunter Shire (A)
17640,17,31,39,23,10,0,133,0,17,19,21,29,17,5,0,107,22,85,100,106,104,83,18,5,533,12,68,93,125,125,77,32,3,540,94,192,205,262,234,163,51,9,1216,11,13,14,29,18,11,3,0,98,5,18,26,39,39,35,10,0,167,117,219,244,328,294,203,69,9,1481,0,6,3,0,13,6,3,0,33,94,57,72,130,141,144,104,54,798,246,453,550,744,747,562,244,78,3627,Upper Lachlan Shire (A)
17650,33,44,39,34,14,0,174,3,10,14,31,22,16,0,0,94,15,74,117,115,106,72,20,7,520,3,36,95,84,109,75,24,4,427,87,166,155,183,201,105,26,6,928,24,12,15,22,13,7,0,0,86,4,13,20,36,38,26,5,0,136,121,182,189,232,252,138,31,6,1143,0,3,0,9,9,7,0,5,23,57,31,55,77,91,107,71,27,514,200,344,496,587,624,448,155,45,2901,Uralla (A)
17750,369,348,275,127,42,12,1467,16,164,181,174,178,61,20,3,796,462,1813,1512,971,761,379,163,37,6103,239,759,788,778,695,386,153,55,3837,1588,2530,1823,1794,1469,720,282,105,10310,247,153,128,129,94,50,10,0,815,113,149,148,234,249,155,61,26,1131,1950,2832,2094,2159,1819,927,350,135,12258,27,55,38,34,61,70,38,12,345,807,582,477,540,629,586,468,259,4347,3510,6475,5464,5004,4424,2535,1228,514,29157,Wagga Wagga (C)
17850,10,3,9,4,0,0,35,0,3,0,12,3,9,0,0,34,14,43,44,41,46,30,5,0,222,6,25,35,34,44,42,10,0,187,46,74,72,86,79,61,17,3,436,11,3,8,10,3,4,0,0,47,0,6,7,21,23,8,3,0,68,52,80,91,120,109,69,19,3,541,3,0,5,4,3,3,0,0,18,40,41,40,51,53,92,46,47,414,116,198,228,261,270,254,82,53,1455,Walcha (A)
17900,15,15,14,4,5,0,60,0,9,7,14,10,12,3,0,51,17,102,70,59,74,37,14,0,380,11,52,65,63,61,52,22,3,328,58,105,92,118,165,159,54,8,767,11,10,15,13,16,15,0,0,78,0,9,19,13,20,26,6,0,100,73,122,122,146,201,197,68,11,938,0,0,3,3,10,3,3,0,24,107,115,110,129,169,168,99,16,905,205,417,387,425,535,471,209,25,2695,Walgett (A)
17950,0,5,3,3,3,0,15,0,0,7,4,3,4,0,0,18,13,55,48,31,18,19,8,0,196,9,24,22,31,34,17,3,0,134,20,72,55,59,63,32,9,3,315,4,0,3,8,3,7,0,0,21,9,9,12,11,12,8,0,3,53,34,87,68,77,75,45,9,6,395,0,3,3,0,3,3,0,0,12,30,40,34,42,47,54,37,17,294,88,207,175,193,187,137,63,23,1072,Warren (A)
18020,19,19,26,18,0,0,97,0,4,15,12,28,14,3,0,75,24,126,112,99,102,76,25,5,567,8,45,61,109,119,55,29,15,443,100,172,218,256,243,194,81,24,1288,22,25,31,25,18,10,0,0,137,8,9,26,32,34,34,12,4,160,131,210,264,316,299,239,98,28,1588,0,3,5,8,18,14,7,5,51,138,92,127,188,225,248,180,68,1271,305,493,608,757,811,661,343,112,4091,Warrumbungle Shire (A)
18050,1858,1116,673,370,91,34,6097,10,346,387,288,206,107,30,10,1387,897,6458,4470,2570,1491,837,309,114,17144,250,1341,1228,930,682,441,219,77,5164,269,1063,676,631,449,422,245,109,3854,30,59,47,60,30,13,8,3,246,67,162,152,198,158,148,68,38,992,366,1283,873,886,633,586,317,153,5098,32,185,121,104,87,95,56,29,704,702,2203,1319,922,688,654,560,456,7501,2332,13696,10254,6812,4464,3078,1581,872,43098,Waverley (A)
18100,3,10,7,3,3,0,28,0,5,5,3,9,4,0,0,27,5,37,74,39,37,36,3,3,229,4,18,30,38,49,37,4,0,192,25,80,79,91,105,77,29,13,505,4,8,12,8,5,6,5,0,52,7,3,5,18,18,16,0,0,67,37,87,97,125,123,100,44,12,626,0,0,4,0,3,4,5,0,18,39,23,30,57,74,80,72,36,409,95,171,246,264,305,260,123,55,1526,Weddin (A)
18200,12,13,11,7,0,0,50,0,8,15,11,21,7,4,0,67,26,74,104,76,58,50,9,3,405,12,60,69,75,86,63,19,0,399,112,232,199,238,200,107,51,9,1149,14,14,14,17,9,3,0,0,75,12,13,16,19,21,17,8,0,100,141,260,224,274,227,131,56,9,1322,3,4,3,3,3,10,5,0,30,136,139,115,151,160,164,85,43,1000,329,554,543,614,570,431,188,62,3281,Wentworth (A)
