lga_code16,psn_15_y_over_indig_m,psn_15_y_over_indig_f,psn_15_y_over_indig_p,psn_15_y_over_nonind_m,psn_15_y_over_nonind_f,psn_15_y_over_nonind_p,psn_15_y_over_ind_s_nsm,psn_15_y_over_ind_s_nsf,psn_15_y_over_ind_s_nsp,psn_15_y_over_totm,psn_15_y_over_totf,psn_15_y_over_totp,in_lf_emp_indig_m,in_lf_emp_indig_f,in_lf_emp_indig_p,in_lf_emp_nonind_m,in_lf_emp_nonind_f,in_lf_emp_nonind_p,in_lf_emp_indst_nsm,in_lf_emp_indst_nsf,in_lf_emp_indst_nsp,in_lf_employd_totm,in_lf_employd_totf,in_lf_employd_totp,in_lf_unemp_ind_m,in_lf_unemp_ind_f,in_lf_unemp_ind_p,in_lf_unemp_no_ind_m,in_lf_unemp_no_ind_f,in_lf_unemp_no_ind_p,in_lf_un_indst_nsm,in_lf_un_indst_nsf,in_lf_un_indst_nsp,in_lf_unemp_totm,in_lf_unemp_totf,in_lf_unemp_totp,in_lf_to_lf_ind_m,in_lf_to_lf_ind_f,in_lf_to_lf_ind_p,in_lf_to_la_fo_no_in_m,in_lf_to_la_fo_no_in_f,in_lf_to_la_fo_no_in_p,in_lf_to_l_fo_in_st_nsm,in_lf_to_l_fo_in_st_nsf,in_lf_to_l_fo_in_st_nsp,in_lf_to_lf_totm,in_lf_to_lf_totf,in_lf_to_lf_totp,n_the_lf_indig_m,n_the_lf_indig_f,n_the_lf_indig_p,n_the_lf_no_indig_m,n_the_lf_no_indig_f,n_the_lf_no_indig_p,n_the_lf_indig_st_nsm,n_the_lf_indig_st_nsf,n_the_lf_indig_st_nsp,n_the_lf_totm,n_the_lf_totf,n_the_lf_totp,lf_st_ns_indig_m,lf_st_ns_indig_f,lf_st_ns_indig_p,lf_st_ns_nonind_m,lf_st_ns_nonind_f,lf_st_ns_nonind_p,lf_st_ns_indig_st_nsm,lf_st_ns_indig_st_nsf,lf_st_ns_indig_st_nsp,lf_st_ns_totm,lf_st_ns_totf,lf_st_ns_totp,pcent_unemploy_indig_m,pcent_unemploy_indig_f,pcent_unemploy_indig_p,pcent_unemploy_nonind_m,pcent_unemploy_nonind_f,pcent_unemploy_nonind_p,pcent_unem_indst_nsm,pcent_unemp_indst_nsf,pcent_unemp_indst_nsp,pcent_unemploy_totm,pcent_unemploy_totf,pcent_unemploy_totp,pcent_lf_part_indig_m,pcent_lf_part_indig_f,pcent_lf_part_indig_p,pcent_lf_part_no_indig_m,pcent_lf_part_no_indig_f,pcent_lf_part_no_indig_p,pcent_lf_part_indst_nsm,pcent_lf_part_indst_nsf,pcent_lf_part_indst_nsp,pcent_lf_part_totm,pcent_lf_part_totf,pcent_lf_part_totp,pcent_emp_to_pop_ind_m,pcent_emp_to_pop_ind_f,pcent_emp_to_pop_ind_p,pcent_emp_t_pop_nonind_m,pcent_emp_t_pop_nonind_f,pcent_emp_t_pop_nonind_p,pcent_emp_t_pop_indst_nsm,pcent_emp_t_pop_indst_nsf,pcent_emp_t_pop_indst_nsp,pcent_emp_to_pop_totm,pcent_emp_to_pop_totf,pcent_emp_to_pop_totp,indsec_gov_ind_m,indsec_gov_ind_f,indsec_gov_ind_p,indsec_gov_no_ind_m,indsec_gov_no_ind_f,indsec_gov_no_ind_p,indsec_gov_indst_nsm,indsec_gov_indst_nsf,indsec_gov_indst_nsp,indsec_gov_totm,indsec_gov_totf,indsec_gov_totp,indsec_priv_ind_m,indsec_priv_ind_f,indsec_priv_ind_p,indsec_priv_nonind_m,indsec_priv_nonind_f,indsec_priv_nonind_p,indsec_priv_indst_nsm,indsec_priv_indst_nsf,indsec_priv_indst_nsp,indsec_priv_totm,indsec_priv_totf,indsec_priv_totp,self_employed_ind_m,self_employed_ind_f,self_employed_ind_p,self_employed_nonind_m,self_employed_nonind_f,self_employed_nonind_p,self_employed_ind_status_nsm,self_employed_ind_status_nsf,self_employed_ind_status_nsp,self_employed_totm,self_employed_totf,self_employed_totp,nsq_pgdl_ind_m,nsq_pgdl_ind_f,nsq_pgdl_ind_p,nsq_pgdl_no_ind_m,nsq_pgdl_no_ind_f,nsq_pgdl_no_ind_p,nsq_pgdl_indst_nsm,nsq_pgdl_indst_nsf,nsq_pgdl_indst_nsp,nsq_pgdl_totm,nsq_pgdl_totf,nsq_pgdl_totp,nsq_gd_gcl_ind_m,nsq_gd_gcl_ind_f,nsq_gd_gcl_ind_p,nsq_gd_gcl_no_in_m,nsq_gd_gcl_no_in_f,nsq_gd_gcl_no_in_p,nsq_gd_gcl_in_st_nsm,nsq_gd_gcl_in_st_nsf,nsq_gd_gcl_in_st_nsp,nsq_gd_gcl_totm,nsq_gd_gcl_totf,nsq_gd_gcl_totp,nsq_bdl_ind_m,nsq_bdl_ind_f,nsq_bdl_ind_p,nsq_bdl_no_ind_m,nsq_bdl_no_ind_f,nsq_bdl_no_ind_p,nsq_bdl_indst_nsm,nsq_bdl_indst_nsf,nsq_bdl_indst_nsp,nsq_bdl_totm,nsq_bdl_totf,nsq_bdl_totp,nsq_ad_dl_ind_m,nsq_ad_dl_ind_f,nsq_ad_dl_ind_p,nsq_ad_dl_no_in_m,nsq_ad_dl_no_in_f,nsq_ad_dl_no_in_p,nsq_ad_dl_in_st_nsm,nsq_ad_dl_in_st_nsf,nsq_ad_dl_in_st_nsp,nsq_ad_dl_totm,nsq_ad_dl_totf,nsq_ad_dl_totp,nsq_crt_ii_ind_m,nsq_crt_ii_ind_f,nsq_crt_ii_ind_p,nsq_cer_ii_no_ind_m,nsq_cer_ii_no_ind_f,nsq_cer_ii_no_ind_p,nsq_ce_ii_indst_nsm,nsq_ce_ii_indst_nsf,lga_name16
25150,126,102,226,11490,12003,23491,827,831,1659,12433,12943,25373,74,55,130,7660,6733,14392,54,53,110,7782,6843,14632,11,5,16,458,410,871,5,3,7,477,425,895,81,63,143,8115,7148,15265,57,56,117,8259,7268,15523,45,41,86,3276,4740,8014,59,72,127,3373,4854,8224,0,0,0,97,121,220,705,701,1405,800,822,1627,13.6,7.9,11.2,5.6,5.7,5.7,8.8,5.4,6.0,5.8,5.8,5.8,64.3,60.6,62.4,70.6,59.5,65.0,6.9,6.8,7.1,66.4,56.1,61.2,58.7,52.9,56.8,66.7,56.1,61.2,6.6,6.4,6.7,62.6,52.9,57.7,8,9,17,787,1590,2374,3,0,3,797,1604,2397,64,45,109,6756,5058,11814,49,52,101,6869,5158,12021,0,0,5,523,269,793,5,4,9,528,279,805,0,0,0,265,350,612,0,3,0,260,352,618,0,3,3,156,370,524,0,0,0,152,372,525,7,6,12,877,1545,2421,6,7,12,891,1557,2447,9,16,27,881,1403,2281,4,9,12,892,1428,2318,0,0,0,73,168,242,0,0,Moorabool (S)
25250,298,332,622,61880,66013,127896,3941,3993,7936,66119,70339,136461,167,189,354,41406,38216,79622,207,170,373,41781,38570,80352,28,22,50,3203,2633,5834,19,14,30,3249,2667,5915,195,206,398,44612,40852,85458,225,183,407,45036,41237,86268,81,108,193,16606,24459,41066,225,283,509,16915,24855,41767,12,14,30,662,706,1364,3492,3533,7022,4170,4253,8420,14.4,10.7,12.6,7.2,6.4,6.8,8.4,7.7,7.4,7.2,6.5,6.9,67.7,62.8,64.1,72.1,61.9,66.8,5.7,4.6,5.1,68.1,58.6,63.2,58.0,57.6,57.0,66.9,57.9,62.3,5.3,4.3,4.7,63.2,54.8,58.9,33,61,97,5344,8540,13884,15,28,44,5393,8635,14025,132,122,257,35483,29250,64732,171,128,299,35781,29501,65277,11,3,14,2754,1746,4506,21,6,25,2787,1758,4545,3,27,32,5483,6128,11610,19,15,34,5509,6171,11680,5,15,19,1654,3026,4678,6,9,10,1663,3043,4708,37,64,94,13417,15880,29297,45,51,99,13499,15997,29491,21,34,56,5328,5990,11319,18,37,55,5367,6059,11425,8,6,11,315,457,773,3,0,Moreland (C)
25340,442,437,879,57125,62789,119912,3526,3843,7374,61091,67067,128156,256,219,471,34602,32014,66615,240,170,407,35097,32401,67498,29,28,58,1745,1653,3402,15,10,25,1790,1699,3487,283,251,532,36355,33665,70019,252,185,438,36885,34101,70985,145,180,317,20091,28242,48341,246,400,644,20484,28822,49302,12,7,25,673,877,1554,3026,3267,6291,3717,4155,7871,10.2,11.2,10.9,4.8,4.9,4.9,6.0,5.4,5.7,4.9,5.0,4.9,64.3,57.3,60.9,63.6,53.6,58.4,7.2,4.8,5.9,60.4,50.8,55.4,58.2,50.0,53.9,60.6,51.0,55.6,6.8,4.4,5.5,57.5,48.3,52.7,62,57,116,3400,5275,8676,20,24,42,3479,5358,8833,185,160,345,30774,26389,57165,204,137,344,31164,26688,57854,17,9,26,3572,2055,5629,21,10,26,3601,2082,5684,3,10,16,1707,1784,3492,10,12,17,1723,1806,3524,4,3,9,1022,1970,2990,3,3,12,1028,1977,3009,23,28,47,6395,9042,15436,29,34,66,6449,9107,15553,24,50,77,5483,7989,13466,29,54,83,5535,8084,13621,3,12,13,385,772,1157,3,4,Mornington Peninsula (S)
17100,50,45,92,15981,15807,31785,1194,1012,2204,17225,16861,34086,32,27,60,10896,8592,19487,33,37,70,10960,8658,19618,4,0,10,750,706,1455,4,7,9,763,711,1473,35,28,67,11650,9299,20941,41,42,86,11722,9364,21095,16,10,23,4187,6369,10554,28,37,65,4224,6421,10648,0,0,3,148,142,289,1123,927,2055,1273,1072,2344,11.4,0.0,14.9,6.4,7.6,6.9,9.8,16.7,10.5,6.5,7.6,7.0,68.6,73.7,72.0,72.9,58.8,65.9,3.4,4.2,3.9,68.1,55.5,61.9,62.7,71.1,64.5,68.2,54.3,61.3,2.8,3.7,3.2,63.7,51.4,57.6,15,8,23,945,1125,2071,3,3,8,958,1136,2097,16,21,37,9755,7295,17048,29,28,59,9799,7343,17143,0,0,0,570,311,883,0,0,3,576,310,888,0,0,0,2051,1640,3692,0,5,3,2056,1645,3701,0,0,0,240,324,567,0,3,0,243,326,572,4,3,8,4359,4298,8650,17,11,27,4377,4309,8689,4,3,7,1281,1505,2787,7,12,12,1290,1522,2812,0,0,0,54,126,181,0,0,Strathfield (A)
17150,818,826,1647,80973,87167,168137,3476,3549,7026,85265,91552,176814,566,508,1070,57245,53953,111198,253,247,497,58058,54707,112765,39,36,77,2030,1998,4020,13,19,28,2084,2045,4130,609,541,1142,59268,55949,115222,265,259,525,60142,56749,116890,198,273,473,21267,30627,51893,193,286,477,21651,31189,52845,17,14,29,432,591,1027,3021,3005,6023,3464,3608,7075,6.4,6.7,6.7,3.4,3.6,3.5,4.9,7.3,5.3,3.5,3.6,3.5,73.9,65.3,69.5,73.2,64.2,68.5,7.6,7.3,7.5,70.5,62.0,66.1,68.7,61.4,65.1,70.7,61.9,66.1,7.3,7.0,7.1,68.1,59.8,63.8,108,119,231,7274,10155,17432,29,34,65,7414,10311,17729,440,378,820,49403,43348,92744,209,192,405,50050,43923,93973,24,22,46,3551,2269,5824,14,4,22,3593,2299,5889,13,31,46,4284,4186,8476,12,8,24,4319,4230,8547,10,22,28,1294,2255,3549,0,4,5,1307,2285,3587,63,100,165,12672,16505,29174,38,61,94,12770,16672,29437,84,109,196,8581,11764,20344,31,63,97,8698,11932,20632,8,9,18,527,1060,1583,0,5,Sutherland Shire (A)
17200,994,944,1934,86541,82012,168558,13249,10595,23840,100789,93549,194336,505,409,914,62366,53508,115875,253,206,466,63126,54123,117252,87,64,146,3762,3555,7318,17,16,32,3862,3628,7493,592,473,1059,66125,57060,123192,272,221,493,66991,57757,124745,383,437,823,19604,24171,43776,158,185,343,20148,24795,44945,19,28,54,812,780,1595,12812,10186,23001,13644,10998,24641,14.7,13.5,13.8,5.7,6.2,5.9,6.3,7.2,6.5,5.8,6.3,6.0,59.6,50.4,54.7,76.4,69.6,73.1,2.1,2.1,2.1,66.5,61.7,64.2,50.8,43.6,47.2,72.1,65.2,68.7,1.9,1.9,2.0,62.6,57.9,60.3,140,112,257,7806,7873,15682,28,21,52,7976,8010,15986,352,293,643,53802,44985,98789,204,174,379,54365,45447,99814,31,4,36,3214,2269,5476,9,7,19,3251,2285,5535,37,34,71,12058,11780,23835,36,41,83,12137,11857,23995,14,18,30,1993,2384,4376,7,8,15,2008,2406,4416,130,126,255,27961,28790,56748,90,102,193,28175,29014,57191,65,83,151,8066,8098,16168,48,41,88,8182,8223,16400,14,22,34,371,439,809,0,0,Sydney (C)
17310,1788,1955,3744,19285,20923,40214,1763,1827,3596,22837,24711,47550,882,845,1729,12396,11634,24030,142,98,237,13425,12572,25997,163,166,329,645,620,1266,3,12,13,813,805,1609,1046,1012,2055,13040,12258,25297,143,104,253,14237,13372,27607,696,897,1595,5987,8370,14357,94,125,218,6782,9387,16171,48,48,94,261,301,558,1519,1596,3118,1827,1945,3775,15.6,16.4,16.0,4.9,5.1,5.0,2.1,11.5,5.1,5.7,6.0,5.8,58.4,51.7,54.9,67.6,58.6,62.9,8.1,5.7,7.0,62.3,54.1,58.1,49.3,43.2,46.2,64.3,55.6,59.8,8.1,5.4,6.6,58.8,50.9,54.7,114,192,307,1571,2332,3900,13,12,27,1699,2539,4234,742,636,1381,10661,9171,19836,119,75,195,11524,9883,21405,36,24,57,977,538,1512,8,3,9,1018,563,1574,5,10,16,374,454,831,0,5,7,379,468,853,3,8,13,193,434,633,0,3,3,201,445,648,28,102,127,1565,2715,4279,4,15,25,1599,2836,4428,63,154,218,1292,2187,3481,6,14,19,1369,2349,3719,25,61,79,184,467,645,3,3,Tamworth Regional (A)
17350,51,47,96,2210,2332,4543,145,149,297,2408,2527,4934,26,13,36,1308,1146,2454,10,9,24,1342,1173,2514,3,11,16,69,45,117,0,0,0,73,57,130,27,23,54,1372,1195,2568,10,9,24,1413,1231,2644,22,24,42,813,1102,1913,20,21,37,850,1147,1994,0,0,0,25,30,57,120,117,238,147,150,296,11.1,47.8,29.6,5.0,3.8,4.6,0.0,0.0,0.0,5.2,4.6,4.9,55.1,48.9,56.3,62.1,51.4,56.6,6.7,6.1,8.0,58.6,48.7,53.6,53.1,27.7,37.5,59.2,49.2,54.1,6.7,6.1,8.0,55.7,46.4,51.0,5,5,9,145,180,329,0,0,3,155,186,337,21,14,33,1138,951,2087,6,8,15,1166,974,2141,6,0,6,172,96,272,0,0,0,178,96,277,0,0,0,12,26,38,0,0,0,12,26,38,0,0,0,16,39,57,0,0,0,16,39,57,0,0,0,131,257,382,3,3,7,129,263,388,5,7,7,98,181,278,0,3,3,97,190,290,0,0,0,29,48,76,0,0,Temora (A)
17400,116,139,256,2320,2377,4703,305,328,633,2739,2845,5591,26,43,70,1178,1085,2262,12,12,25,1220,1141,2361,10,14,22,86,86,176,0,0,0,100,98,200,44,52,91,1261,1174,2437,12,12,25,1316,1241,2558,67,82,158,1029,1166,2196,22,17,36,1120,1266,2387,6,0,4,30,40,71,271,303,568,305,344,647,22.7,26.9,24.2,6.8,7.3,7.2,0.0,0.0,0.0,7.6,7.9,7.8,37.6,38.8,36.0,54.4,49.3,51.8,3.9,3.6,4.0,48.0,43.5,45.7,22.2,32.1,27.7,50.8,45.6,48.1,3.9,3.6,4.0,44.5,40.0,42.2,4,5,9,139,154,295,0,0,0,142,162,303,26,35,52,1017,913,1932,11,12,22,1051,957,2012,0,3,3,210,113,318,0,0,6,211,116,323,0,0,0,25,35,57,0,0,0,25,37,64,0,0,0,23,39,61,0,0,0,23,43,61,4,10,12,137,245,382,0,0,3,141,253,399,5,4,7,138,230,370,0,3,3,145,233,376,7,5,5,26,55,80,0,0,Tenterfield (A)
22310,81,106,185,52188,57280,109465,2656,2802,5456,54926,60185,115105,53,63,123,35602,33653,69259,129,125,258,35790,33846,69634,9,6,13,2215,2031,4249,10,11,22,2232,2047,4278,66,69,133,37823,35679,73506,144,137,273,38024,35886,73909,17,30,52,13990,21131,35118,116,193,305,14118,21355,35472,3,0,3,380,468,844,2404,2471,4875,2782,2939,5718,13.6,8.7,9.8,5.9,5.7,5.8,6.9,8.0,8.1,5.9,5.7,5.8,76.7,69.7,70.7,72.5,62.3,67.1,5.4,4.9,5.0,69.2,59.6,64.2,61.6,63.6,65.4,68.2,58.8,63.3,4.8,4.5,4.7,65.2,56.2,60.5,4,20,27,3519,5429,8947,5,15,16,3532,5463,8995,50,42,90,31680,27901,59577,117,104,224,31849,28052,59897,7,3,7,2411,1904,4315,6,12,13,2420,1913,4338,5,5,12,5620,5723,11340,14,15,36,5642,5747,11388,3,3,3,1527,2752,4275,5,6,14,1530,2765,4293,13,23,33,14521,16410,30925,35,52,87,14569,16477,31048,10,8,15,4763,6322,11085,24,36,61,4798,6369,11164,0,0,0,187,312,495,4,0,Glen Eira (C)
22410,146,151,297,7339,7448,14782,650,644,1293,8134,8240,16377,68,66,131,4341,3743,8089,47,43,89,4460,3849,8311,16,13,32,287,211,493,0,5,7,306,226,526,86,77,162,4629,3957,8583,46,45,94,4762,4079,8837,55,65,123,2579,3353,5931,47,61,101,2677,3482,6158,6,8,11,133,137,271,563,535,1096,700,684,1380,18.6,16.9,19.8,6.2,5.3,5.7,0.0,11.1,7.4,6.4,5.5,6.0,58.5,51.3,54.7,63.1,53.1,58.1,7.0,7.0,7.3,58.5,49.5,54.0,46.3,44.0,44.3,59.1,50.3,54.7,7.2,6.7,6.9,54.8,46.7,50.8,6,18,27,373,885,1256,0,5,5,377,909,1290,62,47,105,3909,2813,6719,44,34,77,4013,2885,6901,0,0,3,375,213,589,3,4,5,378,220,600,0,0,0,74,82,156,0,0,0,75,86,160,0,3,4,67,165,232,0,3,3,66,173,240,5,4,12,367,717,1081,3,6,10,377,728,1101,10,11,19,375,741,1113,0,7,9,383,756,1144,4,0,5,73,142,214,4,0,Glenelg (S)
22490,63,62,128,7960,7753,15711,470,462,932,8491,8274,16769,37,27,65,5407,4633,10039,48,45,93,5493,4704,10196,4,8,13,259,233,492,0,0,0,261,240,501,38,37,75,5663,4865,10526,48,45,93,5755,4942,10699,26,27,51,2234,2823,5054,25,45,77,2282,2897,5176,0,0,0,63,64,126,392,371,768,453,435,894,10.5,21.6,17.3,4.6,4.8,4.7,0.0,0.0,0.0,4.5,4.9,4.7,59.4,57.8,59.5,71.1,62.8,67.0,10.3,9.8,9.9,67.8,59.7,63.8,57.8,42.2,51.6,67.9,59.8,63.9,10.3,9.8,9.9,64.7,56.9,60.8,3,9,15,523,1039,1555,3,5,9,526,1055,1581,26,16,47,4823,3542,8366,45,34,81,4900,3596,8495,0,0,0,435,218,658,3,4,11,445,220,668,0,0,0,133,198,326,0,0,0,133,196,328,0,3,0,133,262,397,0,3,3,135,263,402,3,10,12,587,1058,1642,6,4,12,591,1074,1663,4,3,8,633,932,1568,7,0,5,641,943,1582,0,0,0,71,127,200,0,3,Golden Plains (S)
22620,554,621,1174,39259,43019,82271,2840,2993,5839,42651,46628,89283,288,256,542,24366,23425,47791,186,150,338,24843,23832,48675,53,57,101,1721,1470,3188,13,18,35,1787,1540,3328,336,310,651,26092,24890,50986,200,166,368,26628,25372,52001,202,296,494,12610,17481,30095,203,277,481,13017,18053,31074,16,10,29,554,640,1196,2435,2548,4981,3002,3207,6204,15.8,18.4,15.5,6.6,5.9,6.3,6.5,10.8,9.5,6.7,6.1,6.4,60.6,50.3,55.5,66.5,57.9,62.0,7.0,5.5,6.3,62.4,54.4,58.2,52.0,41.6,46.2,62.1,54.5,58.1,6.6,5.0,5.8,58.3,51.1,54.5,32,58,95,3010,5449,8459,14,31,51,3063,5541,8604,240,192,433,21129,17775,38909,159,102,261,21526,18076,39602,16,3,20,1643,907,2555,9,4,11,1670,919,2587,10,9,18,970,1182,2158,6,5,10,986,1199,2187,0,18,19,746,1486,2230,8,11,12,750,1507,2255,14,46,57,3846,6169,10021,18,44,61,3877,6257,10134,21,58,84,2940,4251,7188,26,18,46,2986,4330,7320,15,17,29,357,671,1023,4,4,Greater Bendigo (C)
22670,164,193,358,59726,57778,117507,3539,3194,6734,63433,61166,124599,77,63,136,34778,25029,59804,226,133,360,35078,25227,60306,17,16,33,3718,3100,6818,25,21,43,3759,3130,6897,97,81,172,38494,28128,66619,251,153,402,38844,28356,67196,61,109,171,20277,28742,49027,273,314,589,20611,29169,49783,7,12,15,957,904,1863,3015,2728,5747,3977,3647,7620,17.5,19.8,19.2,9.7,11.0,10.2,10.0,13.7,10.7,9.7,11.0,10.3,58.8,40.1,48.0,64.4,48.7,56.7,7.1,4.8,6.0,61.2,46.4,53.9,46.7,31.2,38.0,58.2,43.3,50.9,6.4,4.2,5.3,55.3,41.2,48.4,6,9,14,1830,2727,4560,4,10,10,1847,2744,4590,70,49,119,31965,21735,53697,196,111,309,32220,21905,54124,3,3,3,1964,880,2843,9,4,8,1968,884,2860,0,0,3,2323,2173,4491,4,0,6,2323,2173,4501,0,3,5,487,801,1294,0,0,0,494,806,1302,9,6,12,7084,7633,14714,31,24,52,7119,7667,14782,6,21,25,5271,5380,10654,30,37,62,5310,5431,10744,3,7,7,399,566,970,3,3,Greater Dandenong (C)
22750,772,809,1575,85364,93062,178428,5370,5800,11164,91500,99671,191166,386,389,777,52376,49832,102204,301,297,590,53059,50516,103580,57,53,109,3729,3150,6879,35,30,62,3825,3228,7057,447,443,890,56108,52977,109085,334,324,660,56888,53745,110631,314,352,659,28399,39049,67448,399,545,943,29110,39941,69055,11,12,29,855,1037,1896,4635,4924,9562,5504,5980,11482,12.8,12.0,12.2,6.6,5.9,6.3,10.5,9.3,9.4,6.7,6.0,6.4,57.9,54.9,56.4,65.7,56.9,61.1,6.2,5.6,5.9,62.2,53.9,57.9,50.0,48.2,49.2,61.4,53.5,57.3,5.6,5.1,5.3,58.0,50.7,54.2,60,96,158,6578,11160,17737,18,44,63,6651,11296,17953,317,288,605,45128,38167,83294,259,232,485,45704,38681,84385,17,9,17,3455,2139,5591,19,12,32,3490,2154,5637,9,12,20,3047,3053,6096,13,10,20,3072,3068,6141,4,11,15,1445,2994,4440,8,10,14,1455,3019,4472,37,65,107,10284,14673,24953,39,69,106,10361,14803,25165,40,72,108,7437,10565,17999,52,65,120,7525,10700,18229,7,23,32,649,1147,1795,3,7,Greater Geelong (C)
25430,99,58,158,7239,7270,14509,607,676,1282,7943,8004,15946,26,20,50,3776,3654,7429,37,42,80,3845,3714,7558,3,6,10,220,190,412,3,3,7,232,198,431,35,27,56,4001,3848,7846,44,42,84,4076,3909,7990,63,28,94,3153,3349,6503,48,50,96,3267,3427,6694,4,0,3,82,73,155,519,583,1106,603,657,1261,8.6,22.2,17.9,5.5,4.9,5.3,6.8,7.1,8.3,5.7,5.1,5.4,34.3,49.1,36.6,55.3,52.9,54.1,7.2,6.2,6.5,51.3,48.9,50.1,25.5,36.4,32.7,52.2,50.3,51.2,6.1,6.2,6.2,48.4,46.5,47.4,8,8,17,517,869,1379,3,9,10,527,881,1406,19,15,32,3216,2754,5968,29,25,60,3271,2793,6060,7,0,5,537,353,883,10,7,10,547,357,903,0,0,8,311,430,745,0,3,3,317,438,754,0,0,3,208,406,617,0,0,0,210,412,625,3,7,15,851,1308,2164,7,17,18,864,1335,2199,5,3,9,551,861,1410,8,9,18,561,870,1433,0,0,3,38,92,127,0,0,Mount Alexander (S)
25490,52,55,112,5995,6045,12045,501,479,985,6556,6579,13134,35,28,67,4112,3488,7604,33,28,60,4183,3543,7730,3,3,5,147,134,285,0,3,4,153,144,299,36,36,72,4259,3629,7887,36,28,63,4336,3688,8026,14,20,33,1646,2315,3958,28,42,69,1689,2378,4064,0,3,3,94,103,193,434,409,847,530,512,1046,8.3,8.3,6.9,3.5,3.7,3.6,0.0,10.7,6.3,3.5,3.9,3.7,72.0,61.0,66.7,71.0,60.0,65.5,7.2,5.8,6.4,66.1,56.1,61.1,70.0,47.5,62.0,68.5,57.7,63.2,6.6,5.8,6.1,63.8,53.9,58.8,0,5,10,319,705,1026,4,4,7,321,715,1041,34,21,57,3744,2740,6481,35,15,50,3808,2774,6591,0,0,3,607,256,865,4,3,8,611,255,870,0,3,3,109,150,259,0,0,0,107,150,258,3,0,3,72,189,260,0,0,0,75,189,260,0,5,5,452,878,1332,4,3,12,455,888,1340,3,0,8,438,732,1169,6,10,13,451,740,1191,3,3,3,50,82,130,0,0,Moyne (S)
25620,62,61,122,5268,5160,10425,511,488,997,5843,5704,11546,36,34,69,3142,2686,5823,27,30,55,3204,2746,5954,7,0,11,149,160,308,3,0,5,163,157,318,46,39,80,3295,2842,6135,33,27,60,3367,2906,6272,17,23,39,1906,2254,4165,32,37,69,1956,2317,4269,0,0,0,68,63,132,449,418,870,521,482,1005,15.2,0.0,13.8,4.5,5.6,5.0,9.1,0.0,8.3,4.8,5.4,5.1,73.0,62.9,67.2,62.5,55.1,58.8,6.4,5.6,6.0,57.6,50.9,54.3,57.1,54.8,58.0,59.6,52.1,55.8,5.3,6.2,5.5,54.8,48.1,51.6,10,5,10,302,464,768,0,6,7,314,475,789,26,30,56,2778,2185,4962,29,22,52,2830,2239,5073,0,4,3,445,185,622,8,0,8,447,185,635,0,0,0,91,122,216,0,0,0,91,122,216,0,0,0,85,149,232,0,0,0,84,149,232,0,7,7,382,654,1034,3,3,6,381,668,1050,4,11,16,430,623,1052,6,11,20,441,648,1093,0,8,6,36,72,110,0,0,Murrindindi (S)
25710,75,89,159,23026,23933,46956,1037,1059,2091,24136,25077,49213,55,61,117,16686,15603,32293,78,91,170,16825,15755,32575,0,0,5,780,656,1434,18,5,19,797,665,1457,54,66,115,17463,16257,33721,95,101,191,17616,16416,34033,17,22,44,5433,7557,12991,51,64,112,5501,7640,13146,0,0,0,125,126,249,893,893,1787,1016,1018,2032,0.0,0.0,4.3,4.5,4.0,4.3,18.9,5.0,9.9,4.5,4.1,4.3,76.1,75.0,72.3,75.9,67.9,71.8,9.1,9.5,9.1,73.0,65.5,69.2,77.5,69.3,73.6,72.5,65.2,68.8,7.5,8.6,8.1,69.7,62.8,66.2,7,19,27,2057,3387,5444,9,22,26,2077,3427,5498,46,47,86,14498,12106,26602,66,65,134,14603,12218,26824,4,6,10,1200,852,2054,10,3,15,1212,859,2071,0,7,8,1374,1368,2739,7,5,12,1380,1381,2761,0,3,3,678,1224,1905,4,9,8,682,1234,1917,10,9,17,3985,5260,9244,10,29,45,4008,5294,9307,9,13,19,2365,2969,5334,13,21,33,2381,3002,5386,0,0,0,105,219,326,0,0,Nillumbik (S)
25810,60,54,113,4385,4557,8939,322,351,672,4766,4961,9724,27,16,37,2511,2269,4777,25,14,40,2561,2292,4859,4,4,10,162,83,250,0,5,5,174,93,266,33,12,45,2672,2354,5029,25,15,41,2731,2384,5121,26,41,62,1645,2138,3780,32,35,69,1703,2211,3914,0,3,3,67,62,128,260,300,562,332,365,693,12.1,33.3,22.2,6.1,3.5,5.0,0.0,33.3,12.2,6.4,3.9,5.2,55.9,21.4,40.9,60.9,51.7,56.3,7.9,4.3,6.1,57.3,48.1,52.6,45.8,28.6,33.6,57.3,49.8,53.5,7.9,4.0,6.0,53.7,46.2,49.9,4,3,6,280,508,789,5,0,5,293,515,805,21,8,32,2193,1735,3931,19,8,33,2240,1750,3993,0,0,0,225,114,337,0,0,0,228,114,346,0,0,0,46,56,107,0,0,0,46,56,107,0,0,0,42,82,123,3,0,3,41,82,123,0,3,3,238,483,719,0,0,0,235,485,720,0,3,4,254,435,682,4,6,9,253,442,700,0,0,0,52,82,134,0,0,Northern Grampians (S)
