lga_code16,ns_egwws_2016,ns_egwws_ns,ns_egwws_tot,ns_const_bf_91,ns_const_91_95,ns_const_96_00,ns_const_01_05,ns_const_06_10,ns_const_11_15,ns_const_2016,ns_const_ns,ns_const_tot,ns_wst_bf_91,ns_wst_91_95,ns_wst_96_00,ns_wst_01_05,ns_wst_06_10,ns_wst_11_15,ns_wst_2016,ns_wst_ns,ns_wst_tot,ns_rett_bf_91,ns_rett_91_95,ns_rett_96_00,ns_rett_01_05,ns_rett_06_10,ns_rett_11_15,ns_rett_2016,ns_rett_ns,ns_rett_tot,ns_acfd_bf_91,ns_acfd_91_95,ns_acfd_96_00,ns_acfd_01_05,ns_acfd_06_10,ns_acfd_11_15,ns_acfd_2016,ns_acfd_ns,ns_acfd_tot,ns_tpw_bf_91,ns_tpw_91_95,ns_tpw_96_00,ns_tpw_01_05,ns_tpw_06_10,ns_tpw_11_15,ns_tpw_2016,ns_tpw_ns,ns_tpw_tot,ns_imt_bf_91,ns_imt_91_95,ns_imt_96_00,ns_imt_01_05,ns_imt_06_10,ns_imt_11_15,ns_imt_2016,ns_imt_ns,ns_imt_tot,ns_finins_bf_91,ns_finins_91_95,ns_finins_96_00,ns_finins_01_05,ns_finins_06_10,ns_finins_11_15,ns_finins_2016,ns_finins_ns,ns_finins_tot,ns_rhre_bf_91,ns_rhre_91_95,ns_rhre_96_00,ns_rhre_01_05,ns_rhre_06_10,ns_rhre_11_15,ns_rhre_2016,ns_rhre_ns,ns_rhre_tot,ns_prosts_bf_91,ns_prosts_91_95,ns_prosts_96_00,ns_prosts_01_05,ns_prosts_06_10,ns_prosts_11_15,ns_prosts_2016,ns_prosts_ns,ns_prosts_tot,ns_adsup_bf_91,ns_adsup_91_95,ns_adsup_96_00,ns_adsup_01_05,ns_adsup_06_10,ns_adsup_11_15,ns_adsup_2016,ns_adsup_ns,ns_adsup_tot,ns_pubas_bf_91,ns_pubas_91_95,ns_pubas_96_00,ns_pubas_01_05,ns_pubas_06_10,ns_pubas_11_15,ns_pubas_2016,ns_pubas_ns,ns_pubas_tot,ns_edtrn_bf_91,ns_edtrn_91_95,ns_edtrn_96_00,ns_edtrn_01_05,ns_edtrn_06_10,ns_edtrn_11_15,ns_edtrn_2016,ns_edtrn_ns,ns_edtrn_tot,ns_hc_sa_bf_91,ns_hc_sa_91_95,ns_hc_sa_96_00,ns_hc_sa_01_05,ns_hc_sa_06_10,ns_hc_sa_11_15,ns_hc_sa_2016,ns_hc_sa_ns,ns_hc_sa_tot,ns_artsr_bf_91,ns_artsr_91_95,ns_artsr_96_00,ns_artsr_01_05,ns_artsr_06_10,ns_artsr_11_15,ns_artsr_2016,ns_artsr_ns,ns_artsr_tot,ns_othsvs_bf_91,ns_othsvs_91_95,ns_othsvs_96_00,ns_othsvs_01_05,ns_othsvs_06_10,ns_othsvs_11_15,ns_othsvs_2016,ns_othsvs_ns,ns_othsvs_tot,ns_idns_bf_91,ns_idns_91_95,ns_idns_96_00,ns_idns_01_05,ns_idns_06_10,ns_idns_11_15,ns_idns_2016,ns_idns_ns,ns_idns_tot,ns_tot_bf_91,ns_tot_91_95,ns_tot_96_00,ns_tot_01_05,ns_tot_06_10,ns_tot_11_15,ns_tot_2016,ns_tot_ns,ns_tot_tot,tot_agff_bf_91,tot_agff_91_95,tot_agff_96_00,tot_agff_01_05,tot_agff_06_10,tot_agff_11_15,tot_agff_2016,tot_agff_ns,tot_agff_tot,tot_min_bf_91,tot_min_91_95,tot_min_96_00,tot_min_01_05,tot_min_06_10,tot_min_11_15,tot_min_2016,tot_min_ns,tot_min_tot,tot_mnf_bf_91,tot_mnf_91_95,tot_mnf_96_00,tot_mnf_01_05,tot_mnf_06_10,tot_mnf_11_15,tot_mnf_2016,tot_mnf_ns,tot_mnf_tot,tot_egwws_bf_91,tot_egwws_91_95,tot_egwws_96_00,tot_egwws_01_05,tot_egwws_06_10,tot_egwws_11_15,tot_egwws_2016,tot_egwws_ns,tot_egwws_tot,tot_const_bf_91,tot_const_91_95,tot_const_96_00,tot_const_01_05,tot_const_06_10,tot_const_11_15,tot_const_2016,tot_const_ns,lga_name16
10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,15,11,0,0,3,3,4,0,3,24,0,0,0,0,0,0,0,0,0,107,13,15,24,40,35,3,5,247,12,0,0,0,0,0,0,0,16,60,3,3,8,14,17,0,5,Albury (C)
10130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,3,10,43,8,9,9,29,84,23,11,213,3,0,0,0,0,0,0,0,3,7,0,5,0,3,6,0,0,22,0,0,0,0,0,0,0,0,9,15,4,10,3,14,4,0,3,Armidale Regional (A)
10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,12,68,3,9,18,18,29,11,8,152,0,0,0,0,0,3,0,0,3,36,7,11,7,17,7,0,0,83,11,0,0,0,0,0,0,0,10,61,0,7,12,17,6,0,12,Ballina (A)
10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,7,4,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Balranald (A)
10470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,6,26,3,3,8,5,9,0,3,51,3,0,0,0,0,0,0,0,3,52,5,17,18,11,28,0,0,136,3,0,0,0,0,0,0,0,9,46,3,9,4,12,14,7,3,Bathurst Regional (A)
10550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,50,0,0,8,6,0,0,5,69,0,0,0,0,0,0,0,0,0,68,5,9,8,13,9,0,6,115,3,0,0,0,0,0,0,0,4,42,0,3,0,0,3,0,4,Bega Valley (A)
10600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,3,0,3,0,7,0,0,35,0,0,0,0,0,0,0,0,0,18,0,4,8,3,3,0,0,34,0,0,0,0,0,0,0,0,3,22,0,6,3,5,3,0,0,Bellingen (A)
10650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,10,6,3,12,0,3,46,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,Berrigan (A)
10750,0,0,5,3,0,3,0,3,3,0,0,16,3,0,0,3,3,3,0,0,9,3,0,3,4,3,5,0,0,24,0,0,0,3,5,3,0,0,8,3,7,3,3,9,0,0,4,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,5,3,3,3,0,4,3,0,0,12,14,0,7,6,4,3,0,0,33,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,3,13,3,3,0,0,3,0,0,3,22,56,22,31,25,38,31,0,16,222,74,16,12,18,25,22,3,3,175,29,4,3,10,7,8,0,0,52,2046,566,593,588,727,585,29,68,5198,303,64,88,117,80,33,3,12,711,1014,255,381,345,493,419,35,58,Blacktown (C)
10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,12,13,0,0,34,13,0,0,0,11,11,0,0,29,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bland (A)
