lga_code_2016,earners_persons,median_age_of_earners_years,income_aud,median_aud,mean_aud,p80_to_p20_ratio,p80_to_p50_ratio,p20_to_p50_ratio,p10_to_p50_ratio,gini_coefficient_no,income_share_top_1pc,income_share_top_5pc,income_share_top_10pc,lowest_quartile_pc,second_quartile_pc,third_quartile_pc,highest_quartile_pc,lga_name16
10050,27054.0,43.0,1371738639.0,42556.0,50704.0,4.3,1.74,0.41,0.18,0.439,7.8,19.6,29.9,25.2,27.6,27.9,19.4,Albury (C)
10130,14623.0,46.0,669716440.0,37366.0,45799.0,5.51,1.88,0.34,0.14,0.486,7.6,20.4,31.7,31.0,28.6,23.0,17.5,Armidale Regional (A)
10250,22240.0,49.0,1028657336.0,36520.0,46253.0,5.56,1.91,0.34,0.13,0.498,9.0,22.4,33.6,31.4,29.3,22.0,17.4,Ballina (A)
10300,1130.0,45.0,49504846.0,36377.0,43810.0,5.26,1.83,0.35,0.13,0.505,7.7,21.4,32.8,29.3,32.5,22.3,15.9,Balranald (A)
10470,20543.0,43.0,1083349529.0,44275.0,52736.0,4.59,1.83,0.4,0.18,0.436,5.9,17.6,28.3,24.6,25.9,25.5,24.0,Bathurst Regional (A)
10550,17726.0,51.0,747515491.0,34514.0,42171.0,5.4,1.85,0.34,0.13,0.48100000000000004,7.9,20.3,31.5,33.0,29.8,23.0,14.2,Bega Valley (A)
10600,6380.0,50.0,251595887.0,32008.0,39435.0,6.56,2.0,0.3,0.09,0.501,6.3,19.2,31.1,36.1,29.1,20.4,14.4,Bellingen (A)
10650,4490.0,49.0,185451340.0,34409.0,41303.0,5.94,1.91,0.32,0.1,0.494,6.6,19.4,30.9,33.8,28.8,22.3,15.1,Berrigan (A)
10750,157330.0,39.0,8176726046.0,47309.0,51972.0,3.73,1.64,0.44,0.22,0.382,4.5,14.9,25.0,21.0,25.8,31.6,21.6,Blacktown (C)
10800,3189.0,47.0,146359764.0,35746.0,45895.0,6.35,2.1,0.33,0.1,0.526,6.9,20.4,32.8,32.7,27.0,20.3,20.1,Bland (A)
10850,3636.0,46.0,183516373.0,41031.0,50472.0,5.09,1.93,0.38,0.13,0.48,7.3,19.3,30.5,27.8,26.6,23.6,22.0,Blayney (A)
10900,42468.0,47.0,2351707018.0,44920.0,55376.0,5.37,1.93,0.36,0.15,0.456,6.5,18.8,29.7,26.3,23.6,23.2,26.9,Blue Mountains (C)
10950,1507.0,44.0,72157870.0,38760.0,47882.0,6.33,2.01,0.32,0.09,0.516,6.9,19.5,31.3,30.2,25.4,22.8,21.5,Bogan (A)
11100,22563.0,40.0,1246451369.0,46981.0,55243.0,4.03,1.74,0.43,0.22,0.41600000000000004,5.9,17.6,28.1,21.6,26.0,28.3,24.1,Botany Bay (C)
11150,1339.0,42.0,59141276.0,41875.0,44168.0,4.9,1.75,0.36,0.12,0.473,4.4,15.7,26.7,27.8,25.4,28.3,18.5,Bourke (A)
11200,592.0,46.0,26856659.0,40123.0,45366.0,5.33,1.75,0.33,0.13,0.493,5.1,18.2,30.0,28.0,27.8,27.0,17.2,Brewarrina (A)
11250,8355.0,44.0,443730526.0,44581.0,53110.0,4.64,1.88,0.41,0.16,0.43,5.5,16.6,27.3,23.7,26.5,24.8,25.0,Broken Hill (C)
13910,9258.0,46.0,406604901.0,36829.0,43919.0,5.05,1.81,0.36,0.13,0.48700000000000004,7.1,20.5,31.8,30.8,30.3,23.3,15.5,Hilltops (A)
14000,83729.0,45.0,5545235314.0,49223.0,66228.0,5.8,2.02,0.35,0.15,0.495,8.4,22.2,33.9,24.9,21.4,21.5,32.1,Hornsby (A)
14100,7870.0,48.0,978425158.0,62842.0,124323.0,7.72,2.41,0.31,0.13,0.639,18.1,38.6,51.1,21.7,17.8,16.6,43.9,Hunters Hill (A)
14170,105302.0,39.0,7651975291.0,54430.0,72667.0,4.7,1.88,0.4,0.21,0.47700000000000004,9.1,23.1,34.3,19.9,21.4,24.3,34.4,Inner West (A)
14200,7822.0,45.0,302756297.0,34990.0,38706.0,5.59,1.71,0.31,0.08,0.503,7.1,19.3,30.7,32.9,31.0,24.3,11.7,Inverell (A)
14300,2620.0,45.0,125660569.0,40186.0,47962.0,4.95,1.82,0.37,0.11,0.47200000000000003,5.7,19.0,30.7,27.4,29.3,24.7,18.6,Junee (A)
14350,12272.0,49.0,477878546.0,33058.0,38941.0,5.89,1.85,0.31,0.09,0.48100000000000004,6.2,18.7,30.3,34.0,31.9,21.3,12.8,Kempsey (A)
14400,12062.0,49.0,673245104.0,41638.0,55815.0,5.95,2.08,0.35,0.15,0.489,7.9,21.2,32.7,28.2,25.0,20.7,26.1,Kiama (A)
14500,71749.0,48.0,7087834769.0,54301.0,98787.0,8.0,2.5,0.31,0.13,0.601,13.5,32.2,45.2,24.9,18.9,16.8,39.4,Ku-ring-gai (A)
14550,4173.0,50.0,144259259.0,28254.0,34570.0,8.82,1.97,0.22,0.02,0.56,7.6,21.6,34.1,41.8,28.2,19.5,10.5,Kyogle (A)
14600,3302.0,45.0,149445746.0,37539.0,45259.0,5.46,1.89,0.35,0.11,0.49700000000000005,6.1,19.9,31.5,29.9,28.4,24.2,17.5,Lachlan (A)
14650,102929.0,44.0,5718429268.0,44589.0,55557.0,5.04,1.89,0.38,0.15,0.46,7.2,19.6,30.8,25.4,24.8,24.6,25.2,Lake Macquarie (C)
14700,20622.0,43.0,2078679021.0,61796.0,100799.0,5.89,2.1,0.36,0.17,0.57,14.7,32.0,43.9,19.8,18.3,20.7,41.3,Lane Cove (A)
14750,5727.0,44.0,249691389.0,39788.0,43599.0,4.71,1.71,0.36,0.14,0.444,5.3,16.5,27.2,27.8,29.2,27.5,15.5,Leeton (A)
14850,21779.0,47.0,932699080.0,36839.0,42826.0,5.03,1.78,0.35,0.12,0.462,6.5,18.6,29.8,30.6,30.4,24.2,14.8,Lismore (C)
14870,9613.0,46.0,520680875.0,41938.0,54164.0,5.86,2.12,0.36,0.14,0.47100000000000003,5.3,17.5,29.7,27.1,25.8,21.3,25.9,Lithgow (C)
14900,88124.0,40.0,4529504573.0,45616.0,51399.0,3.79,1.67,0.44,0.23,0.39399999999999996,5.3,16.0,26.2,21.9,27.0,30.3,20.8,Liverpool (C)
14920,3925.0,48.0,160741514.0,34584.0,40953.0,6.49,1.89,0.29,0.06,0.574,8.5,21.8,34.4,33.6,28.7,22.1,15.6,Liverpool Plains (A)
14950,1670.0,48.0,79793327.0,40663.0,47780.0,4.62,1.8,0.39,0.14,0.46299999999999997,5.7,18.5,29.8,27.3,27.8,26.0,19.0,Lockhart (A)
15050,37621.0,41.0,2220200371.0,48013.0,59015.0,4.79,1.9,0.4,0.18,0.44,6.0,17.6,28.8,22.6,24.1,24.6,28.7,Maitland (C)
15240,40458.0,50.0,1672315535.0,33005.0,41335.0,6.48,1.92,0.3,0.08,0.5,8.2,21.3,32.9,34.9,30.2,20.7,14.2,Mid-Coast (A)
15270,11820.0,45.0,623740005.0,39077.0,52770.0,6.69,2.24,0.33,0.1,0.515,6.3,19.5,32.4,29.8,26.1,19.4,24.6,Mid-Western Regional (A)
15300,7003.0,42.0,386781368.0,44510.0,55231.0,4.25,1.72,0.41,0.17,0.54,11.7,26.3,36.9,23.9,26.4,28.5,21.2,Moree Plains (A)
15350,18636.0,47.0,2655016802.0,67397.0,142467.0,7.55,2.5,0.33,0.15,0.654,19.4,40.7,53.3,19.5,16.7,17.7,46.1,Mosman (A)
15520,5660.0,48.0,245787764.0,36233.0,43425.0,6.0,1.89,0.31,0.1,0.499,6.8,20.1,31.7,32.1,28.6,23.2,16.1,Murray River (A)
15560,2185.0,46.0,96097208.0,38282.0,43980.0,4.35,1.73,0.4,0.13,0.469,5.4,18.8,30.1,27.4,30.6,27.1,15.0,Murrumbidgee (A)
15650,8399.0,41.0,553897701.0,50688.0,65948.0,6.28,2.3,0.37,0.15,0.467,5.5,16.2,27.4,22.8,22.0,19.2,36.0,Muswellbrook (A)
15700,8221.0,51.0,310289153.0,30773.0,37743.0,6.93,1.9,0.27,0.08,0.509,7.9,20.9,32.8,38.9,29.1,20.0,12.0,Nambucca (A)
15750,7199.0,44.0,353379763.0,41500.0,49087.0,5.43,1.84,0.34,0.1,0.512,7.2,20.2,31.9,27.9,25.5,26.0,20.6,Narrabri (A)
15800,3037.0,47.0,130913646.0,38225.0,43106.0,4.74,1.76,0.37,0.13,0.469,6.0,18.1,29.0,28.7,30.7,25.3,15.3,Narrandera (A)
15850,3397.0,46.0,150507040.0,37305.0,44306.0,5.79,1.89,0.33,0.09,0.531,8.1,21.1,32.5,31.1,28.0,23.7,17.2,Narromine (A)
15900,82546.0,41.0,4889279793.0,47554.0,59231.0,4.79,1.84,0.38,0.17,0.45799999999999996,8.0,20.5,31.2,23.5,23.7,25.3,27.5,Newcastle (C)
15950,45135.0,39.0,4549604196.0,66254.0,100800.0,5.06,1.94,0.38,0.19,0.545,16.2,31.4,42.2,17.5,16.8,21.6,44.1,North Sydney (A)
15990,157709.0,44.0,11842962741.0,49217.0,75094.0,5.56,2.07,0.37,0.17,0.54,12.5,28.3,40.2,23.7,22.4,21.9,32.0,Northern Beaches (A)
16100,2760.0,47.0,125173694.0,39486.0,45353.0,5.33,1.83,0.34,0.1,0.462,5.6,17.2,28.2,29.2,26.0,26.2,18.6,Oberon (A)
16150,20826.0,42.0,1168400686.0,46404.0,56103.0,4.51,1.83,0.41,0.17,0.44,7.1,18.8,29.3,23.1,24.9,26.4,25.6,Orange (C)
16200,7365.0,44.0,347642381.0,38975.0,47202.0,5.49,2.0,0.36,0.12,0.479,5.7,17.8,29.4,29.0,27.6,22.3,21.1,Parkes (A)
16260,115132.0,39.0,6423941977.0,45877.0,55796.0,4.86,1.84,0.38,0.17,0.44799999999999995,6.6,18.7,29.8,25.1,23.8,25.4,25.7,Parramatta (C)
16350,99609.0,40.0,5387118492.0,48392.0,54083.0,3.66,1.64,0.45,0.23,0.39,5.6,16.1,26.0,20.1,25.6,31.2,23.2,Penrith (C)
11300,19774.0,38.0,1034198994.0,38728.0,52301.0,5.11,2.0,0.39,0.18,0.49200000000000005,9.1,22.7,34.2,29.3,27.1,22.4,21.3,Burwood (A)
11350,18280.0,46.0,774809616.0,29825.0,42386.0,5.93,2.09,0.35,0.13,0.541,10.9,25.6,37.6,38.3,29.2,18.1,14.4,Byron (A)
11400,7062.0,47.0,336914641.0,38826.0,47708.0,5.78,1.9,0.33,0.1,0.5,8.1,20.6,32.1,30.5,26.1,23.8,19.6,Cabonne (A)
11450,35064.0,40.0,2076736321.0,51406.0,59227.0,3.87,1.7,0.44,0.23,0.40299999999999997,6.0,17.0,27.1,19.3,23.6,28.5,28.6,Camden (A)
11500,75195.0,41.0,3779582536.0,45674.0,50264.0,3.61,1.63,0.45,0.23,0.37799999999999995,4.7,15.0,25.0,21.2,27.5,31.9,19.4,Campbelltown (C) (NSW)
11520,48670.0,41.0,3538488786.0,53713.0,72704.0,5.24,1.95,0.37,0.18,0.494,9.4,23.4,35.0,21.8,20.8,22.7,34.7,Canada Bay (A)
11570,154841.0,41.0,7404415835.0,40165.0,47819.0,4.36,1.8,0.41,0.2,0.43,6.0,17.7,28.6,27.1,28.4,26.2,18.3,Canterbury-Bankstown (A)
11600,1589.0,44.0,75420640.0,38621.0,47464.0,5.31,1.88,0.35,0.15,0.506,7.0,21.5,32.9,30.3,27.1,23.8,18.8,Carrathool (A)
11650,164703.0,45.0,8365270692.0,41433.0,50790.0,4.71,1.85,0.39,0.17,0.451,7.2,19.4,30.3,26.4,27.5,25.3,20.8,Central Coast (C) (NSW)
11700,743.0,47.0,36165627.0,39772.0,48675.0,5.4,1.97,0.36,0.17,0.486,5.4,19.2,30.6,28.6,27.6,22.3,21.5,Central Darling (A)
11720,24688.0,41.0,1378923929.0,43384.0,55854.0,4.9,2.01,0.41,0.19,0.456,6.5,18.2,30.0,24.4,27.2,22.8,25.7,Cessnock (C)
11730,23130.0,49.0,892856914.0,32312.0,38602.0,6.36,1.9,0.3,0.08,0.498,6.6,19.3,31.1,35.9,30.3,20.7,13.0,Clarence Valley (A)
11750,2403.0,40.0,149366924.0,53046.0,62159.0,5.57,1.93,0.35,0.15,0.44799999999999995,4.1,15.1,26.1,22.7,21.5,18.7,37.1,Cobar (A)
11800,36722.0,46.0,1648127622.0,36318.0,44881.0,5.24,1.86,0.36,0.14,0.47600000000000003,8.3,20.9,32.0,31.2,29.6,23.2,16.0,Coffs Harbour (C)
12000,2245.0,47.0,107840909.0,39290.0,48036.0,6.03,1.87,0.31,0.09,0.499,7.4,21.1,32.7,30.3,26.9,23.9,18.9,Coolamon (A)
12150,1900.0,45.0,85757078.0,37062.0,45135.0,6.19,1.87,0.3,0.08,0.574,10.4,25.0,36.5,31.6,28.4,23.3,16.7,Coonamble (A)
12350,6165.0,47.0,249679320.0,34415.0,40499.0,5.46,1.81,0.33,0.11,0.49,7.8,20.2,31.5,33.1,31.9,22.3,12.7,Cowra (A)
12380,96552.0,37.0,4460190820.0,39860.0,46195.0,4.36,1.76,0.4,0.2,0.42100000000000004,5.5,16.8,27.5,27.7,28.4,26.7,17.2,Cumberland (A)
12700,4642.0,48.0,223890802.0,37177.0,48232.0,6.52,2.14,0.33,0.1,0.49700000000000005,6.4,19.3,31.3,30.6,27.2,20.5,21.7,Dungog (A)
12730,5085.0,47.0,220627294.0,37573.0,43388.0,5.62,1.85,0.33,0.12,0.505,6.4,19.0,30.4,30.9,28.0,24.4,16.7,Edward River (A)
12750,18262.0,52.0,736670224.0,32773.0,40339.0,5.37,1.86,0.35,0.12,0.48100000000000004,7.8,20.6,32.0,34.2,32.3,20.8,12.8,Eurobodalla (A)
12850,83254.0,41.0,3733903143.0,39932.0,44850.0,4.01,1.69,0.42,0.21,0.401,5.0,15.9,26.2,26.6,29.9,28.5,15.0,Fairfield (C)
12870,6903.0,48.0,314211292.0,37650.0,45518.0,5.4,1.85,0.34,0.12,0.469,7.0,19.8,30.6,30.9,26.9,25.7,16.5,Federation (A)
12900,4618.0,46.0,205997624.0,37997.0,44608.0,5.33,1.84,0.34,0.11,0.496,6.6,19.5,31.1,30.0,28.7,24.0,17.3,Forbes (A)
12930,79930.0,42.0,4505999596.0,43576.0,56374.0,4.9,1.9,0.39,0.17,0.473,8.2,21.5,32.7,25.9,25.3,24.5,24.3,Georges River (A)
12950,2075.0,47.0,81362067.0,33858.0,39211.0,6.75,1.94,0.29,0.06,0.531,6.4,18.9,30.8,34.8,27.7,22.8,14.7,Gilgandra (A)
13010,4235.0,49.0,146493181.0,29633.0,34591.0,7.58,1.88,0.25,0.03,0.565,6.9,20.7,33.1,39.0,30.5,19.8,10.7,Glen Innes Severn (A)
13310,14575.0,45.0,721111179.0,42439.0,49476.0,4.42,1.8,0.41,0.18,0.431,6.0,17.1,27.6,25.1,27.7,26.3,21.0,Goulburn Mulwaree (A)
13340,5612.0,48.0,250445483.0,37887.0,44627.0,5.41,1.87,0.35,0.11,0.48700000000000004,6.8,19.0,30.3,30.2,28.4,23.8,17.6,Greater Hume Shire (A)
13450,14129.0,42.0,660961473.0,40120.0,46780.0,4.48,1.71,0.38,0.16,0.457,8.2,20.1,30.5,27.4,28.9,27.3,16.3,Griffith (C)
13510,5704.0,47.0,256519933.0,38096.0,44972.0,5.58,1.85,0.33,0.11,0.486,6.4,19.3,30.8,30.1,29.1,23.4,17.4,Gundagai (A)
13550,6133.0,44.0,298857047.0,38940.0,48729.0,6.1,2.04,0.33,0.1,0.523,6.6,19.9,32.2,29.6,26.9,21.8,21.7,Gunnedah (A)
13660,2435.0,47.0,82266910.0,31292.0,33785.0,14.54,1.92,0.13,-0.09,0.748,10.7,26.0,39.4,39.4,26.7,21.0,12.9,Gwydir (A)
13800,35592.0,43.0,1919678883.0,45415.0,53936.0,4.11,1.76,0.43,0.21,0.424,6.7,18.2,28.5,22.5,26.8,27.2,23.5,Hawkesbury (C)
13850,1696.0,47.0,71738275.0,37351.0,42299.0,5.38,1.84,0.34,0.16,0.508,6.2,18.3,29.8,30.7,28.9,24.4,16.0,Hay (A)
16380,37837.0,48.0,1683602692.0,35631.0,44496.0,5.9,1.91,0.32,0.1,0.489,8.0,20.9,32.3,32.5,29.1,21.9,16.5,Port Macquarie-Hastings (A)
16400,34591.0,45.0,1767394394.0,40862.0,51094.0,5.32,1.91,0.36,0.14,0.467,7.6,20.0,31.1,28.1,26.3,23.9,21.7,Port Stephens (A)
16490,32072.0,43.0,2065716113.0,56524.0,64409.0,3.74,1.66,0.44,0.22,0.40299999999999997,5.8,17.0,27.2,17.3,21.2,28.3,33.2,Queanbeyan-Palerang Regional (A)
16550,78676.0,39.0,5718038935.0,52474.0,72678.0,5.08,1.91,0.38,0.18,0.508,11.0,25.7,37.0,22.0,21.4,23.3,33.3,Randwick (C)
16610,10027.0,46.0,390048742.0,35538.0,38900.0,5.05,1.67,0.33,0.11,0.46,5.8,17.5,28.6,32.1,31.5,25.2,11.3,Richmond Valley (A)
16650,56904.0,40.0,2980804930.0,43868.0,52383.0,4.3,1.79,0.42,0.21,0.429,6.0,17.9,28.7,24.3,26.8,26.7,22.3,Rockdale (C)
16700,62630.0,41.0,3839250799.0,47778.0,61301.0,5.22,1.92,0.37,0.16,0.474,7.4,20.8,32.2,24.9,22.3,23.8,29.0,Ryde (C)
16900,32914.0,42.0,1729712219.0,43825.0,52552.0,4.62,1.88,0.41,0.18,0.42700000000000005,5.1,16.5,27.4,24.3,26.7,24.9,24.1,Shellharbour (C)
16950,45696.0,48.0,2020929815.0,35768.0,44226.0,5.38,1.91,0.36,0.14,0.469,6.8,19.4,30.7,31.4,29.9,22.2,16.6,Shoalhaven (C)
17000,12764.0,42.0,921832078.0,53475.0,72221.0,6.32,2.29,0.36,0.16,0.48100000000000004,7.5,19.2,30.1,22.3,21.4,17.9,38.4,Singleton (A)
17040,11032.0,46.0,510604122.0,38847.0,46284.0,4.87,1.82,0.37,0.16,0.45899999999999996,6.6,19.0,30.0,29.1,28.6,24.9,17.5,Snowy Monaro Regional (A)
17080,7509.0,47.0,348704848.0,40216.0,46438.0,5.07,1.83,0.36,0.13,0.451,5.3,16.9,28.1,28.6,26.7,25.6,19.1,Snowy Valleys (A)
17420,89046.0,44.0,6156731513.0,50854.0,69141.0,5.38,1.98,0.37,0.16,0.495,9.4,23.2,34.6,23.2,21.7,21.8,33.3,The Hills Shire (A)
17550,43181.0,47.0,1945547691.0,36376.0,45056.0,5.24,1.87,0.36,0.14,0.474,7.3,20.4,31.7,31.1,29.6,22.9,16.4,Tweed (A)
17620,7677.0,44.0,485409831.0,42432.0,63229.0,5.94,2.11,0.35,0.12,0.56,17.4,28.3,39.5,27.2,25.4,22.0,25.4,Upper Hunter Shire (A)
17640,4243.0,49.0,182250643.0,34154.0,42953.0,6.46,1.95,0.3,0.06,0.54,10.6,23.2,34.6,34.0,28.4,21.6,16.1,Upper Lachlan Shire (A)
17650,3301.0,48.0,131386200.0,34549.0,39802.0,5.85,1.85,0.32,0.07,0.506,6.0,18.7,30.5,33.2,29.7,23.1,14.1,Uralla (A)
17750,33098.0,42.0,1741514920.0,44218.0,52617.0,4.23,1.74,0.41,0.18,0.439,7.9,19.5,29.7,23.7,26.8,28.0,21.5,Wagga Wagga (C)
17850,1767.0,50.0,64580805.0,31956.0,36548.0,7.55,1.88,0.25,0.02,0.613,8.0,22.7,35.4,38.4,28.4,20.8,12.4,Walcha (A)
17900,2713.0,43.0,133460321.0,36584.0,49193.0,5.54,1.87,0.34,0.12,0.574,12.2,28.7,39.9,32.2,27.4,23.8,16.6,Walgett (A)
17950,1451.0,46.0,77732280.0,40605.0,53572.0,4.83,1.81,0.38,0.15,0.539,13.2,27.5,38.0,26.6,27.6,26.5,19.2,Warren (A)
18020,4399.0,49.0,159853898.0,30485.0,36339.0,8.0,1.97,0.25,0.03,0.578,7.3,21.0,33.8,38.5,28.3,20.2,13.0,Warrumbungle Shire (A)
18050,44897.0,37.0,3873789232.0,54021.0,86282.0,5.62,2.05,0.36,0.18,0.563,14.9,31.7,43.2,22.2,20.4,21.6,35.8,Waverley (A)
18100,1867.0,50.0,77193955.0,35105.0,41347.0,6.74,1.93,0.29,0.07,0.518,6.6,19.6,31.4,34.2,28.1,21.4,16.3,Weddin (A)
18200,3153.0,48.0,134049556.0,35582.0,42515.0,6.71,1.92,0.29,0.08,0.512,6.6,20.2,31.8,33.8,27.3,22.8,16.1,Wentworth (A)
18230,25538.0,43.0,1253637329.0,42477.0,49089.0,4.45,1.77,0.4,0.16,0.441,6.1,17.7,28.4,25.5,27.7,26.6,20.2,Western Plains Regional (A)
18250,43342.0,42.0,3916371766.0,54904.0,90360.0,6.7,2.22,0.33,0.15,0.574,13.4,30.7,43.1,23.5,19.2,19.4,37.8,Willoughby (C)
18350,25553.0,49.0,1397462890.0,38798.0,54689.0,5.67,2.02,0.36,0.14,0.526,12.0,26.2,37.4,29.9,26.6,21.7,21.8,Wingecarribee (A)
18400,25012.0,43.0,1428012457.0,47406.0,57093.0,4.18,1.81,0.43,0.21,0.428,6.3,18.0,28.7,21.2,25.9,26.3,26.5,Wollondilly (A)
18450,100192.0,43.0,5644028621.0,44856.0,56332.0,5.22,1.93,0.37,0.16,0.46,7.0,19.3,30.4,25.5,24.4,23.3,26.7,Wollongong (C)
