lga_code_2016,earners_persons,median_age_of_earners_years,income_aud,median_aud,mean_aud,p80_to_p20_ratio,p80_to_p50_ratio,p20_to_p50_ratio,p10_to_p50_ratio,gini_coefficient_no,income_share_top_1pc,income_share_top_5pc,income_share_top_10pc,lowest_quartile_pc,second_quartile_pc,third_quartile_pc,highest_quartile_pc,lga_name16
18500,36206.0,43.0,5056019588.0,66260.0,139646.0,6.72,2.37,0.35,0.17,0.6579999999999999,22.4,42.6,54.3,18.6,17.4,18.8,45.2,Woollahra (A)
18710,9091.0,46.0,552711053.0,50778.0,60798.0,4.57,1.78,0.39,0.16,0.457,7.1,19.4,30.1,21.8,22.7,24.9,30.5,Yass Valley (A)
19399,456.0,47.0,19973348.0,33924.0,43801.0,4.66,2.01,0.43,0.2,0.501,,20.4,33.0,30.2,33.8,20.1,15.9,Unincorporated NSW
20110,6829.0,50.0,272805764.0,33533.0,39948.0,5.79,1.86,0.32,0.12,0.47700000000000004,6.0,18.7,30.3,34.7,29.2,22.8,13.3,Alpine (S)
20260,5954.0,47.0,254590596.0,37391.0,42760.0,5.33,1.77,0.33,0.11,0.466,6.3,18.7,29.7,31.2,28.7,25.8,14.3,Ararat (RC)
20570,50627.0,42.0,2540174432.0,41752.0,50174.0,4.47,1.77,0.4,0.17,0.444,7.8,19.8,30.2,26.1,27.6,27.1,19.3,Ballarat (C)
20660,69051.0,43.0,4164636349.0,47550.0,60312.0,4.86,1.85,0.38,0.17,0.466,8.2,21.2,32.1,23.9,23.3,24.7,28.0,Banyule (C)
20740,15520.0,48.0,633950466.0,32944.0,40847.0,5.39,1.87,0.35,0.13,0.488,7.1,20.9,32.4,34.5,30.9,21.3,13.3,Bass Coast (S)
20830,24544.0,45.0,1153570526.0,38514.0,47000.0,5.25,1.89,0.36,0.14,0.47100000000000003,6.3,19.3,30.6,29.4,28.0,23.7,18.8,Baw Baw (S)
20910,58202.0,48.0,5263094612.0,53880.0,90428.0,6.75,2.3,0.34,0.15,0.574,13.0,30.6,43.0,23.4,20.0,19.0,37.6,Bayside (C)
21010,7480.0,49.0,315150251.0,36536.0,42132.0,5.67,1.83,0.32,0.11,0.47100000000000003,5.9,18.2,29.3,32.1,28.4,24.5,15.0,Benalla (RC)
21110,102944.0,45.0,9154556091.0,53693.0,88928.0,6.67,2.22,0.33,0.15,0.575,13.3,30.9,43.3,23.9,19.4,19.6,37.1,Boroondara (C)
21180,91177.0,39.0,4198106300.0,41045.0,46043.0,4.08,1.68,0.41,0.2,0.405,5.1,16.1,26.5,26.2,28.8,29.0,16.0,Brimbank (C)
21270,3590.0,50.0,162439392.0,35261.0,45248.0,6.7,2.01,0.3,0.11,0.502,6.7,20.7,32.6,33.5,26.6,22.1,17.8,Buloke (S)
21370,19907.0,46.0,841213233.0,36792.0,42257.0,5.29,1.8,0.34,0.11,0.465,6.0,18.1,29.2,31.5,28.8,25.0,14.7,Campaspe (S)
21450,44346.0,41.0,2247572652.0,43599.0,50683.0,3.98,1.72,0.43,0.21,0.42,6.7,17.9,28.2,23.5,28.0,28.6,19.9,Cardinia (S)
21610,140427.0,40.0,7006824808.0,44037.0,49897.0,3.7,1.65,0.45,0.23,0.4,6.0,17.0,27.1,22.5,28.5,30.5,18.5,Casey (C)
21670,5659.0,48.0,217062728.0,33898.0,38357.0,4.96,1.72,0.35,0.12,0.45,6.0,17.9,28.8,33.1,31.9,24.6,10.4,Central Goldfields (S)
21750,12034.0,46.0,490948263.0,35636.0,40797.0,5.63,1.81,0.32,0.1,0.47700000000000004,6.1,18.2,29.3,32.8,28.4,25.3,13.5,Colac-Otway (S)
21830,9138.0,47.0,341165351.0,32413.0,37335.0,6.74,1.91,0.28,0.06,0.552,6.4,19.7,31.7,36.2,28.2,22.6,13.0,Corangamite (S)
21890,74143.0,39.0,4054507800.0,44838.0,54685.0,4.42,1.8,0.41,0.2,0.439,6.8,19.1,29.9,24.2,25.7,26.5,23.6,Darebin (C)
22110,22423.0,49.0,934201835.0,34232.0,41663.0,5.44,1.84,0.34,0.12,0.48200000000000004,7.0,20.3,31.6,33.3,30.2,22.6,13.9,East Gippsland (S)
22170,70048.0,42.0,3461673089.0,43217.0,49419.0,3.98,1.7,0.43,0.21,0.409,5.5,16.8,27.2,23.9,28.1,29.0,19.0,Frankston (C)
22250,5588.0,49.0,219503486.0,34224.0,39281.0,6.02,1.81,0.3,0.09,0.503,6.3,19.7,31.1,33.4,30.9,23.2,12.5,Gannawarra (S)
22830,33563.0,43.0,1495851172.0,38217.0,44568.0,4.66,1.75,0.38,0.16,0.447,7.0,18.7,29.3,29.5,28.9,26.5,15.1,Greater Shepparton (C)
22910,7746.0,49.0,341859848.0,35332.0,44134.0,5.23,1.86,0.36,0.12,0.495,9.1,22.0,33.1,33.2,28.2,23.3,15.3,Hepburn (S)
22980,3139.0,49.0,134930093.0,36161.0,42985.0,6.65,1.9,0.29,0.08,0.49700000000000005,6.0,19.5,31.2,33.0,27.9,22.6,16.5,Hindmarsh (S)
23110,46703.0,41.0,2782959033.0,48966.0,59588.0,4.38,1.78,0.41,0.2,0.43799999999999994,6.8,19.1,30.0,21.9,23.5,27.1,27.5,Hobsons Bay (C)
23190,11348.0,45.0,535232171.0,40065.0,47165.0,4.66,1.76,0.38,0.14,0.451,6.5,19.0,29.9,27.3,28.8,26.4,17.5,Horsham (RC)
23270,85019.0,40.0,4140354987.0,42871.0,48699.0,3.9,1.69,0.43,0.22,0.402,5.3,16.4,26.7,24.1,28.3,29.4,18.2,Hume (C)
23350,8983.0,48.0,414900752.0,40159.0,46187.0,5.34,1.8,0.34,0.12,0.455,5.9,17.6,28.5,29.4,25.3,26.8,18.5,Indigo (S)
23430,83971.0,43.0,4644517115.0,45681.0,55311.0,4.48,1.8,0.4,0.19,0.441,6.7,18.9,29.8,23.9,25.2,26.6,24.4,Kingston (C) (Vic.)
23670,88694.0,43.0,4610573917.0,44268.0,51983.0,4.29,1.77,0.41,0.19,0.424,5.8,17.5,28.2,23.9,26.7,27.4,22.0,Knox (C)
23810,36302.0,44.0,1974555821.0,42920.0,54392.0,5.3,1.96,0.37,0.15,0.46399999999999997,5.9,18.9,30.7,26.4,25.6,23.3,24.7,Latrobe (C) (Vic.)
23940,3786.0,50.0,149311375.0,33427.0,39438.0,6.94,1.86,0.27,0.06,0.515,7.0,20.4,32.2,35.4,29.1,22.4,13.1,Loddon (S)
