LGA_MAIN11,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU_15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU_15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot,LGA_NAME11
55950,0,3,14,14,24,30,20,17,0,122,0,6,4,5,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,49,0,6,0,0,0,0,0,0,0,6,0,5,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,7,10,6,0,0,0,32,3,0,0,0,0,0,0,0,0,3,52,28,27,26,41,36,20,17,0,247,0,0,12,31,25,26,20,6,0,120,0,9,8,3,3,0,0,0,0,23,0,0,4,0,3,0,3,0,0,10,39,0,0,0,0,0,0,0,0,39,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Mukinbudin (S)
56020,0,3,19,20,25,14,14,10,0,105,0,3,6,0,3,5,0,0,0,17,0,0,0,0,3,3,0,3,0,9,83,0,0,0,0,0,0,0,0,83,0,4,0,0,0,0,0,0,0,4,0,6,3,5,9,0,0,0,0,23,0,4,5,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,9,0,3,6,10,4,6,13,3,0,45,5,3,0,5,3,3,0,0,0,19,88,26,39,40,50,38,30,16,0,327,0,0,21,25,19,15,16,3,0,99,0,0,5,5,8,4,0,0,0,22,0,3,3,6,4,3,0,3,0,22,56,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Mullewa (S)
56090,0,11,429,1325,1746,1650,1079,470,89,6799,0,94,262,335,303,169,68,9,0,1240,0,0,18,65,89,65,16,10,4,267,3395,0,0,0,0,0,0,0,0,3395,0,892,0,0,0,0,0,0,0,892,0,961,291,94,41,27,6,0,0,1420,0,79,24,29,31,25,23,20,10,241,0,65,30,28,16,8,5,0,0,152,0,77,46,30,51,28,10,15,3,260,0,55,98,153,194,233,150,101,37,1021,42,90,42,25,38,33,14,9,0,293,3437,2324,1240,2084,2509,2238,1371,634,143,15980,0,46,644,1618,1931,1680,883,311,33,7146,0,143,338,363,315,155,45,4,0,1363,0,29,111,301,371,132,54,37,26,1061,3144,0,0,0,0,0,0,0,0,3144,0,998,0,0,0,0,0,0,0,998,0,596,144,46,30,17,5,0,0,838,0,60,22,10,15,49,48,44,35,283,0,46,12,7,12,8,4,0,3,92,Mundaring (S)
56160,0,0,3,4,5,4,0,0,0,16,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,3,3,0,0,0,0,3,0,0,9,15,3,6,10,5,11,3,0,0,53,0,0,3,4,5,4,5,0,0,21,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Murchison (S)
56230,0,9,207,439,516,589,525,292,45,2622,0,55,138,117,110,56,33,10,3,522,0,0,9,26,31,14,12,3,0,95,1301,0,0,0,0,0,0,0,0,1301,0,221,0,0,0,0,0,0,0,221,0,305,96,36,20,8,0,0,0,465,0,31,18,11,21,8,9,12,0,110,0,30,7,6,6,5,0,3,0,57,0,24,8,12,17,25,14,12,0,112,0,21,61,86,133,164,143,79,21,708,28,36,23,14,17,27,20,8,5,178,1329,732,567,747,871,896,756,419,74,6391,0,27,317,519,596,624,479,190,17,2769,0,94,152,130,118,65,18,10,0,587,0,31,76,144,98,31,17,12,6,415,1290,0,0,0,0,0,0,0,0,1290,0,246,0,0,0,0,0,0,0,246,0,184,36,12,12,7,0,0,0,251,0,12,7,0,7,15,11,7,14,73,0,10,7,5,4,0,0,0,0,26,Murray (S)
56370,0,0,16,33,46,39,29,18,8,189,0,0,9,3,3,0,4,0,0,19,0,0,0,0,3,0,0,0,0,3,66,0,0,0,0,0,0,0,0,66,0,3,0,0,0,0,0,0,0,3,0,15,5,5,0,3,0,0,0,28,0,0,0,0,3,3,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,9,9,8,10,6,3,3,0,48,3,3,0,0,3,0,3,3,0,15,69,33,39,49,68,54,39,24,8,383,0,4,20,39,49,32,25,20,0,189,0,8,4,6,3,3,0,0,0,24,0,0,8,4,3,0,0,0,0,15,71,0,0,0,0,0,0,0,0,71,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,Narembeen (S)
56450,0,0,15,40,43,39,31,10,0,178,0,7,8,0,7,3,0,0,0,25,0,0,0,0,0,3,4,3,0,10,76,0,0,0,0,0,0,0,0,76,0,14,0,0,0,0,0,0,0,14,0,18,3,6,3,0,0,0,0,30,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,0,0,4,7,3,13,5,0,0,32,0,6,0,0,0,3,0,0,0,9,76,45,30,53,62,67,40,13,0,386,0,0,20,43,55,34,26,3,0,181,0,4,9,5,3,3,0,0,0,24,0,0,4,0,3,0,0,0,0,7,85,0,0,0,0,0,0,0,0,85,0,13,0,0,0,0,0,0,0,13,0,12,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Narrogin (S)
56930,0,0,9,31,86,67,50,35,13,291,0,3,6,4,6,3,0,0,0,22,0,0,0,0,3,3,0,0,0,6,117,0,0,0,0,0,0,0,0,117,0,81,0,0,0,0,0,0,0,81,0,18,4,5,0,0,0,0,0,27,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,0,0,0,0,16,0,3,4,7,6,8,4,3,4,39,0,4,4,0,0,3,0,0,0,11,117,115,37,47,104,84,54,38,17,613,0,0,15,59,92,74,38,21,7,306,0,4,8,3,5,5,0,0,0,25,0,0,0,4,15,6,3,4,0,32,140,0,0,0,0,0,0,0,0,140,0,68,0,0,0,0,0,0,0,68,0,13,7,0,0,0,0,0,0,20,0,9,0,0,0,0,3,3,0,15,0,4,0,0,0,0,0,0,0,4,Peppermint Grove (S)
57000,0,0,9,21,27,27,11,8,0,103,0,0,16,10,4,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,61,0,3,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,7,0,0,6,3,8,6,6,0,0,29,0,3,3,0,3,3,3,0,0,15,61,16,37,37,45,39,20,8,0,263,0,0,17,20,35,21,3,5,0,101,0,7,14,9,0,3,0,0,0,33,0,3,0,0,0,3,3,0,3,12,55,0,0,0,0,0,0,0,0,55,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perenjori (S)
57080,0,14,535,366,299,362,223,79,19,1897,0,130,541,131,91,62,22,7,0,984,0,0,4,14,19,19,4,0,0,60,341,0,0,0,0,0,0,0,0,341,0,89,0,0,0,0,0,0,0,89,0,58,31,9,6,3,0,0,0,107,0,84,80,3,0,3,3,3,0,176,0,44,48,3,0,0,0,0,0,95,0,305,486,74,34,28,11,4,0,942,0,133,539,377,302,275,128,54,19,1827,13,36,53,31,16,14,13,0,0,176,354,893,2317,1008,767,766,404,147,38,6694,0,69,630,304,324,352,185,50,4,1918,0,197,530,96,79,44,10,3,0,959,0,3,16,45,48,29,8,3,3,155,287,0,0,0,0,0,0,0,0,287,0,85,0,0,0,0,0,0,0,85,0,52,44,11,0,0,0,0,0,107,0,117,57,8,5,9,4,3,3,206,0,35,44,3,3,0,0,0,0,85,Perth (C)
57140,0,0,10,38,35,55,41,24,3,206,0,8,13,7,12,3,4,0,0,47,0,0,0,3,3,3,0,3,0,12,127,0,0,0,0,0,0,0,0,127,0,4,0,0,0,0,0,0,0,4,0,18,8,4,0,0,0,0,0,30,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,3,0,9,0,0,3,0,3,3,3,0,0,12,0,3,0,6,15,13,14,8,6,65,3,3,9,3,11,3,0,0,0,32,130,39,43,61,79,83,65,38,9,547,0,3,19,41,41,52,46,17,0,219,0,10,20,10,9,5,0,0,0,54,0,3,9,10,8,3,5,0,3,41,101,0,0,0,0,0,0,0,0,101,0,7,0,0,0,0,0,0,0,7,0,9,0,0,4,0,0,0,0,13,0,0,0,0,0,0,6,0,0,6,0,3,0,0,0,0,0,0,0,3,Pingelly (S)
57210,0,8,65,146,201,232,175,58,20,905,0,17,46,45,31,33,7,0,0,179,0,0,4,7,16,6,0,0,0,33,460,0,0,0,0,0,0,0,0,460,0,81,0,0,0,0,0,0,0,81,0,79,26,9,10,4,3,0,0,131,0,17,0,3,0,6,7,3,0,36,0,11,3,6,7,0,4,0,0,31,0,14,5,3,11,3,0,0,0,36,0,14,9,31,60,41,32,24,4,215,8,15,8,10,11,13,9,4,0,78,468,256,166,260,347,338,237,89,24,2185,0,16,98,172,229,215,138,44,7,919,0,29,58,47,33,25,7,0,0,199,0,12,30,49,37,11,7,9,3,158,425,0,0,0,0,0,0,0,0,425,0,65,0,0,0,0,0,0,0,65,0,49,13,3,3,0,0,0,0,68,0,10,3,6,3,4,3,4,7,40,0,5,0,0,3,0,0,0,0,8,Plantagenet (S)
57280,0,12,357,514,400,239,52,6,3,1583,0,129,290,190,122,56,3,0,0,790,0,3,9,18,22,14,5,0,0,71,1275,0,0,0,0,0,0,0,0,1275,0,129,0,0,0,0,0,0,0,129,0,241,63,21,11,3,0,0,0,339,0,76,43,31,24,11,11,0,0,196,0,38,53,16,19,11,0,0,0,137,0,67,85,66,40,40,9,0,0,307,0,37,117,108,125,89,40,11,3,530,34,49,65,61,50,20,4,3,0,286,1309,781,1082,1025,813,483,124,20,6,5643,0,52,485,480,373,184,20,3,0,1597,0,210,294,169,109,36,3,0,0,821,0,27,59,76,59,22,14,4,0,261,1176,0,0,0,0,0,0,0,0,1176,0,104,0,0,0,0,0,0,0,104,0,143,43,8,0,3,0,0,0,197,0,49,32,13,22,16,13,4,3,152,0,48,19,5,5,3,3,0,0,83,Port Hedland (T)
57630,0,0,0,3,7,4,4,0,0,18,0,3,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,3,3,7,10,10,0,0,40,0,0,0,3,7,4,4,0,0,18,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandstone (S)
57700,0,21,342,804,813,691,428,135,19,3253,0,81,214,192,149,76,18,3,3,736,0,6,6,20,33,20,3,3,3,94,2082,0,0,0,0,0,0,0,0,2082,0,350,0,0,0,0,0,0,0,350,0,509,106,48,20,9,3,0,0,695,0,40,20,20,12,12,13,9,5,131,0,28,26,15,7,4,3,0,0,83,0,22,51,8,15,15,9,0,0,120,0,28,76,66,71,76,46,34,9,406,18,37,26,16,22,19,5,3,0,146,2100,1122,867,1189,1142,922,528,187,39,8096,0,58,506,939,872,667,330,94,8,3474,0,156,231,208,143,57,6,3,0,804,0,31,99,160,101,39,18,13,4,465,1943,0,0,0,0,0,0,0,0,1943,0,412,0,0,0,0,0,0,0,412,0,318,78,15,9,3,3,5,0,431,0,38,10,0,15,28,24,17,15,147,0,37,8,7,6,4,0,3,0,65,Serpentine-Jarrahdale (S)
57770,0,0,12,22,15,40,30,11,4,134,0,7,15,15,11,8,0,0,0,56,0,0,0,0,4,0,0,0,0,4,69,0,0,0,0,0,0,0,0,69,0,3,0,0,0,0,0,0,0,3,0,7,3,3,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,3,3,0,0,12,0,0,6,10,20,16,13,14,0,79,3,0,3,3,0,3,3,3,3,21,72,17,42,59,50,73,49,28,7,397,0,0,23,26,20,39,20,7,0,135,0,10,17,7,13,8,3,0,0,58,0,0,4,12,0,0,0,0,0,16,56,0,0,0,0,0,0,0,0,56,0,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Shark Bay (S)
57840,0,40,850,1389,1411,1443,768,382,115,6398,0,163,627,273,190,171,56,3,0,1483,0,5,7,31,85,56,15,10,9,218,2680,0,0,0,0,0,0,0,0,2680,0,931,0,0,0,0,0,0,0,931,0,451,290,76,58,27,3,0,0,905,0,370,140,26,24,12,7,10,9,598,0,153,101,13,5,5,4,0,0,281,0,567,515,110,61,59,24,12,3,1351,0,192,446,363,375,393,222,112,84,2187,43,88,84,39,33,31,18,8,0,344,2723,2960,3060,2320,2242,2197,1117,537,220,17376,0,90,1114,1558,1565,1330,604,289,58,6608,0,287,621,245,204,137,40,3,0,1537,0,26,115,261,349,163,52,58,45,1069,2639,0,0,0,0,0,0,0,0,2639,0,856,0,0,0,0,0,0,0,856,0,336,183,38,28,27,9,0,0,621,0,346,138,20,29,31,50,29,20,663,0,138,48,11,5,8,0,0,3,213,South Perth (C)
58760,0,215,4241,7479,6359,4391,2754,1269,230,26938,0,758,2227,1374,756,345,86,23,3,5572,0,24,86,263,354,163,49,31,11,981,18047,0,0,0,0,0,0,0,0,18047,0,3690,0,0,0,0,0,0,0,3690,0,3698,1223,426,143,40,5,0,0,5535,0,563,391,158,124,98,70,53,20,1477,0,291,243,126,74,48,14,3,0,799,0,376,512,235,151,108,66,22,7,1477,0,265,852,812,715,589,407,244,109,3993,201,315,248,141,89,56,50,20,3,1123,18248,10195,10023,11014,8765,5838,3501,1665,383,69632,0,563,5816,8338,6168,4142,2317,852,105,28301,0,1290,2290,1336,723,276,79,15,3,6012,0,340,1058,1594,1371,519,199,115,50,5246,17171,0,0,0,0,0,0,0,0,17171,0,3873,0,0,0,0,0,0,0,3873,0,2490,723,178,107,39,12,0,0,3549,0,470,237,98,160,246,176,173,86,1646,0,251,113,42,40,23,14,5,3,491,Wanneroo (C)
58820,0,0,45,120,154,150,114,58,3,644,0,15,39,29,23,17,4,3,3,133,0,3,3,6,16,3,0,0,0,31,357,0,0,0,0,0,0,0,0,357,0,45,0,0,0,0,0,0,0,45,0,86,21,4,13,0,0,0,0,124,0,11,0,0,0,3,4,0,0,18,0,5,3,0,0,0,0,0,0,8,0,6,5,5,0,6,3,0,0,25,0,15,20,29,43,46,20,8,4,185,5,13,5,7,6,7,4,0,0,47,362,199,141,200,255,232,149,69,10,1617,0,6,74,148,158,172,92,31,3,684,0,32,38,26,27,13,6,0,3,145,0,3,27,40,28,5,3,3,3,112,348,0,0,0,0,0,0,0,0,348,0,63,0,0,0,0,0,0,0,63,0,54,11,5,0,0,0,0,0,70,0,3,0,0,6,5,4,5,0,23,0,3,3,0,0,0,0,0,0,6,Waroona (S)
58890,0,0,17,34,49,42,39,20,6,207,0,3,5,11,4,5,0,0,0,28,0,0,0,3,3,0,0,0,0,6,87,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,4,9,12,14,11,3,5,4,62,3,3,0,0,0,3,0,0,0,9,93,18,35,60,73,67,42,25,10,423,0,0,25,46,46,48,24,17,0,206,0,5,10,9,5,3,0,0,0,32,0,0,3,4,3,0,3,0,0,13,92,0,0,0,0,0,0,0,0,92,0,9,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Arthur (S)
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,155,283,193,121,131,72,10,4,1085,116,155,283,193,121,131,72,10,4,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60210,0,3,42,137,210,317,273,100,24,1106,0,20,58,51,65,60,15,4,0,273,0,0,3,5,30,7,7,3,0,55,494,0,0,0,0,0,0,0,0,494,0,81,0,0,0,0,0,0,0,81,0,64,27,17,19,3,0,0,0,130,0,6,3,0,6,7,3,3,0,28,0,3,0,3,3,3,0,0,3,15,0,16,3,8,11,19,8,3,0,68,0,11,43,38,102,127,91,47,23,482,11,14,12,15,18,30,23,5,3,131,505,218,191,274,464,573,420,165,53,2863,0,3,80,186,243,318,226,69,6,1131,0,37,63,61,66,37,10,0,0,274,0,14,34,63,48,11,7,14,5,196,459,0,0,0,0,0,0,0,0,459,0,77,0,0,0,0,0,0,0,77,0,29,17,4,4,7,0,0,0,61,0,8,0,3,5,10,6,5,6,43,0,5,0,0,4,0,0,0,0,9,Break O'Day (M)
60410,0,9,276,511,517,550,305,103,12,2283,0,104,240,212,126,61,15,5,0,763,0,4,36,60,53,22,12,0,3,190,1914,0,0,0,0,0,0,0,0,1914,0,286,0,0,0,0,0,0,0,286,0,315,130,64,26,10,0,0,0,545,0,44,21,12,16,8,9,4,3,117,0,31,24,13,10,0,4,0,0,82,0,30,25,17,21,21,16,4,0,134,0,27,84,85,113,118,75,21,8,531,34,48,39,19,18,17,12,5,0,192,1948,898,875,993,900,807,448,142,26,7037,0,25,367,563,558,519,225,56,9,2322,0,149,272,196,111,42,13,3,0,786,0,128,264,229,140,67,22,26,12,888,1789,0,0,0,0,0,0,0,0,1789,0,331,0,0,0,0,0,0,0,331,0,194,61,21,15,11,4,0,0,306,0,36,10,4,20,28,16,13,7,134,0,27,3,3,0,5,0,0,0,38,Brighton (M)
60610,0,23,329,589,701,694,562,263,60,3221,0,151,249,181,117,70,13,7,5,793,0,5,18,61,49,18,9,9,6,175,1833,0,0,0,0,0,0,0,0,1833,0,337,0,0,0,0,0,0,0,337,0,384,99,51,40,19,0,0,0,593,0,40,23,12,8,12,13,3,3,114,0,29,15,11,7,0,3,0,0,65,0,91,52,20,18,19,8,11,0,219,0,62,135,161,183,187,133,77,34,972,33,53,44,26,22,23,15,7,0,223,1866,1175,964,1112,1145,1042,756,377,108,8545,0,58,447,662,764,699,454,177,29,3290,0,214,269,170,138,46,12,3,0,852,0,81,163,268,181,59,28,29,22,831,1819,0,0,0,0,0,0,0,0,1819,0,393,0,0,0,0,0,0,0,393,0,266,61,16,25,10,6,0,0,384,0,34,12,5,6,28,16,14,11,126,0,28,7,0,3,4,0,0,0,42,Burnie (C)
60810,0,14,311,658,991,955,699,356,66,4050,0,87,207,187,155,78,24,8,0,746,0,5,14,46,65,16,14,12,3,175,1920,0,0,0,0,0,0,0,0,1920,0,422,0,0,0,0,0,0,0,422,0,447,127,70,48,14,0,0,0,706,0,26,14,5,8,20,7,7,7,94,0,27,10,4,7,4,5,0,0,57,0,46,27,23,25,13,27,11,0,172,0,38,90,124,206,198,141,102,37,936,41,54,29,32,26,41,31,16,7,277,1961,1166,829,1149,1531,1339,948,512,120,9555,0,37,434,801,1069,932,617,235,34,4159,0,133,215,201,143,63,17,3,0,775,0,47,154,239,174,43,28,32,14,731,1870,0,0,0,0,0,0,0,0,1870,0,401,0,0,0,0,0,0,0,401,0,269,64,19,20,8,3,0,0,383,0,18,9,8,21,19,18,13,16,122,0,24,3,3,9,4,0,0,0,43,Central Coast (M)
61010,0,0,28,71,84,108,82,37,3,413,0,16,29,25,19,19,7,3,0,118,0,3,3,4,6,0,0,3,3,22,185,0,0,0,0,0,0,0,0,185,0,25,0,0,0,0,0,0,0,25,0,26,14,9,3,3,0,0,0,55,0,3,5,0,3,0,5,0,3,19,0,0,0,4,3,0,0,3,0,10,0,6,0,0,6,8,0,0,0,20,0,3,13,16,37,54,38,9,3,173,3,10,4,0,6,9,7,0,0,39,188,92,96,129,167,201,139,55,12,1079,0,4,46,70,90,117,67,15,0,409,0,20,36,15,19,15,6,3,0,114,0,6,11,7,13,4,11,3,3,58,193,0,0,0,0,0,0,0,0,193,0,23,0,0,0,0,0,0,0,23,0,11,7,7,3,3,0,0,0,31,0,0,0,0,6,0,3,0,0,9,0,4,0,0,0,0,0,0,0,4,Central Highlands (M)
58330,0,3,39,117,202,236,170,59,9,835,0,3,26,35,36,30,10,4,0,144,0,0,0,8,26,5,0,0,0,39,365,0,0,0,0,0,0,0,0,365,0,60,0,0,0,0,0,0,0,60,0,75,31,12,3,3,3,0,0,127,0,4,4,3,4,6,5,3,3,32,0,7,0,0,0,0,0,0,0,7,0,3,4,0,10,10,0,0,0,27,0,3,6,25,36,54,42,17,5,188,4,13,8,9,16,13,3,3,3,72,369,171,118,209,333,357,233,86,20,1896,0,7,54,172,243,250,148,30,7,911,0,19,36,45,43,27,7,0,0,177,0,12,22,36,35,8,3,0,5,121,355,0,0,0,0,0,0,0,0,355,0,74,0,0,0,0,0,0,0,74,0,54,4,7,3,0,0,0,0,68,0,0,3,3,5,3,12,9,0,35,0,4,4,0,6,4,0,0,0,18,Toodyay (S)
