lga_code16,f_srilanka_es_ns,f_srilanka_tot,f_thailand_e,f_thailand_om_ie,f_thailand_om_uie,f_thailand_cfw,f_thailand_es_ns,f_thailand_tot,f_turkey_e,f_turkey_om_ie,f_turkey_om_uie,f_turkey_cfw,f_turkey_es_ns,f_turkey_tot,f_uk_e,f_uk_om_ie,f_uk_om_uie,f_uk_cfw,f_uk_es_ns,f_uk_tot,f_usa_e,f_usa_om_ie,f_usa_om_uie,f_usa_cfw,f_usa_es_ns,f_usa_tot,f_vietnam_e,f_vietnam_om_ie,f_vietnam_om_uie,f_vietnam_cfw,f_vietnam_es_ns,f_vietnam_tot,f_zimbabwe_e,f_zimbabwe_om_ie,f_zimbabwe_om_uie,f_zimbabwe_cfw,f_zimbabwe_es_ns,f_zimbabwe_tot,f_elsewhere_e,f_elsewhere_om_ie,f_elsewhere_om_uie,f_elsewhere_cfw,f_elsewhere_es_ns,f_elsewhere_tot,f_cob_ns_e,f_cob_ns_om_ie,f_cob_ns_om_uie,f_cob_ns_cfw,f_cob_ns_es_ns,f_cob_ns_tot,f_tot_e,f_tot_om_ie,f_tot_om_uie,f_tot_cfw,f_tot_es_ns,f_tot_tot,p_australia_e,p_australia_om_ie,p_australia_om_uie,p_australia_cfw,p_australia_es_ns,p_australia_tot,p_canada_e,p_canada_om_ie,p_canada_om_uie,p_canada_cfw,p_canada_es_ns,p_canada_tot,p_china_e,p_china_om_ie,p_china_om_uie,p_china_cfw,p_china_es_ns,p_china_tot,p_croatia_e,p_croatia_om_ie,p_croatia_om_uie,p_croatia_cfw,p_croatia_es_ns,p_croatia_tot,p_egypt_e,p_egypt_om_ie,p_egypt_om_uie,p_egypt_cfw,p_egypt_es_ns,p_egypt_tot,p_fiji_e,p_fiji_om_ie,p_fiji_om_uie,p_fiji_cfw,p_fiji_es_ns,p_fiji_tot,p_fyrom_e,p_fyrom_om_ie,p_fyrom_om_uie,p_fyrom_cfw,p_fyrom_es_ns,p_fyrom_tot,p_germany_e,p_germany_om_ie,p_germany_om_uie,p_germany_cfw,p_germany_es_ns,p_germany_tot,p_greece_e,p_greece_om_ie,p_greece_om_uie,p_greece_cfw,p_greece_es_ns,p_greece_tot,p_hongkong_e,p_hongkong_om_ie,p_hongkong_om_uie,p_hongkong_cfw,p_hongkong_es_ns,p_hongkong_tot,p_india_e,p_india_om_ie,p_india_om_uie,p_india_cfw,p_india_es_ns,p_india_tot,p_indonesia_e,p_indonesia_om_ie,p_indonesia_om_uie,p_indonesia_cfw,p_indonesia_es_ns,p_indonesia_tot,p_iran_e,p_iran_om_ie,p_iran_om_uie,p_iran_cfw,p_iran_es_ns,p_iran_tot,p_iraq_e,p_iraq_om_ie,p_iraq_om_uie,p_iraq_cfw,p_iraq_es_ns,p_iraq_tot,p_ireland_e,p_ireland_om_ie,p_ireland_om_uie,p_ireland_cfw,p_ireland_es_ns,p_ireland_tot,p_italy_e,p_italy_om_ie,p_italy_om_uie,p_italy_cfw,p_italy_es_ns,p_italy_tot,p_japan_e,p_japan_om_ie,p_japan_om_uie,p_japan_cfw,p_japan_es_ns,p_japan_tot,p_koreasouth_e,p_koreasouth_om_ie,p_koreasouth_om_uie,p_koreasouth_cfw,p_koreasouth_es_ns,p_koreasouth_tot,p_lebanon_e,p_lebanon_om_ie,p_lebanon_om_uie,p_lebanon_cfw,p_lebanon_es_ns,p_lebanon_tot,p_malaysia_e,p_malaysia_om_ie,p_malaysia_om_uie,p_malaysia_cfw,p_malaysia_es_ns,p_malaysia_tot,p_malta_e,p_malta_om_ie,p_malta_om_uie,p_malta_cfw,p_malta_es_ns,p_malta_tot,p_netherlands_e,p_netherlands_om_ie,p_netherlands_om_uie,p_netherlands_cfw,p_netherlands_es_ns,p_netherlands_tot,p_nz_e,p_nz_om_ie,p_nz_om_uie,p_nz_cfw,p_nz_es_ns,p_nz_tot,p_pakistan_e,p_pakistan_om_ie,p_pakistan_om_uie,p_pakistan_cfw,p_pakistan_es_ns,p_pakistan_tot,lga_name16
52590,0,0,4,0,0,0,0,7,0,0,0,0,0,0,18,3,3,3,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,17,18,0,3,0,0,28,427,44,81,52,14,622,695,112,170,91,17,1088,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,11,0,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,47,4,7,3,3,64,3,0,0,0,0,3,Dandaragan (S)
52660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,3,12,7,4,125,5,0,0,0,0,5,3,0,0,0,0,4,12,0,0,0,0,18,26,0,3,0,0,26,14,0,0,0,4,26,1451,46,143,58,18,1723,2112,118,266,84,20,2600,3,0,3,0,0,4,6,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,0,36,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,20,0,0,0,0,22,6,0,0,0,0,10,3,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,12,122,3,3,0,3,132,3,0,0,0,0,3,Dardanup (S)
52730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,6,20,8,0,111,3,0,4,0,0,8,3,0,0,0,0,5,0,0,0,0,0,4,12,0,3,4,0,22,17,0,6,0,0,18,703,49,150,57,10,970,907,79,271,87,21,1357,0,0,0,0,0,6,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,9,0,0,28,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,8,0,9,0,0,10,35,3,10,3,0,50,0,0,0,0,0,0,Denmark (S)
53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,67,9,32,21,0,125,112,37,73,42,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,Dumbleyung (S)
53080,0,0,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,147,5,7,0,0,157,336,14,11,3,0,374,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55,0,0,0,0,54,3,0,0,0,0,3,Dundas (S)
53150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,9,16,0,0,87,3,0,0,0,0,3,0,0,0,0,0,6,3,0,0,0,0,3,46,3,0,0,0,51,4,0,0,0,0,9,765,80,123,23,7,994,844,126,170,26,13,1180,3,0,0,0,0,8,9,4,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,14,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,34,0,3,0,0,41,10,0,0,0,0,10,3,3,0,0,0,7,0,0,0,0,0,3,15,8,0,0,0,18,7,0,3,0,0,13,3,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,23,0,6,0,0,25,0,0,0,0,0,3,4,0,0,0,0,6,38,11,7,0,0,52,3,0,0,0,0,3,East Fremantle (T)
53220,0,0,25,0,3,3,0,27,0,0,0,0,0,0,132,0,3,0,3,132,6,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,12,91,3,0,3,0,96,27,0,3,0,0,32,2588,35,44,24,21,2707,9362,104,60,24,60,9619,31,0,0,0,0,31,28,0,0,0,0,31,14,0,0,0,0,17,9,0,0,0,0,9,23,0,0,0,0,23,11,0,0,0,0,10,37,0,0,0,0,37,0,0,0,0,0,0,10,0,0,0,0,16,123,3,0,0,0,131,47,0,0,0,0,45,17,0,0,0,0,18,0,0,0,0,0,0,128,3,0,0,0,131,12,0,0,0,0,12,6,0,0,0,0,4,16,0,0,0,0,16,6,0,0,0,0,6,58,0,0,0,0,56,3,0,0,0,0,3,24,0,0,0,0,24,1437,8,11,4,15,1469,5,0,0,0,0,5,East Pilbara (S)
53290,0,0,7,0,0,0,0,7,0,0,0,0,0,0,126,7,19,11,0,156,4,0,0,0,0,4,0,0,0,0,0,4,8,0,0,0,0,13,30,4,7,3,0,44,52,0,4,0,0,57,2225,160,288,111,41,2829,3477,404,619,197,88,4778,12,0,0,0,0,17,10,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,9,0,0,21,0,0,3,0,0,0,3,0,0,0,0,9,17,0,3,0,0,21,4,0,0,0,0,5,0,3,0,0,0,3,0,0,0,0,0,0,18,0,0,3,0,21,7,0,0,4,0,14,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,13,0,3,0,0,10,253,11,15,5,6,291,0,0,0,0,0,0,Esperance (S)
53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,8,0,0,49,10,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,10,0,0,0,0,14,13,0,0,0,0,21,525,56,46,6,13,644,810,104,86,12,16,1035,3,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,3,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,6,40,0,3,0,0,40,0,0,0,0,0,0,Exmouth (S)
53430,0,40,77,3,6,0,0,88,9,0,0,0,0,8,1111,43,80,10,7,1241,61,7,7,0,0,80,24,9,15,4,0,54,71,4,0,0,0,78,661,18,45,14,8,739,96,0,11,3,3,109,10426,491,750,174,72,11915,12292,1078,1083,206,113,14773,83,14,9,0,0,108,282,27,22,14,4,350,75,4,9,3,0,87,15,0,4,0,0,22,13,0,0,0,0,13,9,0,0,0,0,9,95,20,21,0,0,137,10,3,3,0,0,20,78,8,6,0,0,94,623,24,27,10,0,679,106,10,11,0,3,124,54,4,6,3,0,61,14,3,3,0,0,17,220,15,17,3,3,256,228,37,31,8,7,301,59,6,11,0,0,73,73,6,15,3,0,99,13,4,0,0,0,14,300,17,24,4,3,337,6,0,0,0,0,7,62,10,14,0,0,81,868,54,52,3,5,986,38,0,0,0,0,42,Fremantle (C)
53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,174,23,39,31,3,269,275,85,92,49,19,513,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,27,0,0,0,0,23,0,0,0,0,0,0,Gnowangerup (S)
54280,0,13,33,0,4,0,0,43,3,0,0,0,0,3,260,16,17,7,0,305,11,0,0,0,0,12,0,0,4,0,0,6,86,3,4,0,0,89,181,6,7,6,3,204,72,3,0,0,3,84,5922,207,250,71,49,6498,8954,507,374,91,69,9986,20,0,0,0,0,23,80,4,6,5,0,93,9,4,6,0,0,18,8,0,0,0,0,8,62,0,3,0,0,64,0,0,0,0,0,3,42,3,3,0,0,43,6,0,0,0,0,6,8,0,0,0,0,8,191,10,3,0,3,204,26,0,0,0,0,27,15,3,0,0,0,23,6,0,0,0,0,6,95,3,3,0,0,102,20,3,0,0,0,22,6,0,0,0,0,4,21,0,0,0,0,17,0,0,0,0,0,0,35,0,3,0,0,36,3,0,0,0,0,3,17,0,0,0,0,19,1492,43,25,5,18,1583,13,0,3,0,0,14,Kalgoorlie/Boulder (C)
54310,0,6,39,3,0,0,0,47,0,0,0,0,0,0,219,10,9,0,0,236,9,0,0,0,0,11,8,0,0,0,0,12,21,0,0,0,0,23,155,3,0,3,3,163,83,0,6,0,0,85,4074,117,147,48,50,4437,8263,271,187,47,82,8852,31,0,0,0,0,36,173,9,0,0,0,177,8,0,0,0,0,8,5,0,0,0,0,5,16,0,0,0,0,16,11,0,0,0,0,11,40,0,3,0,0,49,6,0,0,0,0,3,9,0,0,0,0,12,172,3,3,0,0,185,33,0,0,0,0,33,7,0,0,0,0,7,4,0,0,0,0,4,137,5,0,0,0,142,10,0,0,0,0,8,13,0,0,0,0,10,16,0,0,0,0,19,0,0,0,0,0,0,50,0,0,0,0,48,3,0,0,0,0,0,26,0,0,0,0,27,959,35,18,5,11,1025,20,0,0,0,0,17,Karratha (C)
53800,0,10,47,0,6,0,0,50,0,0,0,0,0,0,454,19,26,6,3,508,17,0,0,0,0,20,8,5,6,3,3,25,45,4,0,0,0,48,112,3,14,6,6,142,84,0,8,6,3,102,7081,313,459,176,77,8105,10357,742,864,258,109,12323,32,0,4,0,0,34,23,5,3,3,0,33,7,0,0,0,0,6,4,0,0,0,0,8,11,0,0,0,0,11,4,0,0,0,0,4,44,0,5,3,0,59,3,0,0,0,0,8,5,0,3,0,0,8,123,4,4,0,3,138,21,0,6,0,0,32,3,0,0,0,0,6,0,0,0,0,0,0,62,0,3,0,3,67,21,3,3,3,0,29,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,35,4,3,0,0,48,3,3,0,0,0,6,37,0,3,0,0,40,368,19,24,5,3,423,16,0,7,0,0,21,Greater Geraldton (C)
53920,0,0,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,9,0,0,0,0,10,405,7,8,4,5,422,621,17,17,3,13,673,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,13,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,50,0,0,0,0,51,8,0,0,0,0,8,Halls Creek (S)
53990,0,0,9,0,0,0,0,9,0,0,0,0,0,0,186,4,19,7,6,232,10,0,0,0,0,14,0,0,0,3,0,7,20,0,3,0,0,23,68,0,3,0,0,75,37,0,3,0,0,43,2542,106,249,102,30,3030,3901,238,490,170,48,4839,5,0,0,0,0,7,18,0,0,0,0,19,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,19,0,0,0,0,0,0,8,0,0,0,0,8,33,4,0,0,0,43,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,33,0,4,0,0,41,11,3,4,4,0,32,3,0,0,0,0,4,33,0,0,0,0,37,3,0,0,0,0,0,15,4,3,0,0,20,0,0,0,0,0,0,11,0,5,0,0,22,292,12,18,10,4,335,0,0,0,0,0,3,Harvey (S)
53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,121,5,14,18,0,167,162,43,54,36,4,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,Goomalling (S)
53780,3,85,39,7,5,0,0,54,4,0,0,0,0,4,1090,59,92,28,4,1279,29,0,0,0,0,32,48,5,21,6,0,80,56,8,0,0,0,56,538,43,73,11,4,677,121,4,8,3,4,146,9982,498,825,250,86,11638,11351,842,1087,202,117,13601,45,0,3,0,0,46,275,61,69,24,6,447,19,0,8,0,0,30,21,3,3,0,0,25,15,0,0,0,0,23,5,3,3,0,0,12,61,13,7,3,0,80,3,0,0,0,0,4,36,6,7,0,0,54,872,68,115,21,14,1090,137,34,33,3,0,209,41,4,7,0,0,57,40,6,18,4,0,64,146,7,12,3,0,168,60,16,21,6,5,105,22,0,4,3,0,29,48,28,16,8,0,97,11,0,5,0,0,23,428,62,84,9,3,585,8,0,0,0,0,7,54,4,8,0,0,72,849,66,65,20,12,1012,102,11,30,3,0,144,Gosnells (C)
54060,0,0,4,0,0,0,0,3,0,0,0,0,0,0,39,6,5,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,14,400,41,53,34,6,543,574,90,107,49,19,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,3,0,0,46,0,0,0,0,0,0,Irwin (S)
54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,4,0,0,0,0,4,143,25,44,31,3,245,222,51,134,69,14,482,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,5,3,0,38,0,0,0,0,0,0,Jerramungup (S)
54170,0,39,86,4,8,7,0,105,3,0,0,0,0,6,5092,190,390,75,32,5781,113,11,9,0,0,134,173,17,36,13,4,235,251,19,21,0,3,294,1079,45,108,20,13,1261,208,7,20,3,17,257,24978,1102,1920,406,181,28594,20432,1614,2139,298,137,24621,126,19,20,0,0,167,269,41,29,23,10,378,40,4,9,0,0,53,49,12,10,4,0,74,11,3,0,0,0,15,64,11,11,3,0,85,147,21,42,3,3,217,12,3,3,5,0,24,99,10,16,3,0,126,962,54,47,12,4,1085,91,10,8,8,0,114,93,13,20,4,0,130,25,0,4,0,0,31,587,72,57,8,4,722,114,15,26,8,3,164,55,3,15,0,0,75,65,6,6,0,0,88,15,0,0,3,0,16,286,30,35,7,4,358,14,5,0,0,0,23,72,17,27,3,0,116,1312,101,155,26,18,1609,84,0,4,0,0,88,Joondalup (C)
54200,0,16,30,0,0,3,0,32,0,3,4,0,0,3,585,44,80,22,4,734,16,0,3,0,0,23,21,0,15,0,0,44,46,5,4,0,0,54,218,15,36,6,3,272,53,3,9,3,3,65,5442,360,580,153,46,6573,7331,732,850,182,66,9162,24,7,4,0,0,29,104,15,10,3,0,137,10,3,0,0,0,18,6,0,0,0,0,7,10,0,0,0,0,13,11,0,0,0,0,11,48,9,9,0,0,66,4,0,0,0,0,3,18,0,4,0,0,19,323,27,29,3,6,383,38,8,0,0,0,45,28,0,5,0,0,29,3,0,0,0,0,8,123,13,21,3,3,164,50,14,10,9,0,95,12,0,4,0,0,15,21,0,3,0,0,30,3,0,0,0,0,3,96,10,7,0,0,124,3,0,0,0,0,3,34,4,17,0,0,56,629,39,59,4,3,741,27,0,0,0,0,22,Kalamunda (S)
54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,6,67,23,40,24,0,147,131,54,101,56,3,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,Kulin (S)
54830,0,16,32,0,3,0,0,38,0,0,0,0,0,0,503,19,27,7,3,562,10,0,0,0,0,10,18,3,3,3,0,27,20,0,0,0,0,21,149,7,10,3,0,168,48,3,3,0,3,56,3932,136,251,61,29,4411,6768,306,370,55,53,7551,35,0,0,0,0,33,161,13,6,3,0,187,34,0,3,0,0,35,3,0,0,0,0,4,15,0,0,0,0,18,9,0,0,0,0,9,52,4,3,0,0,54,0,0,0,0,0,0,17,0,0,0,0,16,225,10,36,9,4,289,27,0,4,0,0,31,18,0,0,0,0,17,0,0,0,0,0,6,78,4,5,0,0,91,37,7,5,0,0,46,5,0,0,0,0,7,12,6,3,0,0,23,0,0,0,0,0,3,77,4,6,3,0,94,3,0,0,0,0,3,24,0,3,0,0,32,707,24,41,5,6,787,25,0,0,0,0,26,Kwinana (C)
54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,0,0,7,0,9,181,24,54,54,0,311,315,69,146,81,10,621,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,28,0,0,0,0,0,0,Lake Grace (S)
56620,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,3,0,0,0,0,3,173,0,0,0,0,183,256,0,8,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,Ngaanyatjarraku (S)
54340,0,0,12,0,0,0,0,12,0,0,0,0,0,0,43,0,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,37,20,0,3,0,0,22,752,27,63,31,6,880,999,83,139,51,15,1280,3,0,0,0,0,3,21,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,4,68,0,4,3,0,76,5,0,3,0,0,4,Katanning (S)
54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,3,0,0,4,170,7,24,9,4,220,235,24,69,29,5,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,Kellerberrin (S)
