lga_code16,onemeth_train_m,onemeth_train_f,onemeth_train_p,onemeth_bus_m,onemeth_bus_f,onemeth_bus_p,onemeth_ferry_m,onemeth_ferry_f,onemeth_ferry_p,onemeth_tram_inc_lt_rail_m,onemeth_tram_inc_lt_rail_f,onemeth_tram_inc_lt_rail_p,onemeth_taxi_m,onemeth_taxi_f,onemeth_taxi_p,onemeth_car_as_driver_m,onemeth_car_as_driver_f,onemeth_car_as_driver_p,onemeth_car_as_passenger_m,onemeth_car_as_passenger_f,onemeth_car_as_passenger_p,onemeth_truck_m,onemeth_truck_f,onemeth_truck_p,onemeth_motorbike_scooter_m,onemeth_motorbike_scooter_f,onemeth_motorbike_scooter_p,onemeth_bicycle_m,onemeth_bicycle_f,onemeth_bicycle_p,onemeth_other_m,onemeth_other_f,onemeth_other_p,onemeth_walked_only_m,onemeth_walked_only_f,onemeth_walked_only_p,onemeth_tot_onemeth_m,onemeth_tot_onemeth_f,onemeth_tot_onemeth_p,twometh_train_bus_m,twometh_train_bus_f,twometh_train_bus_p,twometh_train_ferry_m,twometh_train_ferry_f,twometh_train_ferry_p,twometh_trn_trm_inc_lt_rl_m,twometh_trn_trm_inc_lt_rl_f,twometh_trn_trm_inc_lt_rl_p,twometh_train_car_as_drvr_m,twometh_train_car_as_drvr_f,twometh_train_car_as_drvr_p,twometh_trn_car_as_pass_m,twometh_trn_car_as_pass_f,twometh_trn_car_as_pass_p,twometh_train_other_m,twometh_train_other_f,twometh_train_other_p,twometh_train_tot_m,twometh_train_tot_f,twometh_train_tot_p,twometh_bus_ferry_m,twometh_bus_ferry_f,twometh_bus_ferry_p,twometh_bus_trm_inc_lt_rl_m,twometh_bus_trm_inc_lt_rl_f,twometh_bus_trm_inc_lt_rl_p,twometh_bus_car_as_driver_m,twometh_bus_car_as_driver_f,twometh_bus_car_as_driver_p,twometh_bus_car_as_pass_m,twometh_bus_car_as_pass_f,twometh_bus_car_as_pass_p,twometh_bus_other_m,twometh_bus_other_f,twometh_bus_other_p,twometh_bus_tot_m,twometh_bus_tot_f,twometh_bus_tot_p,twometh_other_twometh_m,twometh_other_twometh_f,twometh_other_twometh_p,twometh_tot_twometh_m,twometh_tot_twometh_f,twometh_tot_twometh_p,threemeth_trn_2_othr_mthd_m,threemeth_trn_2_othr_mthd_f,threemeth_trn_2_othr_mthd_p,thremth_bu_2_ot_met_exc_tra_m,thremth_bu_2_ot_met_exc_tra_f,thremth_bu_2_ot_met_exc_tra_p,threemeth_oth_threemeth_m,threemeth_oth_threemeth_f,threemeth_oth_threemeth_p,threemeth_tot_threemeth_m,threemeth_tot_threemeth_f,threemeth_tot_threemeth_p,worked_home_m,worked_home_f,worked_home_p,did_not_go_to_work_m,did_not_go_to_work_f,did_not_go_to_work_p,meth_travel_to_work_ns_m,meth_travel_to_work_ns_f,meth_travel_to_work_ns_p,tot_m,tot_f,tot_p,lga_name16
54170,1817,1716,3538,375,243,624,13,6,16,0,0,7,52,27,81,26659,24074,50734,1329,1709,3036,577,12,588,314,16,339,401,72,475,532,113,643,381,473,858,32462,28469,60929,988,630,1620,0,0,0,0,0,0,624,577,1201,89,121,207,109,21,137,1814,1352,3168,0,0,0,0,0,0,19,28,46,20,33,51,9,3,12,50,59,112,296,126,419,2156,1534,3699,220,226,445,5,4,8,10,7,13,226,234,465,1381,2197,3573,3243,4845,8082,323,276,605,39787,37558,77344,Joondalup (C)
54200,65,98,163,344,285,630,3,0,4,0,0,0,17,3,27,10095,8577,18670,557,608,1170,294,14,303,118,9,129,101,17,123,205,51,260,178,177,358,11987,9845,21824,41,38,82,0,0,0,0,0,0,120,118,243,9,14,25,0,0,0,176,175,354,0,0,0,0,0,0,28,38,68,14,30,45,9,4,10,49,71,121,107,63,167,333,309,639,21,32,52,9,0,10,10,0,10,36,36,67,420,692,1106,1145,1495,2645,103,84,185,14019,12458,26474,Kalamunda (S)
61510,0,0,0,18,41,54,0,3,3,0,0,0,7,5,11,1449,1191,2637,125,111,235,51,0,57,13,3,14,0,0,0,10,5,15,40,57,100,1711,1411,3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,4,6,11,0,0,0,6,15,19,14,10,25,14,27,44,0,0,0,0,0,0,0,0,0,0,0,0,58,70,126,166,298,461,43,24,71,1996,1834,3825,Derwent Valley (M)
52380,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,27,14,44,6,0,9,0,0,0,0,0,0,0,0,0,9,3,15,11,21,25,62,39,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,10,8,25,3,0,3,85,61,143,Cue (S)
52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,136,369,8,8,17,13,0,13,0,0,0,0,0,0,3,0,3,45,25,66,305,173,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,23,30,48,24,39,67,7,0,10,370,246,611,Cunderdin (S)
52520,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,267,155,423,15,11,26,6,0,12,0,0,0,3,0,3,15,3,20,44,39,88,355,222,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,48,40,86,19,20,37,3,8,9,424,279,708,Dalwallinu (S)
52590,0,0,0,15,3,18,0,0,0,0,0,0,3,0,3,493,351,842,58,39,101,23,0,23,0,3,4,15,4,19,21,16,36,69,59,129,696,474,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,6,3,14,0,0,0,0,0,0,0,0,0,0,0,0,83,89,174,91,82,170,15,11,25,891,662,1558,Dandaragan (S)
52660,3,0,0,63,12,76,0,0,0,0,0,0,0,0,3,2290,2062,4355,208,159,364,33,0,30,22,3,25,18,6,25,50,6,58,35,45,80,2717,2299,5023,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,12,0,14,0,7,7,3,0,3,14,10,21,37,13,49,50,22,74,0,0,0,0,0,3,0,0,0,0,3,3,89,161,247,356,419,777,27,34,60,3240,2943,6183,Dardanup (S)
52730,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,722,649,1377,34,60,92,11,0,9,8,3,9,8,5,15,11,8,22,70,58,124,868,790,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,8,0,14,0,0,0,0,0,0,0,0,0,3,0,3,160,138,300,150,198,350,19,20,33,1207,1148,2356,Denmark (S)
52800,0,0,3,29,14,40,0,0,0,0,0,0,0,0,0,653,587,1241,145,134,273,20,3,26,13,5,16,23,27,51,64,19,86,266,305,572,1212,1100,2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,14,20,14,12,27,0,0,0,0,0,0,3,0,3,3,0,3,51,32,77,251,253,502,50,34,87,1569,1436,3010,Derby-West Kimberley (S)
52870,0,0,0,14,3,21,0,0,0,0,0,0,0,0,0,773,713,1489,43,54,100,25,0,25,11,0,11,7,0,6,29,13,41,60,58,118,964,844,1804,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,6,3,13,0,0,0,0,0,0,0,0,0,0,0,0,125,131,257,155,147,298,20,8,31,1275,1133,2406,Donnybrook-Balingup (S)
54900,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,242,122,359,9,11,25,26,0,26,3,0,3,4,4,9,14,0,18,44,34,77,344,173,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,75,78,148,12,17,34,3,3,12,439,272,719,Lake Grace (S)
61610,0,0,7,14,17,32,0,0,0,0,0,0,10,22,31,3557,3244,6795,244,340,582,57,0,59,49,5,53,38,4,43,41,21,61,180,186,370,4193,3832,8029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,32,14,44,30,18,48,0,0,0,0,4,4,4,0,4,3,4,5,141,160,302,412,614,1026,51,46,91,4841,4666,9508,Devonport (C)
52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,57,140,10,4,14,12,0,12,0,0,0,0,0,0,7,0,7,17,12,35,131,76,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,32,24,57,10,14,23,6,6,9,177,125,300,Dowerin (S)
53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,67,155,3,0,3,4,0,4,0,0,0,0,0,0,10,0,8,21,19,33,123,82,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,53,36,92,3,15,22,3,3,4,186,143,327,Dumbleyung (S)
53080,0,0,0,95,5,102,0,0,0,0,0,0,0,0,0,144,65,215,45,15,59,13,0,13,0,0,0,0,0,0,9,7,16,38,49,83,345,136,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,12,14,37,33,67,9,5,18,400,186,592,Dundas (S)
61810,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,891,714,1600,50,48,95,56,0,56,24,5,31,0,0,0,25,7,29,87,70,151,1130,844,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,21,15,3,16,0,0,0,0,0,0,3,0,3,3,0,3,105,119,227,84,142,223,30,15,43,1373,1122,2495,Dorset (M)
53150,36,34,68,70,46,120,0,3,3,0,0,0,7,8,16,1168,1145,2313,45,77,120,8,0,8,25,3,24,61,18,82,24,8,33,46,53,100,1484,1405,2885,26,11,33,0,0,0,0,0,0,10,16,25,5,3,7,4,0,4,47,26,75,0,0,0,0,0,0,6,6,11,0,0,5,0,0,0,8,7,17,20,4,26,70,42,117,7,7,15,0,0,0,0,0,0,10,7,14,107,168,269,136,197,329,11,13,22,1812,1835,3644,East Fremantle (T)
53220,9,3,9,2640,366,3004,3,3,4,0,0,0,18,3,20,1929,694,2621,796,188,990,166,4,167,24,7,34,64,15,75,954,192,1141,464,400,862,7062,1878,8945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,18,4,26,5,3,9,26,3,28,47,14,61,94,12,99,146,20,167,3,0,4,27,9,41,6,3,11,38,15,54,28,32,54,274,142,419,573,129,698,8120,2222,10342,East Pilbara (S)
53290,0,0,0,15,10,27,0,0,0,0,0,0,3,3,3,2272,1827,4096,175,154,325,49,0,47,56,19,69,42,15,57,35,24,56,147,132,281,2790,2183,4973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,3,4,5,22,14,36,30,15,45,0,0,0,0,0,0,0,0,0,3,0,3,221,285,511,274,343,614,59,43,103,3377,2862,6242,Esperance (S)
53360,0,0,0,10,3,22,0,0,0,0,0,0,0,0,0,475,362,840,40,42,84,28,3,30,11,8,20,35,40,73,32,16,43,61,82,142,701,546,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,17,8,14,15,0,0,0,0,0,0,0,0,0,0,0,0,33,48,83,314,280,593,31,21,49,1084,912,1995,Exmouth (S)
53430,265,314,574,208,233,436,7,0,8,0,0,0,19,11,28,4041,3864,7904,194,280,475,47,0,48,73,18,90,256,142,402,95,44,141,281,367,643,5482,5276,10755,177,161,332,0,0,0,0,0,0,55,83,135,7,12,18,40,26,60,277,276,556,3,3,5,3,0,3,3,10,15,11,10,18,3,5,9,26,30,51,67,37,96,366,337,707,22,35,61,5,4,11,3,3,10,28,46,77,343,459,797,562,870,1430,60,70,129,6846,7057,13895,Fremantle (C)
53570,0,3,3,22,3,24,0,0,0,0,0,0,0,0,0,614,522,1140,58,100,157,38,3,38,6,0,6,8,3,9,30,13,40,92,58,147,861,703,1565,0,0,0,0,0,0,0,0,0,3,9,10,0,0,0,0,0,0,3,10,13,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,9,3,14,10,12,26,0,3,3,0,0,0,0,0,0,0,3,3,112,108,224,132,124,251,17,17,33,1135,969,2105,Gingin (S)
53640,0,0,0,10,7,18,0,0,0,0,0,0,0,0,0,209,124,332,9,7,17,4,0,4,0,0,0,3,3,6,11,0,16,43,34,77,300,172,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,42,78,12,24,36,3,0,10,351,241,593,Gnowangerup (S)
62010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,92,253,17,10,29,0,0,0,4,0,4,3,0,7,6,0,5,16,26,44,201,131,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,33,29,65,19,21,36,0,0,0,257,186,445,Flinders (M) (Tas.)
62210,0,0,0,10,9,13,0,0,0,0,0,0,4,3,7,879,689,1567,38,56,89,22,0,24,0,0,0,12,3,14,5,4,12,32,31,60,994,791,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,4,10,17,0,0,0,0,0,0,0,3,3,0,3,3,38,35,78,102,152,248,21,16,36,1172,1004,2172,George Town (M)
54280,0,0,0,413,82,494,4,0,3,0,0,0,36,39,79,5872,4597,10469,665,498,1164,120,8,124,102,18,119,92,22,115,89,21,111,241,271,510,7631,5565,13191,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,50,12,64,9,0,10,7,0,7,68,16,76,78,37,109,142,52,197,0,0,0,0,0,3,3,4,4,3,3,4,89,180,276,539,569,1113,129,74,198,8533,6446,14976,Kalgoorlie/Boulder (C)
54310,3,4,8,1029,113,1137,3,0,6,0,0,0,24,8,34,4195,2851,7042,803,346,1155,92,8,94,70,16,86,74,30,108,232,54,289,239,254,490,6769,3692,10456,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,7,6,3,0,3,0,0,0,14,6,21,7,3,11,26,0,26,50,8,59,63,30,100,118,48,169,3,0,5,16,3,20,6,3,9,28,5,38,51,160,211,647,521,1169,222,87,309,7845,4508,12354,Karratha (C)
55950,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,70,44,119,9,6,6,5,0,5,4,0,4,7,6,9,7,3,11,19,21,35,127,71,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,46,7,11,19,0,4,8,163,107,267,Mukinbudin (S)
62410,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,504,432,930,35,29,65,26,0,26,0,0,0,7,3,14,13,3,16,76,75,149,653,545,1200,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,6,12,16,3,16,0,0,0,0,0,0,0,0,0,0,0,0,82,85,164,111,172,283,19,14,29,880,812,1692,Glamorgan/Spring Bay (M)
62610,0,0,3,399,582,981,0,0,4,0,4,4,72,34,107,6797,5758,12555,578,872,1449,124,0,120,136,10,149,130,33,161,53,30,86,282,205,488,8569,7526,16095,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,24,52,71,27,33,58,5,7,16,53,97,152,77,58,139,140,153,289,0,0,0,6,9,16,0,0,3,12,11,15,176,251,425,730,1313,2043,112,112,228,9731,9377,19111,Glenorchy (C)
53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,118,248,3,3,7,11,0,11,0,0,0,0,0,6,17,6,22,27,14,41,194,147,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,52,19,22,34,4,3,7,238,190,436,Goomalling (S)
53780,699,828,1525,440,435,881,3,3,10,0,0,0,78,17,98,20521,15262,35781,1179,1464,2638,385,8,393,181,7,186,175,39,216,402,90,492,231,214,446,24298,18376,42674,565,568,1137,0,0,0,0,0,0,236,283,521,47,73,122,20,14,32,876,935,1816,0,0,0,0,0,0,30,51,80,20,52,72,18,6,18,70,107,177,240,105,343,1185,1149,2334,159,202,358,13,3,12,3,4,6,173,205,382,508,884,1390,2087,2580,4667,294,195,488,28547,23385,51931,Gosnells (C)
53800,0,0,3,95,36,130,3,0,3,0,0,0,20,15,33,5808,5681,11496,413,518,930,139,9,143,115,27,139,137,52,191,117,26,137,205,250,455,7049,6610,13664,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,3,5,3,0,3,7,3,7,11,8,20,58,26,86,73,40,106,0,0,0,0,0,0,0,0,5,3,3,5,216,387,606,790,891,1682,92,90,182,8232,8011,16241,Greater Geraldton (C)
53920,0,0,0,25,7,31,0,0,0,0,0,0,0,0,0,137,113,255,32,41,72,4,0,4,0,0,3,9,3,10,8,7,18,147,181,328,374,346,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,4,5,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,22,17,35,61,49,108,12,15,29,477,437,911,Halls Creek (S)
54340,0,0,0,20,6,29,0,0,0,0,0,0,0,3,7,680,493,1175,84,95,178,17,0,17,3,0,3,6,0,5,12,3,18,43,34,69,871,631,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,8,5,14,0,0,0,0,0,0,0,0,0,0,0,0,45,47,94,56,66,127,12,5,21,992,762,1756,Katanning (S)
54410,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,136,114,252,7,10,13,12,0,12,0,0,0,4,0,9,12,0,12,28,37,59,204,166,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,30,54,14,26,41,9,3,13,256,223,478,Kellerberrin (S)
62810,22,0,21,529,641,1163,3,0,7,0,5,5,78,54,126,6454,5428,11887,516,1056,1571,62,0,61,159,38,198,503,170,673,101,63,163,1918,2111,4025,10344,9565,19906,3,0,3,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,5,3,12,0,0,0,0,0,0,14,25,42,14,44,55,11,21,35,40,96,129,133,94,227,180,192,369,3,3,5,19,11,22,16,13,29,39,23,62,639,719,1355,1135,1841,2976,80,87,168,12413,12420,24833,Hobart (C)
63010,0,0,0,23,37,57,0,0,0,0,0,0,0,4,3,2231,1877,4107,177,210,383,70,3,72,15,0,19,13,0,15,29,11,37,103,69,165,2664,2209,4869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,16,3,6,14,0,0,0,8,19,25,37,11,50,42,30,77,0,0,0,0,0,0,0,0,0,3,0,0,234,249,483,299,476,779,48,38,85,3285,3004,6284,Huon Valley (M)
54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,46,125,4,0,6,11,0,14,0,0,0,3,0,3,9,0,16,24,11,39,127,67,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,33,72,5,12,14,4,3,5,170,118,291,Kent (S)
54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,228,521,16,12,29,18,0,18,6,0,8,0,0,3,17,7,23,40,35,73,383,284,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,108,82,195,27,36,68,7,14,21,532,423,947,Kojonup (S)
63210,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,878,718,1596,40,41,81,29,0,33,10,0,10,3,0,3,13,3,19,71,62,126,1043,833,1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,5,11,0,0,0,0,0,0,0,0,0,0,0,0,102,92,188,155,228,385,17,20,36,1331,1168,2501,Kentish (M)
63410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,196,466,30,21,44,16,0,16,6,3,8,3,0,4,12,4,12,22,24,48,358,257,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,53,42,96,21,43,59,8,0,9,440,341,780,King Island (M)
63610,0,4,8,280,367,650,0,0,0,4,0,4,12,0,10,5578,4971,10551,351,630,983,89,4,90,83,9,92,94,22,117,60,19,75,165,150,318,6709,6180,12887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,24,42,74,22,32,55,3,0,3,50,78,127,77,67,143,122,150,272,0,0,0,4,15,18,3,3,9,10,17,23,423,481,902,652,1208,1864,65,48,117,7984,8085,16067,Kingborough (M)
54620,0,0,0,37,0,35,0,0,0,0,0,0,0,0,0,164,105,266,24,7,36,9,0,9,0,0,0,6,7,15,29,6,37,40,26,66,311,160,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,7,0,0,0,0,0,0,3,0,3,3,0,3,46,37,80,12,19,34,15,8,21,392,222,611,Kondinin (S)
54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,41,102,3,0,3,6,0,6,0,0,0,0,0,0,0,0,3,6,5,13,73,51,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,42,3,12,14,0,0,0,101,81,184,Koorda (S)
54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,65,180,3,4,6,3,0,3,0,0,0,0,5,3,7,4,13,41,16,54,170,92,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,47,91,8,16,22,6,0,11,236,155,392,Kulin (S)
54830,427,527,958,130,93,220,3,0,3,0,0,0,16,6,18,5966,4557,10519,344,412,752,111,3,108,72,3,79,34,3,41,124,27,146,61,89,151,7290,5722,13009,193,224,415,0,0,0,0,0,0,104,122,226,27,27,50,13,7,15,334,377,709,0,0,0,0,0,0,4,3,13,11,8,18,3,0,3,23,13,34,57,20,76,411,409,823,73,108,181,4,0,4,5,0,5,79,108,185,131,280,407,678,975,1648,95,86,182,8686,7575,16259,Kwinana (C)
54970,0,0,0,437,38,474,0,0,0,0,0,0,0,0,0,278,63,343,211,34,246,28,0,30,3,0,3,10,0,12,170,22,189,90,61,153,1231,221,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,7,18,5,23,24,7,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,23,10,28,86,6,94,1372,247,1620,Laverton (S)
63810,0,0,0,9,10,15,0,0,0,0,0,0,0,0,3,1654,1548,3201,65,93,159,38,0,38,5,0,5,4,3,8,19,9,29,73,51,123,1878,1713,3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,16,10,5,16,0,0,0,0,0,0,0,0,0,0,0,0,105,111,215,205,309,518,35,18,54,2227,2159,4390,Latrobe (M) (Tas.)
64010,3,6,9,153,206,355,3,0,6,0,0,0,73,63,141,9889,8778,18670,691,991,1681,112,3,117,136,21,155,158,58,217,98,50,147,760,802,1560,12071,10978,23047,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,4,0,0,0,0,0,0,9,20,27,9,21,27,3,5,14,21,40,66,137,82,220,159,129,289,0,3,3,7,6,8,5,3,13,16,13,27,397,514,912,1187,1935,3117,113,102,215,13942,13674,27615,Launceston (C)
64210,0,0,0,24,14,38,3,0,3,0,0,0,6,9,14,3099,2745,5848,155,171,328,93,0,93,42,7,46,13,3,19,40,16,58,157,113,266,3639,3078,6716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,3,3,0,0,0,5,9,16,27,8,40,34,20,59,0,0,0,0,0,0,0,0,0,0,0,0,261,279,541,354,560,913,51,44,95,4342,3986,8325,Meander Valley (M)
64610,0,0,0,14,10,25,0,0,0,0,0,0,0,0,0,1988,1747,3739,121,107,226,58,0,58,26,0,26,11,0,11,22,14,37,157,111,269,2406,1992,4397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,15,9,20,20,10,27,0,0,0,0,0,0,0,0,0,0,0,0,182,195,377,239,329,563,28,39,72,2871,2557,5432,Northern Midlands (M)
