lga_code_2016,australia_m,australia_f,australia_p,canada_m,canada_f,canada_p,china_excl_sars_taiwan_m,china_excl_sars_taiwan_f,china_excl_sars_taiwan_p,croatia_m,croatia_f,croatia_p,egypt_m,egypt_f,egypt_p,fiji_m,fiji_f,fiji_p,germany_m,germany_f,germany_p,greece_m,greece_f,greece_p,hong_kong_sar_china_m,hong_kong_sar_china_f,hong_kong_sar_china_p,india_m,india_f,india_p,indonesia_m,indonesia_f,indonesia_p,iran_m,iran_f,iran_p,iraq_m,iraq_f,iraq_p,ireland_m,ireland_f,ireland_p,italy_m,italy_f,italy_p,japan_m,japan_f,japan_p,korea_republic_south_m,korea_republic_south_f,korea_republic_south_p,lebanon_m,lebanon_f,lebanon_p,malaysia_m,malaysia_f,malaysia_p,malta_m,malta_f,malta_p,netherlands_m,netherlands_f,netherlands_p,new_zealand_m,new_zealand_f,new_zealand_p,pakistan_m,pakistan_f,pakistan_p,philippines_m,philippines_f,philippines_p,poland_m,poland_f,poland_p,singapore_m,singapore_f,singapore_p,south_africa_m,south_africa_f,south_africa_p,sri_lanka_m,sri_lanka_f,sri_lanka_p,thailand_m,thailand_f,thailand_p,tfyrom_m,tfyrom_f,tfyrom_p,turkey_m,turkey_f,turkey_p,united_kingdom_ci_im_m,united_kingdom_ci_im_f,united_kingdom_ci_im_p,united_states_america_m,united_states_america_f,united_states_america_p,vietnam_m,vietnam_f,vietnam_p,zimbabwe_m,zimbabwe_f,zimbabwe_p,born_elsewhere_m,born_elsewhere_f,born_elsewhere_p,country_birth_not_stated_m,country_birth_not_stated_f,country_birth_not_stated_p,os_visitors_m,os_visitors_f,os_visitors_p,tot_m,tot_f,tot_p,lga_name16
15850,2673,2706,5379,0,0,3,3,0,3,0,0,0,0,0,0,0,0,3,8,9,15,0,0,0,0,0,0,6,5,16,0,0,4,0,0,0,0,0,0,3,4,6,9,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,9,9,16,16,27,0,0,0,0,4,6,0,0,0,0,0,0,0,0,6,0,3,3,0,3,3,0,0,0,0,0,0,40,35,80,0,3,7,0,0,0,0,0,0,22,16,32,358,356,711,3,4,10,3156,3187,6342,Narromine (A)
15900,62032,63952,125988,142,175,317,785,908,1693,87,92,175,42,43,84,73,70,145,281,324,600,157,201,363,131,144,274,626,527,1158,69,71,137,142,106,246,54,55,110,165,136,309,316,323,644,43,76,120,195,204,400,16,17,38,205,225,428,26,20,44,115,113,227,811,817,1631,185,72,254,231,575,810,106,160,268,68,95,164,221,223,446,119,118,233,82,181,257,344,318,664,28,9,42,2132,1979,4108,289,309,599,168,211,383,85,88,164,2041,2077,4116,3468,3398,6862,526,726,1249,76601,79151,155748,Newcastle (C)
15950,17484,19147,36632,179,189,368,739,1230,1965,33,53,86,61,61,123,70,94,156,179,233,415,37,48,81,396,555,953,722,612,1331,91,128,218,173,190,356,12,18,28,238,227,467,209,147,357,377,653,1028,149,289,438,29,34,63,222,340,568,18,14,29,110,97,206,983,1041,2021,54,35,86,256,424,683,89,153,247,130,176,306,550,542,1097,107,137,242,163,339,501,22,21,37,46,51,94,2779,2374,5148,476,566,1043,76,145,225,48,54,101,2122,2475,4598,2400,2612,5012,586,687,1274,32412,36184,68596,North Sydney (A)
15990,80668,83517,164187,510,652,1160,1538,2027,3564,315,371,690,171,182,348,131,180,309,879,1061,1937,154,164,322,426,511,939,963,868,1829,223,334,557,359,376,734,37,41,77,686,670,1356,1139,1106,2244,256,600,856,328,457,785,118,130,244,250,353,601,44,69,116,551,616,1170,3026,2919,5945,45,29,75,572,1056,1626,187,302,491,258,256,515,1742,1685,3428,93,94,188,191,530,719,39,53,88,130,119,249,11558,11053,22611,1159,1266,2425,184,263,449,169,161,326,6162,7099,13260,5777,6364,12139,1234,1519,2749,122278,129038,251315,Northern Beaches (A)
16100,2122,1984,4102,3,0,7,6,5,10,0,3,0,0,0,0,0,0,3,14,18,25,0,3,4,0,0,3,0,0,6,0,0,0,3,0,3,3,0,3,5,6,13,14,0,12,0,0,0,3,0,3,3,0,7,0,0,0,0,0,0,5,4,11,48,39,84,0,0,0,0,3,6,3,0,3,0,0,0,6,4,13,3,3,6,0,0,0,0,0,0,0,0,0,78,81,158,5,0,3,3,0,7,4,3,9,47,43,87,323,309,630,11,0,10,2711,2518,5233,Oberon (A)
16150,16457,17319,33774,13,33,49,68,73,143,19,13,29,7,8,18,23,23,42,47,66,111,26,13,36,16,20,33,188,184,372,7,11,19,13,12,25,5,3,14,30,16,49,46,46,96,3,16,12,34,31,64,6,4,9,18,22,40,7,6,4,34,42,81,179,189,368,25,18,37,65,118,184,14,20,33,8,13,16,71,71,140,28,28,60,17,22,40,9,6,10,11,5,19,392,416,809,39,40,77,16,20,43,40,62,109,314,326,636,1524,1460,2985,56,65,116,19864,20853,40720,Orange (C)
16200,6028,6131,12159,3,4,5,19,25,43,0,0,7,3,4,4,9,11,18,12,13,23,0,0,0,0,0,3,17,17,36,14,14,21,0,0,0,11,8,21,9,10,22,3,4,6,0,0,0,3,3,11,5,0,3,4,3,9,4,0,3,11,17,30,54,38,90,5,5,9,32,54,81,5,0,8,0,3,3,25,17,39,4,3,7,4,3,8,0,0,0,0,0,0,93,116,208,3,7,12,0,4,5,3,0,3,33,40,65,704,739,1447,14,24,43,7136,7328,14465,Parkes (A)
16260,51372,50310,101680,160,170,322,10392,12826,23212,177,177,346,302,268,573,589,747,1333,259,286,549,255,257,513,2443,2508,4957,13110,10932,24044,613,791,1402,1640,1258,2894,331,249,582,252,221,474,537,436,973,149,310,457,4250,4620,8876,1371,1334,2703,1058,1229,2289,154,167,324,163,136,297,1675,1525,3200,915,656,1573,1476,2161,3635,234,289,526,341,381,727,444,475,921,1776,1582,3357,219,493,719,51,32,82,258,272,530,2400,1974,4380,383,355,735,693,811,1513,115,132,245,6601,6486,13081,7322,6994,14314,2263,2928,5195,116741,116793,233532,Parramatta (C)
16350,70080,71414,141493,75,100,177,526,697,1226,290,291,576,368,323,687,542,628,1173,380,435,815,224,223,453,85,88,172,1925,1820,3751,109,201,306,204,168,376,255,223,476,309,296,611,507,401,913,18,49,69,152,168,314,395,328,725,150,198,342,671,582,1262,272,260,531,1973,1889,3862,359,308,663,1593,2189,3787,153,206,357,60,102,162,342,387,726,417,412,825,107,276,385,60,61,118,120,112,229,3837,3795,7635,174,148,328,167,239,404,113,121,230,3758,3868,7623,5680,5840,11523,390,594,977,96832,99443,196280,Penrith (C)
11300,6786,6998,13781,23,15,33,3274,4272,7546,81,89,174,45,43,90,67,72,142,49,29,80,171,207,373,355,389,746,911,665,1572,132,146,282,33,21,55,15,6,27,101,70,169,473,549,1025,31,69,96,578,657,1237,292,296,589,170,153,324,13,30,44,15,3,20,196,161,355,55,40,92,164,278,443,47,63,109,45,63,110,30,34,60,86,124,212,85,173,254,14,10,24,38,45,85,277,190,468,48,42,87,329,461,793,3,3,7,1779,1549,3327,939,970,1911,360,568,927,18106,19575,37682,Burwood (A)
11350,10718,11552,22271,69,98,160,13,12,23,7,4,9,4,10,18,14,8,19,153,197,348,22,5,31,10,12,21,42,35,71,13,16,26,4,3,10,0,0,0,44,42,83,82,60,141,43,103,144,8,5,16,0,3,5,8,17,24,7,7,18,61,91,153,379,402,781,0,3,3,15,40,53,7,28,32,7,9,11,90,96,190,11,13,19,19,53,73,3,5,7,9,0,8,928,940,1874,150,182,336,6,8,19,13,11,24,525,554,1079,2308,2428,4732,338,450,790,16121,17505,33622,Byron (A)
11400,5628,5633,11259,5,4,7,3,6,11,6,3,8,0,0,0,0,0,0,10,25,31,0,0,0,3,3,7,14,10,17,0,3,3,0,0,0,0,0,0,7,5,13,10,8,15,0,6,3,6,3,3,0,0,3,0,8,6,0,4,3,10,9,19,59,55,112,3,0,3,13,19,35,0,4,3,0,0,0,19,25,49,0,0,0,0,6,6,0,0,0,0,0,0,143,154,299,3,9,16,0,0,0,3,7,9,51,35,88,492,510,1007,18,22,44,6515,6578,13097,Cabonne (A)
11450,29456,30668,60121,36,57,98,206,280,490,105,93,197,84,74,161,255,281,529,109,148,256,44,52,96,28,41,70,361,312,674,34,57,90,41,45,85,147,148,296,130,127,257,294,239,528,0,16,19,19,36,50,157,119,270,57,59,120,143,171,311,74,77,143,547,520,1070,76,71,153,213,328,541,58,87,147,25,38,64,172,189,358,63,63,129,40,100,141,42,36,81,24,8,36,1548,1525,3078,102,83,184,75,94,171,68,80,150,1300,1407,2710,1742,1865,3613,132,178,313,38025,39753,77784,Camden (A)
11500,48165,49092,97259,68,61,129,673,891,1564,189,200,388,425,380,801,1241,1436,2675,225,251,472,165,150,313,133,140,272,2376,2232,4609,266,331,595,115,85,198,363,343,703,189,133,321,278,201,479,35,54,80,52,97,150,585,542,1129,192,231,422,144,126,267,138,116,250,2002,2255,4254,606,491,1096,1686,2406,4093,224,258,480,60,55,113,425,464,886,311,322,632,188,372,555,94,96,190,42,34,71,2473,2508,4981,171,135,305,353,486,839,89,101,195,7284,7378,14663,4886,5375,10260,480,697,1181,77386,80503,157893,Campbelltown (C) (NSW)
11520,22628,23879,46504,71,78,150,3775,4872,8641,69,96,170,158,208,366,78,112,186,122,154,277,331,344,674,562,632,1196,1166,936,2103,161,223,381,176,154,339,32,27,57,311,211,525,1737,1917,3654,67,150,213,1534,1586,3122,230,206,433,322,385,708,57,74,130,68,46,111,616,627,1240,97,60,155,254,451,709,73,115,186,106,145,248,206,223,436,175,188,364,100,247,350,28,31,57,136,114,254,1409,1260,2667,157,211,366,291,370,656,29,28,53,2144,2309,4450,2411,2693,5103,602,869,1476,42489,46220,88704,Canada Bay (A)
11570,85785,85376,171155,96,105,200,8584,10199,18787,297,322,613,1527,1319,2843,978,1239,2219,325,418,744,3331,3691,7021,1088,1172,2256,2805,2284,5095,1659,1964,3620,365,259,626,1008,852,1865,305,241,546,1859,1901,3761,92,260,359,1439,1754,3192,10110,9691,19805,975,866,1844,243,296,536,90,103,194,2263,2186,4447,3066,1787,4852,1568,2561,4130,250,382,632,175,249,425,265,276,548,334,319,645,369,841,1213,1009,968,1980,372,327,700,1871,1583,3451,266,263,526,8685,10373,19062,79,78,160,17544,16038,33586,10746,10834,21578,1485,1964,3445,173331,175350,348686,Canterbury-Bankstown (A)
11600,1155,1013,2174,0,0,0,0,4,4,0,0,0,0,0,0,0,3,4,4,4,4,0,0,0,3,0,7,19,15,34,0,3,3,0,0,0,0,0,0,8,3,7,3,4,9,3,3,4,10,5,19,0,0,0,0,0,0,3,0,4,4,0,5,14,11,30,0,0,0,3,9,14,0,0,0,0,0,0,8,13,22,0,0,0,0,0,0,0,0,0,3,0,3,20,24,43,3,0,3,0,0,0,6,7,9,28,17,52,145,131,282,44,25,68,1492,1311,2802,Carrathool (A)
11650,124421,131553,255976,275,283,556,577,922,1503,149,111,263,197,156,352,168,214,383,511,647,1159,178,150,327,121,148,271,733,644,1381,154,235,390,63,63,123,33,27,58,532,496,1025,524,344,869,75,204,278,259,322,579,104,77,184,192,224,421,343,288,634,486,509,995,2621,2782,5405,83,60,140,509,1238,1743,151,180,327,81,113,201,756,834,1590,123,112,237,144,432,575,19,18,40,49,41,88,8773,8968,17742,521,515,1037,123,185,303,144,138,277,2891,3192,6086,9445,10611,20049,503,680,1177,157029,167717,324741,Central Coast (C) (NSW)
11700,842,712,1550,0,0,3,7,0,7,0,0,0,0,0,3,0,0,3,3,3,6,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,18,5,3,9,0,0,0,0,0,0,10,10,18,196,174,366,3,5,10,1095,935,2032,Central Darling (A)
11720,23629,23733,47360,16,27,36,20,35,54,8,6,13,0,5,7,29,19,52,67,86,155,3,3,5,6,3,11,46,50,94,7,16,22,3,0,3,0,0,0,27,22,51,33,18,45,4,6,10,7,8,15,10,4,19,20,25,43,15,12,23,35,47,83,274,240,512,15,10,22,42,143,181,11,13,23,3,10,13,49,45,97,6,8,18,25,66,92,0,3,4,4,0,5,657,669,1325,37,48,88,12,12,23,8,5,17,211,149,366,2163,2329,4494,79,91,174,27594,27964,55560,Cessnock (C)
11730,21634,21814,43448,29,27,48,22,35,53,5,3,7,5,7,19,18,14,32,78,88,164,10,5,15,18,12,30,49,41,88,9,20,26,4,0,4,0,0,3,27,17,44,24,18,44,4,21,26,3,5,4,0,0,3,13,22,33,10,15,28,95,86,184,294,298,596,4,3,10,11,144,158,5,5,9,3,6,8,41,46,91,12,17,29,7,37,45,3,0,3,3,3,3,802,787,1591,58,67,121,10,15,31,22,7,29,220,234,451,2291,2217,4509,89,99,191,25925,26244,52164,Clarence Valley (A)
11750,2075,1836,3906,5,5,6,0,3,3,0,0,3,0,0,0,4,6,11,8,3,7,0,0,0,0,0,0,4,12,16,0,5,3,0,0,0,0,0,0,4,5,15,3,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,8,43,40,84,0,0,5,3,13,20,0,0,0,0,0,0,10,13,27,9,4,11,0,3,5,0,0,0,0,0,0,22,28,56,0,5,6,0,3,3,0,3,3,34,30,68,340,282,622,3,6,12,2584,2312,4901,Cobar (A)
11800,28317,29900,58217,59,77,136,49,79,128,18,14,24,33,16,54,32,43,79,189,200,395,10,14,24,32,37,72,533,513,1048,9,37,43,20,18,43,5,10,15,85,81,163,77,63,136,26,46,68,28,34,56,9,7,17,55,75,130,22,28,45,137,123,264,504,561,1062,30,37,71,71,245,312,25,39,62,18,12,24,149,162,311,8,13,24,33,105,139,3,3,7,5,10,16,1573,1583,3157,103,127,231,16,32,45,22,21,46,940,1093,2039,2809,3083,5888,304,383,692,36367,38903,75269,Coffs Harbour (C)
12000,1773,1780,3556,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,6,10,8,16,18,0,0,7,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,34,33,63,5,0,5,0,0,0,0,0,0,8,9,17,236,232,472,3,4,3,2094,2096,4191,Coolamon (A)
12150,1569,1562,3124,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,8,3,0,3,0,0,0,3,7,11,0,0,3,0,0,0,0,0,0,0,3,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,6,13,17,0,0,3,0,0,3,0,0,5,0,0,0,0,3,3,0,6,4,0,0,0,0,0,0,0,0,0,10,23,32,0,0,0,0,0,3,0,0,0,0,0,3,351,344,697,0,4,5,1967,1979,3948,Coonamble (A)
12350,5190,5302,10496,5,5,7,11,20,27,9,5,12,0,0,0,3,3,7,31,13,40,3,0,3,3,3,6,11,12,19,4,0,5,0,0,0,0,0,0,4,10,18,9,6,10,0,3,4,0,0,5,0,0,0,3,3,7,0,10,8,18,22,34,47,35,81,0,0,0,3,22,23,4,0,3,0,3,4,14,13,30,0,3,6,0,0,0,0,0,0,0,0,0,125,133,252,9,11,16,5,3,5,3,5,8,60,56,115,545,565,1116,21,23,41,6141,6293,12430,Cowra (A)
12380,44935,44793,89728,65,57,118,6718,7331,14051,382,431,811,432,386,818,816,968,1782,161,181,345,305,346,657,622,612,1238,7794,6474,14268,341,495,829,1505,903,2414,1640,1282,2918,158,118,273,608,669,1284,41,91,135,2192,2155,4347,5517,5049,10566,460,511,973,657,705,1355,60,42,98,1377,1311,2690,3174,1472,4652,1625,2393,4014,141,188,323,117,163,274,140,143,291,2828,2013,4840,197,452,652,60,69,130,1774,1787,3560,971,784,1757,157,122,279,2112,2650,4756,63,68,128,13892,11037,24925,6507,6278,12781,1203,1555,2761,111737,106076,217813,Cumberland (A)
12700,3834,3834,7669,5,3,3,3,3,7,0,0,3,0,0,0,0,0,3,12,13,31,0,0,0,0,3,3,3,0,3,4,0,3,0,0,0,0,0,0,4,3,10,3,0,8,0,0,0,0,0,3,0,3,3,3,7,13,0,0,0,3,4,8,23,30,56,0,0,0,0,10,10,0,0,0,0,0,0,5,10,12,0,0,0,0,0,0,0,0,0,0,0,0,106,108,211,7,8,17,0,0,0,0,3,3,21,21,35,352,378,732,9,5,12,4405,4445,8855,Dungog (A)
12730,3580,3626,7204,0,3,3,4,7,7,0,0,0,3,0,3,0,0,0,10,8,17,8,3,11,0,5,4,20,19,34,0,0,0,0,0,0,0,0,0,7,7,8,11,12,22,0,4,4,7,3,14,0,0,0,3,3,6,0,0,0,13,10,19,36,36,74,0,3,3,7,9,18,0,3,3,0,0,0,16,15,28,7,6,13,0,0,0,0,0,0,0,0,4,68,80,145,3,7,7,0,0,0,0,0,3,64,39,99,491,500,993,40,21,67,4397,4433,8830,Edward River (A)
12750,14086,14621,28706,31,37,63,17,25,38,53,60,109,4,10,15,3,16,20,134,181,317,33,20,56,4,9,13,40,35,82,8,17,27,3,3,7,0,0,0,36,34,74,77,37,110,0,9,8,5,5,14,11,5,16,7,14,22,36,27,60,97,90,188,233,215,441,0,0,0,16,87,101,20,22,42,7,3,10,59,57,118,12,5,16,8,18,21,6,8,12,3,4,3,1063,1094,2149,49,59,114,18,22,38,10,13,15,305,317,621,1567,1604,3170,69,70,138,18112,18843,36961,Eurobodalla (A)
12850,41412,39267,80686,29,33,64,1808,2243,4046,919,1000,1917,216,209,427,644,734,1376,253,244,492,222,239,461,218,221,438,419,334,750,196,269,469,876,686,1560,9380,9373,18751,77,58,130,1705,1724,3428,22,43,62,38,63,103,1337,1131,2467,273,268,542,466,498,964,56,62,117,1442,1373,2815,178,149,331,972,1403,2377,220,257,480,52,50,101,60,58,119,117,101,214,645,868,1516,378,406,787,306,332,638,704,625,1330,116,94,207,13816,16882,30700,22,28,50,12658,13951,26609,5320,5296,10614,550,697,1243,98103,101270,199376,Fairfield (C)
12870,5052,5062,10112,0,0,0,9,7,15,3,3,4,0,0,0,0,3,3,21,27,51,0,0,3,0,4,3,5,12,18,0,6,10,0,0,0,0,0,0,9,10,19,17,9,24,0,5,5,13,6,14,0,0,0,3,3,3,7,3,8,18,17,38,55,53,105,4,5,10,12,35,53,3,3,6,0,0,0,10,0,7,3,7,7,0,6,7,0,0,0,0,0,0,183,184,369,6,7,15,3,0,8,0,3,3,31,38,64,560,583,1143,12,14,23,6039,6116,12152,Federation (A)
12900,4120,4057,8172,0,4,10,7,11,13,0,0,3,0,0,0,3,0,3,6,7,11,4,6,8,0,0,3,9,11,21,0,0,0,3,0,3,0,0,0,3,3,3,13,7,23,0,3,3,3,0,6,0,0,0,3,0,4,0,0,3,3,3,8,29,32,65,0,0,0,7,23,37,0,0,0,0,0,0,7,6,17,0,4,4,0,8,7,0,0,0,0,0,0,57,74,129,0,3,4,3,0,5,0,0,0,23,14,32,559,484,1042,7,11,24,4881,4768,9653,Forbes (A)
12930,36328,36561,72887,75,66,142,10665,12958,23622,317,374,693,682,661,1340,324,409,730,144,155,299,1109,1241,2352,1777,1812,3594,1143,1016,2154,693,874,1569,91,66,159,46,42,89,163,117,284,579,563,1140,84,215,297,236,311,551,825,825,1652,596,678,1269,102,124,228,58,53,115,1077,1094,2166,159,76,232,889,1378,2262,113,102,207,160,192,353,218,193,409,96,113,209,201,455,659,835,870,1707,69,49,124,1297,1053,2345,177,160,342,472,685,1153,43,53,89,6449,5975,12422,3223,3374,6590,1066,1571,2630,72561,76518,149079,Georges River (A)
12950,1780,1855,3639,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,4,3,9,0,0,4,0,0,3,9,5,16,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,15,24,0,0,0,0,13,14,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18,24,47,0,0,3,0,0,0,0,0,0,10,10,20,195,176,366,3,0,4,2051,2123,4178,Gilgandra (A)
13010,3556,3536,7085,3,3,3,7,7,18,0,0,0,0,0,0,4,0,3,12,10,20,0,0,3,0,0,0,11,17,21,0,5,5,0,0,0,0,0,0,5,3,12,0,0,0,0,7,7,0,0,3,0,0,0,3,0,4,0,5,5,18,10,28,27,46,74,3,0,6,3,24,28,0,0,0,0,0,6,8,8,11,0,0,0,0,0,0,0,0,0,3,0,7,112,126,235,7,9,11,4,0,4,0,0,0,44,38,80,490,547,1036,3,6,12,4330,4397,8728,Glen Innes Severn (A)
13310,12539,12073,24608,11,10,22,34,40,71,15,6,20,14,5,21,15,17,26,49,48,99,19,10,35,13,7,18,91,64,146,10,9,17,12,8,23,12,3,18,26,17,36,38,20,57,3,4,7,40,27,67,31,5,35,12,25,34,18,8,22,46,42,91,178,144,323,17,10,26,48,105,146,7,12,24,6,6,13,27,19,50,6,7,15,12,30,46,11,4,12,3,4,10,461,402,863,26,33,60,22,0,19,12,17,27,270,228,497,1033,1079,2110,55,79,136,15227,14633,29862,Goulburn Mulwaree (A)
13340,4438,4414,8849,5,3,6,3,4,5,4,4,8,0,0,0,9,8,19,29,21,48,3,0,3,0,3,3,3,0,9,0,0,0,0,0,0,0,0,0,12,11,16,3,0,8,0,3,9,0,0,0,0,0,0,0,3,3,3,0,6,30,20,44,50,43,91,0,0,0,8,16,22,0,0,0,0,0,0,5,9,9,0,0,5,0,5,10,0,0,0,0,0,0,98,120,221,5,12,17,3,0,3,0,0,0,28,27,47,354,396,744,9,11,17,5098,5126,10229,Greater Hume Shire (A)
13450,8976,9000,17972,6,4,10,29,41,62,0,0,0,8,9,17,86,79,166,19,19,40,0,3,3,5,10,19,510,458,970,4,3,6,12,3,11,3,3,5,18,14,24,506,539,1047,4,0,5,18,13,25,9,9,15,55,28,84,4,6,12,14,12,28,219,211,428,71,51,122,76,142,213,0,0,3,3,3,7,49,46,91,18,15,34,5,24,31,0,4,4,46,38,86,157,136,292,15,16,39,3,0,3,21,24,40,467,404,871,1339,1332,2670,176,196,370,12949,12882,25827,Griffith (C)
13510,4651,4737,9386,0,10,10,7,7,11,0,0,0,0,0,0,0,0,3,8,13,26,0,0,3,4,3,7,14,17,35,5,5,5,0,0,0,0,0,0,5,3,12,4,0,7,0,0,0,0,0,0,0,3,5,0,5,12,0,4,6,9,7,17,45,34,73,0,0,0,17,26,39,3,0,4,0,3,4,12,3,12,3,0,5,0,4,4,0,0,0,0,0,0,112,109,222,6,11,17,3,6,11,0,0,0,38,41,75,464,453,914,21,28,45,5433,5531,10968,Gundagai (A)
13550,5295,5208,10498,3,0,6,16,16,34,0,0,0,0,0,0,0,0,3,6,13,21,3,0,3,0,3,3,9,13,22,3,8,4,0,0,0,0,0,0,3,3,9,4,5,11,4,0,3,7,3,10,0,0,0,0,3,0,0,0,7,7,3,10,48,46,97,4,0,5,9,38,43,0,5,5,0,0,0,22,24,40,4,0,4,0,3,3,0,0,0,4,0,4,72,91,162,11,9,17,3,3,10,0,0,0,35,31,61,592,551,1141,24,12,38,6182,6093,12273,Gunnedah (A)
13660,2287,2165,4455,0,0,0,3,0,3,0,0,0,0,0,3,0,3,6,7,14,12,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,3,0,3,10,15,28,0,0,0,0,7,12,0,0,0,0,0,0,3,6,4,0,0,0,0,4,4,0,0,0,0,0,0,34,59,92,3,9,8,0,0,0,3,0,7,10,15,24,314,276,592,12,27,45,2709,2601,5307,Gwydir (A)
13800,26069,26293,52359,29,30,57,110,135,245,34,37,76,16,8,29,37,38,76,149,144,288,47,46,93,24,23,44,73,64,136,17,31,49,19,15,32,6,4,12,110,74,185,99,83,190,3,17,22,18,27,46,57,24,79,47,55,106,265,206,471,123,113,236,401,443,845,13,13,26,74,195,268,20,25,39,13,22,35,118,126,246,13,14,32,24,59,86,38,36,70,6,4,12,1317,1418,2729,59,88,145,20,38,61,14,18,24,406,440,838,1937,1977,3909,92,120,209,31897,32496,64397,Hawkesbury (C)
13850,1206,1163,2370,0,0,0,0,0,3,0,0,0,0,0,0,3,9,12,0,6,6,3,3,6,0,0,0,15,9,22,0,3,3,0,0,0,0,0,0,0,0,0,9,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,24,20,40,3,3,6,0,4,5,0,0,0,0,0,0,3,4,7,0,0,0,0,0,3,0,0,0,0,0,0,16,27,40,3,0,3,0,0,0,0,0,0,15,9,18,216,198,411,4,13,19,1530,1480,3013,Hay (A)
16380,30801,33357,64158,63,81,140,65,90,155,20,15,34,33,22,59,28,28,53,168,186,362,8,14,23,24,20,43,126,114,237,11,31,36,13,5,15,3,3,6,97,82,184,81,43,125,11,33,42,19,33,46,8,4,20,29,40,68,37,43,79,146,159,311,523,533,1050,7,3,12,58,199,255,18,28,51,7,26,34,137,145,278,19,13,33,16,65,81,5,11,15,11,4,12,1873,2027,3902,124,122,249,17,35,57,33,26,58,464,495,964,2725,2854,5582,143,195,341,37983,41175,79160,Port Macquarie-Hastings (A)
16400,27586,28264,55846,52,68,117,32,69,97,37,41,77,20,8,31,21,30,46,168,160,325,32,20,59,26,23,48,52,47,101,9,20,31,0,3,4,5,3,12,50,53,106,86,38,129,10,23,37,28,30,52,7,7,15,55,75,132,36,42,77,114,107,226,417,452,867,14,4,16,68,178,244,24,24,44,10,18,28,141,127,267,16,3,18,20,75,96,7,9,16,10,6,13,1569,1637,3201,87,96,181,17,23,37,20,21,45,413,446,856,2680,2731,5407,106,151,262,34034,35124,69161,Port Stephens (A)
16490,20876,20765,41642,43,67,115,94,119,209,89,84,171,31,22,49,58,68,127,137,145,283,58,73,133,21,23,46,471,381,855,23,57,83,22,20,36,11,9,21,65,44,105,207,190,399,10,25,32,24,32,53,7,17,27,50,71,118,47,32,76,59,59,123,420,358,774,65,36,101,169,286,454,37,49,86,25,28,55,99,97,192,53,50,102,20,67,85,279,243,523,16,11,19,1008,965,1976,146,142,285,38,55,88,22,26,55,873,896,1769,2696,2219,4914,122,148,267,28469,27975,56440,Queanbeyan-Palerang Regional (A)
16550,35870,36381,72246,216,287,504,4725,5181,9908,86,96,181,260,286,547,149,170,315,356,449,803,644,808,1460,847,863,1710,789,597,1390,1123,1270,2395,249,198,448,133,128,266,1439,1323,2761,579,489,1067,132,305,442,261,328,588,173,189,362,909,978,1884,116,147,262,149,150,293,1385,1312,2696,153,54,210,437,744,1182,232,331,556,348,382,724,876,873,1756,142,156,295,215,432,647,22,13,37,90,82,166,3917,3654,7575,498,574,1069,353,387,739,76,69,146,5778,6223,12002,5376,5429,10807,1492,2014,3508,70579,73375,143952,Randwick (C)
16610,9813,9831,19646,7,14,28,9,16,23,0,4,4,4,0,3,3,4,7,26,24,50,8,0,8,0,3,8,9,11,16,0,4,4,0,0,0,0,0,0,12,14,29,14,11,23,0,3,5,0,0,3,3,0,3,3,9,12,6,0,12,30,21,54,99,116,214,3,4,10,13,100,113,0,5,5,3,3,7,14,12,25,0,0,3,0,16,15,0,0,0,0,0,0,225,248,474,20,24,46,4,0,7,9,3,13,65,70,129,1037,1076,2115,17,28,40,11461,11675,23140,Richmond Valley (A)
