lga_code16,om_uie_75ov_hw_0,om_uie_75ov_hw_1_15,om_uie_75ov_hw_16_24,om_uie_75ov_hw_25_34,om_uie_75ov_hw_35_39,om_uie_75ov_hw_40,om_uie_75ov_hw_41_48,om_uie_75ov_hw_49mor,om_uie_75ov_hw_ns,om_uie_75ov_tot,om_uie_tot_hw_0,om_uie_tot_hw_1_15,om_uie_tot_hw_16_24,om_uie_tot_hw_25_34,om_uie_tot_hw_35_39,om_uie_tot_hw_40,om_uie_tot_hw_41_48,om_uie_tot_hw_49mor,om_uie_tot_hw_ns,om_uie_tot_tot,cfw_15_19_hw_0,cfw_15_19_hw_1_15,cfw_15_19_hw_16_24,cfw_15_19_hw_25_34,cfw_15_19_hw_35_39,cfw_15_19_hw_40,cfw_15_19_hw_41_48,cfw_15_19_hw_49mor,cfw_15_19_hw_ns,cfw_15_19_tot,cfw_20_24_hw_0,cfw_20_24_hw_1_15,cfw_20_24_hw_16_24,cfw_20_24_hw_25_34,cfw_20_24_hw_35_39,cfw_20_24_hw_40,cfw_20_24_hw_41_48,cfw_20_24_hw_49mor,cfw_20_24_hw_ns,cfw_20_24_tot,cfw_25_29_hw_0,cfw_25_29_hw_1_15,cfw_25_29_hw_16_24,cfw_25_29_hw_25_34,cfw_25_29_hw_35_39,cfw_25_29_hw_40,cfw_25_29_hw_41_48,cfw_25_29_hw_49mor,cfw_25_29_hw_ns,cfw_25_29_tot,cfw_30_34_hw_0,cfw_30_34_hw_1_15,cfw_30_34_hw_16_24,cfw_30_34_hw_25_34,cfw_30_34_hw_35_39,cfw_30_34_hw_40,cfw_30_34_hw_41_48,cfw_30_34_hw_49mor,cfw_30_34_hw_ns,cfw_30_34_tot,cfw_35_39_hw_0,cfw_35_39_hw_1_15,cfw_35_39_hw_16_24,cfw_35_39_hw_25_34,cfw_35_39_hw_35_39,cfw_35_39_hw_40,cfw_35_39_hw_41_48,cfw_35_39_hw_49mor,cfw_35_39_hw_ns,cfw_35_39_tot,cfw_40_44_hw_0,cfw_40_44_hw_1_15,cfw_40_44_hw_16_24,cfw_40_44_hw_25_34,cfw_40_44_hw_35_39,cfw_40_44_hw_40,cfw_40_44_hw_41_48,cfw_40_44_hw_49mor,cfw_40_44_hw_ns,cfw_40_44_tot,cfw_45_49_hw_0,cfw_45_49_hw_1_15,cfw_45_49_hw_16_24,cfw_45_49_hw_25_34,cfw_45_49_hw_35_39,cfw_45_49_hw_40,cfw_45_49_hw_41_48,cfw_45_49_hw_49mor,cfw_45_49_hw_ns,cfw_45_49_tot,cfw_50_54_hw_0,cfw_50_54_hw_1_15,cfw_50_54_hw_16_24,cfw_50_54_hw_25_34,cfw_50_54_hw_35_39,cfw_50_54_hw_40,cfw_50_54_hw_41_48,cfw_50_54_hw_49mor,cfw_50_54_hw_ns,cfw_50_54_tot,cfw_55_59_hw_0,cfw_55_59_hw_1_15,cfw_55_59_hw_16_24,cfw_55_59_hw_25_34,cfw_55_59_hw_35_39,cfw_55_59_hw_40,cfw_55_59_hw_41_48,cfw_55_59_hw_49mor,cfw_55_59_hw_ns,cfw_55_59_tot,cfw_60_64_hw_0,cfw_60_64_hw_1_15,cfw_60_64_hw_16_24,cfw_60_64_hw_25_34,cfw_60_64_hw_35_39,cfw_60_64_hw_40,cfw_60_64_hw_41_48,cfw_60_64_hw_49mor,cfw_60_64_hw_ns,cfw_60_64_tot,cfw_65_69_hw_0,cfw_65_69_hw_1_15,cfw_65_69_hw_16_24,cfw_65_69_hw_25_34,cfw_65_69_hw_35_39,cfw_65_69_hw_40,cfw_65_69_hw_41_48,cfw_65_69_hw_49mor,cfw_65_69_hw_ns,cfw_65_69_tot,cfw_70_74_hw_0,cfw_70_74_hw_1_15,cfw_70_74_hw_16_24,cfw_70_74_hw_25_34,cfw_70_74_hw_35_39,cfw_70_74_hw_40,cfw_70_74_hw_41_48,cfw_70_74_hw_49mor,cfw_70_74_hw_ns,cfw_70_74_tot,cfw_75ov_hw_0,cfw_75ov_hw_1_15,cfw_75ov_hw_16_24,cfw_75ov_hw_25_34,cfw_75ov_hw_35_39,cfw_75ov_hw_40,cfw_75ov_hw_41_48,cfw_75ov_hw_49mor,cfw_75ov_hw_ns,cfw_75ov_tot,cfw_tot_hw_0,cfw_tot_hw_1_15,cfw_tot_hw_16_24,cfw_tot_hw_25_34,cfw_tot_hw_35_39,cfw_tot_hw_40,cfw_tot_hw_41_48,cfw_tot_hw_49mor,cfw_tot_hw_ns,cfw_tot_tot,et_ns_15_19_hw_0,et_ns_15_19_hw_1_15,et_ns_15_19_hw_16_24,et_ns_15_19_hw_25_34,et_ns_15_19_hw_35_39,et_ns_15_19_hw_40,et_ns_15_19_hw_41_48,et_ns_15_19_hw_49mor,et_ns_15_19_hw_ns,et_ns_15_19_tot,et_ns_20_24_hw_0,et_ns_20_24_hw_1_15,et_ns_20_24_hw_16_24,et_ns_20_24_hw_25_34,et_ns_20_24_hw_35_39,et_ns_20_24_hw_40,et_ns_20_24_hw_41_48,et_ns_20_24_hw_49mor,et_ns_20_24_hw_ns,et_ns_20_24_tot,et_ns_25_29_hw_0,et_ns_25_29_hw_1_15,et_ns_25_29_hw_16_24,et_ns_25_29_hw_25_34,et_ns_25_29_hw_35_39,et_ns_25_29_hw_40,et_ns_25_29_hw_41_48,et_ns_25_29_hw_49mor,et_ns_25_29_hw_ns,et_ns_25_29_tot,et_ns_30_34_hw_0,et_ns_30_34_hw_1_15,et_ns_30_34_hw_16_24,et_ns_30_34_hw_25_34,et_ns_30_34_hw_35_39,et_ns_30_34_hw_40,et_ns_30_34_hw_41_48,et_ns_30_34_hw_49mor,et_ns_30_34_hw_ns,et_ns_30_34_tot,lga_name16
34530,0,10,10,3,0,0,0,8,0,30,28,163,99,119,68,153,72,335,14,1056,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,4,0,10,0,3,3,0,3,3,0,3,4,16,0,7,0,0,3,0,0,7,3,23,0,7,0,3,0,4,0,8,4,36,0,7,3,8,0,0,0,11,0,32,0,7,0,7,5,3,0,20,3,47,0,8,5,3,5,4,0,12,0,43,0,12,0,0,0,5,0,16,3,39,0,13,5,0,0,6,0,11,3,40,0,3,8,4,0,3,0,8,0,26,0,0,3,0,0,0,0,12,8,27,10,75,34,25,22,33,7,115,26,340,0,4,0,0,0,0,0,0,3,8,0,3,0,3,0,5,0,0,3,14,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,6,Livingstone (S)
34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lockhart River (S)
34580,0,4,3,3,0,0,0,9,0,25,29,148,88,115,60,129,68,316,13,968,0,13,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,14,0,0,9,0,0,0,3,3,0,17,0,7,3,3,3,0,0,6,0,21,0,5,3,3,3,3,0,9,0,35,0,4,0,5,0,3,3,11,0,34,0,11,0,3,3,4,3,13,4,46,0,6,5,9,0,3,3,8,0,34,0,13,7,3,0,4,3,14,7,44,0,13,10,3,3,4,0,15,5,50,0,10,10,4,3,3,0,13,3,48,0,3,0,0,0,3,0,14,4,27,12,89,43,37,24,35,20,113,28,392,0,4,0,0,5,0,0,0,6,13,0,0,0,0,4,0,3,3,0,13,3,4,0,0,0,4,0,0,3,17,0,0,0,0,3,3,0,0,0,11,Lockyer Valley (R)
34590,0,19,4,4,3,0,0,3,0,41,151,1037,678,958,535,1086,501,1503,126,6579,4,39,0,7,0,3,0,3,10,63,0,14,10,5,0,9,4,4,3,49,4,24,15,9,3,0,7,11,0,80,8,39,16,13,5,17,0,15,6,125,4,36,19,17,7,11,8,29,5,137,5,53,19,27,14,18,11,32,10,194,9,42,21,10,7,17,8,37,7,159,5,43,22,16,5,21,3,48,5,170,5,46,26,16,4,14,3,31,8,156,4,38,20,16,4,10,9,19,4,127,7,32,23,10,3,8,5,11,5,102,4,21,6,6,0,3,3,8,3,52,4,11,3,0,0,3,0,0,3,27,65,431,209,166,59,147,49,246,73,1452,0,27,14,4,0,5,3,0,12,60,7,8,8,6,15,13,0,3,22,83,3,4,5,4,12,8,3,5,26,72,6,9,6,3,13,9,3,10,20,85,Logan (C)
41010,0,0,0,0,0,0,0,0,0,0,8,12,11,21,8,25,12,61,0,164,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,5,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,7,8,7,7,11,0,14,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceduna (DC)
41060,0,19,12,3,4,0,3,4,0,44,98,470,300,451,333,503,217,580,32,2967,0,8,0,0,0,0,0,0,0,11,0,16,0,3,0,0,0,0,0,19,0,9,4,0,6,0,0,3,0,26,0,19,3,8,0,0,0,3,3,33,0,8,4,3,4,6,0,6,4,38,0,8,4,10,3,4,4,4,0,35,0,11,6,3,0,3,0,15,0,39,0,18,3,0,4,7,3,4,3,40,0,15,10,6,0,0,0,7,6,48,3,21,4,3,0,0,3,4,3,39,0,16,10,5,3,0,0,5,0,40,0,14,8,7,0,0,0,0,3,31,0,6,9,6,0,0,0,0,3,22,8,164,67,55,18,24,16,49,22,435,0,13,0,0,3,0,0,0,4,26,0,4,3,3,9,5,0,0,4,36,7,3,4,7,8,3,5,0,6,32,0,3,0,3,3,9,0,6,9,28,Charles Sturt (C)
37400,0,0,0,0,0,0,0,5,0,5,0,7,3,0,3,14,8,40,0,71,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,5,0,10,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,4,6,0,33,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winton (S)
37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Woorabinda (S)
41190,0,0,0,0,0,0,0,0,3,4,3,20,14,16,14,29,20,83,8,199,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,3,0,3,0,11,0,3,0,0,0,3,0,6,0,10,0,0,3,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,8,6,4,0,11,4,40,3,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cleve (DC)
41750,0,0,0,0,0,0,0,0,0,0,3,6,7,10,0,12,8,49,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,14,0,21,0,0,0,0,0,0,6,12,0,19,0,4,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,3,6,0,7,8,44,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,Elliston (DC)
37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wujal Wujal (S)
37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yarrabah (S)
41960,0,0,0,0,0,0,0,0,0,0,10,11,3,10,4,11,4,44,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,13,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Franklin Harbour (DC)
40070,4,23,6,3,4,3,0,9,4,56,68,397,254,421,303,505,320,1005,70,3343,0,3,3,0,0,0,0,0,0,10,0,13,0,0,0,3,0,0,7,28,0,11,0,7,3,6,0,10,3,44,0,20,10,3,6,3,0,9,8,50,0,12,8,3,6,3,4,13,0,47,0,12,9,3,7,12,0,10,0,56,3,14,3,8,3,12,3,16,4,66,3,13,7,3,0,6,3,14,4,58,0,10,4,5,3,7,6,8,0,46,3,11,7,3,4,5,0,4,4,43,0,19,6,3,0,0,0,3,3,39,6,12,4,5,0,0,0,0,3,27,3,9,5,3,0,0,0,0,6,31,16,155,63,47,29,63,20,103,49,546,4,7,3,0,3,0,0,0,8,31,6,15,6,7,10,5,5,5,13,67,4,9,5,8,13,15,11,4,25,85,4,3,13,8,17,11,6,8,15,80,Adelaide (C)
40120,0,13,8,4,0,3,0,3,0,38,52,322,191,250,126,216,108,283,19,1564,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,11,0,10,0,0,0,0,0,0,0,17,0,9,4,3,3,0,0,9,0,26,0,4,0,9,3,8,0,13,3,38,0,10,6,3,7,5,3,15,0,45,7,9,10,5,0,9,3,8,0,42,0,16,5,8,0,9,0,12,0,48,3,11,11,11,0,4,0,8,3,59,0,17,3,4,3,0,0,6,4,32,3,7,4,0,0,0,0,5,0,22,19,97,48,41,12,32,8,78,13,351,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,0,6,Adelaide Hills (DC)
40220,0,8,9,6,0,3,3,11,0,41,21,192,118,166,78,149,81,264,16,1076,0,6,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,4,0,14,0,8,0,0,0,3,0,3,3,12,3,3,0,4,0,3,0,18,0,29,0,4,0,0,3,0,3,3,0,20,0,6,0,3,0,7,0,13,0,32,4,8,4,3,0,0,0,16,0,38,0,7,3,8,4,6,0,12,3,42,3,17,7,3,0,3,3,5,0,39,0,12,5,10,0,5,0,6,0,39,0,7,3,3,3,3,4,3,3,31,12,84,30,30,13,34,10,84,12,308,0,5,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,6,3,8,Alexandrina (DC)
41330,0,0,0,0,0,3,0,0,0,5,6,12,7,10,6,12,3,25,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,4,0,6,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Coober Pedy (DC)
41560,0,3,0,3,3,3,0,0,0,15,25,100,46,64,34,88,26,122,16,519,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,3,0,7,0,10,0,0,0,0,0,0,0,4,0,10,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,8,0,16,0,6,0,3,0,0,0,0,0,16,0,4,0,0,0,7,0,3,0,17,0,0,0,0,0,0,0,0,3,3,0,7,0,4,0,0,0,0,0,10,8,3,3,0,0,0,0,0,0,12,17,24,12,18,3,12,3,18,8,115,0,4,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,9,Copper Coast (DC)
40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anangu Pitjantjatjara (AC)
40310,0,7,5,6,0,3,0,8,0,22,36,190,91,129,46,124,73,217,13,922,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,4,0,3,4,0,0,3,0,0,0,18,0,4,0,0,0,3,0,6,0,14,0,9,5,0,0,7,0,6,0,26,0,3,0,0,0,3,3,7,0,23,0,4,5,0,3,3,0,7,0,24,0,6,0,8,0,3,0,10,0,33,0,10,10,7,0,3,0,9,0,42,0,9,5,9,0,3,3,16,5,47,3,6,3,3,0,0,0,11,0,29,0,14,3,0,0,0,0,3,5,28,7,68,43,31,12,35,10,67,19,294,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,9,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,Barossa (DC)
40430,5,0,0,0,0,0,0,0,0,8,7,22,9,10,9,17,13,72,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,10,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,4,4,13,0,3,0,12,3,16,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barunga West (DC)
40520,0,0,3,3,0,0,0,0,0,8,17,43,29,63,26,58,31,101,7,388,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,4,0,10,0,0,0,3,0,0,0,3,0,12,0,3,0,6,0,3,3,5,0,19,3,0,0,0,0,3,0,4,0,17,0,3,0,0,0,3,0,3,0,14,0,3,4,0,0,5,4,3,0,22,0,7,4,5,0,3,3,6,0,29,0,4,0,4,0,3,0,0,0,15,0,6,0,0,0,0,0,0,0,13,12,30,12,17,5,26,16,27,8,161,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Berri and Barmera (DC)
40700,3,20,12,0,0,0,0,3,0,42,33,319,194,235,113,208,93,253,15,1454,0,4,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,8,0,3,4,0,0,0,0,3,0,12,0,5,3,0,0,0,0,3,0,10,0,4,0,3,0,0,0,0,0,20,0,6,5,0,0,0,0,5,0,27,0,18,0,3,0,3,3,7,0,32,0,4,3,3,0,4,3,7,0,26,3,5,3,4,0,0,0,6,0,25,0,6,3,0,0,0,0,0,0,18,0,9,3,6,0,0,0,0,0,25,0,12,7,3,0,3,0,0,0,25,0,10,3,5,0,0,0,0,0,22,11,99,41,31,9,20,9,33,6,260,0,0,0,0,0,0,0,0,6,9,0,0,3,0,3,0,0,0,4,11,0,0,0,0,0,3,3,0,3,9,0,0,0,0,0,0,0,0,0,9,Burnside (C)
40910,0,6,3,5,0,3,3,0,0,22,28,241,129,177,99,166,93,177,13,1116,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,6,4,0,0,0,0,0,0,6,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,3,0,9,3,20,0,3,5,3,3,3,0,0,0,19,0,9,0,3,0,0,0,8,0,22,0,7,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,12,3,4,3,0,0,3,0,4,0,13,0,10,3,4,0,0,0,0,0,15,0,3,0,5,0,0,0,0,0,12,0,4,0,3,0,0,0,0,0,11,8,59,21,24,6,10,0,27,11,165,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,3,5,Campbelltown (C) (SA)
41830,0,0,0,0,0,0,0,0,0,0,0,8,3,14,3,17,0,28,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,3,3,0,20,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flinders Ranges (DC)
42030,0,3,0,0,0,0,0,0,0,9,22,89,69,87,61,88,53,126,7,599,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,3,0,8,0,3,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,4,0,13,0,3,0,0,0,0,0,3,3,6,0,8,0,0,0,3,0,0,0,8,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,4,29,5,8,0,6,3,14,3,82,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Gawler (T)
