lga_code16,p_m1_tram_inc_lr_15_24,p_m1_tram_inc_lr_25_34,p_m1_tram_inc_lr_35_44,p_m1_tram_inc_lr_45_54,p_m1_tram_inc_lr_55_64,p_m1_tram_inc_lr_65_74,p_m1_tram_inc_lr_75ov,p_m1_tram_inc_lr_tot,p_m1_taxi_15_24,p_m1_taxi_25_34,p_m1_taxi_35_44,p_m1_taxi_45_54,p_m1_taxi_55_64,p_m1_taxi_65_74,p_m1_taxi_75ov,p_m1_taxi_tot,p_m1_carasdriv_15_24,p_m1_carasdriv_25_34,p_m1_carasdriv_35_44,p_m1_carasdriv_45_54,p_m1_carasdriv_55_64,p_m1_carasdriv_65_74,p_m1_carasdriv_75ov,p_m1_carasdriv_tot,p_m1_caraspas_15_24,p_m1_caraspas_25_34,p_m1_caraspas_35_44,p_m1_caraspas_45_54,p_m1_caraspas_55_64,p_m1_caraspas_65_74,p_m1_caraspas_75ov,p_m1_caraspas_tot,p_m1_truck_15_24,p_m1_truck_25_34,p_m1_truck_35_44,p_m1_truck_45_54,p_m1_truck_55_64,p_m1_truck_65_74,p_m1_truck_75ov,p_m1_truck_tot,p_m1_mbikescoot_15_24,p_m1_mbikescoot_25_34,p_m1_mbikescoot_35_44,p_m1_mbikescoot_45_54,p_m1_mbikescoot_55_64,p_m1_mbikescoot_65_74,p_m1_mbikescoot_75ov,p_m1_mbikescoot_tot,p_m1_bicycle_15_24,p_m1_bicycle_25_34,p_m1_bicycle_35_44,p_m1_bicycle_45_54,p_m1_bicycle_55_64,p_m1_bicycle_65_74,p_m1_bicycle_75ov,p_m1_bicycle_tot,p_m1_other_15_24,p_m1_other_25_34,p_m1_other_35_44,p_m1_other_45_54,p_m1_other_55_64,p_m1_other_65_74,p_m1_other_75ov,p_m1_other_tot,p_m1_wlkonly_15_24,p_m1_wlkonly_25_34,p_m1_wlkonly_35_44,p_m1_wlkonly_45_54,p_m1_wlkonly_55_64,p_m1_wlkonly_65_74,p_m1_wlkonly_75ov,p_m1_wlkonly_tot,p_m1_tot_m1_15_24,p_m1_tot_m1_25_34,p_m1_tot_m1_35_44,p_m1_tot_m1_45_54,p_m1_tot_m1_55_64,p_m1_tot_m1_65_74,p_m1_tot_m1_75ov,p_m1_tot_m1_tot,p_m2_trnbus_15_24,p_m2_trnbus_25_34,p_m2_trnbus_35_44,p_m2_trnbus_45_54,p_m2_trnbus_55_64,p_m2_trnbus_65_74,p_m2_trnbus_75ov,p_m2_trnbus_tot,p_m2_trnfer_15_24,p_m2_trnfer_25_34,p_m2_trnfer_35_44,p_m2_trnfer_45_54,p_m2_trnfer_55_64,p_m2_trnfer_65_74,p_m2_trnfer_75ov,p_m2_trnfer_tot,p_m2_trntrm_inc_lr_15_24,p_m2_trntrm_inc_lr_25_34,p_m2_trntrm_inc_lr_35_44,p_m2_trntrm_inc_lr_45_54,p_m2_trntrm_inc_lr_55_64,p_m2_trntrm_inc_lr_65_74,p_m2_trntrm_inc_lr_75ov,p_m2_trntrm_inc_lr_tot,p_m2_trncarasdriv_15_24,p_m2_trncarasdriv_25_34,p_m2_trncarasdriv_35_44,p_m2_trncarasdriv_45_54,p_m2_trncarasdriv_55_64,p_m2_trncarasdriv_65_74,p_m2_trncarasdriv_75ov,p_m2_trncarasdriv_tot,p_m2_trncaraspas_15_24,p_m2_trncaraspas_25_34,p_m2_trncaraspas_35_44,p_m2_trncaraspas_45_54,p_m2_trncaraspas_55_64,p_m2_trncaraspas_65_74,p_m2_trncaraspas_75ov,p_m2_trncaraspas_tot,p_m2_trnoth_15_24,p_m2_trnoth_25_34,p_m2_trnoth_35_44,p_m2_trnoth_45_54,p_m2_trnoth_55_64,p_m2_trnoth_65_74,p_m2_trnoth_75ov,p_m2_trnoth_tot,p_m2_train_and_tot_15_24,p_m2_train_and_tot_25_34,p_m2_train_and_tot_35_44,p_m2_train_and_tot_45_54,p_m2_train_and_tot_55_64,p_m2_train_and_tot_65_74,p_m2_train_and_tot_75ov,p_m2_train_and_tot_tot,p_m2_busfer_15_24,p_m2_busfer_25_34,p_m2_busfer_35_44,p_m2_busfer_45_54,p_m2_busfer_55_64,p_m2_busfer_65_74,p_m2_busfer_75ov,p_m2_busfer_tot,p_m2_bustrm_inc_lr_15_24,p_m2_bustrm_inc_lr_25_34,p_m2_bustrm_inc_lr_35_44,p_m2_bustrm_inc_lr_45_54,p_m2_bustrm_inc_lr_55_64,p_m2_bustrm_inc_lr_65_74,p_m2_bustrm_inc_lr_75ov,p_m2_bustrm_inc_lr_tot,p_m2_buscarasdriv_15_24,p_m2_buscarasdriv_25_34,p_m2_buscarasdriv_35_44,p_m2_buscarasdriv_45_54,p_m2_buscarasdriv_55_64,p_m2_buscarasdriv_65_74,p_m2_buscarasdriv_75ov,p_m2_buscarasdriv_tot,p_m2_buscaraspas_15_24,p_m2_buscaraspas_25_34,p_m2_buscaraspas_35_44,p_m2_buscaraspas_45_54,p_m2_buscaraspas_55_64,p_m2_buscaraspas_65_74,p_m2_buscaraspas_75ov,p_m2_buscaraspas_tot,p_m2_busoth_15_24,p_m2_busoth_25_34,p_m2_busoth_35_44,p_m2_busoth_45_54,p_m2_busoth_55_64,p_m2_busoth_65_74,p_m2_busoth_75ov,p_m2_busoth_tot,p_m2_bustot_15_24,p_m2_bustot_25_34,p_m2_bustot_35_44,p_m2_bustot_45_54,p_m2_bustot_55_64,p_m2_bustot_65_74,p_m2_bustot_75ov,p_m2_bustot_tot,p_m2_other_m2_15_24,p_m2_other_m2_25_34,p_m2_other_m2_35_44,p_m2_other_m2_45_54,p_m2_other_m2_55_64,p_m2_other_m2_65_74,p_m2_other_m2_75ov,p_m2_other_m2_tot,p_m2_tot_m2_15_24,p_m2_tot_m2_25_34,p_m2_tot_m2_35_44,p_m2_tot_m2_45_54,p_m2_tot_m2_55_64,p_m2_tot_m2_65_74,p_m2_tot_m2_75ov,p_m2_tot_m2_tot,lga_name16
36580,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,466,711,822,946,666,136,17,3754,139,84,55,43,21,4,0,346,3,13,16,26,27,19,0,107,3,9,9,12,7,3,0,43,0,0,6,7,0,0,0,12,0,4,10,10,15,3,0,39,61,23,40,61,78,20,3,288,673,848,951,1109,814,185,22,4601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,6,3,10,8,3,5,0,0,30,11,9,8,11,8,0,0,41,Somerset (R)
36630,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,920,1269,1521,1796,1280,289,40,7118,268,107,68,95,55,20,3,609,4,19,19,33,32,13,3,118,7,14,19,23,19,0,3,81,19,13,16,8,10,3,0,60,0,13,10,20,21,11,4,74,114,88,72,115,123,37,14,559,1357,1533,1743,2104,1545,363,65,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,11,8,9,7,8,10,0,0,49,17,9,14,13,13,0,0,62,South Burnett (R)
36660,0,0,0,0,0,0,0,0,7,3,9,10,3,0,0,30,1101,1417,1772,2185,1672,351,46,8547,437,117,84,105,77,20,3,838,10,29,36,51,59,27,4,214,5,6,13,21,21,4,3,80,14,15,12,18,16,0,0,76,3,6,14,31,26,16,3,102,115,88,107,145,128,61,17,651,1698,1690,2059,2563,2008,466,72,10565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,20,19,12,20,6,0,83,10,17,14,14,16,6,0,91,Southern Downs (R)
36720,4,0,0,0,0,0,0,8,26,16,4,19,13,7,0,87,10175,14309,17579,19536,12743,2290,166,76804,2408,808,559,636,498,128,22,5062,35,112,192,277,219,64,6,906,68,136,159,214,167,20,0,764,219,157,210,213,124,15,0,945,60,83,149,147,139,52,5,634,593,499,467,605,547,168,19,2898,14017,16337,19479,21790,14564,2773,215,89180,13,4,4,3,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,9,3,13,8,3,0,41,5,0,0,0,0,0,0,4,0,0,0,3,3,0,0,13,22,23,12,18,7,4,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,11,6,0,0,40,72,14,10,11,0,0,0,110,3,8,0,0,0,0,0,15,86,31,14,27,6,0,0,172,115,131,129,139,85,12,0,617,224,185,154,184,106,23,3,878,Sunshine Coast (R)
36820,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,607,870,1120,1359,1144,268,31,5399,254,90,44,75,50,19,4,529,0,6,13,23,35,8,0,87,3,4,5,21,17,8,0,61,3,4,6,13,9,0,0,39,3,7,5,15,16,6,8,71,61,54,58,95,119,47,16,453,980,1068,1260,1613,1404,356,56,6732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,4,7,10,5,8,0,0,29,3,8,10,10,5,0,0,42,Tablelands (R)
36910,0,0,0,0,0,0,0,4,41,24,29,25,23,11,0,152,6900,10121,10418,11501,7878,1554,116,48491,1787,774,500,549,372,90,8,4084,19,113,128,151,156,50,13,634,58,116,109,136,106,13,3,552,83,112,120,113,69,10,0,518,40,77,58,67,64,39,14,359,517,440,371,414,409,161,28,2346,9512,11823,11781,13003,9114,1934,192,57362,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,3,6,0,0,22,9,5,0,5,3,0,0,16,0,6,0,3,0,0,0,12,14,19,7,11,11,0,0,55,78,118,98,85,69,17,3,469,91,140,104,104,80,18,3,538,Toowoomba (R)
36950,0,0,0,0,0,0,0,0,0,3,10,7,5,3,0,31,33,125,119,105,92,14,3,481,35,65,38,25,17,6,0,180,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,5,0,5,11,3,4,0,0,21,12,23,14,26,20,3,0,104,55,101,96,69,58,17,3,394,154,331,289,242,197,34,7,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,3,5,0,3,0,0,0,12,3,6,5,10,6,0,0,42,7,15,9,13,6,0,0,56,Torres (S)
36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,53,73,62,41,3,0,247,20,18,20,19,16,0,0,95,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,15,4,9,10,8,4,3,0,33,76,138,120,97,68,13,3,509,117,222,226,198,138,20,0,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,10,0,0,3,7,0,0,0,10,Torres Strait Island (R)
37010,0,5,0,0,0,0,0,11,37,34,26,22,19,8,0,144,9465,13881,13166,12908,8184,1446,125,59183,2135,888,623,633,401,79,13,4766,23,78,123,134,120,21,3,505,125,228,204,280,186,27,0,1050,228,305,284,298,141,18,0,1274,62,132,70,75,79,21,0,441,708,476,290,330,242,58,12,2118,13014,16179,14905,14791,9448,1686,154,70178,6,3,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,11,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,13,7,6,3,0,0,37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,6,5,0,3,3,0,29,42,7,10,9,0,0,0,72,4,10,6,6,4,0,0,23,54,23,22,20,10,3,0,127,129,156,137,144,87,13,0,670,195,190,166,167,98,17,0,838,Townsville (C)
31000,9,24,23,15,10,0,0,81,212,409,290,284,166,56,11,1430,48608,95148,99765,95221,56656,11057,862,407321,10584,7989,5095,4585,3209,655,86,32199,185,605,751,951,762,229,20,3504,917,2264,2195,2021,1018,82,5,8512,1067,3082,3064,2323,875,65,3,10485,281,767,774,791,516,153,35,3317,5549,8082,4057,3198,2079,507,64,23534,83669,145251,135506,124179,73846,14149,1171,577767,1293,1789,1271,944,628,115,10,6049,15,15,12,7,7,0,0,63,0,3,4,0,0,0,0,9,1130,2546,3177,2648,1382,192,13,11095,434,576,431,391,226,25,0,2088,98,197,225,173,101,17,0,811,2968,5125,5122,4172,2354,353,20,20114,66,155,140,106,50,6,0,524,3,6,0,3,0,0,0,9,564,955,1031,726,394,60,0,3734,627,480,295,245,143,34,0,1827,101,228,165,86,51,3,0,636,1365,1824,1631,1167,638,108,4,6734,807,1297,1177,1030,605,99,8,5026,5135,8244,7933,6372,3602,557,29,31873,Brisbane (C)
31900,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,9,674,813,1070,1223,1002,200,28,5007,199,78,35,41,25,8,4,393,3,22,45,53,46,23,7,193,8,8,9,9,13,0,0,47,6,8,6,14,11,0,0,51,4,7,10,20,16,11,9,71,37,57,64,91,91,31,13,390,956,1000,1238,1450,1205,279,55,6186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,8,11,3,0,0,42,3,12,12,11,3,0,0,43,Burdekin (S)
31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,15,3,3,0,38,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,14,4,6,18,0,0,62,15,21,18,24,27,5,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burke (S)
32080,0,0,3,0,3,0,0,5,42,59,49,26,27,3,0,202,5166,9484,11423,11527,7551,1582,129,46855,1655,789,593,574,396,85,7,4110,19,51,80,113,83,31,7,379,41,152,160,176,105,16,0,651,182,337,313,274,159,22,3,1294,60,115,96,109,78,20,8,492,434,603,397,394,322,100,23,2273,7938,11778,13284,13342,8831,1883,173,57226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,13,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,3,9,0,4,0,0,25,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,9,5,3,4,3,0,0,26,55,18,19,10,3,3,0,108,16,12,7,3,5,0,0,39,77,30,29,18,11,3,0,173,74,132,111,109,48,17,0,490,161,167,148,129,62,20,0,688,Cairns (R)
32250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,72,72,83,81,18,0,364,22,15,8,10,6,0,0,66,0,4,0,5,3,0,0,14,0,0,0,0,0,0,0,8,0,0,3,5,5,0,0,10,9,3,6,10,6,3,0,38,49,44,40,43,49,8,0,231,125,134,130,155,149,30,0,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,Carpentaria (S)
32260,0,0,0,0,0,0,0,0,4,0,6,5,3,7,0,29,809,1246,1405,1875,1576,322,36,7262,378,217,110,121,84,21,6,938,0,11,12,29,24,13,6,97,8,9,9,15,16,5,3,61,16,18,9,16,19,0,0,83,21,24,24,18,21,13,0,113,76,98,91,113,151,46,12,593,1426,1756,1710,2227,1934,425,65,9548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,9,4,0,0,21,8,4,0,3,0,0,0,14,0,0,0,0,0,0,0,0,16,5,3,8,4,0,0,34,13,9,9,10,14,0,0,54,29,18,13,18,16,3,0,94,Cassowary Coast (R)
30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,8,17,20,3,0,74,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,17,22,5,11,14,4,0,80,30,43,19,35,41,8,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulia (S)
31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,31,25,25,9,0,105,0,3,0,3,0,0,0,7,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,5,3,0,0,22,8,13,9,12,28,4,0,65,18,34,50,46,60,6,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,5,0,0,3,0,0,3,Bulloo (S)
31820,0,0,0,0,0,0,0,0,8,12,9,10,9,0,0,44,2903,4010,4787,5586,4078,748,64,22174,965,432,235,248,203,37,13,2125,9,25,56,87,81,23,3,280,29,57,68,96,65,9,3,333,44,37,32,61,42,11,0,227,14,16,26,31,31,12,3,141,159,120,150,198,189,50,14,882,4209,4737,5385,6322,4711,893,103,26370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,0,0,8,0,7,0,0,0,0,0,4,6,9,3,0,0,0,0,16,45,42,30,29,11,4,0,161,55,53,30,27,16,4,0,190,Bundaberg (R)
32270,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,12,1132,2224,2277,2012,1178,209,30,9064,312,248,178,185,103,14,3,1041,4,24,29,30,31,6,0,133,10,18,8,17,17,3,0,71,24,16,4,11,10,3,0,75,14,32,33,50,44,15,6,198,122,154,159,161,145,48,8,803,1681,2949,2957,2749,1629,313,45,12320,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,37,25,10,0,0,106,0,3,4,3,0,0,0,11,0,5,3,4,0,0,0,9,5,34,41,30,14,0,0,134,13,39,34,20,9,4,0,120,24,81,78,51,23,4,3,257,Central Highlands (R) (Qld)
32310,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,310,449,564,621,463,116,18,2542,122,28,44,29,15,10,0,247,3,6,11,12,14,3,0,50,7,7,5,4,3,3,0,38,6,0,9,3,4,3,0,24,7,11,7,7,3,6,0,41,65,53,46,58,56,19,0,300,530,576,707,751,571,161,14,3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,7,0,0,0,32,0,4,0,3,0,0,0,9,0,3,0,0,0,0,0,3,3,11,13,8,0,0,0,37,3,5,4,3,0,4,0,19,5,18,19,7,3,3,0,63,Charters Towers (R)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,52,46,55,5,0,197,6,5,3,3,8,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,10,6,0,0,40,24,48,62,65,64,8,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cherbourg (S)
32450,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,6,101,297,234,228,172,36,3,1072,38,85,57,51,26,0,0,260,5,11,5,7,3,3,0,33,0,3,4,3,0,0,0,14,0,8,3,4,4,3,0,22,14,66,57,52,20,0,0,211,54,88,74,62,65,6,0,360,230,628,526,485,332,59,8,2263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,13,3,9,7,4,3,0,0,25,0,12,8,4,4,0,0,33,7,20,15,5,6,4,0,64,Cloncurry (S)
32500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,351,402,398,274,51,3,1606,45,51,44,12,22,6,0,184,6,5,9,13,11,3,0,47,3,6,4,3,3,0,0,20,0,14,14,3,6,0,0,39,3,14,10,12,8,0,3,51,59,101,58,58,57,16,0,346,272,571,532,511,390,76,8,2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,3,3,0,0,23,3,6,5,3,8,0,0,28,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,12,10,0,0,41,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,6,3,4,9,4,0,29,7,11,19,26,24,4,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Croydon (S)
37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,183,157,177,84,16,3,706,30,20,4,13,4,0,0,79,0,4,0,0,3,0,0,10,0,0,0,0,0,0,0,3,6,4,3,8,4,3,0,34,0,7,7,4,3,0,0,18,10,25,23,27,15,6,0,113,140,254,208,234,114,18,3,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,5,0,3,0,0,0,10,Weipa (T)
37310,0,3,0,0,0,0,0,3,9,3,0,3,0,0,0,15,1236,2039,2209,2188,1396,333,53,9455,365,215,140,157,89,13,0,979,17,47,60,74,46,13,7,266,6,18,20,23,20,9,3,86,27,22,17,34,20,3,0,128,21,45,66,68,55,18,6,274,174,185,180,219,203,69,18,1053,1881,2647,2756,2804,1864,468,88,12518,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,13,3,0,4,0,0,0,0,5,0,0,4,0,3,0,0,12,3,3,9,3,3,0,0,27,13,25,27,18,13,11,3,104,15,32,34,26,19,9,3,143,Western Downs (R)
