lga_code16,nsq_ce_ii_indst_nsp,nsq_crt_ii_totm,nsq_crt_ii_totf,nsq_crt_ii_totp,nsq_crt_iii_ovr_ind_m,nsq_crt_iii_ovr_ind_f,nsq_crt_iii_ovr_ind_p,nsq_cer_iii_ov_no_in_m,nsq_cer_iii_ov_no_in_f,nsq_cer_iii_ov_no_in_p,nsq_ce_iii_ov_ind_s_nsm,nsq_ce_iii_ov_ind_s_nsf,nsq_ce_iii_ov_ind_s_nsp,nsq_crt_iii_ovr_totm,nsq_crt_iii_ovr_totf,nsq_crt_iii_ovr_totp,mig_sme_add_1_yr_ago_indig_m,mig_sme_add_1_yr_ago_indig_f,mig_sme_add_1_yr_ago_indig_p,mig_sme_add_1_yr_ago_no_ind_m,mig_sme_add_1_yr_ago_no_ind_f,mig_sme_add_1_yr_ago_no_ind_p,mig_sa_ad_1_yr_ag_indst_nsm,mig_sa_ad_1_yr_ag_indst_nsf,mig_sa_ad_1_yr_ag_indst_nsp,mig_sme_add_1_yr_ago_totm,mig_sme_add_1_yr_ago_totf,mig_sme_add_1_yr_ago_totp,mig_diff_add_1_yr_ago_indig_m,mig_diff_add_1_yr_ago_indig_f,mig_diff_add_1_yr_ago_indig_p,mig_diff_ad_1_yr_ago_no_ind_m,mig_diff_ad_1_yr_ago_no_ind_f,mig_diff_ad_1_yr_ago_no_ind_p,mig_dif_ad_1_yr_ag_in_st_nsm,mig_dif_ad_1_yr_ag_in_st_nsf,mig_dif_ad_1_yr_ag_in_st_nsp,mig_diff_add_1_yr_ago_totm,mig_diff_add_1_yr_ago_totf,mig_diff_add_1_yr_ago_totp,mig_sme_add_5_ago_indig_m,mig_sme_add_5_ago_indig_f,mig_sme_add_5_ago_indig_p,mig_sme_ad_5_ago_no_ind_m,mig_sme_ad_5_ago_no_ind_f,mig_sme_ad_5_ago_no_ind_p,mig_sa_ad_5_ag_in_st_nsm,mig_sa_ad_5_ag_in_st_nsf,mig_sa_ad_5_ag_in_st_nsp,mig_sme_add_5_ago_totm,mig_sme_add_5_ago_totf,mig_sme_add_5_ago_totp,mig_diff_add_5_ago_ind_m,mig_diff_add_5_ago_ind_f,mig_diff_add_5_ago_ind_p,mig_diff_ad_5_ag_no_ind_m,mig_diff_ad_5_ag_no_ind_f,mig_diff_ad_5_ag_no_ind_p,mi_dif_ad_5_ag_in_st_nsm,mi_dif_ad_5_ag_in_st_nsf,mi_dif_ad_5_ag_in_st_nsp,mig_diff_add_5_ago_totm,mig_diff_add_5_ago_totf,mig_diff_add_5_ago_totp,lga_name16
33200,0,5,11,14,11,4,12,141,43,183,0,0,0,148,46,194,34,45,78,551,517,1068,11,9,19,588,570,1159,12,9,23,90,92,179,0,3,3,104,104,211,27,31,49,383,337,719,11,7,21,418,374,790,18,15,35,221,235,457,0,3,3,238,259,495,Flinders (S) (Qld)
33220,9,428,739,1163,259,224,481,11379,5404,16775,96,39,133,11729,5667,17397,1413,1455,2865,34726,36425,71151,383,409,792,36520,38286,74806,489,502,982,6897,7743,14640,77,64,145,7459,8311,15767,705,691,1389,22832,23510,46341,271,282,553,23806,24482,48283,971,1054,2029,17546,19378,36926,153,164,318,18673,20594,39274,Fraser Coast (R)
37400,0,9,0,9,10,3,10,101,51,150,0,0,0,107,52,159,40,42,80,394,373,769,0,0,3,441,409,851,10,9,16,75,60,130,4,0,4,85,62,151,31,24,55,302,265,563,0,0,0,330,292,617,12,19,33,142,150,288,4,0,5,162,170,326,Winton (S)
41060,4,394,545,936,112,89,200,9830,4487,14319,79,23,104,10024,4598,14623,547,595,1140,41701,44070,85773,349,384,728,42590,45049,87645,142,171,321,7341,7491,14835,57,52,115,7547,7722,15264,347,360,701,29184,30812,59997,253,288,542,29775,31465,61237,291,351,642,18312,19111,37421,127,130,249,18729,19585,38313,Charles Sturt (C)
44830,0,12,20,32,10,4,10,327,108,435,0,0,3,339,116,452,34,38,69,1176,1111,2281,19,13,37,1232,1155,2389,10,6,17,99,103,206,0,0,0,109,112,222,35,23,53,965,873,1833,15,13,30,1012,906,1916,11,18,22,269,303,576,5,3,9,282,321,608,Mount Remarkable (DC)
45040,3,117,202,314,58,63,125,1878,1142,3023,15,8,21,1958,1215,3169,319,325,644,7269,7480,14749,110,99,206,7695,7903,15601,89,104,191,1408,1456,2868,15,11,31,1515,1572,3088,194,190,380,4885,4948,9826,86,69,156,5161,5201,10366,166,194,358,3457,3645,7105,40,30,66,3659,3876,7532,Murray Bridge (RC)
37550,0,12,4,18,20,20,47,9,4,9,0,0,0,27,27,52,364,405,774,16,16,31,0,0,0,385,417,805,45,55,98,4,4,8,0,0,0,53,57,114,290,323,616,12,9,19,0,0,0,302,331,632,71,84,160,15,8,28,0,0,0,89,94,187,Woorabinda (S)
41330,0,7,5,13,8,7,19,164,54,219,0,0,0,177,62,235,103,121,216,580,412,1000,11,12,27,699,544,1241,25,32,60,88,63,155,0,0,3,115,101,213,69,78,139,426,261,684,9,7,19,503,344,842,43,64,105,212,193,401,9,0,5,260,256,518,Coober Pedy (DC)
41560,0,55,114,175,21,26,48,1451,725,2172,16,10,22,1484,762,2243,122,136,250,5293,5298,10592,78,70,149,5496,5497,10994,39,51,88,789,826,1615,18,16,34,855,895,1746,63,67,126,3687,3670,7356,57,57,115,3802,3786,7592,74,96,173,2142,2238,4379,34,30,65,2253,2353,4607,Copper Coast (DC)
41750,0,3,9,14,6,0,3,84,49,132,0,0,0,85,54,140,15,12,25,451,394,846,7,7,7,476,404,879,0,5,6,39,33,75,0,0,0,38,41,77,12,0,10,357,303,659,7,7,7,366,311,677,8,8,10,122,106,224,0,0,0,126,105,230,Elliston (DC)
50420,0,193,270,467,54,43,97,5537,2345,7882,26,13,37,5619,2402,8017,284,326,610,23255,23711,46963,165,169,332,23706,24203,47909,86,81,170,5246,5183,10429,17,29,48,5345,5295,10644,174,163,343,14861,15364,30228,109,113,223,15149,15646,30790,163,213,373,12701,12572,25276,64,77,139,12931,12860,25790,Bayswater (C)
50490,0,121,155,273,69,53,121,3453,1434,4885,25,5,33,3544,1497,5038,336,360,694,12981,12728,25706,105,99,199,13414,13184,26601,105,113,218,3856,3558,7415,16,20,36,3972,3691,7668,176,220,397,7554,7738,15293,72,55,129,7803,8007,15811,212,227,438,8584,7832,16419,24,46,73,8823,8109,16931,Belmont (C)
50560,0,3,4,6,4,3,6,160,76,234,3,0,9,169,79,243,32,30,69,655,637,1289,11,17,30,700,685,1380,4,3,12,66,62,130,0,0,4,71,73,140,28,27,52,470,435,902,8,9,17,506,466,975,8,8,19,233,242,468,3,3,10,237,253,495,Beverley (S)
37570,0,0,6,4,20,11,35,0,0,3,0,0,0,23,14,33,111,135,247,8,3,10,0,0,0,120,142,260,0,0,3,3,3,7,0,0,0,3,4,7,76,107,186,3,3,8,0,0,0,80,116,198,21,20,41,5,3,10,0,0,0,24,25,50,Wujal Wujal (S)
37600,0,13,28,43,98,80,183,3,0,3,0,0,0,107,80,187,1152,1159,2306,19,13,34,3,3,5,1169,1170,2342,42,56,94,10,3,13,0,0,0,55,61,113,983,990,1977,14,3,17,3,3,5,1001,991,1993,118,125,245,22,11,34,0,0,0,140,138,280,Yarrabah (S)
42250,0,33,69,108,7,8,10,910,400,1305,10,4,16,924,408,1335,41,33,75,3289,2973,6262,44,42,90,3378,3051,6423,3,5,13,351,341,690,3,3,11,362,349,706,23,17,41,2497,2274,4769,30,33,65,2558,2323,4881,14,20,36,948,896,1844,8,5,17,972,918,1897,Grant (DC)
50630,0,0,6,12,3,3,9,221,66,286,0,0,3,230,69,298,27,21,44,660,593,1256,7,13,26,698,632,1331,16,18,33,155,133,286,5,4,4,173,156,327,12,13,25,385,339,718,3,8,7,401,359,756,27,20,47,371,340,710,5,10,14,401,369,766,Boddington (S)
50770,0,7,14,20,0,0,0,138,76,215,3,0,4,143,78,226,4,14,11,687,646,1334,5,6,14,694,667,1362,0,0,0,79,103,182,0,0,0,83,101,185,3,7,12,516,493,1010,4,7,12,529,507,1032,0,3,4,215,226,438,0,3,4,218,227,445,Boyup Brook (S)
50840,0,18,39,54,3,5,10,532,259,794,4,3,11,548,268,813,28,22,55,1714,1807,3518,19,23,37,1756,1848,3608,8,6,15,273,303,572,3,4,8,281,318,594,22,16,37,1167,1192,2358,9,20,27,1192,1233,2427,9,14,25,751,844,1603,6,8,15,770,872,1639,Bridgetown-Greenbushes (S)
50910,0,3,3,10,4,0,4,68,34,99,3,3,4,77,38,113,41,36,79,325,308,633,8,7,13,374,355,726,10,9,18,42,46,84,0,0,0,47,60,107,16,10,30,229,224,454,4,7,11,253,236,496,22,26,54,108,119,224,3,3,5,138,148,286,Brookton (S)
50980,0,95,149,240,285,161,447,1277,511,1785,10,5,18,1568,681,2246,1628,1753,3377,3596,3379,6976,49,49,106,5281,5179,10459,392,473,866,1222,1315,2539,11,14,31,1629,1803,3432,1114,1173,2285,1832,1580,3412,32,31,58,2976,2783,5757,684,816,1502,2718,2854,5570,24,30,54,3427,3695,7122,Broome (S)
40070,0,72,62,138,8,9,20,763,461,1219,3,10,8,772,476,1248,47,38,83,6212,6047,12261,37,49,90,6302,6142,12438,38,71,101,3261,3337,6603,17,15,34,3312,3422,6733,20,18,35,2783,2712,5494,21,23,45,2820,2751,5574,57,81,140,6556,6581,13138,36,33,67,6647,6696,13345,Adelaide (C)
40120,0,91,161,254,16,15,27,3400,1427,4828,28,10,42,3449,1453,4897,103,77,181,15939,16124,32064,152,144,293,16194,16340,32537,13,15,30,1675,1800,3479,11,12,25,1705,1824,3529,62,52,114,12139,12093,24233,122,109,232,12321,12257,24578,50,35,81,4990,5272,10255,29,32,63,5072,5334,10409,Adelaide Hills (DC)
40220,0,114,195,305,28,26,56,2864,1433,4291,27,20,53,2919,1480,4400,146,148,295,9744,10154,19900,113,147,267,10006,10449,20452,39,53,94,1441,1627,3066,14,15,29,1497,1695,3194,60,69,123,6711,6920,13623,87,101,189,6856,7087,13946,98,114,219,4162,4536,8701,27,48,79,4292,4704,8997,Alexandrina (DC)
40250,0,11,9,20,44,30,79,23,12,35,0,0,0,72,42,116,810,885,1693,79,59,139,0,3,3,889,946,1837,39,38,70,38,51,95,0,0,0,72,86,164,702,776,1479,33,21,49,0,3,3,737,799,1534,73,63,138,80,94,176,0,0,0,152,160,315,Anangu Pitjantjatjara (AC)
40310,4,97,181,286,15,5,24,2521,1244,3764,22,8,39,2563,1267,3831,85,77,161,9377,9554,18932,99,127,223,9563,9754,19321,25,17,36,1196,1311,2509,6,12,21,1226,1341,2568,48,49,100,6686,6753,13437,65,76,142,6805,6879,13684,45,36,82,3414,3659,7079,31,42,77,3490,3743,7237,Barossa (DC)
40430,0,7,10,17,6,3,10,265,99,367,3,0,3,276,99,378,25,16,41,1033,982,2018,7,8,14,1069,1000,2073,4,5,9,91,117,209,0,0,3,101,120,223,15,10,26,799,736,1538,5,4,7,823,750,1573,14,8,22,285,313,594,4,7,5,297,331,630,Barunga West (DC)
40520,0,51,85,136,28,20,46,963,489,1447,13,7,19,1002,511,1516,164,174,339,3935,3950,7885,64,60,120,4156,4188,8339,45,42,88,574,566,1137,9,8,18,621,619,1241,108,125,232,2950,2917,5870,48,47,96,3113,3086,6199,73,77,150,1377,1422,2802,14,19,29,1469,1511,2978,Berri and Barmera (DC)
42750,0,26,42,65,6,5,14,466,174,642,8,0,13,484,177,665,34,18,54,1779,1716,3495,36,32,63,1841,1769,3612,9,6,13,276,277,554,5,0,8,286,285,569,17,12,34,1317,1227,2540,24,24,44,1359,1260,2620,14,10,23,653,684,1337,12,9,23,673,706,1381,Kangaroo Island (DC)
40700,3,66,129,196,5,7,14,1602,893,2500,15,4,15,1622,905,2528,53,57,108,16265,18345,34611,105,141,244,16425,18535,34961,10,13,20,2850,3101,5951,16,19,37,2871,3141,6010,36,30,63,11049,12460,23511,74,103,176,11157,12589,23749,24,35,56,7693,8541,16232,39,46,89,7751,8627,16373,Burnside (C)
41190,0,4,7,16,0,0,0,178,84,265,4,3,6,186,89,274,8,3,10,741,668,1408,7,11,23,757,686,1441,0,0,0,80,79,158,5,0,5,83,84,161,3,0,7,563,527,1090,10,6,19,575,535,1111,0,3,3,210,187,398,5,6,6,214,197,403,Cleve (DC)
43080,0,8,19,19,0,0,0,90,48,133,3,0,3,95,48,135,6,4,11,472,437,907,8,0,7,485,445,931,3,0,3,39,36,73,0,0,3,39,34,78,7,0,6,368,332,694,10,0,9,374,334,709,4,3,4,132,122,253,0,0,3,135,124,259,Karoonda East Murray (DC)
41830,0,4,11,17,13,11,26,191,57,246,3,0,3,201,66,276,68,86,149,552,564,1122,13,4,17,628,656,1286,11,21,40,67,72,138,0,0,0,81,95,174,41,53,97,430,425,857,9,4,14,477,488,964,28,46,76,191,186,383,0,0,4,223,231,454,Flinders Ranges (DC)
41960,0,6,13,18,0,0,0,153,59,213,0,0,0,154,65,218,11,5,16,517,468,988,8,9,12,534,487,1021,0,5,5,61,49,118,0,0,0,63,55,118,9,0,13,362,324,684,8,4,9,370,335,708,6,5,11,196,171,372,0,4,3,206,179,388,Franklin Harbour (DC)
42030,3,123,201,321,22,27,45,2328,1415,3742,22,8,30,2373,1445,3816,117,149,260,8252,8823,17081,88,101,188,8463,9070,17534,41,58,98,1570,1762,3331,21,17,34,1625,1836,3462,75,88,161,5412,5720,11133,66,70,132,5554,5873,11425,68,100,169,4045,4523,8571,32,41,74,4149,4663,8811,Gawler (T)
42110,0,24,39,65,11,4,15,389,184,569,5,4,10,397,190,592,27,35,56,1644,1608,3254,21,20,39,1693,1666,3352,3,8,6,185,199,385,0,3,3,186,210,397,18,26,43,1252,1197,2447,20,15,36,1293,1240,2528,4,8,17,512,533,1047,3,3,6,523,552,1069,Goyder (DC)
42600,4,115,165,278,17,12,28,2818,1326,4147,17,4,22,2848,1349,4200,80,79,161,12682,14071,26752,81,85,162,12841,14229,27073,32,36,71,2431,2599,5031,9,14,21,2476,2649,5127,48,46,89,8373,9407,17787,59,70,126,8478,9523,18000,58,68,127,6406,6975,13380,25,32,54,6479,7073,13554,Holdfast Bay (C)
43220,0,0,6,6,3,0,3,94,44,143,3,0,3,102,44,146,3,6,11,434,412,843,3,0,5,440,418,862,7,0,7,49,45,97,0,0,0,54,48,105,8,4,6,329,321,646,3,0,3,340,324,665,3,0,3,121,108,231,0,0,0,122,109,230,Kimba (DC)
43360,0,9,15,26,8,3,5,208,114,322,0,3,3,219,115,330,26,14,42,932,876,1809,17,17,30,976,904,1877,4,3,4,128,108,238,0,0,0,128,114,246,17,13,28,674,624,1297,14,9,20,703,645,1348,10,4,11,347,333,678,3,6,8,354,344,701,Kingston (DC) (SA)
43650,0,66,120,184,11,11,21,1666,900,2571,11,3,13,1690,916,2603,60,54,118,6080,5964,12043,49,50,91,6186,6069,12253,24,11,30,694,764,1459,3,10,10,722,778,1504,35,24,57,4364,4164,8531,31,29,61,4426,4222,8649,43,29,70,2117,2275,4395,15,15,29,2176,2327,4501,Light (RegC)
43710,0,15,25,45,7,5,12,567,249,815,4,6,10,585,260,842,33,40,75,2129,1969,4100,32,34,70,2197,2048,4251,3,14,20,283,270,548,7,3,5,288,283,580,13,29,48,1484,1364,2841,29,27,57,1530,1421,2943,19,24,34,812,777,1588,3,14,17,829,810,1642,Lower Eyre Peninsula (DC)
43790,0,38,92,132,12,12,23,1060,625,1690,11,5,12,1080,636,1722,79,92,173,4548,4497,9037,70,54,124,4696,4647,9336,30,45,67,519,615,1131,12,3,17,559,665,1219,41,58,103,3388,3290,6683,49,40,89,3478,3390,6871,49,69,110,1441,1589,3026,26,18,41,1512,1667,3179,Loxton Waikerie (DC)
44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,3,4,8,0,0,0,8,9,13,0,3,5,0,3,7,0,0,0,4,7,6,4,7,7,0,0,0,0,0,0,4,7,7,0,0,0,3,7,13,0,0,0,3,7,13,Maralinga Tjarutja (AC)
44060,5,364,475,838,71,49,127,8112,3910,12027,50,20,70,8235,3987,12220,364,361,723,32662,35457,68114,233,269,507,33255,36089,69349,118,118,234,5901,6266,12164,42,40,84,6055,6433,12486,227,217,447,22265,24043,46303,169,186,354,22663,24441,47111,210,246,453,14921,16485,31407,84,111,191,15211,16832,32045,Marion (C)
44210,0,32,65,99,15,4,21,1037,414,1457,3,0,4,1056,427,1484,78,57,136,3398,3052,6453,48,33,82,3530,3140,6675,15,11,34,459,466,927,4,0,9,485,480,962,50,28,78,2565,2267,4833,42,26,71,2662,2320,4985,40,31,68,1170,1136,2302,14,3,18,1218,1169,2389,Mid Murray (DC)
44340,3,170,236,401,20,31,55,4209,1924,6126,35,14,45,4265,1967,6229,117,130,247,25062,26962,52018,156,164,322,25334,27253,52582,39,43,85,3623,3995,7609,20,14,33,3676,4051,7733,70,76,146,18049,19268,37314,128,130,253,18248,19474,37713,81,88,166,9756,10921,20669,47,50,92,9878,11055,20931,Mitcham (C)
44550,4,143,259,398,21,22,40,3348,1797,5145,32,16,43,3405,1830,5235,123,127,251,12500,13178,25685,122,141,256,12750,13447,26199,37,48,88,2208,2382,4584,31,24,50,2271,2453,4728,63,69,133,8360,8671,17033,84,88,171,8511,8827,17336,73,90,157,5630,6197,11824,57,54,108,5755,6338,12092,Mount Barker (DC)
44620,3,121,283,408,39,49,83,2730,1541,4270,15,6,18,2778,1594,4374,205,200,402,9538,10079,19620,82,93,180,9831,10380,20206,56,76,135,1715,1855,3567,17,16,37,1794,1945,3742,110,102,213,6530,6833,13362,53,67,124,6697,7005,13701,125,140,258,4224,4680,8903,34,42,77,4387,4852,9242,Mount Gambier (C)
45090,4,46,62,112,10,5,16,750,390,1136,10,10,19,772,404,1172,47,46,102,3298,3033,6334,39,37,79,3388,3124,6511,7,10,23,607,540,1150,4,5,14,621,557,1184,33,30,68,2328,2127,4458,28,34,62,2396,2192,4587,18,28,41,1368,1247,2615,7,6,17,1397,1283,2674,Naracoorte and Lucindale (DC)
45120,0,24,30,56,6,4,14,472,198,666,7,3,7,481,202,687,31,19,55,1857,1804,3659,20,18,38,1906,1841,3752,8,7,14,188,179,362,3,3,7,194,189,385,28,16,39,1437,1332,2768,11,12,22,1472,1362,2837,11,13,18,518,549,1066,4,8,13,535,569,1098,Northern Areas (DC)
45290,3,85,125,212,15,14,26,1915,927,2851,11,4,14,1939,946,2887,76,78,150,12544,13799,26336,74,88,162,12687,13964,26654,24,21,51,2830,3020,5848,14,12,33,2871,3058,5933,55,49,99,8158,9121,17282,55,61,115,8263,9231,17498,39,51,87,6853,7321,14179,28,39,69,6922,7413,14331,Norwood Payneham St Peters (C)
45340,9,809,1374,2178,161,168,328,19120,9758,28881,133,67,203,19415,9991,29406,957,969,1925,63976,66525,130508,580,661,1237,65515,68160,133670,212,274,482,9088,9739,18820,70,81,147,9368,10088,19454,534,521,1056,45369,46566,91938,422,452,873,46324,47545,93867,488,600,1085,24813,27058,51872,188,211,402,25489,27873,53362,Onkaparinga (C)
51310,0,29,55,84,6,0,8,1003,392,1397,5,0,5,1019,394,1411,15,27,42,9990,10498,20492,51,55,99,10054,10580,20631,17,11,31,1936,2028,3965,3,8,8,1961,2046,4007,6,18,20,6585,7058,13649,33,34,63,6626,7112,13733,16,20,39,4957,5105,10060,19,21,41,4999,5142,10143,Cambridge (T)
51330,3,279,368,640,62,47,109,6334,2691,9026,25,9,34,6427,2747,9170,305,326,632,32992,33322,66310,169,197,367,33467,33845,67310,82,107,190,8185,7605,15792,43,24,66,8312,7735,16048,171,201,369,20688,21650,42335,126,133,260,20983,21983,42966,185,193,381,19127,17964,37090,72,77,147,19384,18237,37617,Canning (C)
51400,0,71,175,243,23,20,48,1895,916,2806,17,10,20,1932,938,2873,127,155,281,6360,6527,12886,37,52,86,6527,6726,13256,43,51,91,1074,1229,2307,9,8,21,1118,1294,2413,58,77,132,3837,3945,7785,25,30,58,3924,4050,7974,89,109,198,3203,3456,6659,16,22,35,3308,3588,6894,Capel (S)
51470,0,0,9,10,0,0,0,67,8,73,0,0,0,67,8,73,10,3,7,212,189,396,0,0,0,216,188,411,0,0,0,42,30,72,0,0,0,42,31,74,3,3,3,158,131,288,0,0,0,159,134,294,3,3,6,84,78,159,0,0,0,93,77,171,Carnamah (S)
51540,0,28,51,83,38,22,60,477,164,649,3,3,10,517,196,717,379,397,774,1586,1384,2963,24,25,43,1981,1801,3789,57,63,126,340,333,671,8,3,9,405,400,805,265,278,545,1057,893,1949,20,13,34,1343,1184,2531,136,151,286,763,747,1511,10,8,20,907,904,1815,Carnarvon (S)
51610,0,12,7,20,3,3,4,153,55,207,0,0,0,153,60,215,18,28,38,506,477,983,0,3,9,521,508,1030,4,10,19,88,96,183,0,0,3,91,105,201,4,14,22,338,304,646,0,3,9,351,318,668,12,25,36,218,243,463,0,0,3,231,261,496,Chapman Valley (S)
45400,0,4,3,7,0,0,0,81,47,128,3,0,3,84,47,127,0,3,3,370,345,718,8,7,11,378,354,732,0,3,3,32,36,69,0,0,0,30,46,73,0,3,3,287,261,555,4,7,11,296,275,567,0,3,3,93,107,196,3,0,3,91,112,205,Orroroo/Carrieton (DC)
45540,0,16,16,33,3,3,5,121,68,192,3,0,3,128,71,201,37,45,88,612,608,1221,15,5,21,664,660,1325,8,9,19,82,89,167,0,4,4,90,95,182,25,29,57,475,473,947,7,0,10,503,507,1011,11,17,34,190,217,403,6,3,11,206,238,443,Peterborough (DC)
45680,13,610,927,1534,157,171,327,7979,5076,13057,61,33,97,8194,5286,13483,1087,1115,2202,32159,32391,64552,355,364,719,33607,33866,67475,286,346,636,5779,6253,12024,52,66,118,6120,6663,12786,537,547,1088,20900,20593,41494,228,235,455,21666,21379,43041,640,746,1387,14597,15778,30374,143,120,262,15373,16645,32017,Playford (C)
45890,6,516,654,1169,145,155,298,9527,4924,14454,56,41,91,9733,5117,14848,916,1032,1947,44298,45625,89920,365,401,763,45573,47049,92629,244,263,502,8463,8471,16932,64,55,119,8768,8788,17555,559,615,1177,28711,30032,58743,271,275,547,29542,30925,60467,484,564,1053,21770,21902,43668,110,126,233,22367,22588,44948,Port Adelaide Enfield (C)
46090,0,72,115,182,110,99,208,1394,480,1876,14,3,22,1517,584,2100,800,868,1663,4093,4185,8281,61,70,127,4958,5123,10074,189,252,438,561,598,1155,19,17,38,771,864,1638,527,567,1090,3112,3077,6195,42,52,96,3679,3697,7381,351,446,797,1382,1500,2879,19,27,46,1757,1972,3726,Port Augusta (C)
46300,0,74,115,191,43,37,85,1450,757,2211,6,3,12,1507,797,2303,261,253,513,4952,5097,10048,52,51,105,5267,5402,10666,73,72,143,811,891,1697,6,5,12,894,969,1858,140,148,285,3382,3453,6837,38,37,73,3557,3641,7198,147,154,301,2146,2336,4474,14,19,34,2299,2502,4805,Port Lincoln (C)
46450,0,95,145,241,21,34,53,1809,879,2686,18,3,21,1851,920,2766,219,246,462,6516,6662,13177,86,69,158,6819,6978,13792,52,71,116,836,951,1793,7,13,19,895,1030,1924,129,135,266,4850,4984,9834,67,59,125,5041,5173,10216,103,145,249,2227,2401,4626,17,9,29,2345,2556,4903,Port Pirie City and Dists (M)
46510,0,59,73,132,17,6,24,1330,635,1965,4,7,12,1354,644,1997,66,53,120,7889,7932,15817,43,46,87,7996,8026,16025,21,12,37,1465,1392,2857,6,3,9,1488,1412,2901,41,31,74,5347,5593,10943,27,35,62,5417,5659,11078,39,35,70,3673,3473,7148,15,11,24,3728,3514,7243,Prospect (C)
46670,0,34,55,89,10,15,24,842,441,1279,16,3,18,864,451,1319,85,98,182,3527,3546,7069,72,52,125,3682,3695,7375,27,29,54,561,582,1143,9,3,16,589,618,1209,50,52,102,2575,2594,5172,57,41,99,2686,2686,5372,52,61,107,1328,1378,2710,10,14,22,1386,1447,2833,Renmark Paringa (DC)
46860,0,5,13,17,3,0,3,175,71,249,3,0,3,182,71,255,8,3,8,535,510,1048,3,6,7,550,516,1066,0,0,0,91,87,176,4,0,3,95,87,182,9,0,10,362,353,708,3,6,6,367,361,729,3,0,3,240,230,469,0,0,4,246,231,477,Robe (DC)
46970,0,21,22,50,23,3,23,619,194,815,10,0,12,649,197,842,39,19,59,1267,967,2236,16,6,29,1322,998,2319,34,24,58,572,483,1050,0,12,11,607,512,1121,22,6,29,631,447,1079,9,4,12,668,454,1118,39,31,67,1058,856,1916,7,10,19,1105,896,2003,Roxby Downs (M)
47140,9,643,1024,1668,179,186,357,12721,6997,19715,91,41,129,12986,7215,20208,975,1037,2010,52771,53320,106097,449,441,896,54200,54803,109002,280,259,537,8537,8608,17143,73,69,144,8889,8935,17826,607,623,1230,36940,37127,74067,335,348,686,37884,38097,75982,491,568,1057,21538,22035,43574,138,120,261,22164,22724,44884,Salisbury (C)
47290,0,8,13,23,3,3,3,167,92,260,0,0,0,170,99,268,18,11,38,798,746,1544,11,7,20,826,770,1596,3,3,5,107,111,216,3,0,3,110,112,221,17,7,25,620,564,1182,9,11,16,637,581,1219,4,11,11,246,253,497,4,3,3,255,262,518,Southern Mallee (DC)
47490,0,10,13,15,0,0,3,228,100,330,0,0,0,233,99,330,17,6,19,862,760,1623,16,13,25,895,780,1675,0,4,5,99,96,197,0,0,0,96,105,203,10,4,17,652,542,1191,10,7,12,667,558,1218,7,8,11,283,275,553,0,6,9,290,282,572,Streaky Bay (DC)
47630,0,26,52,76,7,3,6,645,283,933,4,7,8,656,288,946,32,18,54,2659,2426,5081,34,34,68,2724,2484,5203,12,9,17,363,318,686,8,7,14,384,339,725,28,11,37,1926,1745,3669,29,26,52,1979,1786,3761,10,16,25,948,850,1796,14,11,23,974,872,1847,Tatiara (DC)
47700,3,375,618,993,72,73,145,10733,5089,15821,84,22,104,10896,5183,16073,360,353,714,39052,40735,79790,257,276,535,39670,41366,81037,78,90,168,4733,5042,9776,29,26,51,4839,5154,9990,227,207,436,29215,30192,59411,210,218,427,29655,30621,60270,168,201,367,13197,14141,27334,62,71,128,13423,14405,27830,Tea Tree Gully (C)
47800,0,37,41,80,26,15,41,458,244,702,6,4,4,491,265,754,133,144,272,2095,1939,4035,27,32,56,2253,2111,4364,21,32,50,248,254,498,6,0,10,273,282,550,91,99,190,1575,1440,3019,29,28,51,1696,1566,3265,43,52,93,655,635,1295,11,7,11,713,690,1402,The Coorong (DC)
47910,0,8,15,27,4,3,8,256,99,351,0,3,0,258,102,360,16,18,36,1023,1052,2077,19,16,37,1061,1087,2151,9,3,8,121,134,255,0,3,3,129,139,266,8,12,17,762,779,1545,12,12,24,782,804,1580,13,9,23,339,352,693,6,3,11,360,368,732,Tumby Bay (DC)
52450,0,7,12,16,3,0,4,158,50,211,0,0,0,160,51,213,13,12,20,583,473,1060,3,3,9,606,486,1086,0,6,5,117,87,212,0,3,3,124,96,219,6,3,13,369,312,677,3,3,7,381,319,695,7,11,18,309,224,534,0,3,4,320,231,548,Cunderdin (S)
52520,0,9,9,14,3,0,5,128,38,161,3,0,5,130,37,168,37,32,67,539,441,989,11,5,16,588,478,1069,3,3,9,97,91,181,0,0,0,100,93,190,26,15,41,347,278,627,11,9,16,381,298,678,12,13,23,249,230,476,0,3,4,258,243,501,Dalwallinu (S)
52590,0,6,22,24,4,5,7,400,124,531,0,0,0,407,131,536,30,32,63,1218,1085,2303,18,15,34,1273,1126,2398,6,9,13,244,212,460,6,0,6,254,219,477,19,16,31,785,676,1456,11,5,19,817,696,1513,12,21,27,613,561,1176,7,7,14,632,585,1213,Dandaragan (S)
52660,0,48,126,177,15,18,34,1709,888,2597,14,12,25,1744,912,2657,87,100,188,5230,5324,10553,44,47,91,5359,5477,10832,28,30,57,873,951,1825,11,15,21,910,996,1905,51,60,107,3398,3329,6728,31,40,72,3477,3423,6903,46,62,105,2370,2621,4994,15,19,35,2430,2702,5134,Dardanup (S)
