lga_code_2016,separate_house_nofb_0_i_b,separate_house_nofb_1,separate_house_nofb_2,separate_house_nofb_3,separate_house_nofb_4,separate_house_nofb_5,separate_house_nofb_6_or_m,separate_house_nofb_ns,separate_house_total,se_d_r_or_t_h_t_1_s_nofb_0_ib,se_d_r_or_t_h_t_1_st_nofb_1,se_d_r_or_t_h_t_1_st_nofb_2,se_d_r_or_t_h_t_1_st_nofb_3,se_d_r_or_t_h_t_1_st_nofb_4,se_d_r_or_t_h_t_1_st_nofb_5,se_d_r_or_t_h_t_1_st_nofb_6_m,se_d_r_or_t_h_t_1_st_nofb_ns,se_d_r_or_t_h_t_1_st_total,se_d_r_or_t_h_t_2_s_nofb_0_ib,se_d_r_or_t_h_t_2_sts_nofb_1,se_d_r_or_t_h_t_2_sts_nofb_2,se_d_r_or_t_h_t_2_sts_nofb_3,se_d_r_or_t_h_t_2_sts_nofb_4,se_d_r_or_t_h_t_2_sts_nofb_5,se_d_r_or_t_h_t_2_st_nofb_6_m,se_d_r_or_t_h_t_2_sts_nofb_ns,se_d_r_or_t_h_t_2_sts_total,se_d_r_or_t_h_t_tot_nofb_0_ib,se_d_r_or_t_h_t_tot_nofb_1,se_d_r_or_t_h_t_tot_nofb_2,se_d_r_or_t_h_t_tot_nofb_3,se_d_r_or_t_h_t_tot_nofb_4,se_d_r_or_t_h_t_tot_nofb_5,se_d_r_or_t_h_t_tot_nofb_6_m,se_d_r_or_t_h_t_tot_nofb_ns,se_d_r_or_t_h_t_tot_total,flt_at_1_or2_st_bl_nofb_0_ib,flt_at_in_1_or2_s_b_nofb_1,flt_at_in_1_or2_s_b_nofb_2,flt_at_in_1_or2_s_b_nofb_3,flt_at_in_1_or2_s_b_nofb_4,flt_at_in_1_or2_s_b_nofb_5,flt_at_in_1_or2_s_b_nob_6_m,flt_at_in_1_or2_s_b_nob_ns,flt_at_in_1_or2_s_b_total,flt_apt_3_st_bl_nob_0_ib,flt_apt_in_3_st_bl_nofb_1,flt_apt_in_3_st_bl_nofb_2,flt_apt_in_3_st_bl_nofb_3,flt_apt_in_3_st_bl_nofb_4,flt_apt_in_3_st_bl_nofb_5,flt_apt_in_3_s_bl_nofb_6_m,flt_apt_in_3_st_bl_nofb_ns,flt_apt_in_3_st_bl_total,flt_apt_4_or_m_s_b_nofb_0_ib,flt_apt_4_or_m_s_b_nofb_1,flt_apt_4_or_m_s_b_nofb_2,flt_apt_4_or_m_s_b_nofb_3,flt_apt_4_or_m_s_b_nofb_4,flt_apt_4_or_m_s_b_nofb_5,flt_apt_4_or_m_s_b_nofb_6_m,flt_apt_4_or_m_s_b_nofb_ns,flt_apt_4_or_m_s_b_total,flt_apt_at_to_a_h_nofb_0_ib,flt_apt_at_to_a_hse_nofb_1,flt_apt_at_to_a_hse_nofb_2,flt_apt_at_to_a_hse_nofb_3,flt_apt_at_to_a_hse_nofb_4,flt_apt_at_to_a_hse_nofb_5,flt_apt_at_to_a_hs_nofb_6_m,flt_apt_at_to_a_hs_nofb_ns,flt_apt_at_to_a_hse_total,flt_apart_tot_nofb_0_i_b,flt_apart_tot_nofb_1,flt_apart_tot_nofb_2,flt_apart_tot_nofb_3,flt_apart_tot_nofb_4,flt_apart_tot_nofb_5,flt_apart_tot_nofb_6_or_m,flt_apart_tot_nofb_ns,flt_apart_tot_total,other_dwelling_nofb_0_i_b,other_dwelling_nofb_1,other_dwelling_nofb_2,other_dwelling_nofb_3,other_dwelling_nofb_4,other_dwelling_nofb_5,other_dwelling_nofb_6_or_m,other_dwelling_nofb_ns,other_dwelling_total,dweling_structu_ns_nofb_0_i_b,dweling_structur_ns_nofb_1,dweling_structur_ns_nofb_2,dweling_structur_ns_nofb_3,dweling_structur_ns_nofb_4,dweling_structur_ns_nofb_5,dwelig_struct_ns_nofb_6_or_m,dweling_structur_ns_nofb_ns,dweling_structur_ns_total,total_nofb_0_i_b,total_nofb_1,total_nofb_2,total_nofb_3,total_nofb_4,total_nofb_5,total_nofb_6_or_m,total_nofb_ns,total_total,lga_name16
25810,14,95,670,2375,941,121,55,344,4618,0,42,27,7,0,0,0,17,91,0,0,0,0,0,0,0,0,0,0,42,27,13,0,0,0,17,95,0,40,100,9,3,0,0,26,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,100,9,3,0,0,26,182,15,38,16,19,5,3,0,60,152,0,3,7,28,7,0,3,4,56,35,217,828,2440,955,129,55,447,5105,Northern Grampians (S)
25900,7,87,882,1754,937,237,56,317,4269,11,309,2568,2318,446,83,9,393,6144,11,209,1248,2606,725,121,25,368,5301,21,516,3810,4926,1174,200,39,762,11444,188,1850,3772,631,50,8,6,1063,7569,181,4103,5629,707,29,3,13,1628,12292,149,4175,6235,1598,70,18,11,1856,14107,4,22,15,4,0,0,0,9,51,525,10149,15648,2945,155,31,30,4547,34025,11,212,209,43,6,0,0,169,651,5,41,73,35,8,3,4,47,209,566,10999,20624,9698,2271,472,127,5840,50601,Port Phillip (C)
25990,13,72,482,1400,536,90,25,239,2853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,5,22,3,13,3,4,0,0,0,18,43,0,0,4,10,3,0,3,3,20,18,94,507,1414,537,88,26,258,2943,Pyrenees (S)
26080,0,12,129,580,273,53,10,85,1140,0,5,38,18,0,0,0,4,72,0,0,7,8,0,0,0,5,20,0,6,40,30,0,0,0,12,95,0,7,14,10,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,10,0,0,0,0,32,0,0,8,9,3,0,0,8,27,0,0,0,6,0,0,3,0,11,0,31,191,627,281,53,14,106,1296,Queenscliffe (B)
26170,17,134,1293,5669,2533,355,79,926,11003,0,40,155,26,3,3,0,25,257,0,0,4,0,0,0,0,0,9,0,43,162,26,3,3,0,26,260,0,64,148,26,4,0,0,31,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,67,148,26,4,0,0,31,277,10,27,25,19,4,0,3,26,109,8,9,18,16,7,0,0,11,70,34,273,1641,5758,2550,360,79,1022,11718,South Gippsland (S)
26260,10,93,801,3234,1426,228,58,355,6215,0,57,82,15,10,0,0,21,193,0,0,4,3,0,0,0,0,6,0,57,82,22,10,0,0,23,199,0,45,51,3,3,3,0,13,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,51,3,3,3,0,13,116,4,6,6,8,7,3,6,24,64,0,8,22,28,6,0,3,7,73,19,213,961,3299,1450,240,66,424,6667,Southern Grampians (S)
26350,6,103,1470,4639,4004,1333,283,629,12466,5,219,2522,1877,247,27,7,325,5237,7,91,1159,2209,553,59,9,292,4386,10,308,3680,4092,802,91,22,623,9623,76,1366,3351,903,68,13,3,523,6298,100,3024,4276,627,19,23,4,958,9028,179,3484,3842,805,31,6,5,1182,9541,0,4,4,0,0,0,0,4,16,361,7869,11467,2335,117,41,14,2673,24875,19,97,93,39,6,0,0,32,289,8,30,46,33,13,4,6,23,168,407,8407,16757,11141,4948,1464,330,3977,47417,Stonnington (C)
26430,13,92,674,2085,832,94,27,332,4160,0,64,40,4,3,0,0,20,133,0,0,0,0,0,0,0,0,5,0,64,46,4,3,0,0,20,132,3,31,53,9,4,0,0,10,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,53,9,4,0,0,10,102,16,34,13,12,0,0,0,24,108,0,0,3,13,3,0,0,7,30,35,217,786,2124,846,94,29,397,4530,Strathbogie (S)
26490,18,100,893,4550,3176,545,100,566,9951,0,4,146,106,13,0,0,20,298,0,10,56,210,41,7,0,24,346,0,23,201,313,56,7,0,47,642,0,29,33,20,0,0,0,10,92,0,14,17,6,0,0,0,5,44,0,3,3,0,0,0,0,9,19,0,0,0,0,0,0,0,0,0,0,41,59,30,3,0,0,28,159,6,14,26,10,5,0,0,20,68,3,6,12,23,9,0,3,3,62,20,180,1193,4920,3244,552,106,660,10881,Surf Coast (S)
26610,18,114,665,3489,1649,190,53,839,7012,0,46,177,34,5,0,0,52,313,0,3,5,0,0,0,0,0,12,0,48,181,34,5,0,0,47,326,6,116,230,40,0,0,3,84,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,118,230,40,0,0,3,85,486,35,57,28,32,7,0,0,138,292,5,8,17,45,26,0,0,12,124,63,345,1122,3637,1684,197,62,1127,8234,Swan Hill (RC)
26670,6,49,325,1157,581,93,19,168,2402,0,12,3,3,0,0,0,6,25,0,0,0,0,0,0,0,0,0,0,12,3,3,0,0,0,6,25,0,3,3,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,15,4,7,7,3,0,0,0,13,45,0,3,3,3,3,0,0,0,15,14,79,346,1168,591,95,23,200,2502,Towong (S)
26700,21,103,1051,5213,2741,358,70,654,10205,3,170,654,122,12,3,3,129,1102,0,20,22,9,0,0,0,4,54,3,195,672,136,12,3,3,131,1159,0,16,48,10,0,0,0,40,117,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,17,48,13,0,0,0,44,120,19,30,20,9,8,0,0,62,138,0,3,9,9,6,5,0,5,39,42,347,1802,5376,2764,365,74,896,11664,Wangaratta (RC)
26730,15,67,1178,5692,2704,413,88,663,10821,11,145,841,163,19,4,0,161,1343,0,22,141,144,15,3,0,40,359,11,163,985,313,34,5,4,201,1707,3,92,347,53,3,0,0,192,702,0,52,10,6,3,0,0,8,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,147,358,61,11,0,0,202,785,9,23,45,25,5,0,0,73,173,0,3,24,17,4,0,0,9,60,36,409,2581,6106,2760,425,88,1146,13548,Warrnambool (C)
26810,26,251,1974,7542,4238,609,113,1215,15961,3,104,282,66,3,0,0,64,519,0,42,25,17,0,0,0,31,107,3,143,300,80,3,0,0,93,627,0,64,239,57,5,0,0,51,413,0,0,25,3,0,0,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,267,66,5,0,0,51,446,22,78,39,32,9,0,0,51,227,0,7,18,22,22,7,3,10,83,56,532,2589,7732,4274,616,121,1414,17339,Wellington (S)
26890,0,28,227,826,343,55,20,78,1583,4,16,3,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,4,16,3,0,0,0,0,3,23,0,9,9,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,3,22,3,4,3,11,0,0,0,4,24,3,0,0,3,0,0,0,0,12,7,55,251,835,350,55,20,85,1658,West Wimmera (S)
26980,35,251,3510,19566,12616,2660,527,1559,40727,13,675,5064,3314,374,49,18,495,10005,19,87,811,2441,767,98,17,234,4465,25,759,5874,5758,1142,143,40,726,14467,117,367,1119,348,36,6,3,181,2186,61,534,706,67,0,3,3,150,1525,41,600,505,19,0,0,0,116,1287,0,0,8,6,0,0,0,0,18,223,1506,2332,442,38,12,9,446,5011,0,4,24,18,7,0,0,12,66,0,18,34,44,23,6,0,31,160,290,2536,11774,25830,13827,2823,579,2773,60430,Whitehorse (C)
27070,81,215,2132,26818,20660,2207,365,3043,55525,11,150,1557,2140,844,53,6,332,5101,10,27,810,1803,507,58,3,244,3472,19,174,2369,3945,1353,115,13,577,8573,5,114,841,377,15,3,0,142,1501,6,151,234,29,0,0,0,89,508,22,106,74,9,40,0,0,23,283,0,0,0,0,0,0,0,0,5,33,373,1153,410,62,3,0,248,2294,0,5,5,13,5,3,0,8,31,4,7,25,39,21,3,0,16,116,137,767,5685,31221,22105,2330,379,3896,66528,Whittlesea (C)
27170,8,68,1043,6475,4067,428,74,763,12926,0,189,913,232,11,0,0,175,1520,0,3,53,41,0,0,0,18,119,0,187,967,271,18,3,0,192,1640,0,63,229,26,3,0,0,41,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,230,26,3,0,0,41,366,7,28,17,4,12,0,0,51,122,4,0,18,19,22,9,3,4,78,27,342,2275,6800,4111,444,78,1056,15130,Wodonga (C)
27260,84,171,1757,24880,25400,2522,302,3534,58648,16,146,1844,3055,1715,93,15,426,7309,4,10,335,1270,534,86,12,177,2428,20,157,2181,4327,2249,178,29,603,9741,0,53,689,529,44,14,0,152,1479,0,6,33,0,0,0,0,3,43,0,16,53,10,3,0,0,36,114,0,0,0,0,0,0,0,0,4,0,79,774,544,44,14,4,184,1643,18,62,34,11,7,0,0,56,189,0,4,10,25,18,3,0,21,84,123,470,4757,29782,27717,2719,339,4394,70297,Wyndham (C)
27350,5,256,1479,2186,871,171,46,426,5451,12,407,4331,2697,609,71,12,616,8755,9,210,1887,2820,687,140,26,510,6296,21,616,6221,5514,1295,214,44,1128,15052,97,1292,1619,393,50,3,21,540,4016,63,1814,1917,453,25,3,5,602,4872,132,2712,4727,1051,34,0,4,1270,9934,0,3,3,3,0,0,0,0,11,290,5816,8266,1897,109,4,26,2409,18830,3,32,81,74,14,3,3,101,316,10,45,63,34,15,3,3,49,219,334,6774,16107,9704,2303,396,125,4118,39867,Yarra (C)
27450,66,718,4561,24293,14472,3118,698,2531,50469,13,395,1140,460,39,5,0,208,2270,3,54,229,201,20,0,0,52,556,17,455,1364,661,57,5,0,260,2825,3,39,76,46,4,3,3,27,198,0,0,24,25,0,0,0,9,57,0,0,0,4,0,0,0,0,5,0,0,0,3,0,0,0,0,8,3,38,96,79,9,5,3,32,267,23,131,64,31,16,0,0,63,329,3,22,36,66,38,9,8,32,215,109,1367,6127,25131,14585,3148,708,2920,54097,Yarra Ranges (S)
27630,3,38,399,1439,523,77,20,207,2704,0,0,9,3,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,6,14,0,37,14,0,0,0,0,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14,0,0,0,0,5,54,5,5,4,13,4,0,0,29,55,4,3,3,15,3,0,0,6,41,9,81,422,1461,533,84,28,249,2868,Yarriambiack (S)
29399,3,3,30,19,14,0,11,7,91,0,0,3,0,0,0,0,5,16,0,0,9,9,10,3,0,31,59,0,4,11,9,6,3,0,35,69,0,20,51,29,8,4,4,77,195,10,8,20,22,10,0,0,27,96,7,46,71,42,10,0,10,70,247,0,0,0,0,0,0,0,0,0,14,77,144,88,27,9,10,167,540,0,0,3,0,0,0,0,4,9,3,10,0,0,3,0,0,17,36,25,96,189,120,58,11,23,227,746,Unincorporated Vic
30250,0,0,57,104,66,4,0,7,234,0,0,3,8,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,3,18,0,5,16,4,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,4,0,0,0,4,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,75,114,71,4,0,15,284,Aurukun (S)
30300,5,42,187,644,421,92,27,143,1562,0,0,0,3,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,12,0,6,16,8,0,0,0,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,8,0,0,0,10,39,28,25,10,9,9,3,0,43,133,3,6,0,6,8,3,0,8,29,35,80,211,677,434,100,30,213,1778,Balonne (S)
30370,20,88,418,2317,1402,259,64,428,4997,0,22,28,7,0,0,0,12,68,0,0,3,12,4,0,0,4,22,0,22,26,15,4,0,0,13,89,10,41,135,19,0,0,0,39,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41,135,14,0,0,0,41,242,61,112,21,31,13,0,0,90,324,14,14,7,20,3,5,0,11,74,103,279,610,2394,1429,270,64,579,5730,Banana (S)
30410,3,44,186,437,249,68,30,91,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,4,0,0,0,4,24,69,71,9,34,13,0,0,43,232,3,0,7,4,6,0,0,0,31,74,129,210,483,268,74,32,143,1402,Barcaldine (R)
30450,0,4,22,47,13,6,5,3,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,11,13,9,0,0,3,0,0,8,32,3,0,0,0,0,0,0,18,22,11,24,26,48,17,6,5,33,172,Barcoo (S)
30760,0,23,114,335,163,35,20,41,741,0,22,3,0,0,0,0,8,32,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,8,32,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,15,20,6,12,6,0,3,12,74,0,0,0,0,0,0,0,7,11,23,69,132,351,169,35,20,65,862,Blackall-Tambo (R)
34710,8,39,162,540,342,97,28,119,1338,0,10,31,3,0,0,0,7,52,0,0,0,3,0,0,0,0,3,0,10,31,6,0,0,0,10,57,0,7,50,3,0,0,0,14,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,50,3,0,0,0,14,78,98,136,26,61,32,4,3,67,423,0,3,3,6,3,0,3,0,24,109,196,268,622,381,104,30,213,1920,Longreach (R)
34770,86,511,2974,15864,12706,1731,283,2387,36539,13,302,1266,605,75,4,4,254,2532,9,174,447,368,50,7,0,142,1199,23,477,1715,974,125,11,3,397,3728,14,240,859,322,21,0,3,285,1747,0,3,31,14,6,0,0,17,61,0,46,67,175,20,3,0,79,391,0,3,0,3,0,0,0,0,4,18,295,955,507,41,3,3,381,2199,219,389,95,79,34,7,3,501,1322,29,62,47,61,31,9,5,97,342,368,1738,5788,17491,12934,1757,300,3753,44125,Mackay (R)
34800,3,8,42,107,52,14,18,25,268,0,7,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,3,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,0,11,3,0,0,5,48,10,14,6,3,0,0,0,10,41,26,39,56,121,54,18,19,44,372,McKinlay (S)
34830,0,0,23,23,25,5,0,7,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,5,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,27,26,31,5,0,6,96,Mapoon (S)
34860,10,83,535,1879,1290,272,65,444,4590,4,27,67,22,4,0,0,25,145,0,0,6,0,0,0,0,0,16,4,24,73,25,4,0,0,27,159,0,0,44,6,0,0,0,8,61,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,43,14,0,0,0,11,69,72,74,16,34,17,6,0,45,263,4,9,4,24,6,0,0,14,62,95,193,676,1983,1321,283,68,539,5149,Maranoa (R)
34880,79,382,1147,3126,1584,250,89,821,7475,3,10,68,16,4,0,0,18,118,0,5,4,0,0,0,0,0,13,3,13,73,14,4,0,0,18,131,0,48,114,21,3,0,0,47,233,0,0,3,0,0,0,0,0,3,0,30,22,7,0,0,0,18,73,0,0,0,0,0,0,0,0,0,0,78,136,28,3,0,0,64,308,118,153,50,33,13,3,9,219,601,3,9,4,15,11,0,0,47,96,206,640,1412,3221,1614,258,103,1162,8610,Mareeba (S)
35010,169,818,6349,49022,53729,9059,1954,6483,127589,34,690,3738,3145,289,14,5,693,8610,21,418,2031,5098,340,21,3,778,8707,57,1107,5769,8237,626,33,14,1468,17320,49,1133,2105,755,65,14,3,519,4646,33,185,633,294,17,0,0,111,1266,34,195,829,791,16,0,3,273,2145,0,9,14,11,3,0,0,4,34,114,1518,3581,1853,98,12,9,899,8089,270,700,283,103,57,11,9,367,1798,16,37,70,123,62,15,8,84,419,621,4181,16060,59345,54572,9129,1988,9307,155216,Moreton Bay (R)
35250,0,11,57,121,38,0,0,6,241,0,0,4,0,0,0,0,0,3,0,0,9,3,3,0,0,0,16,0,0,14,3,3,0,0,0,23,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,18,74,127,45,0,0,6,281,Mornington (S)
35300,8,58,347,2770,1192,185,44,612,5218,8,193,414,144,15,6,0,120,906,0,16,66,37,5,0,0,11,143,8,215,486,185,21,6,0,136,1046,0,90,197,35,6,0,0,75,407,0,0,15,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,209,35,6,0,0,84,432,48,83,16,37,14,3,0,243,446,18,18,18,24,8,3,0,86,168,79,459,1077,3051,1237,196,42,1157,7303,Mount Isa (C)
35600,6,39,238,734,345,84,19,132,1591,0,20,22,0,0,0,0,5,47,0,0,0,0,0,0,0,0,0,0,24,22,0,0,0,0,5,48,0,13,22,3,0,0,0,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,3,0,0,0,12,43,41,47,16,25,12,0,0,37,173,7,3,0,10,3,3,0,13,41,51,117,301,768,361,84,21,194,1894,Murweh (S)
35670,0,0,27,98,49,11,3,0,190,0,10,25,0,0,0,0,0,36,0,0,0,0,0,0,0,0,3,0,14,26,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,7,18,52,98,51,11,6,5,250,Napranum (S)
35740,39,279,1462,7351,5705,968,161,911,16887,4,94,462,341,29,3,0,102,1040,7,94,763,586,43,0,0,136,1631,12,189,1228,929,70,7,3,233,2671,28,157,572,205,10,4,0,141,1115,0,33,299,110,5,3,0,95,547,0,0,44,61,3,0,0,25,131,0,0,0,0,0,0,0,0,4,27,190,914,372,20,7,0,257,1796,158,184,33,39,25,6,3,130,572,11,20,45,42,13,5,3,54,194,253,866,3688,8727,5825,991,169,1591,22110,Noosa (S)
35760,14,114,605,1794,824,143,34,445,3985,0,7,10,7,0,0,0,15,39,0,0,3,0,0,0,0,0,3,0,7,14,7,0,0,0,15,44,0,21,57,4,0,0,0,26,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,57,3,0,0,0,28,122,110,162,30,40,14,0,3,179,545,0,5,4,7,7,3,0,7,33,128,317,713,1855,841,153,45,679,4726,North Burnett (R)
35780,0,24,100,262,142,15,7,35,584,0,9,35,3,0,3,0,3,47,0,0,4,0,0,0,0,0,4,0,9,34,3,0,3,0,3,50,0,8,10,0,0,0,0,3,23,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,3,27,34,49,9,13,9,3,0,67,187,3,3,0,0,0,0,0,53,59,40,89,159,276,153,27,7,153,908,Northern Peninsula Area (R)
35790,0,7,81,187,106,19,4,4,406,0,0,11,0,0,0,0,0,10,0,5,8,0,0,0,0,0,23,0,5,18,0,0,0,0,3,32,0,0,26,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,37,0,7,3,0,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,29,136,188,109,14,4,15,496,Palm Island (S)
35800,9,58,142,235,110,42,20,72,681,0,10,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,0,18,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,16,12,5,4,3,0,0,7,45,11,15,4,10,3,4,0,11,55,35,97,152,248,108,44,23,88,799,Paroo (S)
36070,3,0,41,87,34,6,3,3,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,0,3,45,8,3,0,0,7,0,0,3,23,0,0,0,0,0,0,0,0,0,6,5,75,95,40,6,9,12,250,Pormpuraaw (S)
36150,0,14,44,146,62,22,8,17,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,26,10,9,4,3,0,0,0,16,37,0,0,0,0,0,0,0,0,9,10,25,63,146,66,22,14,45,383,Quilpie (S)
36250,46,381,2463,16073,20087,4396,660,1898,45997,23,347,1197,703,94,9,4,198,2575,15,105,987,1244,91,7,3,194,2634,36,455,2180,1944,180,18,5,391,5207,49,395,939,413,32,3,0,133,1962,12,6,109,113,9,0,0,22,267,3,32,143,41,0,0,0,14,239,0,3,0,0,0,0,0,0,3,61,436,1191,571,40,4,0,171,2480,45,151,150,40,15,3,0,102,506,3,14,44,75,34,0,3,77,256,196,1427,6036,18706,20354,4420,666,2639,54440,Redland (C)
36300,0,13,53,136,58,15,9,27,306,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,5,26,8,21,4,4,0,0,0,4,43,22,47,53,139,59,15,7,36,388,Richmond (S)
36370,65,332,3153,11920,7504,1250,257,1805,26281,4,148,903,323,35,3,0,159,1572,6,141,211,125,14,3,0,87,590,11,292,1110,445,51,7,0,243,2155,13,190,605,196,15,0,0,184,1205,0,5,22,10,0,0,0,12,46,0,0,56,28,3,0,0,11,102,0,0,7,4,0,0,0,0,11,13,199,685,239,17,0,0,210,1371,147,207,56,73,25,3,3,254,763,3,9,28,29,15,4,4,52,151,235,1034,5036,12703,7614,1264,271,2563,30719,Rockhampton (R)
