lga_code16,tot_mgr,tot_pfn,tot_tch_trwk,tot_co_pswk,tot_cl_adwk,tot_sal,tot_mchop,tot_lab,tot_inad_ns,tot_to,lga_name16
48260,611,1307,240,307,429,285,64,137,49,3430,Walkerville (M)
48340,961,541,641,510,439,400,449,892,65,4892,Wattle Range (DC)
48410,3048,6524,3360,3426,4113,2691,1287,2613,404,27463,West Torrens (C)
48540,654,1251,1466,985,811,785,1233,934,188,8309,Whyalla (C)
48640,217,72,81,49,54,42,45,111,10,677,Wudinna (DC)
48750,360,243,292,230,227,207,116,277,40,1989,Yankalilla (DC)
48830,1038,414,518,397,382,298,283,577,57,3971,Yorke Peninsula (DC)
49399,535,363,722,198,174,76,497,455,60,3084,Unincorporated SA
50080,1999,2557,2486,2073,1766,1625,1019,1974,246,15746,Albany (C)
50210,3266,5623,6107,4058,5127,3478,3583,3634,545,35421,Armadale (C)
50250,1002,1684,6191,423,784,139,3334,2824,271,16658,Ashburton (S)
50280,1156,1104,1132,752,637,635,307,983,99,6800,Augusta-Margaret River (S)
50350,779,1675,1080,832,1112,531,420,578,112,7112,Bassendean (T)
50420,3599,7596,4699,3496,4449,2820,1756,2733,516,31674,Bayswater (C)
50490,1801,3479,3080,2051,2580,1585,1494,1950,322,18343,Belmont (C)
50560,157,60,110,61,71,35,65,70,5,629,Beverley (S)
50630,133,134,327,63,103,26,340,105,27,1275,Boddington (S)
50770,270,69,80,39,61,41,59,100,11,722,Boyup Brook (S)
50840,294,278,329,194,187,150,194,239,29,1902,Bridgetown-Greenbushes (S)
50910,144,39,37,35,29,22,27,59,16,407,Brookton (S)
50980,1425,2011,1315,1186,1282,696,408,808,199,9331,Broome (S)
51080,176,32,40,42,50,15,25,41,9,440,Broomehill-Tambellup (S)
51120,148,43,44,40,30,19,28,56,0,404,Bruce Rock (S)
51190,1276,2302,2320,1457,1553,1336,1107,1932,212,13492,Bunbury (C)
51260,2057,2393,2796,1733,1750,1696,972,1969,203,15578,Busselton (C)
51310,2225,5317,850,1016,1485,946,213,479,176,12709,Cambridge (T)
51330,4112,9979,5690,4712,5532,3858,2523,4287,688,41387,Canning (C)
51400,807,1404,1368,840,919,714,611,897,126,7683,Capel (S)
51470,72,30,49,12,33,8,38,35,3,275,Carnamah (S)
51540,580,431,414,283,367,198,212,421,67,2982,Carnarvon (S)
51610,145,83,99,40,89,44,56,54,12,624,Chapman Valley (S)
51680,400,243,458,215,330,161,240,318,52,2429,Chittering (S)
51750,809,1856,221,382,448,351,65,146,73,4350,Claremont (T)
51820,5517,10306,8723,5314,7399,4618,3180,4564,867,50496,Cockburn (C)
51890,219,297,731,332,315,253,538,464,59,3216,Collie (S)
52100,182,57,67,25,51,30,46,60,7,516,Corrigin (S)
52170,730,1650,184,256,331,236,33,98,71,3583,Cottesloe (T)
52240,206,22,40,24,37,19,42,86,5,486,Cranbrook (S)
52310,101,33,43,28,35,16,26,43,5,338,Cuballing (S)
52380,28,22,18,8,11,5,27,13,0,143,Cue (S)
52450,163,67,87,48,60,48,51,79,7,611,Cunderdin (S)
52520,235,50,101,38,76,40,60,95,7,708,Dalwallinu (S)
52590,366,155,245,101,164,81,139,284,21,1558,Dandaragan (S)
52660,620,731,1244,648,736,660,700,738,99,6183,Dardanup (S)
52730,420,464,345,256,247,197,108,292,25,2356,Denmark (S)
52800,356,707,349,523,328,126,124,395,92,3010,Derby-West Kimberley (S)
52870,439,309,377,222,248,176,261,336,32,2406,Donnybrook-Balingup (S)
52940,119,26,28,26,29,9,26,40,4,300,Dowerin (S)
53010,151,33,28,21,24,9,19,36,3,327,Dumbleyung (S)
53080,67,62,153,40,31,26,113,91,14,592,Dundas (S)
53150,649,1318,349,349,418,268,82,165,49,3644,East Fremantle (T)
53220,673,1136,3209,330,465,134,3257,981,160,10342,East Pilbara (S)
53290,1066,857,959,531,708,564,614,842,98,6242,Esperance (S)
53360,299,329,369,238,242,148,101,230,43,1995,Exmouth (S)
53430,1910,4916,1581,1437,1489,1000,492,841,242,13895,Fremantle (C)
53570,434,156,311,134,213,131,204,483,33,2105,Gingin (S)
53640,209,47,80,27,64,20,40,90,8,593,Gnowangerup (S)
54280,1335,2217,3112,1365,1620,1159,2569,1332,273,14976,Kalgoorlie/Boulder (C)
54310,1208,1849,3209,954,1350,628,1581,1316,263,12354,Karratha (C)
53710,136,43,56,39,54,21,37,48,5,436,Goomalling (S)
53780,4344,7982,8995,5791,7347,5155,5143,6236,947,51931,Gosnells (C)
53800,1840,2646,2699,1898,2061,1616,1344,1840,299,16241,Greater Geraldton (C)
53920,114,215,103,169,78,34,58,109,43,911,Halls Creek (S)
53990,1161,1448,2159,1118,1332,1109,1128,1583,184,11233,Harvey (S)
54060,221,186,267,126,177,95,113,199,40,1420,Irwin (S)
54130,242,46,75,30,36,16,51,72,7,577,Jerramungup (S)
54170,9766,18204,12063,8308,11780,7720,2965,5372,1171,77344,Joondalup (C)
54200,2943,4522,4580,2743,4217,2363,2430,2273,406,26474,Kalamunda (S)
54340,257,215,264,141,161,155,103,421,38,1756,Katanning (S)
54410,118,43,75,68,32,21,42,70,8,478,Kellerberrin (S)
54480,148,17,19,14,28,4,25,32,0,291,Kent (S)
54550,336,103,104,61,76,45,73,136,19,947,Kojonup (S)
54620,194,48,105,35,48,16,94,66,9,611,Kondinin (S)
54690,65,13,24,12,17,3,14,34,0,184,Koorda (S)
54760,182,35,33,20,25,15,27,42,6,392,Kulin (S)
54830,1275,2314,2916,1922,2155,1608,1753,2005,306,16259,Kwinana (C)
54900,270,52,110,28,56,36,63,89,6,719,Lake Grace (S)
54970,93,172,490,50,64,16,547,165,18,1620,Laverton (S)
55040,122,198,362,55,77,16,468,129,19,1450,Leonora (S)
55110,2704,4272,5686,3711,3508,3188,2786,3293,496,29643,Mandurah (C)
55180,839,495,548,346,449,361,358,684,66,4160,Manjimup (S)
55250,104,143,187,49,42,11,242,94,22,883,Meekatharra (S)
55320,6770,14281,4894,4338,6541,4276,1416,2706,633,45859,Melville (C)
55950,99,23,32,16,18,16,28,27,3,267,Mukinbudin (S)
55390,48,81,179,17,33,0,122,63,14,561,Menzies (S)
55460,254,202,245,136,168,130,199,147,20,1509,Merredin (S)
55530,110,12,26,16,25,20,33,22,10,267,Mingenew (S)
56090,2016,3371,2877,1812,2377,1520,1180,1437,304,16896,Mundaring (S)
55600,296,119,164,90,119,92,117,146,16,1159,Moora (S)
55670,91,46,28,24,23,21,27,41,3,312,Morawa (S)
56860,32,13,12,8,14,4,9,13,0,105,Nungarin (S)
55740,691,1515,283,408,434,319,62,202,58,3974,Mosman Park (T)
55810,44,39,50,16,20,14,50,35,9,263,Mount Magnet (S)
55880,138,16,26,12,18,4,27,33,6,278,Mount Marshall (S)
56160,15,8,3,10,6,0,11,9,0,66,Murchison (S)
56230,661,670,1212,642,636,599,809,781,127,6134,Murray (S)
56300,125,59,69,50,31,49,41,91,10,534,Nannup (S)
56370,155,35,50,25,32,18,24,55,9,407,Narembeen (S)
56460,295,359,344,253,215,179,142,275,33,2090,Narrogin (S)
56580,1680,4376,455,816,1110,686,121,333,156,9738,Nedlands (C)
56620,48,106,16,87,32,18,12,32,7,365,Ngaanyatjarraku (S)
56730,495,573,702,513,568,364,414,582,69,4277,Northam (S)
56790,365,197,180,157,132,109,134,253,30,1554,Northampton (S)
56930,145,282,26,67,61,46,4,23,16,676,Peppermint Grove (S)
57630,19,6,0,3,5,0,8,11,0,58,Sandstone (S)
57700,1281,1498,2589,1353,1818,1119,1433,1219,203,12509,Serpentine-Jarrahdale (S)
57770,140,105,124,77,89,48,53,96,12,754,Shark Bay (S)
57840,3127,7179,1947,1952,2728,1641,564,1085,295,20510,South Perth (C)
57910,12672,27030,13415,10716,13732,9263,4468,8479,1530,101306,Stirling (C)
57980,1340,4161,570,786,916,657,114,423,119,9089,Subiaco (C)
58050,6221,8733,10613,7439,9265,6260,5707,6534,1066,61830,Swan (C)
58190,61,14,18,12,17,9,14,34,0,169,Tammin (S)
58260,88,28,33,26,20,15,31,37,3,280,Three Springs (S)
57000,149,46,157,17,40,4,171,68,8,651,Perenjori (S)
57080,2403,4504,1262,1377,1486,829,302,843,227,13244,Perth (C)
57140,126,37,55,30,45,20,39,56,7,413,Pingelly (S)
57210,472,208,266,189,222,143,160,354,22,2043,Plantagenet (S)
57280,785,1163,2228,633,845,452,1325,930,189,8550,Port Hedland (T)
57350,113,41,43,37,31,21,32,54,0,363,Quairading (S)
57420,216,71,184,46,60,29,175,123,14,927,Ravensthorpe (S)
57490,4869,7202,10580,7011,6743,5279,4615,5667,966,52937,Rockingham (C)
65010,406,226,415,285,266,232,250,396,63,2535,Southern Midlands (M)
65210,140,94,105,117,74,41,36,137,6,750,Tasman (M)
65410,617,758,844,619,611,521,522,752,111,5351,Waratah/Wynyard (M)
65610,198,204,295,169,133,118,247,274,46,1693,West Coast (M)
58330,256,247,310,195,222,128,198,183,38,1769,Toodyay (S)
58400,56,6,15,13,6,6,13,16,3,138,Trayning (S)
58470,17,16,23,12,11,0,9,20,0,115,Upper Gascoyne (S)
58510,2094,4902,2269,1899,2180,1371,756,1458,256,17185,Victoria Park (T)
70200,1640,3198,1613,2070,1819,911,542,1009,287,13100,Alice Springs (T)
58540,189,23,42,25,38,18,54,61,3,450,Victoria Plains (S)
58570,2733,6914,1915,1726,2149,1258,417,1000,248,18361,Vincent (C)
58610,180,71,89,72,67,57,75,96,12,717,Wagin (S)
58680,74,12,32,12,15,4,30,25,3,208,Wandering (S)
58760,8624,13357,16105,10390,12509,9051,5882,9350,1523,86785,Wanneroo (C)
58820,156,132,343,183,146,110,251,205,29,1558,Waroona (S)
58890,201,25,34,13,31,13,27,46,14,401,West Arthur (S)
59030,56,20,44,14,18,4,44,22,0,221,Westonia (S)
72800,1776,2361,3163,2381,2843,1394,1236,1520,382,17051,Palmerston (C)
73600,258,484,234,293,160,79,178,282,123,2090,Roper Gulf (R)
74050,53,133,40,109,44,29,19,77,48,552,Tiwi Islands (R)
74550,140,171,105,125,65,29,58,199,56,940,Victoria Daly (R)
59100,132,28,43,20,27,17,32,45,7,351,Wickepin (S)
74560,34,52,26,26,32,10,13,13,0,216,Wagait (S)
74660,219,544,249,294,203,94,104,186,103,1998,West Arnhem (R)
74680,38,143,50,101,40,37,22,74,20,521,West Daly (R)
79399,646,917,695,599,555,200,414,458,87,4580,Unincorporated NT
59170,199,49,45,35,42,17,41,63,10,496,Williams (S)
59250,53,107,260,29,36,7,258,105,14,875,Wiluna (S)
89399,32785,62881,19638,21700,34459,13949,4727,10353,5094,205582,Unincorporated ACT
99399,433,327,418,367,285,140,160,304,54,2485,Unincorp. Other Territories
59310,187,71,104,40,68,53,66,63,16,668,Wongan-Ballidu (S)
59320,87,22,23,9,11,10,20,23,0,194,Woodanilling (S)
59330,62,23,14,20,25,5,19,27,3,191,Wyalkatchem (S)
59340,677,885,663,554,527,237,298,463,94,4401,Wyndham-East Kimberley (S)
59350,49,75,143,16,30,0,174,56,7,546,Yalgoo (S)
59360,157,69,256,32,55,25,322,100,17,1032,Yilgarn (S)
59370,250,188,183,156,157,122,113,175,19,1353,York (S)
60210,337,243,264,252,198,179,149,278,27,1930,Break O'Day (M)
60410,588,554,1061,951,947,768,600,970,131,6557,Brighton (M)
60610,756,1133,1086,963,994,887,633,1042,139,7635,Burnie (C)
60810,1008,1358,1368,1065,995,874,667,1140,129,8588,Central Coast (M) (Tas.)
61010,190,81,138,77,62,46,80,180,13,870,Central Highlands (M) (Tas.)
61210,747,295,391,311,289,248,330,867,67,3544,Circular Head (M)
61410,2867,5227,3390,3098,3960,2413,946,2054,405,24352,Clarence (C)
61510,309,375,621,617,426,397,424,579,80,3825,Derwent Valley (M)
61610,918,1340,1429,1250,1156,1075,777,1402,153,9508,Devonport (C)
61810,509,221,319,220,218,245,258,466,45,2495,Dorset (M)
62010,128,54,67,37,32,30,17,70,10,445,Flinders (M) (Tas.)
62210,185,231,366,247,208,213,290,376,53,2172,George Town (M)
62410,309,200,256,171,164,152,99,310,26,1692,Glamorgan/Spring Bay (M)
62610,1535,2536,2935,2729,3036,2180,1347,2425,386,19111,Glenorchy (C)
62810,3371,9071,2255,2924,3135,1911,441,1348,385,24833,Hobart (C)
63010,872,988,984,706,758,481,417,958,118,6284,Huon Valley (M)
63210,352,331,406,315,227,200,233,379,61,2501,Kentish (M)
63410,199,64,102,48,70,41,53,189,13,780,King Island (M)
63610,2072,4153,2125,1883,2362,1446,497,1274,257,16067,Kingborough (M)
63810,603,621,720,511,455,504,309,581,82,4390,Latrobe (M) (Tas.)
64010,2924,5675,3573,3507,3419,3167,1813,3106,431,27615,Launceston (C)
64210,1297,1210,1187,993,1079,783,679,960,135,8325,Meander Valley (M)
64610,876,626,835,551,605,560,469,806,99,5432,Northern Midlands (M)
70420,279,447,247,396,242,98,87,369,68,2233,Barkly (R)
70540,0,7,3,0,0,0,0,0,0,12,Belyuen (S)
70620,140,216,182,181,101,35,193,175,43,1266,Central Desert (R)
70700,90,87,95,76,82,27,49,70,26,598,Coomalie (S)
71000,5933,10596,6614,5329,6050,3241,1993,3674,882,44314,Darwin (C)
71300,133,471,137,318,110,80,91,159,126,1616,East Arnhem (R)
72200,611,881,794,708,590,274,260,394,89,4594,Katherine (T)
72300,1547,1551,3818,1216,1738,708,1201,1477,274,13526,Litchfield (M)
72330,183,349,135,330,136,60,53,219,55,1521,MacDonnell (R)
