lga_code16,p_ewft_35_39_es_ns,p_ewft_35_39_tot,p_ewft_40_44_e,p_ewft_40_44_om_ie,p_ewft_40_44_om_uie,p_ewft_40_44_cfw,p_ewft_40_44_es_ns,p_ewft_40_44_tot,p_ewft_45_49_e,p_ewft_45_49_om_ie,p_ewft_45_49_om_uie,p_ewft_45_49_cfw,p_ewft_45_49_es_ns,p_ewft_45_49_tot,p_ewft_50_54_e,p_ewft_50_54_om_ie,p_ewft_50_54_om_uie,p_ewft_50_54_cfw,p_ewft_50_54_es_ns,p_ewft_50_54_tot,p_ewft_55_59_e,p_ewft_55_59_om_ie,p_ewft_55_59_om_uie,p_ewft_55_59_cfw,p_ewft_55_59_es_ns,p_ewft_55_59_tot,p_ewft_60_64_e,p_ewft_60_64_om_ie,p_ewft_60_64_om_uie,p_ewft_60_64_cfw,p_ewft_60_64_es_ns,p_ewft_60_64_tot,p_ewft_65_69_e,p_ewft_65_69_om_ie,p_ewft_65_69_om_uie,p_ewft_65_69_cfw,p_ewft_65_69_es_ns,p_ewft_65_69_tot,p_ewft_70_74_e,p_ewft_70_74_om_ie,p_ewft_70_74_om_uie,p_ewft_70_74_cfw,p_ewft_70_74_es_ns,p_ewft_70_74_tot,p_ewft_75ov_e,p_ewft_75ov_om_ie,p_ewft_75ov_om_uie,p_ewft_75ov_cfw,p_ewft_75ov_es_ns,p_ewft_75ov_tot,p_ewft_tot_e,p_ewft_tot_om_ie,p_ewft_tot_om_uie,p_ewft_tot_cfw,p_ewft_tot_es_ns,p_ewft_tot_tot,p_ewpt_15_19_e,p_ewpt_15_19_om_ie,p_ewpt_15_19_om_uie,p_ewpt_15_19_cfw,p_ewpt_15_19_es_ns,p_ewpt_15_19_tot,p_ewpt_20_24_e,p_ewpt_20_24_om_ie,p_ewpt_20_24_om_uie,p_ewpt_20_24_cfw,p_ewpt_20_24_es_ns,p_ewpt_20_24_tot,p_ewpt_25_29_e,p_ewpt_25_29_om_ie,p_ewpt_25_29_om_uie,p_ewpt_25_29_cfw,p_ewpt_25_29_es_ns,p_ewpt_25_29_tot,p_ewpt_30_34_e,p_ewpt_30_34_om_ie,p_ewpt_30_34_om_uie,p_ewpt_30_34_cfw,p_ewpt_30_34_es_ns,p_ewpt_30_34_tot,p_ewpt_35_39_e,p_ewpt_35_39_om_ie,p_ewpt_35_39_om_uie,p_ewpt_35_39_cfw,p_ewpt_35_39_es_ns,p_ewpt_35_39_tot,p_ewpt_40_44_e,p_ewpt_40_44_om_ie,p_ewpt_40_44_om_uie,p_ewpt_40_44_cfw,p_ewpt_40_44_es_ns,p_ewpt_40_44_tot,p_ewpt_45_49_e,p_ewpt_45_49_om_ie,p_ewpt_45_49_om_uie,p_ewpt_45_49_cfw,p_ewpt_45_49_es_ns,p_ewpt_45_49_tot,p_ewpt_50_54_e,p_ewpt_50_54_om_ie,p_ewpt_50_54_om_uie,p_ewpt_50_54_cfw,p_ewpt_50_54_es_ns,p_ewpt_50_54_tot,p_ewpt_55_59_e,p_ewpt_55_59_om_ie,p_ewpt_55_59_om_uie,p_ewpt_55_59_cfw,p_ewpt_55_59_es_ns,p_ewpt_55_59_tot,p_ewpt_60_64_e,p_ewpt_60_64_om_ie,p_ewpt_60_64_om_uie,p_ewpt_60_64_cfw,p_ewpt_60_64_es_ns,p_ewpt_60_64_tot,p_ewpt_65_69_e,p_ewpt_65_69_om_ie,p_ewpt_65_69_om_uie,p_ewpt_65_69_cfw,p_ewpt_65_69_es_ns,p_ewpt_65_69_tot,p_ewpt_70_74_e,p_ewpt_70_74_om_ie,p_ewpt_70_74_om_uie,p_ewpt_70_74_cfw,p_ewpt_70_74_es_ns,p_ewpt_70_74_tot,p_ewpt_75ov_e,p_ewpt_75ov_om_ie,p_ewpt_75ov_om_uie,p_ewpt_75ov_cfw,p_ewpt_75ov_es_ns,p_ewpt_75ov_tot,p_ewpt_tot_e,p_ewpt_tot_om_ie,p_ewpt_tot_om_uie,p_ewpt_tot_cfw,p_ewpt_tot_es_ns,p_ewpt_tot_tot,p_eafw_e,p_eafw_om_ie,p_eafw_om_uie,p_eafw_cfw,p_eafw_es_ns,p_eafw_tot,p_h_ns_e,p_h_ns_om_ie,p_h_ns_om_uie,p_h_ns_cfw,p_h_ns_es_ns,p_h_ns_tot,p_tot_e,p_tot_om_ie,p_tot_om_uie,p_tot_cfw,p_tot_es_ns,p_tot_tot,lga_name16
14650,22,3256,3001,426,299,39,20,3789,3103,468,329,32,33,3964,2993,451,302,37,31,3819,2581,374,291,36,26,3308,1320,241,164,29,13,1763,292,113,82,15,0,501,55,40,25,12,0,123,21,13,7,9,0,54,26211,2815,2122,260,207,31614,3326,12,23,10,26,3389,2821,9,64,14,23,2927,1516,36,114,12,12,1690,1611,63,192,31,12,1913,1594,88,236,42,7,1966,1715,128,258,45,18,2168,1698,114,249,48,13,2121,1598,122,247,56,16,2038,1476,145,240,41,18,1915,1213,143,245,51,12,1660,512,108,162,50,14,842,185,58,71,42,4,366,62,32,28,21,4,147,19333,1055,2133,452,174,23140,1861,64,106,36,31,2098,677,46,44,28,109,911,48075,3985,4411,769,524,57757,Lake Macquarie (C)
14700,3,1410,1139,128,58,7,0,1340,988,166,79,10,4,1245,876,133,72,11,7,1098,674,149,78,5,6,915,350,76,38,3,4,471,132,40,17,3,0,200,28,17,7,4,0,56,11,10,3,0,0,25,9125,915,494,50,39,10630,348,0,10,3,0,360,619,0,12,8,0,633,374,5,29,3,4,421,357,17,39,8,3,420,346,29,45,3,0,423,352,42,60,12,0,466,299,44,67,8,3,422,277,49,74,8,0,412,264,55,49,11,3,376,200,35,65,10,0,316,133,63,45,16,4,264,52,26,30,11,0,125,33,17,14,8,0,67,3662,382,538,102,25,4710,343,20,20,7,4,389,176,18,16,9,35,256,13302,1335,1075,178,101,15982,Lane Cove (A)
14750,3,263,282,23,22,3,3,338,305,35,37,8,3,388,306,37,42,12,5,400,293,29,39,18,0,377,153,18,29,14,4,211,39,15,13,4,0,73,3,7,3,12,0,25,6,3,3,3,3,26,2521,190,256,86,27,3087,125,0,0,0,0,126,77,0,0,0,0,83,69,0,8,3,0,78,88,4,13,3,0,103,88,3,3,5,3,97,112,7,11,3,0,136,108,3,7,5,0,124,103,0,15,6,0,125,87,7,17,5,0,115,80,0,14,8,3,101,32,0,17,4,3,59,18,3,3,7,0,29,3,3,10,9,0,23,982,29,114,64,14,1200,136,7,16,8,6,172,79,3,3,12,18,117,3722,230,386,172,64,4576,Leeton (A)
14850,6,1071,1081,69,125,16,9,1299,1249,90,152,23,11,1521,1278,105,199,24,9,1619,1198,102,164,26,11,1493,668,72,132,22,12,908,180,39,79,29,0,333,30,10,43,9,0,91,9,6,29,13,7,61,9093,627,1140,161,91,11108,876,0,7,6,13,898,631,0,20,3,3,652,466,5,29,4,0,501,523,10,48,19,10,598,594,16,52,12,3,672,655,19,80,10,8,771,656,24,82,9,8,780,666,18,83,14,9,793,720,34,95,25,6,880,574,25,126,24,4,753,262,23,83,29,10,399,80,8,44,14,7,144,19,3,16,17,3,66,6707,185,762,191,71,7917,578,12,39,12,18,659,262,17,34,41,60,408,16637,840,1973,399,238,20090,Lismore (C)
14870,6,390,480,40,44,7,0,559,471,27,44,5,8,555,501,47,46,10,0,606,510,34,52,8,5,608,206,22,35,14,3,275,61,14,12,14,0,99,15,11,3,9,0,41,4,0,9,7,0,20,3884,251,305,68,31,4550,256,0,3,0,0,261,156,0,6,5,0,165,161,3,8,11,3,181,173,4,14,4,0,199,169,10,6,5,0,194,203,11,14,5,3,236,216,10,28,4,0,255,215,10,24,11,4,259,221,12,28,7,4,271,156,11,21,16,4,213,75,4,15,8,3,103,37,4,16,13,0,73,6,4,9,19,0,38,2044,76,192,104,33,2447,253,10,19,9,9,298,114,6,10,5,13,149,6293,350,528,182,88,7444,Lithgow (C)
14900,28,5062,4512,545,304,20,43,5434,4366,539,327,44,50,5322,4097,471,293,29,44,4937,3526,379,240,26,43,4211,1922,241,174,15,21,2368,630,124,66,8,8,834,98,47,16,5,0,164,34,26,10,0,4,75,37867,3449,2096,211,345,43967,2417,15,21,26,27,2497,2795,17,48,28,23,2914,1508,56,86,19,6,1679,1603,99,160,40,11,1910,1618,134,173,54,22,2002,1819,144,180,55,17,2222,1493,139,209,56,27,1923,1335,120,146,42,29,1659,1242,96,123,39,16,1517,820,102,120,34,14,1083,378,87,67,21,11,561,129,39,41,17,3,224,51,30,14,8,0,109,17190,1070,1399,445,196,20300,1719,79,61,35,43,1935,1233,99,98,59,187,1684,58010,4696,3649,749,775,67886,Liverpool (C)
14920,3,149,137,12,22,6,0,181,150,15,34,7,0,213,144,17,53,10,7,221,119,14,47,13,3,194,90,27,42,12,6,171,25,10,17,17,3,77,3,5,16,16,0,37,0,3,12,11,0,25,1153,122,284,91,30,1682,52,0,0,0,0,54,36,0,0,0,0,40,39,0,4,0,0,45,59,0,5,0,0,71,45,0,3,4,0,54,60,0,12,0,0,78,64,0,9,3,0,81,72,5,13,0,0,96,73,3,10,6,0,92,48,3,9,5,3,70,30,6,7,7,3,50,10,5,7,6,0,31,11,3,13,7,0,27,611,31,104,48,10,806,71,4,12,3,6,99,39,3,3,15,10,69,1872,153,409,159,57,2654,Liverpool Plains (A)
14950,3,37,32,4,12,3,0,52,22,4,19,5,0,54,30,7,23,5,0,72,28,8,27,10,0,72,12,5,19,13,0,39,4,3,16,10,0,30,5,3,12,5,3,19,3,0,4,4,0,13,241,48,156,65,5,520,10,0,0,0,0,13,20,0,0,0,0,20,19,0,0,0,0,17,13,0,4,0,0,17,10,0,3,0,0,17,25,0,10,6,0,38,26,0,7,3,0,39,28,3,5,0,0,41,32,0,3,0,0,38,18,0,6,5,0,33,12,3,5,10,0,27,0,0,9,0,0,12,0,0,0,3,0,7,208,10,50,38,3,311,25,0,3,0,4,35,3,0,3,3,3,15,477,58,211,109,20,877,Lockhart (A)
15050,6,1650,1533,177,101,19,12,1849,1622,198,98,13,13,1940,1477,177,114,13,13,1797,1226,148,127,19,4,1524,554,99,72,14,6,746,157,56,28,13,0,253,30,15,14,9,0,66,11,8,11,7,0,29,13128,1175,805,135,89,15334,1467,0,10,9,7,1497,1066,9,24,4,6,1113,756,11,54,15,3,839,794,27,56,14,5,893,819,36,80,12,9,959,852,43,85,14,8,1000,792,30,82,18,6,923,716,36,88,19,10,868,680,49,69,18,7,827,484,44,86,19,7,648,216,33,51,20,5,325,74,19,24,8,0,124,33,4,13,11,0,57,8743,346,726,184,70,10072,812,18,44,16,13,906,331,19,22,19,45,444,23019,1555,1595,359,222,26754,Maitland (C)
15240,18,1152,1189,152,196,39,17,1589,1407,159,253,42,14,1870,1442,194,280,44,33,1982,1334,193,291,48,28,1899,752,142,204,50,19,1171,186,77,106,33,15,420,28,29,70,29,3,162,11,10,45,24,7,94,10465,1111,1730,340,185,13826,1202,0,6,8,25,1243,731,3,15,4,16,769,615,3,28,13,5,669,645,24,59,10,3,746,694,37,97,16,12,850,833,50,101,23,9,1013,901,40,138,29,10,1109,1026,36,153,40,20,1277,1054,53,170,41,16,1334,815,68,185,62,14,1146,390,69,122,66,11,664,112,31,59,51,11,264,41,15,33,36,6,135,9064,428,1176,402,160,11224,987,45,97,42,34,1209,369,33,48,50,125,635,20892,1614,3049,839,508,26889,Mid-Coast (A)
15270,9,610,516,55,72,9,10,663,576,87,63,3,12,751,547,72,66,25,12,718,446,60,85,27,7,623,211,38,75,34,0,360,47,18,50,34,4,154,12,7,22,29,0,73,10,12,23,21,3,69,4538,429,590,200,73,5820,295,0,0,9,5,309,182,0,6,0,3,192,168,0,16,0,0,186,239,9,29,16,3,295,204,13,28,9,0,251,260,17,31,7,3,319,297,24,34,12,7,370,307,11,35,11,4,367,256,17,44,14,8,333,164,16,31,17,4,234,78,15,39,27,3,163,34,7,27,25,0,93,8,0,23,19,4,55,2478,138,344,163,47,3156,302,16,35,4,7,358,128,9,11,14,31,182,7438,583,970,381,157,9525,Mid-Western Regional (A)
15300,0,372,289,46,57,9,6,401,306,62,57,24,10,449,341,41,62,26,9,472,242,55,84,17,7,404,162,30,53,24,5,285,71,20,39,16,3,148,11,12,19,9,3,50,4,8,12,15,5,39,2823,337,489,129,56,3840,126,0,3,3,0,134,94,0,3,0,0,96,78,0,6,0,0,84,102,6,13,3,0,124,107,3,12,3,0,128,120,7,13,4,0,144,110,10,11,5,0,137,100,5,11,3,3,124,113,12,19,12,5,159,81,15,15,7,3,122,40,7,14,7,3,73,15,5,3,13,3,42,8,3,9,7,0,27,1095,71,140,65,20,1396,164,15,23,9,3,218,102,3,16,17,20,151,4182,424,672,222,106,5603,Moree Plains (A)
15350,4,506,337,113,58,5,4,516,316,133,59,12,4,529,317,138,73,16,3,553,232,116,67,6,3,426,153,60,41,5,0,259,63,57,25,3,0,149,18,18,11,3,0,51,7,16,4,6,0,35,3272,831,461,67,25,4656,290,0,6,0,0,296,531,3,16,3,5,559,261,5,14,0,3,287,240,17,36,0,0,294,205,38,48,4,6,305,194,29,71,6,0,307,174,48,60,5,3,295,201,39,54,17,3,313,155,58,59,9,4,291,152,70,60,12,3,293,115,57,55,23,0,254,48,39,30,16,0,136,29,26,22,14,0,93,2591,442,534,125,30,3727,151,21,20,10,4,215,88,26,12,11,4,141,6108,1317,1029,210,75,8738,Mosman (A)
15520,4,193,172,47,32,10,3,274,233,46,54,22,7,358,196,42,53,29,7,331,177,56,58,35,6,336,111,26,62,29,0,223,23,20,36,21,6,97,4,10,15,23,0,50,0,13,12,14,0,41,1651,318,387,194,38,2595,153,0,0,13,3,160,117,0,3,3,3,126,68,3,8,0,0,79,84,3,11,3,0,104,78,4,13,7,4,100,93,3,11,0,3,107,107,9,20,10,0,141,119,15,8,0,3,150,134,5,13,13,5,170,103,8,18,11,0,148,35,12,7,8,4,66,20,5,7,10,0,50,10,3,10,16,0,35,1132,72,126,96,24,1446,132,11,18,17,14,184,69,5,11,14,13,108,2981,405,537,320,85,4336,Murray River (A)
15560,0,89,65,29,11,3,0,115,75,20,16,3,3,116,76,24,23,8,0,132,81,26,32,9,4,153,45,14,12,14,0,82,13,5,10,0,0,37,0,0,8,3,0,10,0,3,6,3,0,14,660,154,158,63,18,1049,29,0,3,3,0,28,25,0,0,0,0,27,31,0,0,0,3,36,29,0,3,0,0,39,29,0,3,0,0,33,23,10,3,7,0,46,32,0,5,4,0,41,32,5,9,0,0,51,31,8,4,3,0,42,27,0,3,7,3,35,22,0,0,3,3,26,5,0,3,0,0,12,0,0,5,3,0,11,318,36,39,29,9,435,49,13,13,10,3,88,17,0,4,10,6,40,1035,202,222,110,42,1610,Murrumbidgee (A)
15650,7,785,763,27,28,0,7,828,756,34,21,6,3,826,734,31,32,10,4,805,548,24,32,12,6,621,262,25,31,4,4,327,50,13,14,8,3,92,6,3,14,11,0,33,7,0,3,3,3,17,6019,203,226,63,49,6567,250,0,0,3,0,258,204,0,5,0,0,207,197,4,13,5,0,214,220,4,16,4,0,249,215,3,14,3,3,238,218,3,10,8,0,236,199,3,8,8,0,222,199,3,23,7,3,234,173,5,12,4,5,196,109,3,12,6,0,130,53,4,11,0,0,73,18,0,11,9,0,36,7,3,8,5,0,23,2066,40,143,53,25,2324,384,3,11,3,4,407,152,6,10,10,21,199,8624,249,392,126,102,9498,Muswellbrook (A)
15700,5,272,261,23,40,12,6,338,261,24,47,6,3,341,265,23,57,20,8,368,272,30,68,4,4,382,137,24,52,15,5,233,35,14,44,18,0,111,5,6,11,10,0,30,0,5,11,13,0,36,2123,181,395,108,39,2842,218,0,3,3,4,231,157,0,5,3,0,164,124,3,7,3,0,143,131,3,22,11,0,168,152,0,20,4,0,178,148,10,30,0,6,201,183,8,31,4,3,237,236,5,32,3,8,280,257,9,50,7,0,325,168,11,59,16,0,253,54,9,25,15,0,100,27,7,14,0,0,46,3,0,4,15,3,21,1858,73,293,86,30,2342,165,7,33,10,7,212,77,0,14,11,23,130,4221,260,737,213,100,5529,Nambucca (A)
15750,3,469,381,34,55,21,7,488,376,38,53,6,6,473,395,49,56,18,4,522,314,65,39,27,4,451,182,34,54,20,6,288,49,28,34,23,0,129,14,7,16,4,3,45,6,3,12,11,0,29,3380,304,392,146,46,4254,194,0,3,0,3,199,99,3,3,3,0,107,112,0,5,5,0,121,130,0,12,4,3,147,113,10,4,6,3,141,112,11,21,3,3,149,112,0,13,3,7,136,145,6,19,6,0,179,130,12,15,9,3,163,105,10,17,8,0,141,43,15,13,18,0,83,22,4,4,9,7,44,0,3,6,6,0,22,1318,77,135,81,32,1635,198,14,22,19,11,258,86,7,12,23,19,148,4974,396,564,264,99,6303,Narrabri (A)
15800,0,112,107,11,17,0,3,134,106,9,22,3,0,145,130,10,30,16,0,187,106,21,39,15,3,190,59,12,30,15,0,109,20,13,20,10,0,63,0,0,11,0,0,18,0,3,6,3,0,19,858,111,228,83,10,1288,49,0,0,3,3,54,45,0,0,3,0,52,41,0,5,3,0,50,55,3,0,3,0,61,42,0,4,0,0,46,52,3,13,3,0,75,49,0,3,0,0,57,48,0,9,7,0,66,63,4,4,5,0,80,30,6,4,0,0,39,14,4,14,3,3,36,3,3,5,6,0,12,3,0,7,8,3,24,492,26,70,52,11,649,73,5,12,3,4,97,34,0,8,4,4,58,1466,139,315,140,32,2093,Narrandera (A)
15850,0,120,111,16,34,9,3,170,105,17,32,22,3,177,123,15,35,20,0,195,116,20,33,11,3,189,82,13,40,11,4,148,27,8,23,13,0,67,3,6,8,11,4,30,6,0,7,3,0,18,1012,129,263,116,16,1534,50,0,0,3,0,57,37,0,0,0,0,40,33,0,3,0,0,38,35,0,6,3,0,47,47,0,11,3,0,57,38,3,4,3,0,48,50,3,10,3,0,63,32,3,6,3,0,49,45,4,6,3,0,65,30,4,6,11,0,48,21,4,6,14,0,46,11,0,3,8,0,24,5,0,0,10,0,16,433,26,63,59,4,586,50,9,11,4,4,77,31,3,6,11,11,60,1529,166,341,185,44,2261,Narromine (A)
15900,20,6684,6498,491,298,26,34,7357,6755,533,342,32,31,7694,6487,487,311,33,32,7352,5525,411,301,34,47,6323,2748,246,176,22,22,3217,651,109,77,13,10,857,97,40,28,9,4,172,42,17,10,6,0,74,53707,3175,2310,219,287,59697,3306,12,12,15,27,3374,4390,15,83,14,19,4519,2640,37,124,13,15,2828,2711,64,191,32,9,3014,2819,100,241,35,10,3202,2847,110,237,33,17,3249,2681,124,227,33,8,3087,2534,126,214,46,20,2930,2324,111,211,33,17,2702,1648,119,201,20,19,2008,705,89,124,50,7,978,237,43,62,24,4,376,101,24,40,30,3,202,28947,990,1971,371,182,32464,3426,75,89,25,47,3662,1157,51,69,41,179,1500,87238,4294,4443,660,692,97327,Newcastle (C)
15950,31,8539,6538,588,198,28,25,7379,5311,631,213,22,24,6206,4048,616,203,20,13,4898,2778,476,180,21,21,3481,1386,306,120,6,11,1826,502,183,62,10,5,763,107,64,22,12,0,198,34,22,20,11,3,87,48412,3865,1525,180,197,54176,1036,5,9,5,9,1068,2239,12,36,9,13,2302,1411,24,65,14,20,1532,1370,59,113,16,6,1562,1301,84,126,25,4,1543,1175,117,138,19,4,1455,990,140,116,25,5,1277,757,135,126,23,7,1040,654,141,135,45,10,975,600,154,136,31,12,932,441,174,119,36,11,780,207,92,66,25,5,404,73,47,36,24,0,193,12247,1187,1219,298,111,15058,1675,65,71,17,17,1852,862,73,60,34,124,1156,63199,5193,2875,530,457,72250,North Sydney (A)
15990,27,5691,4284,1106,652,61,35,6134,4090,1353,750,70,39,6300,4040,1337,610,71,38,6098,3234,975,533,40,36,4812,1953,580,279,42,17,2874,696,292,152,31,10,1179,169,129,63,12,6,377,49,69,29,15,4,163,37470,7547,4334,414,283,50044,4187,8,88,25,29,4343,3876,16,122,18,21,4061,2118,61,177,28,7,2394,1949,147,309,44,16,2464,2006,243,544,86,11,2883,2210,381,595,124,22,3334,2283,393,587,81,16,3359,2036,408,528,95,27,3095,1838,378,439,86,14,2749,1590,402,434,85,22,2539,1045,325,298,95,17,1783,438,205,174,75,15,907,194,104,117,85,10,511,25768,3078,4412,925,223,34408,1904,188,177,45,35,2353,950,112,135,53,170,1429,66096,10930,9061,1440,708,88233,Northern Beaches (A)
16100,3,138,128,3,12,9,0,153,154,15,19,4,4,194,130,11,21,11,4,169,120,10,27,3,0,157,81,16,25,14,0,142,42,3,23,12,0,79,8,0,16,9,0,33,3,0,3,3,0,13,1124,83,170,61,17,1465,62,0,0,3,0,67,38,0,3,0,0,37,34,0,4,0,0,42,27,0,0,0,0,32,30,0,3,0,0,40,39,3,11,0,0,52,26,3,0,3,3,40,36,0,4,0,0,42,42,3,17,0,3,60,30,5,5,6,0,51,21,7,16,13,0,57,15,6,12,14,0,45,0,3,3,4,0,10,404,35,79,55,12,579,52,3,0,3,4,68,38,4,0,9,8,51,1618,121,258,129,33,2158,Oberon (A)
16150,6,1262,1248,115,106,8,7,1489,1222,121,107,5,14,1468,1122,115,91,12,15,1351,1038,100,94,9,5,1245,523,67,61,14,5,665,139,40,39,11,4,226,22,18,17,5,3,64,14,3,8,5,0,31,10175,760,746,85,95,11868,775,0,4,3,10,798,508,0,10,0,5,529,399,5,25,4,3,435,557,16,44,7,9,626,504,14,56,9,3,592,488,23,46,4,5,570,477,25,50,8,9,561,451,26,47,6,5,535,455,22,62,14,7,555,332,28,46,24,8,443,180,20,44,18,3,260,68,14,23,12,0,112,28,3,10,5,10,58,5209,199,472,117,79,6074,629,21,41,11,19,711,228,19,17,18,40,319,16235,999,1271,225,230,18968,Orange (C)
16200,5,330,299,30,45,13,3,391,305,35,66,18,3,426,335,44,52,27,9,458,264,28,68,21,3,383,131,13,64,20,3,238,43,13,38,22,0,119,5,5,22,9,3,44,3,3,12,8,4,29,2636,226,447,150,36,3494,218,0,3,3,3,230,134,0,3,3,4,144,99,3,5,3,0,108,143,3,6,6,4,160,119,7,12,3,3,140,142,13,10,3,0,166,127,3,16,3,3,154,127,7,13,4,3,162,136,6,22,5,5,165,114,7,20,20,0,159,40,7,17,8,3,72,24,3,3,13,0,42,11,5,8,16,0,41,1425,57,149,83,26,1742,198,14,22,9,8,251,85,8,3,8,21,133,4353,305,615,252,89,5611,Parkes (A)
16260,61,12343,10634,801,358,37,51,11873,9938,834,353,34,56,11219,9592,844,416,48,42,10948,7910,601,343,31,48,8930,4687,383,221,26,39,5355,1466,201,119,13,15,1808,274,71,40,3,4,397,64,31,15,4,0,115,86930,5471,2715,303,471,95889,2871,6,24,19,24,2937,4658,36,90,23,18,4827,3018,75,139,33,20,3287,3220,150,217,59,21,3672,3259,197,264,70,21,3809,3015,211,296,64,16,3610,2612,195,291,58,31,3181,2327,180,273,52,24,2862,2163,171,247,44,14,2640,1705,175,202,45,9,2137,902,136,140,37,12,1232,327,64,74,27,5,510,132,46,37,20,5,246,30213,1654,2294,564,227,34954,4007,113,112,36,62,4334,2127,150,155,69,290,2782,123281,7379,5276,972,1043,137952,Parramatta (C)
16350,15,4812,4244,505,315,30,35,5128,4313,536,355,25,29,5265,4102,515,324,34,30,5000,3578,431,275,35,25,4349,2059,278,185,22,22,2562,608,115,100,14,9,841,112,56,26,6,0,200,30,18,17,0,0,67,36590,3418,2392,216,249,42863,3422,9,10,22,20,3485,2677,15,59,15,12,2785,1593,45,101,29,15,1783,1710,89,174,25,14,2011,1704,91,184,51,8,2040,1751,123,172,54,12,2115,1531,113,188,35,9,1880,1410,97,178,41,10,1746,1451,99,182,36,8,1776,1115,105,173,27,9,1427,556,79,107,34,8,790,182,38,52,21,5,301,67,17,21,13,3,130,19174,929,1613,402,141,22260,1888,59,90,23,33,2095,1065,62,76,37,142,1381,58709,4466,4164,675,575,68594,Penrith (C)
11300,4,1094,897,107,78,10,4,1091,914,130,79,9,6,1132,900,145,122,5,6,1181,817,114,73,9,3,1022,469,54,51,7,4,580,176,26,27,3,4,233,33,12,15,3,0,60,16,6,3,0,0,30,8104,858,592,71,53,9672,664,3,8,6,6,684,979,4,26,3,6,1021,577,19,29,8,3,631,454,26,50,14,3,540,396,36,44,8,6,487,421,39,47,11,8,521,401,41,52,18,6,515,403,34,50,13,0,494,344,32,41,14,3,430,305,35,35,3,4,384,184,24,19,7,10,238,66,15,12,3,0,99,34,6,14,3,0,64,5225,304,426,121,50,6117,434,17,22,7,11,497,251,24,14,12,39,344,14010,1194,1058,213,151,16624,Burwood (A)
11350,12,651,469,146,154,17,11,797,459,161,201,22,4,850,419,138,168,16,10,752,390,99,156,17,10,669,195,82,110,14,7,408,49,31,51,11,4,145,8,12,12,3,3,36,3,5,16,6,0,33,3812,834,1159,128,83,6002,457,0,4,3,9,473,370,3,18,3,9,402,427,10,71,9,3,521,391,21,85,20,13,531,380,39,140,17,12,585,448,58,166,24,16,710,403,53,179,20,9,671,393,47,180,16,13,644,446,44,172,25,14,695,320,66,175,28,12,598,136,29,93,21,7,282,41,19,33,13,6,111,15,7,20,9,0,46,4223,384,1346,190,121,6265,270,28,78,17,9,402,171,13,40,22,43,292,8475,1257,2621,354,261,12964,Byron (A)
11400,8,284,227,29,45,7,4,311,244,29,45,15,6,336,230,34,71,22,5,365,204,22,71,8,5,314,113,24,54,23,0,215,41,17,36,34,3,136,12,6,28,29,4,71,3,6,15,25,7,54,1874,220,469,186,52,2804,72,0,0,9,0,82,57,0,0,3,0,57,70,0,7,0,0,82,72,4,6,10,0,91,65,3,23,9,0,98,99,3,20,5,3,135,70,11,21,6,0,107,100,4,16,13,0,134,91,7,18,4,0,118,76,5,20,18,0,129,31,7,27,22,4,89,15,8,22,20,3,58,3,0,24,20,0,52,839,64,199,129,19,1244,114,7,18,18,0,158,51,3,9,23,9,94,2877,291,697,351,84,4298,Cabonne (A)
11450,10,1597,1350,337,164,19,14,1878,1353,292,130,7,13,1797,1162,238,133,10,14,1548,943,164,111,11,10,1241,512,107,82,16,4,717,170,51,28,8,3,256,25,18,10,3,0,62,15,8,0,3,0,28,11862,1788,1029,109,129,14913,1477,5,12,12,13,1507,972,5,27,3,11,1020,508,25,51,8,5,606,559,37,99,24,8,723,603,66,91,12,5,778,662,85,92,12,4,850,576,50,92,20,7,748,527,58,74,21,6,674,444,47,79,12,5,581,351,62,83,14,3,508,139,44,38,19,6,245,50,12,22,5,0,89,17,10,7,15,0,48,6878,498,754,173,78,8368,559,41,39,16,9,661,361,26,31,14,67,501,19655,2351,1857,311,277,24444,Camden (A)
11500,24,3312,3191,319,179,18,30,3741,3008,296,228,25,23,3580,3124,319,192,21,34,3698,2648,302,180,20,15,3163,1476,158,127,15,14,1789,436,73,43,5,3,559,78,36,14,3,0,139,16,8,6,4,3,33,25914,2108,1459,152,242,29866,2262,4,6,14,16,2295,2034,11,35,16,16,2107,1164,22,52,24,13,1270,1231,47,103,32,13,1428,1168,66,115,28,9,1388,1256,78,125,25,4,1488,1115,69,142,23,8,1361,1130,80,115,25,15,1364,1004,87,103,25,13,1234,760,61,112,17,9,954,402,52,48,21,4,528,134,23,21,14,7,203,40,12,17,12,0,80,13697,609,1001,263,127,15700,1312,50,47,20,23,1453,823,51,61,33,124,1097,41749,2820,2563,466,510,48114,Campbelltown (C) (NSW)
