lga_code_2016,earners_persons_2010_11,earners_persons_2011_12,earners_persons_2012_13,earners_persons_2013_14,earners_persons_2014_15,median_age_of_earners_years_2010_11,median_age_of_earners_years_2011_12,median_age_of_earners_years_2012_13,median_age_of_earners_years_2013_14,median_age_of_earners_years_2014_15,income_aud_2010_11,income_aud_2011_12,income_aud_2012_13,income_aud_2013_14,income_aud_2014_15,median_aud_2010_11,median_aud_2011_12,median_aud_2012_13,median_aud_2013_14,median_aud_2014_15,mean_aud_2010_11,mean_aud_2011_12,mean_aud_2012_13,mean_aud_2013_14,mean_aud_2014_15,main_source_pc_of_earners_2010_11,main_source_pc_of_earners_2011_12,main_source_pc_of_earners_2012_13,main_source_pc_of_earners_2013_14,main_source_pc_of_earners_2014_15,lga_name16
10050,23539.0,23925.0,24211.0,24454.0,25371.0,39.0,39.0,39.0,40.0,39.0,1034884475.0,1094132257.0,1142159708.0,1183073655.0,1258152326.0,39523.0,40996.0,41988.0,42964.0,44070.0,43965.0,45732.0,47175.0,48380.0,49590.0,77.7,77.9,77.5,77.3,76.7,Albury (C)
10130,12360.0,12637.0,12867.0,13153.0,13563.0,40.0,40.0,40.0,40.0,40.0,496287494.0,525023174.0,556150582.0,584555498.0,629304066.0,34393.0,35328.0,36843.0,37647.0,39261.0,40153.0,41547.0,43223.0,44443.0,46399.0,73.3,73.6,73.7,73.9,73.6,Armidale Regional (A)
10250,17073.0,17231.0,17723.0,18480.0,19244.0,42.0,43.0,43.0,43.0,43.0,689735835.0,732318725.0,780132749.0,837355290.0,889382614.0,33804.0,35665.0,36726.0,37827.0,38845.0,40399.0,42500.0,44018.0,45311.0,46216.0,65.8,65.9,66.1,66.7,66.1,Ballina (A)
10300,881.0,877.0,919.0,985.0,971.0,42.0,41.0,41.0,42.0,42.0,30631450.0,32076822.0,33721769.0,37026672.0,38484108.0,30535.0,33741.0,32982.0,33661.0,36367.0,34769.0,36576.0,36694.0,37591.0,39633.0,67.0,66.5,67.1,69.4,66.9,Balranald (A)
10470,17871.0,18393.0,18758.0,19000.0,19704.0,39.0,40.0,40.0,40.0,40.0,831809237.0,903288458.0,947697024.0,977237830.0,1041634498.0,40918.0,42947.0,43880.0,44716.0,46407.0,46545.0,49110.0,50522.0,51434.0,52864.0,79.5,79.5,79.2,79.4,78.9,Bathurst Regional (A)
10550,13374.0,13732.0,13874.0,14172.0,14704.0,45.0,44.0,45.0,45.0,45.0,503502735.0,543272063.0,567844511.0,597359352.0,633012131.0,32746.0,34358.0,35300.0,36563.0,37368.0,37648.0,39562.0,40929.0,42151.0,43050.0,65.1,65.6,65.3,65.6,65.0,Bega Valley (A)
10600,4663.0,4763.0,4841.0,5078.0,5222.0,45.0,45.0,45.0,45.0,45.0,172774887.0,185693196.0,198663389.0,217048308.0,229362890.0,31228.0,33123.0,34371.0,35788.0,36732.0,37052.0,38987.0,41038.0,42743.0,43922.0,62.5,63.6,63.8,65.4,64.0,Bellingen (A)
10650,3385.0,3479.0,3498.0,3605.0,3656.0,43.0,43.0,43.0,43.0,43.0,126091574.0,133541003.0,137905887.0,147332596.0,153096770.0,32862.0,33641.0,34484.0,36304.0,37230.0,37250.0,38385.0,39424.0,40869.0,41875.0,65.3,65.3,65.2,65.9,64.7,Berrigan (A)
10750,144332.0,148623.0,154006.0,159658.0,170147.0,37.0,37.0,37.0,37.0,37.0,6941307807.0,7425291289.0,7949314694.0,8448151152.0,9233634332.0,44787.0,46461.0,47747.0,48780.0,49895.0,48093.0,49961.0,51617.0,52914.0,54269.0,88.0,88.0,87.6,87.6,87.0,Blacktown (C)
10800,2289.0,2356.0,2437.0,2420.0,2474.0,40.0,40.0,40.0,41.0,41.0,88302280.0,98763356.0,104050657.0,105957830.0,111503896.0,31782.0,33827.0,34500.0,34842.0,36186.0,38577.0,41920.0,42696.0,43784.0,45070.0,61.9,62.5,63.4,62.8,61.7,Bland (A)
10850,3030.0,3146.0,3171.0,3250.0,3388.0,42.0,41.0,42.0,42.0,43.0,144277289.0,158467570.0,162447440.0,167420235.0,179379409.0,40742.0,41809.0,42936.0,43641.0,44766.0,47616.0,50371.0,51229.0,51514.0,52946.0,73.8,74.6,75.0,74.4,73.9,Blayney (A)
10900,36360.0,36732.0,37142.0,37908.0,39529.0,43.0,43.0,43.0,43.0,44.0,1881363925.0,1985396068.0,2058520360.0,2150993212.0,2291716851.0,44051.0,45921.0,47143.0,48110.0,49186.0,51743.0,54051.0,55423.0,56742.0,57976.0,75.9,75.8,75.7,75.6,75.1,Blue Mountains (C)
10950,1211.0,1241.0,1243.0,1304.0,1377.0,39.0,39.0,39.0,39.0,40.0,50244742.0,54172089.0,57809146.0,61993462.0,68487816.0,34542.0,37081.0,38698.0,40111.0,41006.0,41490.0,43652.0,46508.0,47541.0,49737.0,67.6,70.3,69.5,70.7,69.6,Bogan (A)
11100,20007.0,20392.0,21326.0,22690.0,24747.0,37.0,37.0,37.0,37.0,37.0,1005277627.0,1067612939.0,1155018872.0,1268522798.0,1437985658.0,43979.0,45582.0,47496.0,48969.0,50712.0,50246.0,52354.0,54160.0,55907.0,58107.0,83.6,83.7,83.4,83.7,83.4,Botany Bay (C)
11150,1238.0,1303.0,1309.0,1300.0,1237.0,39.0,39.0,39.0,39.0,40.0,49245173.0,55907121.0,57078346.0,58767798.0,58564632.0,36000.0,39006.0,39975.0,41870.0,44042.0,39778.0,42906.0,43605.0,45206.0,47344.0,75.4,77.0,77.5,77.6,76.5,Bourke (A)
11200,612.0,615.0,596.0,579.0,563.0,41.0,42.0,42.0,43.0,42.0,21474412.0,23790743.0,23799605.0,24580165.0,24140729.0,28764.0,32998.0,36799.0,38715.0,39400.0,35089.0,38684.0,39932.0,42453.0,42879.0,78.8,79.5,77.9,78.2,76.6,Brewarrina (A)
