lga_code16,fts_nni_mng,fts_nni_pro,fts_nni_tectw,fts_nni_copsw,fts_nni_claw,fts_nni_swks,fts_nni_maopdv,fts_nni_lab,fts_nni_idns,fts_nni_tot,fts_1_149_mng,fts_1_149_pro,fts_1_149_tectw,fts_1_149_copsw,fts_1_149_claw,fts_1_149_swks,fts_1_149_maopdv,fts_1_149_lab,fts_1_149_idns,fts_1_149_tot,fts_150_299_mng,fts_150_299_pro,fts_150_299_tectw,fts_150_299_copsw,fts_150_299_claw,fts_150_299_swks,fts_150_299_maopdv,fts_150_299_lab,fts_150_299_idns,fts_150_299_tot,fts_300_399_mng,fts_300_399_pro,fts_300_399_tectw,fts_300_399_copsw,fts_300_399_claw,fts_300_399_swks,fts_300_399_maopdv,fts_300_399_lab,fts_300_399_idns,fts_300_399_tot,fts_400_499_mng,fts_400_499_pro,fts_400_499_tectw,fts_400_499_copsw,fts_400_499_claw,fts_400_499_swks,fts_400_499_maopdv,fts_400_499_lab,fts_400_499_idns,fts_400_499_tot,fts_500_649_mng,fts_500_649_pro,fts_500_649_tectw,fts_500_649_copsw,fts_500_649_claw,fts_500_649_swks,fts_500_649_maopdv,fts_500_649_lab,fts_500_649_idns,fts_500_649_tot,fts_650_799_mng,fts_650_799_pro,fts_650_799_tectw,fts_650_799_copsw,fts_650_799_claw,fts_650_799_swks,fts_650_799_maopdv,fts_650_799_lab,fts_650_799_idns,fts_650_799_tot,fts_800_999_mng,fts_800_999_pro,fts_800_999_tectw,fts_800_999_copsw,fts_800_999_claw,fts_800_999_swks,fts_800_999_maopdv,fts_800_999_lab,fts_800_999_idns,fts_800_999_tot,fts_1000_1249_mng,fts_1000_1249_pro,fts_1000_1249_tectw,fts_1000_1249_copsw,fts_1000_1249_claw,fts_1000_1249_swks,fts_1000_1249_maopdv,fts_1000_1249_lab,fts_1000_1249_idns,fts_1000_1249_tot,fts_1250_1499_mng,fts_1250_1499_pro,fts_1250_1499_tectw,fts_1250_1499_copsw,fts_1250_1499_claw,fts_1250_1499_swks,fts_1250_1499_maopdv,fts_1250_1499_lab,fts_1250_1499_idns,fts_1250_1499_tot,fts_1500_1749_mng,fts_1500_1749_pro,fts_1500_1749_tectw,fts_1500_1749_copsw,fts_1500_1749_claw,fts_1500_1749_swks,fts_1500_1749_maopdv,fts_1500_1749_lab,fts_1500_1749_idns,fts_1500_1749_tot,fts_1750_1999_mng,fts_1750_1999_pro,fts_1750_1999_tectw,fts_1750_1999_copsw,fts_1750_1999_claw,fts_1750_1999_swks,fts_1750_1999_maopdv,fts_1750_1999_lab,fts_1750_1999_idns,fts_1750_1999_tot,fts_2000_2999_mng,fts_2000_2999_pro,fts_2000_2999_tectw,fts_2000_2999_copsw,fts_2000_2999_claw,fts_2000_2999_swks,fts_2000_2999_maopdv,fts_2000_2999_lab,fts_2000_2999_idns,fts_2000_2999_tot,fts_3000mo_mng,fts_3000mo_pro,fts_3000mo_tectw,fts_3000mo_copsw,fts_3000mo_claw,fts_3000mo_swks,fts_3000mo_maopdv,fts_3000mo_lab,fts_3000mo_idns,fts_3000mo_tot,fts_pins_mng,fts_pins_pro,fts_pins_tectw,fts_pins_copsw,fts_pins_claw,fts_pins_swks,fts_pins_maopdv,fts_pins_lab,fts_pins_idns,fts_pins_tot,fts_tot_mng,fts_tot_pro,fts_tot_tectw,fts_tot_copsw,fts_tot_claw,fts_tot_swks,fts_tot_maopdv,fts_tot_lab,fts_tot_idns,fts_tot_tot,pts_nni_mng,pts_nni_pro,pts_nni_tectw,pts_nni_copsw,pts_nni_claw,pts_nni_swks,pts_nni_maopdv,pts_nni_lab,pts_nni_idns,pts_nni_tot,pts_1_149_mng,pts_1_149_pro,pts_1_149_tectw,pts_1_149_copsw,pts_1_149_claw,pts_1_149_swks,pts_1_149_maopdv,pts_1_149_lab,pts_1_149_idns,pts_1_149_tot,pts_150_299_mng,pts_150_299_pro,pts_150_299_tectw,pts_150_299_copsw,pts_150_299_claw,pts_150_299_swks,pts_150_299_maopdv,pts_150_299_lab,pts_150_299_idns,pts_150_299_tot,pts_300_399_mng,pts_300_399_pro,pts_300_399_tectw,pts_300_399_copsw,pts_300_399_claw,pts_300_399_swks,pts_300_399_maopdv,pts_300_399_lab,pts_300_399_idns,pts_300_399_tot,lga_name16
10050,0,0,0,10,0,10,0,9,0,36,5,18,5,109,17,426,9,162,3,760,0,3,3,58,8,143,4,40,7,274,3,8,5,51,9,39,3,20,0,142,0,0,13,29,9,37,0,5,0,96,3,4,10,24,3,12,0,3,0,68,0,5,4,15,6,0,0,0,0,29,0,3,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,10,0,5,8,32,20,53,48,312,55,698,15,252,19,1457,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,9,3,6,0,25,0,0,7,11,3,10,0,0,0,38,0,3,13,10,3,16,0,3,0,47,Albury (C)
10130,0,0,0,5,0,12,0,5,0,20,4,13,18,77,11,181,3,76,10,389,0,10,12,63,8,87,11,39,0,225,0,8,5,31,14,34,5,26,0,132,0,8,3,22,9,23,0,4,0,72,0,3,8,16,3,23,0,13,0,64,0,4,3,5,3,3,0,5,0,28,0,3,0,3,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,6,0,23,18,52,48,223,52,366,27,173,18,979,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,9,0,0,3,6,0,10,0,6,0,25,0,0,3,8,0,8,3,5,0,25,Armidale Regional (A)
10250,0,0,0,3,0,9,0,3,0,12,3,3,5,73,9,234,6,128,0,466,0,3,5,26,4,60,0,23,0,121,0,0,0,12,8,13,0,3,0,39,0,0,3,19,0,14,3,8,0,41,0,0,3,11,5,12,0,0,0,32,0,3,0,4,3,3,0,0,0,18,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,5,0,16,4,10,17,149,31,348,16,168,3,750,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,14,0,0,3,3,0,11,0,6,0,25,0,0,17,4,3,4,0,0,0,30,Ballina (A)
10300,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Balranald (A)
10470,3,0,0,4,0,3,0,8,5,28,8,12,6,100,9,229,3,122,6,495,5,13,10,98,11,87,5,35,3,259,0,3,3,53,4,41,6,9,0,124,5,7,4,48,6,30,3,11,0,110,8,6,5,28,5,22,0,5,0,80,3,3,5,13,3,6,0,0,0,30,0,0,7,6,0,7,0,3,0,20,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,3,22,26,54,37,360,39,435,10,198,22,1185,0,0,0,0,0,0,0,0,0,3,0,5,0,6,0,6,0,3,0,18,0,0,0,10,0,4,0,3,0,16,0,3,9,11,3,17,0,3,0,40,Bathurst Regional (A)
10550,0,0,0,0,0,12,0,11,3,22,0,0,7,51,5,156,0,81,8,309,0,0,7,17,0,38,0,12,0,68,0,0,3,3,0,3,0,0,0,13,0,0,5,3,0,3,0,0,0,9,0,0,7,8,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,12,3,0,26,82,5,213,0,109,13,446,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,0,0,0,3,0,5,0,0,0,11,0,0,10,0,0,3,0,3,0,14,Bega Valley (A)
10600,0,0,0,0,0,0,0,0,0,4,0,0,0,21,3,34,4,32,0,92,0,0,0,3,0,8,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,3,4,3,29,3,45,4,42,4,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Bellingen (A)
10650,0,0,0,0,0,0,0,0,3,7,0,0,0,13,0,21,0,14,0,56,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,27,0,19,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Berrigan (A)
10750,3,6,6,16,4,64,4,34,17,145,17,90,28,290,72,1342,39,582,29,2474,17,54,46,218,94,702,41,260,16,1441,12,27,37,110,57,281,42,96,14,666,10,21,27,105,37,152,25,73,7,454,18,34,30,77,18,74,30,50,4,330,10,11,20,37,19,39,16,21,0,188,13,14,14,17,9,13,6,6,0,102,3,12,3,8,8,0,9,0,3,46,0,3,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,7,3,11,4,37,3,18,11,100,110,280,209,890,325,2709,223,1133,99,5980,0,0,0,3,0,5,0,4,3,16,0,0,4,14,8,40,0,18,0,95,0,6,19,32,11,52,8,19,5,161,5,12,58,28,17,51,12,25,0,207,Blacktown (C)
10800,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,9,5,10,0,37,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,6,0,19,5,27,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Bland (A)
10850,0,0,0,0,0,0,0,5,0,6,0,0,3,5,0,19,0,30,0,67,0,0,0,10,0,6,0,0,0,12,0,0,0,3,0,3,0,0,0,13,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,29,0,28,0,44,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,Blayney (A)
10900,0,0,0,6,0,3,4,10,0,24,11,26,19,186,29,210,16,163,3,664,0,9,8,95,17,106,7,49,0,291,0,7,5,52,3,30,0,22,0,119,3,3,6,46,7,34,3,7,0,105,0,0,4,30,6,14,0,10,0,72,0,0,9,10,0,7,0,0,0,26,0,0,3,6,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,10,3,25,21,47,51,452,57,406,34,265,11,1344,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,5,0,7,0,29,0,3,0,16,3,11,0,12,0,43,0,0,19,17,3,0,0,4,0,48,Blue Mountains (C)
10950,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,3,0,13,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Bogan (A)
11100,0,3,0,13,0,14,0,0,3,30,3,25,22,71,22,292,14,71,14,533,3,25,11,54,41,192,22,72,4,425,3,17,14,36,20,128,23,55,3,296,5,10,21,41,29,86,16,57,3,267,4,8,14,19,22,69,20,38,5,198,6,9,10,13,13,19,7,14,3,106,3,0,3,5,16,12,4,6,3,51,0,3,5,5,3,5,0,5,0,20,0,3,3,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,0,3,7,32,27,105,110,252,175,825,105,323,45,1961,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,11,3,5,0,28,3,3,7,8,7,22,3,7,0,58,3,0,16,11,0,14,4,11,0,60,Botany Bay (C)
11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Bourke (A)
11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brewarrina (A)
14300,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,9,0,25,0,0,0,6,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,11,0,19,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,5,0,0,3,0,0,3,0,0,0,5,Junee (A)
14350,0,0,0,6,0,5,0,4,4,22,0,0,0,30,11,128,0,78,6,254,0,0,4,5,0,19,0,10,0,41,0,0,0,12,0,6,0,3,0,22,0,0,7,3,0,3,0,6,0,18,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,9,61,16,164,0,108,13,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,7,0,3,0,4,0,13,0,0,7,5,0,4,0,0,0,13,Kempsey (A)
11250,0,0,0,3,0,0,0,3,0,6,0,5,3,20,0,66,4,29,3,131,0,0,0,3,0,12,0,5,0,30,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,7,13,33,0,88,7,43,3,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,4,0,0,0,6,0,0,6,0,0,0,0,0,0,6,Broken Hill (C)
13910,0,0,0,3,0,4,0,3,0,6,0,0,3,20,4,75,0,48,3,151,0,0,0,7,3,12,0,11,0,41,3,0,3,6,3,3,0,3,0,14,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,6,0,8,31,11,99,4,67,3,231,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,0,0,8,3,0,0,0,0,0,15,Hilltops (A)
14000,3,5,3,21,4,24,0,14,8,83,7,103,30,410,64,679,13,357,19,1695,17,51,19,248,63,363,19,122,3,898,4,28,17,143,26,162,10,59,0,455,7,17,16,88,20,92,5,35,4,284,11,12,11,74,8,47,7,23,3,195,0,5,5,23,6,11,0,3,0,70,4,7,3,15,0,10,4,6,0,52,0,5,0,0,3,3,0,0,0,12,0,3,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,7,6,3,3,3,40,63,240,119,1037,201,1393,65,625,45,3791,0,0,0,0,0,0,0,3,0,7,0,0,11,6,4,8,3,5,0,41,0,11,11,20,3,30,8,18,0,97,0,0,24,27,0,19,3,10,0,90,Hornsby (A)
14100,0,0,0,3,0,0,0,0,0,10,0,4,0,44,3,14,0,11,0,89,0,14,3,35,8,4,0,4,0,69,0,0,0,24,4,3,0,0,0,37,0,3,3,10,3,3,0,0,3,31,0,0,0,9,3,3,0,0,0,11,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,23,11,143,19,40,8,24,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,9,Hunters Hill (A)
14170,0,3,3,10,3,21,3,13,3,57,5,73,36,291,40,406,21,172,10,1062,5,76,33,241,62,261,19,102,8,803,3,28,30,158,63,175,17,97,8,584,9,23,31,134,40,105,19,49,6,421,12,25,49,96,43,70,13,37,7,343,13,17,23,34,17,27,10,12,3,152,3,11,4,9,9,7,0,3,0,55,4,6,4,7,8,0,0,5,3,32,0,6,0,5,5,0,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,3,6,15,5,8,0,0,4,50,66,284,216,997,297,1088,93,487,62,3594,0,0,0,0,0,0,0,0,3,9,0,0,8,8,3,20,0,3,0,44,0,9,12,23,8,17,0,11,0,82,3,6,27,33,14,21,3,9,0,120,Inner West (A)
14200,0,0,0,0,0,3,0,4,0,11,3,0,3,14,3,79,3,37,4,149,0,0,0,0,0,19,3,10,0,36,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,9,3,11,12,22,4,103,6,52,9,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,7,0,3,0,9,0,0,0,4,0,3,0,0,0,12,Inverell (A)
14400,0,0,0,3,0,0,0,3,0,3,0,0,3,86,7,78,8,61,0,248,3,0,5,43,0,27,8,24,0,102,3,0,0,25,0,12,3,3,0,48,0,0,3,15,0,11,0,0,0,28,0,3,3,9,0,5,0,3,0,17,0,3,3,7,0,3,0,0,0,11,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,4,14,19,180,11,133,23,104,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,3,0,3,0,8,0,0,7,3,0,0,0,5,0,16,Kiama (A)
14500,0,3,0,21,4,14,0,4,3,52,3,132,20,365,63,336,29,177,8,1126,12,92,13,298,60,114,22,65,5,686,3,42,8,148,37,56,7,32,6,341,0,20,10,82,24,37,3,33,3,210,5,17,16,69,15,8,0,10,0,139,4,6,6,17,5,8,0,8,0,54,3,6,3,17,0,0,0,0,0,28,6,3,0,10,4,0,0,0,0,25,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,14,3,7,0,3,4,37,38,314,75,1051,213,586,68,327,27,2704,0,0,0,3,0,0,0,0,0,7,0,6,0,19,4,7,0,6,0,37,0,4,0,25,0,5,0,3,0,48,4,5,10,23,9,7,0,3,0,56,Ku-ring-gai (A)
14550,0,0,0,0,0,3,0,0,0,10,3,0,0,3,0,33,4,13,0,54,0,0,0,4,0,8,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,12,3,44,3,16,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,Kyogle (A)
14600,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,11,0,5,0,23,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,8,4,15,0,7,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Lachlan (A)
