lga_code16,lab_1000_1249_h_0,lab_1000_1249_h_1_15,lab_1000_1249_h_16_24,lab_1000_1249_h_25_34,lab_1000_1249_h_35_39,lab_1000_1249_h_40,lab_1000_1249_h_41_48,lab_1000_1249_h_49mo,lab_1000_1249_h_ns,lab_1000_1249_h_tot,lab_1250_1499_h_0,lab_1250_1499_h_1_15,lab_1250_1499_h_16_24,lab_1250_1499_h_25_34,lab_1250_1499_h_35_39,lab_1250_1499_h_40,lab_1250_1499_h_41_48,lab_1250_1499_h_49mo,lab_1250_1499_h_ns,lab_1250_1499_h_tot,lab_1500_1749_h_0,lab_1500_1749_h_1_15,lab_1500_1749_h_16_24,lab_1500_1749_h_25_34,lab_1500_1749_h_35_39,lab_1500_1749_h_40,lab_1500_1749_h_41_48,lab_1500_1749_h_49mo,lab_1500_1749_h_ns,lab_1500_1749_h_tot,lab_1750_1999_h_0,lab_1750_1999_h_1_15,lab_1750_1999_h_16_24,lab_1750_1999_h_25_34,lab_1750_1999_h_35_39,lab_1750_1999_h_40,lab_1750_1999_h_41_48,lab_1750_1999_h_49mo,lab_1750_1999_h_ns,lab_1750_1999_h_tot,lab_2000_2999_h_0,lab_2000_2999_h_1_15,lab_2000_2999_h_16_24,lab_2000_2999_h_25_34,lab_2000_2999_h_35_39,lab_2000_2999_h_40,lab_2000_2999_h_41_48,lab_2000_2999_h_49mo,lab_2000_2999_h_ns,lab_2000_2999_h_tot,lab_3000mo_h_0,lab_3000mo_h_1_15,lab_3000mo_h_16_24,lab_3000mo_h_25_34,lab_3000mo_h_35_39,lab_3000mo_h_40,lab_3000mo_h_41_48,lab_3000mo_h_49mo,lab_3000mo_h_ns,lab_3000mo_h_tot,lab_pins_h_0,lab_pins_h_1_15,lab_pins_h_16_24,lab_pins_h_25_34,lab_pins_h_35_39,lab_pins_h_40,lab_pins_h_41_48,lab_pins_h_49mo,lab_pins_h_ns,lab_pins_h_tot,lab_tot_h_0,lab_tot_h_1_15,lab_tot_h_16_24,lab_tot_h_25_34,lab_tot_h_35_39,lab_tot_h_40,lab_tot_h_41_48,lab_tot_h_49mo,lab_tot_h_ns,lab_tot_h_tot,oidns_nni_h_0,oidns_nni_h_1_15,oidns_nni_h_16_24,oidns_nni_h_25_34,oidns_nni_h_35_39,oidns_nni_h_40,oidns_nni_h_41_48,oidns_nni_h_49mo,oidns_nni_h_ns,oidns_nni_h_tot,oidns_1_149_h_0,oidns_1_149_h_1_15,oidns_1_149_h_16_24,oidns_1_149_h_25_34,oidns_1_149_h_35_39,oidns_1_149_h_40,oidns_1_149_h_41_48,oidns_1_149_h_49mo,oidns_1_149_h_ns,oidns_1_149_h_tot,oidns_150_299_h_0,oidns_150_299_h_1_15,oidns_150_299_h_16_24,oidns_150_299_h_25_34,oidns_150_299_h_35_39,oidns_150_299_h_40,oidns_150_299_h_41_48,oidns_150_299_h_49mo,oidns_150_299_h_ns,oidns_150_299_h_tot,oidns_300_399_h_0,oidns_300_399_h_1_15,oidns_300_399_h_16_24,oidns_300_399_h_25_34,oidns_300_399_h_35_39,oidns_300_399_h_40,oidns_300_399_h_41_48,oidns_300_399_h_49mo,oidns_300_399_h_ns,oidns_300_399_h_tot,oidns_400_499_h_0,oidns_400_499_h_1_15,oidns_400_499_h_16_24,oidns_400_499_h_25_34,oidns_400_499_h_35_39,oidns_400_499_h_40,oidns_400_499_h_41_48,oidns_400_499_h_49mo,oidns_400_499_h_ns,oidns_400_499_h_tot,oidns_500_649_h_0,oidns_500_649_h_1_15,oidns_500_649_h_16_24,oidns_500_649_h_25_34,oidns_500_649_h_35_39,oidns_500_649_h_40,oidns_500_649_h_41_48,oidns_500_649_h_49mo,oidns_500_649_h_ns,oidns_500_649_h_tot,oidns_650_799_h_0,oidns_650_799_h_1_15,oidns_650_799_h_16_24,oidns_650_799_h_25_34,oidns_650_799_h_35_39,oidns_650_799_h_40,oidns_650_799_h_41_48,oidns_650_799_h_49mo,oidns_650_799_h_ns,oidns_650_799_h_tot,oidns_800_999_h_0,oidns_800_999_h_1_15,oidns_800_999_h_16_24,oidns_800_999_h_25_34,oidns_800_999_h_35_39,oidns_800_999_h_40,oidns_800_999_h_41_48,oidns_800_999_h_49mo,oidns_800_999_h_ns,oidns_800_999_h_tot,oidns_1000_1249_h_0,oidns_1000_1249_h_1_15,oidns_1000_1249_h_16_24,oidns_1000_1249_h_25_34,oidns_1000_1249_h_35_39,oidns_1000_1249_h_40,oidns_1000_1249_h_41_48,oidns_1000_1249_h_49mo,oidns_1000_1249_h_ns,oidns_1000_1249_h_tot,oidns_1250_1499_h_0,oidns_1250_1499_h_1_15,oidns_1250_1499_h_16_24,oidns_1250_1499_h_25_34,oidns_1250_1499_h_35_39,oidns_1250_1499_h_40,oidns_1250_1499_h_41_48,oidns_1250_1499_h_49mo,oidns_1250_1499_h_ns,oidns_1250_1499_h_tot,oidns_1500_1749_h_0,oidns_1500_1749_h_1_15,oidns_1500_1749_h_16_24,oidns_1500_1749_h_25_34,oidns_1500_1749_h_35_39,oidns_1500_1749_h_40,oidns_1500_1749_h_41_48,oidns_1500_1749_h_49mo,oidns_1500_1749_h_ns,oidns_1500_1749_h_tot,oidns_1750_1999_h_0,oidns_1750_1999_h_1_15,oidns_1750_1999_h_16_24,oidns_1750_1999_h_25_34,oidns_1750_1999_h_35_39,oidns_1750_1999_h_40,oidns_1750_1999_h_41_48,oidns_1750_1999_h_49mo,oidns_1750_1999_h_ns,oidns_1750_1999_h_tot,lga_name16
54170,7,11,21,35,79,91,20,29,0,304,3,0,11,13,29,39,15,20,0,132,3,3,6,5,12,22,5,14,0,73,0,3,0,9,10,16,9,13,0,50,5,3,0,3,3,15,5,16,0,49,0,4,0,0,3,5,0,4,0,12,0,15,6,5,8,6,0,3,6,51,139,1451,679,522,420,314,126,155,53,3849,3,0,0,0,3,0,0,0,13,24,0,17,3,0,0,0,0,0,6,32,4,10,0,0,0,3,0,0,8,29,3,10,7,7,0,5,0,0,17,44,3,3,9,0,0,0,0,0,8,36,3,9,4,6,0,7,0,0,8,41,4,4,5,12,13,6,0,5,11,55,4,4,0,6,5,14,0,3,14,55,7,5,8,8,11,25,4,7,12,85,4,4,4,5,17,4,14,3,7,56,4,3,0,4,5,7,3,3,0,40,0,3,0,0,0,7,0,3,7,26,Joondalup (C)
54200,0,8,5,13,42,42,23,27,0,162,0,3,3,0,16,21,9,26,3,88,0,0,0,6,9,17,9,11,0,55,0,3,0,3,0,9,0,6,0,24,3,0,0,0,3,7,0,6,0,20,0,3,0,0,0,0,0,8,0,15,0,3,3,0,0,0,0,0,0,12,26,442,224,198,220,194,97,110,16,1516,0,0,0,0,3,0,0,0,5,10,0,10,0,0,0,0,0,0,3,10,0,3,0,0,0,0,0,0,3,9,0,0,0,3,0,0,0,0,0,8,3,4,0,0,0,0,0,0,13,23,0,0,7,4,0,0,0,0,6,19,4,0,0,0,4,6,0,0,4,20,0,0,0,3,0,3,3,3,3,19,0,0,0,0,4,7,3,0,0,25,0,0,0,0,5,4,0,5,0,24,0,0,0,0,0,3,0,7,0,18,0,0,0,0,0,0,3,8,0,13,Kalamunda (S)
54760,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,8,6,7,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kulin (S)
54830,5,12,3,10,36,52,23,16,4,165,4,3,3,10,22,28,22,23,0,112,5,3,3,3,11,25,15,24,0,93,4,0,0,0,12,17,23,14,3,75,7,0,0,0,14,13,26,33,0,87,0,0,0,0,3,3,0,10,0,16,0,4,0,0,3,5,3,4,4,14,55,232,152,159,254,237,165,156,26,1440,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,3,0,0,3,11,4,0,3,3,0,0,0,3,0,14,0,0,3,0,4,3,0,0,5,10,0,0,0,3,3,0,5,4,3,17,0,0,0,0,8,10,4,0,4,28,0,0,0,0,7,3,4,3,3,28,0,0,3,0,0,6,0,11,0,27,0,0,0,0,3,10,5,7,0,21,Kwinana (C)
54900,0,0,0,3,3,5,0,5,0,15,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,9,5,7,4,13,9,24,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake Grace (S)
56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,9,3,3,0,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ngaanyatjarraku (S)
54340,0,0,0,0,5,3,7,4,0,25,0,0,0,0,0,4,3,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,8,43,27,40,136,45,40,30,3,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,Katanning (S)
54410,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,12,9,3,4,3,6,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kellerberrin (S)
54480,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,5,11,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kent (S)
54550,6,0,0,0,0,5,0,3,0,15,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,9,14,17,32,16,19,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kojonup (S)
55320,9,10,21,32,95,85,34,34,0,313,8,10,3,13,29,22,11,20,0,120,5,3,3,0,18,9,9,13,0,69,0,3,3,7,0,5,6,18,0,38,3,0,4,5,7,8,4,12,0,43,3,0,5,0,0,0,0,6,0,17,0,16,5,4,9,0,0,3,6,42,110,868,569,440,549,323,115,159,55,3198,0,3,0,0,0,3,0,0,9,22,0,11,0,0,0,0,0,0,13,26,3,7,3,0,0,0,0,0,8,25,0,10,4,3,0,3,0,0,11,29,0,3,5,0,0,0,0,3,9,19,3,5,7,4,3,5,0,4,9,38,0,3,3,9,8,8,0,4,15,51,0,7,4,6,8,6,4,0,20,48,0,0,3,3,11,12,3,6,5,48,4,7,3,0,11,8,4,12,10,54,0,4,3,0,9,4,4,7,5,41,0,0,0,3,3,3,0,3,7,22,Melville (C)
54620,0,0,0,0,3,0,6,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,5,8,11,18,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kondinin (S)
54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,7,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koorda (S)
54970,0,0,0,0,0,0,0,33,0,36,3,0,0,0,3,0,3,24,0,33,0,0,0,0,0,0,0,23,0,28,4,0,0,0,0,0,0,15,0,22,0,0,0,0,0,0,0,16,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,9,4,3,3,9,15,123,4,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,9,Laverton (S)
56730,3,3,3,3,9,12,11,5,3,42,0,0,0,0,3,9,9,5,0,25,0,0,0,0,3,6,7,3,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,4,13,19,91,79,61,68,61,46,34,13,472,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,Northam (S)
55040,3,0,0,5,0,5,3,21,0,33,5,0,0,0,0,0,0,20,0,32,0,0,0,0,0,0,4,11,0,19,0,0,0,0,3,0,0,17,0,19,0,0,0,0,0,0,0,20,0,25,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,3,0,17,11,13,14,9,16,7,102,6,194,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Leonora (S)
55110,7,14,9,23,44,37,20,29,5,185,3,8,0,3,15,18,11,21,7,92,0,0,0,8,8,12,9,15,0,57,3,0,0,3,3,0,6,19,0,29,0,0,3,3,0,3,3,8,0,26,0,0,0,0,0,4,0,9,0,17,0,11,0,3,3,3,3,0,6,32,86,758,386,333,265,185,94,152,49,2312,0,3,0,0,0,0,0,0,4,11,0,3,0,0,0,0,0,0,3,17,0,3,0,0,0,0,0,0,10,19,3,4,3,3,0,0,0,0,3,18,0,0,3,0,3,0,0,0,5,14,3,0,0,3,3,3,0,0,13,23,0,3,0,10,6,0,0,0,3,25,0,0,3,0,3,7,3,3,6,29,0,0,0,3,6,3,0,3,11,28,0,0,0,0,8,3,4,8,4,27,0,0,0,0,0,0,0,3,3,14,0,3,0,0,0,0,0,6,3,10,Mandurah (C)
55180,13,0,3,3,11,14,8,14,0,57,3,0,0,0,7,5,3,5,0,23,0,0,0,0,0,3,0,5,0,9,0,0,0,0,4,6,0,5,0,14,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,3,15,45,142,68,74,112,121,30,59,15,664,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,3,8,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,3,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Manjimup (S)
55250,0,0,0,0,0,0,0,7,0,11,3,0,0,0,0,0,3,8,0,17,0,0,3,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,5,3,3,8,7,9,56,7,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,Meekatharra (S)
55950,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,10,4,11,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mukinbudin (S)
55530,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,3,3,9,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mingenew (S)
55390,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,46,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,Menzies (S)
55460,0,0,0,0,3,7,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,27,24,23,21,25,8,16,3,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Merredin (S)
56090,3,5,3,12,19,46,14,18,3,131,3,0,0,3,0,20,7,4,0,44,0,0,4,4,5,11,3,4,0,28,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,7,3,4,0,14,0,0,0,0,0,0,0,3,0,6,0,3,3,0,3,0,0,0,7,15,30,282,145,126,132,202,65,67,12,1074,3,0,0,0,0,0,0,0,3,10,0,3,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,6,0,4,0,0,0,3,0,3,0,8,0,0,0,0,4,0,0,0,3,13,0,3,0,0,0,8,0,4,5,20,0,3,3,0,3,0,5,5,3,26,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,4,3,0,10,Mundaring (S)
56790,0,0,0,3,3,4,3,8,0,19,0,0,0,0,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,12,45,27,30,19,16,9,28,4,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Northampton (S)
55600,0,0,0,0,0,3,3,5,0,14,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,10,14,6,27,13,18,5,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moora (S)
57980,0,4,5,5,18,19,6,8,4,73,0,0,0,3,5,9,0,16,0,44,3,0,0,0,0,5,3,15,0,31,0,0,0,0,0,0,5,5,0,12,0,0,0,0,0,4,0,6,0,9,0,0,0,0,0,3,4,3,0,13,0,4,0,0,0,0,0,0,0,10,36,359,204,124,112,93,37,76,25,1073,0,0,0,0,0,0,0,0,3,6,0,10,0,0,0,0,0,0,0,14,0,3,3,0,0,0,0,0,5,12,0,3,3,0,0,0,0,0,3,15,0,3,3,0,0,0,0,0,7,13,0,3,0,3,0,4,0,0,3,15,0,3,0,0,3,4,0,0,3,13,3,3,0,0,11,5,0,0,3,33,0,0,0,0,14,7,4,0,4,28,0,0,0,0,4,3,0,5,4,20,0,0,0,3,7,3,0,0,3,21,0,0,0,0,0,5,0,3,0,15,Subiaco (C)
