lga_code16,m_vietnam_om_uie,m_vietnam_cfw,m_vietnam_es_ns,m_vietnam_tot,m_zimbabwe_e,m_zimbabwe_om_ie,m_zimbabwe_om_uie,m_zimbabwe_cfw,m_zimbabwe_es_ns,m_zimbabwe_tot,m_elsewhere_e,m_elsewhere_om_ie,m_elsewhere_om_uie,m_elsewhere_cfw,m_elsewhere_es_ns,m_elsewhere_tot,m_cob_ns_e,m_cob_ns_om_ie,m_cob_ns_om_uie,m_cob_ns_cfw,m_cob_ns_es_ns,m_cob_ns_tot,m_tot_e,m_tot_om_ie,m_tot_om_uie,m_tot_cfw,m_tot_es_ns,m_tot_tot,f_australia_e,f_australia_om_ie,f_australia_om_uie,f_australia_cfw,f_australia_es_ns,f_australia_tot,f_canada_e,f_canada_om_ie,f_canada_om_uie,f_canada_cfw,f_canada_es_ns,f_canada_tot,f_china_e,f_china_om_ie,f_china_om_uie,f_china_cfw,f_china_es_ns,f_china_tot,f_croatia_e,f_croatia_om_ie,f_croatia_om_uie,f_croatia_cfw,f_croatia_es_ns,f_croatia_tot,f_egypt_e,f_egypt_om_ie,f_egypt_om_uie,f_egypt_cfw,f_egypt_es_ns,f_egypt_tot,f_fiji_e,f_fiji_om_ie,f_fiji_om_uie,f_fiji_cfw,f_fiji_es_ns,f_fiji_tot,f_fyrom_e,f_fyrom_om_ie,f_fyrom_om_uie,f_fyrom_cfw,f_fyrom_es_ns,f_fyrom_tot,f_germany_e,f_germany_om_ie,f_germany_om_uie,f_germany_cfw,f_germany_es_ns,f_germany_tot,f_greece_e,f_greece_om_ie,f_greece_om_uie,f_greece_cfw,f_greece_es_ns,f_greece_tot,f_hongkong_e,f_hongkong_om_ie,f_hongkong_om_uie,f_hongkong_cfw,f_hongkong_es_ns,f_hongkong_tot,f_india_e,f_india_om_ie,f_india_om_uie,f_india_cfw,f_india_es_ns,f_india_tot,f_indonesia_e,f_indonesia_om_ie,f_indonesia_om_uie,f_indonesia_cfw,f_indonesia_es_ns,f_indonesia_tot,f_iran_e,f_iran_om_ie,f_iran_om_uie,f_iran_cfw,f_iran_es_ns,f_iran_tot,f_iraq_e,f_iraq_om_ie,f_iraq_om_uie,f_iraq_cfw,f_iraq_es_ns,f_iraq_tot,f_ireland_e,f_ireland_om_ie,f_ireland_om_uie,f_ireland_cfw,f_ireland_es_ns,f_ireland_tot,f_italy_e,f_italy_om_ie,f_italy_om_uie,f_italy_cfw,f_italy_es_ns,f_italy_tot,f_japan_e,f_japan_om_ie,f_japan_om_uie,f_japan_cfw,f_japan_es_ns,f_japan_tot,f_koreasouth_e,f_koreasouth_om_ie,f_koreasouth_om_uie,f_koreasouth_cfw,f_koreasouth_es_ns,f_koreasouth_tot,f_lebanon_e,f_lebanon_om_ie,f_lebanon_om_uie,f_lebanon_cfw,f_lebanon_es_ns,f_lebanon_tot,f_malaysia_e,f_malaysia_om_ie,f_malaysia_om_uie,f_malaysia_cfw,f_malaysia_es_ns,f_malaysia_tot,f_malta_e,f_malta_om_ie,f_malta_om_uie,f_malta_cfw,f_malta_es_ns,f_malta_tot,f_netherlands_e,f_netherlands_om_ie,f_netherlands_om_uie,f_netherlands_cfw,f_netherlands_es_ns,f_netherlands_tot,f_nz_e,f_nz_om_ie,f_nz_om_uie,f_nz_cfw,f_nz_es_ns,f_nz_tot,f_pakistan_e,f_pakistan_om_ie,f_pakistan_om_uie,f_pakistan_cfw,f_pakistan_es_ns,f_pakistan_tot,f_philippines_e,f_philippines_om_ie,f_philippines_om_uie,f_philippines_cfw,f_philippines_es_ns,f_philippines_tot,f_poland_e,f_poland_om_ie,f_poland_om_uie,f_poland_cfw,f_poland_es_ns,f_poland_tot,f_singapore_e,f_singapore_om_ie,f_singapore_om_uie,f_singapore_cfw,f_singapore_es_ns,f_singapore_tot,f_sthafrica_e,f_sthafrica_om_ie,f_sthafrica_om_uie,f_sthafrica_cfw,f_sthafrica_es_ns,f_sthafrica_tot,f_srilanka_e,f_srilanka_om_ie,f_srilanka_om_uie,f_srilanka_cfw,lga_name16
36370,6,0,0,108,32,3,0,0,0,32,390,19,27,3,7,449,186,22,15,16,6,240,15043,983,1158,238,178,17590,14928,435,663,244,125,16399,29,0,0,0,0,28,59,0,5,3,0,67,3,0,0,0,0,3,0,0,0,0,0,3,39,0,3,0,0,38,0,0,0,0,0,0,37,0,3,0,0,36,0,0,0,0,0,0,6,0,0,0,0,10,119,3,4,4,0,128,14,0,0,0,0,18,4,0,0,0,0,6,0,0,0,0,0,0,16,0,0,0,0,16,3,0,0,0,0,3,18,0,0,0,0,15,11,0,0,0,0,17,0,0,0,0,0,0,29,0,0,0,0,31,3,0,0,0,0,6,11,0,3,0,0,16,408,16,20,9,0,453,4,0,0,0,0,5,283,0,3,5,0,287,5,0,0,0,0,5,9,0,0,0,0,9,119,3,8,0,3,132,25,3,0,0,Rockhampton (R)
36510,3,0,0,8,4,0,3,0,0,13,85,17,16,4,9,128,80,6,17,15,6,128,4032,631,894,295,103,5953,3981,305,519,237,65,5107,10,0,5,0,0,9,12,6,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,11,0,0,0,0,0,0,18,4,11,4,0,38,0,0,0,0,0,0,0,0,0,0,0,3,27,4,0,0,0,32,17,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,21,0,4,0,0,24,31,3,0,3,0,36,0,0,0,0,0,0,20,0,0,0,0,16,0,0,0,0,0,0,18,3,8,3,0,26,198,21,36,13,3,268,0,0,0,0,0,3,45,4,3,0,0,53,5,0,4,0,0,8,0,0,0,0,0,3,33,3,3,0,0,40,10,0,0,0,Scenic Rim (R)
36580,12,3,0,27,4,0,0,0,0,7,71,3,13,3,3,94,52,4,14,3,0,69,2222,266,448,185,65,3187,1834,125,236,137,33,2363,0,0,0,0,0,3,18,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,74,5,8,4,0,93,3,0,0,0,0,3,100,0,3,0,3,107,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,Somerset (R)
36630,0,0,0,9,5,0,0,0,0,7,32,7,5,0,0,48,63,11,10,8,6,98,4170,343,721,281,106,5626,3834,193,406,228,67,4726,11,0,0,0,0,10,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,18,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,10,105,4,12,3,0,129,0,0,0,0,0,0,86,0,0,0,0,91,3,0,0,0,0,3,0,0,0,0,0,3,13,3,0,0,0,16,3,0,0,0,South Burnett (R)
36660,0,0,0,7,6,0,0,0,0,11,95,5,13,0,3,116,99,14,23,14,11,161,4845,559,906,355,131,6805,4563,276,462,247,66,5608,11,0,0,3,0,14,12,0,3,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,15,0,0,0,0,0,0,15,0,3,3,0,21,0,0,0,0,0,0,3,0,0,0,0,3,25,0,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,3,6,0,17,3,0,0,0,0,3,17,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,17,109,3,9,3,0,127,0,0,0,0,0,0,63,0,0,0,0,63,8,0,0,0,0,6,3,0,0,0,0,3,31,0,3,0,0,32,3,0,0,0,Southern Downs (R)
36720,3,0,0,42,121,39,26,3,0,187,920,159,163,27,18,1295,384,66,80,12,35,582,37843,6468,6002,997,562,51870,37652,2430,3459,1000,325,44873,211,12,24,3,0,251,98,19,19,7,0,142,18,3,3,0,0,21,8,0,0,0,0,15,58,13,8,0,0,71,6,0,0,0,0,6,240,32,52,12,3,328,12,0,0,0,0,12,45,7,10,3,0,65,277,24,22,8,8,333,64,3,0,0,3,72,18,0,3,0,0,23,0,0,0,0,0,3,122,14,6,3,0,148,47,0,13,0,0,62,97,9,15,7,3,131,93,8,5,0,0,111,8,0,3,0,0,12,111,10,15,3,0,138,16,0,3,0,0,23,128,9,26,8,3,179,2846,258,323,94,40,3565,8,4,0,0,0,14,412,10,32,6,9,472,39,8,7,0,3,58,43,0,9,3,0,58,595,60,82,28,3,766,30,0,10,0,Sunshine Coast (R)
36820,0,0,0,0,3,0,4,0,0,7,103,6,17,3,3,129,78,9,21,10,4,120,2789,348,629,220,74,4060,2850,183,381,176,49,3639,7,0,0,0,0,11,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,36,0,11,3,3,52,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,7,0,3,3,0,16,14,0,0,0,0,19,7,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,0,11,3,0,0,0,14,111,8,14,5,0,129,0,0,0,0,0,0,41,0,3,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17,0,0,0,0,Tablelands (R)
36910,6,0,3,31,136,22,15,3,0,174,811,34,37,8,12,909,314,37,42,17,21,432,28181,2760,2859,822,331,34962,25725,1141,1609,772,242,29493,51,4,6,3,0,71,118,5,6,7,6,141,0,0,0,0,0,4,5,0,0,0,0,11,49,0,0,0,0,53,0,0,0,0,0,0,73,3,5,3,0,82,0,0,0,0,0,3,19,0,3,0,0,23,232,19,5,6,3,263,29,3,0,0,0,27,14,0,4,0,0,17,4,3,0,0,0,5,47,3,0,0,0,51,17,0,0,0,0,16,22,4,0,0,0,25,49,4,3,0,0,61,0,0,0,0,0,0,81,3,3,0,3,93,0,0,0,0,0,3,35,9,3,0,0,46,613,20,38,16,4,696,16,0,0,0,0,13,367,3,15,4,5,393,10,0,4,0,0,19,25,0,0,3,0,27,227,13,14,3,0,264,67,3,3,0,Toowoomba (R)
36950,0,0,0,0,0,0,0,0,0,0,19,0,4,0,0,24,19,0,0,0,3,21,627,36,49,5,12,732,604,12,23,5,4,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Torres (S)
36960,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,19,4,0,0,0,0,4,512,18,29,0,4,564,406,0,3,0,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Torres Strait Island (R)
37010,13,4,0,78,87,9,6,0,0,100,887,69,70,16,4,1045,296,24,26,3,15,369,34590,2491,2479,397,312,40277,31066,978,1421,346,205,34020,138,7,11,0,0,155,89,5,13,8,0,117,10,0,3,0,0,7,4,0,0,0,0,4,69,0,0,0,4,79,0,0,0,0,0,0,144,11,11,4,5,176,11,0,3,0,0,9,23,0,0,0,0,24,334,10,7,3,0,353,24,0,0,0,0,30,22,0,3,0,0,24,7,0,0,0,0,8,74,4,6,0,0,93,55,3,8,4,0,69,52,3,0,0,3,54,52,3,8,0,0,67,3,0,0,0,0,3,97,9,6,0,3,111,4,0,3,0,0,7,57,6,8,0,0,77,1210,33,74,22,10,1340,13,0,0,0,0,13,593,5,22,3,3,628,26,0,5,0,0,31,35,0,0,0,0,38,281,14,16,5,0,312,51,3,4,0,Townsville (C)
31000,419,69,34,3017,1175,107,46,3,3,1340,18366,1566,1297,227,186,21644,2400,206,195,32,174,2998,319165,27402,19500,2786,2426,371275,212501,7464,8580,1726,1147,231426,1195,51,59,10,5,1323,5593,566,382,225,28,6801,236,20,16,6,0,283,94,11,8,0,0,109,1878,68,66,28,17,2057,123,6,3,0,0,129,1293,52,89,12,12,1461,135,10,10,4,0,167,1528,81,82,12,5,1718,6041,220,157,72,50,6541,809,33,33,9,12,894,627,30,27,11,5,702,85,3,15,0,3,110,1305,43,41,12,4,1412,563,42,38,29,4,672,1289,49,90,13,9,1455,2047,138,200,50,20,2460,85,10,9,0,0,107,2135,110,86,17,8,2353,71,7,4,0,4,86,598,24,50,7,3,685,18291,483,588,102,171,19631,178,19,13,9,0,220,5526,62,116,25,27,5760,577,28,32,6,3,652,872,41,54,10,8,978,4476,172,210,30,16,4911,1167,54,87,9,Brisbane (C)
31900,0,0,0,4,3,0,0,0,0,5,45,5,8,0,0,52,61,4,11,8,3,89,2912,373,466,151,70,3982,2493,137,250,113,36,3027,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,19,3,3,4,0,28,16,0,0,0,0,16,7,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,32,0,0,3,0,41,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,18,0,0,0,0,Burdekin (S)
31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,81,3,3,3,0,90,43,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burke (S)
32080,3,4,3,58,56,4,3,0,0,62,1316,102,148,21,24,1614,319,44,45,4,30,438,26134,2668,2842,460,349,32456,22056,987,1275,304,195,24817,148,3,8,0,0,160,178,19,21,6,0,224,11,0,0,0,0,14,3,0,0,0,0,8,65,0,0,0,0,68,0,0,0,0,0,0,207,12,34,8,4,270,3,0,0,0,0,4,65,5,5,0,0,78,304,9,15,4,6,337,84,3,3,4,0,90,9,0,7,0,0,11,0,0,0,0,0,0,85,6,3,4,0,99,75,8,11,7,5,107,619,34,56,9,7,728,230,13,15,13,3,266,3,0,0,0,0,4,79,8,3,0,3,94,7,4,0,3,0,15,105,3,7,0,0,113,1313,56,95,27,7,1498,3,0,0,0,0,3,706,12,38,8,12,774,46,4,4,0,0,48,45,4,3,0,0,54,192,7,11,7,3,227,33,0,3,0,Cairns (R)
32250,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,9,0,0,0,0,12,373,39,38,12,13,467,288,22,12,6,5,336,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,Carpentaria (S)
32260,0,0,0,0,6,0,0,0,0,8,117,6,15,4,0,146,113,17,27,9,4,167,4443,495,679,240,109,5970,3580,208,324,179,54,4343,13,0,3,0,0,20,6,0,0,0,0,7,3,3,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,16,0,3,0,0,17,0,0,0,0,0,0,6,0,0,0,0,6,116,10,0,9,6,142,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,12,3,3,4,0,20,31,0,0,0,0,31,15,0,0,0,0,17,0,0,0,0,0,0,3,3,0,0,0,10,0,0,3,0,0,6,8,0,0,0,0,15,131,7,6,3,3,154,6,0,0,0,0,6,105,0,4,4,0,111,0,0,0,0,0,0,3,0,0,0,0,0,16,0,0,0,0,20,3,0,0,0,Cassowary Coast (R)
30900,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,10,106,6,12,10,0,134,76,4,10,3,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulia (S)
31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,18,8,3,185,61,3,9,10,3,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bulloo (S)
31820,0,0,0,32,20,7,0,3,0,32,223,19,15,14,0,272,179,9,32,11,13,239,12128,1102,1495,418,169,15305,11702,516,816,388,113,13539,37,0,4,0,0,42,20,3,15,0,3,42,3,0,0,0,0,0,0,0,0,0,0,4,27,4,0,0,0,26,3,0,0,0,0,3,47,8,3,0,0,56,0,0,0,0,0,0,37,5,0,0,0,39,49,4,3,5,0,64,10,0,0,0,0,13,4,0,3,0,0,8,0,0,0,0,0,0,22,0,3,0,0,26,23,0,0,3,0,28,45,0,5,0,0,48,37,3,0,3,0,47,0,0,0,0,0,0,34,0,0,0,0,37,0,0,0,0,0,3,21,3,5,0,0,37,345,17,27,10,6,405,3,4,0,0,0,8,184,3,8,6,3,205,7,0,0,0,0,7,4,0,0,0,0,8,81,3,6,0,0,93,8,0,0,0,Bundaberg (R)
32270,0,0,0,0,45,3,0,0,0,49,129,7,4,0,0,146,170,7,13,7,8,207,8739,557,523,216,125,10169,3998,252,355,212,55,4877,9,0,0,0,0,14,10,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,15,3,3,0,0,21,0,0,0,0,0,0,4,0,0,0,3,7,40,0,0,0,0,39,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,3,0,3,0,0,9,263,9,10,5,10,296,0,0,0,0,0,0,105,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,59,0,3,3,0,70,5,0,0,0,Central Highlands (R) (Qld)
32310,0,0,0,0,5,0,0,0,0,4,18,0,0,0,0,25,36,0,3,5,0,49,1610,144,179,123,39,2087,1577,97,131,103,28,1930,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,7,4,0,0,54,0,0,0,0,0,0,24,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,Charters Towers (R)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,3,0,0,115,155,0,0,0,3,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cherbourg (S)
32450,0,0,0,0,3,0,0,0,0,3,48,0,0,0,0,48,34,3,3,0,3,40,2056,96,46,15,26,2238,556,34,14,16,5,631,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,40,3,0,0,0,45,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,Cloncurry (S)
32500,0,0,0,0,3,0,0,0,0,3,49,0,3,3,0,58,31,0,7,7,3,48,1564,59,114,44,24,1806,703,18,49,17,5,790,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,39,0,3,0,0,48,0,0,0,0,0,0,22,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,8,3,0,66,35,3,0,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Croydon (S)
37300,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,10,0,0,0,0,15,478,30,17,0,10,537,451,16,27,0,0,500,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,30,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weipa (T)
37310,0,0,0,7,22,0,0,0,0,24,97,3,0,5,0,102,113,13,19,23,12,184,7290,663,1014,478,142,9583,4644,276,512,361,80,5873,9,0,0,3,0,11,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,22,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,112,4,7,0,0,128,3,0,0,0,0,3,112,0,7,0,0,120,0,0,0,0,0,0,3,0,0,0,0,0,37,0,4,0,0,42,3,0,0,0,Western Downs (R)
