lga_code16,solse_nwna_mnf_06_10,solse_nwna_mnf_11_15,solse_nwna_mnf_2016,solse_nwna_mnf_ns,solse_nwna_mnf_tot,solse_nwna_egwws_bf_91,solse_nwna_egwws_91_95,solse_nwna_egwws_96_00,solse_nwna_egwws_01_05,solse_nwna_egwws_06_10,solse_nwna_egwws_11_15,solse_nwna_egwws_2016,solse_nwna_egwws_ns,solse_nwna_egwws_tot,solse_nwna_const_bf_91,solse_nwna_const_91_95,solse_nwna_const_96_00,solse_nwna_const_01_05,solse_nwna_const_06_10,solse_nwna_const_11_15,solse_nwna_const_2016,solse_nwna_const_ns,solse_nwna_const_tot,solse_nwna_wst_bf_91,solse_nwna_wst_91_95,solse_nwna_wst_96_00,solse_nwna_wst_01_05,solse_nwna_wst_06_10,solse_nwna_wst_11_15,solse_nwna_wst_2016,solse_nwna_wst_ns,solse_nwna_wst_tot,solse_nwna_rett_bf_91,solse_nwna_rett_91_95,solse_nwna_rett_96_00,solse_nwna_rett_01_05,solse_nwna_rett_06_10,solse_nwna_rett_11_15,solse_nwna_rett_2016,solse_nwna_rett_ns,solse_nwna_rett_tot,solse_nwna_acfd_bf_91,solse_nwna_acfd_91_95,solse_nwna_acfd_96_00,solse_nwna_acfd_01_05,solse_nwna_acfd_06_10,solse_nwna_acfd_11_15,solse_nwna_acfd_2016,solse_nwna_acfd_ns,solse_nwna_acfd_tot,solse_nwna_tpw_bf_91,solse_nwna_tpw_91_95,solse_nwna_tpw_96_00,solse_nwna_tpw_01_05,solse_nwna_tpw_06_10,solse_nwna_tpw_11_15,solse_nwna_tpw_2016,solse_nwna_tpw_ns,solse_nwna_tpw_tot,solse_nwna_imt_bf_91,solse_nwna_imt_91_95,solse_nwna_imt_96_00,solse_nwna_imt_01_05,solse_nwna_imt_06_10,solse_nwna_imt_11_15,solse_nwna_imt_2016,solse_nwna_imt_ns,solse_nwna_imt_tot,solse_nwna_finins_bf_91,solse_nwna_finins_91_95,solse_nwna_finins_96_00,solse_nwna_finins_01_05,solse_nwna_finins_06_10,solse_nwna_finins_11_15,solse_nwna_finins_2016,solse_nwna_finins_ns,solse_nwna_finins_tot,solse_nwna_rhre_bf_91,solse_nwna_rhre_91_95,solse_nwna_rhre_96_00,solse_nwna_rhre_01_05,solse_nwna_rhre_06_10,solse_nwna_rhre_11_15,solse_nwna_rhre_2016,solse_nwna_rhre_ns,solse_nwna_rhre_tot,solse_nwna_prosts_bf_91,solse_nwna_prosts_91_95,solse_nwna_prosts_96_00,solse_nwna_prosts_01_05,solse_nwna_prosts_06_10,solse_nwna_prosts_11_15,solse_nwna_prosts_2016,solse_nwna_prosts_ns,solse_nwna_prosts_tot,solse_nwna_adsup_bf_91,solse_nwna_adsup_91_95,solse_nwna_adsup_96_00,solse_nwna_adsup_01_05,solse_nwna_adsup_06_10,solse_nwna_adsup_11_15,solse_nwna_adsup_2016,solse_nwna_adsup_ns,solse_nwna_adsup_tot,solse_nwna_pubas_bf_91,solse_nwna_pubas_91_95,solse_nwna_pubas_96_00,solse_nwna_pubas_01_05,solse_nwna_pubas_06_10,solse_nwna_pubas_11_15,solse_nwna_pubas_2016,solse_nwna_pubas_ns,solse_nwna_pubas_tot,solse_nwna_edtrn_bf_91,solse_nwna_edtrn_91_95,solse_nwna_edtrn_96_00,solse_nwna_edtrn_01_05,solse_nwna_edtrn_06_10,solse_nwna_edtrn_11_15,solse_nwna_edtrn_2016,solse_nwna_edtrn_ns,solse_nwna_edtrn_tot,solse_nwna_hc_sa_bf_91,solse_nwna_hc_sa_91_95,solse_nwna_hc_sa_96_00,solse_nwna_hc_sa_01_05,solse_nwna_hc_sa_06_10,solse_nwna_hc_sa_11_15,solse_nwna_hc_sa_2016,solse_nwna_hc_sa_ns,solse_nwna_hc_sa_tot,solse_nwna_artsr_bf_91,solse_nwna_artsr_91_95,solse_nwna_artsr_96_00,solse_nwna_artsr_01_05,solse_nwna_artsr_06_10,solse_nwna_artsr_11_15,solse_nwna_artsr_2016,solse_nwna_artsr_ns,solse_nwna_artsr_tot,solse_nwna_othsvs_bf_91,solse_nwna_othsvs_91_95,solse_nwna_othsvs_96_00,solse_nwna_othsvs_01_05,solse_nwna_othsvs_06_10,solse_nwna_othsvs_11_15,solse_nwna_othsvs_2016,solse_nwna_othsvs_ns,solse_nwna_othsvs_tot,solse_nwna_idns_bf_91,solse_nwna_idns_91_95,solse_nwna_idns_96_00,solse_nwna_idns_01_05,solse_nwna_idns_06_10,solse_nwna_idns_11_15,solse_nwna_idns_2016,solse_nwna_idns_ns,solse_nwna_idns_tot,solse_nwna_tot_bf_91,solse_nwna_tot_91_95,solse_nwna_tot_96_00,solse_nwna_tot_01_05,solse_nwna_tot_06_10,solse_nwna_tot_11_15,solse_nwna_tot_2016,solse_nwna_tot_ns,solse_nwna_tot_tot,ns_agff_bf_91,ns_agff_91_95,ns_agff_96_00,ns_agff_01_05,ns_agff_06_10,ns_agff_11_15,ns_agff_2016,ns_agff_ns,ns_agff_tot,ns_min_bf_91,ns_min_91_95,ns_min_96_00,ns_min_01_05,ns_min_06_10,ns_min_11_15,ns_min_2016,ns_min_ns,ns_min_tot,ns_mnf_bf_91,ns_mnf_91_95,ns_mnf_96_00,ns_mnf_01_05,ns_mnf_06_10,ns_mnf_11_15,ns_mnf_2016,ns_mnf_ns,ns_mnf_tot,ns_egwws_bf_91,ns_egwws_91_95,ns_egwws_96_00,ns_egwws_01_05,ns_egwws_06_10,ns_egwws_11_15,lga_name16
10050,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,8,0,3,0,8,7,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,3,0,0,4,10,3,6,3,24,32,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Albury (C)
10130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,26,5,4,44,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Armidale Regional (A)
10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,6,12,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ballina (A)
10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,9,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Balranald (A)
10470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,3,12,3,0,3,11,12,3,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,Bathurst Regional (A)
10550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bega Valley (A)
10600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bellingen (A)
10650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berrigan (A)
10750,72,85,3,13,574,0,0,0,3,0,0,0,0,4,46,11,33,31,58,74,0,10,264,66,15,22,13,21,21,0,4,157,52,18,26,30,40,49,4,0,222,51,26,30,25,41,48,6,9,232,47,19,26,27,33,35,4,3,193,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,3,3,3,5,3,6,7,3,3,32,22,15,20,27,55,38,4,3,178,6,0,0,0,0,0,0,0,7,7,11,3,11,9,3,0,0,46,34,16,14,25,26,33,0,5,161,0,0,0,0,0,0,0,0,3,22,16,12,14,31,42,3,0,137,73,23,40,33,54,80,7,15,334,676,254,294,317,451,532,32,67,2621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,18,3,0,0,3,0,0,Blacktown (C)
10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bland (A)
