lga_code_2016,earners_persons_2010_11,earners_persons_2011_12,earners_persons_2012_13,earners_persons_2013_14,earners_persons_2014_15,median_age_of_earners_years_2010_11,median_age_of_earners_years_2011_12,median_age_of_earners_years_2012_13,median_age_of_earners_years_2013_14,median_age_of_earners_years_2014_15,income_aud_2010_11,income_aud_2011_12,income_aud_2012_13,income_aud_2013_14,income_aud_2014_15,median_aud_2010_11,median_aud_2011_12,median_aud_2012_13,median_aud_2013_14,median_aud_2014_15,mean_aud_2010_11,mean_aud_2011_12,mean_aud_2012_13,mean_aud_2013_14,mean_aud_2014_15,lga_name16
10850,3652.0,3698.0,3636.0,3769.0,3796.0,45.0,46.0,46.0,46.0,46.0,170496082.0,185477580.0,183516373.0,189379183.0,207148447.0,38795.0,40934.0,41031.0,41780.0,44143.0,46686.0,50156.0,50472.0,50247.0,54570.0,Blayney (A)
10900,42632.0,42648.0,42468.0,43163.0,44293.0,46.0,47.0,47.0,47.0,47.0,2169459216.0,2288597765.0,2351707018.0,2447762821.0,2557616604.0,41204.0,43302.0,44920.0,45821.0,46565.0,50888.0,53662.0,55376.0,56710.0,57743.0,Blue Mountains (C)
10950,1474.0,1494.0,1507.0,1573.0,1598.0,44.0,44.0,44.0,45.0,45.0,74707356.0,68059600.0,72157870.0,78224453.0,98966025.0,39550.0,37968.0,38760.0,41296.0,49652.0,50683.0,45555.0,47882.0,49729.0,61931.0,Bogan (A)
11100,21556.0,21836.0,22563.0,23800.0,25511.0,39.0,40.0,40.0,39.0,39.0,1090769848.0,1157859347.0,1246451369.0,1360590421.0,1493234006.0,42938.0,44741.0,46981.0,48339.0,49766.0,50602.0,53025.0,55243.0,57168.0,58533.0,Botany Bay (C)
11150,1319.0,1372.0,1339.0,1337.0,1298.0,42.0,42.0,42.0,43.0,44.0,62130827.0,65714334.0,59141276.0,62115627.0,68603400.0,41202.0,41968.0,41875.0,43895.0,47815.0,47104.0,47897.0,44168.0,46459.0,52853.0,Bourke (A)
11200,596.0,613.0,592.0,567.0,555.0,45.0,46.0,46.0,47.0,46.0,29629683.0,28516907.0,26856659.0,23740845.0,23948321.0,38439.0,39389.0,40123.0,39822.0,41177.0,49714.0,46520.0,45366.0,41871.0,43150.0,Brewarrina (A)
11250,8238.0,8465.0,8355.0,8402.0,8548.0,44.0,44.0,44.0,45.0,45.0,382326628.0,426926474.0,443730526.0,450678203.0,473775080.0,38299.0,42240.0,44581.0,45514.0,46595.0,46410.0,50434.0,53110.0,53639.0,55425.0,Broken Hill (C)
13910,9159.0,9253.0,9258.0,9238.0,9381.0,45.0,46.0,46.0,46.0,46.0,373537460.0,391619369.0,406604901.0,417251121.0,453011052.0,34452.0,35543.0,36829.0,38063.0,40065.0,40784.0,42324.0,43919.0,45167.0,48290.0,Hilltops (A)
14000,82618.0,83168.0,83729.0,85008.0,87263.0,45.0,45.0,45.0,45.0,45.0,5090081897.0,5302143333.0,5545235314.0,5750182905.0,6015939259.0,45255.0,47436.0,49223.0,50292.0,51350.0,61610.0,63752.0,66228.0,67643.0,68940.0,Hornsby (A)
14100,7507.0,7788.0,7870.0,8114.0,8381.0,47.0,48.0,48.0,48.0,48.0,889384438.0,910216481.0,978425158.0,1060589707.0,1106738749.0,57521.0,59844.0,62842.0,64933.0,66407.0,118474.0,116874.0,124323.0,130711.0,132053.0,Hunters Hill (A)
14170,101619.0,102758.0,105302.0,107956.0,111712.0,38.0,39.0,39.0,39.0,39.0,6805048935.0,7186569765.0,7651975291.0,8177091582.0,8699363548.0,49789.0,52199.0,54430.0,55989.0,57301.0,66966.0,69937.0,72667.0,75745.0,77873.0,Inner West (A)
14200,7799.0,7856.0,7822.0,7861.0,7918.0,45.0,45.0,45.0,45.0,45.0,280719723.0,304797640.0,302756297.0,317362985.0,343571784.0,32081.0,34485.0,34990.0,36457.0,38583.0,35994.0,38798.0,38706.0,40372.0,43391.0,Inverell (A)
14300,2602.0,2629.0,2620.0,2720.0,2796.0,44.0,44.0,45.0,44.0,44.0,121558069.0,126017658.0,125660569.0,129424936.0,140507025.0,38685.0,39029.0,40186.0,40700.0,43383.0,46717.0,47934.0,47962.0,47583.0,50253.0,Junee (A)
14350,12324.0,12433.0,12272.0,12361.0,12710.0,48.0,48.0,49.0,49.0,49.0,436214537.0,465047817.0,477878546.0,493760756.0,522079201.0,29645.0,31341.0,33058.0,34345.0,34724.0,35396.0,37404.0,38941.0,39945.0,41076.0,Kempsey (A)
14400,11844.0,11984.0,12062.0,12397.0,12701.0,48.0,48.0,49.0,49.0,49.0,606345906.0,652079581.0,673245104.0,714562954.0,747745595.0,38792.0,40553.0,41638.0,42895.0,43820.0,51194.0,54413.0,55815.0,57640.0,58873.0,Kiama (A)
14500,68712.0,70303.0,71749.0,72823.0,75151.0,48.0,48.0,48.0,48.0,48.0,6494620498.0,6726264607.0,7087834769.0,7479754439.0,7774891731.0,49653.0,52142.0,54301.0,56155.0,57237.0,94519.0,95675.0,98787.0,102711.0,103457.0,Ku-ring-gai (A)
14550,4289.0,4233.0,4173.0,4172.0,4252.0,49.0,50.0,50.0,50.0,50.0,136095454.0,140605793.0,144259259.0,148374330.0,159331986.0,25694.0,27318.0,28254.0,28949.0,30904.0,31731.0,33217.0,34570.0,35564.0,37472.0,Kyogle (A)
14600,3337.0,3382.0,3302.0,3328.0,3293.0,45.0,45.0,45.0,45.0,45.0,154001179.0,145093233.0,149445746.0,162473743.0,173751550.0,35567.0,35597.0,37539.0,39332.0,42495.0,46150.0,42902.0,45259.0,48820.0,52764.0,Lachlan (A)
14650,101946.0,102871.0,102929.0,103379.0,105457.0,44.0,44.0,44.0,45.0,45.0,5124345863.0,5496898600.0,5718429268.0,5837015084.0,6010744845.0,40329.0,42817.0,44589.0,45161.0,45909.0,50265.0,53435.0,55557.0,56462.0,56997.0,Lake Macquarie (C)
14700,19909.0,20187.0,20622.0,21444.0,22407.0,42.0,43.0,43.0,42.0,42.0,1881637509.0,1930305877.0,2078679021.0,2195463188.0,2310343126.0,56326.0,59780.0,61796.0,63080.0,64880.0,94512.0,95621.0,100799.0,102381.0,103108.0,Lane Cove (A)
14750,5738.0,5814.0,5727.0,5814.0,5931.0,43.0,44.0,44.0,44.0,44.0,229274240.0,239461846.0,249691389.0,265195669.0,283862653.0,35562.0,36987.0,39788.0,41230.0,43722.0,39957.0,41187.0,43599.0,45613.0,47861.0,Leeton (A)
14850,22387.0,22078.0,21779.0,22038.0,22440.0,45.0,46.0,47.0,47.0,47.0,883129604.0,916701641.0,932699080.0,978106229.0,1019414012.0,33965.0,35576.0,36839.0,37968.0,38901.0,39448.0,41521.0,42826.0,44383.0,45428.0,Lismore (C)
14870,9595.0,9523.0,9613.0,9666.0,9663.0,45.0,46.0,46.0,46.0,46.0,497200954.0,516349520.0,520680875.0,539337464.0,536688377.0,40545.0,41715.0,41938.0,42809.0,43472.0,51819.0,54221.0,54164.0,55797.0,55541.0,Lithgow (C)
14900,85180.0,86750.0,88124.0,91349.0,95737.0,39.0,40.0,40.0,40.0,40.0,4016212573.0,4288202678.0,4529504573.0,4806551987.0,5182492407.0,42256.0,44048.0,45616.0,46383.0,47606.0,47150.0,49432.0,51399.0,52617.0,54133.0,Liverpool (C)
14920,3861.0,3901.0,3925.0,3914.0,3932.0,47.0,47.0,48.0,48.0,48.0,154120233.0,161134299.0,160741514.0,163555499.0,182719757.0,32874.0,34365.0,34584.0,36062.0,38221.0,39917.0,41306.0,40953.0,41787.0,46470.0,Liverpool Plains (A)
14950,1699.0,1699.0,1670.0,1694.0,1703.0,47.0,48.0,48.0,49.0,48.0,78206847.0,77809298.0,79793327.0,83527608.0,86601960.0,37840.0,38791.0,40663.0,42221.0,43054.0,46031.0,45797.0,47780.0,49308.0,50853.0,Lockhart (A)
15050,35982.0,37214.0,37621.0,38412.0,39544.0,41.0,41.0,41.0,41.0,41.0,1916180068.0,2137697127.0,2220200371.0,2288405609.0,2372559497.0,43503.0,46294.0,48013.0,48450.0,49039.0,53254.0,57443.0,59015.0,59575.0,59998.0,Maitland (C)
15240,41000.0,40977.0,40458.0,40756.0,41711.0,49.0,50.0,50.0,51.0,51.0,1528033097.0,1614419529.0,1672315535.0,1698339033.0,1784873428.0,29880.0,31462.0,33005.0,33629.0,34420.0,37269.0,39398.0,41335.0,41671.0,42791.0,Mid-Coast (A)
15270,11263.0,11686.0,11820.0,11840.0,11985.0,45.0,45.0,45.0,45.0,45.0,516638918.0,593536166.0,623740005.0,642546674.0,651779385.0,35105.0,38100.0,39077.0,40115.0,40989.0,45870.0,50790.0,52770.0,54269.0,54383.0,Mid-Western Regional (A)
15300,6870.0,6916.0,7003.0,6938.0,6863.0,42.0,42.0,42.0,43.0,43.0,332743182.0,367728063.0,386781368.0,368528745.0,373432276.0,39670.0,41550.0,44510.0,44076.0,44543.0,48434.0,53171.0,55231.0,53117.0,54412.0,Moree Plains (A)
15350,17980.0,18322.0,18636.0,19085.0,19631.0,46.0,46.0,47.0,47.0,47.0,2492769688.0,2488097947.0,2655016802.0,2960375622.0,3049288565.0,62169.0,64649.0,67397.0,69455.0,71177.0,138641.0,135798.0,142467.0,155115.0,155330.0,Mosman (A)
15520,5641.0,5679.0,5660.0,5817.0,5929.0,47.0,47.0,48.0,48.0,48.0,214420620.0,230636911.0,245787764.0,261843359.0,285215231.0,31458.0,33541.0,36233.0,37136.0,38940.0,38011.0,40612.0,43425.0,45013.0,48105.0,Murray River (A)
15560,2114.0,2203.0,2185.0,2231.0,2243.0,46.0,45.0,46.0,46.0,46.0,80320789.0,84430278.0,96097208.0,99646736.0,112923125.0,32430.0,32868.0,38282.0,39369.0,41310.0,37995.0,38325.0,43980.0,44665.0,50345.0,Murrumbidgee (A)
15650,8249.0,8510.0,8399.0,8245.0,8246.0,41.0,40.0,41.0,41.0,42.0,483480850.0,538621929.0,553897701.0,553929858.0,557283706.0,45350.0,49301.0,50688.0,51165.0,51184.0,58611.0,63293.0,65948.0,67184.0,67582.0,Muswellbrook (A)
15700,8277.0,8205.0,8221.0,8377.0,8663.0,50.0,50.0,51.0,51.0,51.0,283438755.0,299295281.0,310289153.0,337348200.0,353805453.0,27507.0,29099.0,30773.0,32134.0,33378.0,34244.0,36477.0,37743.0,40271.0,40841.0,Nambucca (A)
15750,7132.0,7275.0,7199.0,7223.0,7167.0,44.0,44.0,44.0,45.0,45.0,313589832.0,343517672.0,353379763.0,364136919.0,374581570.0,36599.0,39102.0,41500.0,41704.0,42163.0,43969.0,47219.0,49087.0,50414.0,52265.0,Narrabri (A)
15800,3018.0,3060.0,3037.0,3073.0,3070.0,47.0,47.0,47.0,47.0,47.0,129035845.0,127742698.0,130913646.0,139375828.0,143019239.0,35922.0,36420.0,38225.0,38237.0,39979.0,42755.0,41746.0,43106.0,45355.0,46586.0,Narrandera (A)
15850,3441.0,3353.0,3397.0,3387.0,3438.0,46.0,46.0,46.0,46.0,46.0,148739692.0,145303414.0,150507040.0,154021940.0,165138913.0,35798.0,37128.0,37305.0,37898.0,40088.0,43226.0,43335.0,44306.0,45474.0,48033.0,Narromine (A)
15900,80803.0,82101.0,82546.0,83157.0,85036.0,40.0,40.0,41.0,41.0,41.0,4324583520.0,4660581923.0,4889279793.0,5068544844.0,5247205770.0,42867.0,45361.0,47554.0,48037.0,48915.0,53520.0,56766.0,59231.0,60952.0,61706.0,Newcastle (C)
15950,43126.0,43828.0,45135.0,46436.0,48133.0,38.0,39.0,39.0,39.0,39.0,4057242666.0,4222360865.0,4549604196.0,4704501058.0,5004580564.0,61132.0,63677.0,66254.0,68493.0,70602.0,94079.0,96339.0,100800.0,101312.0,103974.0,North Sydney (A)
15990,150923.0,154633.0,157709.0,160151.0,165544.0,43.0,43.0,44.0,44.0,44.0,10546365354.0,11134151953.0,11842962741.0,12746520846.0,13581487201.0,45056.0,47082.0,49217.0,51299.0,53060.0,69879.0,72004.0,75094.0,79591.0,82042.0,Northern Beaches (A)
16100,2787.0,2759.0,2760.0,2765.0,2805.0,47.0,47.0,47.0,47.0,48.0,124842343.0,125360891.0,125173694.0,131807010.0,143941325.0,37638.0,39996.0,39486.0,41820.0,44683.0,44795.0,45437.0,45353.0,47670.0,51316.0,Oberon (A)
16150,20450.0,20726.0,20826.0,20914.0,21451.0,42.0,42.0,42.0,42.0,42.0,1039483214.0,1127420201.0,1168400686.0,1193332099.0,1247366364.0,42244.0,45359.0,46404.0,47331.0,48151.0,50830.0,54396.0,56103.0,57059.0,58150.0,Orange (C)
16200,7395.0,7496.0,7365.0,7432.0,7548.0,44.0,44.0,44.0,45.0,45.0,332454543.0,344586567.0,347642381.0,359850004.0,385675825.0,37196.0,37965.0,38975.0,39973.0,42096.0,44957.0,45969.0,47202.0,48419.0,51096.0,Parkes (A)
16260,110075.0,111330.0,115132.0,119025.0,125064.0,39.0,39.0,39.0,39.0,39.0,5653483781.0,5973601004.0,6423941977.0,6807401374.0,7305365543.0,41830.0,43920.0,45877.0,47140.0,48374.0,51360.0,53657.0,55796.0,57193.0,58413.0,Parramatta (C)
16350,97695.0,98564.0,99609.0,101976.0,105771.0,39.0,40.0,40.0,40.0,40.0,4825445682.0,5103671552.0,5387118492.0,5644373985.0,5992377686.0,44435.0,46503.0,48392.0,49442.0,50776.0,49393.0,51780.0,54083.0,55350.0,56654.0,Penrith (C)
12730,4985.0,5072.0,5085.0,5091.0,5305.0,47.0,47.0,47.0,48.0,47.0,201642893.0,204123065.0,220627294.0,232846124.0,260819771.0,33852.0,35483.0,37573.0,39334.0,40870.0,40450.0,40245.0,43388.0,45737.0,49165.0,Edward River (A)
12750,18350.0,18443.0,18262.0,18465.0,18969.0,51.0,51.0,52.0,52.0,52.0,688923443.0,716958472.0,736670224.0,770998043.0,815499646.0,29880.0,31352.0,32773.0,33788.0,34509.0,37544.0,38874.0,40339.0,41755.0,42991.0,Eurobodalla (A)
12850,82277.0,82858.0,83254.0,84374.0,87001.0,40.0,40.0,41.0,41.0,41.0,3404188664.0,3583545135.0,3733903143.0,3871228771.0,4113612197.0,36909.0,38431.0,39932.0,40529.0,41466.0,41375.0,43249.0,44850.0,45882.0,47282.0,Fairfield (C)
12870,6842.0,6870.0,6903.0,7001.0,7037.0,48.0,48.0,48.0,48.0,49.0,293620814.0,293468169.0,314211292.0,325648952.0,344786099.0,35995.0,36826.0,37650.0,38901.0,40695.0,42914.0,42717.0,45518.0,46515.0,48996.0,Federation (A)
12900,4562.0,4590.0,4618.0,4711.0,4784.0,46.0,46.0,46.0,45.0,46.0,189425402.0,194687717.0,205997624.0,228484950.0,240279306.0,34071.0,36546.0,37997.0,40389.0,41479.0,41522.0,42416.0,44608.0,48500.0,50226.0,Forbes (A)
12930,78536.0,79212.0,79930.0,82049.0,85144.0,42.0,42.0,42.0,42.0,42.0,4116123389.0,4318375955.0,4505999596.0,4740355716.0,5001437692.0,40369.0,42070.0,43576.0,44474.0,45254.0,52411.0,54517.0,56374.0,57775.0,58741.0,Georges River (A)
12950,2108.0,2127.0,2075.0,2060.0,2128.0,46.0,46.0,47.0,48.0,47.0,83967404.0,78444326.0,81362067.0,78986921.0,92851856.0,34311.0,32714.0,33858.0,34010.0,36494.0,39833.0,36880.0,39211.0,38343.0,43633.0,Gilgandra (A)
13010,4318.0,4261.0,4235.0,4252.0,4235.0,48.0,48.0,49.0,50.0,50.0,145216383.0,154752664.0,146493181.0,151492169.0,157167766.0,28464.0,31231.0,29633.0,29826.0,31262.0,33630.0,36318.0,34591.0,35628.0,37112.0,Glen Innes Severn (A)
13310,14264.0,14583.0,14575.0,14803.0,15149.0,44.0,45.0,45.0,45.0,45.0,652825631.0,692428009.0,721111179.0,745813676.0,796532048.0,39217.0,40803.0,42439.0,43062.0,44291.0,45767.0,47482.0,49476.0,50383.0,52580.0,Goulburn Mulwaree (A)
13340,5529.0,5584.0,5612.0,5728.0,5784.0,47.0,48.0,48.0,48.0,48.0,236989499.0,244671493.0,250445483.0,263645623.0,290638665.0,35844.0,36583.0,37887.0,38815.0,41172.0,42863.0,43817.0,44627.0,46028.0,50249.0,Greater Hume Shire (A)
13450,13897.0,13960.0,14129.0,14159.0,14563.0,41.0,42.0,42.0,42.0,42.0,597439878.0,622569052.0,660961473.0,688735071.0,733715137.0,36538.0,37943.0,40120.0,41551.0,42969.0,42991.0,44597.0,46780.0,48643.0,50382.0,Griffith (C)
13510,5816.0,5836.0,5704.0,5654.0,5835.0,47.0,47.0,47.0,47.0,47.0,249708584.0,259102807.0,256519933.0,268707662.0,292504185.0,36164.0,36984.0,38096.0,39306.0,41443.0,42935.0,44397.0,44972.0,47525.0,50129.0,Gundagai (A)
13550,6148.0,6193.0,6133.0,6306.0,6482.0,44.0,44.0,44.0,44.0,44.0,271969837.0,297547788.0,298857047.0,326507429.0,359517136.0,35267.0,37939.0,38940.0,41560.0,43717.0,44237.0,48046.0,48729.0,51777.0,55464.0,Gunnedah (A)
13660,2371.0,2444.0,2435.0,2417.0,2450.0,46.0,46.0,47.0,48.0,48.0,80374887.0,86584390.0,82266910.0,80519853.0,100683227.0,30301.0,31491.0,31292.0,31110.0,34193.0,33899.0,35427.0,33785.0,33314.0,41095.0,Gwydir (A)
13800,35322.0,35478.0,35592.0,36282.0,37328.0,42.0,42.0,43.0,43.0,43.0,1736221231.0,1833302360.0,1919678883.0,2031114855.0,2159300121.0,41716.0,43859.0,45415.0,46731.0,48276.0,49154.0,51674.0,53936.0,55981.0,57847.0,Hawkesbury (C)
13850,1604.0,1674.0,1696.0,1694.0,1767.0,46.0,46.0,47.0,47.0,47.0,61094198.0,72775098.0,71738275.0,78136036.0,84320925.0,34060.0,35736.0,37351.0,38360.0,39242.0,38089.0,43474.0,42299.0,46125.0,47720.0,Hay (A)
11300,19215.0,19580.0,19774.0,20056.0,20941.0,37.0,38.0,38.0,38.0,38.0,922088605.0,982551737.0,1034198994.0,1090221937.0,1148846623.0,34962.0,36601.0,38728.0,39914.0,40677.0,47988.0,50181.0,52301.0,54359.0,54861.0,Burwood (A)
11350,17475.0,17880.0,18280.0,18995.0,19849.0,46.0,46.0,46.0,46.0,46.0,670457177.0,726515709.0,774809616.0,867065107.0,932434459.0,26915.0,28455.0,29825.0,31240.0,32263.0,38367.0,40633.0,42386.0,45647.0,46976.0,Byron (A)
11400,6713.0,6902.0,7062.0,7122.0,7215.0,46.0,46.0,47.0,47.0,47.0,295989345.0,326529480.0,336914641.0,354882775.0,395870611.0,36624.0,38719.0,38826.0,39834.0,43402.0,44092.0,47309.0,47708.0,49829.0,54868.0,Cabonne (A)
11450,31707.0,33322.0,35064.0,37634.0,41085.0,40.0,40.0,40.0,40.0,40.0,1712308931.0,1889120783.0,2076736321.0,2287294202.0,2559655716.0,46765.0,49179.0,51406.0,53040.0,54110.0,54004.0,56693.0,59227.0,60777.0,62301.0,Camden (A)
11500,74741.0,74934.0,75195.0,76790.0,79227.0,40.0,40.0,41.0,41.0,40.0,3472516892.0,3643580173.0,3779582536.0,3920954330.0,4137061633.0,42640.0,44437.0,45674.0,46438.0,47465.0,46461.0,48624.0,50264.0,51061.0,52218.0,Campbelltown (C) (NSW)
11520,44980.0,46463.0,48670.0,50720.0,52812.0,40.0,41.0,41.0,41.0,41.0,3062961374.0,3317960047.0,3538488786.0,3820492998.0,4034014375.0,49748.0,51961.0,53713.0,54509.0,55457.0,68096.0,71411.0,72704.0,75325.0,76384.0,Canada Bay (A)
11570,151545.0,153226.0,154841.0,158702.0,165369.0,40.0,40.0,41.0,40.0,40.0,6643503544.0,7030293998.0,7404415835.0,7759243319.0,8274381481.0,36901.0,38549.0,40165.0,40919.0,41707.0,43838.0,45882.0,47819.0,48892.0,50036.0,Canterbury-Bankstown (A)
11600,1531.0,1551.0,1589.0,1635.0,1667.0,44.0,44.0,44.0,44.0,43.0,72712838.0,68493042.0,75420640.0,85049360.0,88843623.0,36679.0,37984.0,38621.0,39299.0,41385.0,47494.0,44161.0,47464.0,52018.0,53296.0,Carrathool (A)
11650,162235.0,164019.0,164703.0,166947.0,171604.0,44.0,44.0,45.0,45.0,45.0,7484715562.0,7958033889.0,8365270692.0,8733740421.0,9217861869.0,37700.0,39637.0,41433.0,42501.0,43676.0,46135.0,48519.0,50790.0,52314.0,53716.0,Central Coast (C) (NSW)
11700,746.0,743.0,743.0,721.0,729.0,46.0,45.0,47.0,46.0,47.0,34954053.0,38386339.0,36165627.0,41696195.0,44485935.0,38363.0,38264.0,39772.0,43699.0,47308.0,46855.0,51664.0,48675.0,57831.0,61023.0,Central Darling (A)
11720,24097.0,24726.0,24688.0,24838.0,25279.0,41.0,41.0,41.0,42.0,42.0,1185935971.0,1328919574.0,1378923929.0,1380863435.0,1415155585.0,39496.0,42042.0,43384.0,43936.0,44723.0,49215.0,53746.0,55854.0,55595.0,55981.0,Cessnock (C)
11730,23725.0,23530.0,23130.0,23135.0,23361.0,48.0,48.0,49.0,49.0,49.0,839630515.0,874595080.0,892856914.0,931698511.0,972978190.0,29366.0,30490.0,32312.0,33638.0,35017.0,35390.0,37169.0,38602.0,40272.0,41650.0,Clarence Valley (A)
11750,2349.0,2378.0,2403.0,2385.0,2416.0,41.0,40.0,40.0,41.0,41.0,130216096.0,138379769.0,149366924.0,160520653.0,169846814.0,46352.0,48910.0,53046.0,52439.0,57083.0,55435.0,58192.0,62159.0,67304.0,70301.0,Cobar (A)
11800,36441.0,36307.0,36722.0,37590.0,38956.0,45.0,46.0,46.0,46.0,46.0,1463513386.0,1546076814.0,1648127622.0,1730153055.0,1865248124.0,32629.0,34414.0,36318.0,37582.0,38683.0,40161.0,42583.0,44881.0,46027.0,47881.0,Coffs Harbour (C)
12000,2225.0,2246.0,2245.0,2259.0,2321.0,47.0,47.0,47.0,47.0,47.0,102692934.0,100590021.0,107840909.0,113131169.0,116692827.0,37262.0,37300.0,39290.0,41743.0,42784.0,46154.0,44786.0,48036.0,50080.0,50277.0,Coolamon (A)
12150,1897.0,1896.0,1900.0,1847.0,1844.0,46.0,45.0,45.0,46.0,46.0,92584906.0,76567786.0,85757078.0,68744240.0,84871241.0,36755.0,35768.0,37062.0,35741.0,41027.0,48806.0,40384.0,45135.0,37219.0,46026.0,Coonamble (A)
12350,6137.0,6181.0,6165.0,6231.0,6262.0,46.0,47.0,47.0,47.0,48.0,246015674.0,247404787.0,249679320.0,263801936.0,280326189.0,32516.0,33088.0,34415.0,35696.0,37811.0,40087.0,40027.0,40499.0,42337.0,44766.0,Cowra (A)
12380,92782.0,94522.0,96552.0,99408.0,103809.0,37.0,37.0,37.0,37.0,37.0,3921462088.0,4196569668.0,4460190820.0,4677329598.0,4953828437.0,36433.0,38470.0,39860.0,40273.0,40786.0,42265.0,44398.0,46195.0,47052.0,47721.0,Cumberland (A)
12700,4497.0,4555.0,4642.0,4681.0,4725.0,47.0,47.0,48.0,48.0,48.0,201292576.0,218919771.0,223890802.0,227722976.0,240241250.0,35500.0,37704.0,37177.0,37822.0,39918.0,44762.0,48061.0,48232.0,48648.0,50845.0,Dungog (A)
16380,37686.0,37882.0,37837.0,38612.0,39952.0,48.0,48.0,48.0,49.0,48.0,1505144580.0,1597250407.0,1683602692.0,1765204556.0,1898559664.0,31858.0,33748.0,35631.0,36731.0,38122.0,39939.0,42164.0,44496.0,45716.0,47521.0,Port Macquarie-Hastings (A)
16400,33863.0,34364.0,34591.0,34769.0,35421.0,45.0,45.0,45.0,46.0,46.0,1559837130.0,1692491617.0,1767394394.0,1808795454.0,1856661077.0,36873.0,39612.0,40862.0,41320.0,41887.0,46063.0,49252.0,51094.0,52023.0,52417.0,Port Stephens (A)
16490,31257.0,31761.0,32072.0,32187.0,33235.0,42.0,42.0,43.0,43.0,43.0,1867484446.0,1981115347.0,2065716113.0,2116803554.0,2238343990.0,52015.0,54498.0,56524.0,57327.0,58581.0,59746.0,62376.0,64409.0,65766.0,67349.0,Queanbeyan-Palerang Regional (A)
16550,75575.0,77004.0,78676.0,80953.0,84050.0,39.0,39.0,39.0,39.0,39.0,5034663477.0,5362590465.0,5718038935.0,6151543440.0,6560132363.0,47811.0,50487.0,52474.0,54458.0,56143.0,66618.0,69640.0,72678.0,75989.0,78050.0,Randwick (C)
16610,10028.0,9922.0,10027.0,10117.0,10278.0,46.0,46.0,46.0,47.0,47.0,356958183.0,373450389.0,390048742.0,408018755.0,433296436.0,32763.0,34686.0,35538.0,36971.0,38653.0,35596.0,37639.0,38900.0,40330.0,42158.0,Richmond Valley (A)
