state_code,state_name,lga_code17,lga_name17,males_num,females_num,persons_num,sex_ratio,median_male_age,median_female_age,median_persons_age,percentage_person_aged_0_14,percentage_person_aged_15_64,percentage_person_aged_65_plus
3,Queensland,35250,Mornington (S),594,611,1205,97.2,26.3,27.9,27.3,30.4,64.2,5.4
3,Queensland,35300,Mount Isa (C),9998,9194,19192,108.7,31.5,31.2,31.3,24.0,68.8,7.2
3,Queensland,35600,Murweh (S),2106,2199,4305,95.8,38.4,38.5,38.4,21.3,63.5,15.3
3,Queensland,35670,Napranum (S),533,486,1019,109.7,24.6,24.6,24.6,32.3,64.3,3.4
3,Queensland,35740,Noosa (S),26579,28075,54654,94.7,47.6,48.8,48.3,16.1,59.8,24.1
3,Queensland,35760,North Burnett (R),5463,5202,10665,105.0,46.8,45.6,46.2,17.5,59.0,23.5
3,Queensland,35780,Northern Peninsula Area (R),1463,1539,3002,95.1,21.3,23.3,22.4,37.2,59.0,3.7
3,Queensland,35790,Palm Island (S),1312,1301,2613,100.8,24.7,25.4,25.0,32.2,64.7,3.1
3,Queensland,35800,Paroo (S),823,826,1649,99.6,48.0,39.3,43.4,20.4,61.5,18.1
3,Queensland,36070,Pormpuraaw (S),406,413,819,98.3,32.5,28.0,29.4,30.0,65.1,4.9
3,Queensland,36150,Quilpie (S),437,382,819,114.4,40.3,40.6,40.6,22.6,65.9,11.5
3,Queensland,36250,Redland (C),76174,78443,154617,97.1,39.9,42.3,41.2,19.0,63.4,17.7
3,Queensland,32750,Diamantina (S),150,137,287,109.5,30.0,32.5,31.9,14.6,77.7,7.7
3,Queensland,36910,Toowoomba (R),81106,84939,166045,95.5,36.5,39.4,38.0,20.5,62.0,17.5
3,Queensland,36950,Torres (S),1908,1901,3809,100.4,27.8,29.6,28.7,26.7,67.7,5.6
3,Queensland,36960,Torres Strait Island (R),2470,2391,4861,103.3,24.5,25.0,24.8,34.0,61.1,5.0
3,Queensland,37010,Townsville (C),96784,96204,192988,100.6,33.1,34.9,34.0,20.3,67.8,11.9
3,Queensland,34580,Lockyer Valley (R),20289,19940,40229,101.8,37.6,38.3,37.9,19.7,64.2,16.0
3,Queensland,34590,Logan (C),159313,161270,320583,98.8,33.3,34.6,33.9,22.9,65.3,11.9
3,Queensland,34710,Longreach (R),1756,1842,3598,95.3,39.5,39.6,39.6,19.0,65.1,15.9
3,Queensland,32770,Doomadgee (S),764,730,1494,104.7,17.6,23.9,21.1,40.3,57.5,2.2
3,Queensland,32810,Douglas (S),6236,6030,12266,103.4,43.8,42.9,43.3,16.6,66.2,17.1
3,Queensland,33100,Etheridge (S),433,374,807,115.8,49.6,42.8,46.2,20.1,59.9,20.1
3,Queensland,33200,Flinders (S) (Qld),777,742,1519,104.7,43.4,42.8,43.1,18.1,62.3,19.6
3,Queensland,33220,Fraser Coast (R),51233,52818,104051,97.0,47.5,48.6,48.1,17.1,56.6,26.3
3,Queensland,33360,Gladstone (R),32209,30605,62814,105.2,36.3,35.3,35.8,22.9,66.5,10.7
3,Queensland,33430,Gold Coast (C),288512,302844,591356,95.3,37.3,38.9,38.1,18.3,65.6,16.1
3,Queensland,33610,Goondiwindi (R),5424,5346,10770,101.5,40.1,38.4,39.1,21.8,60.9,17.3
3,Queensland,33620,Gympie (R),25519,25535,51054,99.9,45.9,46.4,46.2,18.5,59.0,22.4
3,Queensland,33800,Hinchinbrook (S),5537,5342,10879,103.7,49.5,50.9,50.3,16.1,57.1,26.8
3,Queensland,33830,Hope Vale (S),579,467,1046,124.0,25.9,26.7,26.1,29.3,64.7,6.0
3,Queensland,33960,Ipswich (C),102548,104001,206549,98.6,32.0,33.0,32.5,23.9,65.6,10.5
3,Queensland,33980,Isaac (R),11553,9632,21185,119.9,33.9,31.0,32.5,25.3,69.1,5.6
3,Queensland,34420,Kowanyama (S),453,519,972,87.3,26.1,29.0,28.4,27.9,68.9,3.2
3,Queensland,37300,Weipa (T),2256,1901,4157,118.7,32.6,31.7,32.2,26.9,70.3,2.8
3,Queensland,37310,Western Downs (R),17610,16828,34438,104.6,37.0,37.4,37.2,22.5,62.0,15.5
3,Queensland,37340,Whitsunday (R),18021,16763,34784,107.5,38.6,38.2,38.4,18.3,67.2,14.5
3,Queensland,37550,Woorabinda (S),475,523,998,90.8,22.8,24.2,23.2,34.0,62.0,4.0
4,South Australia,41060,Charles Sturt (C),57025,58984,116009,96.7,39.3,42.2,40.7,15.8,65.5,18.7
3,Queensland,37400,Winton (S),610,538,1148,113.4,47.8,42.3,45.6,16.8,62.3,20.9
4,South Australia,41140,Clare and Gilbert Valleys (DC),4647,4670,9317,99.5,46.5,46.7,46.6,17.9,59.9,22.2
4,South Australia,41750,Elliston (DC),551,503,1054,109.5,48.3,45.1,46.5,20.9,63.3,15.8
3,Queensland,37570,Wujal Wujal (S),141,157,298,89.8,31.2,29.5,29.8,24.5,69.5,6.0
3,Queensland,37600,Yarrabah (S),1390,1410,2800,98.6,22.4,23.0,22.7,35.4,61.1,3.5
4,South Australia,47800,The Coorong (DC),2798,2681,5479,104.4,46.2,45.9,46.1,18.7,58.9,22.4
4,South Australia,47910,Tumby Bay (DC),1322,1366,2688,96.8,49.3,50.8,49.8,17.4,55.7,26.9
4,South Australia,40070,Adelaide (C),12289,11904,24193,103.2,31.9,29.8,30.8,5.6,81.3,13.0
4,South Australia,40120,Adelaide Hills (DC),19808,19844,39652,99.8,43.7,44.3,44.0,18.9,63.4,17.7
4,South Australia,40220,Alexandrina (DC),13048,13744,26792,94.9,49.9,50.8,50.4,15.7,55.7,28.6
4,South Australia,40250,Anangu Pitjantjatjara (AC),1206,1317,2523,91.6,27.4,28.4,27.8,24.7,70.4,4.9
4,South Australia,40310,Barossa (DC),12074,12408,24482,97.3,41.9,44.3,43.2,19.0,61.6,19.4
4,South Australia,40430,Barunga West (DC),1300,1268,2568,102.5,54.2,55.3,54.7,14.2,54.1,31.7
4,South Australia,40520,Berri and Barmera (DC),5435,5406,10841,100.5,44.0,45.7,44.9,17.9,60.6,21.5
4,South Australia,40700,Burnside (C),21639,23852,45491,90.7,42.2,44.3,43.4,17.2,61.3,21.5
4,South Australia,40910,Campbelltown (C) (SA),25056,26109,51165,96.0,38.9,43.1,41.0,16.7,63.0,20.3
4,South Australia,41010,Ceduna (DC),1752,1797,3549,97.5,38.8,37.2,37.8,21.0,63.3,15.8
4,South Australia,41190,Cleve (DC),961,859,1820,111.9,42.8,44.0,43.5,19.4,61.3,19.3
4,South Australia,41330,Coober Pedy (DC),970,867,1837,111.9,49.8,38.4,43.9,17.9,61.0,21.1
4,South Australia,41560,Copper Coast (DC),7332,7320,14652,100.2,49.0,51.2,50.0,16.1,56.4,27.6
4,South Australia,41830,Flinders Ranges (DC),841,848,1689,99.2,50.0,47.8,49.1,16.4,59.0,24.6
4,South Australia,41960,Franklin Harbour (DC),701,621,1322,112.9,49.1,50.4,49.6,17.9,55.3,26.8
4,South Australia,42030,Gawler (T),11518,12184,23702,94.5,38.7,42.4,40.6,18.0,62.5,19.5
4,South Australia,42110,Goyder (DC),2128,2112,4240,100.8,48.5,47.8,48.1,17.0,60.8,22.2
4,South Australia,42250,Grant (DC),4672,3811,8483,122.6,43.9,43.4,43.7,18.7,65.1,16.2
4,South Australia,42600,Holdfast Bay (C),17572,19099,36671,92.0,44.6,47.4,46.0,13.5,62.9,23.6
4,South Australia,42750,Kangaroo Island (DC),2509,2368,4877,106.0,49.1,48.1,48.6,16.7,60.1,23.2
4,South Australia,43080,Karoonda East Murray (DC),579,547,1126,105.9,48.7,49.9,49.3,18.4,54.8,26.8
4,South Australia,43220,Kimba (DC),537,537,1074,100.0,38.5,39.8,39.1,24.6,55.8,19.6
4,South Australia,43360,Kingston (DC) (SA),1242,1164,2406,106.7,48.4,51.9,50.1,15.9,56.0,28.1
4,South Australia,43650,Light (RegC),7679,7540,15219,101.8,39.3,38.8,39.0,21.4,65.7,12.9
4,South Australia,43710,Lower Eyre Peninsula (DC),3033,2688,5721,112.8,42.7,41.6,42.2,19.7,64.4,16.0
4,South Australia,43790,Loxton Waikerie (DC),5855,5890,11745,99.4,45.5,46.4,45.9,18.0,59.6,22.5
4,South Australia,43920,Mallala (DC),4682,4301,8983,108.9,41.8,41.7,41.8,19.4,66.9,13.7
4,South Australia,44000,Maralinga Tjarutja (AC),29,32,61,90.6,46.3,25.8,38.2,0.0,98.4,1.6
4,South Australia,44060,Marion (C),44118,47273,91391,93.3,37.5,39.8,38.7,16.6,66.2,17.3
4,South Australia,44210,Mid Murray (DC),4753,4131,8884,115.1,50.6,51.4,50.9,13.8,60.8,25.4
4,South Australia,44340,Mitcham (C),32410,34424,66834,94.1,40.2,42.4,41.3,17.9,62.9,19.2
4,South Australia,44550,Mount Barker (DC),17007,17720,34727,96.0,37.5,40.0,38.9,20.3,64.6,15.1
4,South Australia,44620,Mount Gambier (C),13020,14016,27036,92.9,38.0,40.4,39.2,20.1,61.9,18.1
4,South Australia,44830,Mount Remarkable (DC),1479,1423,2902,103.9,52.9,51.9,52.4,15.0,58.5,26.5
4,South Australia,45040,Murray Bridge (RC),10978,10858,21836,101.1,38.7,41.7,40.2,17.3,63.2,19.5
4,South Australia,45090,Naracoorte and Lucindale (DC),4445,4107,8552,108.2,39.9,42.2,40.9,19.5,62.3,18.2
4,South Australia,45120,Northern Areas (DC),2353,2254,4607,104.4,46.1,47.5,46.8,18.2,58.8,23.0
4,South Australia,45290,Norwood Payneham St Peters (C),17635,18918,36553,93.2,37.9,42.1,40.0,14.3,66.4,19.2
4,South Australia,45340,Onkaparinga (C),83839,86565,170404,96.9,38.4,40.6,39.6,18.9,63.9,17.2
4,South Australia,45400,Orroroo-Carrieton (DC),428,468,896,91.5,53.4,53.0,53.2,16.7,54.6,28.7
4,South Australia,45540,Peterborough (DC),843,878,1721,96.0,53.0,53.2,53.1,15.0,58.2,26.8
4,South Australia,45680,Playford (C),45673,46393,92066,98.4,32.0,32.7,32.4,23.5,64.6,11.9
4,South Australia,45890,Port Adelaide Enfield (C),62058,62760,124818,98.9,36.3,38.3,37.3,17.1,67.6,15.3
4,South Australia,46090,Port Augusta (C),7232,7035,14267,102.8,37.6,39.7,38.6,19.8,64.2,16.1
4,South Australia,46300,Port Lincoln (C),7219,7373,14592,97.9,38.3,41.8,40.1,19.8,61.5,18.7
4,South Australia,46450,Port Pirie City and Dists (M),8666,9052,17718,95.7,42.3,44.7,43.6,18.3,60.5,21.2
4,South Australia,46510,Prospect (C),10625,10541,21166,100.8,35.5,38.9,37.0,17.2,69.0,13.7
4,South Australia,46670,Renmark Paringa (DC),4916,4934,9850,99.6,42.7,43.9,43.4,17.2,61.9,20.9
4,South Australia,46860,Robe (DC),727,695,1422,104.6,47.5,50.9,49.4,14.2,61.1,24.7
4,South Australia,46970,Roxby Downs (M),2286,1724,4010,132.6,32.4,28.8,31.2,26.1,72.1,1.8
4,South Australia,47140,Salisbury (C),70852,70632,141484,100.3,34.8,36.3,35.5,20.0,66.1,13.9
4,South Australia,47290,Southern Mallee (DC),1070,1000,2070,107.0,46.0,45.6,45.8,17.4,60.0,22.7
4,South Australia,47490,Streaky Bay (DC),1154,1027,2181,112.4,46.0,41.7,44.0,21.4,60.3,18.3
4,South Australia,47630,Tatiara (DC),3554,3219,6773,110.4,42.2,41.6,42.0,19.0,62.5,18.5
4,South Australia,47700,Tea Tree Gully (C),48835,50570,99405,96.6,39.5,41.7,40.6,17.9,64.0,18.1
4,South Australia,47980,Unley (C),18552,20531,39083,90.4,39.0,41.8,40.4,16.1,64.9,18.9
4,South Australia,48050,Victor Harbor (C),7133,7980,15113,89.4,56.1,58.7,57.5,13.4,47.7,38.9
4,South Australia,48130,Wakefield (DC),3539,3380,6919,104.7,43.1,43.5,43.3,20.3,59.9,19.8
5,Western Australia,51960,Coolgardie (S),1902,1735,3637,109.6,35.0,32.7,34.1,23.9,67.4,8.7
5,Western Australia,52030,Coorow (S),558,477,1035,117.0,51.3,52.4,51.8,15.3,59.9,24.8
4,South Australia,48260,Walkerville (M),3844,4015,7859,95.7,43.2,44.2,43.7,15.2,63.2,21.6
4,South Australia,48340,Wattle Range (DC),6091,5935,12026,102.6,45.0,46.4,45.7,18.3,61.0,20.8
4,South Australia,48410,West Torrens (C),29281,30269,59550,96.7,36.5,38.6,37.5,14.8,67.7,17.6
4,South Australia,48540,Whyalla (C),10960,11047,22007,99.2,40.1,40.7,40.3,19.5,63.3,17.2
4,South Australia,48640,Wudinna (DC),659,633,1292,104.1,42.4,38.9,41.3,21.8,60.3,17.9
4,South Australia,48750,Yankalilla (DC),2661,2740,5401,97.1,54.0,53.5,53.7,14.8,56.8,28.5
4,South Australia,48830,Yorke Peninsula (DC),5834,5469,11303,106.7,55.1,55.4,55.2,14.3,53.6,32.1
4,South Australia,49399,Unincorporated SA,2140,1382,3522,154.8,44.3,42.5,43.8,14.1,73.5,12.4
5,Western Australia,50080,Albany (C),18440,19121,37561,96.4,41.0,44.3,42.7,18.6,61.1,20.3
5,Western Australia,50210,Armadale (C),42308,42390,84698,99.8,33.3,33.6,33.5,22.7,66.2,11.1
5,Western Australia,50250,Ashburton (S),9479,3798,13277,249.6,38.5,32.8,36.9,13.7,84.0,2.3
5,Western Australia,50280,Augusta-Margaret River (S),7531,7711,15242,97.7,39.2,39.5,39.3,21.8,63.9,14.2
5,Western Australia,50350,Bassendean (T),7695,7925,15620,97.1,37.7,39.9,38.8,18.1,66.0,15.9
5,Western Australia,50420,Bayswater (C),34383,34149,68532,100.7,36.7,38.3,37.5,16.0,68.4,15.6
5,Western Australia,50490,Belmont (C),21304,20215,41519,105.4,34.1,35.4,34.7,15.9,70.7,13.5
5,Western Australia,50560,Beverley (S),862,884,1746,97.5,52.5,51.5,52.1,15.9,56.9,27.3
5,Western Australia,50630,Boddington (S),983,867,1850,113.4,39.2,40.9,39.9,21.8,64.9,13.4
5,Western Australia,50770,Boyup Brook (S),851,871,1722,97.7,50.8,47.0,48.8,19.5,55.8,24.7
5,Western Australia,50840,Bridgetown-Greenbushes (S),2261,2447,4708,92.4,48.9,49.0,49.0,18.6,57.1,24.3
5,Western Australia,50910,Brookton (S),482,504,986,95.6,46.5,45.1,45.9,19.5,56.7,23.8
5,Western Australia,50980,Broome (S),8281,8706,16987,95.1,33.3,33.0,33.1,24.2,69.2,6.5
5,Western Australia,51080,Broomehill-Tambellup (S),561,589,1150,95.2,40.5,37.0,38.0,24.7,60.9,14.4
5,Western Australia,51120,Bruce Rock (S),490,455,945,107.7,45.0,43.4,44.2,20.6,58.5,20.8
5,Western Australia,51190,Bunbury (C),15603,16510,32113,94.5,39.7,42.8,41.1,17.6,63.7,18.7
5,Western Australia,51260,Busselton (C),18532,19843,38375,93.4,41.2,42.5,42.0,20.3,60.4,19.2
5,Western Australia,51310,Cambridge (T),13956,14383,28339,97.0,38.0,40.9,39.6,21.0,63.4,15.7
5,Western Australia,51330,Canning (C),47123,46151,93274,102.1,33.3,36.1,34.7,18.0,68.8,13.3
5,Western Australia,51400,Capel (S),8597,9141,17738,94.0,35.9,36.4,36.1,23.9,65.2,10.9
5,Western Australia,51470,Carnamah (S),288,274,562,105.1,46.5,44.7,45.6,19.4,64.2,16.4
5,Western Australia,51540,Carnarvon (S),2871,2671,5542,107.5,41.0,38.7,39.6,20.5,65.0,14.5
5,Western Australia,51610,Chapman Valley (S),722,750,1472,96.3,44.3,40.6,42.2,23.6,60.5,15.9
5,Western Australia,51680,Chittering (S),2834,2788,5622,101.6,43.7,42.9,43.3,19.3,65.4,15.3
5,Western Australia,51750,Claremont (T),5224,5426,10650,96.3,37.1,45.9,42.2,16.0,62.0,22.0
5,Western Australia,51820,Cockburn (C),54577,55579,110156,98.2,35.2,35.9,35.6,20.1,68.3,11.6
5,Western Australia,51890,Collie (S),4407,4388,8795,100.4,40.9,41.6,41.3,19.5,62.6,17.8
5,Western Australia,52100,Corrigin (S),616,560,1176,110.0,45.1,45.2,45.2,19.6,58.6,21.8
5,Western Australia,52170,Cottesloe (T),4038,4110,8148,98.2,40.5,41.5,41.0,18.0,64.4,17.5
5,Western Australia,52240,Cranbrook (S),559,538,1097,103.9,47.5,41.1,44.1,20.1,60.6,19.2
5,Western Australia,52310,Cuballing (S),467,413,880,113.1,48.4,44.8,46.6,18.3,59.1,22.6
5,Western Australia,52380,Cue (S),102,75,177,136.0,44.2,55.0,50.9,12.4,67.2,20.3
5,Western Australia,52450,Cunderdin (S),782,677,1459,115.5,36.6,39.6,37.9,18.8,64.4,16.8
5,Western Australia,52520,Dalwallinu (S),785,647,1432,121.3,38.2,37.1,37.9,21.7,64.7,13.6
5,Western Australia,52590,Dandaragan (S),1748,1549,3297,112.8,47.1,46.7,46.9,16.5,60.1,23.4
5,Western Australia,52660,Dardanup (S),7045,7341,14386,96.0,36.4,37.4,36.9,21.8,63.2,15.0
5,Western Australia,52730,Denmark (S),3049,3079,6128,99.0,48.5,48.5,48.5,17.7,57.8,24.5
5,Western Australia,52800,Derby-West Kimberley (S),4053,4169,8222,97.2,30.3,29.8,30.0,27.4,66.6,6.1
5,Western Australia,52870,Donnybrook-Balingup (S),2924,3083,6007,94.8,46.1,46.7,46.4,18.5,60.8,20.7
5,Western Australia,52940,Dowerin (S),360,337,697,106.8,42.2,40.9,42.1,22.7,57.4,19.9
5,Western Australia,53010,Dumbleyung (S),344,335,679,102.7,41.9,41.9,41.9,20.0,62.4,17.5
5,Western Australia,53080,Dundas (S),406,357,763,113.7,49.7,44.2,47.5,13.6,68.9,17.4
5,Western Australia,53150,East Fremantle (T),3733,4040,7773,92.4,43.2,42.7,42.9,18.3,65.6,16.0
5,Western Australia,53220,East Pilbara (S),7227,3778,11005,191.3,35.8,31.5,34.4,15.2,82.4,2.4
5,Western Australia,53290,Esperance (S),7164,7259,14423,98.7,39.5,40.0,39.8,20.9,62.6,16.4
5,Western Australia,53360,Exmouth (S),1456,1343,2799,108.4,39.4,37.7,38.4,20.7,67.2,12.0
5,Western Australia,53430,Fremantle (C),14896,15742,30638,94.6,41.1,41.9,41.4,14.8,67.3,17.9
5,Western Australia,53570,Gingin (S),2729,2579,5308,105.8,48.4,46.7,47.4,16.5,59.6,23.9
5,Western Australia,53640,Gnowangerup (S),633,580,1213,109.1,43.2,40.6,41.9,19.5,66.2,14.3
5,Western Australia,54280,Kalgoorlie-Boulder (C),15773,14806,30579,106.5,33.3,32.2,32.7,23.4,69.6,7.0
5,Western Australia,54310,Karratha (C),12229,9966,22195,122.7,32.4,30.9,31.7,25.5,71.6,3.0
5,Western Australia,53710,Goomalling (S),512,521,1033,98.3,46.3,45.2,45.7,19.8,59.8,20.3
5,Western Australia,53780,Gosnells (C),62602,60320,122922,103.8,34.0,34.9,34.5,21.2,67.0,11.9
5,Western Australia,53800,Greater Geraldton (C),19167,19929,39096,96.2,37.7,38.2,38.0,21.3,64.0,14.7
5,Western Australia,53920,Halls Creek (S),1710,1793,3503,95.4,27.2,30.1,28.6,26.8,67.6,5.6
5,Western Australia,53990,Harvey (S),13434,13824,27258,97.2,37.1,38.8,37.9,22.1,63.7,14.2
5,Western Australia,54060,Irwin (S),1777,1825,3602,97.4,49.6,49.2,49.4,17.2,57.3,25.5
5,Western Australia,54130,Jerramungup (S),598,528,1126,113.3,38.7,40.2,39.0,23.6,62.7,13.7
5,Western Australia,54170,Joondalup (C),79819,80529,160348,99.1,38.7,40.7,39.8,19.2,66.3,14.5
5,Western Australia,54200,Kalamunda (C),29553,29665,59218,99.6,38.0,39.5,38.8,19.6,63.8,16.5
5,Western Australia,54340,Katanning (S),2105,2038,4143,103.3,38.6,40.6,39.5,21.0,62.7,16.3
5,Western Australia,54410,Kellerberrin (S),601,620,1221,96.9,44.9,47.3,46.4,18.0,58.4,23.6
5,Western Australia,54480,Kent (S),327,236,563,138.6,41.1,37.9,39.2,24.2,61.8,14.0
5,Western Australia,54550,Kojonup (S),1020,981,2001,104.0,44.5,44.7,44.6,22.2,57.7,20.1
5,Western Australia,54620,Kondinin (S),482,398,880,121.1,45.3,43.6,44.5,18.6,62.8,18.5
5,Western Australia,54690,Koorda (S),211,209,420,101.0,46.8,43.2,45.0,23.6,58.1,18.3
5,Western Australia,54760,Kulin (S),411,366,777,112.3,45.1,40.2,42.2,21.9,60.6,17.5
5,Western Australia,54830,Kwinana (C),21669,20197,41866,107.3,32.3,32.3,32.3,22.6,68.4,9.0
5,Western Australia,54900,Lake Grace (S),651,640,1291,101.7,41.6,36.9,40.4,24.7,61.4,13.9
5,Western Australia,54970,Laverton (S),800,417,1217,191.8,38.9,33.8,37.3,12.7,81.3,6.0
5,Western Australia,55040,Leonora (S),928,580,1508,160.0,35.5,32.4,34.5,19.0,74.8,6.2
5,Western Australia,55110,Mandurah (C),41152,43062,84214,95.6,41.9,43.9,42.9,18.4,59.2,22.4
5,Western Australia,55180,Manjimup (S),4626,4630,9256,99.9,44.4,45.1,44.7,18.9,61.4,19.7
5,Western Australia,55250,Meekatharra (S),603,455,1058,132.5,34.3,32.7,33.9,18.2,73.6,8.1
5,Western Australia,55320,Melville (C),49537,52594,102131,94.2,39.2,42.7,41.0,17.3,64.2,18.6
5,Western Australia,55950,Mukinbudin (S),292,251,543,116.3,41.3,44.2,43.4,21.9,60.0,18.0
5,Western Australia,55390,Menzies (S),316,199,515,158.8,36.5,33.9,35.8,15.0,78.1,7.0
5,Western Australia,55460,Merredin (S),1754,1669,3423,105.1,36.5,38.0,37.4,20.2,64.0,15.8
5,Western Australia,55530,Mingenew (S),260,189,449,137.6,42.3,42.6,42.4,19.2,68.4,12.5
5,Western Australia,56090,Mundaring (S),20475,18501,38976,110.7,40.9,43.8,42.2,17.5,65.8,16.7
5,Western Australia,55670,Morawa (S),386,345,731,111.9,41.0,43.4,42.2,18.9,64.6,16.6
5,Western Australia,55600,Moora (S),1240,1211,2451,102.4,41.0,41.3,41.2,22.5,61.3,16.2
5,Western Australia,56860,Nungarin (S),138,115,253,120.0,47.0,44.5,45.5,16.2,68.4,15.4
5,Western Australia,56930,Peppermint Grove (S),754,965,1719,78.1,43.8,36.5,39.8,17.6,64.2,18.2
5,Western Australia,55740,Mosman Park (T),4255,4884,9139,87.1,41.1,39.0,39.9,17.4,65.2,17.5
5,Western Australia,55810,Mount Magnet (S),283,211,494,134.1,43.4,39.6,41.7,21.1,64.4,14.6
5,Western Australia,55880,Mount Marshall (S),273,256,529,106.6,41.5,37.3,39.6,24.4,61.4,14.2
5,Western Australia,56160,Murchison (S),90,73,163,123.3,39.5,42.5,41.3,18.4,75.5,6.1
5,Western Australia,56230,Murray (S),8663,8676,17339,99.9,44.3,43.3,43.8,18.9,59.7,21.5
5,Western Australia,56300,Nannup (S),668,679,1347,98.4,53.1,53.2,53.2,17.6,56.1,26.4
5,Western Australia,56370,Narembeen (S),421,408,829,103.2,44.0,44.3,44.3,19.2,59.8,21.0
5,Western Australia,56460,Narrogin (S),2519,2675,5194,94.2,40.0,40.5,40.3,20.7,60.8,18.5
5,Western Australia,56580,Nedlands (C),11093,11285,22378,98.3,38.3,42.9,40.9,19.7,62.3,18.0
5,Western Australia,56620,Ngaanyatjarraku (S),839,884,1723,94.9,27.4,31.0,29.7,25.0,69.5,5.5
5,Western Australia,56730,Northam (S),5677,5553,11230,102.2,39.8,42.6,41.3,19.3,63.2,17.5
5,Western Australia,56790,Northampton (S),1641,1564,3205,104.9,51.2,49.9,50.6,16.2,60.1,23.8
5,Western Australia,57630,Sandstone (S),46,39,85,117.9,58.0,59.7,58.8,2.4,69.4,28.2
5,Western Australia,57700,Serpentine-Jarrahdale (S),14953,14408,29361,103.8,32.4,32.0,32.2,24.3,66.9,8.8
5,Western Australia,57770,Shark Bay (S),524,428,952,122.4,45.3,40.8,42.9,18.3,60.6,21.1
5,Western Australia,57840,South Perth (C),21487,22202,43689,96.8,35.6,39.0,37.1,14.8,69.3,15.9
5,Western Australia,57910,Stirling (C),108094,111894,219988,96.6,35.8,37.7,36.7,16.9,67.6,15.5
5,Western Australia,57000,Perenjori (S),408,209,617,195.2,40.7,39.9,40.5,16.0,74.4,9.6
5,Western Australia,57080,Perth (C),14333,13007,27340,110.2,32.8,31.5,32.2,6.0,83.4,10.6
5,Western Australia,57140,Pingelly (S),590,579,1169,101.9,50.8,49.6,50.2,18.4,57.2,24.4
5,Western Australia,57210,Plantagenet (S),2631,2537,5168,103.7,45.3,46.3,45.8,17.6,62.2,20.2
5,Western Australia,57280,Port Hedland (T),7825,7138,14963,109.6,33.0,30.5,31.8,24.3,72.0,3.7
5,Western Australia,57350,Quairading (S),484,534,1018,90.6,50.5,50.0,50.3,18.8,56.2,25.0
5,Western Australia,57420,Ravensthorpe (S),882,797,1679,110.7,48.3,44.3,45.9,16.2,61.0,22.8
5,Western Australia,57490,Rockingham (C),65365,65673,131038,99.5,33.9,35.1,34.5,22.5,65.3,12.3
5,Western Australia,57980,Subiaco (C),8292,8868,17160,93.5,38.8,39.8,39.3,16.1,65.4,18.5
5,Western Australia,58050,Swan (C),69805,70213,140018,99.4,33.3,34.3,33.8,22.0,67.9,10.1
5,Western Australia,58190,Tammin (S),225,182,407,123.6,44.5,38.8,41.5,24.8,60.0,15.2
5,Western Australia,58260,Three Springs (S),300,310,610,96.8,40.3,39.8,40.0,23.8,57.9,18.4
5,Western Australia,59030,Westonia (S),174,136,310,127.9,41.3,39.4,39.9,15.5,71.0,13.5
5,Western Australia,58330,Toodyay (S),2254,2253,4507,100.0,51.2,50.0,50.6,15.0,61.5,23.6
5,Western Australia,58400,Trayning (S),198,154,352,128.6,48.3,49.3,48.8,15.9,61.1,23.0
5,Western Australia,58470,Upper Gascoyne (S),141,137,278,102.9,28.0,24.6,26.8,29.5,64.7,5.8
5,Western Australia,58510,Victoria Park (T),18348,18201,36549,100.8,34.5,34.8,34.7,13.5,73.0,13.6
6,Tasmania,65810,West Tamar (M),11540,11990,23530,96.2,44.4,45.7,45.1,17.6,61.7,20.8
7,Northern Territory,70200,Alice Springs (T),12962,13587,26549,95.4,34.3,35.4,34.8,21.1,70.5,8.4
6,Tasmania,64010,Launceston (C),32449,34353,66802,94.5,36.5,40.9,38.8,17.8,64.6,17.6
6,Tasmania,64210,Meander Valley (M),9507,10065,19572,94.5,44.1,45.7,45.0,17.6,61.3,21.2
6,Tasmania,64610,Northern Midlands (M),6505,6579,13084,98.9,45.4,45.7,45.5,17.4,61.4,21.2
6,Tasmania,64810,Sorell (M),7488,7283,14771,102.8,41.6,42.9,42.2,18.9,63.2,17.8
6,Tasmania,65010,Southern Midlands (M),3146,2907,6053,108.2,44.8,44.0,44.4,18.9,63.7,17.5
6,Tasmania,65210,Tasman (M),1217,1173,2390,103.8,56.1,55.3,55.7,13.5,56.7,29.8
6,Tasmania,65410,Waratah-Wynyard (M),6842,6913,13755,99.0,44.5,47.1,46.0,17.8,60.1,22.1
5,Western Australia,58540,Victoria Plains (S),509,420,929,121.2,46.8,42.7,45.7,16.7,67.4,15.9
6,Tasmania,65610,West Coast (M),2175,1987,4162,109.5,45.2,42.5,43.7,18.7,64.3,17.0
5,Western Australia,58570,Vincent (C),17882,17886,35768,100.0,34.9,34.3,34.6,14.1,75.0,10.9
5,Western Australia,58610,Wagin (S),897,958,1855,93.6,49.8,47.2,48.1,18.7,57.7,23.6
5,Western Australia,58680,Wandering (S),235,206,441,114.1,48.6,44.5,47.1,19.7,59.6,20.6
5,Western Australia,58760,Wanneroo (C),98949,100341,199290,98.6,32.8,33.8,33.3,22.9,67.1,10.0
5,Western Australia,58820,Waroona (S),2054,2090,4144,98.3,44.8,44.3,44.5,18.8,60.7,20.5
5,Western Australia,58890,West Arthur (S),413,391,804,105.6,48.6,45.6,46.8,19.3,63.4,17.3
