lga_code16,ciii_iv_1000_1249_mng,ciii_iv_1000_1249_pro,ciii_iv_1000_1249_tectw,ciii_iv_1000_1249_copsw,ciii_iv_1000_1249_claw,ciii_iv_1000_1249_swks,ciii_iv_1000_1249_maopdv,ciii_iv_1000_1249_lab,ciii_iv_1000_1249_idns,ciii_iv_1000_1249_tot,ciii_iv_1250_1499_mng,ciii_iv_1250_1499_pro,ciii_iv_1250_1499_tectw,ciii_iv_1250_1499_copsw,ciii_iv_1250_1499_claw,ciii_iv_1250_1499_swks,ciii_iv_1250_1499_maopdv,ciii_iv_1250_1499_lab,ciii_iv_1250_1499_idns,ciii_iv_1250_1499_tot,ciii_iv_1500_1749_mng,ciii_iv_1500_1749_pro,ciii_iv_1500_1749_tectw,ciii_iv_1500_1749_copsw,ciii_iv_1500_1749_claw,ciii_iv_1500_1749_swks,ciii_iv_1500_1749_maopdv,ciii_iv_1500_1749_lab,ciii_iv_1500_1749_idns,ciii_iv_1500_1749_tot,ciii_iv_1750_1999_mng,ciii_iv_1750_1999_pro,ciii_iv_1750_1999_tectw,ciii_iv_1750_1999_copsw,ciii_iv_1750_1999_claw,ciii_iv_1750_1999_swks,ciii_iv_1750_1999_maopdv,ciii_iv_1750_1999_lab,ciii_iv_1750_1999_idns,ciii_iv_1750_1999_tot,ciii_iv_2000_2999_mng,ciii_iv_2000_2999_pro,ciii_iv_2000_2999_tectw,ciii_iv_2000_2999_copsw,ciii_iv_2000_2999_claw,ciii_iv_2000_2999_swks,ciii_iv_2000_2999_maopdv,ciii_iv_2000_2999_lab,ciii_iv_2000_2999_idns,ciii_iv_2000_2999_tot,ciii_iv_3000mo_mng,ciii_iv_3000mo_pro,ciii_iv_3000mo_tectw,ciii_iv_3000mo_copsw,ciii_iv_3000mo_claw,ciii_iv_3000mo_swks,ciii_iv_3000mo_maopdv,ciii_iv_3000mo_lab,ciii_iv_3000mo_idns,ciii_iv_3000mo_tot,ciii_iv_pins_mng,ciii_iv_pins_pro,ciii_iv_pins_tectw,ciii_iv_pins_copsw,ciii_iv_pins_claw,ciii_iv_pins_swks,ciii_iv_pins_maopdv,ciii_iv_pins_lab,ciii_iv_pins_idns,ciii_iv_pins_tot,ciii_iv_tot_mng,ciii_iv_tot_pro,ciii_iv_tot_tectw,ciii_iv_tot_copsw,ciii_iv_tot_claw,ciii_iv_tot_swks,ciii_iv_tot_maopdv,ciii_iv_tot_lab,ciii_iv_tot_idns,ciii_iv_tot_tot,ci_ii_nni_mng,ci_ii_nni_pro,ci_ii_nni_tectw,ci_ii_nni_copsw,ci_ii_nni_claw,ci_ii_nni_swks,ci_ii_nni_maopdv,ci_ii_nni_lab,ci_ii_nni_idns,ci_ii_nni_tot,ci_ii_1_149_mng,ci_ii_1_149_pro,ci_ii_1_149_tectw,ci_ii_1_149_copsw,ci_ii_1_149_claw,ci_ii_1_149_swks,ci_ii_1_149_maopdv,ci_ii_1_149_lab,ci_ii_1_149_idns,ci_ii_1_149_tot,ci_ii_150_299_mng,ci_ii_150_299_pro,ci_ii_150_299_tectw,ci_ii_150_299_copsw,ci_ii_150_299_claw,ci_ii_150_299_swks,ci_ii_150_299_maopdv,ci_ii_150_299_lab,ci_ii_150_299_idns,ci_ii_150_299_tot,ci_ii_300_399_mng,ci_ii_300_399_pro,ci_ii_300_399_tectw,ci_ii_300_399_copsw,ci_ii_300_399_claw,ci_ii_300_399_swks,ci_ii_300_399_maopdv,ci_ii_300_399_lab,ci_ii_300_399_idns,ci_ii_300_399_tot,ci_ii_400_499_mng,ci_ii_400_499_pro,ci_ii_400_499_tectw,ci_ii_400_499_copsw,ci_ii_400_499_claw,ci_ii_400_499_swks,ci_ii_400_499_maopdv,ci_ii_400_499_lab,ci_ii_400_499_idns,ci_ii_400_499_tot,ci_ii_500_649_mng,ci_ii_500_649_pro,ci_ii_500_649_tectw,ci_ii_500_649_copsw,ci_ii_500_649_claw,ci_ii_500_649_swks,ci_ii_500_649_maopdv,ci_ii_500_649_lab,ci_ii_500_649_idns,ci_ii_500_649_tot,ci_ii_650_799_mng,ci_ii_650_799_pro,ci_ii_650_799_tectw,ci_ii_650_799_copsw,ci_ii_650_799_claw,ci_ii_650_799_swks,ci_ii_650_799_maopdv,ci_ii_650_799_lab,ci_ii_650_799_idns,ci_ii_650_799_tot,ci_ii_800_999_mng,ci_ii_800_999_pro,ci_ii_800_999_tectw,ci_ii_800_999_copsw,ci_ii_800_999_claw,ci_ii_800_999_swks,ci_ii_800_999_maopdv,ci_ii_800_999_lab,ci_ii_800_999_idns,ci_ii_800_999_tot,ci_ii_1000_1249_mng,ci_ii_1000_1249_pro,ci_ii_1000_1249_tectw,ci_ii_1000_1249_copsw,ci_ii_1000_1249_claw,ci_ii_1000_1249_swks,ci_ii_1000_1249_maopdv,ci_ii_1000_1249_lab,ci_ii_1000_1249_idns,ci_ii_1000_1249_tot,ci_ii_1250_1499_mng,ci_ii_1250_1499_pro,ci_ii_1250_1499_tectw,ci_ii_1250_1499_copsw,ci_ii_1250_1499_claw,ci_ii_1250_1499_swks,ci_ii_1250_1499_maopdv,ci_ii_1250_1499_lab,ci_ii_1250_1499_idns,ci_ii_1250_1499_tot,ci_ii_1500_1749_mng,ci_ii_1500_1749_pro,ci_ii_1500_1749_tectw,ci_ii_1500_1749_copsw,ci_ii_1500_1749_claw,ci_ii_1500_1749_swks,ci_ii_1500_1749_maopdv,ci_ii_1500_1749_lab,ci_ii_1500_1749_idns,ci_ii_1500_1749_tot,ci_ii_1750_1999_mng,ci_ii_1750_1999_pro,ci_ii_1750_1999_tectw,ci_ii_1750_1999_copsw,ci_ii_1750_1999_claw,ci_ii_1750_1999_swks,ci_ii_1750_1999_maopdv,ci_ii_1750_1999_lab,ci_ii_1750_1999_idns,ci_ii_1750_1999_tot,lga_name16
52520,9,0,12,0,0,0,3,4,0,35,4,0,8,0,0,0,0,5,0,22,3,3,6,3,0,0,4,0,0,22,0,0,6,0,0,3,0,0,0,10,5,0,4,0,0,0,3,3,0,13,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,9,52,7,3,11,21,20,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dalwallinu (S)
52590,14,0,18,5,4,0,6,5,0,56,16,4,11,0,0,0,0,9,0,44,3,0,14,0,4,0,3,0,0,23,0,0,3,0,0,0,3,3,0,17,3,3,31,0,3,0,10,9,0,59,4,3,8,0,0,0,0,3,0,21,3,0,0,0,0,0,0,0,0,3,66,18,120,21,33,6,35,52,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dandaragan (S)
52660,9,5,39,10,11,8,24,11,0,122,12,3,51,5,3,3,13,3,0,86,10,4,46,3,3,4,19,3,0,84,0,3,38,0,0,0,16,0,0,62,6,3,34,0,4,0,9,3,3,67,10,0,3,0,0,0,0,0,0,13,0,0,4,0,0,0,3,0,0,14,68,27,311,149,63,65,95,78,15,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,10,0,0,0,0,0,3,0,0,0,6,3,0,0,0,3,3,0,0,0,17,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dardanup (S)
52730,4,3,23,6,3,0,0,5,0,49,8,0,15,3,3,0,0,3,0,44,4,3,10,0,0,0,0,0,0,11,3,0,7,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,63,12,141,56,36,12,12,38,3,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Denmark (S)
53010,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,10,3,3,5,8,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dumbleyung (S)
53080,0,0,0,0,0,0,3,3,0,9,0,0,3,0,0,0,3,5,0,11,3,0,7,0,0,0,7,3,0,26,0,0,14,0,0,0,5,0,0,19,0,0,42,0,0,0,8,9,0,54,0,0,15,0,0,0,8,0,0,22,0,0,0,0,0,0,0,0,0,4,14,9,91,4,3,0,35,15,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,Dundas (S)
53150,0,3,25,5,11,3,0,3,3,53,7,0,17,3,0,0,0,0,0,36,5,0,13,0,4,0,0,0,0,25,0,0,3,3,0,0,0,0,0,8,6,3,5,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,40,11,107,56,27,11,4,17,8,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Fremantle (T)
53220,6,3,81,11,15,4,44,40,8,218,28,13,155,8,22,0,64,52,0,338,14,10,244,11,14,0,130,28,9,455,25,20,306,9,22,4,185,31,9,596,53,66,1504,17,34,0,625,80,33,2427,73,26,1042,4,14,0,231,23,22,1440,4,3,49,0,3,0,26,0,4,92,209,174,3463,90,136,25,1326,303,94,5824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,5,4,0,7,3,0,20,0,0,0,3,3,0,4,4,0,22,0,0,3,3,0,0,11,6,0,17,3,0,3,0,0,0,17,4,0,27,East Pilbara (S)
53290,41,16,81,13,19,12,15,26,0,228,31,15,70,3,11,7,29,8,0,168,25,6,52,7,7,9,20,12,0,137,22,3,50,0,4,3,10,8,3,98,20,16,69,0,9,0,20,9,3,147,12,0,14,0,0,0,9,3,0,38,3,0,8,0,0,3,3,5,0,22,219,86,514,156,128,83,144,139,19,1491,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,9,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,3,0,0,0,6,0,0,3,3,0,5,0,3,0,22,0,0,0,7,4,6,0,8,0,27,4,0,0,0,3,3,0,3,0,12,4,0,0,0,5,0,0,8,0,15,0,0,0,0,3,0,3,0,0,10,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,Esperance (S)
53360,9,4,24,3,6,0,4,4,0,54,4,0,22,4,6,0,0,0,0,39,4,3,16,0,5,3,5,0,0,39,3,0,11,4,0,0,3,0,0,28,10,4,24,3,0,0,4,4,0,48,8,0,22,0,0,0,3,3,0,36,0,0,4,0,0,0,0,0,0,4,47,25,166,35,33,12,27,31,8,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,7,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Exmouth (S)
53430,68,40,342,73,95,31,85,66,7,800,67,35,300,25,75,29,67,41,7,648,63,34,184,20,36,12,52,34,8,448,49,21,125,20,24,9,25,29,3,304,81,27,135,17,19,16,58,60,8,422,52,27,27,3,4,0,9,4,6,130,3,6,25,5,7,0,3,5,16,63,486,276,1604,523,475,251,385,449,81,4533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,4,5,3,0,8,0,24,0,0,0,5,0,0,0,6,0,18,0,0,0,9,3,4,3,9,0,23,0,0,8,13,6,3,0,3,0,32,3,0,3,12,13,4,0,0,0,42,7,0,3,12,14,0,0,9,0,39,10,0,0,11,13,0,8,3,0,45,0,7,0,3,3,0,0,0,0,21,0,0,3,0,9,0,0,3,0,15,3,3,5,0,3,0,4,0,0,20,Fremantle (C)
53640,3,0,13,0,0,0,3,3,0,24,3,0,8,0,0,0,0,0,0,14,3,0,11,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,32,7,37,9,11,3,13,23,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gnowangerup (S)
54280,20,18,166,28,57,15,48,43,3,404,23,29,169,21,31,11,60,22,4,372,32,19,237,24,23,9,97,19,7,469,42,16,264,15,11,6,92,18,11,474,89,36,680,12,20,4,183,34,15,1072,43,3,193,3,15,4,45,7,11,313,10,0,33,8,3,0,16,4,5,83,310,168,1989,331,297,147,593,243,68,4148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,17,0,0,0,3,0,9,0,0,0,12,0,0,0,3,0,3,0,3,0,6,0,0,4,0,4,4,0,3,0,20,0,0,0,3,3,6,0,0,0,12,0,0,3,3,8,5,0,0,0,23,4,3,3,4,5,0,7,6,0,30,0,0,7,5,5,6,6,9,0,36,0,0,0,0,6,0,6,3,0,17,4,0,6,3,9,0,10,3,0,26,3,0,0,0,0,0,3,0,0,9,Kalgoorlie/Boulder (C)
54310,21,14,108,28,36,9,34,39,6,301,27,15,132,21,43,10,18,26,9,294,25,16,185,22,32,6,38,33,6,356,33,14,226,16,42,12,59,38,17,453,77,40,828,24,54,4,233,119,27,1395,84,71,821,0,55,0,135,53,27,1243,3,7,34,8,4,0,9,6,7,73,296,190,2461,216,313,70,562,363,106,4579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,3,0,3,6,0,0,0,5,0,21,0,0,0,5,4,3,0,5,0,21,0,0,3,5,3,5,0,3,0,25,0,0,3,3,8,3,3,6,0,31,5,0,3,0,7,3,0,0,0,26,3,0,0,4,5,3,3,0,0,20,0,4,0,5,3,0,4,3,0,14,Karratha (C)
53800,57,50,281,60,90,33,47,48,9,683,50,25,227,38,48,12,28,26,5,463,53,32,194,39,28,18,35,20,4,426,29,12,142,20,17,6,29,18,8,286,65,14,185,14,22,8,64,28,9,414,28,11,21,0,6,8,4,13,3,92,9,3,25,3,7,3,4,4,3,65,402,216,1599,564,441,243,304,339,66,4177,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,0,15,3,0,0,0,0,9,0,0,0,13,5,0,0,5,0,3,0,6,0,23,3,3,4,0,8,11,0,6,0,32,3,0,3,11,12,9,0,3,0,45,4,3,0,8,24,10,3,9,0,68,4,3,7,5,18,9,3,7,0,51,6,0,0,0,15,4,5,7,0,40,3,3,3,6,5,0,0,0,0,22,0,3,3,8,3,0,0,0,0,16,0,0,0,3,4,0,0,0,0,9,Greater Geraldton (C)
53920,3,4,11,3,0,3,0,0,0,25,3,3,7,6,3,0,0,0,0,22,3,0,3,0,3,0,0,3,0,17,0,0,0,3,0,0,3,3,3,15,3,3,13,0,0,0,8,3,0,30,3,0,10,0,0,0,0,0,0,15,3,0,3,0,0,0,0,0,0,5,18,14,53,31,9,7,13,29,12,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Halls Creek (S)
53990,25,8,95,10,18,3,30,26,3,221,19,3,65,13,12,3,23,12,3,151,17,4,91,0,3,0,33,16,9,175,8,0,103,0,3,0,47,4,5,175,21,9,127,3,6,3,40,11,4,219,12,3,23,0,0,0,0,0,0,37,0,0,14,4,3,0,0,3,3,29,162,46,702,215,129,86,213,185,33,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,10,3,3,0,3,0,23,0,0,0,3,9,3,0,5,0,24,3,0,0,0,0,0,3,3,0,16,3,0,0,0,3,0,3,0,0,9,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Harvey (S)
53710,4,0,7,0,0,0,0,3,0,16,3,0,3,0,0,0,3,0,0,8,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,20,14,10,3,3,12,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goomalling (S)
53780,82,23,453,114,91,37,88,56,7,946,74,23,324,101,46,33,67,43,12,718,74,28,247,108,25,21,27,15,6,559,55,32,136,61,23,3,24,12,5,354,83,19,150,44,17,5,17,7,3,351,42,3,35,0,7,5,10,3,5,106,6,0,44,5,0,0,4,5,6,76,563,211,2154,1136,444,359,390,406,71,5731,0,0,0,0,0,0,0,0,0,4,0,0,3,4,3,13,0,9,0,30,0,0,0,6,0,9,0,6,0,20,0,0,3,7,3,6,0,5,0,23,0,0,4,3,3,3,0,3,0,20,3,0,8,14,8,11,0,9,0,59,3,0,5,12,16,0,0,10,0,48,3,0,4,7,7,3,7,6,0,50,7,0,13,4,6,3,0,4,0,38,9,0,3,3,3,5,0,0,0,19,0,0,0,9,3,0,0,0,0,18,0,0,0,4,0,0,0,0,0,8,Gosnells (C)
54060,4,5,21,0,3,0,3,3,0,41,3,4,11,0,3,0,3,5,0,31,3,0,15,0,0,0,0,0,0,23,0,3,12,0,0,0,0,0,0,13,0,0,30,0,0,0,4,3,0,39,8,0,4,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,4,25,12,136,21,29,13,20,31,8,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Irwin (S)
54130,10,0,6,0,0,0,3,0,0,28,6,0,6,0,0,0,0,0,0,10,4,0,0,0,0,0,3,0,0,11,3,0,6,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,43,3,35,11,8,3,13,20,6,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerramungup (S)
54170,100,56,429,166,147,56,49,92,18,1112,73,40,330,77,76,30,24,50,14,715,80,43,256,45,53,28,19,32,18,570,36,26,131,27,20,21,6,14,12,305,74,26,160,27,20,18,12,14,5,350,25,14,55,4,11,6,0,5,3,117,4,7,50,16,8,4,3,9,23,126,639,347,2483,1611,867,772,227,619,133,7697,0,0,0,0,0,8,0,0,0,10,0,0,3,16,0,37,0,16,0,80,4,0,0,12,5,29,0,14,0,63,0,0,5,20,3,24,0,7,0,60,0,0,4,22,12,17,0,4,0,62,0,0,3,17,14,21,0,4,0,73,8,0,11,14,13,18,0,8,0,75,11,0,4,24,27,9,0,6,0,76,7,0,4,15,22,6,3,0,0,69,0,0,0,0,14,3,0,3,0,29,3,0,3,0,4,0,0,0,0,19,5,0,0,0,3,0,0,0,0,10,Joondalup (C)
54200,38,14,248,39,57,13,82,38,3,526,27,9,212,20,35,12,62,21,7,416,41,20,186,12,35,7,44,24,7,378,37,4,103,9,13,9,29,7,8,217,75,10,163,12,18,7,38,11,8,328,35,0,29,3,5,7,4,3,0,85,3,0,13,4,0,4,5,0,13,45,332,89,1337,441,341,157,376,272,60,3406,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,0,3,0,19,0,0,0,7,0,7,0,7,0,22,0,0,3,3,0,3,0,0,0,8,3,0,5,3,0,4,0,5,0,25,4,0,3,3,6,6,0,9,0,24,0,0,3,3,7,8,0,3,0,27,3,0,3,3,12,4,4,0,0,31,0,0,4,3,6,0,3,0,0,18,0,0,0,0,5,0,0,0,0,12,0,0,3,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,Kalamunda (S)
54760,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,18,3,0,3,7,7,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Kulin (S)
54830,26,7,162,38,47,0,55,50,7,382,25,22,172,34,36,8,49,27,10,372,37,12,225,53,17,8,61,26,6,452,24,9,234,27,21,0,69,28,7,422,72,26,526,35,30,0,139,39,19,892,54,12,203,0,9,0,15,5,11,311,3,0,27,6,3,0,7,0,6,58,282,129,1762,419,271,89,460,269,84,3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,3,0,5,0,3,0,10,0,0,5,0,0,6,0,0,0,13,0,0,5,3,0,0,0,3,0,12,0,0,4,3,0,9,0,8,0,23,0,0,3,3,0,0,0,4,0,14,0,0,6,9,3,0,3,6,0,31,0,0,0,7,4,0,0,3,0,17,0,0,0,0,3,0,0,3,0,13,0,0,0,3,0,0,7,0,0,12,0,0,0,3,0,0,0,0,0,11,Kwinana (C)
54900,6,0,12,0,0,0,0,0,0,32,7,0,7,0,0,0,3,0,0,17,8,0,5,0,0,0,0,0,0,10,7,0,0,0,0,0,3,3,0,11,7,0,3,0,0,0,0,0,0,7,4,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,50,9,47,4,3,10,12,14,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake Grace (S)
