lga_code16,ciii_iv_1000_1249_mng,ciii_iv_1000_1249_pro,ciii_iv_1000_1249_tectw,ciii_iv_1000_1249_copsw,ciii_iv_1000_1249_claw,ciii_iv_1000_1249_swks,ciii_iv_1000_1249_maopdv,ciii_iv_1000_1249_lab,ciii_iv_1000_1249_idns,ciii_iv_1000_1249_tot,ciii_iv_1250_1499_mng,ciii_iv_1250_1499_pro,ciii_iv_1250_1499_tectw,ciii_iv_1250_1499_copsw,ciii_iv_1250_1499_claw,ciii_iv_1250_1499_swks,ciii_iv_1250_1499_maopdv,ciii_iv_1250_1499_lab,ciii_iv_1250_1499_idns,ciii_iv_1250_1499_tot,ciii_iv_1500_1749_mng,ciii_iv_1500_1749_pro,ciii_iv_1500_1749_tectw,ciii_iv_1500_1749_copsw,ciii_iv_1500_1749_claw,ciii_iv_1500_1749_swks,ciii_iv_1500_1749_maopdv,ciii_iv_1500_1749_lab,ciii_iv_1500_1749_idns,ciii_iv_1500_1749_tot,ciii_iv_1750_1999_mng,ciii_iv_1750_1999_pro,ciii_iv_1750_1999_tectw,ciii_iv_1750_1999_copsw,ciii_iv_1750_1999_claw,ciii_iv_1750_1999_swks,ciii_iv_1750_1999_maopdv,ciii_iv_1750_1999_lab,ciii_iv_1750_1999_idns,ciii_iv_1750_1999_tot,ciii_iv_2000_2999_mng,ciii_iv_2000_2999_pro,ciii_iv_2000_2999_tectw,ciii_iv_2000_2999_copsw,ciii_iv_2000_2999_claw,ciii_iv_2000_2999_swks,ciii_iv_2000_2999_maopdv,ciii_iv_2000_2999_lab,ciii_iv_2000_2999_idns,ciii_iv_2000_2999_tot,ciii_iv_3000mo_mng,ciii_iv_3000mo_pro,ciii_iv_3000mo_tectw,ciii_iv_3000mo_copsw,ciii_iv_3000mo_claw,ciii_iv_3000mo_swks,ciii_iv_3000mo_maopdv,ciii_iv_3000mo_lab,ciii_iv_3000mo_idns,ciii_iv_3000mo_tot,ciii_iv_pins_mng,ciii_iv_pins_pro,ciii_iv_pins_tectw,ciii_iv_pins_copsw,ciii_iv_pins_claw,ciii_iv_pins_swks,ciii_iv_pins_maopdv,ciii_iv_pins_lab,ciii_iv_pins_idns,ciii_iv_pins_tot,ciii_iv_tot_mng,ciii_iv_tot_pro,ciii_iv_tot_tectw,ciii_iv_tot_copsw,ciii_iv_tot_claw,ciii_iv_tot_swks,ciii_iv_tot_maopdv,ciii_iv_tot_lab,ciii_iv_tot_idns,ciii_iv_tot_tot,ci_ii_nni_mng,ci_ii_nni_pro,ci_ii_nni_tectw,ci_ii_nni_copsw,ci_ii_nni_claw,ci_ii_nni_swks,ci_ii_nni_maopdv,ci_ii_nni_lab,ci_ii_nni_idns,ci_ii_nni_tot,ci_ii_1_149_mng,ci_ii_1_149_pro,ci_ii_1_149_tectw,ci_ii_1_149_copsw,ci_ii_1_149_claw,ci_ii_1_149_swks,ci_ii_1_149_maopdv,ci_ii_1_149_lab,ci_ii_1_149_idns,ci_ii_1_149_tot,ci_ii_150_299_mng,ci_ii_150_299_pro,ci_ii_150_299_tectw,ci_ii_150_299_copsw,ci_ii_150_299_claw,ci_ii_150_299_swks,ci_ii_150_299_maopdv,ci_ii_150_299_lab,ci_ii_150_299_idns,ci_ii_150_299_tot,ci_ii_300_399_mng,ci_ii_300_399_pro,ci_ii_300_399_tectw,ci_ii_300_399_copsw,ci_ii_300_399_claw,ci_ii_300_399_swks,ci_ii_300_399_maopdv,ci_ii_300_399_lab,ci_ii_300_399_idns,ci_ii_300_399_tot,ci_ii_400_499_mng,ci_ii_400_499_pro,ci_ii_400_499_tectw,ci_ii_400_499_copsw,ci_ii_400_499_claw,ci_ii_400_499_swks,ci_ii_400_499_maopdv,ci_ii_400_499_lab,ci_ii_400_499_idns,ci_ii_400_499_tot,ci_ii_500_649_mng,ci_ii_500_649_pro,ci_ii_500_649_tectw,ci_ii_500_649_copsw,ci_ii_500_649_claw,ci_ii_500_649_swks,ci_ii_500_649_maopdv,ci_ii_500_649_lab,ci_ii_500_649_idns,ci_ii_500_649_tot,ci_ii_650_799_mng,ci_ii_650_799_pro,ci_ii_650_799_tectw,ci_ii_650_799_copsw,ci_ii_650_799_claw,ci_ii_650_799_swks,ci_ii_650_799_maopdv,ci_ii_650_799_lab,ci_ii_650_799_idns,ci_ii_650_799_tot,ci_ii_800_999_mng,ci_ii_800_999_pro,ci_ii_800_999_tectw,ci_ii_800_999_copsw,ci_ii_800_999_claw,ci_ii_800_999_swks,ci_ii_800_999_maopdv,ci_ii_800_999_lab,ci_ii_800_999_idns,ci_ii_800_999_tot,ci_ii_1000_1249_mng,ci_ii_1000_1249_pro,ci_ii_1000_1249_tectw,ci_ii_1000_1249_copsw,ci_ii_1000_1249_claw,ci_ii_1000_1249_swks,ci_ii_1000_1249_maopdv,ci_ii_1000_1249_lab,ci_ii_1000_1249_idns,ci_ii_1000_1249_tot,ci_ii_1250_1499_mng,ci_ii_1250_1499_pro,ci_ii_1250_1499_tectw,ci_ii_1250_1499_copsw,ci_ii_1250_1499_claw,ci_ii_1250_1499_swks,ci_ii_1250_1499_maopdv,ci_ii_1250_1499_lab,ci_ii_1250_1499_idns,ci_ii_1250_1499_tot,ci_ii_1500_1749_mng,ci_ii_1500_1749_pro,ci_ii_1500_1749_tectw,ci_ii_1500_1749_copsw,ci_ii_1500_1749_claw,ci_ii_1500_1749_swks,ci_ii_1500_1749_maopdv,ci_ii_1500_1749_lab,ci_ii_1500_1749_idns,ci_ii_1500_1749_tot,ci_ii_1750_1999_mng,ci_ii_1750_1999_pro,ci_ii_1750_1999_tectw,ci_ii_1750_1999_copsw,ci_ii_1750_1999_claw,ci_ii_1750_1999_swks,ci_ii_1750_1999_maopdv,ci_ii_1750_1999_lab,ci_ii_1750_1999_idns,ci_ii_1750_1999_tot,lga_name16
17950,5,0,16,0,3,3,5,3,0,45,6,0,10,0,0,0,3,0,0,29,3,3,3,0,0,3,0,0,0,16,3,0,3,0,0,0,0,0,0,11,3,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,0,0,0,9,55,9,79,16,14,12,21,33,3,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warren (A)
18020,16,8,24,8,8,5,10,16,0,89,14,0,13,0,6,0,6,4,0,43,11,0,11,0,3,0,3,7,0,35,9,7,4,0,0,0,0,3,0,25,4,3,5,0,0,4,0,0,0,19,3,0,0,0,0,0,0,0,0,5,4,0,4,4,4,3,0,0,0,22,166,33,163,90,67,41,56,86,15,708,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,6,0,0,0,4,0,3,0,0,0,6,0,0,0,3,3,0,0,3,0,8,0,0,3,4,0,0,4,0,0,12,4,0,0,4,3,0,0,0,0,11,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warrumbungle Shire (A)
18050,66,21,216,57,51,27,21,22,3,474,45,7,155,26,23,11,26,12,4,320,31,16,134,16,17,14,26,19,3,271,20,10,67,9,14,4,10,3,0,142,41,10,73,5,12,7,3,4,0,157,16,10,16,3,3,3,0,5,0,62,0,0,18,6,3,4,0,3,0,41,308,127,1080,426,233,252,130,191,24,2772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,3,3,4,4,0,3,0,22,3,0,3,3,3,10,0,0,0,24,0,0,3,4,3,3,0,0,0,21,3,3,3,4,4,3,3,0,0,24,0,6,0,3,5,3,5,0,0,22,7,0,0,3,7,3,0,0,0,18,3,0,0,0,6,0,0,0,0,6,5,0,0,0,3,0,3,0,0,10,Waverley (A)
18100,15,3,12,4,8,0,5,5,0,49,8,0,3,0,0,0,0,0,0,13,5,0,5,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,0,6,93,10,60,26,25,11,24,39,3,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,Weddin (A)
18200,25,3,36,5,8,5,14,17,0,121,8,8,18,3,5,0,15,9,0,70,14,0,15,3,4,0,8,7,0,56,13,0,14,0,3,0,19,0,0,54,9,3,37,0,0,0,7,0,0,49,9,0,0,0,0,0,0,0,0,17,0,0,6,0,3,0,0,0,5,16,135,27,223,76,53,19,98,104,11,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,5,0,0,0,0,8,0,0,0,0,7,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wentworth (A)
18230,120,50,388,111,160,37,71,69,9,1014,92,33,201,46,91,34,37,33,6,580,85,24,120,66,50,17,26,23,3,410,44,17,76,32,20,11,18,11,7,232,56,19,61,23,21,8,14,7,0,208,24,3,20,5,5,10,3,3,3,70,16,7,34,17,7,7,0,4,6,101,728,262,1777,829,781,439,342,473,75,5702,3,0,0,0,0,0,0,0,0,8,0,0,0,0,3,4,0,0,0,4,3,3,0,3,3,3,0,9,0,23,0,0,0,3,3,3,0,14,0,28,3,0,3,11,8,5,0,8,3,40,5,0,5,10,9,20,3,9,0,61,10,0,6,9,16,15,0,12,0,73,8,0,3,12,25,9,0,5,0,65,8,4,3,11,13,3,0,3,0,47,0,0,3,0,12,0,0,3,0,22,0,6,3,0,7,0,0,3,0,20,0,0,0,0,0,0,0,0,0,5,Western Plains Regional (A)
18250,86,67,428,76,186,60,52,40,16,1003,108,68,350,32,122,49,45,19,14,816,113,72,283,17,82,30,30,19,15,664,87,58,165,7,54,25,12,13,0,414,185,70,213,15,46,31,16,9,3,594,102,34,44,0,16,18,7,3,6,230,14,6,32,8,13,7,4,3,20,109,849,500,2228,525,834,474,264,269,110,6051,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,21,0,5,4,0,4,3,0,0,0,22,0,3,7,4,5,8,0,3,0,31,3,3,4,3,9,10,0,9,0,36,0,3,4,10,19,12,3,4,0,53,8,3,3,8,27,11,3,4,0,64,8,14,5,3,21,10,3,4,0,59,5,8,7,0,16,4,4,0,0,39,4,3,0,0,5,3,0,0,0,21,3,8,0,0,3,0,0,0,0,20,Willoughby (C)
18350,84,32,314,38,87,31,67,68,9,729,53,9,190,10,30,16,33,30,3,380,61,16,136,7,15,16,27,12,0,289,49,9,92,11,3,7,17,8,0,195,57,15,93,3,9,8,38,12,0,224,22,0,13,0,0,6,3,0,0,47,10,0,36,3,7,3,4,7,6,80,536,205,1586,492,427,297,303,415,54,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,7,3,0,3,0,14,0,0,3,7,9,7,0,0,0,23,3,5,0,4,7,6,4,6,0,37,3,3,4,5,7,9,0,7,0,42,3,0,3,6,16,5,0,10,0,44,3,0,3,5,3,0,6,3,0,36,4,0,0,3,6,7,0,3,0,27,3,0,3,0,4,4,0,0,0,19,3,0,0,0,3,0,0,0,0,9,3,0,0,0,3,0,0,0,0,5,Wingecarribee (A)
18400,57,15,208,20,34,13,71,43,11,476,38,11,152,11,26,8,76,25,5,350,40,5,118,3,12,0,84,24,5,282,26,5,106,0,6,5,104,12,0,265,37,5,213,0,6,3,191,12,4,470,22,7,112,0,0,0,56,3,0,202,5,3,13,3,6,0,15,6,3,54,336,115,1394,262,231,115,680,325,46,3507,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,16,0,0,0,0,0,4,0,0,0,14,0,0,3,4,7,0,0,3,0,21,0,0,0,3,3,3,0,3,0,14,0,0,0,4,4,5,0,4,0,17,0,0,0,3,8,0,3,4,0,17,0,0,0,0,7,0,4,8,0,21,0,3,0,0,3,3,0,4,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,5,Wollondilly (A)
18450,260,163,1263,255,490,124,254,182,44,3038,214,104,861,102,277,61,196,121,26,1959,207,97,674,74,136,31,201,92,14,1523,157,52,460,28,51,30,215,69,22,1069,221,84,552,15,73,26,341,46,20,1380,60,21,87,8,15,8,29,11,4,248,28,19,77,27,25,11,28,21,33,276,1621,1034,6585,2389,2551,1062,1759,1381,266,18657,0,0,0,0,0,4,0,0,0,4,3,6,0,3,4,12,0,11,0,42,0,0,0,15,7,18,0,19,0,62,3,6,0,19,17,20,0,17,0,89,0,5,6,25,28,18,8,13,0,108,3,5,4,32,64,30,0,16,0,159,13,4,11,28,62,24,12,21,4,175,13,10,11,26,71,15,15,12,0,174,18,13,7,11,59,8,8,11,0,130,13,6,4,11,27,6,9,9,0,86,5,8,7,3,13,0,0,3,0,42,6,0,0,3,5,0,5,0,0,20,Wollongong (C)
18500,57,14,196,46,36,17,5,29,6,404,50,20,148,34,21,12,3,18,5,310,47,19,100,15,17,21,0,7,6,224,35,4,77,12,3,12,0,4,0,155,31,16,73,12,9,15,3,4,4,160,23,3,22,0,3,25,0,0,3,88,4,3,26,3,0,3,0,0,3,46,310,131,969,350,168,191,35,139,41,2332,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,3,0,10,0,0,0,0,4,4,0,5,0,18,0,4,6,3,0,3,0,4,0,21,0,3,0,3,6,5,0,0,0,22,5,0,0,8,6,3,0,0,0,26,3,0,3,6,3,0,0,0,0,15,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,Woollahra (A)
18710,30,6,63,16,10,0,17,13,3,156,10,0,29,3,0,0,11,7,3,67,22,0,16,3,7,0,7,4,0,59,11,0,14,0,3,4,4,0,3,32,4,4,12,0,3,0,3,0,0,33,9,0,4,0,0,0,0,3,0,15,3,0,3,3,0,0,0,0,3,17,161,24,256,111,71,39,62,97,17,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,7,5,0,0,0,4,0,0,0,0,9,7,0,3,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yass Valley (A)
19399,9,0,8,0,3,0,0,12,0,34,4,0,0,0,5,0,0,0,0,11,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,40,7,38,13,8,3,0,34,3,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unincorporated NSW
20110,31,4,61,9,10,10,26,18,5,169,16,0,43,0,5,3,15,6,0,96,16,0,41,3,0,0,10,6,0,74,3,0,17,0,0,0,3,0,0,28,8,0,19,0,0,0,4,0,4,39,0,0,4,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,3,17,201,19,400,127,70,58,111,122,14,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,8,3,0,0,3,0,0,0,0,0,10,0,0,3,0,0,4,0,3,0,8,3,0,0,0,0,0,0,3,0,10,3,0,0,3,0,0,0,0,0,11,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpine (S)
20260,36,17,56,65,4,5,19,15,3,217,18,11,21,42,3,7,4,11,3,103,16,0,9,27,0,0,9,9,0,78,9,0,7,20,0,0,0,3,0,45,12,0,20,9,0,0,5,4,0,60,3,0,8,0,0,0,0,3,0,19,0,0,5,3,0,0,0,3,0,19,199,55,279,296,69,67,76,132,18,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,3,0,11,0,0,3,3,4,3,0,3,0,13,0,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Ararat (RC)
20570,181,82,705,163,212,74,139,108,24,1687,106,65,406,63,100,34,69,63,15,919,94,43,249,24,61,24,54,48,5,604,62,23,159,18,34,19,33,19,5,367,80,15,199,10,16,21,31,22,4,397,42,5,26,9,3,10,4,4,3,106,14,8,60,15,12,7,6,12,10,156,962,451,3647,1474,1224,812,660,888,141,10251,0,0,0,0,0,3,0,0,0,3,0,7,3,3,4,6,0,8,0,37,0,3,3,13,0,21,0,15,3,51,0,0,3,7,20,15,0,15,0,60,0,4,3,12,11,15,0,20,0,64,6,0,11,15,23,13,3,15,0,89,4,4,20,17,23,19,14,16,0,108,8,3,15,14,28,11,3,4,0,86,8,0,6,15,25,8,5,11,0,76,3,5,5,5,11,4,4,4,0,42,0,0,0,0,4,4,3,0,0,14,3,0,0,3,3,0,0,0,0,8,Ballarat (C)
20660,111,45,529,138,121,31,57,54,12,1098,82,54,365,56,69,16,27,28,8,707,73,38,250,45,27,20,15,10,5,480,62,20,154,6,21,12,5,8,6,285,58,7,143,7,14,12,3,11,5,268,30,6,28,6,5,5,3,5,4,85,11,4,62,18,12,5,0,3,10,129,579,307,2696,1222,685,376,256,397,102,6623,3,0,0,0,0,0,0,0,0,5,0,0,0,6,0,10,0,3,0,21,0,0,0,11,3,7,0,4,0,23,0,0,0,3,10,6,0,0,0,19,0,0,0,15,6,7,0,6,0,39,0,3,10,8,12,7,3,3,0,48,0,5,4,17,18,4,4,3,0,58,3,0,12,4,21,3,8,7,0,54,0,6,3,15,9,0,0,0,0,44,3,0,3,3,6,0,0,0,0,19,0,0,3,4,3,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,Banyule (C)
20740,69,12,163,32,37,14,21,30,7,380,36,3,89,8,7,8,15,14,4,180,28,0,49,7,8,5,9,0,3,110,7,0,23,0,3,4,0,3,3,49,23,4,21,3,0,3,11,0,0,65,14,0,3,0,0,3,0,4,3,33,12,0,17,12,0,5,0,5,6,56,377,80,875,372,205,201,136,243,48,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,8,0,0,0,3,0,4,0,4,0,14,3,0,0,6,3,3,0,5,0,20,6,0,8,16,3,8,0,3,0,44,5,0,0,3,3,3,0,0,0,21,0,4,3,3,3,0,0,0,0,18,0,0,0,0,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bass Coast (S)
20830,102,24,236,40,53,22,54,63,10,594,67,13,119,16,22,13,41,37,4,337,52,6,89,8,12,9,28,19,3,226,36,0,48,0,3,4,14,8,3,122,33,5,34,3,9,3,6,11,0,105,17,0,15,0,3,7,0,3,0,49,15,3,28,7,9,0,11,9,11,100,634,134,1291,531,376,241,300,481,52,4047,3,0,0,0,3,0,0,0,0,5,0,0,0,3,0,4,0,4,0,13,0,0,0,3,3,5,0,6,0,16,0,0,0,9,0,6,0,4,0,25,0,0,3,8,4,3,3,4,0,26,3,0,3,10,13,6,0,8,0,50,7,0,3,10,6,3,3,9,0,38,3,3,5,3,11,3,6,10,0,38,8,0,3,3,3,0,3,6,0,24,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,Baw Baw (S)
20910,86,28,327,97,76,37,32,40,12,742,69,36,219,28,48,28,17,19,10,464,61,15,153,11,28,23,12,15,3,320,45,7,76,5,12,11,7,4,3,162,68,19,81,7,7,20,8,4,4,214,33,5,14,3,3,14,0,0,0,79,8,8,25,12,9,3,4,10,5,84,496,211,1640,793,389,289,164,270,60,4305,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,6,0,0,3,8,9,3,0,0,0,21,0,0,5,3,0,6,0,0,0,18,0,0,3,9,5,3,0,0,0,22,0,0,5,12,3,3,0,0,0,27,0,0,8,9,11,0,3,0,0,25,0,3,0,14,13,4,0,3,0,33,8,4,3,10,4,5,4,0,0,35,0,0,0,0,11,4,3,0,0,15,3,0,0,0,3,0,0,0,0,11,3,0,0,0,0,0,0,0,0,5,Bayside (C)
21010,30,4,68,12,19,10,29,10,0,181,19,10,52,11,17,6,16,8,0,125,15,5,27,3,4,0,13,0,3,76,10,6,21,3,0,3,4,0,6,50,12,0,13,0,3,0,0,3,0,30,3,0,5,0,0,0,3,0,0,10,7,0,6,0,3,0,3,3,3,21,203,40,436,172,127,82,111,121,11,1314,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,3,0,0,4,0,0,0,8,0,0,0,0,9,7,0,0,0,19,0,4,0,0,3,0,4,0,0,9,0,0,0,0,7,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benalla (RC)
21110,129,87,473,142,188,76,26,49,10,1184,107,68,331,81,125,33,14,34,9,803,132,60,211,31,74,45,12,17,11,583,85,42,117,17,29,22,9,11,3,338,137,61,137,6,29,42,7,10,7,431,66,28,30,4,4,36,3,6,9,185,18,4,54,13,5,14,6,5,17,142,921,534,2435,1249,937,596,151,420,113,7355,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,0,4,0,16,0,0,0,10,4,3,4,9,0,36,3,0,0,9,7,11,0,4,0,35,0,0,3,4,10,3,0,9,0,37,0,5,3,10,10,8,0,4,0,45,6,4,4,24,20,3,0,3,0,62,11,3,5,11,19,7,3,9,0,65,4,12,3,10,21,9,0,0,0,58,10,9,4,6,17,7,0,5,0,47,9,5,0,3,3,8,0,0,0,23,0,3,0,0,3,3,0,0,0,15,Boroondara (C)
21180,183,74,962,153,273,108,326,204,28,2305,160,66,645,57,174,74,195,108,31,1519,175,46,485,44,97,55,124,56,11,1086,119,35,288,20,43,22,72,33,6,641,206,42,322,9,39,33,43,44,9,735,86,10,59,3,11,11,9,3,3,195,30,4,97,23,18,14,27,18,27,257,1266,464,4665,1258,1386,810,1660,1189,215,12914,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,4,0,0,0,17,0,0,0,9,10,12,0,0,0,40,3,0,0,6,3,9,6,5,0,36,0,0,5,8,9,6,3,7,0,52,6,0,4,17,19,18,8,11,0,78,4,3,10,16,30,12,23,18,0,115,16,5,8,18,28,10,24,10,0,116,9,4,6,5,26,9,29,9,0,94,8,0,10,3,15,4,5,0,0,48,8,0,0,0,7,0,3,3,0,29,3,0,0,0,3,0,0,0,0,6,Brimbank (C)
21270,23,0,34,6,6,0,15,4,0,97,17,3,8,0,4,3,3,4,0,46,9,0,10,0,3,0,5,0,0,33,0,0,0,0,0,0,3,3,0,11,3,0,3,0,0,0,3,0,3,18,6,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,3,0,0,11,197,27,135,60,37,40,48,62,3,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,7,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,3,0,6,4,0,0,0,0,0,0,0,0,6,3,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buloke (S)
21370,110,19,245,41,49,32,80,88,11,675,70,16,108,16,18,9,34,42,4,317,46,4,88,8,20,9,26,31,0,232,29,7,54,3,9,3,22,27,3,144,33,5,76,0,7,6,9,12,0,144,22,0,11,6,9,8,3,6,0,62,14,0,14,4,3,6,11,7,6,70,691,121,1245,455,290,304,300,535,50,3993,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,0,3,0,0,3,4,0,7,0,19,0,0,0,3,4,0,0,4,0,11,4,0,0,4,3,3,0,3,0,24,0,0,6,8,3,7,0,7,0,28,0,3,0,7,10,3,0,10,0,32,3,8,0,8,3,3,0,7,0,37,0,0,0,0,4,0,0,4,0,12,4,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Campaspe (S)
21450,116,31,399,49,61,35,97,84,5,871,76,15,256,14,32,16,68,52,6,539,60,13,177,8,27,7,35,16,4,350,44,8,124,8,13,9,10,7,0,228,54,4,96,8,7,18,9,11,0,221,18,0,30,3,0,8,3,7,3,79,14,5,38,7,13,4,4,9,10,109,658,163,2103,692,514,447,436,560,65,5628,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,4,0,4,3,3,5,0,11,0,25,0,0,4,4,0,5,0,3,0,19,3,0,4,8,3,3,0,11,0,40,7,0,3,14,9,16,0,5,0,55,6,0,9,9,6,7,3,11,0,58,7,0,4,4,7,5,0,4,0,38,5,0,3,4,6,3,4,0,3,29,0,0,0,0,8,0,0,4,0,15,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,Cardinia (S)
