lga_code16,m_ewft_15_19_e,m_ewft_15_19_om_ie,m_ewft_15_19_om_uie,m_ewft_15_19_cfw,m_ewft_15_19_es_ns,m_ewft_15_19_tot,m_ewft_20_24_e,m_ewft_20_24_om_ie,m_ewft_20_24_om_uie,m_ewft_20_24_cfw,m_ewft_20_24_es_ns,m_ewft_20_24_tot,m_ewft_25_29_e,m_ewft_25_29_om_ie,m_ewft_25_29_om_uie,m_ewft_25_29_cfw,m_ewft_25_29_es_ns,m_ewft_25_29_tot,m_ewft_30_34_e,m_ewft_30_34_om_ie,m_ewft_30_34_om_uie,m_ewft_30_34_cfw,m_ewft_30_34_es_ns,m_ewft_30_34_tot,m_ewft_35_39_e,m_ewft_35_39_om_ie,m_ewft_35_39_om_uie,m_ewft_35_39_cfw,m_ewft_35_39_es_ns,m_ewft_35_39_tot,m_ewft_40_44_e,m_ewft_40_44_om_ie,m_ewft_40_44_om_uie,m_ewft_40_44_cfw,m_ewft_40_44_es_ns,m_ewft_40_44_tot,m_ewft_45_49_e,m_ewft_45_49_om_ie,m_ewft_45_49_om_uie,m_ewft_45_49_cfw,m_ewft_45_49_es_ns,m_ewft_45_49_tot,m_ewft_50_54_e,m_ewft_50_54_om_ie,m_ewft_50_54_om_uie,m_ewft_50_54_cfw,m_ewft_50_54_es_ns,m_ewft_50_54_tot,m_ewft_55_59_e,m_ewft_55_59_om_ie,m_ewft_55_59_om_uie,m_ewft_55_59_cfw,m_ewft_55_59_es_ns,m_ewft_55_59_tot,m_ewft_60_64_e,m_ewft_60_64_om_ie,m_ewft_60_64_om_uie,m_ewft_60_64_cfw,m_ewft_60_64_es_ns,m_ewft_60_64_tot,m_ewft_65_69_e,m_ewft_65_69_om_ie,m_ewft_65_69_om_uie,m_ewft_65_69_cfw,m_ewft_65_69_es_ns,m_ewft_65_69_tot,m_ewft_70_74_e,m_ewft_70_74_om_ie,m_ewft_70_74_om_uie,m_ewft_70_74_cfw,m_ewft_70_74_es_ns,m_ewft_70_74_tot,m_ewft_75ov_e,m_ewft_75ov_om_ie,m_ewft_75ov_om_uie,m_ewft_75ov_cfw,m_ewft_75ov_es_ns,m_ewft_75ov_tot,m_ewft_tot_e,m_ewft_tot_om_ie,m_ewft_tot_om_uie,m_ewft_tot_cfw,m_ewft_tot_es_ns,m_ewft_tot_tot,m_ewpt_15_19_e,m_ewpt_15_19_om_ie,m_ewpt_15_19_om_uie,m_ewpt_15_19_cfw,m_ewpt_15_19_es_ns,m_ewpt_15_19_tot,m_ewpt_20_24_e,m_ewpt_20_24_om_ie,m_ewpt_20_24_om_uie,m_ewpt_20_24_cfw,m_ewpt_20_24_es_ns,m_ewpt_20_24_tot,m_ewpt_25_29_e,m_ewpt_25_29_om_ie,m_ewpt_25_29_om_uie,m_ewpt_25_29_cfw,m_ewpt_25_29_es_ns,m_ewpt_25_29_tot,m_ewpt_30_34_e,m_ewpt_30_34_om_ie,m_ewpt_30_34_om_uie,m_ewpt_30_34_cfw,m_ewpt_30_34_es_ns,m_ewpt_30_34_tot,m_ewpt_35_39_e,m_ewpt_35_39_om_ie,m_ewpt_35_39_om_uie,m_ewpt_35_39_cfw,m_ewpt_35_39_es_ns,m_ewpt_35_39_tot,m_ewpt_40_44_e,m_ewpt_40_44_om_ie,m_ewpt_40_44_om_uie,m_ewpt_40_44_cfw,m_ewpt_40_44_es_ns,m_ewpt_40_44_tot,m_ewpt_45_49_e,m_ewpt_45_49_om_ie,m_ewpt_45_49_om_uie,m_ewpt_45_49_cfw,m_ewpt_45_49_es_ns,m_ewpt_45_49_tot,m_ewpt_50_54_e,m_ewpt_50_54_om_ie,m_ewpt_50_54_om_uie,m_ewpt_50_54_cfw,m_ewpt_50_54_es_ns,m_ewpt_50_54_tot,m_ewpt_55_59_e,m_ewpt_55_59_om_ie,m_ewpt_55_59_om_uie,m_ewpt_55_59_cfw,m_ewpt_55_59_es_ns,m_ewpt_55_59_tot,m_ewpt_60_64_e,m_ewpt_60_64_om_ie,m_ewpt_60_64_om_uie,m_ewpt_60_64_cfw,m_ewpt_60_64_es_ns,m_ewpt_60_64_tot,m_ewpt_65_69_e,m_ewpt_65_69_om_ie,m_ewpt_65_69_om_uie,m_ewpt_65_69_cfw,m_ewpt_65_69_es_ns,m_ewpt_65_69_tot,m_ewpt_70_74_e,m_ewpt_70_74_om_ie,m_ewpt_70_74_om_uie,m_ewpt_70_74_cfw,m_ewpt_70_74_es_ns,m_ewpt_70_74_tot,m_ewpt_75ov_e,m_ewpt_75ov_om_ie,m_ewpt_75ov_om_uie,m_ewpt_75ov_cfw,m_ewpt_75ov_es_ns,m_ewpt_75ov_tot,m_ewpt_tot_e,m_ewpt_tot_om_ie,m_ewpt_tot_om_uie,m_ewpt_tot_cfw,m_ewpt_tot_es_ns,m_ewpt_tot_tot,m_eafw_e,m_eafw_om_ie,m_eafw_om_uie,m_eafw_cfw,m_eafw_es_ns,m_eafw_tot,m_h_ns_e,m_h_ns_om_ie,m_h_ns_om_uie,m_h_ns_cfw,m_h_ns_es_ns,m_h_ns_tot,m_tot_e,m_tot_om_ie,m_tot_om_uie,m_tot_cfw,m_tot_es_ns,m_tot_tot,f_ewft_15_19_e,f_ewft_15_19_om_ie,f_ewft_15_19_om_uie,f_ewft_15_19_cfw,f_ewft_15_19_es_ns,f_ewft_15_19_tot,f_ewft_20_24_e,f_ewft_20_24_om_ie,f_ewft_20_24_om_uie,f_ewft_20_24_cfw,f_ewft_20_24_es_ns,f_ewft_20_24_tot,f_ewft_25_29_e,f_ewft_25_29_om_ie,lga_name16
55600,14,0,0,0,0,14,37,0,0,0,0,37,31,4,4,0,0,36,38,3,3,0,0,47,31,8,8,0,0,48,28,12,18,0,0,68,25,3,15,0,0,46,33,11,21,4,0,72,36,9,8,6,0,66,23,5,11,3,0,36,8,8,11,3,0,25,0,0,0,5,0,3,3,0,3,0,0,9,301,72,92,33,3,497,11,0,0,0,0,11,10,0,0,4,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,7,8,0,4,0,0,13,0,0,4,3,0,7,4,0,0,0,0,7,0,0,3,0,0,7,43,6,15,14,7,75,10,0,3,7,3,19,10,0,4,3,0,14,360,82,107,46,11,605,3,0,0,0,0,8,11,0,0,0,0,15,17,0,Moora (S)
57980,46,0,0,0,0,50,418,11,6,0,3,433,967,13,28,0,0,1010,1198,72,30,3,0,1310,1038,89,43,0,8,1181,881,160,70,10,0,1129,740,168,55,4,8,976,596,164,60,3,7,827,487,111,54,3,7,667,305,78,40,4,0,429,119,42,19,3,0,184,21,18,4,0,0,39,5,7,3,4,0,22,6839,933,407,37,38,8250,338,0,0,0,0,342,607,3,8,4,3,630,285,5,12,3,0,310,214,10,18,4,0,241,132,12,19,4,0,166,84,10,9,4,0,116,84,19,15,3,3,117,65,11,21,0,0,99,76,29,20,4,0,127,99,30,22,3,0,152,81,41,39,9,0,165,44,22,16,5,3,88,27,10,11,4,3,53,2133,187,212,37,24,2597,241,9,18,0,3,275,139,10,15,0,23,191,9357,1144,651,79,80,11311,60,0,0,0,3,60,698,3,8,0,0,712,1381,23,Subiaco (C)
58050,463,0,5,0,0,470,1808,14,39,7,14,1883,2499,87,104,15,18,2722,2702,190,161,15,19,3090,2406,230,159,14,23,2830,2363,277,157,23,11,2842,2360,382,180,21,27,2964,2239,344,209,24,12,2824,1645,273,201,32,10,2168,1096,165,129,14,11,1418,345,83,58,13,3,495,61,43,23,7,3,133,6,14,15,3,0,36,19999,2097,1437,194,152,23882,1040,0,8,7,9,1066,967,3,22,16,5,1012,519,9,38,3,0,576,325,24,54,16,8,418,225,32,46,13,4,309,222,28,57,6,3,319,208,34,73,8,0,328,210,43,81,15,0,352,242,36,94,16,5,386,259,59,94,23,3,439,188,43,56,14,4,308,103,22,34,29,0,181,42,10,13,15,4,76,4544,332,672,178,52,5774,745,37,61,8,16,870,452,39,41,7,41,580,25739,2501,2207,390,262,31100,222,0,0,0,0,231,1034,8,14,4,12,1068,1498,26,Swan (C)
55670,3,0,0,0,0,3,9,0,0,0,0,11,8,0,3,0,0,13,10,3,3,0,0,12,9,0,0,0,0,9,12,5,3,0,0,17,10,3,4,0,0,16,10,0,4,0,0,15,7,3,3,4,3,20,4,0,9,4,0,15,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,77,18,25,16,3,132,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,4,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,20,0,8,0,0,24,3,0,0,0,0,7,0,0,0,0,0,3,100,18,33,16,5,173,0,0,0,0,0,0,7,0,0,0,0,14,3,0,Morawa (S)
55810,3,0,0,0,0,3,12,0,0,0,0,12,17,0,0,0,0,20,29,0,0,0,0,29,18,0,0,0,0,13,14,0,0,0,0,16,21,0,0,0,0,24,23,3,3,0,0,28,15,0,0,0,0,22,5,0,4,0,0,8,4,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,161,8,10,3,3,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,3,0,0,20,15,0,0,0,0,20,4,0,0,0,0,4,195,16,17,3,3,229,0,0,0,0,0,0,7,0,0,0,0,7,6,0,Mount Magnet (S)
56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,0,0,4,3,0,3,0,0,3,3,0,3,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,9,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,8,12,8,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nungarin (S)
55880,0,0,0,0,0,3,0,0,0,0,0,3,3,3,4,0,0,7,6,0,5,0,0,17,5,0,5,0,0,10,5,3,3,0,0,18,0,0,10,5,3,19,13,0,4,4,0,21,5,3,7,3,0,15,3,3,3,0,0,11,3,0,0,0,0,10,0,0,0,3,0,3,0,0,3,0,0,3,49,21,48,20,3,138,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,3,0,7,3,0,17,7,0,3,0,0,9,0,0,0,0,0,3,58,25,56,22,4,159,0,0,0,0,0,0,3,0,0,0,0,3,5,0,Mount Marshall (S)
58190,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,10,0,3,0,0,0,4,3,4,5,0,0,11,6,6,3,0,0,14,5,3,4,0,0,13,5,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,36,20,18,4,3,78,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,23,4,0,0,0,0,4,3,0,0,0,0,3,55,21,20,10,3,106,3,0,0,0,0,3,6,0,0,0,0,6,6,0,Tammin (S)
58260,4,0,0,0,0,4,4,0,0,0,0,4,6,0,3,0,0,6,11,3,0,0,0,19,10,0,0,3,0,16,11,3,0,0,0,11,7,0,3,3,0,16,9,0,7,0,0,17,5,0,3,0,0,11,0,0,0,3,0,6,6,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,78,16,22,10,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,14,4,0,0,0,3,3,3,0,0,0,0,5,88,19,35,12,3,149,0,0,0,0,0,0,3,0,0,0,0,3,5,0,Three Springs (S)
55740,6,0,0,0,0,6,26,3,0,0,0,26,49,5,7,0,0,61,63,6,6,0,0,75,35,3,4,0,0,47,32,11,3,0,0,49,40,17,8,0,0,70,28,15,8,0,0,45,31,15,7,0,0,58,11,4,8,0,0,25,10,3,3,0,0,17,3,0,0,0,0,7,0,0,0,0,0,0,334,93,51,8,4,491,46,0,3,0,0,54,46,0,0,0,0,49,40,0,3,0,0,43,31,0,0,0,0,35,10,4,0,0,0,18,7,3,8,0,0,19,14,0,3,0,0,20,10,5,7,5,0,25,9,7,6,0,0,20,20,10,10,0,0,35,11,11,5,3,0,26,6,6,0,0,0,19,4,3,7,3,0,10,248,49,51,13,4,369,4,3,0,0,0,11,13,0,3,0,0,19,605,147,106,21,8,886,7,0,0,0,0,7,42,0,0,0,0,42,101,0,Mosman Park (T)
56300,4,0,0,0,0,4,5,0,0,0,0,5,7,0,0,0,0,7,10,3,0,0,0,14,14,0,3,0,0,18,7,0,0,0,0,15,8,3,3,0,0,18,9,0,4,0,0,15,15,4,3,0,0,20,10,4,9,0,0,26,0,0,7,7,0,14,0,0,3,0,0,3,0,0,0,4,0,4,102,14,32,13,0,164,4,0,0,0,0,4,7,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,5,0,3,0,3,11,3,0,4,0,0,4,4,0,0,0,0,3,3,0,4,0,0,12,10,3,0,6,0,16,0,0,3,0,0,3,0,0,0,3,0,3,31,3,16,12,3,66,7,0,0,0,0,13,0,0,0,0,0,4,140,20,51,27,6,246,0,0,0,0,0,0,6,0,0,0,0,5,3,0,Nannup (S)
57080,243,0,0,0,0,253,2370,21,28,4,12,2435,6063,103,65,10,17,6263,8537,217,98,14,27,8896,7968,355,157,17,25,8522,7191,438,205,13,17,7854,6790,449,218,11,30,7508,5282,389,204,16,9,5904,3976,308,185,11,20,4504,2275,226,138,8,11,2657,725,106,59,6,6,902,132,40,29,0,0,203,37,19,7,0,0,63,51604,2682,1386,105,182,55957,552,5,7,5,4,571,1542,5,19,12,19,1598,1085,15,37,3,8,1152,739,27,38,5,3,816,581,30,34,8,3,658,475,34,30,8,3,551,382,47,43,4,3,490,356,52,38,6,0,455,350,46,37,10,5,446,393,64,51,12,3,521,312,43,52,13,0,423,145,28,21,6,3,201,70,8,15,4,0,105,6976,417,437,104,67,7994,1884,36,34,4,16,1978,728,38,56,16,90,927,61194,3170,1911,233,348,66857,274,0,0,0,3,282,3112,6,17,0,8,3147,6960,39,Perth (C)
57140,0,0,0,0,0,0,10,0,0,0,0,14,9,0,3,0,0,7,3,3,3,0,0,10,5,0,3,0,0,14,7,3,0,0,0,13,7,3,4,3,0,18,3,0,6,0,0,9,9,5,0,0,0,19,8,3,3,6,0,24,3,0,4,0,0,6,0,0,3,0,0,4,0,0,0,0,0,0,61,26,31,18,3,139,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,0,3,7,0,3,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,21,3,7,4,0,30,5,0,3,3,0,9,0,0,0,0,0,0,80,30,40,18,5,181,0,0,0,0,0,0,3,0,0,0,0,3,9,0,Pingelly (S)
56160,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,7,3,0,0,0,0,7,5,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,4,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,6,4,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Murchison (S)
56230,59,0,0,0,0,59,118,4,5,0,0,124,185,0,12,0,0,199,236,15,10,5,0,258,220,13,8,0,0,243,277,18,18,0,0,320,343,25,17,3,3,391,303,18,19,6,3,351,279,22,20,6,0,328,157,12,22,0,3,199,30,8,16,6,0,64,8,3,5,0,0,12,0,0,7,0,0,9,2205,143,153,27,15,2550,73,0,0,3,0,77,56,4,3,0,0,56,21,0,3,3,0,29,17,3,0,0,0,21,24,0,4,0,0,28,24,3,11,3,0,43,20,3,11,0,0,30,17,0,8,0,0,36,21,0,9,0,0,34,32,4,14,3,4,55,24,5,11,7,0,44,15,0,3,3,0,23,3,0,9,9,0,21,345,32,92,35,12,508,120,3,7,0,4,136,45,5,8,0,8,65,2719,177,255,65,32,3258,14,0,0,0,0,14,76,0,0,0,0,76,73,0,Murray (S)
56370,4,0,0,0,0,4,9,0,0,0,0,9,18,7,6,0,0,24,15,0,4,0,0,18,9,8,3,0,0,11,4,3,9,0,0,23,7,0,7,0,0,18,5,9,4,0,0,19,15,7,5,8,0,34,6,3,3,0,3,15,0,3,0,0,0,10,4,3,0,0,0,3,0,0,0,3,0,4,94,35,48,13,7,196,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,12,0,8,4,0,28,0,5,0,0,0,5,3,0,0,0,0,6,113,42,52,24,4,233,0,0,0,0,0,0,10,0,0,0,0,10,6,0,Narembeen (S)
56580,39,0,0,0,0,35,242,3,3,0,0,249,679,7,29,0,3,718,800,19,28,0,0,851,681,53,29,5,0,767,602,52,30,0,4,682,540,80,43,3,7,678,518,66,55,5,4,640,480,74,32,3,3,594,297,49,30,0,4,382,122,25,18,3,0,171,30,12,7,0,0,53,3,14,3,0,0,19,5040,454,306,22,22,5848,190,0,10,0,0,202,331,0,8,0,4,342,182,0,10,0,3,194,136,3,11,0,0,151,107,4,10,0,0,122,78,11,12,0,0,97,80,6,16,0,0,105,74,22,19,0,0,120,82,13,15,0,0,112,83,22,35,8,3,148,71,22,22,11,0,118,35,16,17,9,0,77,28,11,13,3,0,54,1473,132,192,36,6,1842,193,7,10,3,8,222,116,5,12,3,12,146,6829,599,521,61,51,8056,21,0,0,0,0,21,556,3,3,0,3,567,1101,3,Nedlands (C)
57210,29,0,0,0,3,32,75,0,3,0,0,78,64,4,5,0,0,79,51,3,5,3,0,62,68,3,13,0,3,81,73,8,13,3,4,92,70,7,19,12,0,108,68,12,19,3,0,103,42,5,14,11,5,74,30,6,17,8,3,76,13,3,8,10,7,39,0,4,8,3,0,12,3,0,3,6,0,10,580,57,125,58,21,846,28,0,0,3,0,32,16,0,3,0,0,24,13,0,0,0,0,14,8,0,0,0,0,11,9,0,3,0,0,17,9,0,5,0,0,14,13,0,3,0,0,18,10,0,10,0,0,20,14,3,8,3,0,28,19,0,6,3,0,28,9,0,9,10,0,24,5,0,4,3,0,17,0,0,4,9,0,17,158,5,61,40,5,266,30,4,12,4,0,46,15,0,3,3,0,26,792,75,196,108,29,1193,10,0,0,0,0,14,22,0,0,0,0,28,17,0,Plantagenet (S)
56460,23,0,0,0,0,23,65,0,0,0,3,69,71,0,3,0,4,74,48,5,13,0,0,62,41,9,7,3,0,60,50,10,17,0,0,77,71,18,21,3,0,106,72,10,18,9,0,99,66,8,11,5,3,96,40,10,26,3,0,81,16,10,7,4,0,38,3,0,3,0,0,9,3,0,0,0,0,3,558,91,117,24,15,803,10,0,0,0,0,10,18,0,0,0,0,22,14,0,0,0,0,16,5,0,0,0,0,10,8,3,0,0,0,11,8,0,0,3,0,8,7,3,0,0,0,9,13,0,4,0,0,20,8,0,3,0,0,12,13,0,4,0,0,19,8,0,4,0,0,17,4,0,9,3,0,16,0,0,0,3,0,12,122,6,34,12,0,175,59,0,5,4,0,70,21,0,0,3,3,30,758,103,160,49,18,1080,11,0,0,0,0,11,64,0,0,0,0,64,47,0,Narrogin (S)
56930,3,0,0,0,0,3,13,0,0,0,0,19,27,3,3,0,0,32,22,3,4,0,0,30,22,4,3,0,0,31,20,5,10,0,0,30,12,7,6,0,0,21,20,3,6,0,0,26,11,7,4,0,0,27,10,3,0,3,0,13,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,167,35,36,4,0,247,24,0,0,0,0,24,35,0,0,0,0,41,15,0,0,0,0,17,12,0,5,0,0,16,3,0,0,0,0,9,3,0,0,0,0,8,3,0,3,0,0,3,3,3,0,0,0,4,5,0,0,0,0,4,5,6,0,0,0,8,7,4,3,0,0,14,3,0,0,0,0,7,0,0,3,0,0,7,121,19,19,4,0,159,9,0,0,0,0,13,3,0,0,0,0,3,308,50,54,4,0,423,0,0,0,0,0,0,17,0,0,0,0,17,42,0,Peppermint Grove (S)
57280,58,0,0,0,0,62,264,3,0,3,4,272,673,12,11,0,6,703,802,10,17,0,7,840,656,17,5,0,12,691,574,37,12,0,3,622,611,36,19,0,4,671,548,26,9,3,4,585,421,22,4,0,3,453,207,15,4,0,3,223,67,4,6,3,3,75,10,0,0,0,0,16,4,0,3,0,0,8,4895,180,93,12,42,5226,59,0,0,0,3,59,41,0,0,0,0,47,58,0,3,0,0,57,51,4,4,0,0,54,29,0,3,0,0,33,42,3,4,3,0,53,47,3,3,0,0,52,20,3,4,0,0,30,30,0,4,0,0,39,28,0,3,0,0,28,8,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,412,11,20,9,3,463,459,21,13,3,8,496,121,7,3,0,20,146,5888,216,131,24,71,6334,36,0,0,0,0,37,200,0,4,0,0,202,351,3,Port Hedland (T)
57350,3,0,0,0,0,3,0,0,0,0,0,7,8,0,3,0,0,7,4,3,0,0,0,8,3,0,3,0,0,7,3,0,3,0,0,11,6,0,9,3,0,21,7,0,7,0,0,13,14,6,4,0,0,24,9,0,11,0,0,22,0,5,4,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,61,23,44,16,6,145,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,0,10,5,0,28,8,0,5,0,0,12,4,0,0,0,0,6,90,27,59,18,6,194,5,0,0,0,0,5,5,0,0,0,0,5,6,0,Quairading (S)
57420,8,0,0,0,0,8,29,0,0,0,0,29,58,0,0,0,0,61,63,0,0,0,0,64,47,3,7,0,0,63,49,7,8,0,0,64,45,4,6,6,0,61,57,3,9,6,0,76,44,8,6,7,0,67,28,0,4,3,0,39,5,0,4,0,0,11,0,0,5,4,0,11,0,0,0,3,0,0,436,31,51,27,3,556,3,0,0,0,0,7,8,0,0,0,0,8,9,0,0,0,0,9,5,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,4,6,0,3,0,0,12,3,0,0,0,0,6,3,0,4,0,0,4,0,0,3,0,0,4,49,3,16,5,0,77,38,0,5,3,0,44,5,3,0,0,0,8,533,33,71,36,11,682,7,0,0,0,0,6,13,0,0,0,0,13,15,0,Ravensthorpe (S)
57490,227,0,3,0,3,236,1007,16,15,0,8,1048,1067,35,80,3,3,1183,1019,64,83,0,3,1176,849,94,82,13,4,1047,779,114,120,12,9,1027,778,113,126,19,5,1032,774,106,118,19,8,1024,531,91,77,16,3,710,303,59,61,3,10,434,89,28,25,3,0,152,21,7,9,0,0,42,7,0,4,0,0,17,7454,721,812,81,58,9129,873,0,7,7,7,899,521,0,12,3,0,542,196,5,31,4,3,236,147,10,43,7,3,206,108,10,41,0,0,159,93,12,31,5,3,148,105,25,56,4,0,199,98,14,52,6,3,170,105,22,66,15,3,208,112,26,52,8,3,206,83,12,45,7,0,151,35,9,15,5,0,67,21,4,11,3,0,46,2506,151,462,93,21,3233,319,21,34,11,6,393,182,7,13,12,21,233,10456,905,1318,194,107,12981,148,0,0,0,0,148,789,0,13,0,6,809,839,4,Rockingham (C)
65010,7,0,0,0,0,7,17,0,0,0,0,17,21,0,3,0,0,24,34,7,13,0,0,49,25,4,9,0,0,33,21,0,11,3,0,40,17,0,20,7,0,46,21,3,20,6,3,54,25,7,20,6,0,57,14,8,21,10,0,51,6,6,13,0,0,29,0,0,7,7,0,16,0,0,0,6,0,6,211,38,132,42,9,432,8,0,0,0,0,10,8,0,0,0,0,5,6,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,3,0,3,3,0,6,10,0,4,3,0,19,4,0,5,4,0,13,10,0,3,0,0,10,16,3,9,0,0,30,0,0,0,3,0,8,6,0,0,6,0,15,3,0,3,0,0,10,74,10,31,21,3,134,12,0,3,0,3,20,4,0,0,4,3,9,299,45,171,65,20,608,0,0,0,0,0,0,10,0,0,0,3,9,10,0,Southern Midlands (M)
57630,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandstone (S)
