lga_code_2016,earners_persons,median_age_of_earners_years,income_aud,median_aud,mean_aud,p80_to_p20_ratio,p80_to_p50_ratio,p20_to_p50_ratio,p10_to_p50_ratio,gini_coefficient_no,income_share_top_1pc,income_share_top_5pc,income_share_top_10pc,lowest_quartile_pc,second_quartile_pc,third_quartile_pc,highest_quartile_pc,lga_name16
24130,23985.0,45.0,1274059355.0,41518.0,53119.0,5.4,1.93,0.36,0.15,0.48100000000000004,8.6,21.5,32.6,25.1,24.0,23.9,27.0,Macedon Ranges (S)
24210,67738.0,46.0,3873436203.0,39900.0,57183.0,6.29,2.07,0.33,0.13,0.527,10.4,25.3,37.2,27.1,23.8,21.1,28.0,Manningham (C)
24250,4476.0,49.0,171557864.0,30312.0,38328.0,6.39,1.94,0.3,0.11,0.501,7.3,21.1,32.6,33.9,28.5,22.8,14.7,Mansfield (S)
24330,38673.0,36.0,1939891742.0,42387.0,50161.0,4.64,1.79,0.39,0.19,0.429,5.8,17.6,28.4,23.0,25.0,26.8,25.2,Maribyrnong (C)
24410,60064.0,42.0,2954330305.0,41694.0,49186.0,4.81,1.8,0.37,0.16,0.436,6.0,17.9,28.7,23.9,25.1,26.7,24.3,Maroondah (C)
24600,54361.0,31.0,3662877352.0,44649.0,67381.0,5.97,1.95,0.33,0.15,0.556,16.5,31.3,42.1,25.1,21.2,22.9,30.8,Melbourne (C)
24650,56380.0,38.0,2678678534.0,43473.0,47511.0,3.86,1.63,0.42,0.21,0.387,4.8,15.1,25.1,20.7,25.6,31.4,22.2,Melton (C)
24780,26772.0,43.0,1069613608.0,34644.0,39953.0,5.51,1.78,0.32,0.13,0.465,6.5,18.7,29.7,29.7,28.9,25.9,15.5,Mildura (RC)
24850,18061.0,42.0,831321047.0,40175.0,46029.0,4.39,1.72,0.39,0.18,0.42100000000000004,5.9,17.1,27.5,23.7,27.1,28.4,20.8,Mitchell (S)
24900,14674.0,46.0,546794479.0,31731.0,37263.0,6.38,1.86,0.29,0.09,0.49200000000000005,7.3,19.2,30.4,32.6,29.2,24.1,14.0,Moira (S)
24970,97090.0,42.0,4831810839.0,38414.0,49766.0,6.17,1.99,0.32,0.13,0.488,7.6,21.0,32.7,28.2,24.4,22.8,24.6,Monash (C)
25060,62024.0,41.0,3622467772.0,45855.0,58404.0,5.04,1.85,0.37,0.17,0.469,8.2,21.5,32.6,22.3,22.5,24.7,30.5,Moonee Valley (C)
25150,15247.0,43.0,731829012.0,40961.0,47998.0,5.04,1.82,0.36,0.16,0.44,6.0,17.6,28.4,24.7,25.1,26.2,24.1,Moorabool (S)
25250,78786.0,37.0,3876512407.0,41513.0,49203.0,4.74,1.8,0.38,0.18,0.433,5.8,17.7,28.5,23.7,25.4,26.3,24.6,Moreland (C)
25340,80821.0,46.0,3968954664.0,36826.0,49108.0,5.72,1.98,0.35,0.14,0.503,9.9,23.7,34.9,28.0,26.9,22.8,22.3,Mornington Peninsula (S)
17350,3108.0,47.0,131698314.0,34558.0,42374.0,6.16,1.89,0.31,0.12,0.486,6.9,20.2,31.8,29.9,28.6,23.2,18.2,Temora (A)
17400,3112.0,50.0,96497338.0,25836.0,31008.0,8.43,1.95,0.23,0.04,0.5670000000000001,7.3,21.1,33.8,38.5,31.5,19.5,10.5,Tenterfield (A)
22670,65071.0,38.0,2501271886.0,35052.0,38439.0,4.32,1.65,0.38,0.18,0.408,5.2,16.0,26.4,27.7,31.4,28.4,12.6,Greater Dandenong (C)
22750,115914.0,43.0,5628700487.0,38925.0,48559.0,5.32,1.87,0.35,0.14,0.469,8.8,21.0,31.7,26.3,25.9,25.2,22.6,Greater Geelong (C)
25430,9135.0,49.0,365897473.0,33288.0,40054.0,6.22,1.89,0.3,0.12,0.47700000000000004,6.5,19.1,30.3,32.4,26.6,24.3,16.8,Mount Alexander (S)
25490,9345.0,46.0,416129686.0,36173.0,44530.0,5.59,1.86,0.33,0.13,0.49200000000000005,8.7,21.7,32.7,28.6,27.2,24.8,19.5,Moyne (S)
25620,7284.0,47.0,291587851.0,32709.0,40031.0,6.59,1.92,0.29,0.1,0.499,8.0,20.7,31.9,33.0,26.7,23.5,16.8,Murrindindi (S)
17100,20585.0,37.0,1139968623.0,38828.0,55379.0,5.3,1.99,0.38,0.17,0.531,11.2,26.7,38.3,26.0,26.2,23.1,24.7,Strathfield (A)
17150,130133.0,43.0,7799584360.0,45909.0,59935.0,5.05,1.88,0.37,0.16,0.48,9.3,22.5,33.5,21.9,23.1,23.7,31.4,Sutherland Shire (A)
17200,115429.0,32.0,7544528565.0,44778.0,65361.0,6.22,2.02,0.32,0.16,0.537,12.9,27.9,39.2,25.6,20.9,21.8,31.8,Sydney (C)
17310,29263.0,44.0,1275357154.0,37690.0,43583.0,5.04,1.75,0.35,0.13,0.45899999999999996,6.9,18.8,29.7,26.8,27.4,27.2,18.6,Tamworth Regional (A)
22310,78406.0,41.0,4790328292.0,44594.0,61096.0,5.52,1.98,0.36,0.16,0.501,9.2,23.4,35.3,23.2,23.0,22.5,31.2,Glen Eira (C)
22410,10779.0,46.0,484458954.0,37272.0,44945.0,6.07,1.94,0.32,0.12,0.46299999999999997,5.4,17.5,28.8,28.4,25.8,23.6,22.2,Glenelg (S)
22490,10463.0,44.0,463652062.0,38813.0,44313.0,4.99,1.78,0.36,0.14,0.451,5.9,17.5,28.3,26.2,26.3,26.9,20.6,Golden Plains (S)
22620,54629.0,43.0,2392391198.0,37518.0,43793.0,5.18,1.77,0.34,0.14,0.446,6.6,18.5,29.2,27.4,27.1,26.7,18.8,Greater Bendigo (C)
25710,37539.0,45.0,2224199165.0,45123.0,59250.0,5.16,1.91,0.37,0.17,0.48,8.9,22.3,33.4,22.4,23.3,23.2,31.1,Nillumbik (S)
25810,6384.0,47.0,257809657.0,34580.0,40384.0,5.7,1.8,0.32,0.12,0.465,6.1,18.6,29.8,30.4,28.6,24.9,16.0,Northern Grampians (S)
25900,59484.0,36.0,4478785526.0,52851.0,75294.0,4.78,1.88,0.39,0.19,0.512,12.6,27.4,38.5,18.4,19.8,24.6,37.2,Port Phillip (C)
25990,3313.0,49.0,114127908.0,28994.0,34449.0,7.21,1.9,0.26,0.06,0.522,7.9,20.5,32.2,36.5,29.1,22.3,12.0,Pyrenees (S)
26080,1957.0,56.0,98453078.0,32251.0,50308.0,10.39,2.43,0.23,0.09,0.568,10.0,26.3,39.0,34.4,23.6,17.3,24.6,Queenscliffe (B)
26170,15480.0,47.0,641006698.0,34009.0,41409.0,5.77,1.91,0.33,0.13,0.478,5.8,19.0,30.6,30.3,28.4,23.2,18.1,South Gippsland (S)
26260,9597.0,47.0,421934889.0,36429.0,43965.0,5.19,1.81,0.35,0.13,0.474,7.0,20.3,31.5,28.1,27.9,25.6,18.5,Southern Grampians (S)
26350,61226.0,39.0,5729209862.0,52511.0,93575.0,5.81,2.11,0.36,0.17,0.607,19.3,37.2,48.5,20.0,19.7,21.8,38.5,Stonnington (C)
26430,5314.0,50.0,200471005.0,32469.0,37725.0,5.8,1.83,0.32,0.11,0.475,5.9,18.2,29.7,31.9,29.6,24.0,14.5,Strathbogie (S)
26490,15862.0,45.0,795058556.0,37346.0,50123.0,6.41,2.04,0.32,0.12,0.509,9.5,23.3,34.7,28.3,25.6,21.7,24.3,Surf Coast (S)
26610,11376.0,43.0,460362611.0,34258.0,40468.0,5.46,1.79,0.33,0.13,0.47700000000000004,7.3,20.2,31.3,30.2,29.5,24.7,15.6,Swan Hill (RC)
26670,3331.0,49.0,135416096.0,34124.0,40653.0,5.88,1.85,0.31,0.11,0.47600000000000003,6.4,19.0,30.1,29.4,29.1,24.7,16.8,Towong (S)
26700,15649.0,46.0,629752347.0,34613.0,40242.0,5.5,1.78,0.32,0.12,0.462,7.3,19.1,29.8,29.7,28.9,25.9,15.4,Wangaratta (RC)
26730,18443.0,43.0,829357717.0,38339.0,44969.0,5.04,1.77,0.35,0.15,0.446,7.0,19.0,29.5,26.5,26.8,27.1,19.7,Warrnambool (C)
26810,21956.0,46.0,1010038512.0,36244.0,46003.0,5.92,1.95,0.33,0.13,0.49,6.6,20.4,32.4,28.9,26.6,23.3,21.2,Wellington (S)
26890,2429.0,49.0,100533166.0,34748.0,41389.0,6.94,1.9,0.27,0.07,0.529,6.3,19.7,31.7,30.9,25.9,24.2,19.1,West Wimmera (S)
26980,86950.0,43.0,4599009167.0,40480.0,52893.0,6.18,1.98,0.32,0.13,0.491,7.9,21.5,33.1,27.2,23.1,22.7,27.0,Whitehorse (C)
27070,80960.0,38.0,3665427207.0,40656.0,45275.0,4.1,1.67,0.41,0.2,0.39799999999999996,5.0,15.6,25.9,22.7,27.5,30.1,19.8,Whittlesea (C)
27170,19792.0,41.0,887008359.0,40359.0,44817.0,4.27,1.68,0.39,0.17,0.415,5.4,16.3,26.6,23.2,27.3,29.7,19.7,Wodonga (C)
27260,86208.0,37.0,4261908415.0,44534.0,49438.0,4.02,1.66,0.41,0.2,0.397,4.9,15.7,26.0,20.7,24.5,30.6,24.1,Wyndham (C)
27350,46341.0,35.0,3095167305.0,50269.0,66791.0,4.94,1.87,0.38,0.19,0.484,9.2,23.2,34.7,20.0,20.7,24.5,34.8,Yarra (C)
27450,83663.0,43.0,3935098988.0,39306.0,47035.0,4.63,1.79,0.39,0.17,0.441,6.8,18.8,29.5,24.4,27.5,26.7,21.5,Yarra Ranges (S)
27630,3826.0,49.0,189118530.0,37403.0,49430.0,6.88,2.06,0.3,0.12,0.506,6.4,21.7,33.9,29.4,24.1,23.1,23.3,Yarriambiack (S)
29399,311.0,36.0,8746873.0,21338.0,28125.0,5.69,2.25,0.4,0.21,0.535,,20.7,33.4,45.5,30.1,17.0,7.4,Unincorporated Vic
30250,203.0,40.0,5819745.0,19281.0,28669.0,10.43,2.58,0.25,0.13,0.512,,18.6,32.2,47.8,27.9,13.4,10.9,Aurukun (S)
30300,2687.0,41.0,124038700.0,36525.0,46163.0,5.99,1.83,0.31,0.12,0.561,11.1,26.4,37.4,29.1,26.5,25.5,18.9,Balonne (S)
30370,8417.0,42.0,428556119.0,39997.0,50916.0,7.44,2.25,0.3,0.09,0.542,6.0,18.5,31.5,27.3,23.6,20.9,28.2,Banana (S)
30410,1774.0,44.0,74298565.0,37739.0,41882.0,5.92,1.81,0.31,0.08,0.527,6.0,18.7,30.5,27.5,25.7,26.7,20.0,Barcaldine (R)
30450,176.0,45.0,7638504.0,39526.0,43401.0,,,,,0.465,,16.3,28.8,23.7,30.1,28.3,17.9,Barcoo (S)
30760,1143.0,44.0,45221805.0,33943.0,39564.0,5.54,1.82,0.33,0.12,0.522,5.7,19.2,31.7,29.7,29.4,23.9,16.9,Blackall-Tambo (R)
34710,2420.0,40.0,111130735.0,40257.0,45922.0,4.21,1.72,0.41,0.18,0.435,5.8,17.5,28.2,23.1,27.8,28.6,20.5,Longreach (R)
34770,65732.0,41.0,3936461892.0,48477.0,59887.0,5.06,1.96,0.39,0.17,0.445,5.6,17.1,28.4,20.2,22.4,22.8,34.6,Mackay (R)
34800,586.0,42.0,23413366.0,38469.0,39955.0,5.63,1.89,0.34,0.08,,10.2,26.9,40.4,24.8,28.2,25.3,21.7,McKinlay (S)
34830,,,,,,,,,,,,,,,,,,Mapoon (S)
34860,7239.0,41.0,323811585.0,39060.0,44732.0,5.1,1.85,0.36,0.12,0.514,6.9,19.3,30.6,25.6,26.7,25.4,22.4,Maranoa (R)
34880,10374.0,45.0,410824127.0,32753.0,39601.0,6.13,1.9,0.31,0.12,0.495,6.8,19.5,31.2,31.6,28.9,22.9,16.7,Mareeba (S)
35010,204453.0,41.0,9671467353.0,40346.0,47304.0,4.74,1.77,0.37,0.16,0.43799999999999994,6.3,18.2,28.9,24.4,26.1,27.4,22.1,Moreton Bay (R)
35250,299.0,41.0,11410758.0,32857.0,38163.0,5.58,1.78,0.32,0.16,0.43200000000000005,,14.8,27.3,31.1,30.4,24.7,13.9,Mornington (S)
35300,11733.0,36.0,745029884.0,56037.0,63499.0,4.28,1.76,0.41,0.21,0.39899999999999997,5.1,15.0,25.1,16.7,19.8,22.8,40.6,Mount Isa (C)
35600,2562.0,42.0,112210711.0,38155.0,43798.0,4.71,1.74,0.37,0.16,0.46799999999999997,6.8,18.7,29.4,25.8,28.2,27.0,18.9,Murweh (S)
35670,176.0,39.0,5985540.0,25155.0,34009.0,,,,,0.446,,15.2,27.0,38.5,29.1,19.6,12.8,Napranum (S)
35740,28591.0,48.0,1191538167.0,31374.0,41675.0,6.12,1.95,0.32,0.12,0.526,10.3,24.7,36.2,33.0,29.9,20.8,16.3,Noosa (S)
35760,5811.0,45.0,187775385.0,25929.0,32314.0,7.62,2.06,0.27,0.06,0.57,7.1,21.3,34.3,39.6,29.8,18.3,12.3,North Burnett (R)
35780,806.0,37.0,31896872.0,33009.0,39574.0,4.33,1.75,0.4,0.22,0.426,7.4,18.5,28.9,28.5,33.0,24.6,13.9,Northern Peninsula Area (R)
35790,459.0,39.0,16026148.0,29977.0,34915.0,6.14,1.83,0.3,0.14,0.456,,18.1,29.2,36.9,28.0,23.9,11.3,Palm Island (S)
35800,853.0,44.0,37513229.0,37385.0,43978.0,5.23,1.81,0.35,0.12,0.48200000000000004,8.0,20.1,30.9,26.8,28.0,26.2,19.1,Paroo (S)
36070,239.0,39.0,6563192.0,22740.0,27461.0,6.47,2.1,0.33,0.17,0.6,,17.5,31.3,44.1,26.9,19.3,9.7,Pormpuraaw (S)
36150,528.0,45.0,21918058.0,36400.0,41511.0,4.45,1.8,0.4,0.1,0.467,5.5,16.9,27.8,24.1,30.7,26.6,18.6,Quilpie (S)
36250,79265.0,43.0,4042802147.0,41570.0,51004.0,4.74,1.81,0.38,0.17,0.455,8.0,20.4,31.1,23.3,25.7,26.7,24.3,Redland (C)
36300,499.0,41.0,16914403.0,35294.0,33897.0,5.75,1.78,0.31,0.08,,7.7,25.6,39.4,28.1,28.7,27.3,15.9,Richmond (S)
36370,40559.0,40.0,2052163056.0,42856.0,50597.0,4.65,1.8,0.39,0.17,0.44,6.2,17.7,28.6,22.5,24.9,26.8,25.9,Rockhampton (R)
36510,19341.0,46.0,790173224.0,34169.0,40855.0,5.62,1.88,0.33,0.13,0.47700000000000004,6.6,19.2,30.4,30.0,28.9,23.7,17.5,Scenic Rim (R)
36580,10525.0,45.0,409548322.0,34524.0,38912.0,5.94,1.82,0.31,0.09,0.47600000000000003,5.7,17.3,28.6,31.1,26.6,26.0,16.3,Somerset (R)
36630,14534.0,45.0,542136951.0,30989.0,37301.0,6.98,1.93,0.28,0.07,0.51,5.9,19.0,31.4,34.0,28.7,21.7,15.6,South Burnett (R)
36660,18073.0,45.0,622471824.0,29997.0,34442.0,6.26,1.83,0.29,0.09,0.498,6.3,18.6,30.3,34.9,30.7,22.2,12.3,Southern Downs (R)
36720,146631.0,45.0,6305816138.0,34091.0,43005.0,5.76,1.9,0.33,0.13,0.49200000000000005,8.3,21.7,33.1,30.3,28.6,23.1,18.0,Sunshine Coast (R)
36820,12644.0,47.0,496092859.0,31336.0,39235.0,7.05,2.01,0.28,0.09,0.531,8.4,21.7,33.5,34.0,28.1,21.1,16.9,Tablelands (R)
36910,82481.0,43.0,3678173751.0,38047.0,44594.0,5.38,1.8,0.33,0.12,0.46399999999999997,7.1,19.2,30.0,27.0,26.6,26.4,20.0,Toowoomba (R)
36950,1598.0,38.0,75982075.0,40196.0,47548.0,4.87,1.87,0.38,0.16,0.43200000000000005,5.8,16.9,27.7,23.9,26.9,24.8,24.4,Torres (S)
36960,578.0,38.0,16652927.0,20668.0,28811.0,4.94,2.08,0.42,0.19,0.473,5.1,20.0,32.9,42.9,36.9,11.7,8.4,Torres Strait Island (R)
37010,99694.0,39.0,5304775607.0,46127.0,53211.0,4.15,1.69,0.41,0.19,0.419,6.5,17.7,28.1,20.2,23.7,28.9,27.2,Townsville (C)
30900,210.0,41.0,10215787.0,36491.0,48647.0,4.68,2.14,0.46,0.17,0.489,,19.3,31.7,22.1,33.3,20.7,23.9,Boulia (S)
31000,622355.0,39.0,36239683709.0,44327.0,58230.0,5.26,1.86,0.35,0.16,0.491,10.1,23.9,34.9,23.5,22.7,24.9,28.9,Brisbane (C)
31750,148.0,39.0,7008547.0,47654.0,47355.0,,,,,0.35100000000000003,,11.8,21.5,14.8,28.2,31.5,25.5,Bulloo (S)
31820,44202.0,44.0,1775635464.0,32997.0,40171.0,6.13,1.88,0.31,0.11,0.486,7.6,20.2,31.6,32.0,28.4,23.3,16.3,Bundaberg (R)
31900,9805.0,44.0,449270155.0,38932.0,45821.0,5.14,1.82,0.35,0.15,0.456,6.0,18.0,29.1,26.2,25.9,25.9,21.9,Burdekin (S)
31950,133.0,38.0,6288090.0,42298.0,47279.0,,,,,0.384,,14.4,25.7,19.7,28.0,31.1,21.2,Burke (S)
32080,82303.0,41.0,3913677202.0,39999.0,47552.0,4.46,1.77,0.4,0.18,0.43799999999999994,6.9,19.0,29.6,23.5,27.6,27.4,21.4,Cairns (R)
32250,867.0,43.0,37629986.0,38483.0,43403.0,4.97,1.83,0.37,0.15,0.435,4.2,15.2,26.1,25.1,28.5,25.6,20.8,Carpentaria (S)
32260,15380.0,45.0,592294372.0,33060.0,38511.0,5.53,1.84,0.33,0.14,0.48700000000000004,6.4,18.8,30.3,31.3,29.2,24.3,15.2,Cassowary Coast (R)
32270,15684.0,38.0,984567391.0,50436.0,62775.0,6.6,2.18,0.33,0.13,0.51,5.3,17.1,29.2,22.2,20.2,19.4,38.3,Central Highlands (R) (Qld)
32310,5819.0,43.0,268073168.0,38473.0,46069.0,6.09,2.0,0.33,0.12,0.506,5.2,17.6,29.9,27.0,25.7,22.5,24.9,Charters Towers (R)
37340,18499.0,40.0,858047091.0,36472.0,46383.0,4.84,1.92,0.4,0.18,0.47100000000000003,7.1,19.7,31.7,25.8,30.2,23.2,20.8,Whitsunday (R)
32330,222.0,40.0,6574647.0,28071.0,29616.0,4.96,1.61,0.32,0.13,0.392,,13.6,23.8,35.0,38.1,22.4,4.5,Cherbourg (S)
32450,1534.0,39.0,91570873.0,48781.0,59694.0,4.55,1.82,0.4,0.19,0.45899999999999996,7.7,19.6,30.2,20.0,21.9,24.6,33.5,Cloncurry (S)
32500,1656.0,45.0,87962654.0,33527.0,53118.0,5.29,1.84,0.35,0.15,0.6,28.3,37.9,46.5,29.4,30.9,24.0,15.7,Cook (S)
32600,126.0,41.0,4384942.0,31150.0,34801.0,,,,,0.564,,17.6,29.4,38.6,23.6,21.3,16.5,Croydon (S)
37300,1437.0,37.0,101043681.0,66479.0,70316.0,3.31,1.52,0.46,0.22,0.365,4.8,14.5,23.9,13.2,15.6,22.7,48.4,Weipa (T)
37310,16707.0,42.0,683873230.0,35192.0,40933.0,6.18,1.89,0.31,0.09,0.528,6.4,19.4,31.5,30.0,27.1,24.1,18.9,Western Downs (R)
32750,136.0,36.0,6568569.0,42782.0,48298.0,,,,,0.36,,12.1,22.9,15.2,32.6,26.1,26.1,Diamantina (S)
41140,5028.0,47.0,216363837.0,35392.0,43032.0,5.53,1.87,0.34,0.12,0.49700000000000005,7.5,20.8,32.4,29.0,28.6,23.6,18.8,Clare and Gilbert Valleys (DC)
34420,261.0,40.0,8236841.0,26427.0,31559.0,4.59,1.74,0.38,0.16,0.441,,18.5,29.7,37.4,37.8,16.8,8.0,Kowanyama (S)
34530,17591.0,45.0,938432249.0,42080.0,53347.0,5.8,2.0,0.34,0.14,0.48,6.6,19.0,30.8,24.7,24.0,22.3,29.0,Livingstone (S)
34570,229.0,38.0,6602403.0,20323.0,28831.0,8.21,2.27,0.28,0.1,0.508,,17.8,33.3,47.2,29.0,13.0,10.8,Lockhart River (S)
34580,17783.0,42.0,699524550.0,34645.0,39337.0,5.51,1.8,0.33,0.13,0.45399999999999996,5.4,16.9,27.9,30.2,27.8,25.7,16.3,Lockyer Valley (R)
34590,145093.0,39.0,6466391957.0,40234.0,44567.0,3.96,1.65,0.42,0.2,0.39899999999999997,5.3,16.0,26.2,22.5,28.3,30.8,18.4,Logan (C)
32770,270.0,35.0,9125269.0,26622.0,33797.0,7.73,2.17,0.28,0.13,0.46299999999999997,,15.7,28.3,39.3,25.0,24.6,11.0,Doomadgee (S)
32810,6522.0,42.0,249508596.0,32667.0,38256.0,4.47,1.68,0.38,0.18,0.456,7.2,19.8,30.7,29.6,33.4,24.2,12.9,Douglas (S)
33100,467.0,43.0,16103329.0,27195.0,34483.0,9.85,2.09,0.21,0.0,,,27.1,40.8,37.0,28.9,18.8,15.2,Etheridge (S)
33200,972.0,44.0,45845895.0,37908.0,47167.0,5.97,2.13,0.36,0.1,0.5479999999999999,6.0,18.9,31.3,26.4,26.2,21.3,26.1,Flinders (S) (Qld)
33220,43172.0,46.0,1690126030.0,32589.0,39149.0,6.53,1.89,0.29,0.1,0.478,6.8,19.2,30.5,32.2,28.6,23.4,15.8,Fraser Coast (R)
33360,31764.0,41.0,1899978502.0,49394.0,59815.0,5.71,1.99,0.35,0.15,0.442,4.8,15.8,26.8,21.7,21.5,19.1,37.8,Gladstone (R)
33430,280412.0,41.0,12954021366.0,36584.0,46196.0,4.92,1.83,0.37,0.16,0.48200000000000004,9.8,22.8,33.6,27.0,29.0,25.0,19.0,Gold Coast (C)
33610,6196.0,43.0,256344390.0,35913.0,41373.0,5.59,1.8,0.32,0.12,0.523,8.2,21.2,32.1,29.6,26.8,26.2,17.4,Goondiwindi (R)
33620,22243.0,46.0,817653256.0,30720.0,36760.0,6.54,1.93,0.3,0.09,0.49700000000000005,6.0,18.8,30.6,33.7,29.5,22.1,14.7,Gympie (R)
33800,6142.0,48.0,266495581.0,37044.0,43389.0,5.22,1.87,0.36,0.14,0.462,5.6,17.5,28.7,26.7,28.1,24.6,20.6,Hinchinbrook (S)
33830,212.0,39.0,7510418.0,31289.0,35427.0,5.05,1.77,0.35,0.18,0.41600000000000004,,14.3,26.1,32.1,33.0,23.3,11.6,Hope Vale (S)
33960,84293.0,39.0,3891829831.0,42326.0,46170.0,4.05,1.63,0.4,0.18,0.396,5.1,15.6,25.6,22.1,25.7,31.6,20.6,Ipswich (C)
33980,11527.0,38.0,860225094.0,62585.0,74627.0,6.54,2.06,0.32,0.12,0.45799999999999996,4.3,14.7,25.5,19.4,17.1,16.2,47.2,Isaac (R)
37400,720.0,45.0,37448177.0,41428.0,52011.0,4.48,1.74,0.39,0.13,0.514,11.1,25.2,36.4,22.7,26.7,27.3,23.4,Winton (S)
41010,2082.0,43.0,100769208.0,40632.0,48400.0,4.67,1.76,0.38,0.15,0.449,7.3,20.1,30.3,24.1,26.2,27.0,22.8,Ceduna (DC)
41060,57294.0,42.0,2765912783.0,40397.0,48276.0,4.6,1.77,0.38,0.17,0.444,7.5,19.6,30.1,24.0,26.5,27.6,21.9,Charles Sturt (C)
37550,195.0,40.0,7646549.0,35492.0,39213.0,,,,,0.39799999999999996,,12.7,24.1,29.4,26.9,29.4,14.2,Woorabinda (S)
41560,6267.0,47.0,273310138.0,34517.0,43611.0,5.43,1.87,0.35,0.14,0.483,6.8,21.3,33.0,29.3,29.7,23.2,17.8,Copper Coast (DC)
41750,646.0,45.0,40632613.0,39282.0,62899.0,8.37,2.41,0.29,0.09,0.556,6.5,24.0,38.4,28.3,22.9,19.9,28.9,Elliston (DC)
37570,82.0,40.0,2713909.0,28832.0,33096.0,,,,,,,,,34.6,40.7,17.3,7.4,Wujal Wujal (S)
37600,410.0,40.0,14079354.0,31510.0,34340.0,4.54,1.67,0.37,0.18,0.397,,14.4,25.2,31.3,33.7,26.4,8.6,Yarrabah (S)
47630,4169.0,44.0,164666830.0,35600.0,39498.0,5.31,1.64,0.31,0.09,0.501,8.5,21.0,31.9,28.8,29.7,27.4,14.1,Tatiara (DC)
47700,56403.0,43.0,2651139125.0,42034.0,47004.0,4.21,1.69,0.4,0.18,0.406,5.2,16.2,26.5,22.3,26.1,29.8,21.8,Tea Tree Gully (C)
47800,2912.0,47.0,118681379.0,33081.0,40756.0,5.34,1.8,0.34,0.12,0.504,8.0,22.2,33.7,30.9,30.0,24.1,15.0,The Coorong (DC)
47910,1335.0,49.0,62505737.0,35105.0,46821.0,6.45,2.01,0.31,0.11,0.513,6.7,22.0,34.8,29.6,26.9,22.2,21.3,Tumby Bay (DC)
40070,12231.0,37.0,789866451.0,42329.0,64579.0,6.1,2.04,0.34,0.15,0.5529999999999999,12.3,29.3,41.2,25.4,23.0,21.8,29.7,Adelaide (C)
40120,24019.0,47.0,1386427431.0,43177.0,57722.0,5.52,1.89,0.34,0.14,0.505,10.3,24.9,35.9,24.5,23.0,23.8,28.7,Adelaide Hills (DC)
40220,12291.0,48.0,474881714.0,32301.0,38637.0,6.05,1.86,0.31,0.11,0.48,6.6,19.3,30.7,31.8,29.8,23.6,14.8,Alexandrina (DC)
40250,172.0,39.0,5120253.0,20259.0,29769.0,,,,,0.525,,18.4,34.0,46.2,29.0,11.8,13.0,Anangu Pitjantjatjara (AC)
40310,13097.0,45.0,605677773.0,39664.0,46246.0,4.84,1.73,0.36,0.14,0.452,7.4,19.2,29.8,25.4,25.8,28.6,20.2,Barossa (DC)
40430,1116.0,50.0,58174629.0,37752.0,52128.0,6.57,2.08,0.32,0.1,0.519,8.1,23.0,35.1,27.0,26.2,21.1,25.7,Barunga West (DC)
40520,5456.0,45.0,205989061.0,33147.0,37755.0,5.96,1.77,0.3,0.09,0.47,6.6,18.4,29.4,31.2,29.0,26.1,13.6,Berri and Barmera (DC)
40700,27390.0,49.0,2055605135.0,47878.0,75049.0,6.51,2.11,0.32,0.14,0.5579999999999999,11.8,29.0,41.4,23.6,20.4,20.0,36.0,Burnside (C)
40910,26962.0,43.0,1253646191.0,39284.0,46497.0,5.04,1.81,0.36,0.15,0.442,6.4,18.2,29.0,25.7,26.1,26.3,21.9,Campbelltown (C) (SA)
41190,1061.0,47.0,59999527.0,42768.0,56550.0,5.69,1.91,0.34,0.11,0.528,7.9,24.2,37.1,24.0,23.9,25.7,26.3,Cleve (DC)
41330,751.0,46.0,30554268.0,33710.0,40685.0,5.0,1.86,0.37,0.17,0.447,4.6,16.9,28.3,28.3,30.5,24.0,17.1,Coober Pedy (DC)
41830,988.0,46.0,46515842.0,38818.0,47081.0,5.54,1.91,0.35,0.13,0.45399999999999996,4.5,17.6,28.8,26.8,25.7,23.8,23.7,Flinders Ranges (DC)
41960,678.0,46.0,34140694.0,37733.0,50355.0,6.39,2.22,0.35,0.12,0.49200000000000005,5.8,20.1,31.9,27.2,26.2,19.7,26.9,Franklin Harbour (DC)
42030,11058.0,43.0,492940862.0,39645.0,44578.0,4.36,1.71,0.39,0.16,0.415,5.5,16.4,26.8,23.8,27.9,28.9,19.5,Gawler (T)
42110,2077.0,48.0,82835144.0,33023.0,39882.0,6.75,1.87,0.28,0.1,0.504,6.5,20.1,31.8,33.0,25.3,25.2,16.4,Goyder (DC)
42250,2981.0,44.0,131237842.0,37317.0,44025.0,5.49,1.81,0.33,0.13,0.46,6.6,18.7,29.4,27.6,26.2,25.9,20.3,Grant (DC)
42600,21909.0,47.0,1277035640.0,43685.0,58288.0,5.27,1.87,0.35,0.15,0.501,10.5,24.7,35.8,23.6,23.4,24.4,28.6,Holdfast Bay (C)
42750,2601.0,49.0,95899476.0,30060.0,36870.0,5.44,1.89,0.35,0.11,0.479,6.2,19.2,31.0,32.0,33.0,21.4,13.7,Kangaroo Island (DC)
43080,548.0,49.0,27058759.0,33867.0,49377.0,5.82,2.23,0.38,0.12,0.545,7.8,24.0,38.1,26.8,33.3,17.7,22.2,Karoonda East Murray (DC)
43220,632.0,47.0,45457384.0,48128.0,71926.0,6.37,2.19,0.34,0.11,0.54,6.5,23.6,39.0,22.3,21.1,24.0,32.6,Kimba (DC)
