lga_code16,f_is_ns_25_34_pd_gd_gcl,f_is_ns_25_34_bdl,f_is_ns_25_34_adip_dipl,f_is_ns_25_34_crt_iii_an_iv_l,f_is_ns_25_34_ct_i_ii,f_is_ns_25_34_cl_nfd,f_is_ns_25_34_loe_ns,f_is_ns_25_34_tot,f_is_ns_35_44_pd_gd_gcl,f_is_ns_35_44_bdl,f_is_ns_35_44_adip_dipl,f_is_ns_35_44_crt_iii_an_iv_l,f_is_ns_35_44_ct_i_ii,f_is_ns_35_44_cl_nfd,f_is_ns_35_44_loe_ns,f_is_ns_35_44_tot,f_is_ns_45_54_pd_gd_gcl,f_is_ns_45_54_bdl,f_is_ns_45_54_adip_dipl,f_is_ns_45_54_crt_iii_an_iv_l,f_is_ns_45_54_ct_i_ii,f_is_ns_45_54_cl_nfd,f_is_ns_45_54_lev_of_ed_ns,f_is_ns_45_54_tot,f_is_ns_55_64_pgde_gddp_gdc,f_is_ns_55_64_bacheldegre_l,f_is_ns_55_64_adip_dipl,f_is_ns_55_64_crt_iii_and_iv,f_is_ns_55_64_crt_i_and_ii,f_is_ns_55_64_certi_level_nfd,f_is_ns_55_64_lev_of_ed_ns,f_is_ns_55_64_tot,f_is_ns_65ov_ptgde_gddp_gdct,f_is_ns_65ov_bdl,f_is_ns_65ov_addip_and_dipl,f_is_ns_65ov_ct_iii_iv,f_is_ns_65ov_ct_i_ii,f_is_ns_65ov_cl_nfd,f_is_ns_65ov_lev_of_ed_ns,f_is_ns_65ov_tot,f_is_ns_tot_pgde_gddp_gdctl,f_is_ns_tot_bdl,f_is_ns_tot_adip_dipl,f_is_ns_tot_ct_iii_and_iv_l,f_is_ns_tot_ct_i_and_ii_l,f_is_ns_tot_cl_nfd,f_is_ns_tot_lev_of_ed_ns,f_is_ns_tot_tot,f_t_15_19_pd_gd_gcl,f_t_15_19_bdl,f_t_15_19_adip_dipl,f_t_15_19_ct_iii_iv,f_t_15_19_ct_i_ii,f_t_15_19_cl_nfd,f_t_15_19_loe_ns,f_t_15_19_tot,f_t_20_24_pd_gd_gcl,f_t_20_24_bdl,f_t_20_24_adip_dipl,f_t_20_24_ct_iii_iv,f_t_20_24_ct_i_ii,f_t_20_24_cl_nfd,f_t_20_24_loe_ns,f_t_20_24_tot,f_t_25_34_pd_gd_gcl,f_t_25_34_bdl,f_t_25_34_adip_dipl,f_t_25_34_ct_iii_iv,f_t_25_34_ct_i_ii,f_t_25_34_cl_nfd,f_t_25_34_loe_ns,f_t_25_34_tot,f_t_35_44_pd_gd_gcl,f_t_35_44_bdl,f_t_35_44_adip_dipl,f_t_35_44_ct_iii_iv,f_t_35_44_ct_i_ii,f_t_35_44_cl_nfd,f_t_35_44_loe_ns,f_t_35_44_tot,f_t_45_54_pd_gd_gcl,f_t_45_54_bdl,f_t_45_54_adip_dipl,f_t_45_54_ct_iii_iv,f_t_45_54_ct_i_ii,f_t_45_54_cl_nfd,f_t_45_54_loe_ns,f_t_45_54_tot,f_t_55_64_pd_gd_gcl,f_t_55_64_bdl,f_t_55_64_adip_dipl,f_t_55_64_ct_iii_iv,f_t_55_64_ct_i_ii,f_t_55_64_cl_nfd,f_t_55_64_loe_ns,f_t_55_64_tot,f_t_65ov_ptgdde_gddp_gdct,f_t_65ov_bdl,f_t_65ov_adip_dipl,f_t_65ov_ct_iii_iv,f_t_65ov_ct_i_ii,f_t_65ov_cl_nfd,f_t_65ov_loe_ns,f_t_65ov_tot,f_t_tot_pd_gd_gcl,f_t_tot_bdl,f_t_tot_adip_dipl,f_t_tot_ct_iii_iv,f_t_tot_ct_i_ii,f_t_tot_cl_nfd,f_t_tot_loe_ns,f_t_tot_tot,p_ind_15_19_pd_gd_gcl,p_ind_15_19_bdl,p_ind_15_19_adip_dipl,p_ind_15_19_ct_iii_iv,p_ind_15_19_ct_i_ii,p_ind_15_19_cl_nfd,p_ind_15_19_loe_ns,p_ind_15_19_tot,p_ind_20_24_pd_gd_gcl,p_ind_20_24_bdl,p_ind_20_24_adip_dipl,p_ind_20_24_ct_iii_iv,p_ind_20_24_ct_i_ii,p_ind_20_24_cl_nfd,p_ind_20_24_loe_ns,p_ind_20_24_tot,p_ind_25_34_pd_gd_gcl,p_ind_25_34_bdl,p_ind_25_34_adip_dipl,p_ind_25_34_ct_iii_iv,p_ind_25_34_ct_i_ii,p_ind_25_34_cl_nfd,p_ind_25_34_loe_ns,p_ind_25_34_tot,p_ind_35_44_pd_gd_gcl,p_ind_35_44_bdl,p_ind_35_44_adip_dipl,p_ind_35_44_ct_iii_iv,p_ind_35_44_ct_i_ii,p_ind_35_44_cl_nfd,p_ind_35_44_loe_ns,p_ind_35_44_tot,p_ind_45_54_pd_gd_gcl,p_ind_45_54_bdl,p_ind_45_54_adip_dipl,p_ind_45_54_ct_iii_iv,p_ind_45_54_ct_i_ii,p_ind_45_54_cl_nfd,p_ind_45_54_loe_ns,p_ind_45_54_tot,p_ind_55_64_pd_gd_gcl,p_ind_55_64_bdl,p_ind_55_64_adip_dipl,p_ind_55_64_ct_iii_iv,p_ind_55_64_ct_i_ii,p_ind_55_64_cl_nfd,p_ind_55_64_loe_ns,p_ind_55_64_tot,p_ind_65ov_ptgdde_gddp_gdct,p_ind_65ov_bdl,p_ind_65ov_adip_dipl,p_ind_65ov_ct_iii_iv,p_ind_65ov_ct_i_ii,p_ind_65ov_cl_nfd,p_ind_65ov_loe_ns,p_ind_65ov_tot,p_ind_tot_pd_gd_gcl,p_ind_tot_bdl,p_ind_tot_adip_dipl,p_ind_tot_ct_iii_iv,p_ind_tot_ct_i_ii,p_ind_tot_cl_nfd,p_ind_tot_loe_ns,p_ind_tot_tot,p_noni_15_19_ptgdde_gddp_gdct,p_noni_15_19_bdl,p_noni_15_19_adip_dipl,p_noni_15_19_ct_iii_iv,p_noni_15_19_ct_i_ii,p_noni_15_19_cl_nfd,p_noni_15_19_loe_ns,p_noni_15_19_tot,p_noni_20_24_ptgdde_gddp_gdct,p_noni_20_24_bdl,p_noni_20_24_adip_dipl,p_noni_20_24_ct_iii_iv,p_noni_20_24_ct_i_ii,p_noni_20_24_cl_nfd,p_noni_20_24_loe_ns,p_noni_20_24_tot,p_noni_25_34_ptgdde_gddp_gdct,p_noni_25_34_bdl,p_noni_25_34_adip_dipl,p_noni_25_34_ct_iii_iv,p_noni_25_34_ct_i_ii,p_noni_25_34_cl_nfd,p_noni_25_34_loe_ns,p_noni_25_34_tot,lga_name16
10850,0,0,0,0,0,0,14,18,0,0,0,0,0,0,40,40,0,0,0,3,0,0,30,33,0,0,0,0,0,0,21,23,0,0,0,0,0,0,38,38,0,0,0,4,0,0,165,169,0,0,0,14,0,0,28,39,0,18,11,37,8,6,21,94,10,64,42,93,11,8,28,266,28,114,43,92,20,14,48,357,25,60,62,88,9,27,53,321,27,65,65,56,7,25,47,287,26,36,52,27,7,17,149,316,122,362,276,405,60,99,365,1682,0,0,0,3,0,0,0,3,0,0,0,8,0,0,0,11,0,0,3,12,3,0,4,14,0,0,0,8,0,3,0,14,0,0,3,7,0,3,0,17,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,6,3,3,7,38,3,3,11,71,0,0,0,17,4,0,28,53,0,21,10,83,4,10,11,144,16,91,59,230,17,12,20,446,Blayney (A)
10900,0,0,0,0,0,0,138,146,3,3,3,6,0,0,176,194,3,9,3,3,0,0,220,233,3,3,3,3,0,0,250,262,6,3,7,10,0,5,382,413,17,30,17,21,0,11,1305,1397,0,0,37,111,25,22,145,341,35,232,205,309,33,34,88,935,441,957,473,666,56,53,205,2843,673,1595,714,659,71,123,275,4109,848,1399,891,736,77,182,374,4514,988,1249,936,610,74,270,501,4623,598,1094,1060,349,96,366,1281,4846,3590,6521,4322,3434,440,1050,2862,22225,0,0,5,13,0,3,8,30,0,8,11,42,0,4,4,68,7,16,13,60,0,3,9,112,8,30,26,65,3,4,10,145,14,28,27,39,0,4,12,130,13,17,18,34,3,0,7,91,3,17,3,18,0,0,17,60,53,109,106,262,13,26,68,642,0,4,49,199,45,29,133,464,55,396,292,742,67,54,55,1662,646,1504,789,1711,102,102,138,4995,Blue Mountains (C)
10950,0,0,0,0,0,0,17,17,0,0,0,0,0,0,14,16,0,0,0,0,0,0,15,18,0,0,0,0,0,0,21,22,0,0,0,0,0,0,19,19,0,0,0,0,0,0,94,95,0,0,0,3,0,0,11,17,0,15,4,11,0,3,6,41,6,36,13,24,3,3,15,96,3,25,11,26,4,3,26,96,4,12,16,21,9,4,24,93,3,9,19,9,3,7,23,65,0,14,10,13,0,0,50,89,21,105,74,105,15,23,154,501,0,0,0,3,0,0,5,8,0,0,3,13,0,0,3,17,0,0,3,21,0,0,9,31,0,3,4,10,0,0,3,19,0,0,0,4,0,0,3,11,0,0,0,3,0,0,0,4,0,0,0,3,0,0,4,8,3,7,6,46,4,3,23,95,0,0,0,10,0,0,6,15,0,11,7,26,3,4,3,54,12,46,15,53,5,9,3,142,Bogan (A)
11100,0,4,0,0,0,3,290,301,0,0,0,4,0,0,197,204,0,3,0,3,0,0,123,138,0,7,0,4,0,0,123,127,0,3,0,4,0,0,161,172,3,16,5,11,0,5,1070,1118,0,11,21,20,8,0,111,176,58,469,160,152,18,23,161,1044,712,1495,448,355,34,46,400,3490,524,970,527,323,39,91,289,2763,260,528,411,235,37,107,265,1844,115,258,215,170,29,86,275,1148,51,182,162,120,24,78,532,1148,1720,3907,1953,1374,192,429,2037,11616,0,0,0,3,0,0,7,11,0,9,3,12,3,0,5,31,3,8,18,45,3,0,9,86,0,4,13,21,3,3,3,46,6,12,12,21,0,3,11,60,0,0,4,6,0,4,4,28,0,0,0,0,0,4,6,16,14,36,47,105,9,12,48,274,4,11,29,52,14,7,91,207,88,798,283,350,28,39,115,1692,1308,2728,863,963,62,96,224,6247,Botany Bay (C)
11150,0,0,0,0,0,0,25,28,0,0,0,0,0,0,24,24,0,0,0,0,0,0,43,45,0,0,0,0,0,0,22,22,0,0,0,0,0,0,33,33,0,0,0,0,0,0,172,170,0,0,0,0,4,0,11,16,0,10,7,13,5,0,22,56,6,41,24,23,4,8,38,137,5,28,23,19,3,5,31,104,7,17,27,15,3,0,49,124,4,13,9,7,0,0,36,70,3,9,10,5,0,4,64,87,24,114,91,77,24,13,252,608,0,0,0,0,0,0,17,16,0,0,0,11,4,0,9,24,0,7,7,9,3,0,11,39,0,7,11,20,3,0,12,40,0,7,12,8,3,4,10,47,0,3,0,8,0,0,9,24,0,0,3,0,0,0,19,24,3,21,29,66,19,6,79,220,0,0,0,3,3,0,3,6,0,12,3,16,3,0,0,40,5,58,31,48,3,5,3,153,Bourke (A)
11200,0,0,0,0,0,0,6,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,12,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,0,0,0,0,0,0,9,9,0,4,3,9,3,0,14,29,3,18,9,16,13,0,19,65,7,10,8,4,0,0,15,48,0,13,9,11,6,3,21,64,0,15,5,9,0,0,15,46,0,3,5,0,0,3,10,27,13,64,36,47,22,10,107,292,0,0,0,3,0,0,16,15,0,0,3,9,4,0,31,47,0,3,4,14,18,0,30,72,0,0,0,17,6,0,21,41,0,4,11,13,3,0,23,54,0,6,0,12,0,0,22,39,0,0,0,0,0,0,8,9,3,17,18,65,29,6,144,282,0,0,0,0,0,0,0,3,0,3,0,8,0,0,5,12,8,22,4,11,7,0,4,59,Brewarrina (A)
14300,0,0,0,0,0,0,23,23,0,0,0,0,0,0,26,23,0,0,0,0,0,0,31,32,0,0,0,0,0,0,34,36,0,0,0,0,0,0,44,44,0,0,0,3,0,0,167,174,0,0,0,8,0,0,24,36,0,6,11,35,5,0,15,70,11,60,26,61,7,9,33,204,19,49,35,58,11,4,34,210,12,39,42,66,7,21,48,235,17,27,36,40,8,13,58,207,3,26,23,16,11,24,104,211,63,202,185,281,58,72,312,1171,0,0,0,3,0,0,5,10,0,0,0,5,0,0,40,45,0,0,0,10,0,0,93,99,0,4,3,4,0,0,71,85,0,0,0,10,0,0,18,30,0,0,3,3,0,0,7,15,0,0,0,0,0,0,3,3,0,4,10,37,3,0,238,288,0,0,0,16,0,0,25,50,0,11,10,64,11,3,79,178,10,92,35,160,18,8,199,524,Junee (A)
14350,0,0,0,4,0,0,102,104,0,4,0,3,0,0,97,107,0,0,0,0,0,0,133,139,0,0,0,0,0,0,170,169,0,0,3,0,0,0,293,300,0,11,3,18,3,0,876,907,0,0,3,38,15,3,122,177,0,25,27,134,25,19,73,303,55,164,109,307,47,39,164,877,46,179,158,344,39,53,167,992,65,172,221,336,49,82,229,1153,87,226,279,300,37,107,339,1380,43,183,184,133,35,108,799,1491,287,953,984,1597,247,405,1895,6376,0,0,0,20,3,0,63,88,0,0,0,46,5,6,60,125,0,9,14,87,12,10,134,268,8,8,28,69,12,10,76,214,3,21,31,47,7,15,47,173,3,10,26,41,9,3,38,136,0,5,3,19,0,0,27,64,17,53,107,332,58,44,453,1057,0,0,4,55,24,5,101,192,0,39,36,225,43,19,84,452,61,228,137,622,69,46,196,1354,Kempsey (A)
11250,0,0,0,0,0,0,68,73,0,0,3,3,0,0,50,58,0,0,0,0,0,0,60,66,0,0,3,0,0,0,81,83,0,0,0,0,0,0,129,132,0,0,8,5,0,3,435,456,0,0,3,16,13,7,42,74,3,48,16,97,18,6,50,239,64,147,100,206,31,29,110,688,56,131,92,169,27,19,92,586,50,103,127,197,27,38,114,657,44,103,110,140,26,69,170,657,18,60,58,79,20,46,558,837,240,595,506,907,159,208,1133,3745,0,0,0,7,3,3,16,26,0,3,0,22,3,0,16,46,4,10,16,51,8,0,41,124,7,3,11,26,3,6,21,78,0,10,14,19,3,0,22,70,0,4,0,15,0,3,12,34,0,0,3,5,0,0,10,24,9,33,51,145,15,16,139,412,0,0,4,29,21,6,54,107,3,64,17,207,20,7,28,350,86,210,119,531,34,36,75,1095,Broken Hill (C)
13910,0,0,0,0,0,0,51,52,0,0,3,4,0,0,49,53,0,0,0,0,0,0,78,81,0,0,3,0,0,0,71,75,0,0,0,0,0,0,109,117,0,3,6,7,6,0,437,459,0,0,0,23,14,0,95,128,3,38,19,98,29,11,48,246,44,143,91,185,25,17,72,583,35,187,124,192,18,35,85,676,37,159,150,187,33,57,136,758,40,123,146,154,20,44,148,683,30,118,154,72,20,56,416,862,193,769,694,913,148,223,1004,3947,0,0,0,4,0,0,8,16,0,0,0,16,3,0,3,22,0,0,3,21,6,0,8,37,0,5,10,17,3,3,4,34,0,0,7,21,5,0,4,41,0,0,4,7,0,0,8,25,0,4,3,9,0,0,10,31,3,9,28,92,16,10,46,206,0,0,0,42,19,3,95,164,4,48,33,228,35,13,22,381,54,218,128,446,38,21,48,956,Hilltops (A)
14000,0,7,3,3,0,0,219,235,8,16,3,3,0,3,276,304,6,16,11,5,0,0,271,307,7,8,5,5,3,5,219,244,4,9,12,3,0,3,452,492,28,55,40,21,4,6,1650,1807,0,4,34,104,37,17,181,386,106,1047,289,325,39,43,184,2029,1532,3088,763,569,43,91,387,6471,2378,4136,1330,709,102,184,522,9367,1774,3174,1740,877,128,402,612,8714,1181,2084,1353,552,120,415,650,6361,720,1648,1470,457,106,635,2300,7334,7698,15185,6974,3600,581,1795,4831,40665,0,0,0,3,3,0,3,9,0,4,7,9,3,3,0,24,3,15,11,14,4,3,0,47,6,15,13,20,0,4,7,65,11,12,12,10,0,0,3,53,4,6,3,17,0,0,0,33,0,7,3,5,0,3,3,22,27,59,51,76,7,13,15,252,0,13,53,217,63,24,169,534,139,1785,476,879,83,74,140,3588,2566,5506,1428,1651,82,170,345,11747,Hornsby (A)
14100,0,0,0,0,0,0,33,36,0,0,0,0,0,0,42,44,0,0,0,0,0,0,42,45,0,0,0,0,0,0,42,42,0,0,0,3,0,0,85,87,0,7,3,4,0,0,273,290,0,0,0,3,0,0,22,29,6,79,16,16,5,4,27,146,123,266,45,34,3,5,53,525,171,383,118,48,10,15,54,805,191,331,159,53,17,35,72,851,156,237,119,47,6,36,68,678,132,250,213,48,10,63,396,1115,777,1549,670,249,48,162,691,4146,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,4,3,0,7,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,12,3,0,0,0,27,0,3,0,3,3,0,13,26,9,144,36,30,4,6,8,240,189,480,88,89,3,14,34,901,Hunters Hill (A)
14170,3,16,4,3,0,0,1484,1514,7,22,4,4,0,0,1088,1127,4,13,3,3,0,0,743,768,11,7,3,0,0,4,602,630,4,4,8,3,4,0,635,665,32,67,25,17,4,6,5206,5363,3,5,35,91,25,16,246,420,203,2075,488,442,70,64,631,3971,3457,8003,1813,1058,90,154,1868,16443,3725,5935,1799,832,121,253,1393,14054,2708,3511,1615,765,130,363,1102,10194,1848,1960,1077,488,95,296,973,6752,990,1199,802,326,69,296,1673,5345,12941,22682,7632,4005,590,1438,7882,57178,0,0,0,6,0,0,13,18,3,28,13,24,11,4,13,96,25,79,51,78,9,10,18,261,27,47,32,32,5,7,9,156,27,41,35,34,6,10,18,174,24,18,16,15,3,0,21,94,8,8,12,5,0,0,18,55,117,220,149,198,25,35,106,850,3,20,68,155,35,30,145,453,306,3494,902,897,99,107,293,6100,5974,14200,3427,2975,180,313,790,27860,Inner West (A)
14200,0,0,0,3,0,0,64,68,0,3,0,0,0,3,62,66,3,0,0,0,0,0,69,78,0,0,0,0,0,0,84,85,0,0,0,0,0,0,120,124,3,4,0,4,3,3,449,467,0,0,3,31,7,10,54,110,0,29,21,103,17,15,46,222,25,136,66,201,23,29,86,568,37,163,92,183,19,26,97,609,37,118,120,187,24,34,125,641,35,106,122,149,22,50,154,640,13,105,116,71,18,37,372,724,145,654,540,924,125,196,936,3516,0,0,0,5,3,4,17,30,0,0,0,26,4,3,15,53,6,7,0,39,5,0,16,71,0,5,13,25,3,0,10,61,0,7,12,25,0,8,11,60,0,0,3,24,0,4,13,49,0,0,0,9,0,3,15,27,4,23,25,151,19,29,98,349,0,0,3,48,16,6,62,137,3,42,25,198,20,16,35,338,32,175,89,469,29,38,57,895,Inverell (A)
14400,0,3,0,0,0,0,46,48,3,4,3,0,0,0,57,70,0,3,3,0,0,0,69,80,0,0,3,0,0,0,77,78,0,3,5,0,0,0,206,213,3,9,12,9,0,0,506,538,0,0,3,17,6,9,61,100,12,73,34,80,18,10,32,264,115,305,108,162,12,22,68,797,150,369,190,172,18,32,89,1016,165,288,235,232,26,59,103,1115,210,332,298,167,26,87,148,1266,135,268,314,101,22,135,525,1507,790,1641,1188,927,135,354,1022,6060,0,0,0,0,0,0,5,4,0,0,0,12,0,0,0,15,5,10,9,16,0,0,3,34,3,5,5,11,0,3,0,28,4,13,12,10,0,0,0,36,8,4,8,12,0,0,3,31,0,3,0,3,0,0,0,13,17,30,26,66,4,3,13,166,0,0,13,35,7,12,50,120,17,129,62,221,22,21,19,483,173,457,209,454,26,31,33,1383,Kiama (A)
14500,3,4,0,0,0,0,166,170,5,8,0,0,0,0,219,236,10,11,3,0,0,0,269,290,4,11,0,3,0,3,170,190,3,5,12,9,0,6,563,595,21,40,17,10,3,8,1622,1723,3,4,35,50,12,6,210,324,81,920,152,127,12,43,157,1498,1204,2417,372,192,16,50,265,4514,2120,3658,777,260,36,110,390,7356,2052,3797,1348,388,77,256,531,8442,1231,2216,1039,259,50,233,455,5491,989,2083,1752,301,94,623,1930,7776,7681,15090,5476,1587,303,1324,3947,35410,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,6,0,9,4,0,0,0,0,19,7,5,3,4,0,0,0,18,11,7,7,0,0,0,0,25,0,6,6,3,0,0,0,18,0,0,5,3,0,0,0,6,18,37,18,12,0,0,5,87,3,8,48,85,16,20,145,336,121,1639,275,309,32,70,104,2547,2079,4228,740,571,42,98,197,7955,Ku-ring-gai (A)
14550,0,0,0,0,0,0,20,20,0,0,0,0,0,0,36,37,0,3,0,0,0,0,63,69,0,0,0,3,0,0,55,60,0,0,0,0,0,0,87,85,0,3,0,10,0,0,279,294,0,0,0,5,5,0,36,54,0,3,14,29,4,3,10,67,10,58,29,71,14,10,26,225,24,69,55,86,16,14,45,299,31,79,69,115,19,32,93,428,34,105,116,107,15,26,106,510,29,62,76,39,9,29,187,430,122,378,359,461,73,117,498,2014,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,4,0,0,0,8,0,0,3,7,0,3,0,14,0,0,5,24,0,0,3,3,0,0,4,17,0,0,8,6,4,0,6,24,5,0,0,6,0,3,3,14,7,3,13,39,8,8,28,96,0,0,3,7,3,7,33,53,0,12,13,71,8,3,6,119,16,70,40,163,23,21,14,345,Kyogle (A)
14600,0,0,0,0,0,0,37,37,0,0,0,0,0,0,38,38,0,0,0,0,0,0,39,43,0,0,0,0,0,0,25,27,0,0,0,0,0,0,57,57,0,0,0,3,0,0,230,234,0,0,0,0,4,0,36,41,4,17,6,36,6,0,15,88,15,81,30,56,9,8,53,256,10,57,18,57,10,7,53,214,14,30,38,45,12,8,50,201,17,23,43,30,4,18,57,189,7,21,40,18,8,4,136,228,66,223,184,243,60,48,405,1223,0,0,0,3,3,0,14,21,0,0,3,17,5,0,9,38,0,3,7,14,3,6,14,51,0,3,6,28,3,0,6,50,0,6,4,16,0,4,6,35,0,3,9,7,0,0,12,35,0,0,0,3,0,0,12,16,3,23,30,94,14,11,72,242,0,0,0,4,3,5,21,29,4,18,5,61,9,4,10,106,26,97,33,144,13,10,26,343,Lachlan (A)
14650,0,8,9,8,0,0,354,377,3,9,10,13,0,0,340,373,3,7,13,10,0,3,403,444,0,8,4,10,0,3,442,461,3,0,10,3,0,6,852,879,8,41,43,48,7,12,2690,2847,0,5,60,309,120,48,329,875,36,536,420,1169,161,118,292,2736,697,2812,1292,2371,235,242,612,8254,933,2761,1650,2159,298,360,646,8794,775,1806,1819,2284,249,561,903,8401,882,1596,1707,1455,249,649,1190,7737,524,1411,1579,858,165,883,3984,9402,3843,10926,8534,10608,1478,2852,7954,46202,0,0,6,49,13,3,49,120,0,20,26,183,29,17,27,300,20,90,80,275,18,23,39,550,12,73,76,242,17,25,40,494,24,47,72,219,10,18,55,451,16,35,67,126,8,13,39,301,11,15,20,59,0,12,59,170,90,283,350,1146,106,113,304,2393,0,6,74,475,178,67,351,1157,48,798,582,2393,254,170,229,4470,1030,4143,2011,6027,324,332,461,14337,Lake Macquarie (C)
14700,0,3,0,0,0,0,174,176,0,0,0,0,0,0,133,132,0,3,3,0,0,0,72,81,0,0,0,0,0,0,84,88,3,3,3,0,0,0,100,114,4,8,6,0,0,0,631,652,0,3,5,15,3,0,26,50,34,335,62,68,7,13,56,575,748,1440,247,150,6,32,219,2842,736,1297,323,106,16,41,196,2719,551,873,316,115,15,60,138,2074,368,554,272,70,25,84,162,1533,256,495,369,84,26,119,361,1712,2706,4992,1594,617,101,345,1156,11499,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,3,4,0,0,0,17,0,6,0,3,0,0,3,11,0,0,0,0,0,0,3,9,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,19,6,8,0,0,4,43,0,3,12,22,4,3,25,64,62,571,108,141,10,16,23,931,1326,2656,514,426,19,48,110,5088,Lane Cove (A)
14750,0,3,0,0,0,0,39,44,0,0,0,0,0,0,42,47,0,0,0,0,0,0,54,62,0,0,0,0,0,0,59,59,0,0,0,0,0,0,113,117,0,10,0,5,0,0,357,370,0,0,0,22,17,5,69,102,0,28,18,50,11,3,28,149,18,109,42,125,16,12,65,388,24,105,64,99,17,14,71,399,28,81,60,107,16,40,90,419,15,52,51,81,9,37,97,348,9,45,61,20,6,28,258,430,97,419,308,508,98,143,672,2233,0,0,0,3,0,0,3,11,0,0,0,8,4,0,6,19,0,0,7,19,0,0,7,26,0,3,0,18,0,0,3,25,0,3,3,14,0,0,3,26,0,0,3,5,0,0,0,14,0,0,0,0,0,0,3,8,0,6,13,71,9,3,28,130,0,0,3,37,18,6,48,112,0,40,26,125,18,8,21,233,26,160,72,319,27,13,37,663,Leeton (A)
14850,0,3,0,0,0,0,180,187,4,4,3,3,0,0,175,191,3,0,3,3,0,0,219,227,0,8,5,3,0,3,236,247,0,3,0,0,0,0,308,314,4,18,17,17,0,9,1306,1373,0,0,11,77,34,8,156,287,16,116,78,238,65,27,119,660,126,508,214,520,64,52,252,1738,211,702,330,474,53,78,241,2083,229,541,417,518,62,123,315,2213,263,570,438,388,64,147,412,2284,165,338,326,168,31,146,764,1941,1015,2772,1813,2392,372,583,2259,11205,0,0,0,16,5,0,26,47,3,7,9,36,17,6,12,86,4,13,23,80,14,6,15,150,3,39,22,46,10,3,13,140,14,26,33,48,10,5,15,149,11,19,14,26,0,3,17,91,0,3,3,7,0,5,6,28,34,106,105,265,55,27,102,702,0,0,8,111,46,15,121,300,14,158,97,477,89,33,53,921,178,760,309,1136,98,81,110,2675,Lismore (C)
14870,0,0,0,0,0,0,96,104,0,0,3,3,0,0,91,100,0,0,0,3,0,0,118,123,0,3,0,0,0,0,129,129,0,3,0,0,0,0,194,197,0,13,5,7,0,3,715,745,0,0,0,33,16,9,87,142,0,32,34,125,21,6,62,278,26,148,91,246,39,31,126,709,55,140,128,211,36,26,137,730,48,135,144,223,38,53,180,817,74,128,166,142,31,56,224,819,43,132,130,87,28,73,492,975,248,710,698,1059,199,255,1308,4476,0,0,0,7,3,3,14,26,0,0,3,22,4,0,25,51,0,3,6,42,3,0,47,101,3,12,10,31,4,0,34,100,0,9,10,25,3,4,11,60,4,4,9,17,0,5,9,47,0,0,3,10,0,0,19,33,10,26,40,156,22,14,153,412,0,0,0,54,18,9,75,156,3,40,45,286,30,18,75,489,39,204,147,603,56,44,174,1264,Lithgow (C)
14900,4,11,3,6,0,0,941,975,7,3,9,5,0,0,880,904,0,3,4,13,3,5,706,739,0,9,8,10,3,0,611,639,0,4,6,9,0,3,811,829,7,39,33,47,14,14,4702,4855,6,3,91,194,70,35,609,1007,196,1237,794,752,98,104,604,3779,1270,3582,2107,1867,243,270,1479,10824,991,2855,2136,1738,316,470,1406,9912,519,1589,1598,1466,290,508,1339,7311,287,960,861,723,147,339,1255,4568,137,443,473,338,50,244,1856,3542,3392,10666,8069,7075,1214,1967,8550,40945,0,0,3,18,4,4,20,51,3,15,10,52,4,10,10,103,5,27,30,73,14,8,25,185,3,20,35,65,3,14,12,155,3,17,28,49,5,9,23,133,3,7,11,19,4,6,21,71,3,4,7,19,0,0,23,56,22,91,125,285,38,46,136,755,4,12,145,405,100,52,517,1232,237,1910,1264,1845,182,195,459,6091,1964,5834,3496,4786,385,506,993,17962,Liverpool (C)
14920,0,0,0,0,0,0,26,32,0,0,0,0,0,0,28,31,0,0,0,0,0,0,42,46,0,0,0,0,0,0,59,58,0,0,0,0,0,0,60,66,0,3,3,6,0,0,248,262,0,0,0,10,3,4,40,55,0,13,3,30,3,7,18,82,11,71,33,85,27,4,38,269,20,55,39,67,13,22,51,259,7,39,74,81,13,17,79,308,17,44,44,59,7,26,91,288,9,43,58,30,6,17,185,349,67,262,250,353,78,95,493,1597,0,0,0,3,3,0,26,31,0,0,0,10,3,3,13,30,0,4,8,19,6,0,7,41,0,3,15,24,4,7,13,65,0,7,6,15,7,0,8,39,0,3,0,6,0,0,10,26,0,0,3,3,0,0,17,32,3,17,28,85,24,9,91,263,0,0,0,10,3,3,31,45,0,14,4,68,7,4,9,103,13,95,47,183,24,11,19,398,Liverpool Plains (A)
