lga_code_2016,p_sol_sp_en_t_2006_2010,p_sol_sp_en_t_2011,p_sol_sp_en_t_2012,p_sol_sp_en_t_2013,p_sol_sp_en_t_2014,p_sol_sp_en_t_2015,p_sol_sp_en_t_2016,p_sol_sp_en_t_yr_arr_ns,p_sol_sp_en_t_t,p_lanprof_en_ns_bef_2000,p_lanprof_en_ns_2000_2005,p_lanprof_en_ns_2006_2010,p_lanprof_en_ns_2011,p_lanprof_en_ns_2012,p_lanprof_en_ns_2013,p_lanprof_en_ns_2014,p_lanprof_en_ns_2015,p_lanprof_en_ns_2016,p_lanprof_en_ns_yr_arr_ns,p_lanprof_en_ns_t,p_t_b_2000,p_t_2000_2005,p_t_2006_2010,p_t_2011,p_t_2012,p_t_2013,p_t_2014,p_t_2015,p_t_2016,p_t_yr_arrival_ns,p_t_t,lga_name16
22250,47,3,4,15,6,6,3,10,165,3,0,0,0,0,0,0,0,0,3,10,358,21,68,10,8,10,13,13,3,26,537,Gannawarra (S)
22830,1620,258,314,488,391,380,210,259,6504,10,0,3,0,0,0,3,3,0,38,55,3661,1024,1878,336,382,557,473,450,237,433,9430,Greater Shepparton (C)
22910,71,15,13,10,19,16,8,17,493,4,0,0,0,0,0,0,0,0,0,4,1509,126,159,32,21,19,32,25,15,78,2026,Hepburn (S)
22980,120,14,20,12,19,10,0,6,246,0,0,0,0,0,0,0,0,0,0,0,188,45,137,21,21,12,20,11,0,14,468,Hindmarsh (S)
23110,2539,495,606,681,795,737,459,551,17080,23,0,6,0,3,3,0,0,3,9,52,14718,2374,3707,833,904,958,1023,951,571,844,26889,Hobsons Bay (C)
23190,224,31,26,13,17,18,12,18,530,0,0,0,0,0,0,0,0,0,3,3,581,100,284,40,44,33,35,30,24,48,1206,Horsham (RC)
23270,11532,2084,2064,2998,2528,2228,1711,1695,56940,38,8,14,0,0,0,3,3,0,243,317,31744,8425,12830,2381,2364,3253,2741,2462,1821,2436,70449,Hume (C)
23350,40,4,10,4,10,5,8,22,247,3,0,0,0,0,0,0,0,0,22,31,992,73,96,21,12,15,18,16,8,101,1348,Indigo (S)
23430,4396,800,985,1089,1207,1342,777,867,28360,67,0,3,0,4,0,0,0,0,114,191,25668,4889,6511,1290,1488,1501,1559,1628,979,1423,46934,Kingston (C) (Vic.)
23670,6145,1006,983,873,911,770,409,752,29242,46,14,0,0,0,0,0,3,0,28,91,25637,5803,7483,1238,1242,1053,1094,912,495,1239,46193,Knox (C)
23810,663,68,111,112,118,123,65,125,3442,26,0,0,0,0,0,0,0,0,10,40,6267,515,950,135,150,156,174,168,91,344,8937,Latrobe (C) (Vic.)
23940,45,9,10,18,5,8,9,12,172,3,0,0,0,0,0,0,0,0,0,0,420,19,62,11,13,26,13,9,12,27,610,Loddon (S)
24130,142,25,24,46,51,43,18,53,1219,4,0,3,0,0,0,0,0,0,0,15,3978,511,494,93,78,92,87,67,28,227,5659,Macedon Ranges (S)
24210,5013,1019,1204,1260,1366,1312,723,1084,35398,25,4,7,4,0,0,0,0,0,83,118,25538,5194,6107,1197,1427,1399,1488,1494,794,1423,46062,Manningham (C)
24250,22,11,10,7,20,30,13,23,259,0,0,0,0,0,0,0,0,0,0,0,685,61,61,14,19,10,20,43,15,50,969,Mansfield (S)
24330,4016,765,1164,1498,1603,1574,981,820,25427,12,4,3,4,7,3,0,3,5,134,170,14606,2937,5065,1031,1466,1763,1894,1815,1126,1173,32880,Maribyrnong (C)
24410,3630,605,773,815,777,769,430,395,14245,27,4,3,0,0,0,0,0,0,20,57,12528,2761,4485,789,926,945,890,902,487,683,25393,Maroondah (C)
24600,8403,2747,3938,5101,7600,10527,7864,3417,60518,16,3,8,0,0,3,0,5,12,186,234,13228,6006,10759,3485,4832,6026,8791,12167,9145,4261,78697,Melbourne (C)
24650,6094,889,839,925,897,801,545,729,28766,28,10,6,0,3,0,0,4,4,292,352,19544,5696,7637,1174,1152,1187,1120,971,619,1423,40529,Melton (C)
24780,583,137,172,170,157,230,193,283,3634,14,0,3,0,0,0,0,3,9,10,41,2937,466,765,185,216,220,191,296,246,405,5921,Mildura (RC)
24850,401,82,57,54,43,114,85,144,1876,9,0,0,0,0,0,0,0,0,12,25,2753,343,661,136,115,79,73,147,91,278,4677,Mitchell (S)
24900,206,31,41,54,38,62,43,37,918,3,0,0,0,0,0,0,0,0,4,10,1550,189,342,60,59,88,58,84,59,111,2593,Moira (S)
24970,12499,2619,3098,3774,4754,5508,3621,2297,71918,40,5,3,0,0,5,0,3,0,49,113,36110,10176,14319,3023,3551,4215,5159,5967,4002,2801,89326,Monash (C)
25060,2760,574,753,978,957,1033,699,769,22838,24,4,3,0,0,0,0,0,0,33,67,18399,2568,3714,856,1014,1219,1179,1287,846,1082,32162,Moonee Valley (C)
25150,204,19,23,28,43,36,30,33,1086,3,0,0,0,0,0,0,0,0,4,10,2663,291,437,60,58,72,58,47,31,170,3877,Moorabool (S)
25250,5951,1190,1600,2128,2271,2472,1623,1518,40889,17,0,6,3,0,3,0,3,3,36,71,26460,4329,7805,1738,2165,2654,2808,2956,1949,2004,54858,Moreland (C)
25340,571,121,144,113,197,166,102,225,5643,50,4,0,0,0,0,0,3,0,15,78,18608,2213,2647,533,471,441,422,357,197,965,26867,Mornington Peninsula (S)
17100,3493,615,866,1039,1217,1373,887,677,19955,3,3,3,0,3,0,0,0,3,14,33,8923,2601,3745,664,934,1107,1328,1487,971,794,22551,Strathfield (A)
17150,2314,447,499,485,486,466,251,488,18076,25,3,0,0,0,0,0,0,0,33,63,24945,4374,4280,833,876,873,821,730,387,1128,39244,Sutherland Shire (A)
17200,9948,2710,3687,4915,6825,9303,6373,3720,66715,24,8,7,5,0,3,7,7,17,186,268,27828,9427,14594,4151,5313,6618,8945,11796,8089,5020,101784,Sydney (C)
17310,385,65,129,133,150,257,127,137,1809,6,0,0,0,0,0,0,0,0,9,20,1873,280,552,121,173,172,184,293,150,256,4059,Tamworth Regional (A)
17350,24,4,3,5,3,6,0,4,98,0,0,0,0,0,0,0,0,0,0,0,185,13,42,3,6,13,5,9,0,20,293,Temora (A)
17400,12,14,4,5,0,5,0,5,106,3,0,0,0,0,0,0,0,0,0,3,399,30,24,12,10,13,0,4,0,20,516,Tenterfield (A)
22620,1252,195,198,270,235,233,162,170,3849,10,0,0,0,0,0,0,0,0,23,31,4308,817,1688,269,247,345,278,301,190,414,8848,Greater Bendigo (C)
22670,14352,2484,4039,4447,3647,3443,2059,2335,74818,68,18,19,4,4,7,4,4,3,88,223,38511,9011,15586,2686,4324,4697,3892,3652,2194,2860,87411,Greater Dandenong (C)
22750,3246,545,726,968,806,1012,719,663,17705,61,0,4,0,0,0,3,0,3,295,368,21740,2719,4975,917,1028,1251,1052,1276,869,1617,37448,Greater Geelong (C)
25430,57,12,21,18,16,29,9,34,392,4,0,0,0,0,0,0,0,0,231,233,1395,140,133,24,38,25,27,36,14,322,2159,Mount Alexander (S)
25490,43,3,19,25,33,23,23,13,257,0,0,0,0,0,0,0,0,0,0,8,639,127,157,26,21,57,46,41,28,42,1185,Moyne (S)
25620,21,6,12,10,8,7,0,14,302,3,0,0,0,0,0,0,0,0,0,3,1160,79,80,22,20,23,14,24,9,64,1488,Murrindindi (S)
25710,464,87,97,68,102,81,42,71,3212,0,0,0,0,0,0,0,0,0,0,0,5977,1072,1165,198,198,164,186,145,73,208,9390,Nillumbik (S)
25810,55,16,20,28,16,35,14,20,308,0,0,0,0,0,0,0,0,0,0,5,522,53,82,29,22,38,25,42,14,53,881,Northern Grampians (S)
25900,2499,638,766,922,1066,1318,837,548,15494,7,0,6,0,0,0,4,0,0,62,81,12427,3004,4860,1445,1621,1758,1925,2306,1429,1077,31847,Port Phillip (C)
25990,6,5,0,0,3,7,0,5,108,0,0,0,0,0,0,0,0,0,46,46,507,23,32,5,3,0,9,9,3,71,664,Pyrenees (S)
26080,10,4,0,0,0,0,3,4,58,0,0,0,0,0,0,0,0,0,0,0,215,17,17,7,0,0,3,0,3,11,278,Queenscliffe (B)
26170,89,26,20,19,35,26,11,36,690,8,0,0,0,0,0,0,0,0,0,13,2349,170,215,45,44,42,45,32,15,126,3088,South Gippsland (S)
26260,53,10,30,29,16,21,21,13,323,8,0,0,0,0,0,0,0,0,0,12,634,101,158,27,46,49,36,30,28,54,1154,Southern Grampians (S)
26350,2734,638,936,1091,1612,1896,1112,555,18484,22,6,3,0,3,0,0,0,0,8,45,13405,2770,4429,1214,1512,1742,2263,2684,1587,962,32577,Stonnington (C)
26430,40,9,7,12,7,13,12,15,240,0,0,0,0,0,0,0,0,0,0,3,625,45,73,21,15,24,14,16,20,47,902,Strathbogie (S)
26490,140,22,30,31,24,42,12,36,711,3,0,0,0,0,0,0,0,0,0,4,1946,287,462,88,81,102,86,93,20,139,3299,Surf Coast (S)
26610,394,82,121,107,103,105,80,105,1767,6,0,0,0,0,0,0,0,0,6,18,916,232,441,100,131,126,118,118,95,160,2427,Swan Hill (RC)
26670,23,3,18,3,3,3,0,7,107,0,0,0,0,0,0,0,0,0,0,3,323,37,41,6,17,10,13,3,0,20,472,Towong (S)
26700,157,29,25,22,18,20,11,40,812,23,0,0,0,0,0,0,0,0,12,35,1566,153,237,49,33,31,38,42,16,89,2247,Wangaratta (RC)
26730,252,36,47,28,84,128,130,85,1133,5,3,0,0,0,0,0,0,0,6,13,1249,305,405,88,95,58,106,163,144,156,2775,Warrnambool (C)
26810,239,48,56,58,59,104,27,61,1208,14,0,0,0,0,0,0,0,0,288,303,2672,238,482,94,103,113,99,147,51,483,4469,Wellington (S)
26890,8,0,3,7,3,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,169,19,19,3,7,13,3,0,0,7,235,West Wimmera (S)
26980,8913,1752,2186,2619,3135,3495,1999,1700,47341,23,0,3,0,3,0,3,0,7,34,76,25283,7423,10338,2079,2538,2907,3369,3819,2267,2071,62088,Whitehorse (C)
27070,11555,1873,2142,2765,2159,2094,1292,1958,57623,40,4,7,0,0,0,0,3,9,48,107,33202,7222,13057,2212,2519,3074,2408,2365,1455,2446,69968,Whittlesea (C)
27170,511,91,116,75,45,75,78,58,1799,6,0,0,3,0,0,0,0,0,3,12,2145,286,692,131,155,90,82,102,91,141,3912,Wodonga (C)
27260,21220,3114,3323,3476,3308,3344,2056,1784,67166,35,10,10,3,3,0,4,5,5,319,398,24607,14047,25434,4094,4454,4308,3956,3974,2405,2708,89987,Wyndham (C)
27350,1839,386,498,575,709,797,529,448,13476,11,0,0,3,0,0,0,3,0,45,68,11323,2547,3377,948,1088,1176,1366,1496,1000,876,25206,Yarra (C)
27450,1416,223,319,283,253,223,132,240,7303,21,0,3,0,0,0,0,0,0,20,40,16403,1937,2572,395,495,429,393,337,187,778,23920,Yarra Ranges (S)
27630,28,4,11,13,5,4,3,4,105,0,0,0,0,0,0,0,0,0,3,3,262,8,37,3,9,23,9,4,3,26,390,Yarriambiack (S)
29399,36,7,7,5,34,41,24,30,325,0,0,0,3,0,0,0,0,0,0,3,488,78,92,19,20,21,42,58,33,47,883,Unincorporated Vic
30250,4,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,19,3,3,0,0,0,0,0,3,0,31,Aurukun (S)
30300,23,0,0,9,5,14,6,3,95,0,0,0,0,0,0,0,0,0,0,0,123,26,50,4,5,20,16,20,13,22,294,Balonne (S)
30370,201,28,87,48,25,50,28,16,609,0,0,0,0,0,0,0,0,0,0,0,516,98,295,62,117,73,37,67,35,45,1352,Banana (S)
30410,4,8,7,0,4,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,125,23,17,13,7,0,3,5,0,8,202,Barcaldine (R)
30450,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,3,0,0,28,Barcoo (S)
30760,5,0,3,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,80,3,13,0,3,9,0,0,0,3,118,Blackall-Tambo (R)
34710,13,9,5,0,4,10,0,4,78,0,0,0,0,0,0,0,0,0,0,0,244,28,40,13,15,7,6,7,0,27,387,Longreach (R)
34770,1807,315,399,253,280,211,115,112,4959,14,0,0,0,0,0,3,0,0,14,33,5846,1388,3203,686,704,414,405,291,171,373,13477,Mackay (R)
22310,5541,1249,1428,1655,2315,2426,1419,954,32877,39,0,5,0,0,0,0,3,10,35,95,24318,5034,7610,1735,1918,2061,2749,2842,1658,1412,51332,Glen Eira (C)
22410,71,12,22,15,5,18,11,8,332,3,0,0,0,0,0,0,0,0,0,3,998,109,166,28,30,29,24,20,14,49,1466,Glenelg (S)
22490,50,8,3,7,7,3,4,17,388,0,0,0,0,0,0,0,0,0,4,7,1485,124,164,28,18,16,18,14,6,97,1979,Golden Plains (S)
34800,6,0,0,0,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,87,12,22,3,3,3,8,3,0,8,142,McKinlay (S)
34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Mapoon (S)
34860,177,41,21,43,33,22,7,20,450,0,0,0,0,0,0,0,0,0,0,3,358,90,260,69,49,71,54,41,12,48,1052,Maranoa (R)
34880,158,30,37,40,67,86,31,113,1473,3,3,0,0,0,0,0,0,0,55,63,2363,238,302,60,75,73,92,119,47,245,3628,Mareeba (S)
35010,5723,1064,1110,856,829,969,748,796,22340,90,10,21,0,0,4,0,0,3,270,389,41499,10075,15648,2925,2868,2236,1752,1829,1209,2649,82681,Moreton Bay (R)
35250,10,3,0,3,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,13,3,13,3,0,3,3,7,0,0,52,Mornington (S)
35300,371,86,131,93,66,45,36,44,1270,4,3,0,0,0,0,0,0,0,3,9,1091,284,658,210,260,168,121,86,72,124,3074,Mount Isa (C)
35600,34,4,0,16,58,14,14,5,167,0,0,0,0,0,0,0,3,0,0,0,149,18,58,4,3,17,61,20,14,12,345,Murweh (S)
35670,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,0,19,Napranum (S)
35740,342,55,84,99,87,78,77,51,2121,36,3,13,0,3,0,0,0,0,31,82,7343,1431,1509,230,280,253,238,219,158,326,11971,Noosa (S)
35760,62,19,23,19,33,112,47,87,495,0,0,0,0,0,0,0,0,0,4,6,514,42,98,23,34,34,44,120,62,126,1086,North Burnett (R)
35780,3,0,3,0,0,0,4,4,31,0,0,0,0,0,0,0,0,0,0,0,66,9,12,3,3,4,3,0,4,13,125,Northern Peninsula Area (R)
35790,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,7,3,0,0,0,3,61,Palm Island (S)
35800,7,0,0,6,0,3,0,3,24,0,0,0,0,0,0,0,0,0,0,0,71,4,10,4,0,5,0,3,0,10,109,Paroo (S)
36070,5,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,15,3,10,0,0,0,0,3,3,3,36,Pormpuraaw (S)
36150,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,44,3,3,6,0,0,3,0,0,3,68,Quilpie (S)
36250,1562,250,280,253,239,226,119,209,7232,30,3,3,0,0,0,0,0,0,41,83,17643,4508,5747,1005,923,736,558,542,292,846,32793,Redland (C)
36300,4,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,34,5,11,3,3,3,3,4,4,3,64,Richmond (S)
36370,1373,198,329,264,179,233,115,119,3705,8,0,7,0,0,0,0,0,0,6,17,2891,757,1898,316,444,342,252,311,163,289,7666,Rockhampton (R)
36510,165,31,25,30,27,46,43,49,959,6,0,0,0,0,0,0,3,0,19,29,3825,609,628,102,60,106,77,83,61,241,5794,Scenic Rim (R)
36580,137,65,51,70,30,65,57,39,837,0,0,0,0,0,0,0,0,0,3,7,1879,243,256,95,79,83,44,76,64,135,2965,Somerset (R)
36630,151,23,33,30,37,38,14,25,624,8,0,0,0,0,0,0,0,0,9,13,2121,175,261,44,61,35,51,52,18,156,2962,South Burnett (R)
36660,174,26,61,50,55,51,33,76,1103,4,0,0,0,0,0,0,0,0,3,10,2406,249,330,53,100,90,68,73,41,196,3606,Southern Downs (R)
36720,2436,416,559,560,662,737,475,429,11580,66,9,7,3,3,0,0,0,0,77,164,31518,6695,9460,1565,1711,1563,1460,1554,903,1846,58280,Sunshine Coast (R)
36820,88,25,21,27,30,42,36,54,750,7,0,0,0,0,0,0,0,0,6,15,2401,211,249,46,45,43,35,88,81,165,3368,Tablelands (R)
36910,2398,411,562,764,648,748,493,264,8558,18,3,4,0,0,0,0,0,0,15,42,7805,2090,3546,645,801,985,826,899,576,588,18769,Toowoomba (R)
36950,24,6,3,3,7,5,0,8,113,0,0,0,0,0,0,0,0,0,0,3,161,20,47,3,5,7,9,8,4,19,282,Torres (S)
36960,12,3,8,4,7,0,0,36,150,0,0,0,0,0,0,7,3,0,3,14,106,8,17,4,8,3,11,3,0,43,199,Torres Strait Island (R)
37010,2791,529,500,548,555,620,335,323,9764,8,3,6,0,0,0,0,0,0,77,106,12458,2703,4989,975,932,891,875,929,544,886,26189,Townsville (C)
37300,56,8,8,4,4,3,6,3,164,0,0,0,0,0,0,0,0,0,0,0,217,46,81,38,17,8,10,11,9,19,461,Weipa (T)
37310,325,63,111,106,93,53,38,38,1025,9,0,4,0,0,0,0,0,0,0,12,1097,227,599,138,187,164,115,69,50,116,2774,Western Downs (R)
30900,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,4,3,0,0,32,Boulia (S)
31000,44055,8727,10185,12253,13242,14632,10534,6992,200450,203,23,54,13,6,18,19,27,35,950,1342,132429,42698,65638,13497,14789,16108,16953,18364,12959,11937,345381,Brisbane (C)
37340,315,74,111,119,179,271,133,244,2069,9,0,0,0,0,0,0,0,3,9,27,2956,512,725,201,234,227,313,418,223,439,6260,Whitsunday (R)
31750,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,4,3,0,3,0,4,0,0,0,44,Bulloo (S)
31820,559,83,141,158,174,312,206,253,3226,17,0,0,0,0,0,0,0,3,31,59,7152,814,1161,193,248,263,276,446,288,598,11438,Bundaberg (R)
31900,69,11,20,6,20,72,37,88,714,6,0,0,0,0,0,0,3,7,4,25,929,70,103,28,43,14,32,120,67,136,1542,Burdekin (S)
31950,0,0,0,3,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,60,4,3,0,0,3,0,0,0,4,76,Burke (S)
32080,3380,699,761,793,746,774,580,677,14739,35,0,3,0,3,0,5,3,8,40,102,17408,3959,5883,1222,1246,1238,1105,1145,906,1407,35528,Cairns (R)
32250,16,0,0,5,3,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,215,12,25,0,0,7,7,8,3,7,288,Carpentaria (S)
32260,423,44,74,88,127,183,109,119,1978,6,0,0,0,0,0,0,0,0,0,15,2528,244,596,76,108,115,161,270,180,222,4497,Cassowary Coast (R)
32270,388,68,91,76,84,49,23,56,1129,3,0,0,0,0,0,0,0,0,3,4,1380,377,777,204,197,134,125,74,46,136,3452,Central Highlands (R) (Qld)
32310,39,8,13,4,14,11,6,8,181,3,0,0,0,0,0,0,0,0,3,3,514,67,92,12,19,15,28,17,7,39,816,Charters Towers (R)
33800,34,3,16,8,3,6,6,18,415,0,0,0,0,0,0,0,0,0,0,0,914,31,76,6,18,9,12,17,7,63,1157,Hinchinbrook (S)
33830,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,23,Hope Vale (S)
33960,4399,766,986,786,786,712,375,516,17025,22,3,8,3,3,0,3,0,3,107,156,16859,5017,7969,1518,1803,1444,1241,1101,592,1289,38834,Ipswich (C)
32330,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,Cherbourg (S)
32450,65,3,15,15,5,10,3,3,153,0,0,0,0,0,0,0,0,0,0,0,206,38,101,17,22,24,14,14,5,17,467,Cloncurry (S)
32500,35,11,5,4,14,18,8,48,236,0,0,0,0,0,0,0,0,0,0,0,518,55,75,22,15,6,17,31,16,74,845,Cook (S)
32600,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,25,Croydon (S)
33980,303,73,78,49,50,36,28,22,883,3,0,0,0,0,0,0,0,0,3,5,1160,302,661,171,156,116,98,73,44,88,2871,Isaac (R)
34420,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,4,3,0,0,0,0,0,0,0,22,Kowanyama (S)
34530,144,22,33,28,42,26,22,41,711,4,0,0,0,0,0,0,0,0,46,57,2351,329,486,67,125,84,84,67,51,188,3823,Livingstone (S)
34570,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17,3,7,0,0,0,0,0,0,0,25,Lockhart River (S)
34580,296,58,89,160,196,342,221,182,2002,7,0,0,0,0,0,6,0,0,61,81,2385,393,549,98,121,188,237,395,249,368,4994,Lockyer Valley (R)
34590,8673,1488,1667,2392,1605,1375,1106,1109,36916,70,15,24,3,3,3,9,0,0,74,212,39650,10306,14976,2592,2978,3348,2346,2052,1441,2635,82323,Logan (C)
32750,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,23,0,8,4,0,0,0,4,0,0,44,Diamantina (S)
41140,18,3,3,13,3,6,8,3,114,0,0,0,0,0,0,0,0,0,0,0,649,47,58,8,18,21,6,6,12,32,853,Clare and Gilbert Valleys (DC)
41010,14,3,3,3,3,9,4,8,74,0,0,0,0,0,0,0,0,0,0,0,148,16,26,8,13,11,6,12,3,11,252,Ceduna (DC)
41060,3456,606,644,810,811,1015,630,684,20573,37,5,3,0,0,0,0,0,0,10,57,16994,2299,4537,864,892,1049,1024,1195,746,930,30538,Charles Sturt (C)
32770,4,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0,0,7,0,0,0,0,33,Doomadgee (S)
32810,121,25,38,27,70,73,50,47,828,4,0,0,0,0,0,0,0,0,4,7,1917,301,379,85,92,82,127,143,95,159,3383,Douglas (S)
33100,6,0,4,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,80,3,12,0,3,0,3,4,0,7,112,Etheridge (S)
33200,6,0,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,71,5,15,3,7,0,0,0,0,0,97,Flinders (S) (Qld)
33220,474,94,79,78,96,98,49,110,2732,38,0,3,0,0,0,0,0,0,63,108,10430,1135,1338,212,221,175,211,204,111,602,14638,Fraser Coast (R)
33360,956,248,285,222,242,206,108,97,3289,13,0,3,0,3,0,0,0,0,0,19,3991,806,1815,497,557,466,397,316,160,263,9277,Gladstone (R)
33430,10662,1902,2349,2736,3456,3345,2199,2309,54960,141,20,25,6,0,11,9,9,8,214,443,74734,20449,27630,5139,5505,5370,5841,5465,3576,5852,159562,Gold Coast (C)
33610,94,22,13,19,28,21,7,19,268,0,0,5,0,0,0,0,0,0,0,4,306,41,154,35,18,28,35,34,13,34,701,Goondiwindi (R)
33620,164,35,31,45,23,32,25,28,958,12,0,0,0,0,0,0,0,0,7,17,3939,419,511,80,88,114,41,85,40,186,5498,Gympie (R)
37400,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,85,4,8,0,0,5,0,3,0,3,106,Winton (S)
41560,45,7,7,13,19,11,0,4,230,3,0,0,0,0,0,0,0,0,5,5,1043,40,73,12,10,18,22,8,0,48,1285,Copper Coast (DC)
41750,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,45,0,3,0,0,0,5,0,0,9,69,Elliston (DC)
37550,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,12,Woorabinda (S)
47140,7091,1357,1248,1696,1243,1288,991,760,28444,46,3,8,0,0,0,0,3,0,45,110,21292,3650,7926,1496,1369,1832,1335,1393,1057,1262,42612,Salisbury (C)
47290,18,6,15,4,5,14,14,16,98,0,0,0,0,0,0,0,0,0,0,3,75,19,28,8,20,5,8,16,13,24,227,Southern Mallee (DC)
47490,11,0,0,0,3,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,89,3,16,0,0,0,3,0,0,4,119,Streaky Bay (DC)
47630,86,23,71,24,28,43,22,22,365,0,0,0,0,0,0,0,0,0,3,4,206,52,127,34,78,36,38,47,23,34,667,Tatiara (DC)
47700,2203,320,379,351,309,363,233,196,8803,31,0,0,0,0,3,0,0,0,13,46,14984,1631,3232,445,570,458,405,422,276,498,22918,Tea Tree Gully (C)
47800,17,3,3,0,4,5,5,5,79,0,0,0,0,0,0,0,0,0,0,0,303,33,43,4,7,6,11,9,6,17,434,The Coorong (DC)
47910,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,128,7,5,0,3,4,0,0,0,5,153,Tumby Bay (DC)
37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wujal Wujal (S)
37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Yarrabah (S)
50980,262,63,51,50,85,120,50,70,1036,8,0,0,0,0,5,0,0,0,8,29,1804,219,554,107,146,99,132,161,71,175,3473,Broome (S)
40070,983,282,503,739,1144,1395,834,407,7473,22,3,0,0,0,0,0,3,0,90,114,2580,618,1316,363,602,847,1242,1562,996,602,10729,Adelaide (C)
40120,203,26,37,42,28,35,22,35,1323,6,4,0,0,0,0,0,0,0,3,11,4571,631,602,71,101,102,76,64,37,188,6427,Adelaide Hills (DC)
40220,54,14,13,11,11,19,3,18,448,14,3,0,0,0,0,0,0,0,4,25,3234,213,261,38,51,35,33,42,16,178,4092,Alexandrina (DC)
40250,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,45,8,17,0,0,0,4,3,0,3,79,Anangu Pitjantjatjara (AC)
40310,60,10,10,24,10,16,4,8,339,3,0,0,0,0,0,0,0,0,0,3,2014,159,224,37,40,40,27,38,20,80,2680,Barossa (DC)
40430,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,172,3,12,0,0,0,0,0,0,5,192,Barunga West (DC)
40520,86,10,18,23,10,22,25,24,598,0,0,0,0,0,0,0,0,0,3,3,883,69,125,19,19,30,21,34,27,50,1273,Berri and Barmera (DC)
51470,0,0,0,0,0,6,10,0,21,0,0,0,0,0,0,0,0,0,0,0,59,9,4,5,7,4,0,6,8,3,97,Carnamah (S)
51540,86,8,36,24,22,34,37,44,543,3,3,0,0,0,0,0,0,0,0,8,851,82,162,24,60,43,38,44,48,79,1425,Carnarvon (S)
51610,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,120,13,23,4,7,3,7,3,0,4,184,Chapman Valley (S)
40700,1556,331,467,477,561,599,342,223,7999,11,0,0,0,0,0,0,0,0,3,16,6193,1308,2046,461,614,559,671,683,376,335,13246,Burnside (C)
40910,2380,489,580,495,546,655,387,315,12268,16,0,3,0,0,0,3,0,0,13,28,8772,1371,2824,559,647,583,593,736,428,431,16956,Campbelltown (C) (SA)
41190,0,0,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,69,12,7,0,3,3,3,4,0,4,104,Cleve (DC)
41330,69,14,27,14,10,3,11,9,325,0,0,0,0,0,0,0,0,0,0,0,319,18,81,13,25,17,13,10,9,19,518,Coober Pedy (DC)
