lga_code_2016,count_home_census_nt_0_14_yr,count_hom_census_nt_15_24_yr,count_hom_census_nt_25_34_yr,count_hom_census_nt_35_44_yr,count_hom_census_nt_45_54_yr,count_hom_census_nt_55_64_yr,count_hom_census_nt_65_74_yr,count_hom_census_nt_75_84_yr,count_hom_census_nt_85ov,counted_home_census_night_tot,vis_same_sa2_0_14_yr,vis_same_sa2_15_24_yr,vis_same_sa2_25_34_yr,vis_same_sa2_35_44_yr,vis_same_sa2_45_54_yr,vis_same_sa2_55_64_yr,vis_same_sa2_65_74_yr,vis_same_sa2_75_84_yr,vis_same_sa2_85ov,vis_same_sa2_total,vis_diff_sa2_nsw_0_14_yr,vis_diff_sa2_nsw_15_24_yr,vis_diff_sa2_nsw_25_34_yr,vis_diff_sa2_nsw_35_44_yr,vis_diff_sa2_nsw_45_54_yr,vis_diff_sa2_nsw_55_64_yr,vis_diff_sa2_nsw_65_74_yr,vis_diff_sa2_nsw_75_84_yr,vis_diff_sa2_nsw_85ov,vis_diff_sa2_nsw_total,vis_diff_sa2_vic_0_14_yr,vis_diff_sa2_vic_15_24_yr,vis_diff_sa2_vic_25_34_yr,vis_diff_sa2_vic_35_44_yr,vis_diff_sa2_vic_45_54_yr,vis_diff_sa2_vic_55_64_yr,vis_diff_sa2_vic_65_74_yr,vis_diff_sa2_vic_75_84_yr,vis_diff_sa2_vic_85ov,vis_diff_sa2_vic_total,vis_diff_sa2_qld_0_14_yr,vis_diff_sa2_qld_15_24_yr,vis_diff_sa2_qld_25_34_yr,vis_diff_sa2_qld_35_44_yr,vis_diff_sa2_qld_45_54_yr,vis_diff_sa2_qld_55_64_yr,vis_diff_sa2_qld_65_74_yr,vis_diff_sa2_qld_75_84_yr,vis_diff_sa2_qld_85ov,vis_diff_sa2_qld_total,vis_diff_sa2_sa_0_14_yr,vis_diff_sa2_sa_15_24_yr,vis_diff_sa2_sa_25_34_yr,vis_diff_sa2_sa_35_44_yr,vis_diff_sa2_sa_45_54_yr,vis_diff_sa2_sa_55_64_yr,vis_diff_sa2_sa_65_74_yr,vis_diff_sa2_sa_75_84_yr,vis_diff_sa2_sa_85ov,vis_diff_sa2_sa_total,vis_diff_sa2_wa_0_14_yr,vis_diff_sa2_wa_15_24_yr,vis_diff_sa2_wa_25_34_yr,vis_diff_sa2_wa_35_44_yr,vis_diff_sa2_wa_45_54_yr,vis_diff_sa2_wa_55_64_yr,vis_diff_sa2_wa_65_74_yr,vis_diff_sa2_wa_75_84_yr,vis_diff_sa2_wa_85ov,vis_diff_sa2_wa_total,vis_diff_sa2_tas_0_14_yr,vis_diff_sa2_tas_15_24_yr,vis_diff_sa2_tas_25_34_yr,vis_diff_sa2_tas_35_44_yr,vis_diff_sa2_tas_45_54_yr,vis_diff_sa2_tas_55_64_yr,vis_diff_sa2_tas_65_74_yr,vis_diff_sa2_tas_75_84_yr,vis_diff_sa2_tas_85ov,vis_diff_sa2_tas_total,vis_diff_sa2_nt_0_14_yr,vis_diff_sa2_nt_15_24_yr,vis_diff_sa2_nt_25_34_yr,vis_diff_sa2_nt_35_44_yr,vis_diff_sa2_nt_45_54_yr,vis_diff_sa2_nt_55_64_yr,vis_diff_sa2_nt_65_74_yr,vis_diff_sa2_nt_75_84_yr,vis_diff_sa2_nt_85ov,vis_diff_sa2_nt_total,vis_diff_sa2_act_0_14_yr,vis_diff_sa2_act_15_24_yr,vis_diff_sa2_act_25_34_yr,vis_diff_sa2_act_35_44_yr,vis_diff_sa2_act_45_54_yr,vis_diff_sa2_act_55_64_yr,vis_diff_sa2_act_65_74_yr,vis_diff_sa2_act_75_84_yr,vis_diff_sa2_act_85ov,vis_diff_sa2_act_total,vis_diff_sa2_ot_0_14_yr,vis_diff_sa2_ot_15_24_yr,vis_diff_sa2_ot_25_34_yr,vis_diff_sa2_ot_35_44_yr,vis_diff_sa2_ot_45_54_yr,vis_diff_sa2_ot_55_64_yr,vis_diff_sa2_ot_65_74_yr,vis_diff_sa2_ot_75_84_yr,vis_diff_sa2_ot_85ov,vis_diff_sa2_ot_total,vis_diff_sa2_tot_0_14_yr,vis_diff_sa2_tot_15_24_yr,vis_diff_sa2_tot_25_34_yr,vis_diff_sa2_tot_35_44_yr,vis_diff_sa2_tot_45_54_yr,vis_diff_sa2_tot_55_64_yr,vis_diff_sa2_tot_65_74_yr,vis_diff_sa2_tot_75_84_yr,vis_diff_sa2_tot_85ov,vis_diff_sa2_tot_total,tot_visitrs_0_14_yr,tot_visitrs_15_24_yr,tot_visitrs_25_34_yr,tot_visitrs_35_44_yr,tot_visitrs_45_54_yr,tot_visitrs_55_64_yr,tot_visitrs_65_74_yr,tot_visitrs_75_84_yr,tot_visitrs_85ov,tot_visitrs_total,os_vis_0_14_yr,os_vis_15_24_yr,os_vis_25_34_yr,os_vis_35_44_yr,os_vis_45_54_yr,os_vis_55_64_yr,os_vis_65_74_yr,os_vis_75_84_yr,os_vis_85_yr_over,os_vis_tot,total_0_14_yr,total_15_24_yr,total_25_34_yr,total_35_44_yr,total_45_54_yr,total_55_64_yr,total_65_74_yr,total_75_84_yr,total_85ov,total_total,lga_name16
53640,233,99,157,144,157,185,99,28,9,1112,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,8,3,11,11,5,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,8,7,11,13,8,4,0,76,6,19,12,10,10,13,8,4,0,80,0,3,3,0,0,0,0,0,0,6,244,118,174,150,170,201,107,37,9,1200,Gnowangerup (S)
54280,6736,3580,4965,4265,3896,2891,1265,532,147,28273,5,4,9,3,3,3,8,0,0,38,6,6,3,7,12,45,38,0,0,116,5,13,18,22,34,38,89,6,0,228,0,6,10,13,11,22,28,5,0,106,3,4,7,3,20,22,39,4,0,98,99,220,376,242,259,259,123,27,14,1624,0,0,6,0,6,18,16,0,0,49,0,3,3,3,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,115,254,423,289,344,402,333,51,14,2228,123,257,430,298,349,405,343,46,14,2268,8,41,39,22,12,40,20,3,0,190,6873,3875,5432,4582,4257,3338,1628,583,159,30734,Kalgoorlie/Boulder (C)
54310,5190,2272,4312,3773,2788,1475,383,78,15,20286,11,3,20,10,5,4,0,0,0,50,9,3,42,47,55,53,53,13,0,280,10,6,41,78,95,86,92,15,0,424,10,13,68,77,91,83,54,10,3,408,5,0,27,23,40,35,48,13,0,195,103,176,668,619,690,560,340,78,10,3255,0,0,4,9,18,19,22,0,0,77,0,0,0,0,5,3,0,0,0,13,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,134,207,853,867,994,847,611,126,13,4645,147,210,872,875,997,847,613,126,13,4694,9,39,71,33,47,42,28,5,0,285,5344,2525,5251,4680,3831,2363,1026,209,26,25261,Karratha (C)
53920,792,458,547,389,311,261,109,37,7,2916,30,23,7,9,5,0,0,0,0,82,5,15,4,4,10,37,46,0,0,120,4,11,3,4,11,27,57,12,0,133,11,3,5,7,13,18,18,0,0,82,0,0,0,0,6,3,15,0,0,22,46,65,75,53,64,70,55,7,0,439,0,0,0,0,3,3,3,0,0,6,0,4,3,5,3,0,0,0,0,16,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,61,98,95,78,103,168,195,22,0,820,88,124,100,87,107,170,194,23,0,901,8,28,60,6,19,7,7,0,0,133,890,609,710,484,439,441,313,57,12,3956,Halls Creek (S)
53990,5765,2865,2903,3304,3498,3016,2169,1006,276,24809,4,10,4,0,3,0,9,0,0,34,0,0,0,0,0,3,4,0,0,9,0,3,4,0,3,4,3,0,0,20,0,4,3,0,0,4,8,3,0,17,0,0,0,0,0,0,3,0,0,6,107,179,120,75,73,80,60,23,9,731,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,190,123,75,82,93,78,30,14,791,114,194,132,79,85,95,82,35,16,826,31,37,40,4,8,19,10,4,0,151,5909,3091,3073,3391,3595,3130,2263,1041,290,25782,Harvey (S)
54060,594,262,248,351,429,508,515,247,77,3229,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,6,3,0,15,0,0,0,3,6,11,7,3,0,30,0,0,0,0,0,12,12,7,0,31,0,0,4,0,0,4,3,3,0,10,25,27,60,47,34,68,72,18,6,357,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,57,50,43,101,95,29,6,434,25,26,63,50,45,101,96,36,6,448,3,0,3,0,0,3,0,0,0,12,624,292,317,402,474,615,612,280,83,3693,Irwin (S)
54130,225,55,146,122,160,160,81,42,8,1003,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,3,0,0,8,0,0,0,0,0,4,0,0,0,7,13,3,10,5,12,21,7,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,10,6,17,24,6,0,0,94,13,7,14,6,17,24,6,0,0,94,0,0,3,0,0,0,0,0,0,3,239,66,163,130,182,192,86,46,5,1104,Jerramungup (S)
53710,201,64,96,115,142,143,110,68,28,967,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,3,7,8,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,3,10,8,3,0,41,0,13,3,5,3,10,13,3,0,45,0,3,0,0,0,0,0,0,0,3,201,74,102,119,145,145,119,70,28,1009,Goomalling (S)
53780,24274,15360,18240,16893,14192,11440,7882,3944,1357,113587,19,19,19,18,11,13,13,15,0,133,6,7,5,7,3,5,6,0,0,44,0,8,12,3,7,8,9,0,0,53,3,8,8,6,10,10,13,3,0,59,0,0,0,0,0,3,7,0,0,10,354,536,462,289,249,191,135,70,32,2308,0,3,0,0,3,4,0,0,0,9,0,0,0,0,7,3,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,358,562,482,310,283,226,174,76,38,2513,378,585,499,334,295,244,192,87,36,2647,87,121,182,75,173,472,249,45,4,1410,24741,16070,18921,17299,14662,12154,8325,4075,1396,117642,Gosnells (C)
53800,7789,4526,4301,4542,5148,4312,3010,1698,593,35917,17,15,9,9,3,4,11,12,0,74,4,3,5,3,9,36,59,8,0,125,0,4,3,11,15,27,43,10,0,122,4,16,14,9,7,27,28,3,0,101,4,3,15,9,9,20,21,4,0,80,200,250,294,204,263,276,156,98,50,1795,0,0,0,0,0,7,19,0,0,22,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,6,0,0,9,0,0,0,0,0,0,0,0,0,3,217,276,332,230,301,396,329,129,52,2268,235,293,338,235,309,400,340,134,54,2338,27,33,52,35,46,55,21,9,0,275,8052,4860,4688,4809,5506,4767,3369,1836,649,38535,Greater Geraldton (C)
54170,29013,19812,16106,19770,22458,19757,13046,5374,2310,147650,5,17,20,3,8,11,30,6,13,115,18,15,20,19,18,27,29,7,0,147,3,18,16,14,11,30,17,16,3,136,3,3,13,8,12,13,14,3,3,66,3,0,7,4,8,6,8,7,6,47,501,584,636,346,274,265,250,219,129,3209,0,0,0,0,0,6,18,0,0,23,0,0,5,3,3,8,3,0,0,23,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,5,522,618,691,401,322,356,338,258,145,3658,524,631,707,409,336,369,369,265,151,3764,112,301,158,111,101,188,151,56,9,1183,29644,20753,16976,20287,22892,20317,13568,5700,2474,152604,Joondalup (C)
54200,10889,6908,6548,7240,7549,6487,5248,2771,866,54512,7,6,4,0,7,3,11,11,3,45,3,6,4,5,3,12,10,3,0,43,3,3,7,8,3,25,22,8,0,81,0,0,8,3,4,11,17,3,0,49,0,0,0,8,5,16,7,0,0,32,193,242,212,157,136,125,81,46,22,1217,4,3,3,3,9,3,3,0,0,24,3,0,0,3,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,256,239,183,151,193,144,55,23,1466,214,262,241,183,163,197,154,68,27,1509,27,61,44,26,41,82,52,22,3,360,11128,7237,6837,7455,7761,6767,5446,2860,898,56382,Kalamunda (S)
54340,808,438,454,479,537,504,338,226,87,3867,4,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,8,4,0,4,0,3,0,0,0,0,14,0,0,4,3,0,3,0,0,0,11,13,43,39,28,23,21,9,10,6,185,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,46,52,34,27,25,9,10,6,232,24,46,52,41,31,25,9,10,6,239,0,13,4,0,4,3,7,0,0,27,830,491,509,519,572,531,355,241,87,4141,Katanning (S)
54410,215,92,114,114,186,147,137,103,47,1156,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,6,5,3,5,0,34,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,9,8,4,5,0,38,0,8,8,3,9,6,4,5,0,41,0,0,0,0,0,0,0,0,0,3,219,95,121,117,199,156,142,105,46,1201,Kellerberrin (S)
54480,128,22,57,92,80,61,46,13,3,506,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,4,3,3,3,21,0,0,9,0,5,4,3,3,3,25,0,0,3,0,0,0,0,0,0,3,130,22,62,96,89,65,54,17,5,538,Kent (S)
54550,416,120,213,205,293,264,190,108,56,1865,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,16,8,3,11,12,4,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,15,3,14,9,9,3,0,77,5,15,16,3,9,9,9,3,0,78,0,3,0,3,0,0,3,0,0,15,424,136,225,211,309,278,205,116,55,1954,Kojonup (S)
54830,8496,4937,7110,5644,4360,3138,2032,1052,301,37075,7,0,3,3,3,0,6,3,0,27,5,3,3,5,0,6,6,3,0,31,0,0,3,0,3,9,0,0,0,15,0,0,0,0,6,3,8,0,0,19,0,0,0,0,0,3,0,0,0,6,140,171,187,112,98,57,54,34,11,863,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,177,193,127,105,78,70,35,12,950,160,179,199,127,111,79,74,38,12,977,6,30,37,18,32,126,53,19,3,324,8657,5143,7342,5791,4509,3345,2160,1103,321,38376,Kwinana (C)
54620,158,39,109,108,122,118,78,47,12,783,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,7,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,8,15,60,59,39,37,9,3,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,8,11,64,61,43,46,26,3,0,267,11,11,64,62,48,47,26,3,0,271,0,11,3,0,0,3,3,0,0,15,167,59,173,169,169,165,108,52,11,1075,Kondinin (S)
54690,87,19,35,49,47,75,43,24,7,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,3,3,0,17,0,0,4,3,3,6,3,4,0,19,0,0,0,0,0,0,0,0,0,0,84,17,38,52,53,77,43,26,7,402,Koorda (S)
54760,145,38,75,103,119,84,73,40,20,694,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,7,7,0,9,0,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,9,0,11,0,0,31,3,7,7,0,9,4,11,0,0,37,0,0,0,0,0,0,0,0,0,0,149,45,85,101,122,88,78,36,20,731,Kulin (S)
54900,250,70,155,168,164,166,93,47,11,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,11,18,15,11,16,12,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,17,19,14,23,12,0,0,106,11,11,17,20,14,23,12,0,0,109,0,3,4,0,0,0,3,0,0,17,260,84,178,187,177,186,103,49,11,1243,Lake Grace (S)
54970,143,100,277,160,204,133,39,19,3,1076,3,0,6,3,4,0,0,0,0,10,0,0,7,6,5,3,8,0,0,32,0,0,11,4,3,12,7,0,0,42,0,4,11,9,15,4,0,0,0,42,0,0,5,10,5,5,0,0,0,27,3,102,366,334,309,177,18,3,0,1306,0,0,5,3,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,109,404,373,344,204,30,3,0,1467,5,109,407,370,350,201,30,3,0,1484,0,0,7,6,0,3,0,0,0,15,146,207,697,541,554,337,78,22,3,2575,Laverton (S)
57700,6303,3344,4184,3533,3485,2464,1514,627,176,25620,8,0,3,4,4,0,3,0,0,27,0,0,0,0,3,0,3,0,0,12,4,0,3,0,0,3,8,3,0,20,0,0,0,0,3,4,4,0,0,16,0,0,0,0,0,0,3,3,0,10,81,127,103,57,56,61,37,16,15,552,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,131,104,60,67,76,58,26,15,614,94,137,106,62,71,75,56,26,18,644,10,20,16,11,15,46,25,5,0,157,6404,3498,4306,3610,3577,2587,1598,650,187,26423,Serpentine-Jarrahdale (S)
55040,223,111,327,231,214,133,63,14,5,1318,0,0,0,0,6,0,0,0,0,6,0,3,11,8,8,10,10,0,0,43,0,0,18,9,11,13,8,0,0,60,0,3,17,23,8,7,7,0,0,61,0,0,9,7,3,11,9,0,0,40,6,79,369,293,272,176,25,0,0,1229,0,0,0,3,3,6,0,0,0,18,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,90,434,341,309,213,64,6,0,1460,6,91,435,341,306,213,64,6,0,1465,0,5,5,3,6,6,3,0,0,31,223,203,773,582,530,354,123,19,6,2813,Leonora (S)
55110,14202,8595,7919,8550,9587,9203,8976,5624,2019,74674,8,7,3,7,10,14,24,15,4,93,4,3,6,4,8,7,15,3,0,60,4,9,9,3,13,18,30,10,3,88,10,11,3,8,13,19,19,4,0,81,0,3,3,0,4,12,14,11,3,52,344,444,416,267,257,312,239,139,54,2475,4,0,3,3,7,9,11,4,0,40,3,3,5,0,8,0,0,0,0,12,0,0,0,0,3,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,369,468,446,286,308,375,336,172,65,2819,382,473,451,291,320,386,357,186,69,2915,29,59,45,44,43,108,66,16,4,413,14611,9126,8415,8888,9945,9698,9397,5830,2092,78003,Mandurah (C)
55180,1670,914,776,926,1312,1308,938,521,182,8548,0,3,0,0,0,0,3,4,0,13,0,4,0,5,0,10,26,4,0,59,3,0,3,3,0,3,4,0,0,15,0,0,0,0,4,8,10,5,0,27,0,0,3,0,3,5,0,0,0,11,71,59,82,64,83,71,76,27,10,546,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,67,95,74,89,102,119,36,10,670,76,69,97,76,89,98,122,42,10,681,0,46,59,18,24,25,4,0,0,179,1755,1025,924,1017,1427,1431,1059,560,192,9402,Manjimup (S)
55250,181,101,213,163,125,122,63,6,3,980,0,0,4,0,0,0,0,0,0,3,0,0,4,3,0,3,14,3,0,33,0,3,7,5,3,8,8,0,0,25,0,0,10,11,4,0,0,0,0,21,0,0,3,0,4,3,0,0,0,11,5,46,187,166,189,82,54,10,0,733,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,47,212,177,204,92,72,17,0,836,5,47,216,177,204,92,72,17,0,843,0,3,11,3,6,3,0,0,0,32,189,148,440,346,341,216,139,22,3,1850,Meekatharra (S)
55320,16582,12678,10630,11770,12828,12053,8832,5405,3066,93839,5,7,6,10,3,5,12,19,3,71,4,3,13,4,3,16,14,7,3,74,3,10,21,5,7,14,19,9,8,94,3,0,8,0,12,9,11,3,0,47,0,7,0,3,4,12,3,0,0,29,234,430,452,267,273,324,318,274,162,2735,0,0,0,0,0,3,9,5,0,20,0,0,0,3,0,3,0,0,0,9,0,4,0,3,0,0,0,0,0,5,5,0,0,0,0,3,0,0,0,5,246,454,498,293,303,389,378,293,170,3027,253,464,502,305,307,396,385,312,175,3092,113,349,203,129,129,203,132,35,13,1308,16942,13489,11338,12203,13262,12651,9351,5755,3250,98236,Melville (C)
55950,109,23,74,62,60,81,45,34,13,495,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,3,0,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,9,0,7,0,29,6,0,8,5,0,9,0,10,0,35,0,0,0,0,0,0,0,0,0,0,117,26,77,65,62,89,51,41,13,538,Mukinbudin (S)
55530,85,36,59,53,55,76,36,16,7,416,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,11,0,0,0,0,0,0,3,0,3,6,0,5,7,10,17,35,21,17,3,119,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,17,42,43,21,4,153,0,10,12,10,17,39,43,21,4,155,0,0,0,0,0,0,0,0,0,0,85,41,73,67,70,116,78,40,10,573,Mingenew (S)
55390,50,67,87,73,73,51,28,5,0,441,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,7,0,0,0,21,0,0,5,0,3,8,3,0,0,18,0,0,3,0,3,0,8,0,0,22,0,0,3,3,0,8,0,0,0,15,0,32,137,106,85,39,10,3,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,151,114,105,62,22,3,0,495,3,36,151,114,105,62,22,3,0,499,0,0,0,0,0,0,0,0,0,0,53,103,244,188,182,119,53,12,4,941,Menzies (S)
55460,643,468,375,351,410,399,283,138,61,3133,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,4,11,46,22,19,20,29,27,7,3,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,11,46,21,16,20,38,34,8,3,210,11,46,22,22,27,38,34,8,3,212,0,48,6,0,0,0,0,0,0,59,656,566,402,369,438,433,316,149,70,3405,Merredin (S)
56090,6479,4414,3907,4643,5762,4970,3780,1643,568,36174,8,5,5,5,3,3,11,5,0,46,0,3,3,0,0,3,4,0,0,16,3,3,5,5,3,5,6,4,0,39,4,0,3,7,3,7,12,3,0,30,0,0,0,0,3,3,0,0,0,7,122,143,170,104,90,87,68,33,21,832,0,0,0,0,3,0,5,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,131,153,188,119,100,104,93,47,21,952,140,161,189,123,98,107,105,50,20,996,21,31,15,17,21,20,18,3,3,144,6640,4600,4120,4779,5885,5100,3904,1695,592,37318,Mundaring (S)
57770,166,51,123,122,113,140,128,35,14,881,0,0,0,0,0,0,0,0,0,3,6,0,3,9,3,27,34,0,0,77,9,0,0,7,18,38,66,11,0,144,3,0,4,5,4,28,34,8,0,78,0,0,0,3,0,15,20,3,0,46,48,21,70,70,98,196,267,114,24,900,10,0,3,3,0,5,5,0,0,26,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,4,7,3,0,22,0,0,0,0,0,0,0,0,0,0,65,22,84,90,125,306,439,139,24,1294,65,22,80,90,125,306,436,139,24,1300,6,33,30,7,30,24,3,0,0,140,239,105,234,218,265,472,569,169,40,2314,Shark Bay (S)
57840,5974,6000,6676,5149,5007,4863,3414,1712,1084,39883,3,16,4,0,0,10,3,9,3,42,5,3,10,15,10,27,18,7,0,85,0,0,15,7,13,12,11,0,0,66,0,4,8,6,16,11,10,0,0,55,4,3,11,7,9,13,3,0,0,52,108,297,235,144,135,147,100,52,28,1260,0,0,0,0,0,0,3,0,0,11,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,3,3,0,0,7,0,0,3,0,4,0,0,0,0,5,124,314,275,180,184,222,153,65,30,1547,124,327,276,180,185,232,155,74,31,1595,54,246,111,81,76,99,80,20,3,771,6155,6581,7069,5407,5267,5198,3646,1802,1124,42253,South Perth (C)
