lga_code_2016,earners_persons,median_age_of_earners_years,income_aud,median_aud,mean_aud,p80_to_p20_ratio,p80_to_p50_ratio,p20_to_p50_ratio,p10_to_p50_ratio,gini_coefficient_no,income_share_top_1pc,income_share_top_5pc,income_share_top_10pc,lowest_quartile_pc,second_quartile_pc,third_quartile_pc,highest_quartile_pc,lga_name16
13910,9381.0,46.0,453011052.0,40065.0,48290.0,4.77,1.8,0.38,0.14,0.465,6.7,20.1,31.2,28.8,30.4,24.2,16.7,Hilltops (A)
14000,87263.0,45.0,6015939259.0,51350.0,68940.0,5.85,2.03,0.35,0.14,0.496,8.4,22.0,33.8,25.1,21.4,21.5,32.0,Hornsby (A)
14100,8381.0,48.0,1106738749.0,66407.0,132053.0,7.55,2.39,0.32,0.14,0.642,19.7,39.7,51.6,21.2,17.5,17.4,43.9,Hunters Hill (A)
14170,111712.0,39.0,8699363548.0,57301.0,77873.0,4.76,1.9,0.4,0.21,0.485,9.9,23.9,35.1,19.7,21.3,23.9,35.1,Inner West (A)
14200,7918.0,45.0,343571784.0,38583.0,43391.0,4.92,1.69,0.34,0.11,0.474,6.8,18.9,30.1,30.8,30.3,25.8,13.1,Inverell (A)
14300,2796.0,44.0,140507025.0,43383.0,50253.0,4.69,1.76,0.37,0.15,0.44,5.7,17.3,28.6,26.6,27.4,27.3,18.7,Junee (A)
14350,12710.0,49.0,522079201.0,34724.0,41076.0,5.86,1.86,0.32,0.1,0.475,6.0,18.2,29.9,34.2,30.9,21.7,13.2,Kempsey (A)
14400,12701.0,49.0,747745595.0,43820.0,58873.0,6.11,2.09,0.34,0.13,0.493,7.9,21.3,32.9,28.6,24.1,20.5,26.7,Kiama (A)
14500,75151.0,48.0,7774891731.0,57237.0,103457.0,8.06,2.48,0.31,0.13,0.601,14.1,32.6,45.2,24.9,18.9,16.7,39.5,Ku-ring-gai (A)
14550,4252.0,50.0,159331986.0,30904.0,37472.0,7.71,1.96,0.25,0.05,0.521,6.7,19.8,31.9,38.9,29.3,20.9,10.9,Kyogle (A)
14600,3293.0,45.0,173751550.0,42495.0,52764.0,4.79,1.88,0.39,0.14,0.47600000000000003,6.9,20.2,31.6,26.9,27.8,24.6,20.6,Lachlan (A)
14650,105457.0,45.0,6010744845.0,45909.0,56997.0,5.12,1.88,0.37,0.14,0.46,6.9,19.5,30.7,25.9,25.0,24.8,24.3,Lake Macquarie (C)
14700,22407.0,42.0,2310343126.0,64880.0,103108.0,5.99,2.1,0.35,0.16,0.562,13.4,30.7,42.7,19.9,17.7,20.6,41.8,Lane Cove (A)
14750,5931.0,44.0,283862653.0,43722.0,47861.0,4.34,1.68,0.39,0.15,0.42700000000000005,5.4,16.6,26.9,25.9,28.4,29.3,16.4,Leeton (A)
14850,22440.0,47.0,1019414012.0,38901.0,45428.0,4.99,1.77,0.36,0.13,0.45799999999999996,6.9,19.0,29.9,30.3,30.0,24.9,14.8,Lismore (C)
14870,9663.0,46.0,536688377.0,43472.0,55541.0,5.71,2.05,0.36,0.13,0.473,5.6,18.2,30.6,27.4,26.5,21.8,24.4,Lithgow (C)
14900,95737.0,40.0,5182492407.0,47606.0,54133.0,3.88,1.68,0.43,0.23,0.39799999999999996,5.5,16.4,26.6,22.0,27.1,29.8,21.1,Liverpool (C)
14920,3932.0,48.0,182719757.0,38221.0,46470.0,6.3,1.91,0.3,0.07,0.534,7.1,21.2,33.4,32.0,27.8,22.3,17.9,Liverpool Plains (A)
14950,1703.0,48.0,86601960.0,43054.0,50853.0,4.77,1.85,0.39,0.17,0.45399999999999996,5.4,17.6,28.8,26.0,28.4,25.3,20.3,Lockhart (A)
15050,39544.0,41.0,2372559497.0,49039.0,59998.0,4.72,1.86,0.39,0.17,0.444,6.2,18.1,29.4,23.3,24.5,25.4,26.8,Maitland (C)
15240,41711.0,51.0,1784873428.0,34420.0,42791.0,6.53,1.92,0.29,0.08,0.499,7.6,20.9,32.6,35.3,30.1,20.4,14.2,Mid-Coast (A)
15270,11985.0,45.0,651779385.0,40989.0,54383.0,6.42,2.17,0.34,0.11,0.513,6.5,19.5,32.4,29.4,26.6,20.5,23.5,Mid-Western Regional (A)
15300,6863.0,43.0,373432276.0,44543.0,54412.0,4.89,1.75,0.36,0.12,0.591,14.3,28.2,38.8,26.2,26.7,27.6,19.5,Moree Plains (A)
15350,19631.0,47.0,3049288565.0,71177.0,155330.0,7.52,2.5,0.33,0.15,0.6579999999999999,20.0,41.5,54.2,19.4,16.6,17.5,46.5,Mosman (A)
15520,5929.0,48.0,285215231.0,38940.0,48105.0,5.64,1.88,0.33,0.11,0.489,7.0,20.6,32.0,30.9,27.8,23.7,17.5,Murray River (A)
15560,2243.0,46.0,112923125.0,41310.0,50345.0,4.47,1.82,0.41,0.13,0.485,6.0,20.7,32.4,27.8,28.2,26.4,17.6,Murrumbidgee (A)
15650,8246.0,42.0,557283706.0,51184.0,67582.0,6.02,2.33,0.39,0.17,0.46399999999999997,5.5,17.1,28.3,22.7,23.7,20.4,33.2,Muswellbrook (A)
15700,8663.0,51.0,353805453.0,33378.0,40841.0,6.44,1.89,0.29,0.08,0.49200000000000005,6.9,20.0,31.7,36.0,30.2,21.3,12.5,Nambucca (A)
15750,7167.0,45.0,374581570.0,42163.0,52265.0,5.42,1.88,0.35,0.12,0.505,8.7,21.4,32.9,28.2,26.8,24.4,20.5,Narrabri (A)
15800,3070.0,47.0,143019239.0,39979.0,46586.0,4.77,1.81,0.38,0.15,0.45299999999999996,5.5,17.8,29.0,28.8,30.1,24.7,16.3,Narrandera (A)
15850,3438.0,46.0,165138913.0,40088.0,48033.0,5.3,1.91,0.36,0.12,0.488,6.5,19.4,30.8,28.4,29.0,24.0,18.6,Narromine (A)
15900,85036.0,41.0,5247205770.0,48915.0,61706.0,4.87,1.85,0.38,0.16,0.465,8.2,21.1,32.0,24.0,24.0,25.2,26.8,Newcastle (C)
15950,48133.0,39.0,5004580564.0,70602.0,103974.0,5.2,1.94,0.37,0.19,0.535,14.0,29.5,40.6,17.5,16.5,21.0,44.9,North Sydney (A)
15990,165544.0,44.0,13581487201.0,53060.0,82042.0,5.55,2.08,0.37,0.18,0.545,13.5,29.1,40.9,22.8,22.1,22.0,33.1,Northern Beaches (A)
16100,2805.0,48.0,143941325.0,44683.0,51316.0,4.97,1.75,0.35,0.13,0.444,5.7,17.3,28.0,26.7,25.0,27.6,20.7,Oberon (A)
16150,21451.0,42.0,1247366364.0,48151.0,58150.0,4.54,1.85,0.41,0.18,0.44,6.5,18.5,29.2,23.1,25.6,25.7,25.6,Orange (C)
16200,7548.0,45.0,385675825.0,42096.0,51096.0,5.39,1.92,0.36,0.15,0.455,5.7,17.7,29.0,27.7,27.6,23.4,21.4,Parkes (A)
16260,125064.0,39.0,7305365543.0,48374.0,58413.0,4.95,1.85,0.37,0.16,0.449,6.3,18.5,29.6,25.2,23.5,25.3,26.1,Parramatta (C)
16350,105771.0,40.0,5992377686.0,50776.0,56654.0,3.7,1.65,0.45,0.23,0.389,5.3,15.9,25.9,20.0,25.6,30.9,23.5,Penrith (C)
11300,20941.0,38.0,1148846623.0,40677.0,54861.0,5.25,2.0,0.38,0.17,0.49,8.8,22.4,33.9,29.7,26.0,22.8,21.4,Burwood (A)
11350,19849.0,46.0,932434459.0,32263.0,46976.0,5.67,2.06,0.36,0.15,0.542,12.5,27.2,38.8,36.4,30.1,18.4,15.1,Byron (A)
11400,7215.0,47.0,395870611.0,43402.0,54868.0,5.25,1.9,0.36,0.13,0.489,8.9,21.6,32.8,27.9,25.6,24.4,22.1,Cabonne (A)
11450,41085.0,40.0,2559655716.0,54110.0,62301.0,3.86,1.69,0.44,0.23,0.402,5.8,16.7,26.9,19.0,23.5,28.5,29.0,Camden (A)
11500,79227.0,40.0,4137061633.0,47465.0,52218.0,3.7,1.63,0.44,0.22,0.382,4.7,15.1,25.2,21.8,27.4,31.7,19.1,Campbelltown (C) (NSW)
11520,52812.0,41.0,4034014375.0,55457.0,76384.0,5.46,1.98,0.36,0.17,0.501,9.8,23.9,35.5,22.4,20.8,22.3,34.5,Canada Bay (A)
11570,165369.0,40.0,8274381481.0,41707.0,50036.0,4.39,1.81,0.41,0.19,0.435,6.2,18.0,28.9,27.5,28.2,25.9,18.4,Canterbury-Bankstown (A)
11600,1667.0,43.0,88843623.0,41385.0,53296.0,4.95,1.83,0.37,0.14,0.49700000000000005,7.1,22.3,34.1,27.5,27.4,26.7,18.4,Carrathool (A)
11650,171604.0,45.0,9217861869.0,43676.0,53716.0,4.72,1.85,0.39,0.17,0.452,7.1,19.5,30.4,26.2,27.5,25.2,21.2,Central Coast (C) (NSW)
11700,729.0,47.0,44485935.0,47308.0,61023.0,4.56,1.92,0.42,0.2,0.46799999999999997,5.4,20.9,32.1,22.7,26.3,24.8,26.3,Central Darling (A)
11720,25279.0,42.0,1415155585.0,44723.0,55981.0,4.87,1.93,0.4,0.17,0.45399999999999996,6.1,18.1,29.8,25.2,27.2,23.8,23.8,Cessnock (C)
11730,23361.0,49.0,972978190.0,35017.0,41650.0,5.96,1.87,0.31,0.1,0.478,6.2,18.7,30.3,34.2,30.9,21.3,13.6,Clarence Valley (A)
11750,2416.0,41.0,169846814.0,57083.0,70301.0,5.24,1.92,0.37,0.17,0.451,6.6,18.0,28.6,21.3,21.8,19.8,37.1,Cobar (A)
11800,38956.0,46.0,1865248124.0,38683.0,47881.0,5.15,1.84,0.36,0.14,0.474,8.2,21.1,32.1,30.8,29.4,23.5,16.4,Coffs Harbour (C)
12000,2321.0,47.0,116692827.0,42784.0,50277.0,5.49,1.83,0.33,0.1,0.46299999999999997,5.4,18.3,29.6,28.4,26.5,24.6,20.5,Coolamon (A)
12150,1844.0,46.0,84871241.0,41027.0,46026.0,6.21,1.83,0.3,0.07,0.603,10.0,23.6,35.2,30.0,27.8,23.5,18.7,Coonamble (A)
12350,6262.0,48.0,280326189.0,37811.0,44766.0,5.2,1.78,0.34,0.13,0.47,7.9,19.8,30.8,31.5,30.8,23.2,14.5,Cowra (A)
12380,103809.0,37.0,4953828437.0,40786.0,47721.0,4.35,1.79,0.41,0.19,0.424,5.2,16.8,27.7,28.3,28.8,26.2,16.8,Cumberland (A)
12700,4725.0,48.0,240241250.0,39918.0,50845.0,6.37,2.07,0.32,0.1,0.501,7.1,20.1,32.0,31.3,26.5,20.7,21.4,Dungog (A)
12730,5305.0,47.0,260819771.0,40870.0,49165.0,5.0,1.8,0.36,0.13,0.47200000000000003,7.2,19.9,30.9,29.1,27.7,25.2,17.9,Edward River (A)
12750,18969.0,52.0,815499646.0,34509.0,42991.0,5.41,1.84,0.34,0.13,0.48200000000000004,8.3,21.5,32.7,34.1,32.1,21.1,12.7,Eurobodalla (A)
12850,87001.0,41.0,4113612197.0,41466.0,47282.0,4.1,1.71,0.42,0.2,0.41,5.3,16.6,27.1,27.2,29.7,27.9,15.3,Fairfield (C)
12870,7037.0,49.0,344786099.0,40695.0,48996.0,5.48,1.83,0.33,0.13,0.466,6.8,19.5,30.4,30.1,26.1,26.1,17.7,Federation (A)
12900,4784.0,46.0,240279306.0,41479.0,50226.0,4.8,1.81,0.38,0.14,0.48100000000000004,7.7,20.9,32.2,27.4,29.4,25.1,18.1,Forbes (A)
12930,85144.0,42.0,5001437692.0,45254.0,58741.0,4.89,1.9,0.39,0.17,0.47700000000000004,8.6,21.9,33.2,26.1,25.5,24.4,23.9,Georges River (A)
12950,2128.0,47.0,92851856.0,36494.0,43633.0,5.37,1.9,0.35,0.11,0.495,5.8,18.9,30.6,32.0,30.8,22.0,15.3,Gilgandra (A)
13010,4235.0,50.0,157167766.0,31262.0,37112.0,7.88,1.96,0.25,0.04,0.539,6.4,19.6,32.0,39.1,29.4,20.1,11.4,Glen Innes Severn (A)
13310,15149.0,45.0,796532048.0,44291.0,52580.0,4.53,1.82,0.4,0.17,0.43700000000000006,6.5,17.7,28.3,25.2,27.9,25.5,21.5,Goulburn Mulwaree (A)
13340,5784.0,48.0,290638665.0,41172.0,50249.0,5.33,1.86,0.35,0.12,0.478,7.4,20.6,31.5,28.7,27.7,24.8,18.9,Greater Hume Shire (A)
13450,14563.0,42.0,733715137.0,42969.0,50382.0,4.34,1.7,0.39,0.17,0.444,7.9,19.8,30.2,26.8,28.0,28.3,16.9,Griffith (C)
13510,5835.0,47.0,292504185.0,41443.0,50129.0,4.86,1.8,0.37,0.15,0.466,6.9,20.1,31.3,27.9,28.9,25.1,18.1,Gundagai (A)
13550,6482.0,44.0,359517136.0,43717.0,55464.0,5.65,2.04,0.36,0.13,0.486,5.8,19.1,31.0,27.3,26.0,22.3,24.4,Gunnedah (A)
13660,2450.0,48.0,100683227.0,34193.0,41095.0,7.87,1.88,0.24,0.03,0.634,11.3,26.2,38.2,37.4,26.3,23.1,13.2,Gwydir (A)
13800,37328.0,43.0,2159300121.0,48276.0,57847.0,4.13,1.77,0.43,0.21,0.425,6.9,18.5,28.8,21.8,26.6,27.0,24.6,Hawkesbury (C)
13850,1767.0,47.0,84320925.0,39242.0,47720.0,4.85,1.87,0.38,0.18,0.457,5.4,18.0,29.3,29.1,29.7,23.3,17.9,Hay (A)
16380,39952.0,48.0,1898559664.0,38122.0,47521.0,5.99,1.92,0.32,0.11,0.484,7.6,20.7,32.1,31.7,28.9,22.1,17.3,Port Macquarie-Hastings (A)
16400,35421.0,46.0,1856661077.0,41887.0,52417.0,5.38,1.91,0.36,0.13,0.46799999999999997,7.3,19.9,31.1,28.7,26.5,23.9,20.9,Port Stephens (A)
16490,33235.0,43.0,2238343990.0,58581.0,67349.0,3.83,1.68,0.44,0.22,0.408,5.8,17.2,27.6,17.7,21.4,28.1,32.7,Queanbeyan-Palerang Regional (A)
16550,84050.0,39.0,6560132363.0,56143.0,78050.0,5.18,1.91,0.37,0.18,0.506,11.0,25.7,37.0,21.7,20.6,23.2,34.5,Randwick (C)
16610,10278.0,47.0,433296436.0,38653.0,42158.0,4.71,1.65,0.35,0.12,0.43799999999999994,5.6,17.1,27.9,30.8,31.1,26.5,11.6,Richmond Valley (A)
16650,61930.0,39.0,3413646810.0,45661.0,55121.0,4.33,1.8,0.41,0.2,0.43700000000000006,6.7,18.7,29.5,24.7,26.6,26.6,22.1,Rockdale (C)
16700,67150.0,41.0,4304798939.0,49764.0,64107.0,5.34,1.93,0.36,0.16,0.48,7.8,21.2,32.7,25.3,22.2,23.7,28.8,Ryde (C)
16900,34793.0,42.0,1920114279.0,46026.0,55187.0,4.63,1.88,0.4,0.18,0.43,5.3,16.9,27.9,24.2,26.8,25.0,24.0,Shellharbour (C)
16950,48336.0,48.0,2272441576.0,37950.0,47013.0,5.34,1.91,0.36,0.14,0.469,6.9,19.7,31.0,31.0,29.7,22.5,16.9,Shoalhaven (C)
17000,12686.0,43.0,903233027.0,52268.0,71199.0,6.52,2.32,0.36,0.15,0.485,6.7,19.2,30.5,23.9,22.0,18.6,35.4,Singleton (A)
17040,11428.0,46.0,568965216.0,41182.0,49787.0,4.93,1.83,0.37,0.16,0.461,6.8,19.4,30.4,28.3,28.7,24.5,18.5,Snowy Monaro Regional (A)
17080,7660.0,47.0,396073628.0,43715.0,51707.0,4.6,1.82,0.39,0.16,0.43200000000000005,5.5,17.1,27.9,26.0,27.1,26.1,20.8,Snowy Valleys (A)
17420,95541.0,44.0,6914170916.0,53238.0,72369.0,5.52,1.98,0.36,0.16,0.499,10.0,23.5,35.0,23.6,21.4,21.7,33.3,The Hills Shire (A)
17550,46002.0,47.0,2203086898.0,38242.0,47891.0,5.01,1.87,0.37,0.15,0.47100000000000003,7.6,20.7,32.0,30.6,29.9,22.9,16.6,Tweed (A)
17620,7834.0,43.0,527552688.0,43082.0,67341.0,5.55,2.11,0.38,0.16,0.5660000000000001,20.8,31.5,42.0,26.8,27.1,21.4,24.7,Upper Hunter Shire (A)
17640,4419.0,50.0,213241302.0,40599.0,48256.0,5.66,1.86,0.33,0.1,0.474,6.1,18.6,29.9,30.1,27.2,23.9,18.8,Upper Lachlan Shire (A)
17650,3321.0,48.0,145669664.0,37538.0,43863.0,5.51,1.8,0.33,0.1,0.47600000000000003,6.6,18.7,30.1,31.3,30.3,23.9,14.6,Uralla (A)
17750,34397.0,42.0,1926023097.0,47166.0,55994.0,4.09,1.73,0.42,0.19,0.428,7.1,18.9,29.1,22.6,27.0,28.3,22.1,Wagga Wagga (C)
17850,1834.0,50.0,77632270.0,36102.0,42329.0,6.51,1.79,0.28,0.06,0.574,10.7,24.2,35.9,34.6,29.5,23.4,12.5,Walcha (A)
17900,2615.0,45.0,75370794.0,32219.0,28822.0,8.94,1.97,0.22,0.0,,7.4,24.3,40.6,38.9,27.6,21.0,12.5,Walgett (A)
17950,1405.0,47.0,84844730.0,46585.0,60388.0,4.27,1.75,0.41,0.19,0.484,11.3,25.0,35.3,23.7,26.5,28.1,21.7,Warren (A)
18020,4411.0,49.0,193766261.0,36515.0,43928.0,6.55,1.89,0.29,0.08,0.501,6.6,19.6,31.6,33.5,28.9,21.6,15.9,Warrumbungle Shire (A)
18050,47159.0,37.0,4458751745.0,59007.0,94547.0,5.81,2.08,0.36,0.18,0.565,14.9,31.8,43.3,21.3,19.8,21.2,37.7,Waverley (A)
18100,1888.0,50.0,88455435.0,37622.0,46851.0,5.82,1.95,0.33,0.09,0.48700000000000004,6.0,19.5,31.9,31.3,30.6,19.9,18.2,Weddin (A)
18200,3234.0,48.0,155999294.0,38984.0,48237.0,5.74,1.93,0.34,0.1,0.49200000000000005,7.2,21.2,32.5,31.6,27.9,22.4,18.0,Wentworth (A)
18230,26658.0,43.0,1403093369.0,44921.0,52633.0,4.31,1.77,0.41,0.18,0.43,6.2,17.8,28.3,24.5,28.0,26.7,20.8,Western Plains Regional (A)
18250,46363.0,42.0,4403315326.0,57787.0,94975.0,6.68,2.24,0.34,0.15,0.568,12.9,30.2,42.5,23.2,19.2,19.4,38.2,Willoughby (C)
18350,27112.0,50.0,1570212091.0,41040.0,57916.0,5.49,2.01,0.37,0.14,0.523,11.9,26.2,37.5,29.2,26.8,22.1,21.9,Wingecarribee (A)
18400,26998.0,43.0,1626277366.0,50412.0,60237.0,4.27,1.79,0.42,0.21,0.42700000000000005,6.2,17.8,28.5,21.3,25.3,26.3,27.2,Wollondilly (A)
18450,105378.0,43.0,6223043715.0,47069.0,59054.0,5.22,1.93,0.37,0.15,0.45899999999999996,6.7,19.2,30.4,25.5,24.3,23.6,26.6,Wollongong (C)
18500,38434.0,44.0,5812541757.0,72019.0,151234.0,6.6,2.36,0.36,0.18,0.659,22.1,42.7,54.5,17.7,17.1,18.8,46.3,Woollahra (A)
18710,9391.0,46.0,604405611.0,53648.0,64360.0,4.74,1.81,0.38,0.16,0.452,6.5,19.0,29.9,22.1,22.3,24.6,31.1,Yass Valley (A)
19399,476.0,48.0,24004065.0,36879.0,50429.0,5.88,2.1,0.36,0.16,0.509,,21.5,34.2,30.3,30.1,19.9,19.7,Unincorporated NSW
20110,7028.0,50.0,307499020.0,36195.0,43753.0,5.41,1.89,0.35,0.14,0.46299999999999997,6.0,18.7,29.8,33.4,28.8,23.4,14.4,Alpine (S)
20260,6020.0,47.0,274100507.0,39388.0,45532.0,5.03,1.79,0.36,0.13,0.452,5.6,18.0,29.0,30.5,29.2,25.1,15.2,Ararat (RC)
20570,52840.0,43.0,2785159856.0,43852.0,52709.0,4.54,1.78,0.39,0.17,0.447,7.6,19.8,30.3,26.0,27.5,26.9,19.6,Ballarat (C)
20660,71103.0,44.0,4570137363.0,50400.0,64275.0,4.95,1.85,0.37,0.17,0.473,8.7,21.7,32.7,24.0,22.8,24.8,28.4,Banyule (C)
20740,16384.0,48.0,721895747.0,35605.0,44061.0,5.25,1.86,0.35,0.14,0.479,7.2,20.7,32.1,33.2,30.9,21.6,14.2,Bass Coast (S)
20830,25859.0,46.0,1312303081.0,41353.0,50748.0,5.05,1.89,0.37,0.15,0.462,6.1,19.0,30.3,28.3,27.7,24.1,19.9,Baw Baw (S)
20910,61564.0,48.0,5980197364.0,57355.0,97138.0,6.9,2.32,0.34,0.15,0.58,14.0,31.5,43.6,23.4,19.5,19.0,38.1,Bayside (C)
21010,7491.0,50.0,330973836.0,37449.0,44183.0,5.38,1.85,0.34,0.13,0.46299999999999997,6.0,18.0,29.2,31.5,29.5,24.2,14.8,Benalla (RC)
21110,107148.0,45.0,10033660207.0,56451.0,93643.0,6.83,2.25,0.33,0.14,0.578,13.7,31.0,43.4,24.0,19.2,19.7,37.1,Boroondara (C)
21180,96330.0,39.0,4581503360.0,42123.0,47561.0,4.12,1.69,0.41,0.2,0.408,5.1,16.3,26.8,26.9,28.9,28.6,15.6,Brimbank (C)
21270,3535.0,51.0,124318092.0,29397.0,35168.0,9.68,2.12,0.22,0.03,0.619,6.5,20.2,33.5,41.8,25.4,20.8,11.9,Buloke (S)
21370,20647.0,46.0,961892932.0,40094.0,46588.0,4.92,1.78,0.36,0.14,0.452,6.1,18.2,29.1,29.7,28.4,25.7,16.2,Campaspe (S)
21450,49198.0,41.0,2618108765.0,46041.0,53216.0,3.95,1.71,0.43,0.21,0.41200000000000003,6.2,17.5,27.8,23.0,28.0,28.9,20.0,Cardinia (S)
21610,153331.0,40.0,7932249859.0,45726.0,51733.0,3.77,1.66,0.44,0.22,0.4,5.6,16.7,26.9,22.9,28.6,30.2,18.3,Casey (C)
21670,5653.0,48.0,223926925.0,35590.0,39612.0,5.2,1.69,0.33,0.12,0.447,5.9,17.5,28.2,33.6,31.4,25.3,9.7,Central Goldfields (S)
21750,12222.0,46.0,547039181.0,38634.0,44759.0,4.93,1.76,0.36,0.13,0.45,6.1,18.2,29.0,30.4,29.0,26.6,14.0,Colac-Otway (S)
21830,9305.0,48.0,438803677.0,39658.0,47158.0,5.19,1.84,0.35,0.13,0.479,6.4,19.4,30.6,30.0,28.2,24.7,17.2,Corangamite (S)
21890,78669.0,39.0,4548668249.0,47153.0,57820.0,4.56,1.81,0.4,0.19,0.446,7.0,19.4,30.4,24.5,25.2,26.4,23.9,Darebin (C)
22110,23006.0,49.0,1023617845.0,36706.0,44494.0,5.29,1.84,0.35,0.13,0.473,6.8,20.0,31.3,32.3,30.2,23.3,14.2,East Gippsland (S)
22170,73181.0,42.0,3817923495.0,45704.0,52171.0,3.95,1.69,0.43,0.21,0.409,5.5,16.9,27.4,23.5,28.0,29.4,19.2,Frankston (C)
22250,5740.0,49.0,240210857.0,36970.0,41849.0,5.41,1.77,0.33,0.1,0.48100000000000004,5.6,18.3,29.9,32.7,30.0,24.6,12.6,Gannawarra (S)
22830,34765.0,43.0,1657981821.0,41062.0,47691.0,4.51,1.74,0.39,0.17,0.45,7.1,18.9,29.5,28.2,29.0,26.9,15.9,Greater Shepparton (C)
22910,8094.0,49.0,373727869.0,37062.0,46173.0,5.47,1.9,0.35,0.12,0.484,8.0,20.9,32.1,32.1,29.1,23.1,15.7,Hepburn (S)
22980,3092.0,50.0,148185101.0,39860.0,47925.0,5.43,1.85,0.34,0.12,0.483,6.6,19.7,31.3,29.1,29.9,23.7,17.3,Hindmarsh (S)
23110,49176.0,42.0,3112317829.0,51620.0,63289.0,4.47,1.8,0.4,0.2,0.442,7.0,19.3,30.3,21.8,23.3,27.0,28.0,Hobsons Bay (C)
23190,11560.0,46.0,544304291.0,41185.0,47085.0,4.81,1.75,0.36,0.13,0.45299999999999996,6.2,18.2,29.1,28.3,28.9,26.4,16.3,Horsham (RC)
23270,92704.0,39.0,4656373863.0,44084.0,50228.0,3.94,1.7,0.43,0.21,0.40700000000000003,5.3,16.5,26.9,24.7,28.7,28.9,17.8,Hume (C)
23350,9364.0,48.0,470411368.0,43281.0,50236.0,4.83,1.78,0.37,0.14,0.444,6.3,18.0,28.6,27.2,26.5,27.1,19.2,Indigo (S)
23430,87723.0,43.0,5131861404.0,48063.0,58501.0,4.61,1.82,0.39,0.18,0.446,6.7,19.0,30.1,24.1,24.7,26.3,25.0,Kingston (C) (Vic.)
23670,91153.0,43.0,4938242168.0,46226.0,54175.0,4.31,1.76,0.41,0.18,0.425,5.8,17.5,28.3,24.2,26.5,27.7,21.6,Knox (C)
23810,37019.0,44.0,2137100022.0,45400.0,57730.0,5.1,1.97,0.39,0.17,0.457,5.5,18.3,30.3,25.3,26.2,23.6,24.9,Latrobe (C) (Vic.)
23940,3794.0,51.0,153508251.0,34351.0,40461.0,6.64,1.88,0.28,0.08,0.512,6.7,19.7,31.5,35.9,29.2,21.7,13.2,Loddon (S)
