lga_code16,ie_agff_omoe_nil_em,ie_agff_omoe_1_19_em,ie_agff_omoe_20more_em,ie_agff_omoe_ne_ns,ie_agff_tot,ie_min_omoe_nil_em,ie_min_omoe_1_19_em,ie_min_omoe_20more_em,ie_min_omoe_ne_ns,ie_min_tot,ie_mnf_omoe_nil_em,ie_mnf_omoe_1_19_em,ie_mnf_omoe_20more_em,ie_mnf_omoe_ne_ns,ie_mnf_tot,ie_egwws_omoe_nil_em,ie_egwws_omoe_1_19_em,ie_egwws_omoe_20more_em,ie_egwws_omoe_ne_ns,ie_egwws_tot,ie_const_omoe_nil_em,ie_const_omoe_1_19_em,ie_const_omoe_20more_em,ie_const_omoe_ne_ns,ie_const_tot,ie_wst_omoe_nil_em,ie_wst_omoe_1_19_em,ie_wst_omoe_20more_em,ie_wst_omoe_ne_ns,ie_wst_tot,ie_rett_omoe_nil_em,ie_rett_omoe_1_19_em,ie_rett_omoe_20more_em,ie_rett_omoe_ne_ns,ie_rett_tot,ie_acfd_omoe_nil_em,ie_acfd_omoe_1_19_em,ie_acfd_omoe_20more_em,ie_acfd_omoe_ne_ns,ie_acfd_tot,ie_tpw_omoe_nil_em,ie_tpw_omoe_1_19_em,ie_tpw_omoe_20more_em,ie_tpw_omoe_ne_ns,ie_tpw_tot,ie_imt_omoe_nil_em,ie_imt_omoe_1_19_em,ie_imt_omoe_20more_em,ie_imt_omoe_ne_ns,ie_imt_tot,ie_finins_omoe_nil_em,ie_finins_omoe_1_19_em,ie_finins_omoe_20more_em,ie_finins_omoe_ne_ns,ie_finins_tot,ie_rhre_omoe_nil_em,ie_rhre_omoe_1_19_em,ie_rhre_omoe_20more_em,ie_rhre_omoe_ne_ns,ie_rhre_tot,ie_prosts_omoe_nil_em,ie_prosts_omoe_1_19_em,ie_prosts_omoe_20more_em,ie_prosts_omoe_ne_ns,ie_prosts_tot,ie_adsup_omoe_nil_em,ie_adsup_omoe_1_19_em,ie_adsup_omoe_20more_em,ie_adsup_omoe_ne_ns,ie_adsup_tot,ie_pubas_omoe_nil_em,ie_pubas_omoe_1_19_em,ie_pubas_omoe_20more_em,ie_pubas_omoe_ne_ns,ie_pubas_tot,ie_edtrn_omoe_nil_em,ie_edtrn_omoe_1_19_em,ie_edtrn_omoe_20more_em,ie_edtrn_omoe_ne_ns,ie_edtrn_tot,ie_hc_sa_omoe_nil_em,ie_hc_sa_omoe_1_19_em,ie_hc_sa_omoe_20more_em,ie_hc_sa_omoe_ne_ns,ie_hc_sa_tot,ie_artsr_omoe_nil_em,ie_artsr_omoe_1_19_em,ie_artsr_omoe_20more_em,ie_artsr_omoe_ne_ns,ie_artsr_tot,ie_othsvs_omoe_nil_em,ie_othsvs_omoe_1_19_em,ie_othsvs_omoe_20more_em,ie_othsvs_omoe_ne_ns,ie_othsvs_tot,ie_idns_omoe_nil_em,ie_idns_omoe_1_19_em,ie_idns_omoe_20more_em,ie_idns_omoe_ne_ns,ie_idns_tot,ie_tot_omoe_nil_em,ie_tot_omoe_1_19_em,ie_tot_omoe_20more_em,ie_tot_omoe_ne_ns,ie_tot_tot,uie_agff_omoe_nil_em,uie_agff_omoe_1_19_em,uie_agff_omoe_20more_em,uie_agff_omoe_ne_ns,uie_agff_tot,uie_min_omoe_nil_em,uie_min_omoe_1_19_em,uie_min_omoe_20more_em,uie_min_omoe_ne_ns,uie_min_tot,uie_mnf_omoe_nil_em,uie_mnf_omoe_1_19_em,uie_mnf_omoe_20more_em,uie_mnf_omoe_ne_ns,uie_mnf_tot,uie_egwws_omoe_nil_em,uie_egwws_omoe_1_19_em,uie_egwws_omoe_20more_em,uie_egwws_omoe_ne_ns,uie_egwws_tot,uie_const_omoe_nil_em,uie_const_omoe_1_19_em,uie_const_omoe_20more_em,uie_const_omoe_ne_ns,uie_const_tot,uie_wst_omoe_nil_em,uie_wst_omoe_1_19_em,uie_wst_omoe_20more_em,uie_wst_omoe_ne_ns,uie_wst_tot,uie_rett_omoe_nil_em,uie_rett_omoe_1_19_em,uie_rett_omoe_20more_em,uie_rett_omoe_ne_ns,uie_rett_tot,uie_acfd_omoe_nil_em,uie_acfd_omoe_1_19_em,uie_acfd_omoe_20more_em,uie_acfd_omoe_ne_ns,uie_acfd_tot,uie_tpw_omoe_nil_em,uie_tpw_omoe_1_19_em,uie_tpw_omoe_20more_em,uie_tpw_omoe_ne_ns,uie_tpw_tot,uie_imt_omoe_nil_em,uie_imt_omoe_1_19_em,uie_imt_omoe_20more_em,uie_imt_omoe_ne_ns,uie_imt_tot,uie_finins_omoe_nil_em,uie_finins_omoe_1_19_em,uie_finins_omoe_20more_em,uie_finins_omoe_ne_ns,uie_finins_tot,uie_rhre_omoe_nil_em,uie_rhre_omoe_1_19_em,uie_rhre_omoe_20more_em,uie_rhre_omoe_ne_ns,uie_rhre_tot,uie_prosts_omoe_nil_em,uie_prosts_omoe_1_19_em,uie_prosts_omoe_20more_em,uie_prosts_omoe_ne_ns,uie_prosts_tot,uie_adsup_omoe_nil_em,uie_adsup_omoe_1_19_em,uie_adsup_omoe_20more_em,uie_adsup_omoe_ne_ns,uie_adsup_tot,uie_pubas_omoe_nil_em,uie_pubas_omoe_1_19_em,uie_pubas_omoe_20more_em,uie_pubas_omoe_ne_ns,uie_pubas_tot,uie_edtrn_omoe_nil_em,uie_edtrn_omoe_1_19_em,uie_edtrn_omoe_20more_em,uie_edtrn_omoe_ne_ns,uie_edtrn_tot,uie_hc_sa_omoe_nil_em,uie_hc_sa_omoe_1_19_em,uie_hc_sa_omoe_20more_em,uie_hc_sa_omoe_ne_ns,uie_hc_sa_tot,uie_artsr_omoe_nil_em,uie_artsr_omoe_1_19_em,uie_artsr_omoe_20more_em,uie_artsr_omoe_ne_ns,uie_artsr_tot,uie_othsvs_omoe_nil_em,uie_othsvs_omoe_1_19_em,uie_othsvs_omoe_20more_em,uie_othsvs_omoe_ne_ns,uie_othsvs_tot,lga_name16
51680,12,6,0,0,18,0,5,0,0,4,6,3,0,0,6,0,0,0,0,0,7,22,0,0,23,0,4,0,0,3,0,5,0,0,7,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,3,3,0,0,9,48,59,4,0,115,45,18,0,3,67,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,17,8,0,0,30,6,0,0,0,6,3,0,0,0,4,0,0,0,0,0,4,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,9,0,0,0,15,3,0,0,0,3,3,0,0,0,10,6,0,0,0,6,0,3,0,0,3,8,4,0,0,11,Chittering (S)
52100,23,15,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,23,28,0,0,52,34,27,0,3,71,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,Corrigin (S)
52870,14,22,3,3,38,0,0,0,0,0,0,9,0,0,9,3,0,0,0,5,5,4,0,0,9,0,6,0,0,6,0,9,0,0,5,0,4,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,5,0,0,9,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,35,72,4,3,115,56,30,0,0,92,0,0,0,0,0,8,3,0,0,6,0,0,0,0,0,24,13,0,0,35,0,0,0,0,0,9,9,0,0,16,11,11,0,0,22,3,6,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,8,13,8,0,0,14,0,0,0,0,0,3,0,0,0,3,6,0,0,0,7,0,0,0,0,4,17,3,0,0,20,Donnybrook-Balingup (S)
52940,12,29,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,0,0,56,19,20,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Dowerin (S)
53570,20,31,3,0,58,0,0,0,0,0,3,8,0,0,8,3,0,0,0,3,8,21,0,0,27,0,0,0,0,3,0,10,0,0,16,0,4,0,0,10,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,0,0,7,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,6,0,6,0,0,5,56,93,7,0,163,74,40,3,0,122,0,0,0,0,0,10,0,0,0,14,0,0,0,0,3,30,5,0,3,43,0,0,0,0,0,0,7,0,0,11,7,0,0,0,14,7,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,12,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,3,0,0,3,14,3,0,0,21,Gingin (S)
51750,0,0,0,0,0,5,0,0,0,5,0,6,0,0,13,0,0,0,0,0,18,31,0,0,49,4,8,0,0,10,10,55,9,0,77,0,11,5,0,14,3,6,0,0,8,4,0,0,0,7,18,7,0,0,23,10,10,9,0,31,41,39,3,0,83,3,6,0,0,11,0,0,0,0,3,3,3,4,0,14,13,36,7,0,53,0,9,0,0,9,8,22,0,0,25,10,13,3,0,24,145,263,39,0,455,3,0,0,0,5,0,0,0,0,0,8,4,0,0,10,0,0,0,0,0,43,11,0,0,57,0,0,0,0,3,5,17,0,0,24,3,16,0,0,17,4,0,0,0,6,0,0,0,0,0,9,0,0,0,7,9,6,0,0,15,82,12,6,0,102,21,3,0,0,23,3,0,0,0,3,28,10,0,0,40,55,26,3,0,81,15,0,0,0,16,22,9,0,0,34,Claremont (T)
51820,0,10,0,0,15,8,14,5,0,27,51,201,50,0,304,9,17,4,0,34,165,382,56,11,610,16,81,17,0,119,49,130,37,3,215,10,62,20,0,92,70,94,14,0,182,11,4,5,0,20,27,26,3,0,54,21,61,3,0,90,100,111,18,0,236,55,59,10,0,121,6,8,3,0,18,10,13,3,0,29,23,60,8,0,98,10,15,11,0,31,50,78,10,0,142,68,124,26,0,220,771,1556,308,16,2656,26,11,0,0,40,4,0,0,0,6,138,51,0,3,192,3,0,0,0,9,421,163,3,7,591,30,18,0,3,50,90,43,4,0,134,27,60,0,0,86,151,20,0,3,170,25,0,0,0,25,22,3,0,0,23,17,15,0,0,26,208,38,0,0,245,164,20,0,3,193,9,3,0,0,13,109,20,0,0,134,181,29,0,3,218,51,6,0,0,63,278,50,0,0,332,Cockburn (C)
51890,0,3,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,8,12,3,3,22,0,0,0,0,0,0,19,0,0,16,0,13,3,0,13,7,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,3,0,8,0,0,0,0,0,0,4,0,0,8,0,3,0,0,3,25,74,14,4,113,3,0,0,0,10,0,0,0,0,0,3,3,0,0,7,0,3,0,0,0,5,8,0,0,17,0,0,0,0,0,13,9,0,0,25,0,6,0,0,3,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,14,14,0,0,24,Collie (S)
52170,3,3,3,0,7,3,3,0,0,7,3,4,0,0,5,0,0,0,0,0,16,20,0,0,39,4,0,0,0,0,6,16,8,0,42,0,15,9,0,29,0,0,0,0,0,3,0,0,0,3,16,14,0,0,34,18,7,0,0,27,41,54,0,0,100,6,6,0,0,11,0,3,0,0,3,3,3,0,0,6,10,20,3,0,33,0,3,0,0,3,0,3,0,0,7,7,17,3,0,31,141,203,36,3,381,6,3,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,35,9,0,0,42,0,0,0,0,0,14,8,0,0,21,0,5,0,0,10,4,0,0,0,4,3,0,0,0,3,7,0,0,0,10,3,0,0,0,4,52,3,0,0,56,21,4,0,0,26,3,0,0,0,3,15,3,0,0,18,33,4,0,0,40,6,0,0,0,7,21,9,0,3,33,Cottesloe (T)
52240,9,27,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,36,0,0,46,47,48,0,3,95,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,3,0,0,0,0,Cranbrook (S)
52310,3,18,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,4,33,17,23,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuballing (S)
52800,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,29,0,0,0,0,0,4,16,0,0,16,0,6,0,0,6,3,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,24,61,3,0,90,6,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,22,0,0,0,0,0,0,0,0,0,3,3,3,0,0,5,7,0,0,0,7,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,3,0,0,0,5,4,3,0,0,11,0,0,0,0,0,8,0,0,0,8,4,0,0,0,8,0,0,0,0,0,0,3,0,0,10,Derby-West Kimberley (S)
52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cue (S)
52450,29,22,0,3,54,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,42,7,3,80,16,13,0,0,32,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cunderdin (S)
52520,9,48,0,0,55,0,4,0,0,4,0,0,3,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,64,4,0,83,34,40,0,3,73,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,4,3,0,0,13,3,0,0,0,4,0,0,0,0,3,0,3,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,Dalwallinu (S)
52590,15,39,0,3,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,11,0,0,17,0,0,0,0,0,0,10,0,0,16,3,12,0,0,13,0,3,0,0,3,0,0,0,0,0,0,0,4,0,4,0,3,0,0,3,3,0,0,0,3,0,5,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,8,0,4,0,0,4,35,99,4,5,146,55,32,0,7,93,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,22,7,0,0,31,0,0,0,0,0,4,6,0,0,12,6,3,0,0,10,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,11,4,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,9,Dandaragan (S)
52660,12,7,3,0,21,0,0,0,0,0,3,7,0,0,15,0,0,0,0,0,5,11,0,0,25,3,3,0,3,13,0,4,0,0,10,0,3,3,0,7,0,9,0,0,11,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,8,0,0,9,0,8,0,0,7,0,0,0,0,4,0,0,0,0,0,4,3,0,0,5,0,3,0,0,3,0,10,0,0,11,0,3,0,0,6,48,85,13,3,154,33,19,0,0,54,0,0,0,0,0,16,4,0,0,22,0,0,0,0,0,48,20,0,0,70,3,0,0,0,3,12,3,0,0,18,3,7,0,0,14,5,4,0,0,15,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,16,4,0,0,23,17,0,0,0,21,0,0,0,0,0,3,6,0,0,8,17,7,3,0,27,4,0,0,0,5,17,7,0,0,26,Dardanup (S)
52730,13,0,0,0,16,0,0,0,0,0,7,6,3,0,11,0,0,0,0,0,11,12,0,0,23,0,0,0,0,0,0,9,3,0,11,4,9,0,0,11,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4,6,0,0,7,9,0,0,0,10,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,52,59,10,0,119,75,20,0,0,94,3,0,0,0,3,22,11,0,0,27,0,0,0,0,0,44,12,0,0,61,0,0,0,0,3,13,20,0,0,28,19,18,0,0,34,0,6,0,0,11,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,31,6,0,0,34,3,3,0,0,6,0,0,0,0,3,16,3,0,0,17,27,3,0,0,30,12,0,0,0,11,17,5,0,0,17,Denmark (S)
53010,12,23,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,0,0,38,22,34,0,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dumbleyung (S)
53080,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,22,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dundas (S)
53150,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,11,0,0,25,0,0,0,0,0,7,9,0,0,17,0,4,3,0,9,0,3,0,0,7,0,0,0,0,3,3,3,0,0,9,4,9,0,0,9,15,25,3,0,44,4,5,0,0,6,0,0,0,0,0,0,0,0,0,3,8,11,3,0,21,0,0,0,0,0,6,3,0,0,9,9,6,0,0,18,79,99,16,0,194,0,0,0,0,3,0,0,0,0,0,10,3,0,0,6,0,0,0,0,0,36,10,0,0,49,8,0,0,0,9,10,3,0,0,11,7,6,0,0,12,3,0,0,0,3,3,0,0,0,3,4,0,0,0,9,5,0,0,0,5,33,4,0,0,39,3,6,0,0,9,0,0,0,0,0,7,0,0,0,10,25,3,0,0,33,15,0,0,0,15,10,5,0,0,16,East Fremantle (T)
53220,0,3,0,0,6,30,8,21,0,56,0,3,0,0,3,0,0,0,0,0,4,13,0,0,22,0,3,0,0,3,0,8,0,0,8,0,3,5,0,3,6,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,6,0,3,0,8,3,5,0,0,11,55,51,28,3,138,0,5,0,0,4,16,0,0,0,20,0,0,0,0,0,0,0,0,0,0,8,3,0,0,12,0,0,0,0,0,0,3,0,0,4,3,5,0,0,7,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,9,5,0,0,11,East Pilbara (S)
53290,43,114,8,3,161,0,3,0,0,3,3,11,0,0,15,0,0,0,0,0,10,37,0,0,49,4,7,0,0,16,0,37,3,0,43,4,27,7,0,36,7,7,0,0,24,3,0,0,0,3,0,8,0,0,9,0,7,0,0,8,10,21,4,0,32,6,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,9,25,0,0,33,0,13,0,0,12,106,336,31,3,477,131,163,0,7,299,0,0,0,0,0,13,12,0,0,26,0,0,0,0,0,69,28,0,3,100,7,4,0,0,5,14,16,0,0,35,10,12,0,0,19,24,8,0,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,26,12,0,3,38,25,13,0,0,34,0,0,0,0,0,18,4,0,0,21,15,12,0,3,28,4,3,0,0,5,27,19,0,0,52,Esperance (S)
53360,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,23,0,0,31,0,4,0,0,3,0,20,3,0,18,0,11,0,0,13,3,10,3,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,20,98,11,0,127,3,0,0,0,4,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,22,5,0,0,30,0,0,0,0,0,6,0,0,0,5,4,3,0,0,13,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,8,4,0,0,11,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,4,0,0,0,4,3,0,0,0,3,9,3,0,0,8,Exmouth (S)
53430,7,11,3,0,17,12,11,0,0,21,21,75,24,0,115,6,7,0,0,12,75,113,14,0,207,14,44,6,0,63,26,125,23,7,191,13,80,30,0,117,19,31,8,0,64,13,8,3,0,18,20,31,0,0,55,19,36,3,0,57,119,159,17,4,299,17,34,0,0,54,9,10,5,0,16,13,13,0,0,21,22,51,12,0,82,13,17,0,0,34,27,47,3,0,78,49,66,3,0,128,497,980,156,13,1645,11,3,0,0,22,7,0,0,0,7,64,31,0,3,93,0,0,0,0,0,170,39,3,0,213,15,11,0,0,27,111,81,0,3,193,55,58,13,0,123,60,4,3,3,71,31,0,0,0,32,16,0,0,0,22,19,10,0,0,29,217,46,0,0,260,40,11,0,3,57,14,0,0,0,20,74,4,0,0,80,156,42,0,0,196,111,15,0,0,124,94,47,0,0,140,Fremantle (C)
53640,17,46,0,0,62,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,22,63,8,0,95,21,45,0,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,9,0,3,0,0,3,7,0,0,0,5,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,Gnowangerup (S)
