lga_code16,sg_400_499_mng,sg_400_499_pro,sg_400_499_tectw,sg_400_499_copsw,sg_400_499_claw,sg_400_499_swks,sg_400_499_maopdv,sg_400_499_lab,sg_400_499_idns,sg_400_499_tot,sg_500_649_mng,sg_500_649_pro,sg_500_649_tectw,sg_500_649_copsw,sg_500_649_claw,sg_500_649_swks,sg_500_649_maopdv,sg_500_649_lab,sg_500_649_idns,sg_500_649_tot,sg_650_799_mng,sg_650_799_pro,sg_650_799_tectw,sg_650_799_copsw,sg_650_799_claw,sg_650_799_swks,sg_650_799_maopdv,sg_650_799_lab,sg_650_799_idns,sg_650_799_tot,sg_800_999_mng,sg_800_999_pro,sg_800_999_tectw,sg_800_999_copsw,sg_800_999_claw,sg_800_999_swks,sg_800_999_maopdv,sg_800_999_lab,sg_800_999_idns,sg_800_999_tot,sg_1000_1249_mng,sg_1000_1249_pro,sg_1000_1249_tectw,sg_1000_1249_copsw,sg_1000_1249_claw,sg_1000_1249_swks,sg_1000_1249_maopdv,sg_1000_1249_lab,sg_1000_1249_idns,sg_1000_1249_tot,sg_1250_1499_mng,sg_1250_1499_pro,sg_1250_1499_tectw,sg_1250_1499_copsw,sg_1250_1499_claw,sg_1250_1499_swks,sg_1250_1499_maopdv,sg_1250_1499_lab,sg_1250_1499_idns,sg_1250_1499_tot,sg_1500_1749_mng,sg_1500_1749_pro,sg_1500_1749_tectw,sg_1500_1749_copsw,sg_1500_1749_claw,sg_1500_1749_swks,sg_1500_1749_maopdv,sg_1500_1749_lab,sg_1500_1749_idns,sg_1500_1749_tot,sg_1750_1999_mng,sg_1750_1999_pro,sg_1750_1999_tectw,sg_1750_1999_copsw,sg_1750_1999_claw,sg_1750_1999_swks,sg_1750_1999_maopdv,sg_1750_1999_lab,sg_1750_1999_idns,sg_1750_1999_tot,sg_2000_2999_mng,sg_2000_2999_pro,sg_2000_2999_tectw,sg_2000_2999_copsw,sg_2000_2999_claw,sg_2000_2999_swks,sg_2000_2999_maopdv,sg_2000_2999_lab,sg_2000_2999_idns,sg_2000_2999_tot,sg_3000mo_mng,sg_3000mo_pro,sg_3000mo_tectw,sg_3000mo_copsw,sg_3000mo_claw,sg_3000mo_swks,sg_3000mo_maopdv,sg_3000mo_lab,sg_3000mo_idns,sg_3000mo_tot,sg_pins_mng,sg_pins_pro,sg_pins_tectw,sg_pins_copsw,sg_pins_claw,sg_pins_swks,sg_pins_maopdv,sg_pins_lab,sg_pins_idns,sg_pins_tot,sg_tot_mng,sg_tot_pro,sg_tot_tectw,sg_tot_copsw,sg_tot_claw,sg_tot_swks,sg_tot_maopdv,sg_tot_lab,sg_tot_idns,sg_tot_tot,lg_nni_mng,lg_nni_pro,lg_nni_tectw,lg_nni_copsw,lg_nni_claw,lg_nni_swks,lg_nni_maopdv,lg_nni_lab,lg_nni_idns,lg_nni_tot,lg_1_149_mng,lg_1_149_pro,lg_1_149_tectw,lg_1_149_copsw,lg_1_149_claw,lg_1_149_swks,lg_1_149_maopdv,lg_1_149_lab,lg_1_149_idns,lg_1_149_tot,lg_150_299_mng,lg_150_299_pro,lg_150_299_tectw,lg_150_299_copsw,lg_150_299_claw,lg_150_299_swks,lg_150_299_maopdv,lg_150_299_lab,lg_150_299_idns,lg_150_299_tot,lg_300_399_mng,lg_300_399_pro,lg_300_399_tectw,lg_300_399_copsw,lg_300_399_claw,lg_300_399_swks,lg_300_399_maopdv,lg_300_399_lab,lg_300_399_idns,lg_300_399_tot,lg_400_499_mng,lg_400_499_pro,lg_400_499_tectw,lg_400_499_copsw,lg_400_499_claw,lg_400_499_swks,lg_400_499_maopdv,lg_400_499_lab,lg_400_499_idns,lg_400_499_tot,lg_500_649_mng,lg_500_649_pro,lg_500_649_tectw,lg_500_649_copsw,lg_500_649_claw,lg_500_649_swks,lg_500_649_maopdv,lg_500_649_lab,lg_500_649_idns,lg_500_649_tot,lg_650_799_mng,lg_650_799_pro,lg_650_799_tectw,lg_650_799_copsw,lg_650_799_claw,lg_650_799_swks,lg_650_799_maopdv,lg_650_799_lab,lg_650_799_idns,lg_650_799_tot,lg_800_999_mng,lg_800_999_pro,lg_800_999_tectw,lg_800_999_copsw,lg_800_999_claw,lg_800_999_swks,lg_800_999_maopdv,lg_800_999_lab,lg_800_999_idns,lg_800_999_tot,lga_name16
33620,0,13,0,30,4,0,0,9,0,58,6,15,7,67,25,3,0,25,0,149,0,42,5,54,26,3,0,21,0,150,3,59,5,37,37,0,3,21,0,161,3,109,10,35,45,0,0,6,0,213,3,154,7,34,28,0,3,0,0,236,10,186,9,40,12,0,0,0,0,254,6,109,9,40,0,0,0,3,0,165,37,41,10,21,0,0,0,0,0,111,0,16,0,0,3,0,0,0,0,23,0,9,0,0,0,0,0,0,0,14,71,781,61,401,197,13,8,106,3,1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,4,0,3,0,0,8,0,13,0,3,0,0,11,0,5,9,0,27,0,3,11,0,18,0,9,19,0,68,Gympie (R)
33800,0,3,0,8,0,0,0,0,0,9,0,6,0,14,7,0,0,7,0,33,0,3,3,9,4,0,0,12,0,34,0,20,3,10,12,0,0,8,0,53,4,32,5,18,7,0,0,6,0,61,0,21,0,9,3,0,0,3,0,40,0,24,3,21,0,0,0,0,0,54,0,21,5,8,0,0,0,0,0,42,5,13,8,11,0,0,0,0,0,34,3,4,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,5,0,9,16,159,27,113,43,0,0,40,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,3,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,3,0,13,0,0,0,0,4,0,3,17,0,26,3,0,3,0,6,0,6,15,0,31,Hinchinbrook (S)
33830,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,11,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,5,6,3,0,0,7,3,20,0,0,0,0,3,0,0,0,0,8,0,3,0,3,0,0,3,6,0,11,0,0,4,4,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,13,Hope Vale (S)
33960,0,29,3,114,24,0,4,24,0,206,8,85,10,226,63,7,6,44,0,456,7,149,24,189,131,6,9,74,4,588,8,265,52,176,168,3,22,73,12,770,37,617,41,247,266,9,31,41,3,1288,34,718,50,226,148,6,17,28,4,1232,51,855,35,197,79,3,22,24,7,1266,67,521,34,120,45,0,26,14,9,842,177,410,37,84,35,3,25,19,7,796,39,125,0,3,4,0,0,0,0,180,4,23,4,21,13,0,0,5,0,66,448,3853,292,1738,1011,36,163,398,54,7981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,7,0,0,6,0,5,0,0,0,0,17,0,12,11,3,13,0,6,12,3,44,0,7,21,0,20,0,14,13,0,84,4,11,37,0,35,3,25,35,7,166,Ipswich (C)
33980,0,6,0,23,0,0,0,9,0,42,0,10,3,25,10,0,0,9,0,58,0,19,3,22,10,0,0,16,0,69,0,25,3,15,12,0,3,12,0,65,0,76,3,14,6,0,9,4,0,111,5,89,3,9,0,0,3,0,0,110,3,48,0,11,3,0,3,0,0,71,0,34,6,24,0,0,0,0,0,63,22,15,13,13,0,0,0,0,0,58,0,8,0,3,0,0,0,0,0,10,0,0,0,5,0,0,0,3,0,11,33,344,38,184,53,0,16,75,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,8,0,0,0,0,6,0,0,3,0,18,0,6,4,0,3,0,8,5,0,33,0,3,4,0,23,0,13,18,0,59,Isaac (R)
34420,0,0,0,6,0,0,0,0,0,8,0,0,0,14,0,0,0,0,0,11,0,0,0,4,3,0,0,0,0,9,0,3,0,4,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,3,36,4,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,3,3,0,0,0,8,0,12,0,0,3,5,4,0,3,4,0,21,0,3,0,3,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,10,Kowanyama (S)
34530,0,6,0,13,0,0,0,4,0,23,0,11,3,25,12,0,0,8,0,55,0,21,4,19,13,0,0,15,0,70,4,33,3,31,15,0,0,8,0,91,4,40,5,57,9,0,0,0,0,123,5,70,3,67,3,0,0,0,0,149,3,81,3,64,3,0,0,0,0,150,10,36,8,17,0,0,0,0,0,77,11,20,3,23,0,0,0,0,0,64,7,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,48,336,35,330,63,0,3,45,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,3,0,3,0,0,0,0,14,0,0,3,0,3,0,0,8,0,15,0,0,10,3,13,0,5,7,0,45,Livingstone (S)
34570,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,11,0,24,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Lockhart River (S)
34580,0,6,0,20,0,0,0,10,0,45,0,11,3,60,14,0,3,16,0,105,0,15,6,42,11,0,4,10,0,82,4,31,7,26,15,0,4,8,0,99,3,63,4,35,10,0,0,3,0,128,0,88,0,27,3,0,0,3,0,135,3,98,6,15,4,0,0,0,0,136,5,45,3,18,0,0,0,0,0,81,25,27,11,13,0,0,0,0,0,76,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,5,56,406,44,283,72,3,22,68,4,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,3,0,13,0,3,0,4,10,0,6,10,0,30,3,3,0,0,11,0,10,13,0,38,Lockyer Valley (R)
34590,7,42,13,166,29,3,7,24,0,278,11,126,13,323,75,6,10,63,3,622,11,219,22,278,140,13,19,106,0,793,17,412,31,189,195,8,18,110,3,980,29,857,26,290,297,19,28,34,4,1594,33,897,25,258,164,3,9,14,6,1409,39,1134,22,242,88,0,4,9,12,1559,61,634,14,173,28,0,11,4,3,935,179,492,20,152,30,0,17,12,6,911,21,129,0,10,0,0,0,0,0,165,5,41,0,28,10,0,0,3,4,87,432,5057,196,2282,1081,58,126,444,43,9720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,7,0,0,0,0,20,0,0,0,3,16,0,0,7,0,31,0,0,0,3,16,0,0,4,0,27,0,5,4,3,36,3,0,6,0,55,0,12,10,4,47,0,11,20,0,98,0,20,17,10,91,3,25,36,0,199,Logan (C)
41010,0,0,0,7,0,0,0,3,0,14,0,3,0,7,4,0,0,3,0,15,0,7,0,3,3,0,0,3,0,21,0,4,0,3,7,0,0,4,0,23,0,4,0,7,5,0,0,0,0,24,0,26,6,7,3,0,0,0,0,52,0,20,0,10,0,0,0,0,0,26,3,13,0,9,0,0,0,0,0,21,5,7,0,7,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,87,11,67,30,0,7,17,3,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,7,0,0,3,0,0,0,0,3,0,8,Ceduna (DC)
41060,3,24,3,42,22,0,0,10,0,115,10,44,11,64,32,0,8,23,3,191,0,90,12,80,61,0,6,18,0,274,6,191,19,95,104,3,12,25,0,457,6,322,27,113,84,3,12,4,3,575,20,350,21,57,36,0,0,5,3,486,26,419,10,35,26,0,0,0,0,515,15,358,5,20,8,0,0,0,0,401,48,188,0,22,3,0,0,0,0,268,15,131,0,0,0,0,0,0,0,148,3,15,0,4,4,0,0,0,0,28,156,2171,115,590,410,7,42,105,19,3608,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,7,0,3,3,0,3,0,0,7,0,21,0,7,3,5,8,0,0,14,0,37,0,3,5,3,9,4,3,9,0,35,0,10,39,7,12,0,5,19,0,98,Charles Sturt (C)
37400,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,0,3,0,0,3,0,0,0,0,10,0,12,3,3,0,0,0,0,0,20,0,6,0,0,0,0,0,0,0,11,0,8,0,3,0,0,0,0,0,11,0,3,0,3,0,0,0,0,0,8,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,31,7,17,12,0,0,8,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,8,3,0,12,0,0,0,3,0,0,4,3,0,14,Winton (S)
37550,0,0,0,4,0,0,0,0,0,8,0,3,0,3,0,0,0,3,0,8,0,0,3,3,0,0,0,3,0,10,0,3,0,5,0,0,0,0,0,9,0,5,0,7,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,3,42,5,3,0,14,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,0,0,0,5,Woorabinda (S)
41190,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,10,0,6,3,8,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,8,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,35,3,18,5,0,0,6,4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,Cleve (DC)
41750,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,3,0,4,4,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,15,3,0,0,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,Elliston (DC)
37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,Wujal Wujal (S)
37600,0,0,0,3,0,0,0,0,0,3,0,4,0,15,0,0,0,5,0,22,0,4,0,9,0,0,0,3,0,14,0,7,0,3,0,0,0,0,0,16,0,5,0,3,0,0,0,0,0,12,0,13,0,3,0,0,0,0,0,13,0,12,0,4,0,0,0,0,0,17,0,9,0,0,0,0,0,0,0,12,4,13,0,3,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,61,3,46,3,0,0,6,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,0,0,0,0,11,5,0,8,4,0,3,0,5,0,29,0,4,3,3,6,0,0,3,0,17,0,3,0,0,3,0,0,0,0,5,Yarrabah (S)
41960,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,10,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,18,6,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Franklin Harbour (DC)
40070,11,124,19,57,127,8,0,28,4,365,13,279,34,105,336,16,10,52,6,850,43,481,53,170,532,19,20,60,21,1392,79,778,107,250,1126,29,50,57,24,2505,184,1616,219,392,1784,35,43,38,38,4349,229,1906,176,312,924,25,32,8,58,3679,380,2571,124,385,761,17,83,4,74,4393,456,1677,55,405,431,3,24,5,44,3105,946,1769,53,746,385,13,16,3,49,3981,473,773,6,50,48,3,0,3,9,1366,12,89,15,24,53,3,4,3,10,210,2840,12234,880,3015,6663,193,294,284,332,26726,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,10,0,0,3,9,5,0,0,0,0,11,0,0,0,6,9,0,0,4,0,19,0,3,0,6,14,0,0,3,0,24,5,10,0,8,22,0,0,7,0,38,8,13,7,6,26,0,0,3,0,70,Adelaide (C)
40120,0,8,0,10,0,0,0,0,0,19,3,17,7,19,7,0,0,0,0,54,3,21,0,9,5,0,0,3,0,50,3,21,7,10,9,0,5,0,0,45,3,33,3,7,10,0,0,6,0,61,0,38,4,0,0,0,0,0,0,53,3,44,0,0,3,0,3,0,0,54,4,59,0,4,0,0,0,0,0,71,24,14,0,13,0,0,0,0,0,44,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,49,270,23,108,42,3,13,12,4,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,3,0,3,0,3,0,0,16,0,3,3,0,15,0,3,0,0,21,Adelaide Hills (DC)
40220,0,3,0,11,5,0,0,3,0,19,0,12,0,11,0,0,0,3,0,25,0,18,0,9,5,0,0,3,0,40,4,8,0,13,7,0,0,4,0,36,0,26,3,3,6,0,0,3,0,49,0,33,0,3,3,0,0,0,0,48,0,30,0,5,0,0,0,0,0,42,3,34,0,3,0,0,0,0,0,43,5,4,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,21,173,8,77,33,0,7,19,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,3,4,7,0,3,0,0,16,0,4,3,0,4,0,4,4,0,18,Alexandrina (DC)
41330,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,5,0,0,0,4,3,0,0,0,0,9,0,4,0,3,6,0,0,0,0,19,0,6,0,5,0,0,0,0,0,17,0,7,0,9,0,0,0,0,0,21,0,8,0,5,0,0,0,0,0,11,0,3,0,15,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,37,4,48,10,0,0,4,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,Coober Pedy (DC)
41560,0,0,0,6,0,0,0,0,0,15,0,4,0,5,4,0,0,3,0,16,0,7,0,14,6,0,0,3,0,31,0,16,0,4,9,3,3,0,0,39,0,9,0,8,13,0,0,0,0,35,3,24,0,12,0,0,0,0,0,36,0,25,0,11,4,0,0,3,0,41,0,24,0,7,0,0,0,0,0,40,3,13,0,18,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,133,8,95,37,6,3,16,3,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,4,3,0,15,Copper Coast (DC)
40250,0,3,0,9,0,0,0,0,0,16,0,3,0,15,0,0,0,0,0,16,0,5,0,4,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,13,0,5,0,0,0,0,0,15,0,11,0,3,0,0,0,0,0,16,0,7,0,0,4,0,0,0,0,13,3,7,0,9,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,65,5,61,12,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anangu Pitjantjatjara (AC)
40310,0,5,3,8,3,0,0,0,0,22,0,6,3,19,5,0,0,0,0,31,0,16,0,11,5,0,0,4,0,37,0,23,6,15,14,0,0,6,0,63,0,23,8,7,20,0,3,3,0,64,0,41,10,8,5,0,0,0,0,61,3,33,13,4,3,0,3,0,0,58,3,45,5,9,3,0,0,0,0,65,11,18,0,30,3,0,0,0,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,22,208,40,109,68,0,9,19,3,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,0,0,0,17,0,0,0,0,3,0,5,0,0,11,Barossa (DC)
40430,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,3,0,7,0,0,0,4,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,6,15,9,0,0,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barunga West (DC)
40520,0,3,0,9,5,0,0,3,0,31,0,7,4,19,3,0,0,3,3,34,0,14,5,19,11,0,0,4,0,51,0,16,3,14,12,3,0,3,0,59,0,37,13,27,28,3,0,0,0,111,3,44,3,22,6,3,0,3,0,84,9,39,15,7,4,0,3,0,0,73,3,39,3,13,0,0,3,0,0,62,12,15,3,40,0,0,0,0,0,69,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,32,217,52,183,79,5,5,22,9,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,3,0,0,13,Berri and Barmera (DC)
