lga_code_2016,earners_persons,median_age_of_earners_years,income_aud,median_aud,mean_aud,p80_to_p20_ratio,p80_to_p50_ratio,p20_to_p50_ratio,p10_to_p50_ratio,gini_coefficient_no,income_share_top_1pc,income_share_top_5pc,income_share_top_10pc,lowest_quartile_pc,second_quartile_pc,third_quartile_pc,highest_quartile_pc,lga_name16
10900,42648.0,47.0,2288597765.0,43302.0,53662.0,5.54,1.94,0.35,0.15,0.45899999999999996,6.8,19.0,29.9,25.9,23.8,23.1,27.2,Blue Mountains (C)
10950,1494.0,44.0,68059600.0,37968.0,45555.0,6.13,1.94,0.32,0.11,0.526,5.8,19.2,31.4,30.5,24.8,23.8,20.8,Bogan (A)
11100,21836.0,40.0,1157859347.0,44741.0,53025.0,4.24,1.76,0.42,0.21,0.425,6.2,18.0,28.6,22.0,25.8,28.1,24.0,Botany Bay (C)
11150,1372.0,42.0,65714334.0,41968.0,47897.0,4.65,1.77,0.38,0.15,0.45899999999999996,6.9,18.0,28.7,24.6,26.4,26.7,22.3,Bourke (A)
11200,613.0,46.0,28516907.0,39389.0,46520.0,4.67,1.85,0.4,0.18,0.46399999999999997,5.4,18.0,29.5,28.2,24.8,26.4,20.7,Brewarrina (A)
11250,8465.0,44.0,426926474.0,42240.0,50434.0,5.09,1.91,0.38,0.15,0.43700000000000006,5.5,16.9,27.7,24.5,26.5,24.3,24.8,Broken Hill (C)
13910,9253.0,46.0,391619369.0,35543.0,42324.0,5.48,1.83,0.33,0.12,0.49,7.3,20.2,31.6,30.2,30.2,23.6,15.9,Hilltops (A)
14000,83168.0,45.0,5302143333.0,47436.0,63752.0,6.11,2.03,0.33,0.14,0.496,8.1,22.0,33.7,24.8,21.3,21.4,32.4,Hornsby (A)
14100,7788.0,48.0,910216481.0,59844.0,116874.0,7.83,2.52,0.32,0.14,0.631,17.3,37.3,49.8,21.0,18.3,17.5,43.1,Hunters Hill (A)
14170,102758.0,39.0,7186569765.0,52199.0,69937.0,4.79,1.89,0.39,0.2,0.48100000000000004,9.4,23.4,34.6,19.8,21.5,24.1,34.5,Inner West (A)
14200,7856.0,45.0,304797640.0,34485.0,38798.0,5.42,1.71,0.32,0.1,0.49200000000000005,7.6,19.8,31.0,31.7,31.1,24.8,12.4,Inverell (A)
14300,2629.0,44.0,126017658.0,39029.0,47934.0,5.47,1.82,0.33,0.12,0.47700000000000004,7.2,19.8,31.5,27.6,27.2,25.8,19.3,Junee (A)
14350,12433.0,48.0,465047817.0,31341.0,37404.0,6.15,1.89,0.31,0.1,0.483,6.1,18.6,30.3,34.6,31.2,21.0,13.2,Kempsey (A)
14400,11984.0,48.0,652079581.0,40553.0,54413.0,6.23,2.07,0.33,0.14,0.499,9.0,22.0,33.3,28.1,24.4,20.8,26.8,Kiama (A)
14500,70303.0,48.0,6726264607.0,52142.0,95675.0,8.5,2.53,0.3,0.13,0.604,13.2,32.2,45.3,24.9,19.1,16.2,39.8,Ku-ring-gai (A)
14550,4233.0,50.0,140605793.0,27318.0,33217.0,8.26,2.0,0.24,0.03,0.552,7.6,20.8,33.0,40.2,29.3,20.2,10.4,Kyogle (A)
14600,3382.0,45.0,145093233.0,35597.0,42902.0,6.16,1.89,0.31,0.08,0.53,6.6,20.7,32.8,30.4,28.8,23.3,17.5,Lachlan (A)
14650,102871.0,44.0,5496898600.0,42817.0,53435.0,5.31,1.9,0.36,0.14,0.46299999999999997,7.1,19.6,30.8,25.4,24.8,24.3,25.5,Lake Macquarie (C)
14700,20187.0,43.0,1930305877.0,59780.0,95621.0,6.19,2.09,0.34,0.16,0.569,13.8,31.5,43.5,20.3,17.7,20.0,42.0,Lane Cove (A)
14750,5814.0,44.0,239461846.0,36987.0,41187.0,5.28,1.77,0.34,0.11,0.456,5.4,16.7,27.7,29.0,28.4,26.9,15.7,Leeton (A)
14850,22078.0,46.0,916701641.0,35576.0,41521.0,5.35,1.77,0.33,0.12,0.466,7.1,19.2,30.2,30.5,30.3,24.3,15.0,Lismore (C)
14870,9523.0,46.0,516349520.0,41715.0,54221.0,5.84,2.1,0.36,0.14,0.473,5.9,18.2,30.3,26.1,25.3,21.5,27.1,Lithgow (C)
14900,86750.0,40.0,4288202678.0,44048.0,49432.0,3.96,1.67,0.42,0.21,0.39799999999999996,5.4,16.1,26.3,21.9,26.7,30.3,21.1,Liverpool (C)
14920,3901.0,47.0,161134299.0,34365.0,41306.0,6.12,1.87,0.31,0.08,0.55,9.0,21.9,34.1,31.9,28.6,23.1,16.3,Liverpool Plains (A)
14950,1699.0,48.0,77809298.0,38791.0,45797.0,5.43,1.85,0.34,0.12,0.475,5.9,18.5,30.2,28.1,28.1,23.9,20.0,Lockhart (A)
15050,37214.0,41.0,2137697127.0,46294.0,57443.0,4.95,1.9,0.38,0.16,0.451,6.8,18.6,29.7,22.6,24.0,24.3,29.1,Maitland (C)
15240,40977.0,50.0,1614419529.0,31462.0,39398.0,6.75,1.95,0.29,0.08,0.499,7.6,20.7,32.6,34.9,30.0,20.9,14.2,Mid-Coast (A)
15270,11686.0,45.0,593536166.0,38100.0,50790.0,6.51,2.17,0.33,0.12,0.506,6.5,19.7,32.4,28.8,26.2,20.6,24.4,Mid-Western Regional (A)
15300,6916.0,42.0,367728063.0,41550.0,53171.0,4.81,1.78,0.37,0.16,0.5529999999999999,13.4,27.2,38.1,25.3,26.7,27.2,20.8,Moree Plains (A)
15350,18322.0,46.0,2488097947.0,64649.0,135798.0,7.87,2.49,0.32,0.14,0.652,18.0,40.0,53.0,20.1,16.5,17.3,46.1,Mosman (A)
15520,5679.0,47.0,230636911.0,33541.0,40612.0,6.36,1.88,0.3,0.1,0.519,8.1,21.3,32.7,32.8,29.1,23.3,14.8,Murray River (A)
15560,2203.0,45.0,84430278.0,32868.0,38325.0,5.86,1.83,0.31,0.08,0.5589999999999999,6.8,21.9,33.9,32.9,29.5,24.5,13.2,Murrumbidgee (A)
15650,8510.0,40.0,538621929.0,49301.0,63293.0,6.05,2.22,0.37,0.15,0.457,5.4,16.1,27.4,22.4,22.2,19.6,35.7,Muswellbrook (A)
15700,8205.0,50.0,299295281.0,29099.0,36477.0,7.05,1.92,0.27,0.08,0.507,8.9,21.6,33.2,37.4,31.1,19.9,11.6,Nambucca (A)
15750,7275.0,44.0,343517672.0,39102.0,47219.0,5.47,1.87,0.34,0.12,0.518,8.3,21.1,32.7,27.8,27.5,24.2,20.4,Narrabri (A)
15800,3060.0,47.0,127742698.0,36420.0,41746.0,4.91,1.82,0.37,0.13,0.462,5.3,17.5,28.6,28.6,29.9,25.4,16.0,Narrandera (A)
15850,3353.0,46.0,145303414.0,37128.0,43335.0,5.41,1.83,0.34,0.12,0.496,6.3,19.2,30.5,28.2,28.9,25.1,17.8,Narromine (A)
15900,82101.0,40.0,4660581923.0,45361.0,56766.0,5.02,1.87,0.37,0.16,0.461,8.1,20.6,31.4,23.6,23.8,24.9,27.6,Newcastle (C)
15950,43828.0,39.0,4222360865.0,63677.0,96339.0,5.15,1.94,0.38,0.19,0.542,15.3,30.7,41.7,17.4,17.1,21.4,44.0,North Sydney (A)
15990,154633.0,43.0,11134151953.0,47082.0,72004.0,5.83,2.08,0.36,0.16,0.5429999999999999,12.5,28.4,40.4,23.7,22.5,21.8,32.0,Northern Beaches (A)
16100,2759.0,47.0,125360891.0,39996.0,45437.0,5.53,1.84,0.33,0.11,0.452,5.2,16.6,27.4,28.5,24.5,25.8,21.2,Oberon (A)
16150,20726.0,42.0,1127420201.0,45359.0,54396.0,4.65,1.82,0.39,0.17,0.442,6.6,18.5,29.4,22.8,24.5,26.6,26.1,Orange (C)
16200,7496.0,44.0,344586567.0,37965.0,45969.0,5.77,1.96,0.34,0.12,0.47700000000000004,5.7,17.9,29.5,28.4,27.2,23.1,21.3,Parkes (A)
16260,111330.0,39.0,5973601004.0,43920.0,53657.0,5.15,1.86,0.36,0.16,0.45299999999999996,6.5,18.8,29.9,25.1,24.0,25.2,25.8,Parramatta (C)
16350,98564.0,40.0,5103671552.0,46503.0,51780.0,3.78,1.65,0.44,0.22,0.391,5.3,15.8,25.8,20.1,25.5,31.0,23.5,Penrith (C)
11300,19580.0,38.0,982551737.0,36601.0,50181.0,5.39,2.03,0.38,0.18,0.503,9.7,23.4,34.9,29.9,27.1,21.9,21.1,Burwood (A)
11350,17880.0,46.0,726515709.0,28455.0,40633.0,6.36,2.07,0.33,0.12,0.552,12.4,26.9,38.6,38.2,29.8,17.9,14.1,Byron (A)
11400,6902.0,46.0,326529480.0,38719.0,47309.0,5.68,1.9,0.33,0.11,0.495,8.2,20.7,31.8,28.4,26.6,24.4,20.7,Cabonne (A)
11450,33322.0,40.0,1889120783.0,49179.0,56693.0,4.06,1.71,0.42,0.21,0.41100000000000003,6.0,17.2,27.4,19.9,23.6,27.9,28.7,Camden (A)
11500,74934.0,40.0,3643580173.0,44437.0,48624.0,3.72,1.62,0.44,0.22,0.38,4.7,14.9,25.0,21.2,26.8,32.1,19.9,Campbelltown (C) (NSW)
11520,46463.0,41.0,3317960047.0,51961.0,71411.0,5.31,1.95,0.37,0.18,0.499,10.1,24.1,35.5,21.2,21.1,22.3,35.3,Canada Bay (A)
11570,153226.0,40.0,7030293998.0,38549.0,45882.0,4.56,1.8,0.4,0.19,0.436,6.1,17.9,28.8,27.1,28.4,26.0,18.5,Canterbury-Bankstown (A)
11600,1551.0,44.0,68493042.0,37984.0,44161.0,5.2,1.84,0.35,0.15,0.531,6.4,20.5,32.4,29.4,26.7,25.1,18.8,Carrathool (A)
11650,164019.0,44.0,7958033889.0,39637.0,48519.0,5.0,1.86,0.37,0.16,0.457,7.4,19.6,30.5,26.7,27.4,25.1,20.8,Central Coast (C) (NSW)
11700,743.0,45.0,38386339.0,38264.0,51664.0,5.75,2.03,0.35,0.14,0.507,7.2,22.6,34.3,28.4,25.6,20.5,25.5,Central Darling (A)
11720,24726.0,41.0,1328919574.0,42042.0,53746.0,5.17,2.02,0.39,0.17,0.457,6.1,17.8,29.6,24.5,26.6,22.7,26.3,Cessnock (C)
11730,23530.0,48.0,874595080.0,30490.0,37169.0,6.58,1.93,0.29,0.09,0.505,7.0,19.7,31.7,35.9,30.0,20.8,13.2,Clarence Valley (A)
11750,2378.0,40.0,138379769.0,48910.0,58192.0,5.34,1.97,0.37,0.16,0.446,4.3,15.5,26.6,22.3,23.1,19.7,34.9,Cobar (A)
11800,36307.0,46.0,1546076814.0,34414.0,42583.0,5.54,1.87,0.34,0.13,0.48100000000000004,8.2,21.0,32.1,31.5,29.9,23.0,15.6,Coffs Harbour (C)
12000,2246.0,47.0,100590021.0,37300.0,44786.0,5.66,1.87,0.33,0.11,0.493,6.4,20.0,31.8,29.5,27.6,24.4,18.4,Coolamon (A)
12150,1896.0,45.0,76567786.0,35768.0,40384.0,6.46,1.84,0.29,0.07,0.64,10.2,24.5,36.6,31.0,28.1,24.4,16.6,Coonamble (A)
12350,6181.0,47.0,247404787.0,33088.0,40027.0,5.88,1.83,0.31,0.1,0.505,9.2,21.5,32.8,32.9,30.6,22.8,13.7,Cowra (A)
12380,94522.0,37.0,4196569668.0,38470.0,44398.0,4.56,1.77,0.39,0.19,0.425,5.4,16.7,27.5,27.6,28.0,26.9,17.5,Cumberland (A)
12700,4555.0,47.0,218919771.0,37704.0,48061.0,6.19,2.08,0.34,0.11,0.493,6.7,19.6,31.5,29.1,27.1,20.8,22.9,Dungog (A)
12730,5072.0,47.0,204123065.0,35483.0,40245.0,6.32,1.83,0.29,0.09,0.506,6.2,18.4,30.1,32.7,26.7,24.5,16.0,Edward River (A)
12750,18443.0,51.0,716958472.0,31352.0,38874.0,5.6,1.86,0.33,0.12,0.48100000000000004,7.8,20.7,32.1,34.1,32.2,20.9,12.8,Eurobodalla (A)
12850,82858.0,40.0,3583545135.0,38431.0,43249.0,4.26,1.7,0.4,0.2,0.409,5.1,16.1,26.6,26.8,29.4,28.4,15.4,Fairfield (C)
12870,6870.0,48.0,293468169.0,36826.0,42717.0,5.62,1.84,0.33,0.12,0.475,6.1,18.5,29.5,29.9,27.4,25.6,17.0,Federation (A)
12900,4590.0,46.0,194687717.0,36546.0,42416.0,5.4,1.85,0.34,0.11,0.488,6.2,18.6,30.1,29.5,29.3,24.2,17.1,Forbes (A)
12930,79212.0,42.0,4318375955.0,42070.0,54517.0,5.21,1.91,0.37,0.16,0.48,8.5,21.9,33.1,26.1,24.9,24.3,24.8,Georges River (A)
12950,2127.0,46.0,78444326.0,32714.0,36880.0,7.24,1.9,0.26,0.07,0.551,6.6,19.1,31.2,35.7,26.6,23.3,14.5,Gilgandra (A)
13010,4261.0,48.0,154752664.0,31231.0,36318.0,6.45,1.89,0.29,0.07,0.52,6.4,19.4,31.4,35.9,30.1,21.1,12.8,Glen Innes Severn (A)
13310,14583.0,45.0,692428009.0,40803.0,47482.0,4.72,1.8,0.38,0.15,0.444,6.5,17.6,28.3,25.1,27.6,26.5,20.8,Goulburn Mulwaree (A)
13340,5584.0,48.0,244671493.0,36583.0,43817.0,5.72,1.89,0.33,0.12,0.504,7.5,20.1,31.4,29.9,27.7,24.1,18.3,Greater Hume Shire (A)
13450,13960.0,42.0,622569052.0,37943.0,44597.0,4.87,1.71,0.35,0.14,0.48100000000000004,9.8,21.5,32.0,28.1,28.6,27.6,15.6,Griffith (C)
13510,5836.0,47.0,259102807.0,36984.0,44397.0,5.96,1.89,0.32,0.12,0.491,6.6,19.8,31.4,29.7,28.8,22.7,18.8,Gundagai (A)
13550,6193.0,44.0,297547788.0,37939.0,48046.0,6.12,2.02,0.33,0.12,0.536,8.6,21.7,34.0,29.2,26.8,22.4,21.6,Gunnedah (A)
13660,2444.0,46.0,86584390.0,31491.0,35427.0,9.34,1.85,0.2,0.01,0.605,7.7,22.0,34.5,37.2,26.1,23.6,13.0,Gwydir (A)
13800,35478.0,42.0,1833302360.0,43859.0,51674.0,4.28,1.77,0.41,0.2,0.426,6.5,17.9,28.3,22.4,26.6,27.4,23.6,Hawkesbury (C)
13850,1674.0,46.0,72775098.0,35736.0,43474.0,5.74,1.87,0.33,0.15,0.467,6.4,18.8,30.2,30.8,29.1,22.6,17.5,Hay (A)
16380,37882.0,48.0,1597250407.0,33748.0,42164.0,6.43,1.93,0.3,0.1,0.49200000000000005,7.7,20.7,32.3,32.9,29.1,21.5,16.5,Port Macquarie-Hastings (A)
16400,34364.0,45.0,1692491617.0,39612.0,49252.0,5.54,1.92,0.35,0.14,0.469,7.1,19.7,30.9,27.7,26.2,24.0,22.1,Port Stephens (A)
16490,31761.0,42.0,1981115347.0,54498.0,62376.0,3.74,1.66,0.44,0.22,0.409,6.1,17.5,27.7,17.2,21.1,28.6,33.1,Queanbeyan-Palerang Regional (A)
16550,77004.0,39.0,5362590465.0,50487.0,69640.0,5.33,1.91,0.36,0.17,0.508,10.8,25.6,36.9,22.3,21.4,22.9,33.4,Randwick (C)
16610,9922.0,46.0,373450389.0,34686.0,37639.0,5.07,1.65,0.33,0.11,0.452,5.7,17.1,28.1,31.5,31.1,26.1,11.4,Richmond Valley (A)
16650,56067.0,40.0,2823397820.0,42137.0,50358.0,4.51,1.8,0.4,0.2,0.434,6.3,18.2,29.0,24.3,26.7,26.8,22.2,Rockdale (C)
16700,60990.0,41.0,3607011873.0,45771.0,59141.0,5.55,1.93,0.35,0.15,0.48,7.7,21.1,32.6,24.8,22.6,23.4,29.2,Ryde (C)
16900,32787.0,42.0,1662691619.0,42585.0,50712.0,4.87,1.89,0.39,0.17,0.431,5.2,16.5,27.5,24.4,26.1,25.0,24.6,Shellharbour (C)
16950,45918.0,48.0,1950748407.0,34403.0,42483.0,5.75,1.92,0.33,0.13,0.475,6.9,19.6,30.9,31.5,29.6,22.2,16.8,Shoalhaven (C)
17000,12940.0,41.0,886779258.0,51718.0,68530.0,6.55,2.28,0.35,0.15,0.475,6.5,18.0,29.1,22.4,21.1,18.0,38.6,Singleton (A)
