LGA_MAIN11,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total,LGA_NAME11
17900,39,200,453,754,451,101,35,77,2110,0,4,8,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,8,5,0,0,0,0,17,0,48,39,7,0,0,0,8,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,51,39,7,0,0,0,8,105,35,88,48,37,7,0,0,29,244,0,3,5,3,3,0,0,0,14,74,346,553,806,461,101,35,114,2490,Walgett (A)
17950,3,10,134,470,278,70,19,22,1006,0,0,17,11,0,0,0,0,28,0,0,0,4,0,0,0,0,4,0,0,17,15,0,0,0,0,32,0,24,6,4,0,0,0,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,4,0,0,0,5,39,3,9,5,5,0,0,0,3,25,0,0,0,0,0,0,0,0,0,6,43,162,494,278,70,19,30,1102,Warren (A)
18000,42,318,2184,11933,11359,3656,866,320,30678,61,206,307,278,49,7,0,35,943,6,207,624,1059,197,23,16,40,2172,67,413,931,1337,246,30,16,75,3115,170,1317,1956,360,41,16,8,127,3995,42,1655,6497,534,16,3,8,147,8902,19,793,2262,430,8,0,0,70,3582,11,70,52,25,19,5,3,3,188,242,3835,10767,1349,84,24,19,347,16667,4,32,50,29,8,5,0,9,137,0,10,8,10,8,4,0,0,40,355,4608,13940,14658,11705,3719,901,751,50637,Warringah (A)
18020,14,81,540,1651,881,167,40,73,3447,0,0,6,5,0,0,0,3,14,0,0,3,3,0,0,0,0,6,0,0,9,8,0,0,0,3,20,5,42,50,7,0,0,0,14,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,42,50,7,0,0,3,14,121,12,14,13,9,10,3,0,3,64,0,0,0,3,5,0,3,0,11,31,137,612,1678,896,170,46,93,3663,Warrumbungle Shire (A)
18050,14,77,657,1812,1648,541,117,76,4942,4,61,796,1016,294,57,13,32,2273,11,66,645,985,549,88,16,42,2402,15,127,1441,2001,843,145,29,74,4675,40,800,1834,416,64,8,11,85,3258,185,1301,3535,568,45,4,5,127,5770,267,1335,3182,1006,32,5,8,153,5988,0,8,7,4,3,0,0,0,22,492,3444,8558,1994,144,17,24,365,15038,4,39,72,26,8,3,3,3,158,0,7,24,16,7,3,0,0,57,525,3694,10752,5849,2650,709,173,518,24870,Waverley (A)
18100,3,22,211,667,395,66,13,27,1404,3,4,12,7,0,0,0,4,30,0,0,0,0,0,0,0,0,0,3,4,12,7,0,0,0,4,30,0,20,22,7,3,0,0,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,23,22,7,3,0,0,5,60,0,4,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,53,245,685,398,66,13,36,1502,Weddin (A)
18150,10,44,420,1405,761,134,38,51,2863,0,8,28,17,0,0,0,3,56,0,0,3,3,0,0,0,0,6,0,8,31,20,0,0,0,3,62,4,31,59,0,0,0,3,6,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,35,59,0,0,0,3,6,107,0,12,4,0,4,5,4,0,29,0,0,0,0,0,0,0,0,0,14,99,514,1425,765,139,45,60,3061,Wellington (A)
18200,7,39,310,1146,575,88,17,68,2250,0,12,10,0,3,0,0,0,25,0,0,0,3,0,0,0,0,3,0,12,10,3,3,0,0,0,28,0,11,63,7,4,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,67,7,4,0,0,0,89,5,38,21,13,3,0,0,12,92,0,0,3,0,0,0,0,0,3,12,100,411,1169,585,88,17,80,2462,Wentworth (A)
18250,15,84,1270,4905,4310,1323,268,119,12294,12,42,446,350,58,7,0,13,928,4,37,303,543,97,6,0,5,995,16,79,749,893,155,13,0,18,1923,4,245,892,262,14,0,4,33,1454,32,393,1959,361,15,3,0,35,2798,182,1481,3391,986,25,0,0,88,6153,0,8,4,5,0,0,0,3,20,218,2127,6246,1614,54,3,4,159,10425,3,6,30,12,4,0,0,0,55,0,0,0,3,0,0,0,0,3,252,2296,8295,7427,4523,1339,272,296,24700,Willoughby (C)
18350,21,249,1558,6511,5201,1047,267,222,15076,7,99,388,322,147,22,5,31,1021,0,6,50,107,9,3,0,3,178,7,105,438,429,156,25,5,34,1199,7,61,146,35,0,0,0,11,260,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,3,12,7,3,0,0,0,0,25,10,73,163,38,0,0,0,11,295,7,32,32,18,6,4,0,8,107,0,0,4,5,8,0,0,0,17,45,459,2195,7001,5371,1076,272,275,16694,Wingecarribee (A)
18400,29,123,812,4857,5425,1396,330,221,13193,0,31,236,107,10,11,3,6,404,0,0,6,6,0,0,0,0,12,0,31,242,113,10,11,3,6,416,4,46,88,12,0,7,3,15,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,14,10,4,0,0,4,48,7,59,102,22,4,7,3,19,223,10,43,21,15,7,4,0,19,119,0,0,0,0,3,0,0,0,3,46,256,1177,5007,5449,1418,336,265,13954,Wollondilly (A)
18450,70,583,5806,26129,14244,2919,592,760,51103,36,285,1725,1478,132,12,4,135,3807,10,204,1620,2266,227,27,3,91,4448,46,489,3345,3744,359,39,7,226,8255,77,1387,3178,675,63,50,4,187,5621,35,396,2012,344,15,5,0,91,2898,24,276,1648,878,30,4,3,64,2927,5,66,45,29,4,4,3,9,165,141,2125,6883,1926,112,63,10,351,11611,18,155,388,98,25,3,3,54,744,3,10,21,14,0,0,3,0,51,278,3362,16443,31911,14740,3024,615,1391,71764,Wollongong (C)
18500,9,70,410,1376,1776,944,267,64,4916,3,50,277,335,101,13,0,18,797,9,106,971,1894,665,72,15,69,3801,12,156,1248,2229,766,85,15,87,4598,27,189,821,391,49,9,3,33,1522,48,613,2098,740,50,6,6,69,3630,277,1349,2596,1246,70,12,5,127,5682,0,3,6,0,0,0,0,0,9,352,2154,5521,2377,169,27,14,229,10843,3,15,25,11,7,0,0,0,61,3,10,18,10,0,3,0,0,44,379,2405,7222,6003,2718,1059,296,380,20462,Woollahra (A)
18550,53,745,6319,21015,14861,2457,516,804,46770,3,256,1431,1472,183,16,3,127,3491,5,77,498,849,141,21,6,39,1636,8,333,1929,2321,324,37,9,166,5127,14,489,1234,323,24,0,3,124,2211,5,51,281,59,5,0,0,14,415,0,53,403,85,5,0,3,12,561,3,27,25,19,8,4,0,7,93,22,620,1943,486,42,4,6,157,3280,57,280,243,59,16,0,4,48,707,0,5,6,5,5,0,3,0,24,140,1983,10440,23886,15248,2498,538,1175,55908,Wyong (A)
18710,25,104,504,1893,1785,423,115,57,4906,0,11,107,36,0,0,0,3,157,0,0,0,6,0,0,0,0,6,0,11,107,42,0,0,0,3,163,0,7,31,16,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,16,0,0,0,0,54,10,16,12,8,0,4,0,4,54,0,0,0,0,0,0,0,0,0,35,138,654,1959,1785,427,115,64,5177,Yass Valley (A)
18750,12,53,492,1930,1264,244,63,84,4142,0,25,105,31,5,0,0,11,177,0,0,3,0,0,0,0,0,3,0,25,108,31,5,0,0,11,180,4,34,133,28,3,0,0,9,211,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,34,139,28,3,0,0,9,217,3,8,8,6,0,0,0,3,28,0,0,3,3,0,0,0,0,6,19,120,750,1998,1272,244,63,107,4573,Young (A)
19399,0,22,46,135,99,27,21,7,357,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,14,0,10,4,0,0,0,0,0,14,3,5,0,4,0,0,0,3,15,0,0,0,0,0,0,0,0,0,3,41,50,139,99,27,21,10,390,Unincorporated NSW
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20110,10,79,649,2460,953,120,43,58,4372,0,13,62,26,3,0,0,5,109,0,3,7,4,3,0,3,0,20,0,16,69,30,6,0,3,5,129,0,30,101,19,3,0,0,9,162,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,30,101,22,3,0,0,9,168,7,19,17,15,3,0,3,3,67,0,0,0,4,0,0,0,0,4,20,144,836,2531,965,120,49,75,4740,Alpine (S)
20260,0,46,614,2223,908,139,38,78,4046,0,18,43,9,0,0,0,0,70,0,0,0,3,0,0,0,0,3,0,18,43,12,0,0,0,0,73,0,44,104,14,0,0,0,11,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,48,104,14,0,0,0,11,177,5,12,3,9,3,0,0,3,35,0,0,0,0,0,0,0,0,0,5,124,764,2258,911,139,38,92,4331,Ararat (RC)
20570,28,251,3611,17881,7417,913,149,455,30705,6,376,976,411,23,0,4,70,1866,0,5,72,144,35,12,0,11,279,6,381,1048,555,58,12,4,81,2145,12,670,1551,274,15,3,8,122,2655,0,14,15,6,4,0,0,0,39,0,0,12,0,0,0,0,0,12,0,4,5,0,0,0,0,3,12,12,688,1583,280,19,3,8,125,2718,13,79,40,16,9,0,0,7,164,0,3,3,3,0,0,0,4,13,59,1402,6285,18735,7503,928,161,672,35745,Ballarat (C)
20660,42,373,4214,19144,9177,1663,289,475,35377,8,233,1517,938,32,12,3,55,2798,3,47,441,947,96,8,4,18,1564,11,280,1958,1885,128,20,7,73,4362,23,504,1991,745,62,9,3,77,3414,0,40,131,17,0,0,0,8,196,0,49,126,20,0,0,0,8,203,3,30,22,26,0,0,3,0,84,26,623,2270,808,62,9,6,93,3897,0,12,12,22,3,0,0,4,53,0,0,4,6,0,0,0,0,10,79,1288,8458,21865,9370,1692,302,645,43699,Banyule (C)
20740,14,175,1775,5880,2277,334,64,186,10705,3,107,230,65,11,0,3,21,440,0,0,22,64,10,5,0,0,101,3,107,252,129,21,5,3,21,541,3,106,223,88,12,0,0,19,451,3,7,8,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,6,117,235,91,12,0,0,19,480,14,43,23,20,4,0,0,17,121,0,3,0,4,0,0,4,0,11,37,445,2285,6124,2314,339,71,243,11858,Bass Coast (S)
20830,19,163,1422,7709,4165,520,102,213,14313,3,51,548,229,71,13,5,22,942,0,0,9,11,3,0,0,0,23,3,51,557,240,74,13,5,22,965,3,104,332,68,0,0,0,16,523,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,11,3,115,332,68,0,0,0,19,537,14,60,58,9,7,0,0,16,164,0,0,0,0,0,0,0,0,0,39,389,2369,8026,4246,533,107,270,15979,Baw Baw (S)
20910,19,157,3031,10108,7353,1749,287,238,22942,11,177,1730,1168,146,13,0,57,3302,0,59,383,1398,354,30,4,19,2247,11,236,2113,2566,500,43,4,76,5549,49,436,2270,846,58,11,4,82,3756,0,99,297,89,3,3,0,20,511,14,98,156,81,3,0,3,4,359,3,5,5,6,3,0,0,0,22,66,638,2728,1022,67,14,7,106,4648,0,15,59,32,5,0,0,0,111,0,8,10,3,0,0,0,0,21,96,1054,7941,13731,7925,1806,298,420,33271,Bayside (C)
21010,6,61,639,2758,1208,144,25,71,4912,0,42,207,38,0,0,0,17,304,0,0,0,0,0,0,0,0,0,0,42,207,38,0,0,0,17,304,3,40,195,20,3,0,0,12,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,43,195,20,3,0,0,12,276,8,10,15,11,4,0,0,3,51,0,0,0,0,0,0,0,0,0,17,156,1056,2827,1215,144,25,103,5543,Benalla (RC)
21110,33,272,4339,14520,12640,3491,606,376,36277,28,260,2809,1974,205,30,9,82,5397,5,81,737,1659,351,37,7,30,2907,33,341,3546,3633,556,67,16,112,8304,77,1088,4710,1290,118,14,11,162,7470,68,1005,1996,230,14,0,5,57,3375,132,498,721,105,7,5,3,17,1488,3,25,20,8,3,0,3,0,62,280,2616,7447,1633,142,19,22,236,12395,0,51,90,60,16,3,5,6,231,0,5,14,6,0,0,0,0,25,346,3285,15436,19852,13354,3580,649,730,57232,Boroondara (C)
21180,126,221,2957,31263,13407,1748,273,1307,51302,7,92,614,943,100,16,3,68,1843,3,20,117,689,190,36,9,30,1094,10,112,731,1632,290,52,12,98,2937,28,558,1699,1419,57,8,0,170,3939,0,38,134,47,3,0,0,9,231,3,35,131,34,3,0,0,11,217,0,10,17,6,0,0,0,6,39,31,641,1981,1506,63,8,0,196,4426,12,30,17,22,4,0,0,6,91,0,4,4,8,0,0,0,0,16,179,1008,5690,34431,13764,1808,285,1607,58772,Brimbank (C)
21270,7,46,336,1389,571,54,13,61,2477,0,16,17,0,0,0,0,3,36,0,3,0,3,0,3,4,0,13,0,19,17,3,0,3,4,3,49,6,19,18,6,3,0,0,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,18,6,3,0,0,3,55,0,5,7,7,3,3,0,6,31,0,0,3,0,0,0,0,0,3,13,89,381,1405,577,60,17,73,2615,Buloke (S)
21370,18,158,1285,6902,3152,408,65,222,12210,0,95,217,76,6,0,0,10,404,0,0,0,5,5,0,0,0,10,0,95,217,81,11,0,0,10,414,6,115,645,136,0,3,0,52,957,0,4,27,3,0,0,4,0,38,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,3,16,9,122,676,142,0,3,4,55,1011,15,42,40,26,14,0,0,11,148,0,3,3,3,0,3,3,0,15,42,420,2221,7154,3177,414,72,298,13798,Campaspe (S)
21450,26,211,1468,11505,8198,1131,216,272,23027,0,53,448,309,21,0,3,29,863,0,0,18,125,19,0,0,0,162,0,53,466,434,40,0,3,29,1025,0,25,533,138,0,0,0,15,711,0,0,11,9,0,0,0,0,20,0,0,23,15,0,0,0,4,42,0,5,4,0,3,0,0,0,12,0,30,571,162,3,0,0,19,785,12,102,49,12,5,0,0,11,191,0,3,0,3,3,0,0,0,9,38,399,2554,12116,8249,1131,219,331,25037,Cardinia (S)
21610,126,318,2867,37361,27522,3741,577,1140,73652,17,136,838,1005,479,56,6,66,2603,0,4,83,495,288,61,8,10,949,17,140,921,1500,767,117,14,76,3552,11,192,1794,813,34,5,4,135,2988,0,0,10,4,0,0,0,0,14,0,20,15,49,0,0,0,5,89,0,12,7,3,0,0,0,0,22,11,224,1826,869,34,5,4,140,3113,12,68,33,18,3,3,0,5,142,0,0,0,6,5,0,0,0,11,166,750,5647,39754,28331,3866,595,1361,80470,Casey (C)
21670,11,106,841,2705,829,111,28,121,4752,3,34,83,18,0,0,0,8,146,0,4,3,3,0,0,0,0,10,3,38,86,21,0,0,0,8,156,0,72,133,19,0,0,0,8,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,72,136,22,3,0,0,8,241,19,35,18,17,4,0,0,8,101,0,0,0,0,0,0,0,0,0,33,251,1081,2765,836,111,28,145,5250,Central Goldfields (S)
21750,19,109,915,4149,1524,194,51,135,7096,0,71,142,69,8,0,3,10,303,0,0,7,33,19,4,0,0,63,0,71,149,102,27,4,3,10,366,0,96,169,35,3,0,0,16,319,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,10,0,100,175,41,3,0,0,16,335,6,15,8,10,4,3,0,13,59,0,0,0,0,0,0,0,0,0,25,295,1247,4302,1558,201,54,174,7856,Colac-Otway (S)
21830,7,81,687,3317,1429,226,40,101,5888,0,11,15,6,3,0,0,0,35,0,0,0,8,3,3,0,4,18,0,11,15,14,6,3,0,4,53,3,63,88,13,3,0,0,11,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,88,13,3,0,0,11,181,3,20,13,10,3,3,5,8,65,0,0,3,0,3,0,3,0,9,13,175,806,3354,1444,232,48,124,6196,Corangamite (S)
21890,56,420,7366,18776,5873,934,225,704,34354,10,382,2665,1443,113,10,7,115,4745,10,154,670,1009,119,10,8,28,2008,20,536,3335,2452,232,20,15,143,6753,91,2718,4516,835,56,7,4,258,8485,79,377,415,74,3,0,0,28,976,41,201,363,49,0,0,0,23,677,0,14,12,12,3,0,0,3,44,211,3310,5306,970,62,7,4,312,10182,13,46,137,79,20,3,6,10,314,3,0,12,6,0,0,0,0,21,303,4312,16156,22283,6187,964,250,1169,51624,Darebin (C)
22110,36,290,2193,8238,3223,448,92,257,14777,3,117,240,144,31,9,0,26,570,0,3,3,21,4,0,0,0,31,3,120,243,165,35,9,0,26,601,3,145,600,212,23,6,6,46,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,3,148,603,212,23,6,6,46,1047,32,157,140,40,8,3,3,37,420,0,0,3,9,0,0,0,0,12,74,715,3182,8664,3289,466,101,366,16857,East Gippsland (S)
22170,41,309,2867,22756,10632,1519,259,637,39020,34,242,1291,738,99,10,3,85,2502,4,11,246,435,31,3,0,13,743,38,253,1537,1173,130,13,3,98,3245,17,569,2718,1000,52,14,0,144,4514,15,20,80,13,0,0,0,9,137,0,0,15,19,0,0,0,0,34,0,7,5,7,3,0,0,0,22,32,596,2818,1039,55,14,0,153,4707,36,224,101,27,5,0,0,25,418,0,3,3,6,3,0,0,0,15,147,1385,7326,25001,10825,1546,262,913,47405,Frankston (C)
22250,9,41,495,2179,929,120,32,89,3894,0,14,29,7,0,0,0,7,57,0,0,3,3,0,0,0,0,6,0,14,32,10,0,0,0,7,63,0,36,84,10,0,0,0,11,141,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,90,10,0,0,0,11,147,5,21,14,12,0,0,0,3,55,0,0,0,3,0,0,0,0,3,14,112,631,2214,929,120,32,110,4162,Gannawarra (S)
22410,9,95,914,4152,1526,209,36,122,7063,0,41,96,67,29,7,0,7,247,0,4,15,6,0,0,0,0,25,0,45,111,73,29,7,0,7,272,4,57,198,33,0,3,0,13,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7,4,61,198,33,3,3,0,13,315,7,15,19,10,3,0,0,7,61,0,0,0,0,3,0,0,0,3,20,216,1242,4268,1564,219,36,149,7714,Glenelg (S)
22490,7,98,597,3090,1987,300,61,84,6224,0,3,8,4,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,3,0,18,0,15,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,15,5,0,3,0,0,0,23,4,7,8,6,4,3,0,0,32,0,0,0,0,3,0,0,0,3,11,123,618,3100,1997,303,64,84,6300,Golden Plains (S)
22620,44,435,4258,19322,8318,1108,192,577,34254,18,190,719,252,39,0,0,41,1259,0,9,65,88,22,5,0,5,194,18,199,784,340,61,5,0,46,1453,18,360,1357,337,23,5,0,77,2177,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,6,7,3,0,4,0,0,20,18,370,1367,340,23,9,0,77,2204,44,126,55,41,13,3,0,19,301,0,0,0,5,4,0,0,0,9,124,1130,6464,20048,8419,1125,192,719,38221,Greater Bendigo (C)
22670,97,204,2187,19269,7186,1277,257,856,31333,18,197,1346,1042,202,36,9,73,2923,6,16,240,462,131,30,11,22,918,24,213,1586,1504,333,66,20,95,3841,51,1008,5155,1820,141,21,7,374,8577,13,79,170,70,4,0,0,13,349,3,150,350,111,3,0,3,32,652,0,13,51,17,3,0,0,3,87,67,1250,5726,2018,151,21,10,422,9665,46,196,287,47,0,3,0,51,630,4,3,3,11,0,0,0,0,21,238,1866,9789,22849,7670,1367,287,1424,45490,Greater Dandenong (C)
22750,76,628,7756,40582,16014,2196,441,1057,68750,20,592,1838,592,45,7,3,109,3206,0,37,296,450,67,11,0,8,869,20,629,2134,1042,112,18,3,117,4075,61,1686,3952,909,54,10,6,240,6918,0,11,74,10,0,0,0,0,95,0,9,43,25,3,0,0,3,83,0,24,17,12,3,0,0,3,59,61,1730,4086,956,60,10,6,246,7155,42,177,192,66,18,0,0,32,527,0,0,4,5,3,0,7,0,19,199,3164,14172,42651,16207,2224,457,1452,80526,Greater Geelong (C)
22830,41,170,1803,11140,4729,552,102,352,18889,0,35,440,135,13,3,3,33,662,3,3,21,25,12,0,0,0,64,3,38,461,160,25,3,3,33,726,3,390,1129,151,7,0,0,98,1778,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,4,3,0,0,0,0,3,10,3,394,1139,151,7,0,0,101,1795,48,157,112,34,4,0,3,27,385,0,3,4,8,3,0,0,0,18,95,762,3519,11493,4768,555,108,513,21813,Greater Shepparton (C)
22910,13,200,1130,2856,988,138,56,97,5478,0,24,40,10,4,0,0,5,83,0,0,3,3,0,3,0,0,9,0,24,43,13,4,3,0,5,92,4,53,58,4,0,0,0,8,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53,58,4,0,0,0,8,127,15,25,15,3,8,0,0,3,69,0,0,0,0,0,0,0,0,0,32,302,1246,2876,1000,141,56,113,5766,Hepburn (S)
22980,4,33,365,1291,407,55,14,44,2213,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,47,39,3,0,0,0,5,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,39,3,0,0,0,5,94,9,7,3,6,3,3,0,0,31,0,0,0,0,0,0,0,0,0,13,91,407,1300,410,58,14,49,2342,Hindmarsh (S)
23110,40,186,3120,14965,4390,602,87,383,23773,3,173,954,655,49,3,3,49,1889,3,14,397,1252,272,26,3,22,1989,6,187,1351,1907,321,29,6,71,3878,18,543,1751,436,19,0,9,99,2875,0,47,139,32,0,3,0,3,224,12,51,61,20,3,0,0,14,161,0,10,3,3,0,0,0,0,16,30,651,1954,491,22,3,9,116,3276,28,71,44,32,14,3,0,12,204,0,4,4,0,0,0,0,0,8,104,1099,6473,17395,4747,637,102,582,31139,Hobsons Bay (C)
