gccsa_code,gccsa_name,year,num_bus_non_empl_bus,num_bus_1_4_empl,num_bus_5_19_empl,num_bus_20_plus_empl,num_bus_tot,num_bus_entr_non_empl_bus,num_bus_entr_1_4_empl,num_bus_entr_5_19_empl,num_bus_entr_20_plus_empl,num_bus_entr_tot,num_bus_exit_non_empl_bus,num_bus_exit_1_4_empl,num_bus_exit_5_19_empl,num_bus_exit_20_plus_empl,num_bus_exit_tot,bnkrpt_non_bus_rel_ns,bnkrpt_bus_rel,bnkrpt_tot,patent_applications,trademark_applications,lfs_lab_frc,lfs_unemployed,lfs_unemployment_rate_pc,lfs_participation_rate_pc,ye_wrk_ft_stdy_pt_pc,ye_wrk_pt_stdy_pt_pc,ye_wrk_pt_stdy_ft_pc,ye_wrk_ft_no_stdy_pc,ye_no_wrk_stdy_ft_pc,ye_wrk_ft_stdy_ft_pc,ye_fully_engaged_pc,ye_tot_age_15_19,sgpa_age_pens_ctrlnk,sgpa_age_pens_dva,sgpa_srvc_pens_dva,sgpa_inc_supp_dva,sgpa_carer_pay,sgpa_disable_supp_pens,sgpa_newstrt_allow,sgpa_newstrt_allow_365_days_plus_pc,sgpa_prnt_pay_single,sgpa_yth_all_ft_stud_apprntc,sgpa_yth_allow_oth,sgpa_family_tax_benefit_a,sgpa_family_tax_benefit_b,sgpa_tot_fam_tax_benf_recip,epi_med_emply_inc_aud,epi_tot_employ_inc_m_aud,epi_employ_inc_earners,epi_med_own_uninc_bus_inc_aud,epi_tot_own_uninc_bus_inc_m_aud,epi_own_uninc_bus_inc_earnrs,epi_med_invstmnt_inc_aud,epi_tot_invstmnt_inc_m_aud,epi_invstmnt_inc_earnrs,epi_med_supr_annuity_inc_aud,epi_tot_supr_annuity_inc_m_aud,epi_supr_annuity_inc_earnrs,epi_med_oth_inc_aud,epi_tot_oth_inc_m_aud,epi_oth_inc_earnrs,epi_med_tot_inc_aud,epi_tot_tot_inc_m_aud,epi_tot_inc_earnrs,avg_mnthly_hhld_rnt_paymnt_aud,avg_mnthly_hhld_mrtge_paymnt_aud,ba_priv_sect_hse,ba_priv_sect_dwell_excl_hse,ba_tot_priv_sect_dwell_units,ba_tot_dwell_units,ba_val_priv_sect_hses_m_aud,ba_val_priv_sect_dwell_excl_hse_m_aud,ba_val_tot_res_bld_m_aud,ba_val_tot_non_res_bld_m_aud,ba_val_tot_bld_m_aud,rpp_hse_num_trans,rpp_hse_med_sal_prc_aud,rpp_att_dwell_num_trans,rpp_att_dwell_med_sal_prc_aud
7RNTE,Rest of NT,2012,2260.0,911.0,618.0,189.0,3978.0,364.0,142.0,33.0,3.0,542.0,421.0,85.0,31.0,5.0,542.0,22.0,5.0,27.0,5.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,11122,10534,11333,,,,,,,,,,,,,,,,,,,,,97.0,54.0,151.0,181.0,36.0,12.0,59.0,106.0,159.0,,,,
7RNTE,Rest of NT,2013,2074.0,890.0,588.0,186.0,3738.0,273.0,113.0,13.0,5.0,404.0,456.0,95.0,43.0,4.0,598.0,27.0,11.0,38.0,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,11741,11154,11927,50292.0,1503.0,26423.0,7852.0,34.0,2661.0,100.0,54.0,15011.0,21123.0,18.0,667.0,88.0,4.0,2366.0,49782.0,1614.0,28314.0,,,74.0,91.0,165.0,217.0,25.0,38.0,78.0,103.0,178.0,582.0,400000.0,225.0,315000.0
7RNTE,Rest of NT,2014,2076.0,809.0,630.0,181.0,3696.0,295.0,97.0,25.0,5.0,422.0,330.0,78.0,18.0,7.0,433.0,29.0,5.0,34.0,3.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,11314,10804,11505,,,,,,,,,,,,,,,,,,,,,70.0,137.0,207.0,260.0,26.0,22.0,75.0,102.0,177.0,,,,
8ACTE,Australian Capital Territory,2010,,,,,,,,,,,,,,,,,,,286.0,774.0,,,,,,,,,,,,,,,,,,,,,,,,22335,19237,23706,,,,,,,,,,,,,,,,,,,,,2167.0,2034.0,4201.0,4538.0,658.0,407.0,1130.0,1257.0,2387.0,,,,
8ACTE,Australian Capital Territory,2011,15027.0,6899.0,2796.0,741.0,25463.0,,,,,,,,,,,,,,239.0,877.0,202877.0,7257.0,3.6,69.9,2.5,1.4,26.6,7.1,42.4,2.2,82.2,23936.0,,,,,,,,,,,,21122,18687,22644,,,,,,,,,,,,,,,,,,,1550.0,2226.0,1841.0,3991.0,5832.0,5866.0,597.0,809.0,1415.0,1036.0,2452.0,,,,
8ACTE,Australian Capital Territory,2012,15069.0,7079.0,2942.0,794.0,25884.0,2483.0,1279.0,191.0,25.0,3978.0,2676.0,723.0,172.0,31.0,3602.0,132.0,52.0,184.0,234.0,913.0,,,,,,,,,,,,,,,,,,,,,,,,18168,16458,19616,,,,,,,,,,,,,,,,,,,,,1774.0,3048.0,4822.0,4863.0,642.0,607.0,1255.0,713.0,1969.0,,,,
8ACTE,Australian Capital Territory,2013,14478.0,6917.0,2921.0,782.0,25098.0,2035.0,1005.0,134.0,11.0,3185.0,2931.0,845.0,173.0,32.0,3981.0,159.0,52.0,211.0,228.0,905.0,,,,,,,,,,,,,,,,,,,,,,,,19916,18482,21785,61846.0,13145.0,194508.0,8677.0,577.0,21097.0,298.0,982.0,176021.0,32319.0,1011.0,27734.0,117.0,60.0,29199.0,58613.0,15775.0,232928.0,,,1680.0,2079.0,3759.0,3802.0,657.0,498.0,1198.0,683.0,1881.0,4742.0,510000.0,3363.0,410000.0
8ACTE,Australian Capital Territory,2014,14461.0,7161.0,2937.0,793.0,25352.0,2358.0,1187.0,173.0,15.0,3733.0,2569.0,640.0,201.0,23.0,3433.0,144.0,44.0,188.0,229.0,778.0,,,,,,,,,,,,,,,,,,,,,,,,18757,17757,20502,,,,,,,,,,,,,,,,,,,,,1713.0,2801.0,4514.0,4636.0,635.0,619.0,1311.0,708.0,2019.0,,,,
9OTER,Other Territories,2011,,,,,,,,,,,,,,,,,,,,,1205.0,50.0,4.2,48.1,1.9,,6.2,19.1,35.8,,63.0,162.0,,,,,,,,,,,,100,84,106,,,,,,,,,,,,,,,,,,,745.0,1240.0,,,,,,,,,,,,,
9OTER,Other Territories,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,54,64220.0,36.0,543.0,12078.0,3.0,77.0,365.0,5.0,396.0,13168.0,,12.0,245.0,,64.0,67207.0,44.0,602.0,,,,,,,,,,,,,,,
